pressure_9_am,min_temp_c,wind_speed_3_pm,humidity_3_pm,wind_gust_speed,wind_dir_3_pm,location,temp_3_pm_c,cloud_3_pm,max_temp_c,pressure_3_pm,sunshine,humidity_9_am,evaporation,rain_tomorrow,rainfall,cloud_9_am,rain_today,temp_9_am_c,wind_gust_dir,wind_dir_9_am,date,wind_speed_9_am
1028.3,13.6,20.0,81.0,44.0,SSW,CoffsHarbour,17.2,7.0,20.2,1027.9,5.9,66.0,3.4,Yes,1.0,5.0,No,16.5,SSW,SW,2012-05-29,26.0
1032.2,13.6,20.0,84.0,39.0,SW,CoffsHarbour,16.4,6.0,17.0,1030.0,1.0,83.0,2.6,Yes,20.4,7.0,Yes,14.8,WSW,WSW,2012-05-30,24.0
1032.1,13.2,22.0,85.0,,WSW,CoffsHarbour,15.5,7.0,17.0,1029.3,2.4,93.0,0.8,No,12.0,8.0,Yes,13.7,,W,2012-05-31,15.0
1028.0,10.5,13.0,67.0,28.0,S,CoffsHarbour,19.7,7.0,20.3,1024.2,6.9,81.0,0.4,No,1.0,5.0,No,16.8,SSW,SW,2012-06-01,17.0
1021.7,11.6,11.0,74.0,17.0,S,CoffsHarbour,18.5,7.0,19.6,1017.6,0.1,89.0,2.2,Yes,0.0,7.0,No,15.1,WSW,NW,2012-06-02,4.0
1013.8,14.8,7.0,89.0,17.0,NE,CoffsHarbour,19.7,6.0,20.1,1008.3,0.7,97.0,1.0,Yes,1.6,8.0,Yes,16.2,WNW,WNW,2012-06-03,7.0
1005.3,12.1,6.0,63.0,26.0,NNW,CoffsHarbour,21.1,5.0,21.4,1001.6,8.4,78.0,1.8,No,15.0,1.0,Yes,17.7,NW,WNW,2012-06-04,4.0
1004.3,7.2,9.0,47.0,43.0,SW,CoffsHarbour,15.2,6.0,16.7,1001.4,7.8,48.0,2.2,No,0.0,1.0,No,13.6,W,NW,2012-06-05,11.0
1010.6,5.9,39.0,65.0,67.0,SSW,CoffsHarbour,16.1,6.0,18.2,1012.9,7.0,58.0,2.2,No,0.0,5.0,No,16.5,SW,SW,2012-06-06,39.0
1020.0,12.6,28.0,50.0,48.0,S,CoffsHarbour,17.9,2.0,18.8,1019.3,8.5,56.0,3.0,No,0.0,4.0,No,15.4,SW,SW,2012-06-07,31.0
1024.7,8.2,20.0,51.0,33.0,S,CoffsHarbour,17.8,1.0,18.1,1022.9,9.5,56.0,2.6,No,0.0,1.0,No,15.2,WSW,SW,2012-06-08,20.0
1025.5,6.9,13.0,70.0,33.0,S,CoffsHarbour,17.8,1.0,18.0,1023.4,9.0,66.0,2.2,No,0.0,1.0,No,14.2,SW,SW,2012-06-09,13.0
1024.2,8.9,22.0,94.0,41.0,S,CoffsHarbour,14.1,8.0,15.8,1020.6,0.0,65.0,2.2,Yes,0.0,7.0,No,13.3,S,SW,2012-06-10,17.0
1017.3,12.0,26.0,92.0,52.0,WSW,CoffsHarbour,13.8,8.0,14.8,1013.7,0.0,93.0,2.4,Yes,28.0,8.0,Yes,13.1,SW,WSW,2012-06-11,26.0
1014.1,13.0,20.0,91.0,54.0,SW,CoffsHarbour,16.1,7.0,18.4,1013.0,3.0,94.0,1.4,Yes,51.8,7.0,Yes,14.6,SSE,SW,2012-06-12,30.0
1017.4,13.6,19.0,80.0,48.0,S,CoffsHarbour,17.2,8.0,18.3,1015.5,3.6,89.0,2.8,Yes,30.0,7.0,Yes,15.0,S,SW,2012-06-13,22.0
1017.9,13.2,19.0,69.0,37.0,S,CoffsHarbour,18.8,1.0,19.9,1016.2,9.1,65.0,0.0,No,1.6,3.0,Yes,17.1,SW,SW,2012-06-14,22.0
1019.4,7.9,20.0,68.0,30.0,NE,CoffsHarbour,20.3,0.0,22.2,1016.4,9.4,81.0,1.6,No,0.0,1.0,No,15.1,NNE,N,2012-06-15,2.0
1018.9,10.7,11.0,65.0,30.0,SW,CoffsHarbour,20.4,,23.3,1015.7,7.9,66.0,1.6,No,0.0,1.0,No,17.4,NNW,NNW,2012-06-16,2.0
1020.7,9.0,11.0,42.0,37.0,SW,CoffsHarbour,19.6,0.0,20.8,1018.0,9.5,53.0,1.6,No,0.0,1.0,No,16.7,NNW,W,2012-06-17,9.0
1022.3,5.1,13.0,40.0,33.0,SSE,CoffsHarbour,18.2,1.0,19.1,1019.9,9.5,62.0,2.4,No,0.0,1.0,No,14.7,SW,NW,2012-06-18,6.0
1021.0,6.3,11.0,53.0,46.0,SSE,CoffsHarbour,17.5,0.0,18.1,1018.0,9.5,60.0,1.6,No,0.0,0.0,No,14.6,NNE,NNW,2012-06-19,4.0
1023.7,4.8,15.0,53.0,26.0,NE,CoffsHarbour,17.8,1.0,18.7,1019.4,9.4,79.0,1.4,No,0.0,1.0,No,13.6,NNE,WSW,2012-06-20,6.0
1019.0,4.5,9.0,46.0,31.0,E,CoffsHarbour,19.4,0.0,19.5,1014.4,,59.0,2.0,No,0.0,0.0,No,13.6,NW,SW,2012-06-21,6.0
1014.2,9.8,28.0,43.0,52.0,N,CoffsHarbour,22.2,5.0,22.8,1010.2,,58.0,1.6,No,0.0,2.0,No,16.8,N,WNW,2012-06-22,9.0
1022.0,6.3,17.0,40.0,31.0,S,CoffsHarbour,16.5,0.0,17.3,1021.8,,49.0,2.0,No,0.0,0.0,No,13.6,W,WSW,2012-06-23,17.0
1029.0,3.3,9.0,44.0,19.0,SE,CoffsHarbour,16.4,0.0,17.2,1027.4,,78.0,2.2,No,0.0,,No,11.7,SE,W,2012-06-24,7.0
1029.8,2.4,17.0,39.0,30.0,N,CoffsHarbour,18.2,1.0,19.5,1024.8,9.5,73.0,1.4,No,0.0,1.0,No,12.2,NNW,SSW,2012-06-25,6.0
1028.1,4.8,20.0,63.0,46.0,S,CoffsHarbour,17.6,7.0,18.5,1024.9,1.5,62.0,1.6,Yes,0.0,7.0,No,14.8,S,WSW,2012-06-26,20.0
1028.0,12.2,22.0,90.0,48.0,SW,CoffsHarbour,14.4,8.0,16.8,1025.3,0.0,78.0,,Yes,86.4,8.0,Yes,15.6,ESE,ESE,2012-06-27,31.0
1023.3,12.6,20.0,86.0,48.0,SE,CoffsHarbour,16.2,8.0,17.3,1018.5,,93.0,1.0,Yes,29.4,8.0,Yes,13.6,E,SW,2012-06-28,19.0
1015.5,13.2,17.0,75.0,30.0,SSW,CoffsHarbour,18.9,2.0,19.7,1012.0,,87.0,0.8,No,27.6,5.0,Yes,16.1,WSW,SW,2012-06-29,20.0
1015.1,8.2,13.0,44.0,20.0,SE,CoffsHarbour,19.9,1.0,20.8,1012.7,,88.0,1.6,No,0.0,1.0,No,15.4,SW,SW,2012-06-30,9.0
1016.9,7.3,19.0,50.0,30.0,S,CoffsHarbour,19.2,6.0,21.7,1013.2,,62.0,1.4,No,0.0,3.0,No,16.3,SSW,NW,2012-07-01,9.0
1018.0,3.5,13.0,35.0,37.0,WSW,CoffsHarbour,17.8,1.0,18.3,1015.2,9.7,54.0,2.0,No,0.0,0.0,No,13.1,SSW,NW,2012-07-02,11.0
1019.8,3.0,15.0,41.0,33.0,SSE,CoffsHarbour,15.9,0.0,17.0,1017.3,9.5,63.0,2.0,No,0.0,1.0,No,11.1,SW,WSW,2012-07-03,17.0
1022.9,2.9,20.0,41.0,41.0,SW,CoffsHarbour,16.7,1.0,17.5,1021.9,8.4,66.0,1.8,No,0.0,1.0,No,12.6,SW,W,2012-07-04,13.0
1027.1,11.5,31.0,56.0,50.0,SSW,CoffsHarbour,16.4,6.0,17.6,1026.3,,49.0,2.6,No,0.0,1.0,No,14.9,SSW,SW,2012-07-05,28.0
1029.9,11.2,22.0,84.0,54.0,SSW,CoffsHarbour,13.6,8.0,17.5,1028.1,,66.0,2.7,Yes,1.0,6.0,No,13.2,SW,SW,2012-07-06,17.0
1030.4,11.3,28.0,57.0,35.0,SSW,CoffsHarbour,17.5,5.0,18.0,1028.1,,64.0,2.2,No,12.2,5.0,Yes,13.6,SSW,SW,2012-07-07,22.0
1030.4,8.1,13.0,59.0,31.0,SSE,CoffsHarbour,17.3,1.0,17.9,1028.2,9.2,71.0,1.6,No,1.0,1.0,No,15.1,S,SW,2012-07-08,15.0
1030.5,8.0,7.0,62.0,22.0,SSE,CoffsHarbour,17.9,6.0,18.4,1027.4,4.9,92.0,2.0,Yes,0.0,6.0,No,12.7,S,WSW,2012-07-09,7.0
1027.9,11.9,17.0,81.0,39.0,N,CoffsHarbour,17.5,8.0,18.9,1024.0,0.8,97.0,1.8,No,8.4,7.0,Yes,14.0,N,NW,2012-07-10,11.0
1023.0,13.9,22.0,59.0,44.0,NNE,CoffsHarbour,21.9,7.0,22.7,1019.0,7.2,67.0,0.2,Yes,0.8,7.0,No,18.3,N,N,2012-07-11,19.0
1020.4,16.3,13.0,87.0,28.0,N,CoffsHarbour,19.1,7.0,19.8,1015.4,,98.0,2.4,Yes,4.6,8.0,Yes,16.8,NNE,,2012-07-12,0.0
1014.9,16.1,7.0,84.0,28.0,NNW,CoffsHarbour,20.4,7.0,20.8,1012.6,,95.0,0.0,Yes,9.4,7.0,Yes,17.9,SW,WNW,2012-07-13,15.0
1014.9,14.8,11.0,89.0,33.0,NW,CoffsHarbour,15.5,8.0,16.4,1013.3,,84.0,1.0,No,2.0,7.0,Yes,16.0,NNW,WSW,2012-07-14,11.0
1018.8,10.9,15.0,48.0,22.0,NNE,CoffsHarbour,17.9,0.0,18.6,1017.8,,82.0,1.3,No,0.5,6.0,No,12.6,NNE,,2012-07-15,0.0
1028.1,4.2,19.0,46.0,30.0,S,CoffsHarbour,16.5,1.0,16.8,1026.8,9.9,54.0,2.4,No,0.0,0.0,No,13.0,SSW,WSW,2012-07-16,11.0
1028.1,5.6,9.0,61.0,,E,CoffsHarbour,18.3,5.0,19.9,1023.9,7.0,75.0,2.2,Yes,0.0,2.0,No,13.7,,WNW,2012-07-17,7.0
1021.0,9.5,7.0,87.0,20.0,SW,CoffsHarbour,16.8,8.0,18.3,1016.9,1.4,83.0,1.4,Yes,1.8,7.0,Yes,15.9,NW,NW,2012-07-18,11.0
1017.4,10.9,26.0,42.0,43.0,SSW,CoffsHarbour,17.5,1.0,18.0,1015.7,,64.0,1.4,No,5.8,1.0,Yes,15.2,SSW,SW,2012-07-19,24.0
1021.0,11.2,41.0,44.0,61.0,SSW,CoffsHarbour,17.5,2.0,18.7,1019.7,7.0,55.0,3.6,No,0.0,2.0,No,15.5,SW,SW,2012-07-20,33.0
1023.6,13.9,41.0,56.0,61.0,SSW,CoffsHarbour,18.5,7.0,20.2,1023.4,,62.0,3.0,No,0.0,7.0,No,16.5,SSW,SW,2012-07-21,39.0
1025.1,12.3,39.0,64.0,69.0,SSW,CoffsHarbour,15.6,7.0,17.2,1023.6,2.1,75.0,4.8,Yes,0.0,7.0,No,13.5,SSW,SSW,2012-07-22,31.0
1025.2,12.1,26.0,73.0,56.0,SSW,CoffsHarbour,15.5,7.0,18.0,1022.6,4.2,77.0,1.2,Yes,1.4,7.0,Yes,13.0,SSW,WSW,2012-07-23,30.0
1025.5,11.2,24.0,62.0,48.0,SSW,CoffsHarbour,17.1,7.0,18.9,1023.6,5.3,75.0,2.4,No,4.4,2.0,Yes,14.6,SW,SW,2012-07-24,28.0
1024.3,9.5,11.0,49.0,26.0,ESE,CoffsHarbour,18.3,1.0,18.9,1021.5,9.5,69.0,2.2,No,0.6,7.0,No,16.0,WSW,WSW,2012-07-25,13.0
1018.9,9.0,17.0,47.0,33.0,N,CoffsHarbour,20.4,5.0,21.8,1013.6,,66.0,2.4,No,0.0,3.0,No,16.7,NNW,NNW,2012-07-26,15.0
1013.2,7.3,22.0,59.0,33.0,S,CoffsHarbour,18.6,3.0,21.8,1009.4,,69.0,1.8,No,0.2,3.0,No,14.4,SSW,NW,2012-07-27,7.0
1015.4,5.6,20.0,31.0,41.0,SW,CoffsHarbour,18.3,1.0,18.8,1014.5,,44.0,2.2,No,0.2,0.0,No,14.3,WSW,WSW,2012-07-28,24.0
1021.6,4.9,17.0,44.0,30.0,SSE,CoffsHarbour,17.9,1.0,18.4,1019.5,,54.0,3.0,No,0.0,0.0,No,13.6,SSW,WSW,2012-07-29,13.0
1022.3,5.7,22.0,39.0,41.0,S,CoffsHarbour,17.6,1.0,17.8,1018.7,10.1,52.0,2.8,No,0.0,1.0,No,14.1,S,SSW,2012-07-30,19.0
1023.5,9.2,22.0,43.0,44.0,SSW,CoffsHarbour,16.4,3.0,17.7,1020.4,9.7,48.0,3.8,No,0.0,1.0,No,14.2,S,SW,2012-07-31,22.0
1022.1,4.0,17.0,40.0,31.0,SSE,CoffsHarbour,16.2,1.0,17.0,1018.3,10.1,47.0,2.6,No,0.0,1.0,No,13.2,SW,WSW,2012-08-01,13.0
1020.5,2.7,17.0,24.0,41.0,S,CoffsHarbour,18.6,1.0,18.9,1017.8,,36.0,2.6,No,0.0,1.0,No,13.8,SSW,WSW,2012-08-02,22.0
1019.1,3.8,9.0,32.0,17.0,ESE,CoffsHarbour,17.8,1.0,18.3,1015.8,,57.0,2.4,No,0.0,6.0,No,13.6,SSE,NNW,2012-08-03,4.0
1020.3,4.1,19.0,31.0,26.0,NE,CoffsHarbour,18.8,0.0,19.9,1016.1,,47.0,2.0,No,0.0,0.0,No,14.7,SSW,WSW,2012-08-04,15.0
1019.7,3.8,22.0,28.0,31.0,NE,CoffsHarbour,19.9,1.0,21.2,1014.6,10.4,55.0,2.4,No,0.0,0.0,No,16.2,NE,NW,2012-08-05,7.0
1017.1,4.0,11.0,31.0,33.0,ESE,CoffsHarbour,22.1,0.0,22.9,1014.7,10.1,39.0,3.0,No,0.0,1.0,No,18.1,W,NNW,2012-08-06,13.0
1024.5,2.2,11.0,38.0,26.0,E,CoffsHarbour,16.8,0.0,17.1,1022.2,10.0,45.0,2.8,No,0.0,0.0,No,13.4,S,SSW,2012-08-07,6.0
1023.5,3.1,15.0,42.0,28.0,NE,CoffsHarbour,19.8,0.0,20.3,1018.6,10.2,54.0,2.4,No,0.0,0.0,No,14.0,NNE,NNW,2012-08-08,6.0
1015.9,6.0,11.0,45.0,46.0,NE,CoffsHarbour,18.5,7.0,21.4,1011.1,,57.0,2.4,No,0.0,7.0,No,14.0,WSW,NW,2012-08-09,17.0
1014.3,8.6,31.0,30.0,76.0,SW,CoffsHarbour,17.1,3.0,18.4,1011.0,,34.0,2.2,Yes,0.0,1.0,No,11.8,SSW,WSW,2012-08-10,30.0
1016.8,8.8,35.0,53.0,67.0,SW,CoffsHarbour,15.5,7.0,17.8,1015.4,,52.0,6.3,No,11.6,1.0,Yes,14.2,SW,SW,2012-08-11,33.0
1020.9,12.9,35.0,52.0,67.0,SSW,CoffsHarbour,16.5,7.0,19.1,1020.6,,59.0,3.2,No,0.2,4.0,No,15.3,SSW,SW,2012-08-12,39.0
1025.8,11.9,19.0,63.0,46.0,S,CoffsHarbour,17.2,7.0,18.5,1023.3,5.5,63.0,4.4,No,0.0,7.0,No,13.8,SW,SW,2012-08-13,17.0
1022.2,5.5,13.0,41.0,24.0,E,CoffsHarbour,18.4,5.0,19.8,1019.4,8.7,57.0,2.2,No,0.0,1.0,No,16.4,ENE,NNW,2012-08-14,6.0
1020.7,4.0,24.0,32.0,33.0,NNE,CoffsHarbour,21.2,1.0,22.4,1016.2,10.4,43.0,2.2,No,0.0,1.0,No,17.2,NNE,NW,2012-08-15,9.0
1015.5,7.4,17.0,47.0,,ESE,CoffsHarbour,22.2,1.0,25.1,1009.8,,43.0,3.0,No,0.0,3.0,No,17.5,,NNE,2012-08-16,17.0
1013.8,5.5,17.0,44.0,54.0,NNE,CoffsHarbour,22.6,1.0,24.8,1006.4,,45.0,2.6,No,0.0,0.0,No,18.2,NW,NW,2012-08-17,11.0
1012.8,7.1,15.0,29.0,37.0,E,CoffsHarbour,19.7,0.0,20.1,1010.5,,31.0,3.4,No,0.0,0.0,No,15.7,E,NW,2012-08-18,13.0
1021.2,3.9,15.0,43.0,26.0,ESE,CoffsHarbour,18.0,1.0,18.7,1019.7,10.5,45.0,4.0,No,0.0,0.0,No,15.3,SSE,N,2012-08-19,9.0
1024.1,7.8,22.0,59.0,37.0,NE,CoffsHarbour,17.9,5.0,19.1,1019.2,,72.0,2.8,No,0.0,7.0,No,15.0,NE,ENE,2012-08-20,7.0
1022.5,10.3,30.0,65.0,44.0,NNE,CoffsHarbour,19.0,8.0,22.1,1018.4,,60.0,1.4,No,0.0,6.0,No,17.6,NNE,NNW,2012-08-21,20.0
1019.3,13.9,31.0,63.0,48.0,NE,CoffsHarbour,21.2,1.0,23.9,1014.4,,64.0,2.6,No,0.0,7.0,No,17.6,NNE,N,2012-08-22,11.0
1015.9,15.0,28.0,70.0,48.0,ENE,CoffsHarbour,22.5,1.0,28.2,1011.7,,63.0,3.2,No,0.0,1.0,No,19.8,NNW,NE,2012-08-23,30.0
1015.6,16.5,28.0,71.0,39.0,S,CoffsHarbour,20.5,2.0,28.9,1014.2,,51.0,4.4,No,0.0,1.0,No,23.2,S,N,2012-08-24,9.0
1019.9,6.6,15.0,37.0,20.0,ESE,CoffsHarbour,18.9,3.0,20.3,1016.6,,42.0,3.8,No,0.0,0.0,No,18.3,SE,WNW,2012-08-25,9.0
1018.8,7.6,17.0,42.0,24.0,SE,CoffsHarbour,18.9,1.0,19.8,1016.2,,41.0,3.8,No,0.0,4.0,No,18.1,ENE,NNW,2012-08-26,6.0
1024.3,7.6,13.0,48.0,37.0,SE,CoffsHarbour,17.8,1.0,18.6,1022.5,10.6,57.0,3.8,No,0.0,2.0,No,16.3,SSE,SW,2012-08-27,20.0
1025.4,8.0,17.0,54.0,26.0,E,CoffsHarbour,18.5,3.0,19.7,1021.7,10.1,54.0,4.0,No,0.2,1.0,No,17.4,E,NNW,2012-08-28,4.0
1021.6,8.5,35.0,60.0,54.0,NNE,CoffsHarbour,20.0,1.0,23.1,1015.3,10.6,56.0,2.6,No,0.0,1.0,No,18.3,NE,NNW,2012-08-29,22.0
1013.4,15.2,28.0,56.0,43.0,NE,CoffsHarbour,24.0,7.0,26.3,1008.6,,66.0,3.6,No,0.0,7.0,No,17.4,N,NE,2012-08-30,28.0
1018.3,10.0,13.0,40.0,41.0,SE,CoffsHarbour,16.9,1.0,17.7,1014.6,,48.0,2.5,No,0.0,6.0,No,15.6,S,SW,2012-08-31,20.0
1020.6,5.9,28.0,34.0,54.0,SSE,CoffsHarbour,16.6,,17.8,1018.5,,35.0,4.0,No,0.0,1.0,No,14.0,S,SW,2012-09-01,28.0
1023.7,5.1,15.0,42.0,37.0,SE,CoffsHarbour,18.1,1.0,19.1,1020.8,10.5,44.0,6.2,No,0.0,1.0,No,16.2,WSW,SW,2012-09-02,26.0
1022.7,8.0,15.0,43.0,22.0,ESE,CoffsHarbour,18.9,0.0,20.0,1020.0,10.9,48.0,3.8,No,0.0,0.0,No,16.8,E,SW,2012-09-03,7.0
1024.3,5.4,28.0,65.0,39.0,NE,CoffsHarbour,19.8,1.0,23.7,1020.6,10.7,48.0,3.0,No,0.0,0.0,No,17.6,NNE,NNE,2012-09-04,11.0
1021.2,10.3,39.0,59.0,54.0,NNE,CoffsHarbour,21.3,0.0,24.7,1015.0,10.7,45.0,3.2,No,0.0,0.0,No,21.0,NE,N,2012-09-05,11.0
1014.1,14.1,22.0,24.0,63.0,N,CoffsHarbour,30.2,1.0,30.6,1007.8,,48.0,4.6,No,0.0,0.0,No,21.0,NE,ENE,2012-09-06,28.0
1009.6,12.3,30.0,16.0,59.0,WNW,CoffsHarbour,30.1,1.0,31.4,1005.4,,47.0,3.4,No,0.0,0.0,No,22.6,WNW,N,2012-09-07,22.0
1016.5,6.1,26.0,40.0,37.0,NE,CoffsHarbour,19.7,0.0,21.1,1012.7,,24.0,8.0,No,0.0,0.0,No,18.5,NE,N,2012-09-08,7.0
1021.8,5.8,17.0,43.0,28.0,SE,CoffsHarbour,19.0,0.0,20.0,1021.4,,38.0,4.8,No,0.0,0.0,No,18.2,SE,WSW,2012-09-09,13.0
1027.2,8.2,24.0,64.0,39.0,ENE,CoffsHarbour,19.0,7.0,21.4,1023.0,10.3,52.0,4.2,No,0.0,3.0,No,19.3,NE,N,2012-09-10,11.0
1024.2,9.7,13.0,45.0,30.0,NE,CoffsHarbour,22.0,1.0,24.5,1021.2,10.5,50.0,2.8,No,0.0,1.0,No,21.0,SE,N,2012-09-11,9.0
1024.2,9.9,30.0,74.0,46.0,NE,CoffsHarbour,20.6,1.0,23.3,1019.1,10.4,72.0,3.0,No,0.0,3.0,No,19.3,NNE,ESE,2012-09-12,15.0
1014.1,14.5,39.0,62.0,57.0,NNE,CoffsHarbour,22.4,1.0,27.9,1006.0,,41.0,4.0,No,0.0,2.0,No,23.3,NNW,N,2012-09-13,20.0
1018.4,10.5,22.0,40.0,48.0,SSE,CoffsHarbour,18.2,1.0,19.3,1017.0,,40.0,6.0,No,0.0,2.0,No,15.9,SW,SW,2012-09-14,30.0
1024.2,5.1,17.0,41.0,26.0,ESE,CoffsHarbour,18.1,0.0,19.2,1022.3,,47.0,,No,0.0,,No,16.8,SSW,WSW,2012-09-15,17.0
1023.2,8.2,24.0,60.0,33.0,NE,CoffsHarbour,18.6,3.0,21.2,1018.3,10.4,58.0,8.8,No,0.0,1.0,No,17.8,NE,SSE,2012-09-16,13.0
1019.7,11.4,30.0,71.0,50.0,NE,CoffsHarbour,19.2,5.0,24.1,1016.5,7.6,53.0,3.4,Yes,0.0,1.0,No,21.0,NNE,NNW,2012-09-17,15.0
1019.8,13.1,31.0,61.0,44.0,NNE,CoffsHarbour,20.7,6.0,22.1,1015.3,5.7,64.0,4.4,Yes,8.4,7.0,Yes,18.7,NNE,NE,2012-09-18,17.0
1016.0,11.2,15.0,76.0,31.0,SE,CoffsHarbour,20.6,1.0,25.2,1012.9,10.7,64.0,3.6,No,21.2,1.0,Yes,20.0,NNW,SE,2012-09-19,9.0
1019.5,9.2,15.0,72.0,24.0,E,CoffsHarbour,19.9,1.0,21.5,1015.9,,51.0,3.6,No,0.0,2.0,No,20.6,E,ESE,2012-09-20,9.0
1016.1,14.2,17.0,71.0,37.0,NNE,CoffsHarbour,21.1,7.0,23.2,1010.7,,73.0,2.2,No,0.0,7.0,No,19.5,NNW,NNW,2012-09-21,6.0
1016.7,11.9,15.0,72.0,28.0,SE,CoffsHarbour,20.0,2.0,22.5,1012.9,,52.0,1.2,No,0.0,2.0,No,20.2,SSE,SSE,2012-09-22,15.0
1013.3,10.5,26.0,71.0,37.0,NE,CoffsHarbour,21.9,0.0,25.1,1009.3,,55.0,3.4,No,0.0,0.0,No,22.4,NE,NW,2012-09-23,15.0
1012.1,13.5,11.0,87.0,52.0,SW,CoffsHarbour,16.6,7.0,21.3,1010.8,,65.0,5.0,Yes,0.0,1.0,No,20.4,SSW,SSW,2012-09-24,28.0
1021.2,13.0,17.0,49.0,30.0,SE,CoffsHarbour,20.0,1.0,20.7,1019.4,9.6,56.0,3.0,No,3.4,1.0,Yes,19.4,SW,SSW,2012-09-25,19.0
1022.8,15.4,17.0,62.0,30.0,ENE,CoffsHarbour,20.3,1.0,22.1,1019.7,6.2,66.0,4.6,No,0.2,5.0,No,19.8,E,WSW,2012-09-26,11.0
1021.5,12.8,31.0,60.0,44.0,NE,CoffsHarbour,21.8,1.0,23.6,1017.4,,53.0,4.0,No,0.0,1.0,No,21.7,NE,N,2012-09-27,17.0
1016.0,14.8,39.0,63.0,57.0,NNE,CoffsHarbour,23.2,0.0,26.4,1010.7,,57.0,3.8,No,0.0,0.0,No,21.7,NNE,N,2012-09-28,30.0
1010.7,18.7,15.0,42.0,50.0,NW,CoffsHarbour,25.8,7.0,30.0,1007.5,,45.0,5.2,No,0.0,4.0,No,24.2,NNW,NNW,2012-09-29,20.0
1020.1,15.5,15.0,45.0,33.0,ESE,CoffsHarbour,18.2,1.0,19.5,1018.4,9.9,45.0,5.0,No,0.0,3.0,No,17.4,S,S,2012-09-30,24.0
1026.9,11.1,15.0,48.0,28.0,SE,CoffsHarbour,19.1,7.0,20.6,1025.1,5.0,49.0,5.0,No,0.2,5.0,No,17.9,SSW,S,2012-10-01,17.0
1031.4,13.0,31.0,52.0,46.0,SSE,CoffsHarbour,19.7,1.0,21.5,1028.6,10.9,43.0,4.0,No,0.0,1.0,No,19.4,SSE,SSW,2012-10-02,33.0
1028.5,8.6,26.0,54.0,37.0,NE,CoffsHarbour,21.2,0.0,22.0,1023.5,11.4,45.0,6.2,No,0.0,1.0,No,19.8,ENE,ESE,2012-10-03,13.0
1022.1,10.3,26.0,58.0,39.0,NNE,CoffsHarbour,23.6,0.0,26.5,1016.7,,55.0,5.0,No,0.0,0.0,No,20.6,NNE,SSE,2012-10-04,11.0
1019.0,10.6,26.0,26.0,41.0,NNE,CoffsHarbour,28.9,1.0,32.7,1014.5,,41.0,4.4,No,0.0,0.0,No,26.5,SSW,ESE,2012-10-05,7.0
1018.5,14.0,17.0,74.0,41.0,S,CoffsHarbour,20.6,8.0,24.3,1014.7,,69.0,7.0,No,0.0,3.0,No,21.1,SSW,SSW,2012-10-06,26.0
1012.0,17.1,28.0,58.0,48.0,SSE,CoffsHarbour,18.8,7.0,22.5,1012.0,,60.0,4.6,No,0.0,2.0,No,22.1,NNW,S,2012-10-07,22.0
1017.2,14.1,15.0,59.0,30.0,ESE,CoffsHarbour,19.2,4.0,20.3,1012.8,8.0,55.0,6.4,No,0.0,5.0,No,18.0,SW,SW,2012-10-08,20.0
1011.1,10.9,30.0,57.0,43.0,S,CoffsHarbour,20.2,1.0,24.5,1009.5,10.9,54.0,2.8,No,0.8,0.0,No,17.9,SW,WSW,2012-10-09,19.0
1012.9,10.9,43.0,62.0,59.0,NNE,CoffsHarbour,23.5,1.0,25.3,1006.9,11.6,54.0,7.4,Yes,0.0,1.0,No,20.1,NE,N,2012-10-10,26.0
1006.8,17.8,19.0,85.0,65.0,N,CoffsHarbour,17.5,8.0,19.7,1005.1,,84.0,4.4,Yes,2.6,8.0,Yes,19.3,NW,NNE,2012-10-11,2.0
1010.5,9.6,37.0,22.0,63.0,WSW,CoffsHarbour,19.0,4.0,19.8,1009.3,,53.0,0.8,No,6.0,7.0,Yes,12.2,WSW,NW,2012-10-12,30.0
1020.6,6.2,19.0,35.0,28.0,E,CoffsHarbour,20.7,0.0,21.2,1018.1,,30.0,5.2,No,0.0,0.0,No,18.4,SSE,SW,2012-10-13,13.0
1024.2,8.9,20.0,76.0,37.0,SSE,CoffsHarbour,16.3,7.0,21.0,1023.0,7.1,58.0,5.0,Yes,0.0,7.0,No,17.1,S,WSW,2012-10-14,13.0
1027.1,7.8,24.0,56.0,33.0,E,CoffsHarbour,21.3,1.0,21.8,1024.2,10.8,52.0,2.6,No,8.0,1.0,Yes,17.4,ENE,WSW,2012-10-15,7.0
1022.5,11.4,41.0,57.0,56.0,NE,CoffsHarbour,23.1,1.0,25.8,1019.0,12.1,52.0,4.4,No,0.2,0.0,No,21.4,NE,WNW,2012-10-16,17.0
1016.2,14.9,26.0,41.0,54.0,NE,CoffsHarbour,28.7,1.0,32.9,1012.2,11.6,40.0,5.2,No,0.0,1.0,No,24.5,SSW,NW,2012-10-17,20.0
1022.6,17.7,17.0,63.0,35.0,E,CoffsHarbour,20.8,7.0,24.3,1020.9,,70.0,7.2,No,0.0,8.0,No,19.4,SW,SW,2012-10-18,17.0
1016.7,16.5,35.0,64.0,50.0,NE,CoffsHarbour,25.0,1.0,27.3,1013.0,,57.0,1.6,No,0.2,0.0,No,24.2,NNE,NNW,2012-10-19,15.0
1010.9,17.5,24.0,53.0,52.0,NE,CoffsHarbour,27.5,1.0,39.2,1006.6,,44.0,5.0,No,0.0,1.0,No,27.2,NW,NNE,2012-10-20,9.0
