wind.dir.9.am,rainfall,pressure.9.am,wind.dir.3.pm,evaporation,date,humidity.9.am,sunshine,wind.speed.9.am,temp.3.pm.c,pressure.3.pm,temp.9.am.c,location,wind.gust.speed,wind.speed.3.pm,humidity.3.pm,wind.gust.dir,min.temp.c,rain.today,max.temp.c,rain.tomorrow
NNE,0.0,1028.9,NW,,2012-07-07,45.0,,11.0,15.0,1026.0,11.1,Adelaide,35.0,13.0,32.0,N,5.4,No,16.0,No
NNE,0.0,1023.1,WNW,,2012-07-08,45.0,,9.0,16.6,1019.4,11.9,Adelaide,30.0,2.0,44.0,E,6.0,No,17.8,No
NE,0.0,1018.8,N,3.6,2012-07-09,68.0,,13.0,16.2,1015.9,14.0,Adelaide,26.0,13.0,59.0,ENE,8.7,No,16.2,Yes
NNE,2.4,1014.2,WNW,0.8,2012-07-10,92.0,,7.0,15.3,1012.2,11.2,Adelaide,31.0,17.0,60.0,WNW,10.7,Yes,16.3,No
NNE,0.0,1015.1,N,1.2,2012-07-11,80.0,,9.0,15.1,1011.2,11.4,Adelaide,31.0,15.0,48.0,NE,9.7,No,16.1,Yes
ENE,2.4,1006.4,NW,1.0,2012-07-12,79.0,,7.0,16.9,1003.9,12.4,Adelaide,28.0,11.0,72.0,NE,9.5,Yes,18.7,Yes
WSW,7.4,1010.4,W,1.2,2012-07-13,91.0,,17.0,12.2,1009.8,12.3,Adelaide,39.0,17.0,82.0,WNW,11.7,Yes,14.5,Yes
WSW,8.0,1013.1,WSW,,2012-07-14,75.0,,22.0,12.9,1015.4,10.9,Adelaide,44.0,20.0,52.0,WSW,8.1,Yes,13.2,No
N,0.6,1023.0,NW,,2012-07-15,88.0,,13.0,14.7,1022.8,9.4,Adelaide,41.0,22.0,74.0,NW,8.0,No,15.0,No
NNE,0.0,1027.2,NW,3.0,2012-07-16,74.0,,11.0,16.3,1023.8,11.4,Adelaide,44.0,26.0,46.0,NNW,9.4,No,16.9,No
N,0.0,1021.6,NNW,2.0,2012-07-17,60.0,,15.0,16.5,1018.6,10.9,Adelaide,44.0,19.0,44.0,N,8.5,No,16.7,Yes
,2.0,1023.2,WSW,1.6,2012-07-18,83.0,,0.0,12.7,1023.0,9.8,Adelaide,46.0,20.0,41.0,W,8.1,Yes,13.1,Yes
NNE,1.2,1026.2,NW,1.8,2012-07-19,83.0,,9.0,14.4,1025.0,8.3,Adelaide,31.0,17.0,62.0,NW,6.0,Yes,14.8,Yes
NE,1.6,1030.5,N,1.2,2012-07-20,90.0,,9.0,15.2,1030.0,11.1,Adelaide,17.0,4.0,71.0,NNW,8.3,Yes,15.9,No
SSE,0.8,1035.4,SW,,2012-07-21,96.0,,6.0,15.9,1033.7,10.3,Adelaide,22.0,13.0,68.0,SW,8.5,No,17.1,No
,0.0,1033.9,S,,2012-07-22,91.0,,0.0,13.8,1030.8,10.0,Adelaide,19.0,7.0,73.0,WSW,6.0,No,16.1,No
NNE,0.0,1029.2,NNE,3.2,2012-07-23,64.0,,9.0,17.0,1024.3,12.8,Adelaide,30.0,11.0,39.0,N,7.9,No,17.3,No
NNE,0.0,1022.6,N,2.2,2012-07-24,45.0,,11.0,18.5,1017.7,13.5,Adelaide,31.0,17.0,36.0,NE,10.1,No,19.0,No
NNW,0.2,1012.2,NW,2.0,2012-07-25,71.0,,15.0,13.2,1010.5,11.3,Adelaide,57.0,28.0,59.0,NW,11.2,No,14.5,Yes
W,3.4,1012.7,WSW,1.6,2012-07-26,72.0,,19.0,14.2,1012.6,12.0,Adelaide,46.0,22.0,51.0,W,10.0,Yes,14.6,Yes
SW,30.8,1021.0,SW,2.6,2012-07-27,91.0,,15.0,13.3,1021.2,10.9,Adelaide,41.0,20.0,44.0,SW,9.8,Yes,13.8,Yes
,1.2,1027.1,SW,,2012-07-28,94.0,,0.0,14.6,1026.4,11.4,Adelaide,30.0,15.0,71.0,SSW,8.5,Yes,15.4,No
SW,0.2,1032.3,SSW,,2012-07-29,77.0,,6.0,11.6,1031.2,10.8,Adelaide,28.0,11.0,83.0,SSW,8.9,No,13.6,No
S,0.4,1035.3,SE,3.2,2012-07-30,80.0,,4.0,13.4,1032.7,9.7,Adelaide,28.0,13.0,47.0,SSE,5.0,No,14.5,No
SE,0.0,1033.1,SE,1.4,2012-07-31,68.0,,7.0,12.2,1029.1,10.4,Adelaide,24.0,15.0,57.0,SE,7.7,No,13.8,No
N,0.0,1027.8,NNW,1.6,2012-08-01,71.0,,7.0,15.1,1022.6,8.4,Adelaide,26.0,13.0,44.0,N,2.2,No,15.5,No
N,0.0,1019.6,NNW,1.8,2012-08-02,48.0,,13.0,15.0,1015.4,11.9,Adelaide,43.0,17.0,42.0,N,8.4,No,17.6,No
N,0.0,1018.6,NW,1.4,2012-08-03,99.0,,13.0,16.2,1016.2,9.1,Adelaide,44.0,24.0,54.0,NNW,8.0,No,16.5,No
NNE,0.2,1018.9,NNW,,2012-08-04,96.0,,11.0,16.8,1014.3,10.5,Adelaide,37.0,20.0,60.0,NNW,8.8,No,16.9,Yes
WNW,1.4,1015.8,W,,2012-08-05,87.0,,17.0,15.0,1016.3,13.0,Adelaide,56.0,24.0,68.0,SW,10.4,Yes,16.4,Yes
ENE,3.4,1024.3,WNW,4.2,2012-08-06,79.0,,4.0,15.3,1023.6,11.1,Adelaide,31.0,13.0,48.0,WSW,6.7,Yes,16.0,No
NE,0.0,1021.4,N,1.4,2012-08-07,54.0,,11.0,20.0,1016.8,12.0,Adelaide,44.0,24.0,31.0,N,6.9,No,20.2,No
NE,0.0,1016.6,NW,4.0,2012-08-08,51.0,,9.0,15.4,1016.6,13.4,Adelaide,41.0,19.0,76.0,SW,11.5,No,15.7,Yes
SSW,5.4,1027.8,WSW,0.8,2012-08-09,75.0,,4.0,14.3,1028.2,11.3,Adelaide,44.0,22.0,61.0,SW,7.0,Yes,15.0,No
NNW,0.4,1033.9,SSE,1.6,2012-08-10,72.0,,6.0,13.9,1032.7,10.5,Adelaide,33.0,17.0,52.0,SSW,5.4,No,14.6,No
,0.0,1035.1,S,,2012-08-11,80.0,,0.0,13.5,1032.4,9.5,Adelaide,30.0,11.0,53.0,SSE,5.4,No,14.2,
,,1032.3,SE,,2012-08-12,77.0,,0.0,13.6,1027.4,9.8,Adelaide,20.0,7.0,50.0,SSE,4.7,,14.8,No
NNE,0.0,1022.9,N,3.2,2012-08-13,49.0,,15.0,15.8,1018.7,12.9,Adelaide,41.0,20.0,42.0,NNW,5.4,No,17.2,Yes
WNW,2.4,1018.9,WSW,2.0,2012-08-14,80.0,,13.0,15.5,1018.6,13.3,Adelaide,33.0,13.0,51.0,W,10.4,Yes,15.7,No
N,0.0,1017.9,WNW,1.8,2012-08-15,81.0,,13.0,13.8,1016.1,10.7,Adelaide,44.0,15.0,71.0,NW,8.3,No,14.8,Yes
NW,8.4,1012.9,NW,1.2,2012-08-16,85.0,,19.0,11.8,1005.5,11.7,Adelaide,61.0,22.0,89.0,WNW,8.9,Yes,15.0,Yes
SW,17.6,1012.5,SW,0.8,2012-08-17,76.0,,20.0,12.5,1014.7,8.3,Adelaide,61.0,28.0,47.0,SW,7.8,Yes,13.2,Yes
SSW,2.6,1023.5,WSW,,2012-08-18,70.0,,9.0,12.9,1023.0,10.7,Adelaide,31.0,15.0,80.0,WSW,6.0,Yes,14.0,No
NNE,0.6,1026.6,NNW,,2012-08-19,93.0,,6.0,15.7,1023.2,9.8,Adelaide,26.0,11.0,51.0,NW,7.7,No,16.0,No
N,0.0,1018.6,N,2.2,2012-08-20,56.0,,13.0,17.2,1013.7,13.2,Adelaide,46.0,28.0,41.0,N,6.5,No,17.8,No
NNW,0.0,1010.6,NW,3.4,2012-08-21,81.0,,9.0,14.7,1008.7,12.0,Adelaide,50.0,19.0,51.0,NE,11.1,No,15.2,No
NNE,0.0,1002.8,N,1.2,2012-08-22,50.0,,13.0,21.0,996.7,14.0,Adelaide,54.0,22.0,41.0,NW,7.1,No,21.1,Yes
NW,6.0,1002.6,W,1.8,2012-08-23,74.0,,26.0,7.4,1005.6,10.7,Adelaide,74.0,37.0,78.0,WNW,8.1,Yes,12.4,Yes
W,10.4,1016.0,WSW,1.8,2012-08-24,69.0,,19.0,12.9,1017.8,11.6,Adelaide,48.0,24.0,58.0,W,6.7,Yes,13.3,Yes
N,1.8,1022.0,W,,2012-08-25,85.0,,9.0,12.2,1020.6,11.4,Adelaide,41.0,19.0,93.0,WNW,7.5,Yes,15.3,Yes
S,3.2,1025.6,W,,2012-08-26,63.0,,2.0,13.5,1024.0,11.1,Adelaide,28.0,19.0,47.0,WSW,8.8,Yes,14.6,No
N,0.0,1022.0,NW,5.0,2012-08-27,51.0,,11.0,17.1,1019.1,13.1,Adelaide,39.0,19.0,39.0,NW,5.0,No,18.6,No
NNE,0.0,1016.7,NNE,1.6,2012-08-28,32.0,,13.0,18.4,1008.7,16.1,Adelaide,41.0,15.0,40.0,N,11.0,No,18.9,No
N,0.4,1011.1,WSW,2.2,2012-08-29,92.0,,11.0,14.3,1010.4,11.0,Adelaide,57.0,22.0,69.0,NW,8.2,No,17.4,Yes
SW,3.8,1020.4,SW,2.2,2012-08-30,57.0,,20.0,13.8,1022.6,11.5,Adelaide,50.0,19.0,48.0,WSW,8.8,Yes,14.4,No
SW,0.0,1027.8,WSW,1.8,2012-08-31,70.0,,9.0,13.0,1026.7,12.2,Adelaide,31.0,15.0,67.0,SW,8.6,No,14.1,No
NE,0.2,1027.0,N,,2012-09-01,63.0,,11.0,18.1,1022.7,12.4,Adelaide,30.0,13.0,43.0,N,5.3,No,19.3,No
NNE,0.0,1022.3,WNW,,2012-09-02,31.0,,11.0,22.3,1019.8,17.5,Adelaide,31.0,19.0,24.0,NW,10.8,No,22.3,No
N,0.0,1021.1,NNW,7.0,2012-09-03,27.0,,13.0,22.1,1018.2,17.5,Adelaide,56.0,17.0,22.0,SE,7.7,No,22.9,No
NNE,0.0,1014.1,N,3.4,2012-09-04,18.0,,20.0,26.7,1007.4,21.0,Adelaide,57.0,31.0,12.0,N,11.6,No,27.0,Yes
N,4.2,1001.7,NW,8.2,2012-09-05,81.0,,20.0,16.1,1000.7,12.5,Adelaide,72.0,39.0,48.0,NW,11.7,Yes,17.9,No
NNW,0.8,1008.0,WSW,3.0,2012-09-06,76.0,,17.0,10.9,1006.2,13.5,Adelaide,63.0,24.0,95.0,W,11.5,No,17.2,Yes
WSW,7.4,1016.7,W,2.2,2012-09-07,57.0,,26.0,14.5,1020.2,12.1,Adelaide,76.0,26.0,58.0,SW,7.5,Yes,15.2,No
W,0.2,1026.3,WSW,,2012-09-08,73.0,,17.0,15.2,1026.2,13.4,Adelaide,43.0,17.0,57.0,SW,10.8,No,15.5,No
SSW,0.0,1029.7,SW,,2012-09-09,62.0,,2.0,16.3,1025.4,12.2,Adelaide,22.0,15.0,51.0,SW,8.8,No,17.8,No
N,0.0,1023.9,W,7.8,2012-09-10,50.0,,13.0,21.1,1020.9,14.2,Adelaide,28.0,13.0,31.0,W,5.6,No,22.3,No
NNE,0.0,1023.1,NW,3.0,2012-09-11,44.0,,11.0,24.9,1018.3,16.7,Adelaide,30.0,15.0,23.0,N,6.3,No,25.2,No
NNE,0.0,1016.4,WSW,4.4,2012-09-12,25.0,,11.0,14.2,1016.0,17.8,Adelaide,39.0,13.0,94.0,WSW,11.4,No,19.7,Yes
SW,2.2,1022.7,WSW,1.4,2012-09-13,52.0,,22.0,14.7,1022.5,12.8,Adelaide,43.0,22.0,46.0,WSW,9.7,Yes,16.0,No
SSW,0.0,1025.4,SW,2.8,2012-09-14,61.0,,11.0,14.2,1024.2,13.5,Adelaide,28.0,11.0,65.0,WNW,11.6,No,14.7,No
N,0.0,1026.4,WSW,,2012-09-15,58.0,,13.0,17.1,1022.7,13.5,Adelaide,28.0,17.0,54.0,N,11.7,No,18.3,No
W,0.0,1023.4,WSW,,2012-09-16,72.0,,7.0,15.9,1021.4,13.9,Adelaide,33.0,20.0,59.0,W,8.2,No,17.0,No
N,0.2,1021.0,SW,6.6,2012-09-17,73.0,,11.0,14.3,1017.6,12.5,Adelaide,22.0,6.0,57.0,SW,11.3,No,15.5,No
WNW,0.0,1017.8,WSW,1.2,2012-09-18,67.0,,7.0,16.1,1015.9,13.5,Adelaide,30.0,19.0,62.0,SW,5.6,No,18.0,No
NE,0.2,1014.3,ENE,2.8,2012-09-19,60.0,,15.0,21.8,1008.4,14.2,Adelaide,44.0,13.0,41.0,E,11.8,No,22.3,No
NW,0.0,1008.8,WSW,4.2,2012-09-20,60.0,,17.0,17.8,1010.8,17.5,Adelaide,48.0,22.0,70.0,W,12.4,No,21.2,No
SSW,0.0,1020.1,W,3.0,2012-09-21,67.0,,7.0,20.2,1018.6,15.7,Adelaide,24.0,17.0,49.0,SW,11.7,No,20.9,No
NE,0.0,1014.1,N,,2012-09-22,32.0,,22.0,24.1,1007.6,20.7,Adelaide,46.0,22.0,21.0,NW,11.7,No,27.2,No
W,0.0,1014.9,WSW,,2012-09-23,55.0,,24.0,16.3,1015.1,14.4,Adelaide,56.0,24.0,46.0,WSW,12.0,No,17.1,No
S,1.0,1022.4,W,13.0,2012-09-24,56.0,,11.0,15.6,1020.5,12.4,Adelaide,31.0,17.0,43.0,WSW,7.5,No,16.3,No
NE,0.0,1019.8,NNW,3.8,2012-09-25,38.0,,19.0,21.6,1014.4,15.9,Adelaide,37.0,13.0,20.0,N,6.4,No,22.6,No
NNE,0.0,1009.8,NNW,5.0,2012-09-26,18.0,,19.0,28.0,1006.1,20.9,Adelaide,52.0,24.0,11.0,N,13.4,No,28.2,No
NNE,0.0,1007.3,WSW,5.0,2012-09-27,39.0,,7.0,26.0,1002.0,21.3,Adelaide,26.0,7.0,28.0,W,10.9,No,28.2,Yes
NW,1.2,1003.5,WNW,6.8,2012-09-28,72.0,,22.0,16.6,1004.3,15.0,Adelaide,61.0,28.0,55.0,W,14.1,Yes,17.5,Yes
SSW,3.2,1017.5,W,,2012-09-29,43.0,,17.0,12.8,1019.5,11.9,Adelaide,56.0,20.0,44.0,W,7.6,Yes,15.0,No
SSW,1.0,1027.0,SSW,7.4,2012-09-30,61.0,,13.0,13.5,1027.1,12.9,Adelaide,35.0,7.0,79.0,SSW,8.6,No,15.9,No
WNW,0.8,1033.9,W,,2012-10-01,63.0,,7.0,17.7,1031.3,14.0,Adelaide,31.0,20.0,52.0,SW,5.7,No,18.3,No
NNW,0.0,1033.5,WSW,4.0,2012-10-02,67.0,,6.0,22.6,1028.5,12.7,Adelaide,24.0,13.0,25.0,W,5.8,No,23.2,No
N,0.0,1024.3,NW,3.4,2012-10-03,25.0,,17.0,28.0,1018.9,23.1,Adelaide,37.0,17.0,15.0,N,9.7,No,28.3,No
N,0.0,1016.2,W,6.6,2012-10-04,15.0,,19.0,28.7,1013.3,24.3,Adelaide,39.0,17.0,12.0,NW,14.5,No,29.5,No
WNW,0.0,1020.2,SW,4.8,2012-10-05,57.0,,7.0,18.1,1018.0,16.5,Adelaide,28.0,13.0,60.0,WSW,11.5,No,19.8,No
SW,0.6,1018.2,SSE,,2012-10-06,65.0,,20.0,17.0,1018.9,16.0,Adelaide,46.0,22.0,50.0,SW,12.7,No,18.7,
SE,,1023.8,WSW,,2012-10-07,49.0,,11.0,18.0,1020.2,13.8,Adelaide,31.0,17.0,43.0,WNW,6.8,,18.4,No
NNE,0.2,1016.7,WSW,10.0,2012-10-08,46.0,,11.0,22.6,1012.9,15.1,Adelaide,33.0,17.0,28.0,E,10.2,No,23.6,No
S,0.0,1017.3,SW,4.0,2012-10-09,52.0,,6.0,19.7,1015.0,14.9,Adelaide,41.0,22.0,45.0,SW,9.1,No,20.3,No
N,0.0,1016.2,WSW,4.2,2012-10-10,60.0,,9.0,10.4,1014.9,12.4,Adelaide,70.0,24.0,82.0,SSW,9.1,No,15.3,Yes
S,16.4,1018.8,SSW,3.4,2012-10-11,83.0,,19.0,13.5,1019.9,6.6,Adelaide,57.0,22.0,41.0,SSE,4.9,Yes,14.2,Yes
S,2.0,1027.3,WSW,0.6,2012-10-12,57.0,,15.0,15.3,1026.5,12.6,Adelaide,39.0,20.0,45.0,W,6.6,Yes,16.2,No
SE,0.0,1027.2,SW,,2012-10-13,65.0,,9.0,18.4,1023.9,12.4,Adelaide,24.0,17.0,49.0,WSW,7.7,No,20.6,No
N,0.0,1022.4,NW,,2012-10-14,25.0,,15.0,28.7,1018.4,20.6,Adelaide,50.0,22.0,13.0,N,10.7,No,29.1,No
N,0.0,1018.3,W,15.2,2012-10-15,60.0,,9.0,26.7,1016.7,18.6,Adelaide,37.0,15.0,24.0,N,16.2,No,27.6,No
NNW,0.0,1016.8,SW,5.0,2012-10-16,84.0,,9.0,17.3,1017.0,15.4,Adelaide,46.0,22.0,66.0,WSW,14.4,No,20.6,No
NE,0.0,1023.4,SW,4.0,2012-10-17,56.0,,7.0,18.7,1020.4,14.1,Adelaide,31.0,17.0,47.0,SW,7.2,No,20.4,No
NNE,0.0,1017.3,NE,4.8,2012-10-18,38.0,,9.0,24.6,1012.8,18.4,Adelaide,33.0,15.0,26.0,N,13.2,No,27.6,No
NNW,0.0,1013.5,SW,3.4,2012-10-19,52.0,,9.0,20.7,1014.4,18.4,Adelaide,26.0,11.0,51.0,W,12.0,No,22.6,No
NNE,0.0,1017.2,SW,,2012-10-20,66.0,,2.0,22.2,1016.3,15.5,Adelaide,33.0,19.0,35.0,W,9.8,No,24.4,No
S,0.0,1023.0,SSW,,2012-10-21,53.0,,13.0,20.5,1020.3,15.0,Adelaide,37.0,17.0,34.0,WSW,10.7,No,21.8,No
ENE,0.0,1022.7,NNE,12.6,2012-10-22,51.0,,17.0,24.1,1019.3,14.7,Adelaide,39.0,13.0,19.0,NE,7.8,No,25.2,No
NE,0.0,1017.6,NNE,8.8,2012-10-23,13.0,,22.0,30.3,1012.9,21.1,Adelaide,48.0,22.0,5.0,NNE,14.6,No,31.2,No
NE,0.0,1014.2,N,7.6,2012-10-24,24.0,,6.0,28.1,1008.6,23.0,Adelaide,46.0,15.0,26.0,WNW,20.9,No,29.2,No
SSW,0.0,1018.0,WSW,4.8,2012-10-25,71.0,,17.0,16.9,1019.8,14.7,Adelaide,54.0,22.0,50.0,W,12.9,No,17.9,No
SW,0.0,1020.4,WSW,4.0,2012-10-26,60.0,,20.0,16.8,1020.1,13.5,Adelaide,50.0,20.0,56.0,W,9.9,No,18.8,No
S,0.0,1025.0,SW,,2012-10-27,56.0,,9.0,17.8,1023.9,13.4,Adelaide,39.0,20.0,47.0,SW,8.4,No,19.4,No
ENE,0.0,1024.8,WSW,,2012-10-28,48.0,,9.0,22.7,1021.5,15.7,Adelaide,24.0,15.0,32.0,WSW,7.8,No,24.1,No
N,0.0,1018.8,W,13.4,2012-10-29,43.0,,7.0,29.2,1014.8,20.2,Adelaide,33.0,6.0,13.0,W,10.7,No,30.6,No
NNE,0.0,1013.0,W,7.2,2012-10-30,18.0,,7.0,32.8,1010.5,26.8,Adelaide,35.0,17.0,7.0,WNW,14.0,No,33.9,No
NNE,0.0,1012.6,WSW,7.2,2012-10-31,20.0,,9.0,24.7,1011.7,24.1,Adelaide,35.0,13.0,39.0,SW,17.5,No,26.7,No
SSW,0.6,1018.9,SSE,4.0,2012-11-01,67.0,,20.0,16.8,1020.5,13.9,Adelaide,44.0,24.0,47.0,SSW,12.9,No,17.9,No
WNW,0.0,1021.8,SW,3.8,2012-11-02,52.0,,6.0,19.5,1019.4,15.1,Adelaide,39.0,19.0,45.0,N,10.8,No,21.6,No
NNE,0.0,1015.3,W,,2012-11-03,30.0,,13.0,26.6,1012.6,20.2,Adelaide,33.0,15.0,23.0,N,14.8,No,28.0,No
N,0.0,1010.4,WNW,,2012-11-04,15.0,,20.0,33.7,1007.5,27.8,Adelaide,41.0,15.0,13.0,NNW,20.1,No,35.0,No
N,0.4,1006.1,N,21.0,2012-11-05,41.0,,20.0,29.1,1003.5,27.2,Adelaide,74.0,28.0,37.0,N,25.2,No,29.8,Yes
W,8.0,1011.9,WSW,3.2,2012-11-06,64.0,,17.0,21.0,1011.6,17.7,Adelaide,31.0,15.0,46.0,NW,14.7,Yes,22.8,No
NW,0.2,1012.5,WNW,5.0,2012-11-07,64.0,,9.0,22.3,1011.2,16.7,Adelaide,44.0,20.0,38.0,WNW,12.8,No,23.3,Yes
WSW,3.8,1016.5,WSW,5.2,2012-11-08,66.0,,17.0,19.7,1016.5,15.6,Adelaide,39.0,20.0,37.0,WSW,12.3,Yes,20.2,No
WSW,0.2,1025.0,SW,5.8,2012-11-09,43.0,,22.0,19.7,1023.6,15.9,Adelaide,44.0,22.0,43.0,WSW,11.1,No,20.2,No
ENE,0.0,1026.0,W,,2012-11-10,44.0,,13.0,24.6,1021.9,15.9,Adelaide,24.0,11.0,24.0,ENE,8.0,No,26.7,No
NE,0.0,1019.3,N,,2012-11-11,12.0,,22.0,32.6,1013.4,24.8,Adelaide,46.0,22.0,5.0,N,15.8,No,33.7,No
SW,0.0,1020.9,WSW,22.2,2012-11-12,60.0,,19.0,21.3,1021.4,17.4,Adelaide,48.0,24.0,39.0,WSW,16.1,No,22.4,No
SE,0.0,1024.8,SW,6.6,2012-11-13,46.0,,9.0,21.3,1021.2,16.4,Adelaide,31.0,19.0,35.0,SSE,10.6,No,22.8,No
,0.0,1019.3,SW,5.8,2012-11-14,44.0,,0.0,25.9,1015.9,18.5,Adelaide,31.0,17.0,23.0,SW,12.1,No,26.9,No
SE,0.0,1016.4,SW,7.0,2012-11-15,35.0,,7.0,22.8,1014.1,17.6,Adelaide,44.0,7.0,32.0,SSE,14.8,No,23.3,No
SE,0.0,1018.2,SSE,3.8,2012-11-16,51.0,,13.0,21.6,1016.7,15.4,Adelaide,43.0,19.0,31.0,ESE,12.5,No,22.7,No
W,0.0,1019.4,WSW,,2012-11-17,53.0,,4.0,21.3,1016.4,15.6,Adelaide,33.0,17.0,43.0,SW,11.3,No,21.9,No
S,0.0,1018.8,WSW,,2012-11-18,57.0,,9.0,20.5,1017.6,16.0,Adelaide,39.0,19.0,40.0,W,10.2,No,23.8,No
NE,0.0,1018.0,NW,13.6,2012-11-19,34.0,,17.0,29.9,1015.5,20.8,Adelaide,41.0,11.0,13.0,E,10.5,No,30.9,No
NNE,0.0,1013.2,NW,9.4,2012-11-20,9.0,,20.0,34.3,1009.5,27.1,Adelaide,57.0,28.0,8.0,N,20.3,No,36.5,No
S,0.0,1019.1,SW,8.4,2012-11-21,47.0,,15.0,21.2,1018.7,17.8,Adelaide,46.0,26.0,39.0,SW,14.7,No,22.2,No
SSW,0.0,1021.4,WSW,6.4,2012-11-22,51.0,,7.0,23.8,1018.2,16.8,Adelaide,30.0,19.0,40.0,WSW,10.1,No,27.4,No
NE,0.0,1016.0,WSW,6.4,2012-11-23,28.0,,13.0,32.6,1012.5,24.8,Adelaide,33.0,15.0,11.0,WSW,15.8,No,34.0,No
N,0.0,1012.3,W,,2012-11-24,22.0,,9.0,32.9,1011.7,27.5,Adelaide,33.0,17.0,28.0,WNW,19.5,No,33.0,No
N,0.0,1016.2,W,,2012-11-25,39.0,,7.0,30.9,1014.0,21.5,Adelaide,26.0,15.0,31.0,SE,14.4,No,32.4,No
ESE,0.0,1012.5,ESE,21.6,2012-11-26,51.0,,7.0,32.4,1009.3,23.6,Adelaide,54.0,15.0,29.0,SE,20.5,No,33.4,No
SSE,0.0,1011.8,SE,8.0,2012-11-27,54.0,,11.0,31.1,1010.5,23.6,Adelaide,35.0,15.0,32.0,SSE,19.7,No,31.9,No
WSW,0.0,1011.3,W,8.6,2012-11-28,49.0,,2.0,32.8,1008.9,26.1,Adelaide,44.0,15.0,31.0,SE,20.5,No,35.4,No
N,0.0,1005.4,WSW,7.8,2012-11-29,20.0,,13.0,33.4,1005.8,34.7,Adelaide,57.0,11.0,27.0,NNW,20.0,No,38.0,Yes
NE,4.2,1009.8,NW,5.0,2012-11-30,63.0,,7.0,30.7,1007.6,22.1,Adelaide,31.0,13.0,47.0,N,20.2,Yes,32.1,No
SW,0.0,1016.4,WSW,,2013-01-01,28.0,13.9,6.0,28.5,1015.6,23.7,Adelaide,37.0,22.0,30.0,W,14.4,No,30.8,No
W,0.0,1017.6,WSW,15.6,2013-01-02,53.0,13.5,6.0,31.5,1014.7,21.0,Adelaide,28.0,17.0,33.0,W,14.9,No,32.2,No
NE,0.0,1013.6,W,9.8,2013-01-03,14.0,13.8,17.0,39.2,1009.0,29.9,Adelaide,37.0,13.0,11.0,W,20.8,No,40.6,No
N,0.0,1004.8,NW,11.4,2013-01-04,7.0,13.2,17.0,44.3,1002.8,37.3,Adelaide,39.0,22.0,5.0,NW,24.3,No,45.0,No
WNW,0.0,1013.3,S,,2013-01-05,37.0,13.1,6.0,31.5,1014.9,25.2,Adelaide,41.0,15.0,22.0,SE,20.4,No,32.2,No
NW,0.0,1020.2,SSE,,2013-01-06,34.0,13.3,13.0,33.8,1017.8,24.7,Adelaide,46.0,17.0,16.0,SE,18.6,No,34.8,No
SSW,0.0,1015.6,NW,33.6,2013-01-07,20.0,13.8,11.0,38.8,1011.0,29.2,Adelaide,56.0,7.0,14.0,ESE,21.5,No,41.2,No
SW,0.0,1009.3,SW,9.6,2013-01-08,61.0,12.9,9.0,27.8,1007.4,23.8,Adelaide,50.0,24.0,32.0,SW,20.9,No,29.0,No
SSW,0.0,1010.9,SW,10.8,2013-01-09,41.0,13.1,20.0,24.2,1008.9,18.1,Adelaide,43.0,17.0,28.0,W,15.5,No,25.7,No
NE,0.0,1009.0,NNW,5.8,2013-01-10,37.0,13.0,9.0,31.7,1004.0,20.3,Adelaide,33.0,13.0,15.0,WSW,13.6,No,33.9,No
NNW,0.0,1003.6,W,8.0,2013-01-11,19.0,12.3,13.0,30.9,1005.9,29.0,Adelaide,31.0,17.0,28.0,WSW,20.1,No,33.6,No
SE,0.0,1013.8,S,,2013-01-12,59.0,0.2,11.0,23.4,1014.8,19.5,Adelaide,35.0,19.0,48.0,SSE,18.4,No,24.2,Yes
SSE,1.4,1016.9,SSW,,2013-01-13,82.0,3.2,11.0,18.4,1018.2,15.8,Adelaide,35.0,11.0,66.0,SSE,15.8,Yes,22.1,Yes
SE,7.8,1021.3,SE,15.0,2013-01-14,54.0,8.2,9.0,23.1,1018.8,15.6,Adelaide,26.0,13.0,36.0,ENE,12.3,Yes,24.9,No
SSW,0.0,1016.3,SW,4.0,2013-01-15,44.0,13.2,11.0,29.7,1013.6,21.1,Adelaide,35.0,15.0,21.0,SSW,12.4,No,30.4,No
SSW,0.0,1013.6,SW,7.8,2013-01-16,40.0,13.0,9.0,34.3,1010.8,24.3,Adelaide,30.0,15.0,18.0,SSE,15.9,No,36.9,No
N,0.0,1005.2,NW,8.6,2013-01-17,29.0,13.4,7.0,42.1,1002.1,29.6,Adelaide,50.0,24.0,7.0,NW,20.0,No,43.1,No
WSW,0.0,1008.3,WSW,11.6,2013-01-18,71.0,11.4,24.0,25.5,1009.9,21.9,Adelaide,46.0,26.0,41.0,WSW,21.2,No,26.8,No
ESE,0.0,1017.5,SE,,2013-01-19,48.0,10.2,13.0,23.8,1015.9,19.6,Adelaide,41.0,17.0,34.0,S,16.0,No,25.6,No
SSE,0.0,1015.9,W,,2013-01-20,44.0,13.1,9.0,30.1,1012.5,20.8,Adelaide,33.0,17.0,22.0,SW,15.7,No,31.3,No
,0.0,1012.4,WSW,23.0,2013-01-21,48.0,13.2,0.0,29.0,1010.2,22.0,Adelaide,31.0,17.0,36.0,W,15.8,No,30.4,No
SE,0.0,1014.8,WSW,7.6,2013-01-22,59.0,13.1,4.0,27.0,1013.5,19.4,Adelaide,43.0,24.0,40.0,SW,14.1,No,29.1,No
