RainToday,Evaporation,WindDir3pm,Temp3pmF,MaxTempF,Cloud3pm,WindSpeed9am,Rainfall,Date,Location,Humidity3pm,MinTempF,WindGustDir,RainTomorrow,Sunshine,WindDir9am,Humidity9am,Pressure3pm,WindSpeed3pm,Cloud9am,Temp9amF,WindGustSpeed,Pressure9am
No,12.4,ENE,103.46000000000001,105.44,6.0,13.0,0.0,2013-12-18,AliceSprings,6.0,66.56,E,No,9.1,ESE,5.0,1007.4,13.0,6.0,90.68,39.0,1010.8
No,15.2,N,105.44,108.32,5.0,13.0,0.0,2013-12-19,AliceSprings,10.0,73.4,NE,No,10.9,W,9.0,1005.6,9.0,1.0,94.82,46.0,1009.1
No,15.2,WSW,103.46000000000001,106.16,7.0,17.0,0.0,2013-12-20,AliceSprings,15.0,79.52,S,No,10.1,N,20.0,1004.5,6.0,1.0,95.72,65.0,1009.0
No,12.8,S,100.22,104.18,2.0,17.0,0.4,2013-12-21,AliceSprings,17.0,78.44,NNW,No,8.8,SSW,24.0,1004.5,24.0,2.0,88.16,69.0,1008.7
No,12.8,ENE,89.06,91.76,7.0,13.0,1.0,2013-12-22,AliceSprings,37.0,73.4,W,Yes,0.5,ESE,57.0,1005.9,11.0,7.0,79.34,69.0,1009.3
Yes,5.8,SE,67.64,69.08,8.0,2.0,1.8,2013-12-23,AliceSprings,82.0,63.32,SE,Yes,0.0,SE,94.0,1012.8,6.0,8.0,64.04,30.0,1013.4
Yes,0.0,ESE,70.34,71.06,8.0,,6.0,2013-12-24,AliceSprings,79.0,63.68,ENE,Yes,0.0,,89.0,1011.7,17.0,,65.84,26.0,1014.5
Yes,2.2,NE,83.12,84.56,7.0,6.0,1.8,2013-12-25,AliceSprings,47.0,64.75999999999999,ENE,No,3.4,ESE,92.0,1009.7,13.0,7.0,68.9,26.0,1012.1
No,4.8,SSE,93.2,96.61999999999999,1.0,6.0,0.0,2013-12-26,AliceSprings,13.0,64.75999999999999,E,No,12.2,ESE,46.0,1008.3,24.0,1.0,81.86,41.0,1012.4
No,12.2,ENE,99.32,100.58000000000001,1.0,11.0,0.0,2013-12-27,AliceSprings,10.0,62.6,SE,No,13.4,E,20.0,1005.6,30.0,0.0,86.36,52.0,1010.0
No,15.2,SSE,105.26,107.24,2.0,24.0,0.0,2013-12-28,AliceSprings,3.0,64.4,S,No,13.3,ENE,10.0,1004.7,20.0,1.0,93.56,43.0,1008.1
No,15.2,SE,103.82,107.06,5.0,28.0,0.0,2013-12-29,AliceSprings,7.0,69.8,ENE,No,11.7,ESE,18.0,1006.4,6.0,2.0,89.41999999999999,48.0,1010.7
No,16.4,ESE,102.56,105.26,7.0,26.0,0.0,2013-12-30,AliceSprings,11.0,71.6,ENE,No,9.8,ENE,11.0,1007.4,17.0,7.0,91.58000000000001,41.0,1011.4
No,14.2,ESE,108.68,110.3,1.0,20.0,0.0,2013-12-31,AliceSprings,6.0,71.06,NE,No,13.3,NE,9.0,1006.0,15.0,2.0,95.53999999999999,39.0,1010.8
No,18.8,N,108.32,111.02,1.0,22.0,0.0,2014-01-01,AliceSprings,6.0,81.5,N,No,13.3,NNE,6.0,1004.2,15.0,1.0,102.38000000000001,46.0,1007.9
No,17.2,SW,108.5,112.82,6.0,19.0,0.0,2014-01-02,AliceSprings,12.0,74.12,SW,No,11.7,W,20.0,1003.8,22.0,6.0,100.4,54.0,1007.7
No,17.8,SSW,97.52,100.58000000000001,3.0,26.0,0.0,2014-01-03,AliceSprings,13.0,83.48,SSW,No,13.1,S,29.0,1007.1,26.0,2.0,88.7,61.0,1009.6
No,18.0,ESE,89.78,92.11999999999999,2.0,28.0,0.0,2014-01-04,AliceSprings,16.0,70.7,ESE,No,13.3,SE,22.0,1008.3,13.0,3.0,79.7,48.0,1012.2
No,15.0,ESE,93.38000000000001,96.08000000000001,2.0,19.0,0.0,2014-01-05,AliceSprings,5.0,61.88,SE,No,13.2,SE,10.0,1009.0,26.0,1.0,81.32,43.0,1012.2
No,16.6,SE,90.32,92.11999999999999,2.0,31.0,0.0,2014-01-06,AliceSprings,13.0,59.540000000000006,SE,No,13.2,ESE,23.0,1011.7,30.0,3.0,78.08,59.0,1015.2
No,17.0,ESE,86.72,90.5,0.0,28.0,0.0,2014-01-07,AliceSprings,6.0,55.58,ESE,No,13.2,ESE,10.0,1010.1,26.0,0.0,76.46,43.0,1014.9
No,15.2,SE,88.88000000000001,93.56,0.0,15.0,0.0,2014-01-08,AliceSprings,6.0,54.32,SE,No,13.3,E,11.0,1007.2,22.0,0.0,77.72,44.0,1012.2
No,13.2,S,93.38000000000001,96.08000000000001,0.0,17.0,0.0,2014-01-09,AliceSprings,4.0,56.84,ESE,No,13.4,E,8.0,1007.0,11.0,0.0,80.6,43.0,1010.6
No,13.4,E,97.88000000000001,102.2,1.0,20.0,0.0,2014-01-10,AliceSprings,5.0,59.18,SSW,No,13.3,ESE,8.0,1008.1,17.0,0.0,86.0,43.0,1011.3
No,15.6,ESE,101.11999999999999,105.08000000000001,5.0,17.0,0.0,2014-01-11,AliceSprings,13.0,67.64,SE,No,12.9,ESE,16.0,1007.7,20.0,1.0,89.96000000000001,54.0,1012.0
No,18.8,ESE,100.03999999999999,103.28,5.0,22.0,0.0,2014-01-12,AliceSprings,15.0,74.48,E,No,11.6,ESE,19.0,1005.8,31.0,1.0,92.84,54.0,1010.6
No,17.0,E,100.76,103.46000000000001,7.0,19.0,0.0,2014-01-13,AliceSprings,15.0,77.72,ENE,No,8.1,NE,25.0,1002.6,30.0,1.0,93.02,48.0,1007.6
No,12.0,ENE,98.41999999999999,102.2,7.0,19.0,0.0,2014-01-14,AliceSprings,14.0,79.34,E,No,10.9,NE,34.0,1003.7,31.0,6.0,89.41999999999999,52.0,1007.5
No,16.8,ENE,93.2,97.7,7.0,22.0,0.0,2014-01-15,AliceSprings,26.0,79.52,NE,Yes,7.8,ENE,38.0,1004.0,26.0,7.0,86.18,54.0,1008.3
Yes,13.0,NE,75.02,82.58,8.0,20.0,1.2,2014-01-16,AliceSprings,83.0,72.32,NNE,Yes,0.0,NE,70.0,1005.7,28.0,7.0,77.36,46.0,1007.5
Yes,2.8,E,76.1,77.9,8.0,17.0,5.8,2014-01-17,AliceSprings,87.0,70.16,ENE,Yes,0.0,ENE,85.0,1004.6,9.0,8.0,73.75999999999999,31.0,1006.5
Yes,0.0,E,70.52,76.1,8.0,41.0,17.6,2014-01-18,AliceSprings,83.0,69.8,NE,Yes,0.0,NE,87.0,1006.4,20.0,8.0,70.16,63.0,1008.5
Yes,0.2,N,76.46,80.6,8.0,20.0,8.2,2014-01-19,AliceSprings,75.0,67.82,NNE,No,0.0,N,71.0,1006.7,9.0,7.0,74.66,39.0,1008.1
No,0.8,ESE,87.26,88.16,8.0,4.0,0.6,2014-01-20,AliceSprings,41.0,72.32,ESE,No,1.6,SSE,60.0,1004.7,17.0,7.0,80.42,30.0,1006.7
No,6.2,ENE,92.3,93.38000000000001,7.0,9.0,0.0,2014-01-21,AliceSprings,34.0,75.74000000000001,ENE,No,2.0,WSW,58.0,1003.7,11.0,7.0,81.5,50.0,1007.4
No,9.0,NNE,97.34,102.02,6.0,7.0,0.0,2014-01-22,AliceSprings,25.0,76.28,N,No,7.9,NNW,41.0,1004.4,15.0,7.0,87.44,35.0,1007.4
No,10.6,ENE,101.11999999999999,104.0,4.0,19.0,0.0,2014-01-23,AliceSprings,21.0,77.0,N,No,10.2,E,14.0,1003.5,19.0,0.0,89.78,37.0,1007.5
No,11.6,S,102.91999999999999,106.16,7.0,28.0,0.0,2014-01-24,AliceSprings,21.0,85.46000000000001,SE,No,7.6,W,35.0,1002.3,20.0,7.0,93.38000000000001,56.0,1005.3
No,15.4,SE,82.4,87.08000000000001,7.0,26.0,0.0,2014-01-25,AliceSprings,47.0,76.82,S,No,5.3,SE,46.0,1008.9,22.0,3.0,82.04,43.0,1010.9
No,8.8,SSE,94.1,98.06,5.0,20.0,0.0,2014-01-26,AliceSprings,27.0,71.96,ESE,No,12.4,ESE,30.0,1005.8,17.0,1.0,83.84,37.0,1009.6
No,12.2,NNE,98.6,100.4,5.0,17.0,0.0,2014-01-27,AliceSprings,27.0,77.18,ESE,No,12.3,ENE,41.0,1003.8,20.0,1.0,88.52,50.0,1007.6
No,14.4,NW,88.88000000000001,94.82,6.0,20.0,0.0,2014-01-28,AliceSprings,47.0,75.92,WNW,No,8.2,ENE,44.0,1004.7,22.0,1.0,87.98,44.0,1008.1
No,9.4,ESE,100.58000000000001,102.56,6.0,13.0,0.0,2014-01-29,AliceSprings,16.0,80.78,E,No,10.1,E,25.0,1003.5,15.0,5.0,89.78,50.0,1007.4
No,14.2,SE,102.56,105.98,1.0,13.0,0.0,2014-01-30,AliceSprings,8.0,73.75999999999999,SSE,No,12.9,ESE,19.0,1002.5,20.0,0.0,92.84,43.0,1006.1
No,17.0,SSE,99.68,103.46000000000001,0.0,33.0,0.0,2014-01-31,AliceSprings,7.0,69.08,ESE,No,12.7,E,12.0,1001.7,19.0,0.0,91.03999999999999,48.0,1004.8
No,18.6,NNE,99.14,102.2,2.0,11.0,0.0,2014-02-01,AliceSprings,13.0,67.1,ESE,No,10.9,E,15.0,998.7,13.0,0.0,87.8,50.0,1002.4
No,14.8,S,98.96000000000001,101.48,5.0,13.0,0.0,2014-02-02,AliceSprings,20.0,73.22,SW,No,12.2,NE,54.0,997.7,17.0,1.0,82.22,43.0,1002.4
No,12.0,ESE,85.28,96.61999999999999,7.0,15.0,0.0,2014-02-03,AliceSprings,57.0,75.38,SSE,Yes,8.2,SE,50.0,999.9,11.0,3.0,87.44,56.0,1002.8
Yes,12.8,SE,75.38,80.96,8.0,19.0,21.6,2014-02-04,AliceSprings,85.0,71.78,E,Yes,1.3,SE,98.0,1004.3,9.0,8.0,72.68,56.0,1005.5
Yes,2.0,ESE,91.94,93.2,7.0,2.0,21.2,2014-02-05,AliceSprings,22.0,68.9,ENE,No,3.3,SSE,67.0,1003.1,31.0,7.0,77.18,44.0,1006.2
No,9.4,ESE,95.36,96.61999999999999,1.0,20.0,0.0,2014-02-06,AliceSprings,18.0,66.2,ESE,No,12.0,E,33.0,1002.7,37.0,1.0,84.2,65.0,1006.5
No,14.6,ENE,96.08000000000001,96.44,2.0,13.0,0.0,2014-02-07,AliceSprings,19.0,69.25999999999999,E,No,12.3,ENE,35.0,1003.2,35.0,0.0,86.36,54.0,1006.9
No,14.0,ESE,94.28,96.44,7.0,17.0,0.0,2014-02-08,AliceSprings,25.0,69.08,NE,No,12.0,ENE,35.0,1002.9,17.0,1.0,87.8,48.0,1006.6
No,10.8,SE,92.11999999999999,100.03999999999999,6.0,13.0,0.0,2014-02-09,AliceSprings,41.0,71.96,E,No,12.6,E,32.0,1004.9,19.0,2.0,89.24,46.0,1008.2
No,13.2,E,99.14,99.86,7.0,15.0,0.0,2014-02-10,AliceSprings,27.0,73.58,E,No,9.8,ENE,39.0,1002.8,28.0,1.0,89.78,56.0,1007.4
No,11.2,ENE,94.64,98.24,6.0,26.0,0.0,2014-02-11,AliceSprings,36.0,78.8,E,No,11.1,NNE,50.0,1002.6,19.0,3.0,86.72,44.0,1006.0
No,16.0,NNE,95.36,96.98,6.0,31.0,0.0,2014-02-12,AliceSprings,33.0,77.18,NNE,No,11.3,NNE,56.0,1002.4,35.0,6.0,83.48,63.0,1006.0
No,13.2,N,97.7,100.4,7.0,24.0,0.0,2014-02-13,AliceSprings,30.0,76.82,N,No,9.4,NNW,58.0,1002.9,30.0,5.0,84.74,52.0,1007.8
No,12.0,WNW,95.36,98.96000000000001,7.0,28.0,0.0,2014-02-14,AliceSprings,37.0,82.4,NW,No,8.4,NW,59.0,999.0,35.0,7.0,85.28,52.0,1004.2
No,13.4,SW,91.94,92.84,7.0,20.0,0.0,2014-02-15,AliceSprings,39.0,77.18,WSW,No,7.6,WSW,61.0,1000.1,22.0,7.0,80.42,52.0,1003.5
No,12.4,SSE,87.44,89.96000000000001,2.0,19.0,0.0,2014-02-16,AliceSprings,31.0,71.24000000000001,SSE,No,12.4,S,50.0,1005.5,9.0,7.0,76.46,37.0,1008.6
No,12.2,SSE,88.52,92.66,0.0,28.0,0.0,2014-02-17,AliceSprings,16.0,63.68,SSE,No,12.6,SE,33.0,1006.0,19.0,1.0,77.36,41.0,1009.4
No,12.6,S,92.11999999999999,95.53999999999999,0.0,15.0,0.0,2014-02-18,AliceSprings,10.0,58.1,S,No,12.7,SE,20.0,1004.5,24.0,0.0,81.14,72.0,1009.1
No,14.2,SE,87.61999999999999,89.96000000000001,0.0,26.0,0.0,2014-02-19,AliceSprings,24.0,64.04,S,No,12.5,SE,26.0,1005.9,19.0,0.0,78.08,44.0,1008.9
No,12.0,SSE,83.66,85.82,0.0,30.0,0.0,2014-02-20,AliceSprings,17.0,57.74,ESE,No,12.4,SE,36.0,1010.2,28.0,0.0,70.7,54.0,1013.2
No,12.8,SE,81.14,85.82,1.0,30.0,0.0,2014-02-21,AliceSprings,15.0,58.1,SSE,No,12.5,SE,27.0,1012.5,28.0,1.0,70.52,46.0,1016.5
No,16.0,SSE,83.3,85.64,1.0,30.0,0.0,2014-02-22,AliceSprings,12.0,54.86,ESE,No,12.4,SE,25.0,1012.1,28.0,1.0,70.88,50.0,1016.4
No,13.6,SE,86.18,86.9,7.0,28.0,0.0,2014-02-23,AliceSprings,17.0,53.78,SE,No,5.4,ESE,22.0,1011.0,28.0,4.0,72.68,48.0,1014.8
No,10.6,SSE,87.98,91.76,6.0,20.0,0.0,2014-02-24,AliceSprings,17.0,67.82,S,No,4.9,ESE,16.0,1009.7,24.0,7.0,77.72,46.0,1013.6
No,12.0,S,75.2,81.5,8.0,11.0,0.0,2014-02-25,AliceSprings,51.0,72.68,SSW,Yes,0.0,SSW,42.0,1010.5,13.0,8.0,75.74000000000001,37.0,1012.5
Yes,2.2,E,74.12,77.0,7.0,13.0,2.6,2014-02-26,AliceSprings,73.0,65.66,E,No,1.1,SE,95.0,1009.3,19.0,8.0,67.28,37.0,1011.7
No,3.2,S,87.08000000000001,89.6,5.0,28.0,0.8,2014-02-27,AliceSprings,19.0,64.75999999999999,ESE,No,11.7,ESE,31.0,1009.6,22.0,2.0,76.64,50.0,1012.9
No,12.6,ESE,89.24,92.3,2.0,24.0,0.0,2014-02-28,AliceSprings,30.0,62.059999999999995,ESE,No,11.6,SE,32.0,1010.1,22.0,1.0,77.54,48.0,1013.6
No,12.0,E,89.41999999999999,93.56,7.0,22.0,0.0,2014-03-01,AliceSprings,21.0,66.38,ESE,No,11.7,ESE,48.0,1010.9,24.0,1.0,80.24000000000001,46.0,1013.8
No,12.6,SE,91.22,93.02,1.0,19.0,0.0,2014-03-02,AliceSprings,11.0,60.08,SE,No,12.0,ESE,20.0,1011.1,28.0,0.0,78.98,52.0,1015.0
No,13.6,ESE,89.96000000000001,93.2,6.0,22.0,0.0,2014-03-03,AliceSprings,19.0,60.980000000000004,E,No,11.8,E,30.0,1011.3,19.0,1.0,80.96,52.0,1015.1
No,12.6,ESE,88.52,92.11999999999999,6.0,11.0,0.0,2014-03-04,AliceSprings,33.0,61.519999999999996,ESE,No,11.4,E,42.0,1011.7,20.0,2.0,78.98,43.0,1016.0
No,11.8,SE,82.58,87.98,7.0,20.0,0.0,2014-03-05,AliceSprings,49.0,66.74000000000001,E,No,5.2,ESE,55.0,1011.5,26.0,4.0,80.78,43.0,1015.1
No,5.8,SE,90.5,95.18,7.0,0.0,0.0,2014-03-06,AliceSprings,28.0,69.62,SE,No,6.1,,57.0,1010.7,24.0,7.0,79.16,56.0,1013.5
No,11.4,E,93.38000000000001,96.8,7.0,20.0,0.0,2014-03-07,AliceSprings,20.0,73.4,ENE,No,9.8,SE,37.0,1010.6,20.0,2.0,84.74,72.0,1014.7
No,11.8,N,83.3,87.98,7.0,15.0,1.0,2014-03-08,AliceSprings,40.0,69.98,N,No,1.8,WSW,54.0,1011.5,7.0,7.0,75.38,28.0,1014.6
No,4.8,ESE,93.56,96.61999999999999,6.0,15.0,0.0,2014-03-09,AliceSprings,16.0,62.959999999999994,SE,No,11.1,NE,52.0,1009.0,19.0,1.0,78.44,39.0,1012.8
No,10.8,ESE,95.72,96.61999999999999,6.0,11.0,0.0,2014-03-10,AliceSprings,19.0,64.94,E,No,11.3,ENE,37.0,1010.1,22.0,1.0,84.02,41.0,1014.1
No,10.6,SSE,93.91999999999999,96.8,1.0,7.0,0.0,2014-03-11,AliceSprings,14.0,65.66,E,No,11.8,ENE,28.0,1011.2,15.0,1.0,83.84,48.0,1015.3
No,12.2,ESE,92.84,96.98,0.0,17.0,0.0,2014-03-12,AliceSprings,13.0,64.4,ESE,No,11.7,E,25.0,1011.6,26.0,1.0,83.84,63.0,1015.7
No,14.6,ESE,96.08000000000001,97.88000000000001,4.0,15.0,0.0,2014-03-13,AliceSprings,13.0,63.68,ESE,No,11.6,ESE,22.0,1010.3,22.0,0.0,83.3,50.0,1015.1
No,12.6,S,98.78,100.4,1.0,9.0,0.0,2014-03-14,AliceSprings,13.0,65.48,E,No,11.6,N,23.0,1009.3,15.0,1.0,87.08000000000001,33.0,1014.0
No,15.6,WNW,102.38000000000001,105.61999999999999,6.0,28.0,0.0,2014-03-15,AliceSprings,10.0,78.25999999999999,W,No,9.6,NNW,17.0,1006.2,24.0,0.0,91.4,63.0,1010.3
No,11.8,SE,94.46000000000001,97.34,1.0,19.0,0.0,2014-03-16,AliceSprings,19.0,71.24000000000001,E,No,11.4,ESE,36.0,1009.9,17.0,2.0,84.02,52.0,1013.1
No,14.6,ESE,91.58000000000001,96.26,1.0,30.0,0.0,2014-03-17,AliceSprings,22.0,68.18,E,No,11.3,E,27.0,1012.4,19.0,0.0,79.52,41.0,1016.5
No,11.8,SE,95.72,98.78,1.0,28.0,0.0,2014-03-18,AliceSprings,15.0,68.9,ESE,No,11.4,ENE,22.0,1014.4,17.0,1.0,82.4,41.0,1017.9
No,12.6,SE,94.28,95.72,1.0,13.0,0.0,2014-03-19,AliceSprings,9.0,63.86,ESE,No,11.4,ESE,21.0,1014.5,26.0,1.0,81.32,50.0,1019.2
No,18.0,ENE,94.28,95.9,,19.0,0.0,2014-03-20,AliceSprings,18.0,61.88,E,No,11.5,ESE,23.0,1010.7,17.0,1.0,80.24000000000001,37.0,1016.3
No,11.6,SSE,96.8,98.41999999999999,7.0,20.0,0.0,2014-03-21,AliceSprings,13.0,66.56,N,No,9.5,ESE,15.0,1009.8,20.0,2.0,84.74,72.0,1014.1
No,11.0,E,95.0,96.44,3.0,19.0,0.0,2014-03-22,AliceSprings,14.0,66.2,SSE,No,11.5,SE,22.0,1011.2,11.0,1.0,81.68,37.0,1014.8
No,10.8,SSE,93.74,96.08000000000001,4.0,20.0,0.0,2014-03-23,AliceSprings,13.0,64.58,ESE,No,10.8,E,21.0,1012.8,22.0,1.0,83.66,61.0,1016.2
No,14.6,SE,83.48,83.66,1.0,24.0,0.0,2014-03-24,AliceSprings,19.0,62.059999999999995,SE,No,11.1,SE,27.0,1013.6,20.0,2.0,70.88,41.0,1018.5
No,12.0,SE,79.34,80.96,0.0,26.0,0.0,2014-03-25,AliceSprings,13.0,50.72,SE,No,11.4,ESE,26.0,1013.0,20.0,0.0,67.82,43.0,1017.4
No,10.6,ESE,79.52,82.04,0.0,0.0,0.0,2014-03-26,AliceSprings,15.0,50.0,SE,No,11.5,,30.0,1012.4,13.0,0.0,66.74000000000001,39.0,1016.4
No,8.0,S,85.82,87.61999999999999,1.0,4.0,0.0,2014-03-27,AliceSprings,9.0,49.46,SW,No,11.5,NNW,26.0,1010.6,15.0,1.0,72.5,35.0,1015.2
No,8.0,SSE,89.78,91.94,7.0,11.0,0.0,2014-03-28,AliceSprings,7.0,53.24,SSW,No,11.4,ESE,16.0,1011.3,19.0,7.0,74.66,30.0,1015.6
No,8.4,ENE,95.0,96.26,7.0,20.0,0.0,2014-03-29,AliceSprings,10.0,54.86,NE,No,11.1,ENE,15.0,1011.3,9.0,5.0,80.96,35.0,1015.3
No,8.6,NNW,94.46000000000001,97.16,7.0,9.0,0.0,2014-03-30,AliceSprings,7.0,59.36,NNW,No,9.0,E,17.0,1012.1,11.0,7.0,80.06,33.0,1015.9
No,9.2,SSW,96.08000000000001,97.52,,13.0,0.0,2014-03-31,AliceSprings,9.0,64.58,NE,No,9.2,NE,17.0,1011.1,9.0,7.0,84.56,33.0,1015.7
No,11.8,WSW,97.52,99.32,2.0,13.0,0.0,2014-04-01,AliceSprings,11.0,63.86,WSW,No,10.6,W,29.0,1009.5,13.0,3.0,83.84,56.0,1014.2
No,10.0,N,100.94,103.46000000000001,7.0,11.0,0.0,2014-04-02,AliceSprings,10.0,75.74000000000001,S,No,8.9,NNW,15.0,1007.8,13.0,1.0,91.58000000000001,44.0,1011.6
No,11.0,SE,83.66,85.64,4.0,24.0,0.0,2014-04-03,AliceSprings,37.0,68.36,SE,No,11.9,SSE,52.0,1013.6,20.0,3.0,73.22,52.0,1017.1
No,10.4,SE,81.5,84.74,3.0,20.0,0.0,2014-04-04,AliceSprings,40.0,63.32,SSE,No,8.0,SE,71.0,1013.8,17.0,7.0,66.2,48.0,1018.2
No,9.6,ESE,85.28,87.08000000000001,6.0,17.0,0.0,2014-04-05,AliceSprings,36.0,65.12,ESE,No,7.6,ESE,50.0,1013.9,15.0,7.0,72.14,43.0,1017.5
No,10.8,SW,75.74000000000001,89.6,7.0,19.0,0.0,2014-04-06,AliceSprings,77.0,71.42,NE,Yes,4.8,E,52.0,1013.3,6.0,7.0,75.2,35.0,1016.1
Yes,6.8,SSE,84.74,85.46000000000001,7.0,11.0,20.0,2014-04-07,AliceSprings,55.0,67.28,SW,Yes,2.0,NE,93.0,1010.3,11.0,,68.72,48.0,1015.1
Yes,2.0,ESE,66.92,69.08,8.0,20.0,6.6,2014-04-08,AliceSprings,92.0,65.66,SSW,Yes,0.0,SW,94.0,1012.6,9.0,7.0,65.84,33.0,1015.0
Yes,2.0,NNW,72.14,72.68,7.0,13.0,35.4,2014-04-09,AliceSprings,86.0,63.5,W,Yes,0.0,E,95.0,1011.0,9.0,8.0,68.9,31.0,1013.2
Yes,0.8,S,80.96,82.75999999999999,3.0,9.0,16.6,2014-04-10,AliceSprings,46.0,61.16,S,No,10.7,W,83.0,1010.9,22.0,1.0,71.06,30.0,1013.9
No,4.2,SE,71.06,71.96,7.0,17.0,0.0,2014-04-11,AliceSprings,64.0,61.7,SE,No,0.8,SE,80.0,1012.7,19.0,7.0,66.56,30.0,1015.5
No,4.0,SSE,71.78,73.4,7.0,22.0,0.0,2014-04-12,AliceSprings,48.0,62.78,SE,No,7.5,SSE,67.0,1012.6,26.0,7.0,66.74000000000001,37.0,1015.6
No,5.0,SSE,74.12,74.48,0.0,15.0,0.0,2014-04-13,AliceSprings,34.0,53.42,S,No,11.2,ESE,63.0,1013.8,24.0,3.0,63.68,41.0,1016.8
No,6.0,ESE,73.58,76.64,1.0,20.0,0.0,2014-04-14,AliceSprings,33.0,53.6,SE,No,10.9,SE,56.0,1014.2,20.0,2.0,64.75999999999999,56.0,1017.2
No,6.0,ESE,75.74000000000001,77.9,0.0,22.0,0.0,2014-04-15,AliceSprings,30.0,51.8,ESE,No,11.3,SE,51.0,1015.9,20.0,0.0,65.3,43.0,1019.1
No,6.2,SE,77.18,78.44,0.0,13.0,0.0,2014-04-16,AliceSprings,28.0,52.52,ESE,No,11.2,ESE,56.0,1016.6,15.0,0.0,66.02,33.0,1020.1
No,8.8,ESE,78.44,80.42,0.0,6.0,0.0,2014-04-17,AliceSprings,20.0,50.36,E,No,11.2,ESE,46.0,1017.2,17.0,0.0,66.2,31.0,1020.7
No,6.6,SE,79.88,81.32,0.0,0.0,0.0,2014-04-18,AliceSprings,19.0,49.46,SSE,No,11.3,,44.0,1017.7,20.0,0.0,66.56,35.0,1020.7
No,6.0,E,79.16,80.6,1.0,6.0,0.0,2014-04-19,AliceSprings,21.0,49.1,E,No,11.2,W,46.0,1015.8,22.0,0.0,65.12,37.0,1019.9
No,5.4,ESE,79.7,81.14,1.0,7.0,0.0,2014-04-20,AliceSprings,22.0,50.72,E,No,11.2,ESE,49.0,1014.6,11.0,1.0,66.92,35.0,1018.4
No,6.0,E,82.75999999999999,83.66,6.0,0.0,0.0,2014-04-21,AliceSprings,19.0,49.82,NE,No,11.1,,40.0,1013.7,11.0,4.0,69.08,26.0,1017.7
No,8.0,SSE,86.36,87.44,4.0,9.0,0.0,2014-04-22,AliceSprings,13.0,53.42,S,No,11.0,W,44.0,1013.1,17.0,5.0,70.16,30.0,1016.9
No,6.8,ENE,84.2,85.64,0.0,6.0,0.0,2014-04-23,AliceSprings,16.0,50.9,E,No,11.0,SW,35.0,1013.3,13.0,0.0,68.9,35.0,1016.6
No,4.8,ESE,82.94,84.74,1.0,11.0,0.0,2014-04-24,AliceSprings,18.0,52.16,ESE,No,11.1,ENE,32.0,1012.3,13.0,2.0,68.72,33.0,1016.2
No,6.6,WSW,83.48,85.64,2.0,9.0,0.0,2014-04-25,AliceSprings,21.0,50.9,ENE,No,11.1,ESE,45.0,1011.9,9.0,1.0,66.92,28.0,1016.5
No,5.4,SE,87.61999999999999,89.24,1.0,0.0,0.0,2014-04-26,AliceSprings,16.0,54.68,ESE,No,11.1,,40.0,1012.3,22.0,2.0,73.75999999999999,37.0,1015.9
No,6.6,NE,90.86,91.76,2.0,13.0,0.0,2014-04-27,AliceSprings,21.0,54.86,NE,No,10.6,ENE,35.0,1012.6,19.0,1.0,73.75999999999999,44.0,1017.4
No,7.2,N,92.11999999999999,93.74,2.0,11.0,0.0,2014-04-28,AliceSprings,20.0,60.8,N,No,10.9,ENE,30.0,1012.7,15.0,3.0,79.16,33.0,1016.5
No,7.4,S,77.9,89.24,7.0,22.0,0.0,2014-04-29,AliceSprings,60.0,63.68,SSW,Yes,7.1,NNW,31.0,1013.8,33.0,6.0,82.22,50.0,1013.8
Yes,7.0,SE,60.62,62.42,8.0,17.0,12.0,2014-04-30,AliceSprings,74.0,54.32,SSE,No,3.5,SE,72.0,1017.9,17.0,4.0,59.0,33.0,1020.5
No,3.0,S,69.08,70.34,2.0,13.0,0.0,2014-05-01,AliceSprings,46.0,50.36,ESE,No,7.4,ESE,62.0,1016.7,11.0,6.0,57.74,26.0,1020.0
No,4.0,SSW,70.16,71.06,6.0,9.0,0.0,2014-05-02,AliceSprings,34.0,46.22,S,No,10.5,WSW,72.0,1015.7,24.0,3.0,58.28,37.0,1019.7
No,5.4,SSW,66.38,67.82,1.0,17.0,0.0,2014-05-03,AliceSprings,35.0,45.86,S,No,10.5,SSW,62.0,1015.7,15.0,1.0,55.4,35.0,1019.9
No,4.2,ESE,70.52,71.42,3.0,2.0,0.0,2014-05-04,AliceSprings,39.0,46.4,S,No,10.7,NE,68.0,1017.1,9.0,1.0,59.36,30.0,1020.2
No,3.0,SE,73.4,75.02,4.0,9.0,0.0,2014-05-05,AliceSprings,32.0,46.76,E,No,10.7,ENE,61.0,1018.5,6.0,2.0,62.6,31.0,1021.9
No,3.2,E,72.14,73.75999999999999,6.0,7.0,0.0,2014-05-06,AliceSprings,37.0,49.46,E,No,8.9,ENE,55.0,1018.6,15.0,6.0,63.14,26.0,1022.4
No,4.0,SE,72.32,73.94,1.0,11.0,0.0,2014-05-07,AliceSprings,29.0,45.14,ESE,No,10.6,ESE,52.0,1018.1,19.0,1.0,60.26,33.0,1022.0
No,6.4,ESE,74.12,75.56,3.0,9.0,0.0,2014-05-08,AliceSprings,24.0,43.519999999999996,ENE,No,10.7,ESE,48.0,1015.3,11.0,5.0,59.540000000000006,30.0,1019.9
