Wind Speed 3 pm,Temp 9 am F,Wind Gust Dir,Pressure 9 am,Humidity 3 pm,Humidity 9 am,Wind Dir 3 pm,Rainfall,Rain Tomorrow,Cloud 9 am,Max Temp F,Wind Speed 9 am,Temp 3 pm F,Date,Cloud 3 pm,Rain Today,Location,Pressure 3 pm,Wind Gust Speed,Wind Dir 9 am,Min Temp F,Sunshine,Evaporation
37.0,46.4,W,985.9,39.0,67.0,WSW,0.0,Yes,,55.04,28.0,48.74,2012-09-07,,No,Hobart,985.4,76.0,NNW,46.4,4.4,3.8
52.0,52.7,W,998.5,39.0,44.0,W,14.8,No,,59.36,33.0,57.56,2012-09-08,,Yes,Hobart,998.2,107.0,W,39.92,3.7,5.6
24.0,57.74,NW,1010.4,20.0,46.0,NW,0.0,No,,65.84,15.0,64.75999999999999,2012-09-09,,No,Hobart,1010.0,98.0,NE,51.620000000000005,9.6,4.8
13.0,52.7,WNW,1016.9,87.0,67.0,SE,0.0,Yes,,53.06,13.0,49.28,2012-09-10,,No,Hobart,1019.4,74.0,NNW,52.16,1.3,4.8
13.0,50.18,NNW,1024.6,47.0,78.0,NE,2.4,No,,65.12,22.0,63.14,2012-09-11,,Yes,Hobart,1020.5,37.0,N,43.34,9.3,1.0
44.0,55.22,NW,1010.0,31.0,51.0,NNW,0.0,Yes,,69.08,31.0,68.18,2012-09-12,,No,Hobart,999.0,87.0,NNW,50.18,3.9,3.0
19.0,51.8,WSW,1004.2,41.0,34.0,SSW,2.8,No,,55.4,24.0,51.98,2012-09-13,,Yes,Hobart,1005.9,61.0,W,44.239999999999995,9.4,3.4
30.0,51.26,WNW,1006.7,54.0,65.0,SW,0.0,No,,60.8,26.0,55.22,2012-09-14,,No,Hobart,1008.9,74.0,N,43.519999999999996,6.9,4.0
19.0,50.18,NNW,1023.5,39.0,52.0,NW,0.2,No,,61.7,17.0,60.08,2012-09-15,,No,Hobart,1020.2,33.0,NNW,38.839999999999996,10.6,2.4
13.0,50.18,NNW,1014.7,68.0,61.0,S,0.0,No,,57.379999999999995,13.0,55.04,2012-09-16,,No,Hobart,1013.3,43.0,NNW,40.1,0.2,3.4
9.0,48.92,S,1023.1,68.0,66.0,E,0.4,Yes,,54.5,7.0,51.8,2012-09-17,,No,Hobart,1020.9,26.0,NNW,43.7,0.8,2.0
20.0,51.26,SE,1018.3,76.0,80.0,SSE,1.4,No,,53.42,13.0,51.08,2012-09-18,,Yes,Hobart,1017.5,28.0,NNW,42.620000000000005,1.8,0.8
13.0,51.26,E,1021.8,72.0,79.0,ESE,0.2,No,,54.14,4.0,52.16,2012-09-19,,No,Hobart,1021.4,26.0,S,47.66,0.0,1.4
22.0,52.16,NE,1021.8,60.0,74.0,NE,0.0,Yes,,58.459999999999994,6.0,57.2,2012-09-20,,No,Hobart,1015.7,37.0,NNW,48.02,2.9,1.2
20.0,54.14,SSW,1009.0,92.0,95.0,SSW,9.8,Yes,,58.28,7.0,55.76,2012-09-21,,Yes,Hobart,1008.5,54.0,S,51.620000000000005,0.0,0.0
11.0,58.28,ESE,1018.0,79.0,79.0,SE,14.4,No,,61.519999999999996,9.0,57.92,2012-09-22,,Yes,Hobart,1014.7,20.0,NE,51.8,2.5,0.6
22.0,61.34,W,1002.1,84.0,56.0,N,0.4,Yes,,62.959999999999994,19.0,47.66,2012-09-23,,No,Hobart,998.8,48.0,N,53.96,3.9,1.8
22.0,46.94,NW,1005.4,49.0,58.0,W,5.6,No,,53.96,20.0,49.1,2012-09-24,,Yes,Hobart,1005.7,57.0,NNW,42.08,6.8,2.6
28.0,52.52,NW,1016.7,52.0,59.0,NW,0.4,No,,56.66,24.0,55.58,2012-09-25,,No,Hobart,1016.6,44.0,NNW,43.519999999999996,2.5,3.6
26.0,50.9,N,1017.0,36.0,67.0,NNE,0.0,No,,66.56,22.0,64.58,2012-09-26,,No,Hobart,1010.1,54.0,NNW,40.64,9.3,2.2
33.0,64.58,NW,999.6,26.0,42.0,NW,0.0,Yes,,77.0,20.0,73.94,2012-09-27,,No,Hobart,995.3,70.0,N,50.36,9.7,4.0
31.0,56.120000000000005,WNW,987.3,37.0,70.0,NW,1.6,Yes,,62.78,11.0,60.08,2012-09-28,,Yes,Hobart,986.2,65.0,NNW,51.44,4.6,8.0
33.0,47.66,NW,989.4,69.0,49.0,SW,1.6,Yes,,51.8,24.0,43.34,2012-09-29,,Yes,Hobart,992.5,78.0,NNW,42.44,6.3,3.6
9.0,51.26,N,1012.8,29.0,49.0,SE,11.2,No,,58.1,9.0,54.68,2012-09-30,,Yes,Hobart,1015.2,50.0,SW,39.38,8.0,2.2
6.0,57.02,NNW,1022.3,42.0,53.0,SE,0.2,No,,65.84,11.0,64.22,2012-10-01,,No,Hobart,1022.4,41.0,NNE,45.86,10.0,3.2
33.0,56.84,NNW,1024.8,32.0,56.0,NW,0.0,No,,66.38,17.0,64.94,2012-10-02,,No,Hobart,1020.4,63.0,WNW,45.5,1.6,4.0
37.0,60.26,NNW,1014.6,27.0,47.0,NW,0.0,No,,75.02,28.0,70.34,2012-10-03,,No,Hobart,1012.9,70.0,N,52.7,11.6,4.0
52.0,74.84,WNW,995.1,40.0,18.0,W,0.0,No,,75.38,50.0,65.66,2012-10-04,,No,Hobart,994.3,104.0,NW,53.78,11.6,5.8
22.0,53.78,WNW,1008.2,47.0,39.0,SW,0.0,No,,59.9,13.0,55.58,2012-10-05,,No,Hobart,1011.1,80.0,SSW,49.1,6.4,10.4
9.0,50.36,NNW,1017.5,54.0,54.0,SE,0.0,No,,54.68,15.0,51.620000000000005,2012-10-06,,No,Hobart,1014.4,24.0,NNW,38.839999999999996,3.6,3.4
13.0,49.46,SW,1014.7,45.0,59.0,ESE,1.0,No,,58.459999999999994,15.0,56.84,2012-10-07,,No,Hobart,1013.4,43.0,NNW,38.48,9.1,1.4
17.0,50.54,NW,1016.3,50.0,65.0,SE,0.0,No,,60.62,15.0,58.1,2012-10-08,,No,Hobart,1013.9,50.0,NNW,40.82,11.6,3.0
15.0,54.5,SSW,1011.1,37.0,70.0,WNW,0.0,No,,63.32,11.0,61.519999999999996,2012-10-09,,No,Hobart,1006.8,46.0,NE,44.78,5.2,3.4
19.0,45.5,SE,1008.2,47.0,71.0,SE,0.0,Yes,,56.48,13.0,54.68,2012-10-10,,No,Hobart,1005.7,31.0,NNW,42.260000000000005,9.4,3.0
24.0,51.98,SE,1017.0,39.0,73.0,SE,3.4,No,,57.56,4.0,56.84,2012-10-11,,Yes,Hobart,1016.9,39.0,ESE,44.96,11.4,3.0
11.0,48.379999999999995,SW,1015.9,63.0,71.0,NNW,0.0,Yes,,58.28,6.0,55.58,2012-10-12,,No,Hobart,1013.2,37.0,E,43.519999999999996,1.7,3.6
17.0,54.32,S,1018.0,67.0,64.0,SE,4.2,No,,58.28,9.0,56.3,2012-10-13,,Yes,Hobart,1017.5,28.0,NE,46.04,8.4,1.8
17.0,55.94,SSE,1021.3,52.0,62.0,ESE,0.6,No,,60.980000000000004,6.0,59.9,2012-10-14,,No,Hobart,1019.4,31.0,ENE,43.519999999999996,11.0,3.6
24.0,54.86,NW,1013.9,30.0,66.0,NNW,0.0,No,,77.0,28.0,73.75999999999999,2012-10-15,,No,Hobart,1005.6,57.0,NW,50.0,4.4,3.6
31.0,58.1,NNW,1006.5,40.0,57.0,WNW,0.0,No,,70.16,15.0,65.66,2012-10-16,,No,Hobart,1000.3,57.0,NNW,54.5,9.8,5.4
22.0,50.36,WSW,1008.4,39.0,53.0,WSW,0.2,No,,62.24,11.0,60.8,2012-10-17,,No,Hobart,1010.7,57.0,E,46.76,9.5,4.8
13.0,58.82,NW,1017.8,49.0,60.0,NW,0.2,Yes,,62.24,22.0,62.059999999999995,2012-10-18,,No,Hobart,1016.5,35.0,NW,50.0,3.3,3.0
22.0,54.32,E,1012.9,57.0,80.0,SE,1.8,No,,62.42,11.0,59.72,2012-10-19,,Yes,Hobart,1009.1,56.0,N,49.64,7.2,4.0
19.0,57.2,NW,1004.8,40.0,59.0,NW,0.0,No,,69.62,20.0,66.56,2012-10-20,,No,Hobart,1002.8,57.0,N,50.9,7.7,5.0
13.0,53.06,W,1006.6,62.0,44.0,WSW,0.0,Yes,,58.28,15.0,52.52,2012-10-21,,No,Hobart,1006.8,44.0,N,47.66,6.8,5.6
17.0,49.28,SSW,1024.1,45.0,68.0,SE,7.6,No,,61.88,9.0,57.2,2012-10-22,,Yes,Hobart,1024.7,41.0,SW,43.16,12.8,2.6
7.0,52.879999999999995,NNW,1020.2,51.0,46.0,WSW,0.0,No,,65.66,20.0,60.26,2012-10-23,,No,Hobart,1016.4,57.0,N,46.94,2.0,4.6
19.0,58.1,S,1013.9,80.0,54.0,SE,0.0,Yes,,60.8,6.0,52.34,2012-10-24,,No,Hobart,1014.2,50.0,NNE,52.16,2.2,2.8
4.0,48.379999999999995,SSW,1010.1,91.0,93.0,ESE,4.6,Yes,,52.16,9.0,51.44,2012-10-25,,Yes,Hobart,1006.0,39.0,WSW,47.3,0.0,1.4
11.0,50.0,SW,1005.4,61.0,60.0,S,4.8,No,,55.4,22.0,51.620000000000005,2012-10-26,,Yes,Hobart,1004.0,56.0,NNW,44.6,1.8,0.6
20.0,51.44,SW,1014.1,40.0,53.0,WSW,0.4,No,,61.34,17.0,60.08,2012-10-27,,No,Hobart,1016.0,48.0,SSW,43.34,12.0,2.4
17.0,56.3,SE,1021.2,45.0,55.0,SE,0.0,No,,64.22,17.0,62.959999999999994,2012-10-28,,No,Hobart,1020.2,28.0,NNW,42.8,13.4,3.4
19.0,53.42,SE,1020.3,50.0,69.0,SE,0.0,No,,63.32,9.0,62.78,2012-10-29,,No,Hobart,1016.9,30.0,N,44.42,11.1,4.4
19.0,59.0,WNW,1010.8,18.0,65.0,NW,0.0,No,,83.48,2.0,80.78,2012-10-30,,No,Hobart,1006.3,65.0,NE,49.1,11.5,4.8
19.0,56.66,ESE,1010.8,69.0,81.0,SE,0.0,Yes,,64.58,4.0,63.5,2012-10-31,,No,Hobart,1007.7,30.0,S,54.68,3.5,2.8
15.0,48.74,SW,1004.0,71.0,86.0,SSW,2.8,No,,57.74,26.0,50.9,2012-11-01,,Yes,Hobart,1005.1,56.0,S,48.56,2.4,4.4
20.0,52.879999999999995,WNW,1013.6,51.0,55.0,SSW,0.6,No,,59.18,17.0,56.120000000000005,2012-11-02,,No,Hobart,1015.4,48.0,WSW,47.66,7.2,2.6
19.0,50.9,SW,1021.1,51.0,56.0,ESE,0.2,No,,59.36,9.0,57.92,2012-11-03,,No,Hobart,1019.0,41.0,N,39.38,10.0,4.2
15.0,55.76,ESE,1018.6,57.0,68.0,SSE,0.0,No,,65.12,9.0,64.04,2012-11-04,,No,Hobart,1015.7,28.0,NNW,46.76,5.9,1.2
24.0,61.16,SE,1015.1,71.0,76.0,SSE,0.0,No,,69.44,13.0,66.38,2012-11-05,,No,Hobart,1011.8,35.0,NE,54.14,9.5,3.0
13.0,64.94,NW,1007.9,89.0,83.0,SSW,0.6,No,,71.6,15.0,60.8,2012-11-06,,No,Hobart,1007.5,43.0,N,60.8,1.9,5.0
17.0,59.0,WNW,1010.2,51.0,62.0,ESE,0.4,No,,71.96,11.0,67.1,2012-11-07,,No,Hobart,1007.2,39.0,NW,49.64,5.7,2.0
20.0,59.9,SSW,1009.0,76.0,59.0,SE,0.0,Yes,,65.66,11.0,58.459999999999994,2012-11-08,,No,Hobart,1009.2,37.0,NNW,52.7,6.4,4.0
17.0,59.0,SW,1011.3,83.0,68.0,SSW,10.4,Yes,,61.34,9.0,50.9,2012-11-09,,Yes,Hobart,1013.3,43.0,N,51.08,2.1,5.6
7.0,55.22,WSW,1023.0,42.0,45.0,E,8.2,No,,63.68,24.0,61.34,2012-11-10,,Yes,Hobart,1022.2,44.0,SW,44.78,9.9,3.8
20.0,56.120000000000005,NNW,1024.3,48.0,54.0,ESE,0.0,No,,73.94,20.0,69.08,2012-11-11,,No,Hobart,1019.3,41.0,NNW,44.42,12.4,1.2
15.0,63.14,NW,1009.8,57.0,45.0,S,0.0,No,,76.28,4.0,61.34,2012-11-12,,No,Hobart,1009.7,74.0,ESE,55.94,5.5,6.8
17.0,56.66,WNW,1022.2,51.0,46.0,SE,0.4,No,,62.42,15.0,58.64,2012-11-13,,No,Hobart,1021.6,31.0,NNE,45.5,10.6,5.8
15.0,54.32,SW,1018.5,41.0,69.0,SE,0.0,No,,67.1,6.0,65.66,2012-11-14,,No,Hobart,1014.2,31.0,NNW,48.74,6.0,5.8
19.0,56.48,NW,1009.9,36.0,55.0,NNW,0.0,No,,66.56,17.0,64.22,2012-11-15,,No,Hobart,1007.1,48.0,NNW,51.44,9.4,4.0
31.0,51.620000000000005,WSW,1010.3,57.0,56.0,SSW,0.4,No,,62.6,19.0,55.76,2012-11-16,,No,Hobart,1010.1,52.0,WSW,49.46,10.4,3.2
17.0,53.42,SE,1016.1,54.0,49.0,SE,0.2,No,,57.02,9.0,56.3,2012-11-17,,No,Hobart,1014.5,28.0,SSW,44.96,5.1,4.8
,54.5,SE,1015.8,,70.0,,0.6,No,,62.6,7.0,,2012-11-18,,No,Hobart,,26.0,ESE,48.02,5.0,2.6
22.0,61.519999999999996,SSE,1021.8,44.0,57.0,SE,0.0,No,,74.12,17.0,68.18,2012-11-19,,No,Hobart,1020.5,44.0,NNW,47.66,9.5,3.2
22.0,60.08,NNW,1021.2,33.0,62.0,NNE,0.0,No,,76.64,24.0,73.4,2012-11-20,,No,Hobart,1014.0,52.0,NNW,48.92,9.7,7.2
20.0,64.75999999999999,WNW,1003.3,34.0,46.0,WSW,0.0,No,,67.82,24.0,62.6,2012-11-21,,No,Hobart,1006.2,69.0,NNW,58.28,11.0,8.8
26.0,59.0,NW,1010.2,41.0,60.0,WNW,0.0,No,,69.44,30.0,66.74000000000001,2012-11-22,,No,Hobart,1011.4,56.0,NNW,50.54,8.3,7.0
19.0,61.519999999999996,S,1017.6,41.0,47.0,SE,0.0,No,,68.72,17.0,67.46,2012-11-23,,No,Hobart,1015.8,37.0,NNW,47.84,11.9,8.0
24.0,64.94,N,1011.0,49.0,57.0,ESE,0.0,No,,80.6,19.0,70.16,2012-11-24,,No,Hobart,1006.0,39.0,NW,50.18,5.9,6.0
19.0,61.16,SE,1015.2,50.0,52.0,ESE,0.0,No,,64.58,17.0,63.32,2012-11-25,,No,Hobart,1015.7,33.0,ESE,54.32,10.5,4.2
17.0,58.82,SSW,1019.7,59.0,56.0,S,0.0,No,,66.38,11.0,63.5,2012-11-26,,No,Hobart,1017.7,37.0,NE,48.56,8.2,4.8
19.0,56.3,SSW,1019.3,65.0,84.0,SE,0.0,No,,67.1,11.0,61.34,2012-11-27,,No,Hobart,1019.0,28.0,SSE,55.22,6.2,7.0
24.0,66.92,SE,1018.9,49.0,58.0,SE,0.0,No,,72.86,17.0,69.25999999999999,2012-11-28,,No,Hobart,1017.2,33.0,N,55.22,11.5,3.8
17.0,66.02,NNW,1013.2,27.0,57.0,NNE,0.0,No,,86.36,22.0,85.28,2012-11-29,,No,Hobart,1007.5,41.0,NNW,54.32,11.4,5.8
46.0,80.6,NW,1003.4,15.0,45.0,NW,0.0,No,,92.66,7.0,88.34,2012-11-30,,No,Hobart,1002.3,83.0,S,65.84,13.2,10.0
30.0,58.28,W,1003.1,26.0,84.0,W,0.0,No,,71.24000000000001,11.0,66.74000000000001,2013-01-01,,No,Hobart,1003.8,57.0,SSE,57.379999999999995,5.4,6.8
9.0,55.22,SW,1014.2,30.0,48.0,NE,0.2,No,,75.02,15.0,64.22,2013-01-02,,No,Hobart,1014.0,43.0,SW,48.02,8.9,5.4
35.0,74.48,NW,1008.6,14.0,24.0,NW,0.0,No,,92.84,30.0,92.3,2013-01-03,,No,Hobart,1005.6,98.0,N,55.22,9.4,6.4
50.0,80.6,NW,1003.2,10.0,23.0,WNW,0.0,No,,107.24,35.0,104.53999999999999,2013-01-04,,No,Hobart,999.0,83.0,NNW,74.12,7.9,15.4
28.0,71.06,ESE,1010.4,47.0,41.0,SE,0.0,No,,77.18,15.0,69.98,2013-01-05,,No,Hobart,1014.8,43.0,E,63.5,10.4,15.4
30.0,66.74000000000001,NW,1024.6,46.0,48.0,SE,0.0,No,,79.52,4.0,72.5,2013-01-06,,No,Hobart,1023.0,50.0,NE,54.86,12.5,8.0
28.0,63.68,ESE,1021.0,67.0,78.0,SE,0.0,No,,82.22,11.0,67.82,2013-01-07,,No,Hobart,1014.8,43.0,ESE,57.74,10.7,6.6
31.0,75.56,WNW,992.5,41.0,29.0,WSW,0.0,No,,78.98,22.0,62.42,2013-01-08,,No,Hobart,990.4,69.0,NW,61.519999999999996,5.8,6.6
26.0,52.34,WSW,996.0,32.0,53.0,WSW,0.0,No,,64.75999999999999,11.0,61.7,2013-01-09,,No,Hobart,995.8,76.0,NNW,48.379999999999995,9.7,7.6
19.0,61.34,NW,1003.7,38.0,42.0,NW,0.0,No,,71.78,11.0,67.64,2013-01-10,,No,Hobart,1005.0,50.0,N,51.8,5.3,6.8
35.0,65.3,WNW,998.4,29.0,57.0,NW,1.0,No,,81.68,24.0,79.52,2013-01-11,,No,Hobart,996.7,65.0,N,57.379999999999995,12.2,5.4
37.0,63.14,NW,1003.5,32.0,50.0,NW,0.0,No,,76.28,7.0,72.86,2013-01-12,,No,Hobart,1004.2,61.0,NW,57.92,7.0,9.4
24.0,58.82,WSW,1009.5,33.0,48.0,W,0.0,No,,67.1,13.0,64.04,2013-01-13,,No,Hobart,1009.3,65.0,NW,55.22,3.9,9.4
24.0,57.56,WSW,1019.2,47.0,44.0,SE,0.0,No,,66.74000000000001,24.0,64.04,2013-01-14,,No,Hobart,1019.0,41.0,SSW,51.98,9.2,4.4
30.0,59.36,NW,1015.6,20.0,52.0,NW,0.0,No,,78.8,6.0,75.92,2013-01-15,,No,Hobart,1011.7,48.0,N,50.0,7.5,6.2
24.0,57.56,NW,1013.9,51.0,78.0,SE,0.0,No,,65.12,9.0,63.14,2013-01-16,,No,Hobart,1013.9,44.0,SE,56.3,5.6,6.8
15.0,58.82,ESE,1009.5,31.0,64.0,NNE,0.0,No,,82.58,19.0,81.5,2013-01-17,,No,Hobart,1001.4,30.0,N,56.120000000000005,6.7,5.8
30.0,67.28,WSW,993.4,40.0,68.0,SW,1.0,No,,71.42,24.0,66.74000000000001,2013-01-18,,No,Hobart,998.5,61.0,NW,58.82,4.8,8.2
24.0,61.34,NW,1008.4,38.0,43.0,NW,0.4,No,,74.84,22.0,71.06,2013-01-19,,No,Hobart,1009.4,61.0,NNW,54.68,12.4,5.8
22.0,64.58,SE,1016.1,46.0,52.0,SE,0.0,No,,73.94,6.0,71.06,2013-01-20,,No,Hobart,1014.2,31.0,NNE,51.44,12.9,8.0
30.0,63.14,ESE,1012.2,62.0,73.0,SE,0.0,No,,69.98,13.0,66.74000000000001,2013-01-21,,No,Hobart,1008.6,43.0,ESE,55.4,10.7,8.6
22.0,66.74000000000001,NW,1006.4,86.0,47.0,SSW,0.2,Yes,,72.68,13.0,61.16,2013-01-22,,No,Hobart,1007.9,50.0,NNW,56.66,6.3,8.0
26.0,60.8,SE,1020.3,48.0,51.0,SE,1.8,No,,66.74000000000001,9.0,64.4,2013-01-23,,Yes,Hobart,1021.4,41.0,NNE,49.64,9.2,4.0
28.0,62.959999999999994,N,1021.2,50.0,63.0,NNE,0.0,No,,73.4,9.0,69.8,2013-01-24,,No,Hobart,1014.6,50.0,N,51.620000000000005,6.2,6.4
24.0,68.9,SW,999.6,42.0,65.0,SSW,0.0,Yes,,72.5,7.0,69.08,2013-01-25,,No,Hobart,1007.0,59.0,SW,62.6,6.6,5.2
19.0,57.92,ESE,1020.3,42.0,60.0,SE,5.8,No,,66.92,11.0,66.74000000000001,2013-01-26,,Yes,Hobart,1018.9,31.0,SE,51.620000000000005,4.2,5.8
22.0,56.84,SSW,1011.2,62.0,82.0,E,0.8,No,,69.08,11.0,66.38,2013-01-27,,No,Hobart,1007.5,43.0,WSW,55.04,5.9,5.2
20.0,60.08,SSE,1010.8,44.0,73.0,SE,0.2,No,,79.52,19.0,73.94,2013-01-28,,No,Hobart,1008.0,50.0,NNW,53.78,11.4,3.4
17.0,57.02,S,1012.9,51.0,58.0,SE,0.0,No,,64.58,17.0,60.8,2013-01-29,,No,Hobart,1011.4,43.0,SSW,53.96,4.3,9.4
28.0,61.16,NNW,1008.2,31.0,45.0,NNW,0.0,No,,81.68,30.0,77.36,2013-01-30,,No,Hobart,1005.8,52.0,NNW,50.36,9.9,5.8
15.0,63.86,S,1007.8,87.0,61.0,S,0.0,No,,70.16,13.0,59.18,2013-01-31,,No,Hobart,1006.8,33.0,NNW,57.92,1.7,7.8
19.0,55.22,ESE,1026.3,50.0,56.0,ESE,0.0,No,,64.58,7.0,62.6,2013-03-01,,No,Hobart,1026.7,35.0,NW,49.28,8.7,5.6
20.0,59.18,SE,1029.4,59.0,70.0,ESE,0.0,No,,68.36,13.0,67.1,2013-03-02,,No,Hobart,1028.0,35.0,NNW,55.22,9.2,4.6
24.0,62.24,E,1026.3,65.0,74.0,ESE,0.0,No,,71.42,4.0,68.72,2013-03-03,,No,Hobart,1023.4,35.0,NE,57.56,10.6,5.6
19.0,61.88,NW,1021.4,32.0,79.0,SE,0.0,No,,81.86,24.0,80.42,2013-03-04,,No,Hobart,1019.9,35.0,WNW,58.64,8.5,5.8
17.0,65.3,NW,1019.0,22.0,59.0,SE,0.0,No,,82.94,17.0,82.04,2013-03-05,,No,Hobart,1016.6,31.0,NNW,56.48,11.0,5.2
17.0,65.48,NNW,1015.7,15.0,48.0,NW,0.0,No,,94.46000000000001,20.0,92.11999999999999,2013-03-06,,No,Hobart,1011.2,43.0,NNW,57.56,11.8,5.6
26.0,67.1,ESE,1016.0,71.0,83.0,SE,0.0,Yes,,69.8,15.0,67.64,2013-03-07,,No,Hobart,1017.2,41.0,ESE,64.75999999999999,10.0,7.6
19.0,62.059999999999995,NE,1023.0,75.0,96.0,ESE,3.4,No,,73.58,7.0,70.88,2013-03-08,,Yes,Hobart,1020.9,30.0,SE,59.9,7.0,6.2
7.0,67.28,NNW,1018.3,87.0,84.0,S,0.0,No,,69.8,2.0,65.66,2013-03-09,,No,Hobart,1016.4,31.0,S,62.059999999999995,1.2,4.6
17.0,63.5,SE,1019.6,83.0,87.0,SSE,0.4,Yes,,64.75999999999999,11.0,62.959999999999994,2013-03-10,,No,Hobart,1021.1,31.0,SSE,63.5,0.0,2.0
13.0,62.959999999999994,ESE,1022.0,81.0,95.0,ESE,6.6,No,,71.78,7.0,69.08,2013-03-11,,Yes,Hobart,1019.5,19.0,ENE,61.16,4.0,0.2
19.0,70.52,NW,1014.6,21.0,68.0,N,0.2,No,,97.88000000000001,33.0,97.16,2013-03-12,,No,Hobart,1009.9,54.0,NNW,62.78,7.8,2.0
48.0,77.36,NNW,998.1,27.0,39.0,NW,0.0,No,,83.84,19.0,75.74000000000001,2013-03-13,,No,Hobart,997.1,87.0,N,68.9,5.9,8.0
24.0,60.62,NNW,1009.9,37.0,50.0,NW,0.0,No,,74.66,24.0,69.8,2013-03-14,,No,Hobart,1009.5,63.0,NNW,55.22,9.9,11.6
19.0,63.86,NW,1015.0,32.0,43.0,NW,0.0,No,,73.75999999999999,20.0,71.42,2013-03-15,,No,Hobart,1014.6,44.0,NNW,58.1,8.1,5.0
26.0,59.18,SSW,1012.9,84.0,67.0,S,0.0,Yes,,62.6,4.0,53.6,2013-03-16,,No,Hobart,1012.4,56.0,W,55.58,3.1,6.0
20.0,51.98,SW,1020.8,52.0,50.0,SW,14.4,No,,63.14,13.0,59.18,2013-03-17,,Yes,Hobart,1019.1,57.0,NW,47.48,8.8,4.8
15.0,58.1,SSW,1020.3,81.0,60.0,E,0.0,No,,64.94,9.0,59.36,2013-03-18,,No,Hobart,1020.6,39.0,NNW,51.8,5.4,3.0
22.0,54.5,SSW,1024.6,49.0,74.0,SE,0.4,No,,68.54,11.0,65.66,2013-03-19,,No,Hobart,1023.1,28.0,NNW,47.120000000000005,9.6,1.8
15.0,57.02,NNW,1022.4,27.0,78.0,N,0.0,No,,80.6,22.0,78.98,2013-03-20,,No,Hobart,1016.8,46.0,NNW,52.52,10.9,1.0
13.0,60.8,N,1006.6,79.0,74.0,NNW,0.0,Yes,,73.04,15.0,67.28,2013-03-21,,No,Hobart,1000.9,44.0,NNW,57.02,3.3,5.6
37.0,60.26,NW,995.6,46.0,68.0,NW,20.2,No,,66.92,24.0,64.4,2013-03-22,,Yes,Hobart,1003.9,65.0,NNW,57.379999999999995,8.9,5.6
19.0,60.08,N,1007.3,57.0,63.0,SSE,0.0,No,,71.06,26.0,65.48,2013-03-23,,No,Hobart,1007.6,41.0,NNW,55.4,6.6,3.4
26.0,57.74,WNW,999.9,34.0,78.0,WNW,0.6,Yes,,69.25999999999999,20.0,68.72,2013-03-24,,No,Hobart,1001.4,81.0,NNW,55.04,6.7,3.0
20.0,59.9,NNW,1017.2,44.0,54.0,ESE,2.0,No,,71.06,17.0,66.2,2013-03-25,,Yes,Hobart,1016.3,35.0,NNW,50.54,10.7,5.4
15.0,59.18,NNW,1013.2,47.0,66.0,ESE,0.0,No,,75.74000000000001,22.0,71.42,2013-03-26,,No,Hobart,1009.9,41.0,NNW,53.06,11.0,3.8
31.0,68.9,NNW,1006.9,24.0,48.0,N,0.0,No,,89.24,30.0,88.16,2013-03-27,,No,Hobart,1000.7,80.0,N,59.0,4.8,5.0
15.0,58.82,NNW,1008.5,49.0,53.0,NNW,0.0,No,,64.94,15.0,61.88,2013-03-28,,No,Hobart,1007.1,56.0,NNW,58.459999999999994,0.6,7.8
24.0,55.58,NNW,1012.9,43.0,59.0,NW,0.4,No,,69.98,26.0,69.44,2013-03-29,,No,Hobart,1011.0,57.0,NNW,49.1,9.1,4.4
19.0,61.7,NW,1006.8,43.0,57.0,NW,0.0,No,,76.1,13.0,71.78,2013-03-30,,No,Hobart,1002.8,54.0,N,55.58,10.3,5.2
26.0,50.18,WNW,1006.0,29.0,52.0,SW,0.0,No,,61.16,11.0,60.62,2013-03-31,,No,Hobart,1009.5,89.0,SSE,47.48,9.1,6.0
30.0,60.26,NNW,1008.8,50.0,54.0,NW,0.0,Yes,,65.84,17.0,63.5,2013-04-01,,No,Hobart,1005.3,57.0,NW,50.18,3.9,4.8
26.0,58.1,W,1010.2,40.0,43.0,SSW,1.4,No,,61.34,20.0,58.459999999999994,2013-04-02,,Yes,Hobart,1011.3,52.0,N,53.96,8.1,3.8
17.0,50.36,SW,1024.5,37.0,55.0,SW,0.8,No,,61.16,11.0,59.9,2013-04-03,,No,Hobart,1024.2,41.0,S,46.4,6.9,2.8
15.0,52.34,WSW,1029.8,47.0,68.0,ESE,0.0,No,,67.1,2.0,64.04,2013-04-04,,No,Hobart,1028.7,43.0,NW,44.96,9.1,3.6
17.0,53.96,SE,1032.5,60.0,76.0,ESE,0.0,No,,64.58,6.0,63.14,2013-04-05,,No,Hobart,1030.3,30.0,N,50.0,8.8,3.4
15.0,52.34,NW,1029.4,48.0,84.0,ESE,0.0,No,,72.32,15.0,68.9,2013-04-06,,No,Hobart,1024.8,30.0,NNW,49.46,8.4,3.0
19.0,61.16,NNW,1022.3,63.0,65.0,ESE,0.0,No,,73.22,17.0,66.02,2013-04-07,,No,Hobart,1021.2,39.0,NNW,52.16,8.7,2.6
19.0,58.64,SSW,1026.8,81.0,91.0,SSW,0.0,No,,63.5,7.0,61.88,2013-04-08,,No,Hobart,1025.8,28.0,SSW,58.1,1.6,2.4
15.0,61.519999999999996,SE,1027.2,68.0,87.0,SE,0.8,No,,68.18,9.0,67.1,2013-04-09,,No,Hobart,1023.0,20.0,ESE,58.459999999999994,7.8,1.4
