WindGustDir,Cloud9am,Temp9amC,RainToday,Sunshine,Pressure3pm,WindSpeed3pm,WindDir9am,WindGustSpeed,RainTomorrow,Cloud3pm,WindSpeed9am,Date,MinTempC,Location,Evaporation,MaxTempC,WindDir3pm,Rainfall,Humidity9am,Temp3pmC,Humidity3pm,Pressure9am
NE,6.0,18.1,Yes,5.7,997.9,33.0,N,72.0,No,5.0,26.0,2013-09-17,15.4,SydneyAirport,,24.4,NNW,62.2,69.0,22.8,35.0,1000.5
WNW,6.0,20.7,No,10.7,999.9,30.0,NW,52.0,No,1.0,28.0,2013-09-18,15.6,SydneyAirport,6.8,26.1,WNW,0.4,43.0,25.5,20.0,1001.8
WNW,0.0,18.1,No,11.2,1003.0,43.0,WSW,54.0,No,1.0,9.0,2013-09-19,14.1,SydneyAirport,7.6,24.7,WNW,0.0,39.0,23.8,12.0,1005.7
WSW,2.0,18.7,No,10.3,1006.8,50.0,NNW,72.0,No,6.0,19.0,2013-09-20,12.2,SydneyAirport,6.2,22.6,W,0.0,28.0,18.0,28.0,1007.9
WSW,1.0,17.1,No,11.0,1012.3,19.0,WSW,39.0,No,2.0,24.0,2013-09-21,10.6,SydneyAirport,7.0,20.4,ESE,0.0,44.0,19.1,40.0,1014.9
NE,1.0,18.3,No,10.5,1011.3,22.0,NW,31.0,No,2.0,13.0,2013-09-22,10.9,SydneyAirport,4.6,24.2,ENE,0.0,46.0,23.2,,1014.9
NE,1.0,20.2,No,10.9,1007.1,17.0,NW,30.0,No,1.0,9.0,2013-09-23,13.5,SydneyAirport,5.4,25.3,E,0.0,48.0,24.1,35.0,1012.0
W,7.0,23.7,No,5.3,1000.2,11.0,NNE,46.0,No,5.0,11.0,2013-09-24,17.0,SydneyAirport,7.4,30.4,NE,0.0,28.0,29.0,24.0,1003.9
NE,0.0,24.0,No,10.7,1005.5,35.0,NW,50.0,No,1.0,15.0,2013-09-25,14.9,SydneyAirport,6.4,30.7,NE,0.0,35.0,28.5,27.0,1009.6
WNW,0.0,27.4,No,11.4,1005.8,41.0,N,87.0,No,0.0,28.0,2013-09-26,15.7,SydneyAirport,8.4,32.9,WNW,0.0,23.0,26.4,13.0,1002.4
W,0.0,17.3,No,11.4,1016.5,22.0,W,41.0,No,0.0,17.0,2013-09-27,14.0,SydneyAirport,12.2,21.7,E,0.0,30.0,20.1,32.0,1019.9
NW,1.0,20.2,No,11.5,1005.3,44.0,NW,70.0,No,1.0,13.0,2013-09-28,11.5,SydneyAirport,8.0,30.4,WNW,0.0,33.0,28.8,7.0,1010.9
WSW,1.0,18.5,No,10.8,1014.8,24.0,SW,50.0,No,1.0,11.0,2013-09-29,14.5,SydneyAirport,9.8,22.3,ENE,0.0,32.0,21.1,29.0,1017.4
NE,6.0,20.5,No,10.6,1010.2,28.0,NW,44.0,No,3.0,15.0,2013-09-30,12.6,SydneyAirport,6.4,29.2,NE,0.0,42.0,28.7,21.0,1016.4
WNW,7.0,25.6,No,3.0,1005.1,59.0,N,85.0,No,7.0,35.0,2013-10-01,17.2,SydneyAirport,8.6,33.6,WNW,0.0,26.0,27.1,27.0,1003.2
N,1.0,19.0,No,11.2,1007.3,26.0,NNW,48.0,No,7.0,24.0,2013-10-02,12.3,SydneyAirport,9.8,27.8,NW,0.0,27.0,27.1,15.0,1015.4
WSW,2.0,17.5,No,3.7,1014.4,44.0,WSW,61.0,No,4.0,30.0,2013-10-03,14.8,SydneyAirport,10.0,17.8,S,0.0,36.0,16.7,45.0,1011.0
SSW,2.0,15.3,No,10.6,1019.3,17.0,SSW,52.0,No,1.0,28.0,2013-10-04,9.8,SydneyAirport,3.8,18.8,SE,1.0,48.0,18.5,38.0,1022.5
NW,4.0,17.9,No,9.2,1010.1,17.0,NW,30.0,No,6.0,20.0,2013-10-05,9.9,SydneyAirport,5.2,28.6,E,0.0,48.0,27.4,24.0,1016.5
NE,2.0,20.6,No,11.2,1004.5,24.0,WNW,39.0,No,3.0,9.0,2013-10-06,13.8,SydneyAirport,5.6,32.7,NE,0.0,38.0,30.5,13.0,1010.5
S,2.0,17.2,No,10.4,1010.9,39.0,S,69.0,Yes,2.0,37.0,2013-10-07,16.0,SydneyAirport,9.8,19.7,SSE,0.0,68.0,18.0,59.0,1011.3
S,1.0,16.6,Yes,11.2,1016.0,28.0,WSW,56.0,No,5.0,9.0,2013-10-08,14.5,SydneyAirport,5.8,20.0,SSE,1.2,67.0,17.5,60.0,1014.1
NE,0.0,17.8,No,11.9,1012.7,28.0,NW,35.0,No,0.0,19.0,2013-10-09,11.5,SydneyAirport,5.0,29.5,NE,0.0,51.0,28.4,25.0,1019.0
S,7.0,28.0,No,10.0,1002.9,35.0,NW,80.0,No,1.0,17.0,2013-10-10,17.1,SydneyAirport,10.0,37.8,W,0.0,12.0,37.2,3.0,1009.2
S,5.0,18.0,No,10.0,1012.7,22.0,S,70.0,No,1.0,30.0,2013-10-11,16.9,SydneyAirport,13.2,22.2,ENE,0.0,64.0,21.7,45.0,1013.3
ENE,0.0,18.8,No,11.2,1009.4,31.0,WNW,41.0,No,0.0,11.0,2013-10-12,14.4,SydneyAirport,5.8,26.8,ENE,0.0,63.0,24.1,56.0,1015.9
S,2.0,24.7,No,10.8,996.1,54.0,NW,81.0,Yes,1.0,17.0,2013-10-13,17.6,SydneyAirport,6.6,36.2,WNW,0.0,42.0,34.2,3.0,1001.9
SW,5.0,14.3,Yes,6.7,1014.9,24.0,SSW,52.0,No,2.0,37.0,2013-10-14,13.2,SydneyAirport,15.2,17.7,S,3.4,46.0,16.6,43.0,1014.6
ENE,1.0,15.3,No,12.1,1018.4,33.0,WNW,41.0,No,0.0,17.0,2013-10-15,9.7,SydneyAirport,5.8,24.8,ENE,0.0,38.0,20.7,32.0,1022.6
NNE,1.0,19.9,No,11.7,1012.2,35.0,NW,57.0,No,1.0,13.0,2013-10-16,12.0,SydneyAirport,6.4,28.5,NE,0.0,26.0,26.7,23.0,1018.8
NW,7.0,27.2,No,5.2,1002.9,48.0,N,81.0,No,7.0,33.0,2013-10-17,17.0,SydneyAirport,11.2,33.9,NW,0.0,18.0,32.6,3.0,1005.3
SW,2.0,17.2,No,11.2,1025.1,28.0,SW,57.0,No,2.0,20.0,2013-10-18,13.2,SydneyAirport,13.4,20.9,E,0.0,40.0,19.5,42.0,1025.8
NE,0.0,18.3,No,12.1,1024.3,31.0,WNW,44.0,No,0.0,11.0,2013-10-19,12.6,SydneyAirport,6.8,23.8,NE,0.0,49.0,22.0,35.0,1028.1
NNE,0.0,21.2,No,10.9,1016.0,30.0,N,48.0,No,5.0,13.0,2013-10-20,15.4,SydneyAirport,7.2,28.3,ENE,0.0,62.0,25.1,51.0,1021.5
NNE,0.0,22.1,No,10.3,1011.4,28.0,NW,50.0,No,6.0,17.0,2013-10-21,16.8,SydneyAirport,6.2,32.5,NE,0.0,51.0,31.6,28.0,1016.1
S,7.0,20.6,No,0.6,1012.0,11.0,SW,63.0,Yes,8.0,26.0,2013-10-22,19.1,SydneyAirport,9.4,27.6,WSW,0.0,75.0,23.2,73.0,1016.2
NW,3.0,27.4,Yes,11.9,1002.3,41.0,NNW,83.0,No,1.0,28.0,2013-10-23,20.2,SydneyAirport,2.8,33.7,WNW,3.8,43.0,32.6,11.0,1004.5
SW,1.0,19.6,No,12.5,1013.3,48.0,W,65.0,No,1.0,28.0,2013-10-24,16.7,SydneyAirport,12.4,23.7,SW,0.0,38.0,21.0,20.0,1011.9
ENE,1.0,16.1,No,10.4,1019.0,31.0,W,44.0,No,0.0,22.0,2013-10-25,11.4,SydneyAirport,10.8,25.1,ENE,0.0,27.0,20.0,28.0,1023.3
SSE,7.0,17.2,No,11.6,1019.3,28.0,WSW,43.0,No,1.0,31.0,2013-10-26,12.8,SydneyAirport,8.8,22.1,SE,0.0,31.0,21.3,41.0,1021.0
SE,3.0,20.1,No,9.1,1020.7,20.0,NNW,41.0,Yes,7.0,19.0,2013-10-27,14.5,SydneyAirport,6.0,23.1,ESE,0.0,50.0,20.6,47.0,1022.4
WNW,7.0,19.1,Yes,5.7,1014.4,20.0,E,50.0,Yes,2.0,19.0,2013-10-28,16.1,SydneyAirport,3.2,23.3,ESE,1.2,80.0,21.7,63.0,1019.5
S,7.0,20.3,Yes,5.0,1008.5,59.0,WNW,94.0,No,7.0,15.0,2013-10-29,16.9,SydneyAirport,4.8,24.3,S,5.2,71.0,18.5,74.0,1006.5
SSE,6.0,16.5,No,12.0,1018.3,24.0,SSW,52.0,No,2.0,26.0,2013-10-30,13.0,SydneyAirport,7.4,20.9,SE,0.6,62.0,19.4,49.0,1019.7
E,5.0,20.1,No,9.8,1019.4,28.0,W,39.0,No,1.0,11.0,2013-10-31,16.4,SydneyAirport,5.4,24.1,E,0.0,52.0,21.1,54.0,1021.9
NE,7.0,18.8,No,7.7,1020.1,30.0,ESE,43.0,No,7.0,9.0,2013-11-01,16.9,SydneyAirport,8.0,23.2,ENE,0.0,60.0,21.8,54.0,1023.7
NE,7.0,20.7,No,7.1,1012.2,24.0,NW,35.0,No,7.0,11.0,2013-11-02,16.3,SydneyAirport,5.6,30.8,ENE,0.0,63.0,28.3,41.0,1018.0
S,7.0,25.6,No,7.4,1006.4,43.0,WNW,76.0,No,6.0,11.0,2013-11-03,18.6,SydneyAirport,7.6,34.9,WSW,0.0,32.0,33.5,10.0,1010.1
S,1.0,15.4,No,11.7,1023.8,50.0,SSW,63.0,No,1.0,43.0,2013-11-04,14.8,SydneyAirport,11.2,18.4,S,0.0,52.0,17.1,51.0,1022.6
S,7.0,15.9,No,4.3,1026.7,24.0,SSW,48.0,No,5.0,30.0,2013-11-05,13.3,SydneyAirport,9.8,19.9,SSE,0.0,63.0,17.9,56.0,1028.1
ENE,1.0,19.1,No,12.2,1019.2,37.0,W,50.0,No,1.0,11.0,2013-11-06,11.9,SydneyAirport,4.6,23.7,ENE,0.0,48.0,21.4,44.0,1024.2
NE,0.0,21.6,No,11.9,1011.7,31.0,NW,50.0,No,1.0,13.0,2013-11-07,15.9,SydneyAirport,8.0,30.3,NE,0.0,53.0,28.2,39.0,1017.0
NE,3.0,26.4,No,8.3,1005.7,37.0,NW,69.0,No,6.0,15.0,2013-11-08,19.1,SydneyAirport,9.4,34.0,NE,0.0,36.0,28.1,41.0,1010.8
SE,4.0,26.9,No,9.5,1006.8,37.0,NNW,54.0,Yes,3.0,17.0,2013-11-09,21.4,SydneyAirport,10.4,31.8,SSE,0.4,35.0,27.4,38.0,1006.2
S,8.0,15.8,Yes,0.7,1017.3,33.0,SSE,56.0,Yes,7.0,33.0,2013-11-10,15.5,SydneyAirport,9.6,20.0,SE,2.2,89.0,18.9,59.0,1017.4
SE,8.0,15.5,Yes,0.0,1016.4,43.0,SSE,61.0,Yes,7.0,46.0,2013-11-11,14.7,SydneyAirport,9.4,18.8,SSE,20.8,93.0,16.9,91.0,1018.2
SSE,8.0,18.1,Yes,4.9,1011.8,9.0,,33.0,Yes,7.0,0.0,2013-11-12,15.1,SydneyAirport,1.8,22.4,ENE,7.4,86.0,21.6,63.0,1013.4
SSW,1.0,21.0,Yes,13.0,1010.8,28.0,WNW,44.0,No,3.0,17.0,2013-11-13,15.1,SydneyAirport,3.2,29.7,ENE,7.8,48.0,25.6,36.0,1014.4
W,0.0,21.9,No,13.2,1011.4,28.0,WSW,43.0,No,1.0,20.0,2013-11-14,16.9,SydneyAirport,9.6,28.6,ESE,0.0,27.0,23.4,36.0,1014.3
S,3.0,20.5,No,8.0,1015.0,31.0,SSW,50.0,Yes,6.0,13.0,2013-11-15,16.4,SydneyAirport,7.8,23.0,SE,0.0,69.0,20.2,68.0,1015.8
SSE,7.0,18.1,Yes,5.6,1014.8,37.0,SSE,52.0,Yes,7.0,22.0,2013-11-16,14.5,SydneyAirport,,21.2,SE,80.4,75.0,18.9,79.0,1016.1
S,7.0,16.1,Yes,0.0,1014.4,39.0,SSW,61.0,Yes,8.0,33.0,2013-11-17,15.3,SydneyAirport,5.6,18.6,S,11.2,86.0,17.3,79.0,1015.5
S,8.0,17.1,Yes,0.0,1010.6,37.0,SSW,61.0,Yes,8.0,44.0,2013-11-18,14.9,SydneyAirport,4.0,19.6,SSE,13.6,83.0,17.7,97.0,1013.4
S,6.0,19.3,Yes,10.3,1010.5,24.0,SSW,48.0,No,2.0,30.0,2013-11-19,16.1,SydneyAirport,2.0,24.1,SSE,15.8,80.0,22.8,57.0,1011.5
ENE,4.0,21.1,No,12.0,1010.6,28.0,WNW,43.0,No,1.0,11.0,2013-11-20,17.0,SydneyAirport,6.8,26.7,ENE,0.0,72.0,25.2,55.0,1012.4
NE,6.0,24.1,No,9.8,1010.2,35.0,NE,52.0,Yes,5.0,28.0,2013-11-21,19.6,SydneyAirport,6.2,27.1,NE,0.0,61.0,26.3,49.0,1012.7
NNE,7.0,21.8,Yes,2.9,1006.5,44.0,NE,78.0,Yes,7.0,33.0,2013-11-22,20.1,SydneyAirport,9.8,25.9,NNE,2.2,74.0,23.1,61.0,1009.2
NNE,3.0,22.7,Yes,9.3,1003.1,15.0,W,41.0,No,5.0,11.0,2013-11-23,17.8,SydneyAirport,4.0,24.9,S,10.2,69.0,22.0,72.0,1005.7
SSW,1.0,19.8,No,13.0,1005.2,28.0,SSE,50.0,No,2.0,17.0,2013-11-24,17.3,SydneyAirport,5.0,23.1,SE,0.4,64.0,21.8,50.0,1006.3
S,3.0,19.9,No,10.3,1009.1,46.0,SSW,78.0,No,7.0,13.0,2013-11-25,16.3,SydneyAirport,8.2,22.0,SSW,0.0,63.0,19.4,77.0,1008.2
S,7.0,17.6,No,7.7,1016.6,30.0,S,56.0,No,1.0,30.0,2013-11-26,15.8,SydneyAirport,7.4,21.1,S,0.4,62.0,20.2,51.0,1016.7
E,1.0,20.5,No,12.6,1014.7,28.0,WNW,41.0,No,1.0,13.0,2013-11-27,14.2,SydneyAirport,5.6,24.1,E,0.0,46.0,22.6,45.0,1018.2
NE,6.0,22.9,No,11.2,1004.6,39.0,N,57.0,No,7.0,17.0,2013-11-28,17.3,SydneyAirport,8.0,29.3,NE,0.0,55.0,27.6,45.0,1011.6
SSW,8.0,20.5,No,0.0,1009.0,41.0,S,69.0,Yes,7.0,20.0,2013-11-29,19.6,SydneyAirport,10.6,20.7,SSW,0.0,76.0,17.0,82.0,1005.9
SSW,7.0,18.2,Yes,7.3,1019.7,28.0,S,56.0,No,2.0,30.0,2013-11-30,14.4,SydneyAirport,3.4,21.6,S,8.4,64.0,19.8,56.0,1018.8
SSE,5.0,19.4,No,7.5,1024.4,17.0,SSE,35.0,No,4.0,11.0,2013-12-01,14.3,SydneyAirport,7.0,23.2,E,0.0,66.0,21.1,47.0,1025.1
NE,4.0,22.0,No,12.1,1019.4,30.0,NE,44.0,No,5.0,13.0,2013-12-02,17.0,SydneyAirport,5.0,25.6,ENE,0.0,41.0,25.0,39.0,1022.5
NE,2.0,22.8,No,13.3,1013.3,37.0,N,59.0,No,1.0,17.0,2013-12-03,16.4,SydneyAirport,8.0,26.4,NE,0.0,47.0,25.7,41.0,1017.7
NNE,5.0,24.0,No,7.9,1000.4,31.0,NNE,67.0,Yes,7.0,13.0,2013-12-04,17.4,SydneyAirport,8.8,29.1,NE,0.0,52.0,26.7,52.0,1006.1
W,7.0,20.6,Yes,8.4,997.5,54.0,SW,94.0,No,6.0,13.0,2013-12-05,18.7,SydneyAirport,8.0,27.5,W,3.4,87.0,20.5,29.0,997.0
W,1.0,17.1,No,13.6,1013.5,24.0,WSW,54.0,No,1.0,33.0,2013-12-06,13.1,SydneyAirport,10.0,21.8,SE,0.0,33.0,21.0,34.0,1011.7
E,3.0,20.7,No,12.6,1018.3,20.0,WNW,35.0,No,6.0,15.0,2013-12-07,14.0,SydneyAirport,7.6,25.6,ENE,0.0,34.0,24.1,33.0,1020.5
NNE,3.0,22.4,No,11.4,1013.4,37.0,NE,52.0,No,2.0,17.0,2013-12-08,17.3,SydneyAirport,7.2,27.6,NE,0.0,55.0,26.2,35.0,1019.1
NNE,7.0,25.6,No,4.1,1003.8,26.0,WNW,54.0,No,7.0,11.0,2013-12-09,20.0,SydneyAirport,10.0,32.0,NNE,0.0,48.0,29.7,39.0,1009.2
SSE,1.0,29.8,No,12.0,1002.8,26.0,NW,59.0,No,1.0,28.0,2013-12-10,24.1,SydneyAirport,8.0,34.4,ESE,0.0,30.0,29.1,37.0,1002.5
ENE,1.0,22.9,No,13.2,1004.7,30.0,WSW,43.0,No,3.0,17.0,2013-12-11,17.6,SydneyAirport,11.2,29.4,ENE,0.0,31.0,26.2,32.0,1009.8
NE,6.0,21.6,No,9.7,1009.8,31.0,ENE,56.0,No,2.0,20.0,2013-12-12,19.7,SydneyAirport,10.4,27.0,ENE,0.0,64.0,24.4,56.0,1012.0
NE,1.0,23.0,No,13.0,1009.9,33.0,W,56.0,No,1.0,9.0,2013-12-13,19.2,SydneyAirport,6.8,28.9,ENE,0.0,70.0,27.2,53.0,1012.5
S,3.0,21.8,No,9.8,1015.4,33.0,S,54.0,Yes,5.0,37.0,2013-12-14,20.8,SydneyAirport,8.8,24.9,SSE,0.0,75.0,23.3,59.0,1014.9
ESE,7.0,20.1,Yes,2.0,1017.1,24.0,NNE,37.0,Yes,5.0,9.0,2013-12-15,18.3,SydneyAirport,7.8,24.3,SE,6.2,84.0,22.7,70.0,1018.7
ENE,7.0,18.6,Yes,6.4,1019.1,26.0,NNW,41.0,Yes,3.0,17.0,2013-12-16,18.4,SydneyAirport,7.0,25.1,ENE,23.0,92.0,24.4,59.0,1020.8
NE,6.0,24.3,Yes,11.9,1019.3,33.0,NNE,52.0,No,1.0,15.0,2013-12-17,18.6,SydneyAirport,3.6,27.7,ENE,7.8,52.0,26.5,41.0,1021.6
ENE,3.0,25.0,No,12.9,1022.8,31.0,NNE,41.0,No,1.0,17.0,2013-12-18,20.0,SydneyAirport,10.0,26.3,ENE,0.0,53.0,25.1,50.0,1024.1
NE,2.0,24.6,No,12.9,1018.6,41.0,NNE,65.0,No,1.0,24.0,2013-12-19,19.9,SydneyAirport,9.0,27.8,NE,0.0,54.0,26.5,51.0,1022.4
NNE,2.0,27.0,No,10.1,1011.1,30.0,N,41.0,No,3.0,13.0,2013-12-20,21.1,SydneyAirport,10.0,37.8,NNE,0.0,53.0,33.5,33.0,1016.1
S,6.0,23.1,No,9.9,1015.6,43.0,SSW,61.0,No,1.0,31.0,2013-12-21,21.4,SydneyAirport,11.6,26.3,S,0.0,72.0,23.1,79.0,1016.8
NE,7.0,26.0,No,6.9,1008.2,28.0,NNE,63.0,No,7.0,17.0,2013-12-22,21.4,SydneyAirport,8.0,31.2,NE,0.0,64.0,29.8,56.0,1012.6
S,7.0,25.8,No,4.0,1004.2,15.0,SSE,72.0,No,7.0,15.0,2013-12-23,21.5,SydneyAirport,7.6,36.6,ENE,0.0,73.0,33.2,30.0,1007.3
S,7.0,20.7,No,0.0,1018.7,24.0,SSE,52.0,No,7.0,31.0,2013-12-24,18.8,SydneyAirport,6.6,21.5,S,0.0,59.0,20.7,66.0,1018.4
NE,8.0,18.9,No,0.0,1016.5,20.0,NW,37.0,Yes,8.0,9.0,2013-12-25,18.1,SydneyAirport,3.6,21.5,NE,0.4,91.0,20.9,89.0,1019.3
SW,7.0,21.0,Yes,9.5,1010.7,22.0,SSW,54.0,Yes,1.0,20.0,2013-12-26,18.6,SydneyAirport,1.2,25.0,SE,15.8,84.0,24.0,60.0,1012.5
E,5.0,21.8,Yes,10.5,1011.0,26.0,SW,39.0,No,5.0,11.0,2013-12-27,17.9,SydneyAirport,6.2,25.8,ENE,1.2,75.0,24.2,61.0,1012.5
NNE,4.0,22.8,No,12.4,1007.6,37.0,NNE,57.0,No,1.0,19.0,2013-12-28,18.7,SydneyAirport,5.6,27.6,NE,0.0,60.0,26.9,50.0,1012.3
S,2.0,20.5,No,11.7,1013.1,37.0,S,89.0,No,1.0,59.0,2013-12-29,20.2,SydneyAirport,10.2,22.9,S,0.0,71.0,21.0,59.0,1009.4
ENE,5.0,22.1,No,10.2,1011.7,33.0,E,48.0,No,1.0,13.0,2013-12-30,18.4,SydneyAirport,11.4,25.6,ENE,0.0,48.0,24.7,43.0,1015.4
SE,2.0,23.2,No,10.6,1011.1,24.0,WNW,37.0,No,1.0,11.0,2013-12-31,18.0,SydneyAirport,6.4,30.2,E,0.0,56.0,25.7,51.0,1013.3
NE,5.0,24.1,No,5.9,1011.2,39.0,NNE,52.0,No,8.0,17.0,2014-01-01,19.6,SydneyAirport,7.4,28.1,NE,0.0,62.0,26.1,55.0,1014.7
W,7.0,25.6,No,3.5,1002.5,35.0,WSW,63.0,No,7.0,7.0,2014-01-02,22.3,SydneyAirport,8.0,36.8,SSW,0.0,71.0,26.2,62.0,1003.7
ENE,7.0,23.1,No,5.6,999.8,28.0,NE,41.0,No,6.0,22.0,2014-01-03,20.5,SydneyAirport,5.6,28.3,NE,0.4,60.0,26.9,45.0,1005.2
S,1.0,21.9,No,11.2,1002.5,26.0,SSW,65.0,No,1.0,28.0,2014-01-04,20.2,SydneyAirport,7.4,26.3,ESE,0.0,67.0,24.7,51.0,1003.4
NE,6.0,24.5,No,12.2,1005.4,43.0,NNE,72.0,No,2.0,17.0,2014-01-05,20.3,SydneyAirport,8.2,29.0,NE,0.0,58.0,28.2,55.0,1010.5
SW,1.0,23.9,No,12.8,1007.5,31.0,WSW,50.0,No,1.0,22.0,2014-01-06,20.2,SydneyAirport,9.4,30.6,ESE,0.0,33.0,26.6,27.0,1009.0
S,5.0,19.8,No,1.7,1019.3,28.0,S,54.0,No,7.0,39.0,2014-01-07,17.6,SydneyAirport,11.4,22.4,S,0.0,64.0,20.7,59.0,1018.3
S,7.0,18.2,No,0.4,1022.6,22.0,SSW,44.0,No,7.0,17.0,2014-01-08,16.9,SydneyAirport,7.6,22.5,SSE,0.2,75.0,19.8,67.0,1023.9
ENE,7.0,22.5,No,2.0,1023.1,26.0,NE,41.0,No,7.0,19.0,2014-01-09,18.0,SydneyAirport,3.8,24.0,ENE,0.2,39.0,23.1,46.0,1024.4
NE,6.0,20.6,No,9.3,1019.6,33.0,SSW,50.0,No,3.0,9.0,2014-01-10,18.7,SydneyAirport,6.6,27.8,ENE,0.6,88.0,24.9,53.0,1022.3
NE,1.0,25.0,No,10.9,1014.3,28.0,WNW,37.0,No,2.0,9.0,2014-01-11,19.7,SydneyAirport,7.2,31.9,NE,0.0,60.0,30.4,41.0,1018.7
SE,2.0,23.5,No,10.3,1017.0,26.0,S,37.0,No,3.0,19.0,2014-01-12,21.0,SydneyAirport,10.4,27.9,SE,0.0,80.0,26.3,65.0,1017.8
SSW,6.0,21.9,No,11.5,1020.1,20.0,SSW,35.0,No,2.0,17.0,2014-01-13,20.1,SydneyAirport,7.6,26.1,SE,0.0,69.0,25.0,51.0,1022.1
ENE,4.0,24.1,No,12.0,1019.4,35.0,N,52.0,No,0.0,13.0,2014-01-14,19.8,SydneyAirport,7.2,29.7,ENE,0.0,55.0,28.0,41.0,1022.2
NNE,0.0,26.7,No,12.8,1017.8,44.0,N,65.0,No,1.0,9.0,2014-01-15,21.5,SydneyAirport,10.0,31.3,NE,0.0,55.0,30.1,45.0,1021.6
NE,0.0,25.7,No,13.1,1016.5,28.0,N,46.0,No,0.0,19.0,2014-01-16,21.8,SydneyAirport,10.8,30.8,NE,0.0,61.0,28.9,51.0,1019.1
NE,2.0,25.6,No,12.8,1013.9,31.0,NNE,63.0,No,0.0,11.0,2014-01-17,21.4,SydneyAirport,10.4,30.8,NE,0.0,61.0,29.6,46.0,1016.6
NE,0.0,25.4,No,13.1,1009.0,41.0,WNW,56.0,No,0.0,7.0,2014-01-18,20.4,SydneyAirport,10.6,31.8,NE,0.0,60.0,30.7,41.0,1012.6
SSE,7.0,22.9,No,6.1,1009.1,31.0,S,52.0,No,6.0,26.0,2014-01-19,20.3,SydneyAirport,10.8,25.5,S,0.0,83.0,23.5,84.0,1010.2
S,6.0,22.8,No,2.8,1008.2,26.0,S,44.0,Yes,7.0,13.0,2014-01-20,21.4,SydneyAirport,4.2,26.2,SSE,0.2,83.0,23.4,80.0,1009.4
ESE,7.0,21.4,Yes,0.6,1008.0,17.0,E,30.0,Yes,7.0,20.0,2014-01-21,19.6,SydneyAirport,5.0,25.4,E,2.2,77.0,24.7,64.0,1010.4
SSE,7.0,21.7,Yes,0.0,1020.0,33.0,SSE,48.0,No,7.0,31.0,2014-01-22,19.5,SydneyAirport,2.8,23.5,SSE,3.4,73.0,21.5,67.0,1017.8
E,5.0,23.0,No,4.6,1020.9,26.0,E,37.0,No,7.0,24.0,2014-01-23,19.7,SydneyAirport,4.4,26.0,E,0.4,55.0,25.0,45.0,1023.3
NE,8.0,24.6,No,1.5,1007.5,39.0,N,63.0,Yes,8.0,20.0,2014-01-24,20.0,SydneyAirport,7.4,28.4,NNE,0.0,65.0,28.2,53.0,1014.0
SSE,4.0,21.0,Yes,8.0,1014.9,46.0,S,61.0,No,4.0,31.0,2014-01-25,19.5,SydneyAirport,5.6,22.9,S,3.4,75.0,21.9,49.0,1012.2
SE,7.0,18.3,No,2.3,1024.2,19.0,SSE,33.0,No,7.0,15.0,2014-01-26,16.6,SydneyAirport,8.6,22.8,ENE,0.8,79.0,21.6,44.0,1023.9
NE,3.0,22.1,No,12.7,1022.1,35.0,WNW,50.0,No,3.0,9.0,2014-01-27,17.0,SydneyAirport,3.6,27.3,NE,0.0,52.0,26.7,41.0,1024.4
NNE,1.0,25.3,No,13.0,1018.2,46.0,NNE,65.0,No,1.0,22.0,2014-01-28,19.8,SydneyAirport,9.4,28.7,NE,0.0,40.0,27.6,44.0,1021.4
NE,0.0,25.5,No,13.0,1013.7,31.0,NNW,57.0,No,1.0,11.0,2014-01-29,20.8,SydneyAirport,12.0,30.9,NE,0.0,62.0,29.1,42.0,1017.0
NE,3.0,25.6,No,13.0,1016.6,43.0,NE,63.0,No,0.0,17.0,2014-01-30,20.7,SydneyAirport,9.6,30.4,NNE,0.0,50.0,29.3,35.0,1020.0
NE,1.0,25.7,No,13.0,1011.7,35.0,NNE,52.0,No,1.0,24.0,2014-01-31,19.4,SydneyAirport,12.6,30.5,NE,0.0,47.0,29.9,35.0,1015.0
SSW,6.0,22.4,No,10.6,1012.7,24.0,S,44.0,No,3.0,24.0,2014-02-01,20.8,SydneyAirport,11.0,27.8,SE,0.0,81.0,26.6,63.0,1015.3
NNE,3.0,25.4,No,12.7,1014.5,39.0,NNE,52.0,No,1.0,30.0,2014-02-02,22.1,SydneyAirport,7.2,29.7,NE,0.0,63.0,28.6,43.0,1015.6
NNE,1.0,25.2,No,11.6,1011.8,41.0,NNE,65.0,No,0.0,35.0,2014-02-03,21.9,SydneyAirport,12.0,30.1,NE,0.0,52.0,29.1,38.0,1015.6
SSE,7.0,24.2,No,1.2,1019.6,43.0,ESE,67.0,No,8.0,19.0,2014-02-04,20.5,SydneyAirport,12.0,25.4,SSW,0.0,70.0,19.1,89.0,1017.2
SE,6.0,19.4,No,3.1,1022.5,28.0,SE,46.0,No,7.0,33.0,2014-02-05,18.4,SydneyAirport,5.2,23.6,S,0.8,62.0,20.9,53.0,1024.1
S,8.0,19.6,No,3.2,1017.8,17.0,WSW,33.0,No,7.0,11.0,2014-02-06,17.3,SydneyAirport,7.2,24.3,SE,0.4,63.0,22.5,47.0,1020.5
NE,1.0,20.8,No,12.3,1015.0,35.0,WNW,50.0,No,1.0,9.0,2014-02-07,15.9,SydneyAirport,4.2,27.7,NE,0.0,58.0,25.9,44.0,1017.7
NE,0.0,23.9,No,12.1,1016.0,37.0,N,54.0,No,0.0,6.0,2014-02-08,19.2,SydneyAirport,9.2,29.8,NE,0.0,58.0,28.2,38.0,1018.1
