humidity_9_am,min_temp_f,wind_speed_9_am,max_temp_f,wind_dir_9_am,cloud_9_am,wind_dir_3_pm,wind_gust_speed,rain_tomorrow,pressure_9_am,pressure_3_pm,rain_today,wind_gust_dir,rainfall,wind_speed_3_pm,location,humidity_3_pm,sunshine,temp_9_am_f,cloud_3_pm,date,temp_3_pm_f,evaporation
92.0,49.28,11.0,54.86,ENE,7.0,ENE,31.0,Yes,1008.4,1008.4,Yes,E,13.2,9.0,Nuriootpa,90.0,0.9,51.08,7.0,2013-05-22,52.52,3.0
72.0,47.3,17.0,61.34,SE,5.0,SSW,35.0,No,1021.8,1021.1,Yes,ESE,6.2,13.0,Nuriootpa,53.0,8.7,53.96,3.0,2013-05-23,61.16,1.8
91.0,36.68,6.0,60.26,NE,4.0,SW,28.0,No,1028.7,1027.5,No,SW,0.2,19.0,Nuriootpa,77.0,4.8,46.4,8.0,2013-05-24,56.84,1.6
96.0,42.44,0.0,58.28,,8.0,SW,24.0,No,1030.8,1029.3,No,SW,0.0,13.0,Nuriootpa,68.0,1.2,50.36,8.0,2013-05-25,57.92,1.0
95.0,45.86,2.0,62.6,N,6.0,SSW,26.0,No,1032.5,1029.2,No,ESE,0.4,6.0,Nuriootpa,72.0,4.2,52.16,,2013-05-26,59.9,1.4
82.0,45.68,9.0,57.56,ENE,8.0,NE,24.0,No,1030.5,1027.5,No,NE,0.0,13.0,Nuriootpa,66.0,4.8,49.82,7.0,2013-05-27,56.48,1.0
76.0,39.38,9.0,60.980000000000004,NE,3.0,NNE,28.0,No,1026.8,1022.9,No,NNE,0.0,9.0,Nuriootpa,56.0,8.4,50.18,6.0,2013-05-28,60.62,0.8
69.0,44.6,7.0,66.74000000000001,N,7.0,NNW,26.0,Yes,1022.8,1019.9,No,NNW,0.0,6.0,Nuriootpa,46.0,1.7,53.96,6.0,2013-05-29,64.94,1.8
81.0,47.66,19.0,67.64,NE,7.0,NNE,35.0,Yes,1020.2,1017.4,Yes,N,2.0,15.0,Nuriootpa,70.0,5.7,57.379999999999995,6.0,2013-05-30,67.28,1.6
94.0,55.94,11.0,59.9,NE,8.0,,22.0,Yes,1019.9,1018.1,Yes,N,4.6,,Nuriootpa,97.0,0.0,58.28,,2013-05-31,58.82,2.2
89.0,55.58,28.0,59.540000000000006,NW,7.0,SSW,54.0,Yes,1012.3,1010.3,Yes,SSE,34.4,17.0,Nuriootpa,92.0,1.2,57.02,8.0,2013-06-01,56.120000000000005,0.8
81.0,49.64,9.0,59.36,WSW,6.0,S,35.0,No,1024.7,1025.2,Yes,SSW,5.6,19.0,Nuriootpa,69.0,5.2,51.44,7.0,2013-06-02,57.02,1.0
85.0,41.72,9.0,59.72,SW,7.0,WSW,20.0,No,1029.6,1028.1,No,SW,0.2,15.0,Nuriootpa,80.0,4.2,51.98,7.0,2013-06-03,56.66,2.0
95.0,49.28,7.0,56.120000000000005,NNE,8.0,N,20.0,No,1028.0,1024.8,No,NE,0.2,13.0,Nuriootpa,67.0,,51.620000000000005,8.0,2013-06-04,55.58,1.2
77.0,47.120000000000005,7.0,54.32,NE,8.0,WNW,33.0,No,1020.8,1017.3,No,NW,0.0,11.0,Nuriootpa,71.0,0.2,49.64,8.0,2013-06-05,53.78,0.6
85.0,49.46,19.0,59.72,WNW,7.0,WNW,54.0,Yes,1017.7,1016.0,No,WNW,0.0,24.0,Nuriootpa,71.0,2.2,53.42,7.0,2013-06-06,58.459999999999994,1.2
92.0,48.02,0.0,58.459999999999994,,7.0,SSW,50.0,No,1025.5,1025.8,Yes,W,1.2,13.0,Nuriootpa,57.0,6.2,51.8,5.0,2013-06-07,58.1,0.8
87.0,38.3,9.0,60.08,N,8.0,N,24.0,No,1030.8,1026.6,No,NNW,0.2,11.0,Nuriootpa,61.0,3.2,49.1,6.0,2013-06-08,58.64,2.2
74.0,44.96,6.0,60.440000000000005,N,8.0,NW,,No,1025.3,1020.8,No,,0.2,9.0,Nuriootpa,50.0,,50.54,7.0,2013-06-09,58.1,1.6
76.0,41.72,,64.58,,,W,35.0,No,1019.1,1016.9,No,W,0.0,22.0,Nuriootpa,65.0,7.7,54.14,6.0,2013-06-10,64.22,0.8
88.0,44.6,9.0,56.3,ENE,7.0,N,31.0,No,1015.0,1009.6,No,ENE,0.0,19.0,Nuriootpa,76.0,0.9,53.6,7.0,2013-06-11,55.94,1.4
99.0,45.14,13.0,54.68,WSW,8.0,SSE,39.0,No,1009.6,1011.0,No,SSE,0.8,24.0,Nuriootpa,74.0,0.1,51.44,7.0,2013-06-12,54.14,0.0
99.0,46.94,7.0,56.120000000000005,SW,6.0,SSW,31.0,Yes,1015.8,1014.9,No,SSW,0.8,19.0,Nuriootpa,86.0,2.8,48.92,7.0,2013-06-13,54.14,0.6
90.0,44.6,9.0,55.94,SW,7.0,SE,37.0,Yes,1020.8,1020.4,Yes,S,2.0,24.0,Nuriootpa,85.0,3.8,49.1,7.0,2013-06-14,51.44,1.4
93.0,33.8,0.0,56.48,,1.0,SSW,,No,1025.4,1023.2,Yes,,1.8,11.0,Nuriootpa,67.0,,45.14,5.0,2013-06-15,55.22,0.9
,,,53.6,,,SE,48.0,No,,1020.4,No,SE,0.0,11.0,Nuriootpa,57.0,8.8,,3.0,2013-06-16,52.7,2.0
91.0,32.36,0.0,55.58,,1.0,WSW,24.0,No,1019.4,1016.8,No,SW,0.0,13.0,Nuriootpa,60.0,8.9,43.519999999999996,5.0,2013-06-17,53.24,0.4
100.0,35.96,2.0,55.4,SSE,8.0,SE,24.0,No,1021.2,1020.5,No,SE,0.2,15.0,Nuriootpa,58.0,7.2,43.519999999999996,2.0,2013-06-18,54.5,2.2
95.0,32.9,2.0,56.48,NNE,5.0,ENE,24.0,No,1026.6,1024.5,No,ENE,0.0,9.0,Nuriootpa,58.0,7.4,43.34,5.0,2013-06-19,54.5,0.0
89.0,34.88,6.0,56.48,NE,6.0,N,24.0,No,1023.8,1019.4,No,N,0.0,9.0,Nuriootpa,60.0,3.9,43.7,6.0,2013-06-20,55.4,2.0
83.0,37.58,11.0,55.4,N,7.0,W,35.0,Yes,1015.4,1014.1,No,NNW,0.4,9.0,Nuriootpa,77.0,2.6,48.56,6.0,2013-06-21,50.9,1.2
91.0,42.8,19.0,50.0,NE,8.0,,50.0,Yes,1016.3,1016.1,Yes,ENE,7.6,,Nuriootpa,83.0,0.4,46.22,6.0,2013-06-22,49.46,1.4
91.0,46.04,24.0,51.26,ENE,7.0,ENE,48.0,Yes,1022.9,1022.0,Yes,NE,2.8,20.0,Nuriootpa,88.0,1.7,46.76,7.0,2013-06-23,48.92,1.0
78.0,44.06,17.0,55.94,NE,2.0,ENE,30.0,No,1025.6,1023.7,Yes,ENE,2.4,19.0,Nuriootpa,73.0,8.5,46.94,2.0,2013-06-24,53.96,1.0
69.0,36.32,9.0,59.36,NE,1.0,NNE,22.0,No,1026.0,1023.0,No,NE,0.0,15.0,Nuriootpa,55.0,9.0,49.46,3.0,2013-06-25,57.74,1.1
62.0,33.98,9.0,59.36,NE,3.0,NNE,33.0,No,1023.0,1020.3,No,N,0.0,13.0,Nuriootpa,54.0,,48.74,3.0,2013-06-26,58.28,2.0
81.0,34.16,6.0,60.62,NE,,WNW,48.0,No,1022.1,1020.3,No,NNE,0.0,13.0,Nuriootpa,55.0,8.1,46.58,2.0,2013-06-27,60.26,
99.0,37.94,6.0,58.1,NE,8.0,SW,28.0,No,1025.4,1024.9,No,SW,0.0,17.0,Nuriootpa,81.0,4.5,48.02,6.0,2013-06-28,55.04,2.0
99.0,33.26,6.0,56.66,NNE,1.0,SW,30.0,Yes,1031.4,1030.5,No,SW,0.0,17.0,Nuriootpa,74.0,7.1,41.72,6.0,2013-06-29,54.68,1.2
100.0,39.38,17.0,60.08,W,8.0,WSW,37.0,No,1032.3,1029.8,Yes,W,2.0,20.0,Nuriootpa,71.0,4.0,51.08,6.0,2013-06-30,59.0,2.4
96.0,51.08,17.0,59.540000000000006,W,8.0,WSW,39.0,No,1029.6,1027.1,No,W,0.0,26.0,Nuriootpa,74.0,4.4,53.6,6.0,2013-07-01,57.92,0.4
90.0,43.34,9.0,58.459999999999994,NW,3.0,WSW,41.0,No,1027.9,1025.6,No,W,0.0,22.0,Nuriootpa,63.0,8.6,50.36,2.0,2013-07-02,58.28,0.4
61.0,35.78,7.0,59.36,NE,0.0,WNW,48.0,No,1023.2,1018.0,No,WNW,0.0,28.0,Nuriootpa,44.0,9.3,48.379999999999995,1.0,2013-07-03,58.459999999999994,1.2
50.0,43.34,35.0,57.2,WNW,4.0,WNW,65.0,Yes,1009.4,1005.7,No,WNW,0.0,26.0,Nuriootpa,51.0,4.0,54.32,,2013-07-04,56.120000000000005,3.6
79.0,41.72,20.0,52.16,W,2.0,W,57.0,No,1016.3,1017.1,Yes,W,5.6,26.0,Nuriootpa,78.0,6.5,45.68,6.0,2013-07-05,50.54,2.8
90.0,45.5,20.0,55.4,WNW,8.0,WNW,44.0,No,1022.0,1021.3,No,WNW,0.6,17.0,Nuriootpa,80.0,4.3,48.2,7.0,2013-07-06,50.72,3.0
86.0,43.879999999999995,19.0,55.22,WNW,6.0,SSW,31.0,Yes,1027.2,1027.4,No,W,0.2,20.0,Nuriootpa,93.0,4.7,49.1,8.0,2013-07-07,49.82,1.0
99.0,35.06,7.0,57.2,NNE,7.0,SSW,20.0,No,1034.8,1033.8,Yes,WSW,6.4,9.0,Nuriootpa,53.0,7.1,40.64,5.0,2013-07-08,55.22,0.4
90.0,33.62,11.0,53.78,NE,7.0,NNE,31.0,No,1035.0,1031.1,No,NNE,0.0,19.0,Nuriootpa,59.0,6.1,44.239999999999995,5.0,2013-07-09,53.42,1.7
72.0,33.44,9.0,55.58,NE,0.0,NNE,20.0,No,1030.2,1028.0,No,NNE,0.2,11.0,Nuriootpa,52.0,8.9,44.239999999999995,4.0,2013-07-10,54.68,1.0
75.0,37.76,11.0,62.059999999999995,NE,6.0,N,,,1029.9,1027.0,No,,0.0,9.0,Nuriootpa,42.0,7.7,46.58,2.0,2013-07-11,61.519999999999996,1.6
78.0,45.5,7.0,60.08,NE,8.0,NE,28.0,Yes,1026.8,1023.6,,ENE,,13.0,Nuriootpa,80.0,0.3,52.7,8.0,2013-07-12,58.64,1.0
95.0,52.7,9.0,62.42,NNE,8.0,WSW,31.0,Yes,1019.2,1016.4,Yes,NE,13.4,6.0,Nuriootpa,92.0,0.0,54.14,8.0,2013-07-13,57.92,0.2
89.0,52.52,19.0,61.16,NW,7.0,WNW,43.0,Yes,1015.9,1015.4,Yes,WNW,3.2,20.0,Nuriootpa,83.0,4.2,56.66,6.0,2013-07-14,58.1,1.0
99.0,51.44,19.0,58.28,SW,8.0,SW,31.0,No,1021.8,1021.1,Yes,WSW,2.8,17.0,Nuriootpa,82.0,3.8,52.879999999999995,7.0,2013-07-15,57.74,0.8
97.0,47.48,0.0,61.7,,6.0,WNW,26.0,No,1023.7,1019.8,No,N,0.4,13.0,Nuriootpa,64.0,5.6,51.620000000000005,5.0,2013-07-16,59.0,1.0
73.0,43.16,19.0,63.14,NNE,6.0,NNE,50.0,Yes,1015.2,1008.9,No,NNE,0.0,28.0,Nuriootpa,56.0,6.8,54.5,4.0,2013-07-17,61.7,2.0
70.0,49.64,22.0,57.92,N,2.0,NW,59.0,Yes,1003.5,1001.9,Yes,NW,3.8,30.0,Nuriootpa,70.0,2.9,52.7,8.0,2013-07-18,55.94,2.8
96.0,49.1,31.0,53.24,W,8.0,W,67.0,Yes,1009.6,1010.3,Yes,W,1.8,22.0,Nuriootpa,81.0,3.1,49.64,7.0,2013-07-19,50.54,2.0
82.0,39.38,15.0,48.02,WSW,6.0,WSW,54.0,Yes,1012.6,1012.4,Yes,W,13.8,28.0,Nuriootpa,61.0,5.9,42.08,6.0,2013-07-20,46.04,3.4
89.0,38.660000000000004,17.0,50.0,WNW,5.0,W,50.0,Yes,1014.4,1013.0,Yes,WNW,2.2,31.0,Nuriootpa,83.0,7.2,42.980000000000004,7.0,2013-07-21,44.96,1.0
97.0,42.44,26.0,51.44,W,8.0,SW,46.0,Yes,1018.2,1020.4,Yes,SW,6.0,24.0,Nuriootpa,89.0,1.8,45.68,8.0,2013-07-22,47.84,2.4
100.0,39.92,0.0,54.32,,8.0,WSW,26.0,No,1031.1,1031.1,Yes,SSE,9.0,9.0,Nuriootpa,91.0,3.3,43.16,7.0,2013-07-23,51.98,0.8
80.0,37.58,9.0,53.78,ENE,6.0,W,28.0,No,1034.5,1031.6,No,E,1.0,4.0,Nuriootpa,61.0,8.1,45.68,4.0,2013-07-24,53.78,0.8
73.0,35.24,0.0,55.58,,6.0,WNW,39.0,No,1028.6,1025.7,No,W,0.0,22.0,Nuriootpa,68.0,5.1,49.1,7.0,2013-07-25,53.24,1.2
74.0,36.5,7.0,62.059999999999995,NE,3.0,N,26.0,No,1027.4,1023.9,No,WNW,0.0,9.0,Nuriootpa,51.0,9.8,49.28,3.0,2013-07-26,61.16,0.6
59.0,40.1,11.0,61.16,ENE,6.0,NNE,33.0,No,1021.4,1017.7,No,N,0.0,17.0,Nuriootpa,54.0,1.8,49.82,7.0,2013-07-27,56.48,3.0
57.0,49.82,26.0,66.74000000000001,N,4.0,WSW,52.0,No,1012.8,1012.7,No,N,0.6,28.0,Nuriootpa,59.0,8.5,60.08,6.0,2013-07-28,60.62,1.4
99.0,42.980000000000004,20.0,57.379999999999995,W,8.0,WSW,41.0,Yes,1019.6,1019.5,No,W,0.2,20.0,Nuriootpa,73.0,,51.620000000000005,7.0,2013-07-29,55.4,3.3
97.0,44.42,4.0,54.14,E,,WSW,20.0,No,1026.2,1024.1,Yes,W,1.4,15.0,Nuriootpa,55.0,,48.2,6.0,2013-07-30,53.42,
74.0,46.58,9.0,55.58,NNE,8.0,N,24.0,No,1025.5,1022.1,No,NNE,0.0,11.0,Nuriootpa,57.0,2.2,48.92,7.0,2013-07-31,54.68,1.1
80.0,31.82,9.0,60.440000000000005,NE,3.0,WNW,35.0,No,1021.9,1018.3,No,WNW,0.1,20.0,Nuriootpa,40.0,9.7,45.68,2.0,2013-08-01,59.540000000000006,0.9
89.0,42.44,35.0,56.3,W,6.0,WSW,72.0,Yes,1016.0,1017.3,No,W,0.1,31.0,Nuriootpa,79.0,,52.16,8.0,2013-08-02,53.06,2.9
88.0,44.96,22.0,55.22,WNW,7.0,W,69.0,Yes,1018.2,1014.0,Yes,W,3.0,35.0,Nuriootpa,92.0,2.1,48.92,8.0,2013-08-03,53.42,1.8
92.0,43.16,17.0,57.2,W,8.0,W,41.0,No,1020.1,1018.0,Yes,W,8.0,28.0,Nuriootpa,65.0,5.8,49.46,7.0,2013-08-04,55.22,1.8
79.0,49.28,20.0,65.48,NW,4.0,NW,59.0,No,1015.6,1010.4,No,NW,0.8,33.0,Nuriootpa,55.0,9.9,55.94,5.0,2013-08-05,64.22,0.8
92.0,53.06,24.0,55.76,WSW,7.0,SW,44.0,Yes,1013.2,1013.3,No,W,0.8,24.0,Nuriootpa,95.0,1.5,55.4,8.0,2013-08-06,51.08,4.8
89.0,48.74,31.0,55.4,SW,7.0,SW,54.0,No,1014.3,1015.8,Yes,SW,4.6,31.0,Nuriootpa,53.0,8.0,50.9,6.0,2013-08-07,53.78,1.6
85.0,32.18,7.0,60.08,NNE,5.0,NNE,28.0,No,1021.9,1016.8,No,N,0.2,20.0,Nuriootpa,51.0,7.4,43.34,6.0,2013-08-08,58.28,1.8
46.0,43.34,19.0,59.72,NW,8.0,WNW,50.0,No,1013.6,1012.3,No,WNW,0.0,26.0,Nuriootpa,44.0,1.2,57.02,6.0,2013-08-09,59.0,3.0
99.0,46.76,13.0,61.34,WSW,8.0,WSW,26.0,No,1020.3,1018.4,No,W,0.0,15.0,Nuriootpa,59.0,7.0,50.9,6.0,2013-08-10,60.62,2.8
79.0,35.42,7.0,64.4,NNE,1.0,WNW,44.0,Yes,1015.2,1010.9,No,WNW,0.2,22.0,Nuriootpa,48.0,8.2,49.64,6.0,2013-08-11,63.32,2.2
68.0,46.94,22.0,56.84,W,1.0,W,54.0,Yes,1013.0,1011.9,Yes,W,4.0,33.0,Nuriootpa,51.0,9.9,50.54,2.0,2013-08-12,55.4,2.2
92.0,48.56,24.0,60.08,WNW,7.0,WNW,57.0,Yes,1015.6,1012.3,Yes,W,2.2,24.0,Nuriootpa,66.0,8.3,51.26,6.0,2013-08-13,58.459999999999994,4.2
95.0,49.1,31.0,54.86,W,8.0,SW,63.0,Yes,1011.8,1015.3,Yes,SW,3.0,37.0,Nuriootpa,52.0,6.0,49.46,4.0,2013-08-14,53.06,4.0
79.0,33.44,11.0,60.08,NNE,0.0,N,31.0,No,1023.7,1018.8,Yes,N,3.4,17.0,Nuriootpa,43.0,10.2,45.86,0.0,2013-08-15,59.540000000000006,2.8
48.0,36.14,20.0,62.24,NE,3.0,NW,67.0,Yes,1005.8,999.0,No,WSW,0.0,22.0,Nuriootpa,47.0,4.0,51.26,7.0,2013-08-16,61.7,3.0
79.0,43.519999999999996,30.0,56.48,WNW,6.0,WNW,63.0,Yes,1011.7,1010.4,Yes,W,5.8,30.0,Nuriootpa,77.0,5.0,48.379999999999995,6.0,2013-08-17,55.04,2.2
77.0,48.379999999999995,48.0,59.36,W,5.0,WSW,80.0,Yes,1010.0,1011.4,Yes,W,1.2,35.0,Nuriootpa,81.0,7.7,53.06,7.0,2013-08-18,54.32,1.8
65.0,41.0,24.0,51.620000000000005,SW,3.0,SW,56.0,No,1019.6,1019.6,Yes,SSW,9.4,26.0,Nuriootpa,55.0,9.8,46.58,4.0,2013-08-19,50.18,3.4
99.0,31.46,7.0,52.34,SSE,8.0,SW,33.0,No,1023.9,1021.1,No,SSW,1.0,20.0,Nuriootpa,68.0,5.0,42.44,7.0,2013-08-20,50.9,3.0
89.0,42.260000000000005,24.0,53.42,WNW,6.0,WNW,57.0,Yes,1019.0,1015.0,No,WNW,0.3,24.0,Nuriootpa,90.0,3.9,47.120000000000005,8.0,2013-08-21,49.28,1.1
95.0,46.22,22.0,54.68,WSW,8.0,W,56.0,Yes,1016.9,1016.1,Yes,W,2.6,28.0,Nuriootpa,94.0,2.0,48.2,8.0,2013-08-22,51.8,1.6
95.0,48.02,28.0,54.5,WSW,8.0,SW,54.0,Yes,1019.5,1021.0,Yes,WSW,9.0,22.0,Nuriootpa,89.0,1.0,51.44,7.0,2013-08-23,53.24,0.0
87.0,48.92,13.0,55.76,W,8.0,WSW,28.0,No,1026.7,1025.5,Yes,W,2.2,15.0,Nuriootpa,79.0,0.3,50.54,8.0,2013-08-24,53.96,0.4
93.0,38.3,0.0,59.18,,7.0,WSW,24.0,No,1026.7,1024.1,No,WNW,0.1,13.0,Nuriootpa,68.0,6.4,47.120000000000005,6.0,2013-08-25,57.02,1.9
77.0,39.56,13.0,64.04,NE,7.0,NW,26.0,No,1025.0,1021.9,No,N,0.0,7.0,Nuriootpa,67.0,3.2,52.16,7.0,2013-08-26,62.24,1.0
64.0,45.14,9.0,68.9,NNE,2.0,NNE,28.0,No,1018.2,1013.9,No,NW,0.0,13.0,Nuriootpa,44.0,3.8,57.92,6.0,2013-08-27,67.46,0.2
83.0,40.82,0.0,68.72,,6.0,W,30.0,No,1016.8,1013.5,No,WNW,0.2,15.0,Nuriootpa,41.0,9.7,56.66,4.0,2013-08-28,68.18,3.0
55.0,54.32,28.0,63.32,NNW,6.0,WNW,67.0,Yes,1004.4,1005.0,No,W,0.2,28.0,Nuriootpa,89.0,4.5,61.16,7.0,2013-08-29,55.4,2.8
91.0,49.82,22.0,64.22,W,8.0,WNW,57.0,No,1015.4,1013.8,Yes,W,7.2,22.0,Nuriootpa,52.0,6.8,53.42,1.0,2013-08-30,63.32,4.0
52.0,43.7,11.0,74.3,NNE,3.0,NW,41.0,No,1017.5,1015.8,No,N,0.0,20.0,Nuriootpa,42.0,10.0,64.04,6.0,2013-08-31,73.58,2.0
52.0,48.56,11.0,78.8,N,6.0,WNW,35.0,No,1021.7,1021.7,No,NW,0.0,19.0,Nuriootpa,34.0,9.7,67.64,3.0,2013-09-01,77.9,4.0
64.0,51.44,15.0,77.36,NE,0.0,,30.0,No,1030.0,1027.5,No,ENE,0.1,,Nuriootpa,42.0,11.0,63.68,0.0,2013-09-02,76.64,4.1
45.0,52.16,13.0,79.7,NE,6.0,NNE,33.0,No,1028.5,1024.4,No,NE,0.0,20.0,Nuriootpa,23.0,8.9,70.34,4.0,2013-09-03,78.62,4.0
38.0,57.02,9.0,80.96,NNE,6.0,N,46.0,No,1022.2,1018.5,No,N,0.0,22.0,Nuriootpa,35.0,3.1,70.7,8.0,2013-09-04,77.0,5.2
97.0,55.58,6.0,60.440000000000005,WNW,8.0,WSW,28.0,No,1027.8,1026.9,No,WSW,0.0,19.0,Nuriootpa,92.0,0.0,57.56,8.0,2013-09-05,57.379999999999995,4.0
84.0,51.98,17.0,59.72,NE,7.0,E,24.0,No,1028.1,1025.4,No,NE,0.6,9.0,Nuriootpa,52.0,0.2,54.32,7.0,2013-09-06,59.36,1.2
71.0,44.78,11.0,66.02,E,3.0,SE,35.0,No,1027.4,1025.2,No,ESE,0.0,6.0,Nuriootpa,58.0,9.7,55.94,5.0,2013-09-07,64.22,0.2
66.0,51.08,17.0,73.75999999999999,NE,6.0,NNE,41.0,No,1024.5,1018.8,No,NNE,0.3,20.0,Nuriootpa,39.0,5.7,57.56,7.0,2013-09-08,72.86,4.3
26.0,57.379999999999995,20.0,74.12,NNW,6.0,WSW,70.0,No,1009.2,1007.4,No,NW,0.0,43.0,Nuriootpa,51.0,8.3,70.16,6.0,2013-09-09,66.74000000000001,4.8
93.0,46.4,24.0,57.92,SW,7.0,SW,43.0,No,1014.4,1013.7,No,SW,1.0,24.0,Nuriootpa,67.0,6.3,50.18,6.0,2013-09-10,54.32,6.4
78.0,39.92,19.0,62.059999999999995,WNW,6.0,SSW,31.0,No,1016.5,1015.2,No,WSW,0.1,11.0,Nuriootpa,55.0,10.3,53.42,6.0,2013-09-11,59.18,4.1
75.0,44.96,22.0,61.16,ENE,6.0,N,43.0,Yes,1015.2,1013.1,No,ENE,0.0,13.0,Nuriootpa,90.0,4.0,53.78,8.0,2013-09-12,52.879999999999995,1.6
89.0,48.2,17.0,62.6,W,7.0,WSW,37.0,Yes,1012.8,1011.3,Yes,WSW,16.6,22.0,Nuriootpa,62.0,7.4,55.22,5.0,2013-09-13,61.34,2.8
84.0,46.58,17.0,65.3,WNW,6.0,W,31.0,No,1015.1,1013.1,Yes,W,1.8,13.0,Nuriootpa,64.0,8.0,56.120000000000005,5.0,2013-09-14,62.78,2.8
68.0,44.78,17.0,73.75999999999999,NE,6.0,NNE,56.0,Yes,1011.4,1003.6,No,NNE,0.6,33.0,Nuriootpa,36.0,8.2,58.28,1.0,2013-09-15,73.4,3.4
94.0,53.42,19.0,60.440000000000005,NNW,8.0,SW,59.0,Yes,1000.7,999.8,Yes,W,3.0,31.0,Nuriootpa,84.0,3.6,53.78,6.0,2013-09-16,58.1,4.4
94.0,51.26,22.0,60.08,W,8.0,W,54.0,Yes,1010.4,1006.3,Yes,SW,9.4,20.0,Nuriootpa,61.0,7.5,52.34,6.0,2013-09-17,59.18,1.4
83.0,47.84,33.0,58.459999999999994,WSW,7.0,SW,65.0,,1005.8,1007.7,Yes,WSW,13.4,35.0,Nuriootpa,64.0,,52.879999999999995,7.0,2013-09-18,54.14,4.0
69.0,37.94,19.0,62.959999999999994,WNW,,,57.0,Yes,1011.9,1007.6,,WSW,,,Nuriootpa,41.0,,52.34,,2013-09-19,60.980000000000004,
74.0,44.78,20.0,62.959999999999994,WSW,3.0,SW,44.0,No,1016.3,1015.9,Yes,W,2.0,17.0,Nuriootpa,61.0,9.3,54.68,4.0,2013-09-20,60.8,7.2
63.0,41.36,11.0,73.4,N,6.0,NW,33.0,No,1014.6,1011.4,No,WNW,0.2,17.0,Nuriootpa,43.0,10.6,61.7,5.0,2013-09-21,72.5,4.2
76.0,44.96,7.0,73.4,SW,7.0,NNW,24.0,No,1013.8,1009.6,No,N,0.0,13.0,Nuriootpa,49.0,7.2,57.379999999999995,0.0,2013-09-22,69.62,2.8
29.0,49.82,9.0,79.34,W,4.0,SW,57.0,No,,999.8,No,NW,0.0,41.0,Nuriootpa,67.0,7.9,72.32,6.0,2013-09-23,66.38,4.0
50.0,48.92,20.0,75.2,WNW,2.0,WNW,46.0,No,1006.8,1004.4,No,WNW,0.0,26.0,Nuriootpa,38.0,11.1,64.58,3.0,2013-09-24,74.84,6.8
66.0,53.96,20.0,71.06,W,4.0,WNW,54.0,Yes,1010.0,1006.3,No,WSW,0.0,17.0,Nuriootpa,43.0,9.4,62.959999999999994,5.0,2013-09-25,68.54,6.0
62.0,47.48,35.0,60.62,WSW,4.0,WSW,70.0,No,1017.7,1018.3,Yes,WSW,9.6,17.0,Nuriootpa,48.0,10.6,53.42,4.0,2013-09-26,59.0,5.6
44.0,39.56,17.0,72.68,NNW,2.0,SW,50.0,No,1015.6,1011.7,No,NW,0.0,35.0,Nuriootpa,44.0,8.9,60.440000000000005,6.0,2013-09-27,62.959999999999994,4.0
81.0,47.66,24.0,64.04,WSW,7.0,W,54.0,No,1018.2,1017.2,No,W,0.0,19.0,Nuriootpa,62.0,6.6,55.22,6.0,2013-09-28,63.14,4.2
53.0,41.54,15.0,76.28,N,6.0,NNW,35.0,No,1015.3,1009.6,No,WNW,0.0,19.0,Nuriootpa,25.0,10.8,63.14,6.0,2013-09-29,74.66,2.8
31.0,55.4,26.0,81.14,NNW,7.0,NNW,91.0,Yes,1004.1,999.2,No,NW,0.0,31.0,Nuriootpa,40.0,1.8,72.68,8.0,2013-09-30,72.5,6.2
55.0,46.76,33.0,58.28,NNE,3.0,WSW,81.0,No,1012.4,1014.0,Yes,WSW,3.8,28.0,Nuriootpa,39.0,9.4,52.7,,2013-10-01,56.84,7.8
64.0,45.32,43.0,63.14,W,7.0,WSW,80.0,Yes,1011.3,1012.6,No,W,0.1,41.0,Nuriootpa,82.0,5.5,56.3,7.0,2013-10-02,52.879999999999995,4.3
67.0,44.42,13.0,61.16,SSW,6.0,SW,35.0,No,1025.5,1024.2,Yes,SW,5.0,19.0,Nuriootpa,52.0,10.7,52.7,5.0,2013-10-03,59.36,4.0
60.0,39.02,22.0,73.75999999999999,N,3.0,NW,37.0,No,1022.7,1017.3,No,WNW,0.0,19.0,Nuriootpa,25.0,11.6,56.84,1.0,2013-10-04,72.68,2.6
18.0,47.66,31.0,80.24000000000001,WNW,6.0,WSW,57.0,No,1012.5,1010.0,No,WNW,0.0,22.0,Nuriootpa,25.0,10.8,71.42,7.0,2013-10-05,74.84,4.6
78.0,51.620000000000005,17.0,66.38,WSW,7.0,SW,48.0,No,1013.5,1012.4,No,WSW,0.0,28.0,Nuriootpa,53.0,10.0,54.14,5.0,2013-10-06,63.14,8.0
86.0,39.02,11.0,68.72,NNE,3.0,WSW,44.0,No,1016.7,1015.6,No,SW,0.0,26.0,Nuriootpa,41.0,11.5,51.620000000000005,4.0,2013-10-07,66.74000000000001,4.0
73.0,43.519999999999996,13.0,78.62,NNE,0.0,N,48.0,No,1019.4,1016.6,No,N,0.2,17.0,Nuriootpa,28.0,11.8,56.48,0.0,2013-10-08,75.38,4.8
33.0,49.46,7.0,87.44,NE,1.0,NNW,56.0,No,1011.8,1007.6,No,N,0.0,17.0,Nuriootpa,18.0,5.9,73.04,7.0,2013-10-09,84.38000000000001,6.8
89.0,51.620000000000005,6.0,60.08,NNE,7.0,SW,43.0,Yes,1010.2,1013.3,No,SW,0.0,17.0,Nuriootpa,93.0,1.9,57.2,8.0,2013-10-10,53.24,7.6
