RainTomorrow,WindSpeed3pm,WindDir3pm,Rainfall,Pressure9am,RainToday,WindGustDir,Humidity3pm,WindSpeed9am,Pressure3pm,Humidity9am,Cloud9am,MinTempF,Temp9amF,Cloud3pm,MaxTempF,WindGustSpeed,Date,Location,WindDir9am,Temp3pmF
No,39.0,N,0.8,1023.1,No,N,41.0,28.0,1021.9,91.0,,32.54,44.42,,65.3,59.0,2013-10-18,Ballarat,N,62.959999999999994
No,35.0,N,0.0,1023.9,No,N,25.0,31.0,1019.0,43.0,,43.879999999999995,54.5,,72.5,56.0,2013-10-19,Ballarat,N,71.42
No,22.0,NNW,0.0,1014.1,No,NNE,30.0,33.0,1011.9,41.0,,51.620000000000005,62.24,,79.16,50.0,2013-10-20,Ballarat,NNE,75.92
Yes,24.0,SE,0.0,1013.8,No,SW,98.0,9.0,1014.3,80.0,5.0,54.68,58.64,8.0,67.28,39.0,2013-10-21,Ballarat,SE,57.379999999999995
Yes,11.0,E,2.0,1012.6,Yes,N,98.0,15.0,1009.1,99.0,8.0,47.66,49.64,8.0,64.4,52.0,2013-10-22,Ballarat,SE,58.459999999999994
Yes,28.0,WSW,21.6,1008.7,Yes,WSW,93.0,28.0,1012.6,98.0,8.0,48.92,50.36,8.0,55.04,54.0,2013-10-23,Ballarat,SSW,50.36
No,28.0,WSW,5.2,1018.6,Yes,W,60.0,22.0,1021.0,95.0,7.0,36.5,41.36,8.0,51.98,57.0,2013-10-24,Ballarat,WSW,49.28
Yes,30.0,W,0.4,1024.4,No,W,91.0,19.0,1022.9,95.0,8.0,32.18,44.96,8.0,54.32,46.0,2013-10-25,Ballarat,WNW,50.36
No,22.0,WSW,2.4,1024.5,Yes,WSW,68.0,19.0,1024.2,88.0,8.0,41.9,46.94,8.0,55.58,39.0,2013-10-26,Ballarat,WSW,53.6
Yes,11.0,SSW,0.0,1024.0,No,ESE,55.0,11.0,1022.0,91.0,7.0,40.64,47.48,4.0,61.7,26.0,2013-10-27,Ballarat,ESE,59.540000000000006
Yes,11.0,ESE,2.4,1015.2,Yes,S,75.0,9.0,1012.5,98.0,7.0,46.94,51.08,8.0,63.68,44.0,2013-10-28,Ballarat,ENE,62.42
No,26.0,SW,7.2,1017.4,Yes,S,67.0,31.0,1018.8,79.0,7.0,44.239999999999995,48.74,8.0,57.56,48.0,2013-10-29,Ballarat,S,54.14
No,17.0,WSW,0.0,1022.2,No,S,67.0,15.0,1021.7,87.0,8.0,44.6,46.94,8.0,57.379999999999995,35.0,2013-10-30,Ballarat,SSW,55.22
No,22.0,S,0.0,1024.1,No,SSE,71.0,22.0,1023.3,92.0,8.0,45.68,48.02,,60.62,35.0,2013-10-31,Ballarat,S,58.64
No,13.0,W,0.2,1020.6,No,ESE,42.0,6.0,1019.2,67.0,,41.0,54.86,,71.24000000000001,31.0,2013-11-01,Ballarat,N,69.44
No,24.0,W,0.0,1017.0,No,W,43.0,2.0,1015.1,82.0,,46.4,57.379999999999995,,74.48,39.0,2013-11-02,Ballarat,N,72.5
No,30.0,SSW,0.0,1018.1,No,WSW,65.0,22.0,1021.2,92.0,7.0,46.04,46.58,8.0,56.48,57.0,2013-11-03,Ballarat,WSW,52.16
No,26.0,S,0.4,1028.7,No,SSE,56.0,24.0,1028.5,74.0,8.0,39.92,47.48,1.0,59.36,44.0,2013-11-04,Ballarat,S,58.1
No,13.0,NNW,0.0,1026.6,No,SE,40.0,7.0,1023.8,70.0,,37.4,53.6,,71.6,39.0,2013-11-05,Ballarat,NNW,68.9
No,30.0,NNW,0.0,1018.3,No,N,31.0,30.0,1014.5,43.0,,44.78,62.059999999999995,,79.34,54.0,2013-11-06,Ballarat,NNE,78.25999999999999
No,13.0,SW,0.0,1011.1,No,SE,62.0,22.0,1010.7,45.0,,55.04,66.2,6.0,76.46,46.0,2013-11-07,Ballarat,NNE,71.42
Yes,19.0,W,0.0,1006.6,No,SE,98.0,9.0,1006.2,78.0,7.0,50.72,56.120000000000005,8.0,58.1,57.0,2013-11-08,Ballarat,SE,53.06
No,28.0,SSW,5.4,1015.0,Yes,SSE,59.0,24.0,1016.9,93.0,8.0,43.7,45.68,7.0,57.379999999999995,52.0,2013-11-09,Ballarat,SSW,54.5
No,30.0,SSE,0.0,1021.3,No,SSE,58.0,33.0,1020.9,74.0,2.0,38.3,49.1,8.0,57.74,52.0,2013-11-10,Ballarat,SSE,54.32
No,37.0,SE,0.2,1022.8,No,ESE,63.0,35.0,1020.7,75.0,5.0,44.78,50.72,3.0,60.8,59.0,2013-11-11,Ballarat,SE,56.84
Yes,24.0,SSE,0.0,1016.9,No,ESE,99.0,30.0,1015.2,94.0,8.0,47.48,51.08,8.0,53.42,57.0,2013-11-12,Ballarat,SE,52.34
Yes,24.0,WSW,9.2,1014.1,Yes,W,98.0,28.0,1013.9,98.0,6.0,45.14,48.379999999999995,8.0,52.7,44.0,2013-11-13,Ballarat,W,50.54
No,20.0,SSW,4.6,1017.9,Yes,SW,68.0,20.0,1017.9,85.0,8.0,45.68,47.66,8.0,57.56,37.0,2013-11-14,Ballarat,SW,55.04
No,22.0,S,0.2,1019.4,No,SSE,67.0,24.0,1019.1,79.0,8.0,44.239999999999995,50.9,8.0,57.56,39.0,2013-11-15,Ballarat,SSE,56.3
No,22.0,SSE,0.0,1018.7,No,SSE,62.0,24.0,1017.5,79.0,8.0,44.06,50.9,7.0,61.16,48.0,2013-11-16,Ballarat,SSE,57.74
No,22.0,SSE,0.0,1018.6,No,ESE,55.0,24.0,1017.1,69.0,1.0,46.76,55.94,1.0,68.18,43.0,2013-11-17,Ballarat,SE,66.92
No,9.0,NW,0.0,1016.1,No,ESE,42.0,7.0,1012.4,64.0,,43.34,59.36,,77.18,39.0,2013-11-18,Ballarat,N,75.2
No,19.0,NNW,0.0,1009.2,No,WSW,22.0,26.0,1007.1,40.0,,52.7,67.82,1.0,83.84,48.0,2013-11-19,Ballarat,NNE,83.48
No,35.0,SE,0.0,1010.9,No,SE,69.0,37.0,1010.5,91.0,7.0,49.82,51.44,4.0,59.0,63.0,2013-11-20,Ballarat,SE,56.3
Yes,19.0,W,0.4,1009.1,No,WNW,55.0,17.0,1008.1,100.0,7.0,46.22,49.82,2.0,64.75999999999999,35.0,2013-11-21,Ballarat,W,62.42
Yes,24.0,W,1.2,1009.1,Yes,W,77.0,20.0,1008.2,99.0,8.0,47.120000000000005,48.74,8.0,59.9,35.0,2013-11-22,Ballarat,WSW,57.02
Yes,20.0,SSW,6.2,1007.7,Yes,SW,95.0,19.0,1007.1,99.0,8.0,48.56,50.9,8.0,59.0,44.0,2013-11-23,Ballarat,SW,56.120000000000005
Yes,19.0,SW,4.0,1011.0,Yes,SSW,98.0,22.0,1012.1,99.0,7.0,47.120000000000005,48.379999999999995,8.0,58.1,41.0,2013-11-24,Ballarat,SSW,52.879999999999995
No,26.0,SE,1.6,1014.2,Yes,SE,61.0,28.0,1012.7,90.0,7.0,46.58,52.34,,65.84,50.0,2013-11-25,Ballarat,SE,64.4
No,11.0,NNW,0.0,1015.5,No,N,36.0,26.0,1014.4,60.0,,38.660000000000004,62.42,,77.0,37.0,2013-11-26,Ballarat,N,73.58
No,13.0,NNE,0.0,1015.2,No,N,29.0,22.0,1012.3,50.0,,51.98,69.44,7.0,84.74,52.0,2013-11-27,Ballarat,NNE,82.22
Yes,22.0,WSW,0.0,1006.5,No,SW,95.0,15.0,1008.4,75.0,6.0,57.92,61.519999999999996,7.0,64.22,50.0,2013-11-28,Ballarat,WSW,56.84
No,26.0,SSW,2.0,1014.2,Yes,S,52.0,26.0,1016.3,84.0,8.0,46.04,51.44,6.0,59.72,44.0,2013-11-29,Ballarat,S,56.48
No,19.0,ESE,0.2,1020.8,No,SSE,54.0,26.0,1019.8,76.0,7.0,44.96,52.34,,67.28,39.0,2013-11-30,Ballarat,SE,63.86
No,35.0,N,0.0,1019.6,No,N,28.0,31.0,1017.0,47.0,,38.839999999999996,65.84,,82.04,54.0,2013-12-01,Ballarat,NNE,78.44
No,24.0,NNW,0.0,1016.8,No,N,23.0,26.0,1013.2,36.0,,55.94,72.68,1.0,89.41999999999999,48.0,2013-12-02,Ballarat,N,88.16
Yes,20.0,NNW,0.0,1010.9,No,WNW,31.0,15.0,1007.8,66.0,,50.18,69.08,1.0,85.28,50.0,2013-12-03,Ballarat,WNW,83.84
No,19.0,SW,5.8,1002.2,Yes,NNE,69.0,22.0,1001.7,98.0,7.0,54.5,54.5,7.0,62.059999999999995,67.0,2013-12-04,Ballarat,WSW,58.64
Yes,26.0,S,0.2,1001.4,No,SSW,97.0,31.0,1005.2,97.0,8.0,39.38,45.14,8.0,51.620000000000005,57.0,2013-12-05,Ballarat,WSW,45.68
No,17.0,SW,5.8,1016.8,Yes,WNW,60.0,17.0,1017.8,89.0,8.0,32.18,45.68,8.0,59.0,37.0,2013-12-06,Ballarat,WSW,57.379999999999995
No,15.0,WSW,0.0,1020.3,No,W,39.0,4.0,1018.1,61.0,,36.86,56.3,,74.3,33.0,2013-12-07,Ballarat,NE,71.06
No,22.0,NW,0.0,1012.4,No,NW,31.0,31.0,1008.9,53.0,2.0,53.78,64.94,6.0,78.8,61.0,2013-12-08,Ballarat,N,74.48
Yes,17.0,WSW,0.0,1004.3,No,SW,100.0,7.0,1003.6,99.0,7.0,55.04,58.1,7.0,63.68,41.0,2013-12-09,Ballarat,ENE,54.86
No,31.0,W,11.8,1006.9,Yes,W,47.0,30.0,1007.5,68.0,8.0,46.4,50.9,7.0,62.78,65.0,2013-12-10,Ballarat,W,58.82
Yes,33.0,WSW,0.2,1008.7,No,W,51.0,30.0,1009.6,79.0,8.0,43.34,53.06,4.0,65.48,59.0,2013-12-11,Ballarat,NW,63.32
No,22.0,WNW,1.6,1012.5,Yes,WNW,41.0,19.0,1011.0,84.0,8.0,36.86,49.82,,69.8,44.0,2013-12-12,Ballarat,W,68.0
No,22.0,SW,0.0,1013.7,No,W,58.0,19.0,1013.6,92.0,7.0,49.46,56.48,8.0,70.34,41.0,2013-12-13,Ballarat,WSW,66.56
No,22.0,S,0.0,1019.7,No,S,47.0,28.0,1018.6,65.0,7.0,46.76,50.9,,65.48,39.0,2013-12-14,Ballarat,S,62.959999999999994
No,19.0,S,0.2,1020.5,No,S,53.0,24.0,1019.2,75.0,,44.42,54.32,,71.6,33.0,2013-12-15,Ballarat,SSE,69.25999999999999
No,17.0,SE,0.0,1020.5,No,SE,43.0,22.0,1018.9,91.0,8.0,50.9,54.5,,73.94,37.0,2013-12-16,Ballarat,SSE,71.96
No,20.0,SE,0.0,1020.5,No,SSE,46.0,19.0,1019.7,68.0,,47.3,58.82,,78.8,35.0,2013-12-17,Ballarat,SSE,75.92
No,13.0,SE,0.0,1020.4,No,SE,20.0,17.0,1018.0,40.0,,50.18,71.42,,89.96000000000001,39.0,2013-12-18,Ballarat,ESE,88.7
No,33.0,W,0.0,1015.4,No,W,13.0,28.0,1013.3,37.0,,58.459999999999994,80.78,,98.41999999999999,50.0,2013-12-19,Ballarat,NNE,96.61999999999999
No,31.0,SSE,0.0,1012.4,No,SE,37.0,22.0,1013.2,32.0,,66.74000000000001,82.75999999999999,,91.58000000000001,57.0,2013-12-20,Ballarat,NNE,84.02
No,19.0,SSE,0.0,1014.9,No,SE,70.0,31.0,1012.7,93.0,4.0,52.879999999999995,54.86,,67.64,61.0,2013-12-21,Ballarat,SE,65.84
No,30.0,NNW,0.2,1007.6,No,NW,53.0,13.0,1006.4,81.0,5.0,54.86,67.46,3.0,79.34,48.0,2013-12-22,Ballarat,NE,78.08
No,24.0,SSW,0.2,1011.4,No,SSW,64.0,17.0,1013.9,98.0,8.0,51.620000000000005,53.42,8.0,60.62,43.0,2013-12-23,Ballarat,SW,58.64
No,7.0,SE,0.0,1019.3,No,SSW,36.0,22.0,1017.3,66.0,1.0,48.379999999999995,53.6,,74.84,28.0,2013-12-24,Ballarat,S,69.62
No,19.0,N,0.0,1014.9,No,N,24.0,17.0,1012.1,39.0,,42.620000000000005,68.54,,82.58,35.0,2013-12-25,Ballarat,N,79.88
No,24.0,SSW,0.0,1010.6,No,SSW,53.0,22.0,1010.6,35.0,2.0,48.379999999999995,67.46,1.0,76.82,41.0,2013-12-26,Ballarat,N,72.32
No,20.0,SSE,0.0,1013.9,No,SE,41.0,22.0,1011.3,72.0,5.0,50.54,57.379999999999995,,75.2,41.0,2013-12-27,Ballarat,S,73.4
No,41.0,NW,0.0,1006.1,No,WNW,13.0,30.0,1001.2,33.0,,48.2,71.6,,95.18,89.0,2013-12-28,Ballarat,N,91.4
No,26.0,S,0.0,1016.7,No,S,35.0,31.0,1016.1,61.0,2.0,44.6,51.98,,68.0,46.0,2013-12-29,Ballarat,S,65.84
No,19.0,SSW,0.0,1015.6,No,SSE,29.0,19.0,1014.2,63.0,,41.36,53.78,,71.24000000000001,37.0,2013-12-30,Ballarat,SE,69.62
No,15.0,SSW,0.0,1015.8,No,SSW,33.0,22.0,1014.6,76.0,8.0,41.36,54.14,,77.9,37.0,2013-12-31,Ballarat,SSE,74.66
Yes,24.0,N,0.0,1009.5,No,N,84.0,28.0,1005.6,33.0,8.0,53.78,67.28,8.0,71.6,56.0,2014-01-01,Ballarat,NNE,59.72
No,11.0,SSE,5.8,1008.7,Yes,S,46.0,20.0,1007.4,86.0,1.0,50.0,53.78,,72.68,39.0,2014-01-02,Ballarat,SW,69.62
No,26.0,WSW,0.0,1002.8,No,WSW,40.0,7.0,1002.5,80.0,8.0,48.92,58.28,,69.44,52.0,2014-01-03,Ballarat,WSW,68.0
No,26.0,SW,0.2,1006.4,No,W,48.0,24.0,1007.0,98.0,8.0,44.6,51.44,8.0,66.56,52.0,2014-01-04,Ballarat,W,61.7
Yes,50.0,NW,0.0,1006.1,No,NW,39.0,26.0,1002.4,67.0,,39.02,56.3,7.0,70.88,74.0,2014-01-05,Ballarat,NNW,66.38
No,30.0,SW,2.8,1015.0,Yes,WSW,51.0,24.0,1018.1,73.0,8.0,45.14,51.620000000000005,8.0,60.980000000000004,54.0,2014-01-06,Ballarat,SW,59.18
No,33.0,S,0.0,1023.1,No,S,45.0,28.0,1021.5,69.0,8.0,44.239999999999995,50.9,5.0,65.84,52.0,2014-01-07,Ballarat,S,61.519999999999996
No,11.0,ENE,0.0,1020.8,No,SE,31.0,22.0,1017.6,70.0,,47.84,57.74,4.0,79.88,52.0,2014-01-08,Ballarat,ESE,75.92
No,26.0,NNE,0.0,1019.1,No,NE,33.0,30.0,1016.8,46.0,,52.7,69.8,3.0,86.72,50.0,2014-01-09,Ballarat,NNE,83.3
No,20.0,N,0.0,1018.8,No,N,31.0,31.0,1016.3,66.0,,64.22,69.62,,89.41999999999999,48.0,2014-01-10,Ballarat,N,86.36
No,19.0,SSW,0.0,1018.6,No,S,32.0,15.0,1017.8,84.0,,55.94,60.980000000000004,,81.32,41.0,2014-01-11,Ballarat,SSW,78.98
No,26.0,SE,0.0,1020.7,No,SE,30.0,28.0,1019.0,80.0,1.0,52.34,57.56,,83.48,44.0,2014-01-12,Ballarat,SSE,80.06
No,15.0,N,0.0,1017.2,No,NNE,15.0,9.0,1014.3,21.0,,57.56,80.78,,97.34,43.0,2014-01-13,Ballarat,NNE,95.72
No,26.0,W,0.0,1014.5,No,NNW,10.0,26.0,1012.1,27.0,,69.08,86.9,,106.34,54.0,2014-01-14,Ballarat,NNE,102.02
Yes,13.0,N,0.0,1016.5,No,NNW,17.0,22.0,1015.3,25.0,,73.04,90.68,,102.2,52.0,2014-01-15,Ballarat,N,101.48
No,22.0,N,4.6,1016.3,Yes,N,18.0,19.0,1014.5,28.0,,69.44,89.6,,100.4,39.0,2014-01-16,Ballarat,N,96.26
No,28.0,NW,0.2,1010.7,No,S,12.0,33.0,1007.3,22.0,,73.94,89.24,,105.08000000000001,67.0,2014-01-17,Ballarat,NNE,101.11999999999999
No,28.0,SE,0.0,1011.7,No,SSE,55.0,13.0,1012.0,55.0,,64.22,70.34,8.0,82.75999999999999,44.0,2014-01-18,Ballarat,S,76.1
No,30.0,SSE,0.0,1013.6,No,SE,37.0,33.0,1011.6,70.0,4.0,52.34,54.86,,73.94,54.0,2014-01-19,Ballarat,SSE,70.52
No,26.0,SSE,0.0,1011.6,No,SE,48.0,28.0,1010.1,83.0,8.0,53.78,60.62,4.0,75.02,54.0,2014-01-20,Ballarat,SSE,72.68
No,19.0,SW,0.0,1012.9,No,SSW,38.0,24.0,1012.9,71.0,8.0,53.24,55.94,,73.75999999999999,46.0,2014-01-21,Ballarat,S,71.6
No,24.0,ESE,0.0,1019.5,No,SE,28.0,33.0,1019.4,73.0,6.0,52.879999999999995,56.3,,75.56,59.0,2014-01-22,Ballarat,SSE,71.96
Yes,30.0,NNW,0.0,1018.6,No,SE,23.0,15.0,1014.7,42.0,,51.44,69.25999999999999,,89.78,56.0,2014-01-23,Ballarat,E,87.08000000000001
No,20.0,S,6.8,1009.0,Yes,SW,56.0,11.0,1009.5,99.0,8.0,58.64,59.18,6.0,74.12,46.0,2014-01-24,Ballarat,SSE,70.7
No,28.0,SSE,0.2,1018.7,No,SSE,33.0,31.0,1019.0,63.0,1.0,48.02,55.4,,69.8,50.0,2014-01-25,Ballarat,S,67.82
No,19.0,N,0.0,1021.6,No,SE,25.0,20.0,1018.7,68.0,,48.92,57.379999999999995,,84.56,41.0,2014-01-26,Ballarat,ESE,81.5
No,20.0,NNW,0.0,1018.6,No,N,23.0,31.0,1016.3,41.0,,57.02,72.14,,92.3,46.0,2014-01-27,Ballarat,N,88.52
No,39.0,NW,0.0,1013.6,No,N,13.0,39.0,1009.5,31.0,,69.25999999999999,80.06,,101.84,67.0,2014-01-28,Ballarat,N,100.22
No,30.0,ESE,0.0,1016.9,No,SE,45.0,26.0,1016.3,90.0,7.0,56.3,58.64,,74.48,50.0,2014-01-29,Ballarat,SE,72.5
No,15.0,NNW,0.0,1015.2,No,SE,23.0,15.0,1013.3,70.0,,52.16,62.78,,94.82,46.0,2014-01-30,Ballarat,SE,91.03999999999999
No,15.0,S,0.0,1012.9,No,SE,27.0,20.0,1012.2,75.0,,57.56,66.2,,90.68,44.0,2014-01-31,Ballarat,SE,89.6
No,17.0,WSW,0.0,1011.3,No,WSW,9.0,7.0,1009.7,80.0,,48.92,65.84,,99.68,39.0,2014-02-01,Ballarat,S,97.52
No,11.0,N,0.0,1010.9,No,W,11.0,13.0,1008.4,9.0,,61.16,88.52,,104.18,43.0,2014-02-02,Ballarat,ESE,102.56
No,28.0,SSW,0.0,1008.7,No,SSE,53.0,0.0,1012.5,30.0,,70.88,78.8,,82.4,61.0,2014-02-03,Ballarat,,74.66
No,44.0,SE,0.2,1018.9,No,SSE,41.0,48.0,1019.3,60.0,,50.36,56.120000000000005,,71.42,78.0,2014-02-04,Ballarat,SE,69.62
No,19.0,NNE,0.2,1019.5,No,ESE,32.0,20.0,1016.8,50.0,,51.08,66.2,,86.0,70.0,2014-02-05,Ballarat,NE,82.04
No,28.0,NNE,0.0,1015.5,No,NNE,28.0,35.0,1011.9,40.0,2.0,57.74,69.98,,89.96000000000001,48.0,2014-02-06,Ballarat,NNE,87.44
No,20.0,SW,0.0,1011.2,No,NNE,28.0,28.0,1010.3,29.0,,69.44,80.42,,94.82,44.0,2014-02-07,Ballarat,NNE,92.3
No,22.0,NW,0.0,1012.4,No,WNW,14.0,9.0,1009.9,29.0,,57.92,79.16,,100.94,56.0,2014-02-08,Ballarat,N,97.88000000000001
No,33.0,WSW,0.0,1008.3,No,NW,28.0,33.0,1013.5,20.0,,69.98,85.46000000000001,,93.74,61.0,2014-02-09,Ballarat,N,79.52
No,26.0,ESE,0.0,1019.0,No,SE,29.0,31.0,1017.1,67.0,,46.58,57.379999999999995,,76.46,46.0,2014-02-10,Ballarat,SSE,74.3
No,19.0,S,0.0,1015.0,No,SE,17.0,26.0,1013.5,75.0,,51.620000000000005,58.64,,87.26,48.0,2014-02-11,Ballarat,SE,86.18
No,26.0,SE,0.0,1013.5,No,ESE,26.0,9.0,1013.6,75.0,,54.68,65.66,,91.94,46.0,2014-02-12,Ballarat,S,89.24
No,22.0,SE,0.0,1013.4,No,SE,29.0,20.0,1010.9,59.0,,64.58,68.9,8.0,83.3,35.0,2014-02-13,Ballarat,W,81.86
No,19.0,E,0.0,1007.0,No,SE,34.0,6.0,1003.5,56.0,,60.980000000000004,68.54,,80.96,50.0,2014-02-14,Ballarat,W,80.96
No,6.0,NNE,0.0,997.6,No,S,62.0,15.0,995.7,73.0,8.0,62.24,69.98,7.0,80.78,39.0,2014-02-15,Ballarat,NE,75.2
No,31.0,S,0.4,1007.9,No,SSW,46.0,22.0,1009.4,94.0,8.0,54.68,55.76,7.0,72.32,46.0,2014-02-16,Ballarat,SSW,68.36
No,13.0,W,0.0,1012.9,No,SE,23.0,13.0,1011.1,87.0,,42.08,55.94,,79.7,46.0,2014-02-17,Ballarat,ESE,73.22
No,30.0,N,0.0,1008.7,No,N,19.0,7.0,1004.5,59.0,,48.56,63.86,,86.36,50.0,2014-02-18,Ballarat,ESE,84.2
Yes,15.0,WSW,0.0,1000.1,No,WNW,49.0,13.0,997.6,85.0,8.0,52.879999999999995,55.94,8.0,70.88,52.0,2014-02-19,Ballarat,NW,65.84
Yes,26.0,WSW,4.2,1008.8,Yes,WSW,56.0,28.0,1012.0,86.0,,44.96,49.28,8.0,63.14,52.0,2014-02-20,Ballarat,W,57.2
No,24.0,S,1.2,1020.1,Yes,SSW,40.0,19.0,1021.0,80.0,8.0,46.4,52.52,1.0,65.48,43.0,2014-02-21,Ballarat,SSW,63.14
No,30.0,SSE,0.0,1023.1,No,S,43.0,22.0,1022.6,85.0,8.0,49.64,52.879999999999995,,71.06,48.0,2014-02-22,Ballarat,S,68.18
No,11.0,SSW,0.0,1021.3,No,SE,27.0,31.0,1018.8,73.0,,50.72,56.120000000000005,,82.94,52.0,2014-02-23,Ballarat,SE,80.06
No,17.0,WNW,0.0,1019.1,No,SSE,23.0,22.0,1015.9,77.0,,51.08,58.28,,87.44,44.0,2014-02-24,Ballarat,SE,85.28
No,37.0,WNW,0.0,1010.4,No,NW,18.0,26.0,1006.8,45.0,,57.379999999999995,69.98,2.0,89.78,57.0,2014-02-25,Ballarat,N,86.53999999999999
No,17.0,SW,0.0,1012.1,No,SSE,37.0,20.0,1012.7,86.0,6.0,52.34,54.68,2.0,70.34,44.0,2014-02-26,Ballarat,S,67.64
No,20.0,SE,0.0,1020.2,No,S,38.0,28.0,1020.7,89.0,,41.36,52.7,,69.25999999999999,56.0,2014-02-27,Ballarat,S,66.56
No,22.0,ESE,0.0,1021.5,No,SE,34.0,37.0,1020.4,69.0,,49.82,54.5,,75.38,61.0,2014-02-28,Ballarat,SE,73.22
No,28.0,SSE,0.0,1022.4,No,SE,72.0,22.0,1021.6,88.0,8.0,53.78,60.08,8.0,71.96,44.0,2014-03-01,Ballarat,SE,66.38
No,20.0,SE,0.0,1022.5,No,SE,36.0,28.0,1021.5,77.0,,53.96,57.379999999999995,,75.74000000000001,43.0,2014-03-02,Ballarat,SE,71.78
No,9.0,N,0.0,1024.0,No,SE,20.0,15.0,1021.9,83.0,,50.18,56.48,,84.38000000000001,46.0,2014-03-03,Ballarat,ESE,81.68
No,28.0,N,0.0,1022.3,No,NNE,31.0,17.0,1018.8,47.0,,53.06,71.42,,87.8,67.0,2014-03-04,Ballarat,NNE,85.28
No,26.0,S,0.0,1017.1,No,SSE,66.0,19.0,1017.7,89.0,8.0,60.08,60.08,7.0,69.08,41.0,2014-03-05,Ballarat,SSW,64.75999999999999
No,24.0,SSE,0.0,1019.5,No,SSE,36.0,24.0,1018.4,63.0,,47.120000000000005,53.78,,69.44,43.0,2014-03-06,Ballarat,SE,67.64
No,26.0,S,0.0,1021.6,No,SE,58.0,19.0,1020.9,96.0,8.0,47.3,54.14,8.0,73.75999999999999,56.0,2014-03-07,Ballarat,S,69.08
No,22.0,SSE,0.0,1021.7,No,SE,48.0,26.0,1019.0,85.0,7.0,54.14,60.8,1.0,78.62,57.0,2014-03-08,Ballarat,ESE,75.56
No,19.0,NNW,0.0,1019.5,No,NNW,24.0,24.0,1016.8,64.0,,50.72,64.94,,86.18,39.0,2014-03-09,Ballarat,NNE,83.84
No,4.0,SSW,0.0,1019.3,No,NNE,22.0,24.0,1019.5,42.0,,60.980000000000004,70.88,7.0,84.56,37.0,2014-03-10,Ballarat,NNE,82.22
No,22.0,W,0.0,1019.9,No,NW,30.0,9.0,1017.0,50.0,8.0,62.959999999999994,70.34,3.0,85.28,43.0,2014-03-11,Ballarat,SSE,84.56
No,17.0,SSE,1.0,1020.2,No,SSW,47.0,19.0,1019.9,91.0,8.0,51.620000000000005,53.24,6.0,66.74000000000001,33.0,2014-03-12,Ballarat,SSW,64.04
No,11.0,SSW,0.0,1020.0,No,S,38.0,17.0,1017.2,79.0,,46.22,53.6,,75.38,35.0,2014-03-13,Ballarat,SE,71.6
No,22.0,NW,0.0,1014.7,No,N,27.0,11.0,1011.1,85.0,,51.44,57.379999999999995,,81.68,41.0,2014-03-14,Ballarat,ESE,80.06
No,44.0,N,0.0,1005.4,No,N,42.0,28.0,999.0,36.0,7.0,57.379999999999995,64.75999999999999,4.0,78.08,70.0,2014-03-15,Ballarat,N,74.12
No,26.0,W,1.0,1005.9,No,WSW,42.0,19.0,1006.1,98.0,7.0,44.96,47.84,8.0,63.14,56.0,2014-03-16,Ballarat,N,61.519999999999996
No,28.0,NW,0.2,1011.6,No,NW,52.0,22.0,1012.3,100.0,8.0,46.76,55.4,7.0,71.42,56.0,2014-03-17,Ballarat,N,67.82
No,24.0,WNW,0.0,1019.0,No,W,46.0,17.0,1019.6,92.0,8.0,43.519999999999996,53.96,4.0,71.6,39.0,2014-03-18,Ballarat,N,70.34
No,9.0,SSW,0.0,1026.6,No,ESE,32.0,17.0,1024.8,99.0,,41.18,52.16,,73.94,31.0,2014-03-19,Ballarat,S,71.78
No,28.0,NNW,0.0,1024.1,No,N,17.0,15.0,1020.4,60.0,,40.64,60.08,,81.32,43.0,2014-03-20,Ballarat,NNE,79.34
No,15.0,S,0.0,1015.4,No,SW,62.0,11.0,1015.8,42.0,,49.64,58.82,8.0,70.34,50.0,2014-03-21,Ballarat,SW,61.519999999999996
No,24.0,SSE,0.0,1020.7,No,SSE,52.0,19.0,1019.6,91.0,,41.36,46.94,6.0,61.88,43.0,2014-03-22,Ballarat,S,58.28
No,20.0,S,0.0,1018.5,No,S,49.0,17.0,1018.8,76.0,8.0,43.519999999999996,48.379999999999995,8.0,58.64,39.0,2014-03-23,Ballarat,S,56.3
No,22.0,SSE,0.2,1019.9,No,SE,66.0,17.0,1019.4,100.0,8.0,42.44,50.54,8.0,64.4,43.0,2014-03-24,Ballarat,S,59.9
No,20.0,SSE,0.0,1022.9,No,SE,52.0,28.0,1021.8,87.0,8.0,50.36,54.5,8.0,71.96,48.0,2014-03-25,Ballarat,SE,68.0
Yes,26.0,ESE,0.0,1024.5,No,ESE,40.0,17.0,1021.9,99.0,,54.32,57.379999999999995,,81.32,44.0,2014-03-26,Ballarat,SE,76.46
Yes,26.0,NNW,18.4,1016.7,Yes,NNW,90.0,7.0,1014.2,100.0,7.0,57.379999999999995,59.72,8.0,71.06,35.0,2014-03-27,Ballarat,E,66.02
No,15.0,SSW,4.2,1016.5,Yes,S,52.0,9.0,1015.3,100.0,8.0,53.78,55.22,,73.94,37.0,2014-03-28,Ballarat,S,71.96
Yes,15.0,W,0.0,1017.3,No,W,31.0,6.0,1016.1,100.0,,49.82,53.96,6.0,78.25999999999999,28.0,2014-03-29,Ballarat,SE,75.74000000000001
No,13.0,N,1.6,1019.5,Yes,NNW,50.0,2.0,1018.5,100.0,,51.26,57.74,8.0,78.44,31.0,2014-03-30,Ballarat,ESE,73.4
