wind gust dir,temp 9 am c,wind speed 9 am,rain tomorrow,wind dir 9 am,date,temp 3 pm c,wind speed 3 pm,location,wind dir 3 pm,pressure 9 am,cloud 3 pm,min temp c,max temp c,pressure 3 pm,wind gust speed,rain today,humidity 3 pm,rainfall,humidity 9 am,cloud 9 am
S,28.1,15.0,No,ESE,2014-02-18,35.6,17.0,Uluru,SSE,1010.0,,17.5,36.7,1005.2,44.0,No,10.0,0.0,20.0,
SE,22.3,24.0,No,SSE,2014-02-19,30.8,19.0,Uluru,S,1010.9,,20.1,32.6,1007.5,44.0,No,17.0,0.0,46.0,
SE,21.2,28.0,No,ESE,2014-02-20,30.1,17.0,Uluru,ESE,1014.3,,17.7,32.5,1010.2,43.0,No,21.0,0.0,44.0,
SE,21.8,30.0,No,ESE,2014-02-21,30.2,22.0,Uluru,ESE,1017.5,,15.2,31.3,1013.3,56.0,No,16.0,0.0,27.0,
E,22.3,31.0,No,E,2014-02-22,30.4,26.0,Uluru,SE,1017.6,,15.7,32.2,1012.9,59.0,No,13.0,0.0,27.0,
ESE,23.5,26.0,No,E,2014-02-23,31.6,19.0,Uluru,ESE,1015.6,,15.3,34.0,1010.9,48.0,No,11.0,0.0,24.0,
,24.9,22.0,,ESE,2014-02-24,,,Uluru,,1014.1,,18.4,,,,No,,0.0,23.0,
E,,,No,,2014-02-25,26.7,7.0,Uluru,NE,,,,27.2,1010.1,28.0,,49.0,,,
SSE,24.0,22.0,No,SSE,2014-02-26,32.6,20.0,Uluru,SSW,1012.1,,16.1,34.0,1008.5,41.0,No,20.0,0.0,34.0,
SE,21.1,20.0,No,SSE,2014-02-27,30.8,13.0,Uluru,ENE,1014.0,,16.7,33.0,1011.4,41.0,No,24.0,0.0,42.0,
ESE,22.0,19.0,No,SE,2014-02-28,33.3,20.0,Uluru,E,1014.5,,17.9,34.5,1011.2,39.0,No,16.0,0.0,33.0,
ESE,26.9,26.0,No,ESE,2014-03-01,34.1,13.0,Uluru,ENE,1014.9,,21.2,36.1,1011.0,41.0,No,17.0,0.0,25.0,
ENE,27.1,26.0,No,E,2014-03-02,33.8,22.0,Uluru,SE,1015.2,,20.5,35.3,1011.3,39.0,No,16.0,0.0,25.0,
ESE,27.1,24.0,No,ENE,2014-03-03,34.0,24.0,Uluru,ESE,1015.8,,18.2,35.8,1011.4,41.0,No,14.0,0.0,27.0,
SE,28.1,9.0,No,E,2014-03-04,35.9,17.0,Uluru,S,1016.2,,19.3,36.5,1011.9,41.0,No,15.0,0.0,28.0,
E,28.3,13.0,No,SE,2014-03-05,34.2,19.0,Uluru,SE,1015.5,,22.9,37.3,1010.7,39.0,No,20.0,0.0,42.0,
,30.7,20.0,,ESE,2014-03-06,34.7,24.0,Uluru,E,1014.2,,22.0,36.7,1010.5,,No,22.0,0.0,25.0,
,29.7,28.0,,SE,2014-03-07,28.7,44.0,Uluru,S,1015.8,,25.9,36.1,1012.7,,,36.0,,28.0,
,26.6,,No,,2014-03-08,33.9,6.0,Uluru,WNW,1014.7,,,36.4,1009.8,,,19.0,,36.0,
,28.4,13.0,,ENE,2014-03-09,36.2,11.0,Uluru,NNE,1013.0,,20.0,37.4,1008.6,,No,18.0,0.0,36.0,
,30.2,15.0,,E,2014-03-10,37.6,15.0,Uluru,ESE,1013.9,,21.7,38.9,1010.1,,,13.0,,26.0,
,,,,,2014-03-11,38.2,20.0,Uluru,ESE,,,,38.6,1011.5,,,14.0,,,
E,28.6,28.0,No,ESE,2014-03-12,36.0,30.0,Uluru,ENE,1016.7,,21.8,37.6,1012.5,50.0,,14.0,,25.0,
,28.7,31.0,,E,2014-03-13,34.8,20.0,Uluru,NE,1015.7,,22.4,,1013.3,,No,20.0,0.0,31.0,
,,,,,2014-03-14,,,Uluru,,,,,,,,,,,,
,,,,,2014-03-15,37.9,19.0,Uluru,NNW,,,,40.1,1006.7,,,15.0,,,
SE,25.6,22.0,No,SE,2014-03-16,35.8,19.0,Uluru,S,1014.1,,23.5,37.0,1010.1,37.0,,20.0,,36.0,
ESE,27.4,26.0,No,E,2014-03-17,35.7,11.0,Uluru,N,1015.5,,20.2,37.9,1011.4,44.0,No,19.0,0.0,27.0,
ENE,28.8,20.0,No,E,2014-03-18,37.1,9.0,Uluru,NE,1017.0,,20.8,38.4,1013.4,39.0,No,20.0,0.0,25.0,
ENE,28.2,31.0,,E,2014-03-19,35.2,22.0,Uluru,E,1019.4,,23.2,37.3,1014.8,69.0,No,16.0,0.0,23.0,
E,27.6,33.0,No,ENE,2014-03-20,34.5,20.0,Uluru,SSE,1017.0,,20.3,36.2,1011.6,48.0,,12.0,,26.0,
SE,28.3,20.0,No,SE,2014-03-21,35.6,15.0,Uluru,E,1015.2,,21.3,36.7,1011.0,43.0,No,13.0,0.0,23.0,
ENE,27.2,28.0,,E,2014-03-22,34.9,11.0,Uluru,W,1015.6,,22.2,35.8,1011.3,44.0,No,16.0,0.0,32.0,
SE,27.4,26.0,,SE,2014-03-23,33.7,22.0,Uluru,ESE,1017.2,,22.0,34.7,1014.2,43.0,,18.0,,27.0,
,22.5,28.0,,ESE,2014-03-24,29.3,15.0,Uluru,ESE,,,,31.0,1013.8,,,22.0,,28.0,
SE,20.3,31.0,No,E,2014-03-25,27.8,24.0,Uluru,SE,1018.5,,12.8,28.7,1013.7,43.0,,19.0,,35.0,
E,21.9,20.0,No,ESE,2014-03-26,28.1,17.0,Uluru,SSE,1017.1,,12.2,29.7,1012.8,37.0,No,17.0,0.0,33.0,
NNE,22.4,13.0,No,E,2014-03-27,30.4,11.0,Uluru,ESE,1015.0,,11.5,32.5,1010.8,30.0,No,12.0,0.0,25.0,
E,23.2,22.0,No,E,2014-03-28,30.8,9.0,Uluru,W,1016.1,,13.8,32.8,1011.9,31.0,No,14.0,0.0,28.0,
N,23.9,17.0,No,E,2014-03-29,34.8,17.0,Uluru,NW,1014.6,,17.5,35.1,1011.1,28.0,No,9.0,0.0,23.0,
N,23.7,11.0,No,ESE,2014-03-30,35.6,24.0,Uluru,NNE,1014.7,,18.1,37.4,1011.1,39.0,No,9.0,0.0,22.0,
SSW,27.0,9.0,Yes,E,2014-03-31,35.4,17.0,Uluru,NNE,1014.1,,18.7,37.6,1009.7,48.0,No,22.0,0.0,21.0,
SW,26.5,11.0,No,ENE,2014-04-01,35.1,17.0,Uluru,W,1014.4,,19.2,37.2,1009.2,41.0,Yes,24.0,3.8,54.0,
SSW,28.5,24.0,Yes,SE,2014-04-02,35.1,15.0,Uluru,S,1012.3,,20.5,36.7,1009.1,50.0,No,21.0,0.0,32.0,
E,20.2,17.0,No,SE,2014-04-03,27.4,19.0,Uluru,ESE,1017.4,,19.1,28.8,1014.2,41.0,Yes,49.0,3.0,87.0,
ENE,16.8,20.0,No,ESE,2014-04-04,27.0,17.0,Uluru,E,1018.5,,16.0,28.7,1014.1,35.0,No,45.0,0.0,79.0,
E,21.6,26.0,Yes,E,2014-04-05,30.5,7.0,Uluru,ESE,1017.3,,16.7,32.2,1013.1,39.0,No,31.0,0.0,42.0,
E,19.4,9.0,Yes,NW,2014-04-06,21.0,4.0,Uluru,NNW,1017.3,,19.3,22.0,1014.9,35.0,Yes,96.0,3.2,94.0,
S,20.0,13.0,Yes,ESE,2014-04-07,19.4,15.0,Uluru,E,1012.4,,18.4,20.6,1010.6,37.0,Yes,96.0,6.4,98.0,
,17.4,7.0,,N,2014-04-08,,,Uluru,,1014.3,,16.4,19.4,,,Yes,,65.0,100.0,
,17.3,4.0,,N,2014-04-09,23.0,9.0,Uluru,W,1012.5,,16.0,26.9,1011.5,,,63.0,,98.0,
,14.7,9.0,,S,2014-04-10,28.7,19.0,Uluru,SW,1012.8,,14.6,29.4,1011.3,,,31.0,,93.0,
SSE,20.2,19.0,No,SE,2014-04-11,25.3,17.0,Uluru,SSE,1016.4,,15.7,26.2,1012.6,30.0,,43.0,,71.0,
ESE,19.5,22.0,No,SE,2014-04-12,25.8,19.0,Uluru,ESE,1016.4,,12.5,26.4,1012.6,35.0,No,31.0,0.0,62.0,
ESE,18.3,17.0,No,ESE,2014-04-13,26.2,19.0,Uluru,ESE,1017.9,,12.6,26.8,1014.7,37.0,No,27.0,0.0,57.0,
SSE,18.4,24.0,No,SE,2014-04-14,25.6,20.0,Uluru,ESE,1018.7,,12.6,26.5,1015.1,44.0,No,27.0,0.0,52.0,
ESE,19.2,22.0,No,ESE,2014-04-15,26.6,15.0,Uluru,SE,1019.9,,12.5,27.3,1016.6,35.0,No,26.0,0.0,49.0,
ESE,19.7,20.0,No,E,2014-04-16,27.4,15.0,Uluru,ESE,1020.3,,12.7,28.4,1016.4,30.0,No,18.0,0.0,41.0,
ENE,19.2,13.0,No,ESE,2014-04-17,27.9,15.0,Uluru,E,1020.6,,11.4,28.8,1017.6,39.0,No,20.0,0.0,44.0,
E,19.8,13.0,No,ESE,2014-04-18,28.7,17.0,Uluru,E,1021.1,,11.4,29.8,1017.7,39.0,No,17.0,0.0,37.0,
E,20.3,9.0,No,E,2014-04-19,27.8,11.0,Uluru,SE,1020.3,,10.4,28.8,1015.4,35.0,No,18.0,0.0,37.0,
ENE,20.0,9.0,No,ESE,2014-04-20,28.9,9.0,Uluru,NE,1018.0,,10.3,29.6,1013.8,30.0,No,17.0,0.0,40.0,
WNW,20.2,4.0,No,SE,2014-04-21,29.8,11.0,Uluru,NNW,1016.5,,11.3,30.5,1012.8,31.0,No,15.0,0.0,40.0,
SW,21.1,7.0,,S,2014-04-22,31.3,9.0,Uluru,SSW,1017.2,,10.1,31.6,1013.3,28.0,No,19.0,0.0,35.0,
SSW,20.8,13.0,,ESE,2014-04-23,30.3,22.0,Uluru,W,1016.9,,,31.2,1013.0,37.0,,21.0,,55.0,
SE,21.0,20.0,,ESE,2014-04-24,29.4,20.0,Uluru,SSE,1015.6,,,30.2,1012.0,30.0,,20.0,,47.0,
NNW,20.8,11.0,,E,2014-04-25,31.5,11.0,Uluru,NE,1015.2,,,32.5,1010.8,24.0,,17.0,,44.0,
NNE,24.3,11.0,,NE,2014-04-26,32.2,9.0,Uluru,NE,1015.8,,,33.4,1011.9,24.0,,17.0,,34.0,
NE,23.6,13.0,,E,2014-04-27,33.6,19.0,Uluru,NNE,1016.1,,,34.2,1011.3,61.0,,18.0,,35.0,
N,,,,,2014-04-28,33.6,28.0,Uluru,NNW,1014.7,,,35.2,1010.4,44.0,,33.0,,,
,,,,,2014-04-29,18.3,22.0,Uluru,SSE,1016.3,,,,1017.3,,,62.0,,,
,,,,,2014-04-30,21.5,17.0,Uluru,ESE,,,,,1017.5,,,40.0,,,
ENE,15.4,19.0,,E,2014-05-01,22.5,15.0,Uluru,SSE,1020.9,,,23.5,1017.3,33.0,,34.0,,57.0,1.0
,15.3,13.0,,S,2014-05-02,20.8,22.0,Uluru,SSW,1020.9,,,21.9,1017.3,,,34.0,,58.0,
S,,,,,2014-05-03,20.6,13.0,Uluru,SSW,,,,21.4,1015.9,39.0,,35.0,,,
ENE,,11.0,,E,2014-05-04,22.0,7.0,Uluru,NE,1020.0,,,23.0,1016.5,26.0,,35.0,,,
NNE,,9.0,,NE,2014-05-05,25.0,13.0,Uluru,E,1020.9,,,26.2,1016.9,35.0,,29.0,,,
E,18.1,19.0,,E,2014-05-06,25.9,7.0,Uluru,SSW,1020.7,,,27.3,1017.1,28.0,,28.0,,52.0,
ENE,19.1,17.0,,ENE,2014-05-07,26.5,7.0,Uluru,NNE,1020.1,,,27.8,1016.5,30.0,,29.0,,50.0,
NNW,,13.0,,NE,2014-05-08,27.6,19.0,Uluru,N,1018.3,,,28.5,1014.1,28.0,,28.0,,,
NNW,,4.0,,SW,2014-05-09,27.7,17.0,Uluru,WNW,1015.8,,,28.3,1012.5,39.0,,26.0,,,1.0
E,18.3,22.0,,SE,2014-05-10,27.0,13.0,Uluru,E,1018.8,,,28.0,1015.4,35.0,,35.0,,67.0,2.0
NNE,18.1,30.0,,NNE,2014-05-11,26.5,19.0,Uluru,ENE,1020.9,3.0,,27.7,1017.4,48.0,,31.0,,58.0,1.0
NNE,19.9,17.0,,E,2014-05-12,27.9,15.0,Uluru,NNE,1021.5,1.0,,28.7,1017.7,35.0,,32.0,,59.0,1.0
NE,17.6,13.0,,SE,2014-05-13,28.0,9.0,Uluru,NNW,1021.9,,,28.8,1018.3,30.0,,29.0,,65.0,
SW,16.4,9.0,,SSW,2014-05-14,28.5,11.0,Uluru,WNW,1020.7,,,28.8,1016.9,30.0,,22.0,,56.0,
E,19.4,9.0,,E,2014-05-15,28.4,11.0,Uluru,E,1020.6,,,29.0,1016.9,50.0,,19.0,,42.0,
NE,18.6,13.0,,E,2014-05-16,26.5,7.0,Uluru,ENE,1020.9,,,27.4,1017.3,35.0,,20.0,,38.0,
NE,17.4,11.0,,SE,2014-05-17,25.8,11.0,Uluru,NE,1020.6,,,27.2,1017.4,19.0,,29.0,,43.0,
ESE,20.5,9.0,,ESE,2014-05-18,28.3,4.0,Uluru,SSE,1019.8,,,29.1,1016.9,24.0,,27.0,,48.0,
E,18.9,9.0,No,SE,2014-05-19,27.7,9.0,Uluru,NE,1020.2,,,28.4,1017.1,24.0,,29.0,,52.0,6.0
W,18.7,11.0,No,ESE,2014-05-20,27.0,0.0,Uluru,,1020.3,,14.9,27.6,1017.2,28.0,No,35.0,0.0,57.0,4.0
W,18.3,7.0,Yes,E,2014-05-21,24.2,17.0,Uluru,W,1018.0,5.0,13.7,24.9,1015.5,35.0,No,43.0,0.0,55.0,
WNW,16.7,7.0,No,SSE,2014-05-22,23.0,6.0,Uluru,NW,1018.0,8.0,15.6,24.9,1014.3,22.0,Yes,50.0,4.8,95.0,
NW,14.9,0.0,,,2014-05-23,26.0,11.0,Uluru,NNW,1018.8,,9.5,26.6,1014.9,28.0,No,32.0,0.0,83.0,
N,,,No,,2014-05-24,28.6,11.0,Uluru,W,,,8.5,29.1,1015.4,24.0,,27.0,,,
N,18.3,6.0,Yes,ESE,2014-05-25,30.4,15.0,Uluru,N,1018.5,,9.9,31.0,1013.4,35.0,No,25.0,0.0,58.0,
WSW,16.3,9.0,No,N,2014-05-26,22.5,24.0,Uluru,W,1016.4,2.0,15.8,23.3,1013.8,43.0,Yes,55.0,5.6,98.0,6.0
WSW,14.7,0.0,No,,2014-05-27,21.9,2.0,Uluru,WSW,1018.5,,8.1,22.9,1015.8,30.0,No,36.0,0.0,76.0,
ENE,13.3,9.0,No,SE,2014-05-28,21.6,9.0,Uluru,NNE,1020.6,,7.4,22.6,1017.1,24.0,No,36.0,0.0,75.0,
E,14.8,13.0,No,ESE,2014-05-29,25.3,11.0,Uluru,NW,1019.6,,8.4,25.7,1015.6,26.0,No,30.0,0.0,68.0,
SSW,13.6,20.0,No,SSW,2014-05-30,22.3,15.0,Uluru,WSW,1018.0,,8.4,22.8,1015.2,33.0,No,34.0,0.0,67.0,
SSW,10.2,9.0,No,S,2014-05-31,20.3,17.0,Uluru,S,1021.5,,4.3,21.0,1017.9,35.0,No,32.0,0.0,76.0,
ENE,10.7,13.0,No,ESE,2014-06-01,20.6,15.0,Uluru,E,1022.4,,3.4,21.2,1019.6,33.0,No,34.0,0.0,74.0,
ENE,11.2,11.0,No,ESE,2014-06-02,21.5,6.0,Uluru,SE,1022.3,,6.3,22.1,1018.9,30.0,No,33.0,0.0,72.0,
ESE,10.8,11.0,No,SE,2014-06-03,20.4,17.0,Uluru,E,1022.2,,6.6,21.6,1018.7,31.0,No,33.0,0.0,71.0,
ESE,10.7,15.0,No,ESE,2014-06-04,19.8,17.0,Uluru,E,1025.0,,6.3,21.0,1021.5,39.0,No,31.0,0.0,70.0,
SE,12.7,20.0,No,ESE,2014-06-05,19.1,24.0,Uluru,ESE,1026.3,,8.0,20.5,1023.5,46.0,No,42.0,0.0,65.0,
E,11.1,22.0,No,ESE,2014-06-06,19.7,26.0,Uluru,ESE,1028.1,,6.2,20.5,1024.9,50.0,No,33.0,0.0,67.0,
E,10.9,20.0,No,ESE,2014-06-07,19.2,24.0,Uluru,ESE,1028.8,,7.3,19.9,1025.9,48.0,No,33.0,0.0,71.0,
E,10.0,17.0,No,SE,2014-06-08,19.1,26.0,Uluru,SE,1028.4,,4.4,19.6,1025.2,48.0,No,30.0,0.0,64.0,
E,9.9,20.0,No,ESE,2014-06-09,18.3,19.0,Uluru,ESE,1026.1,,5.4,19.6,1021.8,43.0,No,40.0,0.0,67.0,
ENE,9.2,24.0,No,E,2014-06-10,17.6,19.0,Uluru,ENE,1022.9,,5.3,18.8,1017.7,43.0,No,29.0,0.0,61.0,
S,7.8,11.0,No,SSE,2014-06-11,19.7,15.0,Uluru,NNW,1018.2,,1.5,20.9,1014.2,50.0,No,21.0,0.0,54.0,
SSE,11.3,19.0,No,S,2014-06-12,17.8,24.0,Uluru,SSW,1017.7,,6.8,18.9,1015.8,41.0,No,46.0,0.0,63.0,
SSW,9.5,15.0,No,S,2014-06-13,17.0,17.0,Uluru,S,1022.7,,3.6,17.9,1020.4,39.0,No,36.0,0.0,64.0,
SSE,10.8,19.0,No,SSE,2014-06-14,15.9,19.0,Uluru,SSE,1026.5,,2.5,16.7,1023.6,41.0,No,40.0,0.0,61.0,8.0
SSE,11.0,15.0,No,SE,2014-06-15,16.5,17.0,Uluru,SSE,1027.6,,4.6,17.3,1024.6,35.0,No,34.0,0.0,51.0,
E,8.6,17.0,No,ESE,2014-06-16,17.0,28.0,Uluru,E,1028.8,,4.0,17.8,1025.3,44.0,No,35.0,0.0,67.0,
E,8.3,17.0,No,ESE,2014-06-17,18.8,24.0,Uluru,E,1028.5,,3.1,19.6,1023.9,41.0,No,29.0,0.0,70.0,
NE,7.8,13.0,No,SE,2014-06-18,18.6,6.0,Uluru,WNW,1025.7,,2.0,19.3,1020.9,37.0,No,29.0,0.0,70.0,
W,9.7,4.0,No,S,2014-06-19,22.9,19.0,Uluru,W,1021.0,,6.8,23.8,1017.7,35.0,No,23.0,0.0,57.0,
ENE,9.9,7.0,No,SSE,2014-06-20,21.8,7.0,Uluru,NNW,1023.3,,3.4,23.1,1020.1,22.0,No,19.0,0.0,53.0,
NNE,11.5,13.0,No,SE,2014-06-21,25.0,17.0,Uluru,WNW,1023.9,,2.8,25.5,1019.8,39.0,No,21.0,0.0,53.0,
WNW,11.0,4.0,No,SSE,2014-06-22,27.5,22.0,Uluru,WSW,1021.4,,3.5,28.1,1016.5,46.0,No,23.0,0.0,54.0,
S,13.9,24.0,No,SSW,2014-06-23,15.5,13.0,Uluru,S,1023.3,,10.8,16.0,1022.5,39.0,No,29.0,0.0,35.0,
SE,10.4,15.0,No,SSE,2014-06-24,17.0,13.0,Uluru,ESE,1027.0,,7.3,18.0,1023.5,31.0,No,31.0,0.0,56.0,
E,8.6,9.0,No,SE,2014-06-25,18.9,13.0,Uluru,E,1028.0,,0.2,19.4,1024.7,31.0,No,30.0,0.0,70.0,
SE,8.6,6.0,No,E,2014-06-26,21.3,11.0,Uluru,N,1026.3,,0.0,21.9,1021.6,28.0,No,17.0,0.0,71.0,
W,7.5,7.0,No,NNW,2014-06-27,23.2,28.0,Uluru,W,1019.7,,0.1,23.8,1014.9,54.0,No,21.0,0.0,55.0,
SSW,7.7,6.0,No,SW,2014-06-28,16.1,17.0,Uluru,SSW,1023.6,,-1.4,16.9,1020.8,39.0,No,31.0,0.0,59.0,
SSE,5.7,7.0,No,S,2014-06-29,16.0,15.0,Uluru,SSE,1026.2,,-0.8,17.1,1023.7,33.0,No,36.0,0.0,75.0,
E,8.0,13.0,No,ESE,2014-06-30,17.2,24.0,Uluru,E,1028.9,,-1.2,18.4,1026.0,43.0,No,30.0,0.0,68.0,
ESE,7.6,17.0,No,E,2014-07-01,17.4,22.0,Uluru,E,1030.4,,2.1,18.2,1026.9,43.0,No,30.0,0.0,69.0,
E,7.4,15.0,No,ESE,2014-07-02,18.3,20.0,Uluru,ENE,1027.8,,2.4,18.9,1022.3,41.0,No,23.0,0.0,61.0,
NW,6.3,9.0,No,SSE,2014-07-03,20.2,6.0,Uluru,WNW,1023.1,,-0.7,20.8,1018.5,24.0,No,21.0,0.0,58.0,
ESE,7.3,13.0,No,S,2014-07-04,21.4,11.0,Uluru,ENE,1023.8,,-0.4,21.7,1020.7,28.0,No,18.0,0.0,47.0,
E,10.6,15.0,No,SE,2014-07-05,19.9,11.0,Uluru,ESE,1026.4,,1.5,20.5,1023.7,30.0,No,29.0,0.0,61.0,
ENE,7.9,7.0,No,SE,2014-07-06,19.8,9.0,Uluru,E,1025.2,,-0.2,21.6,1020.5,26.0,No,22.0,0.0,59.0,
NNW,6.0,7.0,No,SSE,2014-07-07,22.4,22.0,Uluru,NW,1020.2,,-1.2,23.0,1014.4,41.0,No,15.0,0.0,50.0,
W,11.2,13.0,No,NW,2014-07-08,22.9,30.0,Uluru,WNW,1013.7,,0.6,23.6,1010.1,56.0,No,25.0,0.0,34.0,
S,9.7,11.0,No,S,2014-07-09,15.6,17.0,Uluru,SSW,1019.1,,3.9,16.5,1017.7,43.0,No,30.0,0.0,46.0,
ENE,6.2,11.0,No,SE,2014-07-10,16.4,4.0,Uluru,E,1023.6,,-1.9,17.2,1020.0,35.0,No,30.0,0.0,60.0,
NW,7.2,13.0,No,ESE,2014-07-11,20.1,9.0,Uluru,NW,1021.8,,-0.6,20.8,1018.8,24.0,No,23.0,0.0,53.0,
ESE,8.0,17.0,No,SE,2014-07-12,20.9,15.0,Uluru,E,1024.1,,0.1,21.5,1021.0,31.0,No,18.0,0.0,50.0,
ENE,10.5,13.0,Yes,ESE,2014-07-13,8.5,22.0,Uluru,ENE,1025.1,8.0,8.0,11.7,1022.6,43.0,No,87.0,0.0,48.0,5.0
E,7.9,11.0,No,E,2014-07-14,14.3,7.0,Uluru,NNW,1022.0,8.0,7.0,16.1,1017.8,24.0,Yes,64.0,1.6,94.0,8.0
W,9.4,0.0,No,,2014-07-15,19.5,19.0,Uluru,SSW,1019.4,,2.9,20.3,1017.7,37.0,No,31.0,0.0,94.0,
ESE,7.0,9.0,No,S,2014-07-16,18.8,6.0,Uluru,ESE,1024.1,,-0.5,20.3,1021.5,26.0,No,24.0,0.0,60.0,
SE,9.3,9.0,No,E,2014-07-17,19.6,22.0,Uluru,SE,1026.7,,2.7,20.3,1024.3,43.0,No,26.0,0.0,53.0,
ENE,10.0,19.0,No,E,2014-07-18,15.6,24.0,Uluru,E,1027.1,,7.6,16.3,1023.7,44.0,No,45.0,0.0,69.0,
E,10.4,15.0,No,E,2014-07-19,16.4,11.0,Uluru,SE,1024.9,6.0,8.9,16.6,1021.4,35.0,No,36.0,0.2,61.0,8.0
NNW,10.3,15.0,No,ESE,2014-07-20,22.2,9.0,Uluru,NNW,1021.9,,6.4,23.0,1017.9,28.0,No,22.0,0.0,44.0,1.0
WNW,10.3,13.0,No,SE,2014-07-21,23.8,19.0,Uluru,WSW,1021.0,3.0,4.4,25.2,1018.1,37.0,No,25.0,0.0,51.0,
NNW,14.2,6.0,Yes,SE,2014-07-22,25.8,26.0,Uluru,NW,1019.9,8.0,7.5,28.0,1014.6,41.0,No,24.0,0.0,51.0,5.0
WSW,14.8,0.0,No,,2014-07-23,21.0,28.0,Uluru,W,1017.7,,10.5,22.3,1014.4,52.0,Yes,35.0,1.4,87.0,8.0
SW,7.3,4.0,No,SW,2014-07-24,19.0,20.0,Uluru,NW,1019.8,,-0.7,19.8,1016.4,33.0,No,28.0,0.0,73.0,
SE,7.7,0.0,No,,2014-07-25,19.2,9.0,Uluru,E,1024.6,,-0.6,20.1,1021.8,24.0,No,26.0,0.0,66.0,
ENE,10.7,20.0,No,E,2014-07-26,23.4,11.0,Uluru,NE,1027.2,,5.5,24.6,1023.3,35.0,No,24.0,0.0,52.0,
WSW,11.4,9.0,No,SE,2014-07-27,25.3,19.0,Uluru,WNW,1025.8,,4.7,26.4,1021.5,37.0,No,20.0,0.0,58.0,
WNW,14.0,9.0,No,SSW,2014-07-28,26.9,9.0,Uluru,WNW,1023.4,,4.3,27.1,1019.5,28.0,No,18.0,0.0,44.0,
ESE,14.2,0.0,No,,2014-07-29,24.8,7.0,Uluru,SE,1024.4,,6.4,26.3,1021.1,28.0,No,15.0,0.0,36.0,
E,13.9,11.0,No,SE,2014-07-30,26.1,9.0,Uluru,NNW,1024.3,,5.5,26.2,1019.6,28.0,No,16.0,0.0,40.0,
W,16.4,13.0,No,SSW,2014-07-31,26.1,22.0,Uluru,WSW,1020.6,,5.5,26.9,1017.1,37.0,No,17.0,0.0,34.0,
E,11.1,19.0,No,SE,2014-08-01,17.9,17.0,Uluru,SE,1026.0,,5.0,19.3,1022.3,35.0,No,36.0,0.0,67.0,
E,9.8,22.0,No,E,2014-08-02,17.7,22.0,Uluru,E,1026.7,,3.9,19.0,1022.8,48.0,No,27.0,0.0,51.0,
SE,9.0,17.0,No,E,2014-08-03,18.0,19.0,Uluru,ESE,1028.2,,2.9,18.8,1025.2,35.0,No,20.0,0.0,39.0,
SE,8.7,15.0,No,ESE,2014-08-04,18.0,22.0,Uluru,ESE,1031.0,,1.8,18.9,1027.5,43.0,No,19.0,0.0,35.0,
SE,8.3,19.0,No,SE,2014-08-05,18.6,22.0,Uluru,ESE,1032.4,,2.4,19.9,1028.2,41.0,No,19.0,0.0,33.0,
E,11.1,24.0,No,ESE,2014-08-06,22.3,24.0,Uluru,ESE,1030.2,,5.0,22.7,1025.8,44.0,No,25.0,0.0,35.0,
ENE,10.5,9.0,No,SSE,2014-08-07,24.1,20.0,Uluru,ENE,1028.5,2.0,7.5,24.8,1023.7,44.0,No,26.0,0.0,52.0,8.0
ENE,15.5,13.0,No,ESE,2014-08-08,24.1,17.0,Uluru,E,1027.0,7.0,10.5,24.7,1023.4,39.0,No,17.0,0.0,36.0,8.0
E,13.5,13.0,No,SE,2014-08-09,24.1,19.0,Uluru,SSE,1027.7,,4.4,25.0,1024.1,37.0,No,18.0,0.0,33.0,
ESE,14.3,11.0,No,SE,2014-08-10,23.9,22.0,Uluru,SE,1027.9,,5.3,24.9,1024.3,43.0,No,16.0,0.0,29.0,
E,14.0,20.0,No,ESE,2014-08-11,22.3,15.0,Uluru,SE,1028.2,,9.7,22.9,1024.6,39.0,No,23.0,0.0,54.0,
E,11.3,22.0,No,E,2014-08-12,17.9,19.0,Uluru,SE,1029.7,,6.1,18.7,1026.7,41.0,No,25.0,0.0,39.0,
ESE,8.7,20.0,No,ESE,2014-08-13,15.1,26.0,Uluru,SSE,1032.0,,1.9,16.4,1027.7,54.0,No,22.0,0.0,37.0,
SE,8.4,20.0,No,SE,2014-08-14,14.8,24.0,Uluru,ESE,1029.6,,-1.0,15.6,1025.7,46.0,No,25.0,0.0,43.0,
S,7.0,17.0,No,SSW,2014-08-15,17.3,20.0,Uluru,SSW,1026.6,,-1.3,17.7,1022.3,39.0,No,22.0,0.0,43.0,
SE,9.4,15.0,No,S,2014-08-16,18.7,17.0,Uluru,S,1023.5,1.0,0.8,19.3,1019.9,41.0,No,31.0,0.0,57.0,
SSE,9.6,9.0,No,S,2014-08-17,18.5,11.0,Uluru,SSE,1024.2,,0.9,19.6,1020.9,30.0,No,23.0,0.0,60.0,
ENE,9.7,11.0,No,ESE,2014-08-18,18.5,15.0,Uluru,ENE,1025.5,,0.6,19.9,1021.2,30.0,No,20.0,0.0,46.0,
ENE,10.1,9.0,No,ESE,2014-08-19,20.4,11.0,Uluru,NNE,1024.0,,0.3,21.8,1019.4,24.0,No,18.0,0.0,39.0,
E,11.1,15.0,No,ESE,2014-08-20,22.2,11.0,Uluru,SSW,1022.1,,1.2,23.1,1018.1,28.0,No,16.0,0.0,43.0,
W,12.4,11.0,No,ESE,2014-08-21,24.0,13.0,Uluru,NE,1021.8,,2.5,25.2,1018.0,48.0,No,15.0,0.0,36.0,
