Wind.Speed.3.pm,Rainfall,Rain.Tomorrow,Wind.Speed.9.am,Location,Date,Pressure.9.am,Humidity.3.pm,Evaporation,Cloud.3.pm,Wind.Dir.9.am,Temp.3.pm.C,Wind.Dir.3.pm,Humidity.9.am,Cloud.9.am,Min.Temp.C,Pressure.3.pm,Wind.Gust.Speed,Rain.Today,Temp.9.am.C,Sunshine,Wind.Gust.Dir,Max.Temp.C
20.0,0.0,No,13.0,Portland,2013-01-13,1015.6,58.0,3.6,7.0,SSW,17.6,SW,63.0,7.0,12.0,1017.3,41.0,No,16.0,5.0,WSW,18.3
17.0,0.0,No,7.0,Portland,2013-01-14,1022.1,51.0,4.0,,SE,18.7,SSE,60.0,7.0,5.5,1021.6,33.0,No,16.2,13.0,SE,19.9
11.0,0.0,No,11.0,Portland,2013-01-15,1017.8,44.0,5.8,,NNE,25.5,E,67.0,,7.2,1015.4,30.0,No,16.2,13.5,SSE,25.8
17.0,0.0,No,15.0,Portland,2013-01-16,1015.9,55.0,7.0,,SE,22.1,E,78.0,,8.7,1014.9,31.0,No,16.8,12.4,ESE,24.0
28.0,0.0,No,11.0,Portland,2013-01-17,1005.4,25.0,8.0,,NNE,32.4,W,67.0,,13.9,1001.6,48.0,No,19.0,11.1,W,36.6
22.0,0.0,No,20.0,Portland,2013-01-18,1004.7,61.0,15.2,8.0,WSW,19.0,SW,84.0,8.0,17.6,1009.2,46.0,No,17.9,6.0,W,20.6
17.0,0.6,No,19.0,Portland,2013-01-19,1016.7,51.0,6.6,,SSW,19.9,S,54.0,8.0,11.2,1017.6,31.0,No,17.3,11.8,SW,20.4
17.0,0.0,No,9.0,Portland,2013-01-20,1017.6,57.0,6.2,1.0,SSE,20.8,S,70.0,8.0,7.5,1015.8,33.0,No,16.9,12.3,S,21.8
17.0,0.0,No,11.0,Portland,2013-01-21,1012.9,61.0,6.8,7.0,SE,19.4,SSW,75.0,8.0,13.9,1011.4,28.0,No,17.1,10.8,SSW,20.7
15.0,0.0,No,17.0,Portland,2013-01-22,1012.8,69.0,6.2,8.0,WNW,20.1,SW,71.0,,7.1,1013.9,41.0,No,18.4,9.7,WNW,22.0
22.0,0.4,No,20.0,Portland,2013-01-23,1019.5,54.0,5.0,5.0,SE,20.6,SE,66.0,8.0,7.1,1018.9,41.0,No,16.8,12.1,SE,21.1
13.0,0.0,Yes,13.0,Portland,2013-01-24,1013.6,34.0,6.0,,NE,29.3,S,77.0,,11.2,1008.2,28.0,No,17.2,10.1,NNE,30.2
22.0,2.6,No,24.0,Portland,2013-01-25,1011.2,51.0,8.4,7.0,SW,17.6,S,81.0,8.0,13.8,1015.3,69.0,Yes,14.8,11.4,WSW,20.2
17.0,0.0,No,15.0,Portland,2013-01-26,1017.6,49.0,8.0,,SSE,19.4,S,58.0,5.0,6.8,1016.4,50.0,No,17.0,11.7,SSE,20.6
17.0,0.0,No,15.0,Portland,2013-01-27,1014.9,58.0,6.0,,SSE,19.7,S,67.0,1.0,14.0,1013.3,30.0,No,17.4,13.8,S,20.9
17.0,0.0,Yes,7.0,Portland,2013-01-28,1011.6,92.0,6.2,8.0,N,14.0,SSW,80.0,8.0,8.9,1013.6,37.0,No,15.7,5.4,SSE,20.9
17.0,3.4,No,13.0,Portland,2013-01-29,1015.9,53.0,2.8,8.0,S,16.8,SW,60.0,8.0,13.1,1015.3,37.0,Yes,15.4,9.9,WSW,19.4
28.0,0.0,Yes,17.0,Portland,2013-01-30,1013.5,67.0,6.2,8.0,NNW,21.6,WNW,68.0,1.0,9.7,1012.4,57.0,No,17.4,5.3,W,23.8
15.0,5.4,No,9.0,Portland,2013-01-31,1011.0,91.0,4.0,8.0,NNW,12.5,SW,91.0,7.0,13.1,1011.3,48.0,Yes,13.8,4.7,SW,16.8
30.0,0.0,No,22.0,Portland,2013-03-01,1024.1,56.0,5.2,,SE,20.4,SE,60.0,8.0,14.1,1023.8,52.0,No,15.9,11.6,SSE,20.9
28.0,0.0,No,30.0,Portland,2013-03-02,1025.7,57.0,7.0,,E,22.5,ESE,67.0,,15.1,1023.1,52.0,No,17.7,12.0,SE,23.2
17.0,0.0,No,15.0,Portland,2013-03-03,1021.6,46.0,8.0,,NE,25.5,S,85.0,,13.3,1019.5,31.0,No,15.6,11.6,SE,26.9
17.0,0.0,No,9.0,Portland,2013-03-04,1019.2,28.0,8.2,,N,32.1,E,88.0,,11.2,1016.6,37.0,No,16.7,11.6,SE,32.6
15.0,0.2,No,9.0,Portland,2013-03-05,1017.3,31.0,9.6,1.0,NNE,31.8,SSE,52.0,,11.4,1015.0,28.0,No,21.0,10.9,SE,32.9
15.0,0.0,No,7.0,Portland,2013-03-06,1015.0,30.0,8.0,3.0,N,33.8,SSW,48.0,,16.4,1012.9,26.0,No,23.0,9.3,S,34.1
15.0,0.0,No,13.0,Portland,2013-03-07,1016.6,55.0,7.2,8.0,ESE,25.3,SE,67.0,,15.1,1016.6,37.0,No,22.7,1.7,SSE,29.6
17.0,0.0,No,19.0,Portland,2013-03-08,1018.5,45.0,3.8,,E,30.9,ESE,94.0,4.0,18.2,1014.9,31.0,No,19.1,4.4,ESE,31.9
17.0,0.0,No,9.0,Portland,2013-03-09,1013.7,48.0,4.8,,NW,28.2,SW,58.0,,16.2,1013.6,30.0,No,24.3,4.5,S,30.5
9.0,0.4,No,11.0,Portland,2013-03-10,1016.9,70.0,4.6,6.0,ESE,23.9,ESE,98.0,4.0,16.9,1016.8,24.0,No,20.0,5.2,ENE,24.5
26.0,0.2,No,9.0,Portland,2013-03-11,1014.5,40.0,4.0,,ENE,30.7,WSW,100.0,,16.7,1013.5,37.0,No,20.1,10.0,WSW,35.3
26.0,0.2,No,11.0,Portland,2013-03-12,1011.8,16.0,9.2,2.0,N,38.2,N,54.0,,19.4,1008.3,46.0,No,23.9,9.5,NNW,39.1
33.0,0.0,No,33.0,Portland,2013-03-13,1009.9,59.0,14.2,8.0,W,18.9,WSW,69.0,3.0,16.8,1012.4,63.0,No,17.7,7.3,WNW,21.2
22.0,0.4,No,22.0,Portland,2013-03-14,1016.3,65.0,6.4,8.0,WSW,19.5,W,62.0,5.0,13.9,1016.6,41.0,No,18.2,4.7,WSW,21.2
11.0,0.0,Yes,0.0,Portland,2013-03-15,1018.8,45.0,3.6,,,21.4,SW,99.0,,6.6,1017.8,31.0,No,14.0,2.0,SSW,22.6
20.0,4.2,Yes,19.0,Portland,2013-03-16,1017.0,91.0,2.8,8.0,SW,14.9,SSW,91.0,8.0,13.6,1018.4,54.0,Yes,15.6,8.3,SSW,18.2
19.0,4.6,Yes,20.0,Portland,2013-03-17,1027.1,54.0,4.8,8.0,S,15.6,S,50.0,7.0,11.4,1027.4,39.0,Yes,13.9,0.9,S,16.5
15.0,2.0,No,2.0,Portland,2013-03-18,1025.7,68.0,2.8,8.0,S,17.4,S,93.0,7.0,12.0,1024.8,28.0,Yes,14.1,5.5,SSE,18.7
15.0,0.2,No,6.0,Portland,2013-03-19,1024.5,55.0,2.4,,NNE,20.7,E,99.0,,4.7,1022.0,33.0,No,11.0,11.0,ESE,21.2
19.0,0.0,No,9.0,Portland,2013-03-20,1018.2,21.0,4.2,,N,28.4,NNW,91.0,,8.4,1012.8,37.0,No,12.6,8.2,NNW,29.0
43.0,1.0,Yes,26.0,Portland,2013-03-21,998.5,81.0,9.2,8.0,NW,17.1,NW,53.0,7.0,12.6,995.7,85.0,No,21.1,4.1,NW,22.1
28.0,18.8,No,11.0,Portland,2013-03-22,1012.3,78.0,2.8,8.0,W,15.4,WNW,75.0,7.0,11.9,1012.1,63.0,Yes,13.9,1.2,W,17.6
30.0,0.2,No,19.0,Portland,2013-03-23,1013.9,62.0,3.0,2.0,NW,20.7,W,91.0,1.0,12.9,1013.3,50.0,No,15.3,6.4,NNW,21.5
35.0,1.0,Yes,31.0,Portland,2013-03-24,1009.7,71.0,2.6,8.0,NW,19.1,W,86.0,8.0,15.0,1012.7,65.0,No,17.0,4.9,WNW,19.9
13.0,10.6,No,9.0,Portland,2013-03-25,1018.9,63.0,3.2,6.0,NNW,18.9,W,86.0,8.0,13.6,1017.9,28.0,Yes,15.2,0.5,W,20.0
24.0,0.2,No,13.0,Portland,2013-03-26,1013.7,36.0,2.0,,N,29.6,NNW,92.0,,10.4,1008.9,,No,12.8,9.8,,31.4
39.0,0.0,,28.0,Portland,2013-03-27,1003.1,92.0,11.6,8.0,N,17.0,WNW,27.0,,12.7,1005.7,,No,27.4,0.3,,30.3
33.0,,No,26.0,Portland,2013-03-28,1015.3,65.0,3.0,8.0,WNW,15.4,W,93.0,,10.2,1017.4,76.0,,11.4,8.3,W,16.5
30.0,0.8,Yes,13.0,Portland,2013-03-29,1021.3,85.0,5.4,8.0,NNW,16.0,WNW,77.0,8.0,11.1,1019.7,44.0,No,12.8,4.7,W,18.9
31.0,4.0,Yes,15.0,Portland,2013-03-30,1014.2,84.0,2.2,8.0,NW,17.1,W,98.0,8.0,12.8,1012.1,50.0,Yes,15.0,1.7,W,18.2
20.0,2.8,No,11.0,Portland,2013-03-31,1015.0,59.0,1.8,8.0,SW,16.1,WSW,74.0,8.0,13.4,1016.2,54.0,Yes,13.8,3.6,W,18.3
30.0,1.0,Yes,17.0,Portland,2013-04-01,1018.1,76.0,3.0,8.0,NNW,16.9,WNW,96.0,7.0,11.7,1017.0,52.0,No,12.5,4.2,WNW,19.2
17.0,4.0,No,19.0,Portland,2013-04-02,1019.0,71.0,1.2,8.0,SW,16.7,SSW,96.0,8.0,12.5,1020.5,37.0,Yes,15.0,4.2,W,17.1
17.0,1.0,No,9.0,Portland,2013-04-03,1027.2,62.0,2.6,8.0,SSE,16.0,SSE,61.0,8.0,13.0,1027.4,31.0,No,14.0,5.2,ESE,16.6
20.0,0.0,No,9.0,Portland,2013-04-04,1029.9,63.0,3.2,8.0,ENE,16.0,ESE,92.0,8.0,10.8,1029.1,33.0,No,11.8,8.1,ESE,16.9
19.0,0.4,No,11.0,Portland,2013-04-05,1029.4,68.0,1.8,,ENE,18.5,ESE,89.0,,9.2,1026.8,31.0,No,11.8,9.2,E,19.2
13.0,0.0,No,7.0,Portland,2013-04-06,1023.3,50.0,4.0,3.0,NNE,25.2,SSW,86.0,,11.2,1020.0,28.0,No,13.8,9.7,NNE,28.2
13.0,0.2,No,15.0,Portland,2013-04-07,1022.7,72.0,6.2,5.0,SSW,17.9,S,91.0,3.0,11.4,1022.4,24.0,No,16.6,9.6,SSE,19.5
19.0,0.2,No,13.0,Portland,2013-04-08,1027.1,75.0,3.0,8.0,SSE,17.3,SSE,88.0,8.0,12.1,1026.2,30.0,No,15.5,4.4,SSE,18.6
15.0,0.0,No,9.0,Portland,2013-04-09,1027.4,68.0,2.4,,ESE,18.6,SSE,74.0,5.0,10.3,1024.4,28.0,No,16.5,9.7,S,19.4
15.0,0.0,No,0.0,Portland,2013-04-10,1023.9,74.0,3.4,2.0,,18.1,W,99.0,,5.8,1021.8,24.0,No,14.0,9.5,WSW,20.1
15.0,0.6,No,11.0,Portland,2013-04-11,1025.6,77.0,3.0,7.0,SE,15.9,ESE,97.0,8.0,14.0,1024.6,28.0,No,14.9,0.6,SE,17.0
9.0,0.0,No,11.0,Portland,2013-04-12,1022.5,63.0,0.4,3.0,N,22.1,S,99.0,7.0,7.2,1018.2,20.0,No,13.5,7.4,W,24.6
31.0,0.2,Yes,11.0,Portland,2013-04-13,1012.1,89.0,4.6,6.0,NNW,19.0,WNW,80.0,8.0,13.5,1009.9,57.0,No,17.2,2.1,WNW,19.0
15.0,7.2,No,2.0,Portland,2013-04-14,1012.7,77.0,1.6,8.0,WSW,16.7,W,99.0,8.0,9.9,1010.7,26.0,Yes,13.8,2.8,SW,17.8
13.0,0.6,No,13.0,Portland,2013-04-15,1014.8,59.0,1.4,,SW,16.0,S,79.0,8.0,9.5,1015.0,24.0,No,13.2,1.4,S,16.8
13.0,0.8,No,11.0,Portland,2013-04-16,1019.7,66.0,1.2,8.0,WSW,15.1,SSW,89.0,8.0,7.1,1018.1,20.0,No,11.9,3.2,W,16.4
19.0,0.2,Yes,6.0,Portland,2013-04-17,1019.1,65.0,1.2,7.0,NW,16.9,WSW,83.0,,6.2,1017.9,26.0,No,12.8,4.7,W,18.0
19.0,2.0,No,20.0,Portland,2013-04-18,1022.9,59.0,2.2,8.0,SSE,14.8,SSE,76.0,8.0,12.2,1024.1,41.0,Yes,14.0,6.1,SE,16.4
20.0,0.0,No,17.0,Portland,2013-04-19,1028.6,52.0,2.2,,SE,14.2,ESE,57.0,8.0,11.4,1026.9,43.0,No,13.1,5.7,SE,15.8
17.0,0.0,No,11.0,Portland,2013-04-20,1024.4,55.0,2.0,2.0,ENE,16.4,ESE,79.0,,1.2,1019.1,35.0,No,11.1,9.0,E,16.9
22.0,0.0,Yes,9.0,Portland,2013-04-21,1009.7,35.0,6.2,,NNE,17.0,N,68.0,,5.1,1004.1,50.0,No,10.8,0.0,N,18.0
26.0,4.4,Yes,24.0,Portland,2013-04-22,1005.7,69.0,1.0,1.0,W,18.4,WNW,77.0,8.0,9.7,1005.1,50.0,Yes,15.3,8.0,W,19.2
17.0,3.6,Yes,17.0,Portland,2013-04-23,1015.8,81.0,2.2,8.0,WSW,12.9,NW,68.0,7.0,11.9,1016.5,41.0,Yes,14.0,1.7,WSW,16.4
7.0,4.4,Yes,13.0,Portland,2013-04-24,1018.7,70.0,0.8,8.0,WNW,16.3,SSW,95.0,8.0,9.6,1018.5,28.0,Yes,12.8,6.9,W,16.9
31.0,1.4,Yes,26.0,Portland,2013-04-25,1019.1,74.0,1.0,8.0,NW,17.2,WNW,89.0,,8.2,1018.1,57.0,Yes,14.5,3.7,WNW,18.2
30.0,6.8,No,33.0,Portland,2013-04-26,1021.2,80.0,0.6,5.0,W,18.2,WNW,74.0,8.0,14.4,1020.3,52.0,Yes,16.8,7.1,WNW,19.3
31.0,0.0,Yes,31.0,Portland,2013-04-27,1013.1,33.0,3.0,5.0,NNW,24.3,NNW,63.0,,14.5,1006.7,74.0,No,17.9,5.9,WNW,25.4
26.0,1.4,Yes,26.0,Portland,2013-04-28,1015.4,64.0,6.6,7.0,W,15.2,W,62.0,8.0,12.8,1016.6,54.0,Yes,14.5,5.1,NW,16.7
11.0,3.8,Yes,9.0,Portland,2013-04-29,1023.9,71.0,3.0,,NNW,15.5,WNW,93.0,8.0,8.0,1024.5,26.0,Yes,11.7,5.3,WNW,16.3
17.0,2.2,Yes,11.0,Portland,2013-04-30,1026.2,54.0,0.8,,N,16.4,WSW,91.0,3.0,5.9,1022.9,26.0,Yes,10.5,3.1,WNW,17.0
20.0,2.6,Yes,20.0,Portland,2013-05-01,1023.3,58.0,1.0,1.0,SW,14.1,SSW,81.0,7.0,9.0,1024.4,46.0,Yes,11.4,8.1,SW,15.2
17.0,1.2,No,11.0,Portland,2013-05-02,1029.0,52.0,2.8,,N,16.8,NNE,75.0,3.0,1.7,1024.0,28.0,Yes,10.4,9.7,NNE,16.8
28.0,0.0,Yes,33.0,Portland,2013-05-03,1016.8,42.0,4.2,2.0,N,19.1,NW,45.0,1.0,5.0,1013.0,61.0,No,13.6,1.1,N,20.1
13.0,3.8,No,15.0,Portland,2013-05-04,1027.0,56.0,1.8,8.0,SSW,13.0,SSE,59.0,6.0,10.4,1026.9,37.0,Yes,11.8,9.4,SW,14.3
9.0,0.2,No,7.0,Portland,2013-05-05,1028.4,65.0,2.8,8.0,ESE,12.9,ESE,67.0,8.0,9.3,1026.3,26.0,No,12.3,5.5,E,14.0
15.0,0.0,No,11.0,Portland,2013-05-06,1026.1,67.0,2.2,,ENE,13.7,E,73.0,,2.9,1022.7,33.0,No,10.7,3.3,ESE,14.7
17.0,1.0,No,13.0,Portland,2013-05-07,1023.1,39.0,0.4,,NE,21.2,N,71.0,8.0,10.1,1020.8,50.0,No,13.2,8.8,NNE,21.6
19.0,0.0,No,17.0,Portland,2013-05-08,1024.3,39.0,4.4,1.0,N,23.6,N,63.0,2.0,12.0,1021.9,41.0,No,14.8,6.8,NNW,24.2
17.0,0.0,No,19.0,Portland,2013-05-09,1026.1,36.0,4.6,,N,26.4,N,61.0,,14.4,1024.7,35.0,No,17.7,9.6,N,26.8
22.0,0.0,No,22.0,Portland,2013-05-10,1026.6,40.0,5.6,,N,25.0,N,60.0,,13.5,1023.5,39.0,No,17.4,5.2,N,25.3
15.0,0.0,Yes,15.0,Portland,2013-05-11,1022.7,42.0,8.0,1.0,N,22.7,NNW,56.0,,14.6,1018.3,52.0,No,16.9,4.9,N,24.4
13.0,3.8,Yes,15.0,Portland,2013-05-12,1015.6,99.0,4.0,8.0,N,13.1,NW,99.0,8.0,13.7,1012.8,39.0,Yes,14.1,3.1,WNW,17.1
35.0,22.8,Yes,11.0,Portland,2013-05-13,1012.5,68.0,1.6,8.0,WNW,12.8,W,99.0,8.0,7.4,1011.4,57.0,Yes,9.3,2.9,W,13.0
41.0,13.2,Yes,24.0,Portland,2013-05-14,1009.0,83.0,0.8,8.0,W,11.3,W,87.0,8.0,8.3,1006.9,63.0,Yes,10.2,1.9,W,13.3
22.0,22.6,Yes,43.0,Portland,2013-05-15,1004.3,90.0,0.6,8.0,W,11.8,SW,78.0,8.0,9.8,1004.5,72.0,Yes,12.8,6.1,W,13.8
17.0,10.8,Yes,19.0,Portland,2013-05-16,1011.0,71.0,0.8,8.0,SW,14.0,SSW,74.0,8.0,10.3,1012.3,52.0,Yes,13.4,7.9,SW,15.6
11.0,5.2,Yes,13.0,Portland,2013-05-17,1018.3,73.0,2.2,8.0,SSW,13.0,SSW,95.0,8.0,11.1,1017.5,31.0,Yes,11.7,5.4,SSW,14.4
9.0,2.0,Yes,9.0,Portland,2013-05-18,1019.5,71.0,0.8,3.0,SE,12.6,SSW,96.0,8.0,7.1,1018.2,22.0,Yes,10.6,2.9,WSW,14.4
15.0,1.6,Yes,13.0,Portland,2013-05-19,1018.8,71.0,0.6,8.0,N,14.7,N,96.0,,6.1,1014.8,26.0,Yes,9.2,4.5,NNW,15.7
28.0,6.2,Yes,13.0,Portland,2013-05-20,1014.9,71.0,1.2,7.0,NW,14.4,WSW,98.0,8.0,9.2,1014.0,43.0,Yes,12.2,7.0,W,16.1
6.0,1.2,No,4.0,Portland,2013-05-21,1017.7,64.0,0.8,5.0,NE,12.8,NE,81.0,,4.4,1015.4,22.0,Yes,11.2,2.7,NNE,15.0
9.0,0.0,No,6.0,Portland,2013-05-22,1012.0,76.0,0.4,7.0,ENE,13.4,E,84.0,7.0,9.3,1011.6,22.0,No,10.0,0.0,ENE,14.3
9.0,0.2,No,0.0,Portland,2013-05-23,1022.5,66.0,0.2,1.0,,15.0,E,99.0,,2.9,1022.6,19.0,No,9.4,9.2,ENE,16.6
22.0,0.2,No,9.0,Portland,2013-05-24,1025.9,71.0,0.8,7.0,N,14.3,W,92.0,7.0,4.8,1025.0,35.0,No,11.6,4.3,W,15.2
30.0,0.8,No,26.0,Portland,2013-05-25,1026.1,69.0,2.2,7.0,W,15.5,W,81.0,7.0,10.9,1025.1,56.0,No,14.4,6.7,W,16.6
9.0,0.0,Yes,22.0,Portland,2013-05-26,1029.4,97.0,0.2,8.0,WSW,12.9,WSW,72.0,7.0,12.3,1028.4,35.0,No,14.2,0.8,WSW,16.5
11.0,9.2,No,0.0,Portland,2013-05-27,1031.2,79.0,1.4,8.0,,14.0,E,94.0,8.0,9.7,1028.8,19.0,Yes,11.1,1.1,NNE,15.2
11.0,0.0,No,9.0,Portland,2013-05-28,1028.1,65.0,1.0,7.0,N,14.3,NW,99.0,4.0,5.7,1024.6,22.0,No,7.1,3.5,NNW,15.7
19.0,0.2,No,15.0,Portland,2013-05-29,1022.3,68.0,0.6,,N,15.1,N,90.0,,4.0,1019.1,30.0,No,7.9,0.3,NNW,15.3
19.0,0.0,No,15.0,Portland,2013-05-30,1019.7,69.0,1.6,,N,18.3,N,80.0,,7.9,1017.4,31.0,No,12.1,3.1,N,18.6
17.0,0.0,Yes,28.0,Portland,2013-05-31,1017.9,93.0,0.0,1.0,N,14.9,N,81.0,4.0,12.1,1015.7,54.0,No,15.4,0.0,N,15.5
20.0,4.8,No,4.0,Portland,2013-06-01,1013.9,90.0,1.4,8.0,NNW,13.7,SSE,99.0,8.0,11.7,1013.2,35.0,Yes,13.1,0.9,SSE,15.3
17.0,0.4,No,15.0,Portland,2013-06-02,1021.1,83.0,0.0,8.0,SSW,14.5,SW,73.0,8.0,10.9,1022.3,33.0,No,13.2,4.7,SSW,14.9
13.0,0.8,Yes,15.0,Portland,2013-06-03,1026.5,93.0,0.8,8.0,SW,13.8,SW,89.0,8.0,7.3,1025.6,31.0,No,12.2,3.6,WSW,14.8
11.0,4.0,No,17.0,Portland,2013-06-04,1026.1,91.0,0.2,8.0,NNW,13.2,NNW,99.0,7.0,10.7,1023.9,26.0,Yes,11.7,0.0,NW,14.9
22.0,0.0,No,13.0,Portland,2013-06-05,1020.3,81.0,1.0,5.0,N,12.3,N,86.0,5.0,9.4,1015.8,43.0,No,10.8,0.0,NNW,12.9
30.0,0.0,Yes,28.0,Portland,2013-06-06,1012.4,78.0,1.0,8.0,NNW,15.0,NNW,83.0,1.0,9.8,1009.9,54.0,No,12.4,0.4,NNW,15.6
19.0,38.4,No,17.0,Portland,2013-06-07,1020.9,70.0,1.8,8.0,SW,12.4,WSW,68.0,8.0,9.3,1023.7,43.0,Yes,10.5,7.0,SW,13.8
24.0,0.2,No,13.0,Portland,2013-06-08,1028.9,68.0,3.2,8.0,NNW,12.9,NNW,82.0,7.0,6.2,1025.9,37.0,No,9.0,0.7,NNW,14.3
15.0,0.0,No,15.0,Portland,2013-06-09,1023.8,67.0,1.0,3.0,N,13.5,N,78.0,8.0,9.0,1020.0,39.0,No,10.4,3.6,N,14.3
19.0,0.0,Yes,24.0,Portland,2013-06-10,1014.5,93.0,2.2,8.0,NNW,13.9,NW,75.0,8.0,7.5,1013.3,43.0,No,11.1,3.5,NW,15.5
9.0,1.6,No,9.0,Portland,2013-06-11,1017.2,81.0,0.6,8.0,SSW,13.5,SSE,99.0,8.0,8.0,1015.7,24.0,Yes,11.5,2.2,NW,14.5
19.0,0.6,Yes,17.0,Portland,2013-06-12,1013.3,79.0,0.4,1.0,SE,13.9,SE,87.0,8.0,11.5,1011.5,43.0,No,13.1,0.0,SE,14.1
20.0,29.6,Yes,15.0,Portland,2013-06-13,1013.8,81.0,0.4,8.0,SE,13.3,SSE,95.0,8.0,11.4,1013.4,50.0,Yes,12.5,2.9,ESE,14.7
22.0,6.0,Yes,20.0,Portland,2013-06-14,1018.2,64.0,2.2,8.0,S,12.4,S,81.0,8.0,10.9,1019.4,44.0,Yes,11.4,2.5,S,12.8
20.0,2.8,Yes,17.0,Portland,2013-06-15,1023.0,70.0,1.0,7.0,S,13.8,SE,89.0,8.0,10.2,1022.8,37.0,Yes,12.0,6.1,SE,14.9
7.0,2.4,Yes,7.0,Portland,2013-06-16,1023.1,69.0,1.0,3.0,S,12.8,SE,88.0,8.0,8.5,1020.2,30.0,Yes,11.1,2.3,SE,13.7
9.0,7.8,Yes,0.0,Portland,2013-06-17,1017.0,66.0,1.4,,,13.1,E,97.0,8.0,5.0,1015.7,26.0,Yes,8.2,7.0,ESE,13.6
11.0,1.8,No,2.0,Portland,2013-06-18,1019.9,64.0,0.4,,SE,14.0,ESE,99.0,,4.3,1020.5,22.0,Yes,8.3,7.5,SE,15.2
11.0,0.2,No,9.0,Portland,2013-06-19,1027.7,57.0,0.4,,NNE,13.3,ENE,99.0,,2.8,1026.5,24.0,No,6.8,9.1,ENE,13.8
9.0,0.2,No,9.0,Portland,2013-06-20,1024.8,64.0,1.0,3.0,N,11.9,NNE,99.0,,1.4,1020.7,20.0,No,3.8,8.1,N,12.9
13.0,0.2,Yes,13.0,Portland,2013-06-21,1017.3,76.0,1.0,8.0,NE,11.5,ENE,95.0,,1.1,1016.3,35.0,No,6.5,1.3,NE,12.6
19.0,2.8,No,17.0,Portland,2013-06-22,1023.4,74.0,0.4,,E,13.3,E,88.0,8.0,6.5,1023.8,35.0,Yes,8.9,4.3,E,13.5
13.0,0.6,No,9.0,Portland,2013-06-23,1030.3,74.0,1.2,,ENE,12.3,E,97.0,,5.0,1028.4,28.0,No,6.4,8.8,ENE,12.4
11.0,0.0,No,0.0,Portland,2013-06-24,1029.2,74.0,1.0,,,12.6,ESE,99.0,,2.3,1027.4,24.0,No,4.1,9.1,E,13.7
19.0,0.4,No,7.0,Portland,2013-06-25,1026.5,66.0,1.8,,ENE,14.2,E,98.0,,3.3,1023.9,50.0,No,8.6,5.5,ENE,14.4
9.0,0.0,No,6.0,Portland,2013-06-26,1022.9,46.0,0.4,,N,15.0,NNW,99.0,,1.5,1020.5,19.0,No,5.7,9.0,NW,15.3
17.0,0.0,No,19.0,Portland,2013-06-27,1019.8,75.0,1.2,8.0,N,13.5,WNW,73.0,7.0,3.8,1019.3,31.0,No,10.2,0.4,N,15.6
13.0,1.0,Yes,9.0,Portland,2013-06-28,1024.0,96.0,0.4,8.0,N,12.6,SSW,99.0,8.0,9.7,1023.8,20.0,No,10.4,7.3,SSW,13.7
13.0,2.6,Yes,11.0,Portland,2013-06-29,1028.1,90.0,0.8,6.0,N,14.1,WNW,99.0,,4.2,1026.8,52.0,Yes,7.3,5.3,N,15.5
20.0,4.2,Yes,15.0,Portland,2013-06-30,1026.7,91.0,1.0,8.0,NNW,14.7,WNW,99.0,6.0,7.3,1023.8,44.0,Yes,10.8,1.4,W,15.3
28.0,5.8,Yes,26.0,Portland,2013-07-01,1021.3,84.0,0.6,8.0,NW,15.8,WNW,94.0,8.0,10.8,1019.9,54.0,Yes,13.5,0.2,W,16.5
41.0,2.6,No,24.0,Portland,2013-07-02,1020.5,64.0,0.6,4.0,NW,15.8,WNW,83.0,6.0,11.5,1018.8,69.0,Yes,13.2,6.4,NW,16.9
33.0,0.0,No,24.0,Portland,2013-07-03,1018.3,51.0,1.0,,NNW,15.9,NNW,86.0,,9.0,1012.8,56.0,No,10.8,9.3,NNW,16.3
33.0,0.8,Yes,26.0,Portland,2013-07-04,1001.9,88.0,3.8,8.0,N,9.3,NW,79.0,8.0,9.0,998.8,87.0,No,9.8,0.4,WNW,11.1
41.0,27.2,Yes,33.0,Portland,2013-07-05,1006.7,65.0,1.8,8.0,W,12.0,WNW,81.0,8.0,5.1,1007.9,80.0,Yes,8.2,6.2,W,12.7
20.0,7.8,Yes,31.0,Portland,2013-07-06,1014.9,75.0,1.4,8.0,W,12.0,WSW,72.0,8.0,8.1,1016.4,67.0,Yes,10.8,6.3,WSW,12.9
15.0,17.0,Yes,15.0,Portland,2013-07-07,1023.2,87.0,0.8,8.0,NNW,9.7,NW,99.0,,3.6,1023.9,44.0,Yes,6.3,4.1,W,12.8
7.0,18.4,Yes,7.0,Portland,2013-07-08,1032.7,87.0,1.0,5.0,NW,10.2,ENE,93.0,8.0,5.8,1033.1,26.0,Yes,7.6,7.5,NW,12.2
11.0,2.4,No,11.0,Portland,2013-07-09,1035.8,65.0,0.6,,N,11.5,NNE,98.0,,0.7,1032.4,20.0,Yes,4.1,7.1,NNE,12.9
17.0,0.2,No,17.0,Portland,2013-07-10,1030.5,58.0,0.6,,N,12.2,NNW,99.0,,1.5,1029.1,31.0,No,3.2,9.1,N,12.7
15.0,0.2,No,6.0,Portland,2013-07-11,1031.3,65.0,2.8,,N,14.5,N,93.0,,2.4,1028.0,28.0,No,5.4,6.0,N,14.8
11.0,0.2,Yes,13.0,Portland,2013-07-12,1027.8,82.0,0.4,,N,13.8,NNE,99.0,,5.3,1025.7,24.0,No,7.3,0.0,N,14.3
