Date,Humidity_3_pm,Max_Temp_C,Wind_Speed_9_am,Min_Temp_C,Humidity_9_am,Wind_Dir_9_am,Rain_Today,Rain_Tomorrow,Wind_Gust_Speed,Temp_3_pm_C,Wind_Gust_Dir,Wind_Dir_3_pm,Temp_9_am_C,Wind_Speed_3_pm,Rainfall,Location
2013-06-13,54.0,20.2,4.0,8.0,100.0,N,Yes,No,33.0,18.0,NW,W,10.0,11.0,8.0,Penrith
2013-06-14,47.0,19.9,13.0,7.2,87.0,N,No,No,37.0,18.7,WSW,WSW,12.2,19.0,0.0,Penrith
2013-06-15,41.0,19.5,17.0,10.5,55.0,SW,No,No,39.0,18.6,SW,SW,14.9,19.0,0.2,Penrith
2013-06-16,46.0,18.1,0.0,4.9,88.0,,No,No,26.0,17.8,SSW,S,10.2,11.0,0.0,Penrith
2013-06-17,50.0,17.7,6.0,3.5,85.0,E,No,No,31.0,16.4,SW,SW,11.1,20.0,0.0,Penrith
2013-06-18,45.0,17.9,0.0,3.7,98.0,,No,No,28.0,17.1,S,SSW,8.4,13.0,0.2,Penrith
2013-06-19,46.0,16.9,19.0,8.3,64.0,SW,No,No,35.0,16.6,SW,SSW,12.5,17.0,1.0,Penrith
2013-06-20,53.0,16.6,11.0,8.0,63.0,SW,No,No,26.0,15.4,SW,SSW,12.6,7.0,0.0,Penrith
2013-06-21,46.0,16.7,0.0,5.3,98.0,,No,No,15.0,16.4,SSE,E,7.9,6.0,0.0,Penrith
2013-06-22,78.0,15.5,0.0,3.4,98.0,,No,Yes,20.0,13.1,S,SSW,7.8,11.0,0.0,Penrith
2013-06-23,83.0,14.1,11.0,7.8,97.0,SSW,Yes,Yes,24.0,13.9,SSW,SSE,12.0,7.0,4.2,Penrith
2013-06-24,81.0,13.9,7.0,10.3,84.0,N,Yes,Yes,22.0,13.9,SSW,SW,11.4,6.0,2.0,Penrith
2013-06-25,99.0,14.8,9.0,9.5,99.0,SSW,Yes,Yes,30.0,12.9,SSW,SSW,11.3,7.0,8.4,Penrith
2013-06-26,72.0,18.6,15.0,11.3,99.0,SSW,Yes,Yes,31.0,17.1,SW,SE,14.1,15.0,21.2,Penrith
2013-06-27,94.0,17.5,7.0,12.1,98.0,SSW,Yes,No,20.0,15.5,SSW,SW,14.7,7.0,3.2,Penrith
2013-06-28,85.0,17.1,7.0,11.3,99.0,SW,No,Yes,19.0,16.8,SE,S,13.5,4.0,0.6,Penrith
2013-06-29,99.0,12.9,7.0,11.9,99.0,SW,Yes,Yes,20.0,12.5,SW,SW,12.1,13.0,18.0,Penrith
2013-06-30,70.0,16.9,6.0,11.3,93.0,SE,Yes,No,19.0,16.5,S,,12.4,0.0,8.6,Penrith
2013-07-01,56.0,18.6,4.0,5.9,99.0,N,No,No,11.0,18.6,NNW,N,8.8,6.0,0.2,Penrith
2013-07-02,58.0,18.6,2.0,4.1,99.0,NW,No,No,13.0,18.2,NNE,NW,6.9,4.0,0.2,Penrith
2013-07-03,63.0,17.6,0.0,3.7,99.0,,No,No,9.0,17.2,NW,WSW,5.8,4.0,0.2,Penrith
2013-07-04,35.0,23.2,4.0,2.3,99.0,SW,No,No,43.0,22.6,WNW,NW,5.9,15.0,0.2,Penrith
2013-07-05,32.0,19.3,17.0,6.0,51.0,WNW,No,No,44.0,17.6,W,W,16.1,26.0,0.2,Penrith
2013-07-06,31.0,17.6,6.0,2.6,75.0,N,No,No,31.0,17.0,WSW,W,9.1,11.0,0.0,Penrith
2013-07-07,41.0,19.0,0.0,1.5,89.0,,No,No,13.0,18.9,W,W,7.4,2.0,0.0,Penrith
2013-07-08,40.0,18.1,0.0,2.5,99.0,,No,No,26.0,17.8,SW,WSW,5.5,11.0,0.0,Penrith
2013-07-09,65.0,16.1,6.0,5.3,89.0,SSE,No,No,26.0,13.5,SSW,E,10.1,7.0,0.2,Penrith
2013-07-10,79.0,15.6,0.0,8.1,98.0,,No,No,13.0,14.5,NNW,NNE,10.2,6.0,0.0,Penrith
2013-07-11,60.0,17.4,4.0,3.7,99.0,NW,No,No,13.0,16.9,NNE,NNE,5.3,7.0,0.2,Penrith
2013-07-12,66.0,17.0,4.0,5.2,99.0,WNW,No,No,13.0,16.5,NNW,NNW,6.3,7.0,0.2,Penrith
2013-07-13,69.0,17.2,0.0,5.8,99.0,,No,No,11.0,16.7,NE,ENE,7.5,6.0,0.2,Penrith
2013-07-14,60.0,19.4,2.0,6.8,99.0,NNW,No,No,20.0,18.8,N,NNE,10.5,11.0,0.0,Penrith
2013-07-15,96.0,16.0,0.0,10.4,100.0,,No,No,7.0,15.8,S,SW,12.4,4.0,0.6,Penrith
2013-07-16,75.0,19.6,4.0,11.0,100.0,S,No,No,13.0,19.2,SW,WSW,12.5,4.0,0.0,Penrith
2013-07-17,56.0,23.1,0.0,10.3,100.0,,No,No,9.0,22.6,SW,NNE,12.2,4.0,0.8,Penrith
2013-07-18,68.0,21.8,0.0,8.7,100.0,,No,No,19.0,21.4,N,N,11.0,4.0,0.2,Penrith
2013-07-19,79.0,18.8,13.0,10.9,97.0,N,No,No,52.0,17.9,NNE,N,15.3,9.0,0.0,Penrith
2013-07-20,35.0,19.9,2.0,7.8,98.0,E,No,No,39.0,18.6,NW,WNW,11.8,13.0,0.2,Penrith
2013-07-21,32.0,16.5,4.0,5.6,46.0,N,No,No,46.0,15.6,WNW,NW,11.6,20.0,0.0,Penrith
2013-07-22,30.0,17.3,7.0,3.5,76.0,NNE,No,No,52.0,16.1,NW,W,9.5,24.0,0.0,Penrith
2013-07-23,45.0,17.4,2.0,2.0,86.0,SW,No,No,37.0,15.6,SSW,SSW,7.2,15.0,0.0,Penrith
2013-07-24,44.0,18.1,22.0,7.2,50.0,SW,No,No,41.0,16.9,SW,SSW,14.3,9.0,0.0,Penrith
2013-07-25,42.0,18.8,2.0,2.6,98.0,NNW,No,No,20.0,18.5,NNE,ENE,6.6,9.0,0.0,Penrith
2013-07-26,42.0,19.2,0.0,2.0,99.0,,No,No,11.0,18.7,WSW,NW,6.3,4.0,0.0,Penrith
2013-07-27,50.0,18.9,0.0,2.3,97.0,,No,No,22.0,18.6,NNE,NE,6.9,9.0,0.2,Penrith
2013-07-28,62.0,18.2,2.0,3.9,98.0,N,No,No,9.0,17.2,NNE,NNE,8.8,6.0,0.2,Penrith
2013-07-29,43.0,23.1,0.0,4.3,99.0,,No,No,19.0,22.4,N,NE,9.7,7.0,0.2,Penrith
2013-07-30,57.0,20.4,0.0,6.9,98.0,,No,No,20.0,19.7,S,NNW,11.5,6.0,0.0,Penrith
2013-07-31,64.0,17.3,13.0,11.6,78.0,SSW,No,No,22.0,15.8,S,S,14.0,11.0,0.2,Penrith
2013-08-01,40.0,19.3,0.0,4.9,98.0,,No,No,13.0,18.8,NE,S,9.6,4.0,0.2,Penrith
2013-08-02,35.0,20.6,0.0,5.1,99.0,,No,No,37.0,20.2,NW,W,8.1,11.0,0.0,Penrith
2013-08-03,30.0,20.0,9.0,5.4,57.0,SW,No,No,33.0,19.2,NW,WSW,13.6,13.0,0.0,Penrith
2013-08-04,33.0,19.3,7.0,9.5,60.0,NNW,No,No,37.0,17.9,W,W,14.1,19.0,0.0,Penrith
2013-08-05,36.0,20.8,6.0,4.8,69.0,NNW,No,No,31.0,19.6,WNW,W,11.7,15.0,0.0,Penrith
2013-08-06,33.0,23.4,2.0,5.9,58.0,NE,No,No,50.0,21.3,W,W,16.1,24.0,0.0,Penrith
2013-08-07,42.0,19.1,7.0,8.6,71.0,SSE,No,,22.0,18.0,SSW,,12.4,0.0,0.0,Penrith
2013-08-08,63.0,15.5,9.0,7.4,69.0,SSW,,No,44.0,14.3,SSW,SSW,10.6,19.0,,Penrith
2013-08-09,47.0,18.8,2.0,4.5,77.0,ENE,No,No,17.0,17.6,SSW,SW,9.9,4.0,0.0,Penrith
2013-08-10,34.0,24.3,0.0,4.8,78.0,,No,No,31.0,23.4,WNW,N,10.9,6.0,0.2,Penrith
2013-08-11,33.0,21.9,0.0,3.5,90.0,,No,No,39.0,21.5,WNW,NW,10.1,4.0,0.0,Penrith
2013-08-12,53.0,25.8,0.0,6.2,97.0,,No,No,87.0,17.7,W,WNW,11.9,30.0,0.0,Penrith
2013-08-13,28.0,21.9,17.0,4.6,32.0,W,No,No,46.0,21.0,WSW,W,16.9,15.0,0.0,Penrith
2013-08-14,24.0,23.5,11.0,7.0,55.0,NNE,No,No,43.0,22.7,WNW,W,13.7,20.0,0.0,Penrith
2013-08-15,27.0,18.9,20.0,9.5,37.0,SW,No,No,46.0,18.5,SW,SW,13.9,11.0,0.0,Penrith
2013-08-16,29.0,21.1,4.0,2.8,89.0,NW,No,No,37.0,20.8,NNE,NNE,8.2,26.0,0.0,Penrith
2013-08-17,33.0,24.2,2.0,6.3,57.0,NNW,No,No,52.0,23.1,NW,W,14.7,20.0,0.0,Penrith
2013-08-18,25.0,23.0,19.0,8.3,41.0,N,No,No,39.0,22.6,NW,WNW,17.0,13.0,0.0,Penrith
2013-08-19,29.0,20.8,17.0,7.1,41.0,N,No,No,59.0,18.2,WNW,WNW,18.3,35.0,0.0,Penrith
2013-08-20,30.0,16.1,6.0,4.3,42.0,SSE,No,No,46.0,14.0,WSW,WSW,11.1,26.0,0.0,Penrith
2013-08-21,34.0,17.6,6.0,2.3,62.0,NNW,No,No,30.0,16.7,WSW,W,9.5,13.0,0.0,Penrith
2013-08-22,39.0,17.9,4.0,2.1,83.0,N,No,No,48.0,16.8,W,NW,8.1,15.0,0.0,Penrith
2013-08-23,45.0,18.9,17.0,8.0,48.0,W,No,No,52.0,17.4,W,W,15.8,24.0,0.0,Penrith
2013-08-24,36.0,22.7,2.0,5.6,67.0,N,No,No,22.0,21.8,SE,SE,14.7,7.0,0.0,Penrith
2013-08-25,31.0,24.5,4.0,5.3,93.0,SW,No,No,22.0,24.2,NW,NNW,10.8,2.0,0.0,Penrith
2013-08-26,36.0,20.9,2.0,4.9,66.0,N,No,No,11.0,20.7,N,N,12.7,4.0,0.0,Penrith
2013-08-27,34.0,22.8,2.0,8.0,67.0,N,No,No,20.0,22.4,ESE,NNE,14.6,4.0,0.0,Penrith
2013-08-28,31.0,24.0,0.0,7.1,79.0,,No,No,28.0,23.4,ESE,ESE,13.7,9.0,0.0,Penrith
2013-08-29,42.0,23.0,2.0,7.2,83.0,SSW,No,No,22.0,22.6,ENE,NNE,12.9,13.0,0.0,Penrith
2013-08-30,25.0,28.5,7.0,10.3,67.0,NNW,No,No,35.0,27.9,WNW,W,18.4,15.0,0.0,Penrith
2013-08-31,32.0,24.1,4.0,9.4,66.0,NNE,No,No,28.0,23.3,WSW,SSE,15.7,4.0,0.0,Penrith
2013-09-01,35.0,24.4,0.0,7.3,78.0,,No,No,24.0,23.9,NE,NE,13.8,7.0,0.0,Penrith
2013-09-02,34.0,25.4,2.0,7.3,84.0,SSE,No,No,13.0,24.7,N,N,13.2,4.0,0.0,Penrith
2013-09-03,35.0,24.6,0.0,7.8,85.0,,No,No,19.0,24.2,ENE,ENE,14.1,6.0,0.0,Penrith
2013-09-04,34.0,25.3,0.0,8.7,98.0,,No,No,24.0,25.1,NE,NNE,14.8,9.0,0.0,Penrith
2013-09-05,35.0,28.3,2.0,8.3,92.0,N,No,No,17.0,27.1,SW,ESE,15.0,2.0,0.0,Penrith
2013-09-06,38.0,28.6,4.0,11.2,76.0,SSW,No,No,20.0,26.9,SE,NE,17.6,7.0,0.0,Penrith
2013-09-07,19.0,32.1,2.0,12.2,93.0,WNW,No,No,41.0,31.4,WSW,W,17.5,17.0,0.0,Penrith
2013-09-08,67.0,20.7,6.0,15.8,80.0,SSW,No,No,20.0,20.4,S,SE,17.0,6.0,0.0,Penrith
2013-09-09,43.0,27.2,4.0,14.0,82.0,NNE,No,No,22.0,25.9,N,NNE,19.7,11.0,0.0,Penrith
2013-09-10,17.0,32.3,24.0,15.4,24.0,N,No,No,70.0,30.9,NW,NW,27.2,30.0,0.0,Penrith
2013-09-11,18.0,25.4,2.0,8.8,66.0,N,No,No,41.0,24.3,W,WNW,14.2,20.0,0.0,Penrith
2013-09-12,27.0,24.0,2.0,7.1,57.0,NNW,No,No,52.0,22.6,S,SW,15.4,17.0,0.0,Penrith
2013-09-13,49.0,18.9,7.0,9.0,56.0,SSW,No,Yes,28.0,17.4,NE,ENE,14.0,11.0,0.0,Penrith
2013-09-14,56.0,24.3,4.0,11.7,98.0,SSE,Yes,No,30.0,21.0,S,SE,15.3,19.0,2.0,Penrith
2013-09-15,50.0,23.3,7.0,10.3,68.0,S,No,No,30.0,21.5,ESE,E,17.6,11.0,0.0,Penrith
2013-09-16,85.0,18.1,4.0,13.1,87.0,ESE,No,Yes,15.0,16.8,S,SW,15.5,2.0,0.0,Penrith
2013-09-17,42.0,24.6,9.0,14.0,82.0,N,Yes,No,46.0,22.2,WNW,NNW,18.1,24.0,16.8,Penrith
2013-09-18,27.0,25.5,19.0,14.3,46.0,WNW,No,No,57.0,25.0,NW,WNW,21.5,17.0,0.2,Penrith
2013-09-19,28.0,23.6,9.0,13.8,28.0,SW,No,No,44.0,21.4,NW,NW,19.2,30.0,0.0,Penrith
2013-09-20,49.0,21.9,15.0,7.5,39.0,N,No,No,56.0,16.1,W,SW,18.2,28.0,0.0,Penrith
2013-09-21,32.0,24.0,4.0,6.5,47.0,S,No,No,26.0,22.6,SSE,SE,17.2,7.0,0.0,Penrith
2013-09-22,25.0,25.7,4.0,7.0,58.0,SE,No,No,22.0,25.4,NNW,N,15.5,9.0,0.0,Penrith
2013-09-23,23.0,29.9,4.0,9.2,61.0,SW,No,No,22.0,29.3,SE,SSE,17.1,6.0,0.0,Penrith
2013-09-24,16.0,32.0,0.0,12.8,76.0,,No,No,48.0,30.3,WSW,WNW,17.1,26.0,0.0,Penrith
2013-09-25,16.0,33.0,4.0,11.2,50.0,SW,No,No,44.0,32.4,W,WNW,20.5,26.0,0.0,Penrith
2013-09-26,22.0,31.6,4.0,11.0,47.0,NW,No,No,81.0,24.9,WNW,WNW,20.4,33.0,0.0,Penrith
2013-09-27,14.0,25.9,6.0,5.7,33.0,ESE,No,No,28.0,25.5,ENE,ENE,17.0,9.0,0.0,Penrith
2013-09-28,13.0,29.9,6.0,6.3,49.0,N,No,No,80.0,27.4,W,WNW,17.1,33.0,0.0,Penrith
2013-09-29,21.0,26.8,4.0,10.1,32.0,SW,No,No,30.0,26.2,WSW,E,19.2,9.0,0.0,Penrith
2013-09-30,15.0,32.2,6.0,7.4,45.0,N,No,No,26.0,31.8,NE,NW,19.3,7.0,0.0,Penrith
2013-10-01,31.0,34.0,17.0,13.5,36.0,N,No,No,78.0,26.9,NW,NW,23.2,30.0,0.0,Penrith
2013-10-02,22.0,27.3,9.0,7.3,36.0,N,No,No,44.0,26.8,NW,WNW,18.9,20.0,0.0,Penrith
2013-10-03,40.0,21.8,22.0,11.3,38.0,SW,No,No,50.0,17.6,SSE,SSW,18.5,24.0,0.0,Penrith
2013-10-04,25.0,22.5,15.0,7.8,39.0,S,No,No,24.0,21.7,SSW,E,16.5,7.0,0.0,Penrith
2013-10-05,17.0,30.2,2.0,6.3,51.0,WSW,No,No,31.0,29.6,NW,W,16.2,13.0,0.2,Penrith
2013-10-06,12.0,34.0,4.0,9.7,55.0,SSW,No,No,44.0,33.5,W,WNW,16.3,17.0,0.0,Penrith
2013-10-07,41.0,24.6,13.0,13.6,46.0,SSE,No,No,37.0,21.3,E,E,18.3,17.0,0.0,Penrith
2013-10-08,44.0,24.2,6.0,10.3,58.0,SE,No,No,37.0,20.8,SE,SE,16.9,20.0,0.0,Penrith
2013-10-09,18.0,32.5,2.0,7.6,67.0,SSE,No,No,31.0,30.9,WNW,N,15.0,9.0,0.0,Penrith
2013-10-10,7.0,37.1,6.0,10.9,28.0,NNE,No,No,50.0,36.2,WNW,NW,24.8,22.0,0.0,Penrith
2013-10-11,29.0,27.8,7.0,14.8,74.0,SSW,No,No,33.0,26.0,SE,ENE,19.2,6.0,0.0,Penrith
2013-10-12,15.0,33.1,4.0,9.3,58.0,N,No,No,30.0,32.3,ESE,S,16.8,13.0,0.0,Penrith
2013-10-13,8.0,35.3,4.0,13.9,58.0,SSW,No,No,70.0,34.4,WNW,W,19.6,30.0,0.0,Penrith
2013-10-14,30.0,21.9,22.0,12.8,39.0,SW,No,No,46.0,20.5,W,SE,15.8,15.0,0.0,Penrith
2013-10-15,15.0,26.6,4.0,6.3,39.0,NNW,No,No,26.0,25.1,WNW,N,15.3,4.0,0.0,Penrith
2013-10-16,9.0,32.3,2.0,7.2,40.0,NNW,No,No,43.0,31.1,W,W,17.0,19.0,0.0,Penrith
2013-10-17,9.0,33.8,20.0,11.3,24.0,N,No,No,85.0,31.5,WNW,W,26.7,24.0,0.0,Penrith
2013-10-18,28.0,24.6,11.0,10.8,27.0,SSW,No,No,37.0,23.9,SSW,ENE,17.6,15.0,0.0,Penrith
2013-10-19,18.0,27.5,0.0,8.8,67.0,,No,No,30.0,26.7,E,NNE,15.5,9.0,0.0,Penrith
2013-10-20,23.0,32.2,2.0,11.3,70.0,SSW,No,No,30.0,31.6,ENE,NNE,18.3,9.0,0.0,Penrith
2013-10-21,15.0,37.2,0.0,13.3,67.0,,No,No,20.0,36.1,NNE,NE,18.2,9.0,0.0,Penrith
2013-10-22,75.0,27.6,7.0,18.1,69.0,SSE,No,Yes,19.0,23.4,SW,,22.3,0.0,0.0,Penrith
2013-10-23,17.0,33.4,11.0,19.2,48.0,NNW,Yes,No,69.0,31.8,WNW,WNW,27.6,28.0,3.6,Penrith
2013-10-24,21.0,24.6,13.0,13.9,32.0,W,No,No,54.0,22.9,WNW,SW,21.0,26.0,0.0,Penrith
2013-10-25,15.0,25.2,4.0,7.0,27.0,NNE,No,No,22.0,24.0,NE,ENE,16.3,7.0,0.0,Penrith
2013-10-26,18.0,26.4,4.0,9.3,40.0,WNW,No,No,39.0,25.2,SSE,ESE,17.5,11.0,0.0,Penrith
2013-10-27,22.0,27.4,2.0,11.2,55.0,NE,No,No,44.0,26.2,SE,SSE,18.7,13.0,0.0,Penrith
2013-10-28,36.0,27.8,6.0,15.6,80.0,SSW,No,Yes,26.0,26.8,ESE,SSW,18.7,6.0,0.0,Penrith
2013-10-29,57.0,30.4,4.0,13.4,70.0,N,Yes,No,48.0,20.2,SSE,SSE,18.7,31.0,2.2,Penrith
2013-10-30,33.0,24.8,13.0,12.4,50.0,S,No,No,26.0,23.5,ESE,E,17.6,11.0,0.6,Penrith
2013-10-31,33.0,27.9,6.0,12.7,56.0,NNE,No,No,37.0,26.8,SE,ESE,19.5,7.0,0.0,Penrith
2013-11-01,37.0,27.9,2.0,15.6,83.0,NW,No,No,30.0,26.6,NE,NNE,17.8,9.0,0.0,Penrith
2013-11-02,7.0,36.3,4.0,13.3,74.0,N,No,No,43.0,34.8,NW,WNW,19.3,20.0,0.0,Penrith
2013-11-03,8.0,36.0,2.0,15.0,48.0,SE,No,No,69.0,32.9,W,W,23.2,33.0,0.0,Penrith
2013-11-04,29.0,22.6,22.0,11.7,34.0,S,No,No,37.0,21.3,S,SE,16.0,20.0,1.0,Penrith
2013-11-05,37.0,22.6,15.0,13.7,51.0,SSW,No,No,33.0,21.5,SE,SE,16.3,9.0,0.0,Penrith
2013-11-06,25.0,28.7,4.0,8.3,66.0,N,No,No,30.0,28.3,ESE,NE,16.2,11.0,0.0,Penrith
2013-11-07,19.0,35.5,6.0,11.5,65.0,SSE,No,No,41.0,34.2,ENE,N,19.3,13.0,0.0,Penrith
2013-11-08,14.0,39.3,4.0,15.3,51.0,SW,No,No,52.0,37.6,SW,N,23.1,17.0,0.0,Penrith
2013-11-09,19.0,34.1,4.0,20.2,38.0,S,No,No,52.0,32.8,WSW,WSW,28.0,30.0,0.0,Penrith
2013-11-10,98.0,18.1,13.0,15.6,63.0,SSW,No,Yes,30.0,15.5,S,SSW,17.0,11.0,0.0,Penrith
2013-11-11,99.0,17.8,13.0,13.2,99.0,SSW,Yes,Yes,35.0,15.9,WSW,S,14.2,17.0,43.6,Penrith
2013-11-12,80.0,22.9,4.0,14.1,98.0,SSE,Yes,Yes,30.0,19.5,NNW,N,17.5,4.0,17.8,Penrith
2013-11-13,21.0,30.3,4.0,11.4,74.0,N,Yes,No,39.0,29.3,W,WSW,18.5,13.0,11.2,Penrith
2013-11-14,21.0,30.2,7.0,13.0,38.0,SSE,No,No,35.0,29.9,NNW,NW,21.7,19.0,0.0,Penrith
2013-11-15,81.0,26.3,7.0,14.4,64.0,SSW,No,Yes,39.0,21.6,WSW,ESE,19.9,19.0,0.0,Penrith
2013-11-16,61.0,22.4,15.0,14.4,86.0,SSW,Yes,Yes,39.0,20.8,SE,SE,17.3,19.0,12.0,Penrith
2013-11-17,98.0,17.4,19.0,14.6,70.0,SSW,Yes,Yes,33.0,15.6,SSW,SW,16.8,11.0,4.6,Penrith
2013-11-18,98.0,20.9,22.0,14.3,67.0,SSW,Yes,Yes,46.0,16.2,SSW,SSW,17.4,19.0,9.0,Penrith
2013-11-19,52.0,26.7,17.0,15.6,71.0,SW,Yes,No,26.0,25.5,SW,ESE,20.8,6.0,20.6,Penrith
2013-11-20,35.0,30.6,4.0,14.3,84.0,E,No,No,28.0,29.8,SE,ESE,20.2,4.0,0.0,Penrith
2013-11-21,53.0,29.2,15.0,15.5,73.0,N,No,Yes,26.0,28.1,E,E,21.7,15.0,0.0,Penrith
2013-11-22,80.0,26.4,4.0,18.8,98.0,NE,Yes,Yes,39.0,22.5,NE,NNE,20.1,17.0,2.6,Penrith
2013-11-23,72.0,25.7,4.0,17.4,90.0,NNE,Yes,Yes,33.0,24.4,NE,ENE,20.9,9.0,7.8,Penrith
2013-11-24,49.0,26.3,2.0,13.6,63.0,SSE,Yes,No,31.0,25.2,ESE,ESE,19.5,19.0,5.4,Penrith
2013-11-25,74.0,25.4,4.0,14.5,63.0,NNE,No,No,59.0,19.8,S,S,20.2,20.0,0.0,Penrith
2013-11-26,41.0,24.0,13.0,13.4,57.0,S,No,No,28.0,22.8,S,SSE,17.9,7.0,1.0,Penrith
2013-11-27,33.0,28.9,4.0,12.1,55.0,NE,No,No,24.0,27.0,E,SSE,19.3,7.0,0.0,Penrith
2013-11-28,18.0,36.2,2.0,13.5,73.0,ESE,No,No,22.0,35.0,NNE,NE,19.5,9.0,0.0,Penrith
2013-11-29,95.0,21.9,7.0,19.4,80.0,NNE,No,Yes,39.0,16.4,SSE,S,20.7,11.0,0.0,Penrith
2013-11-30,53.0,23.1,9.0,14.3,63.0,SSW,Yes,No,30.0,22.6,S,SE,17.6,13.0,4.8,Penrith
2013-12-01,52.0,25.0,6.0,13.0,62.0,S,No,No,26.0,23.2,ENE,E,19.2,15.0,0.0,Penrith
2013-12-02,40.0,28.9,9.0,15.6,57.0,N,No,No,28.0,26.5,ENE,ESE,20.6,9.0,0.0,Penrith
2013-12-03,23.0,32.1,4.0,12.8,71.0,NNE,No,No,26.0,30.8,ENE,NNE,19.6,7.0,0.0,Penrith
2013-12-04,44.0,37.3,2.0,15.5,73.0,ESE,No,Yes,43.0,31.5,N,W,21.4,6.0,0.0,Penrith
2013-12-05,47.0,26.4,20.0,18.9,56.0,W,Yes,No,76.0,18.8,WSW,W,21.8,31.0,2.4,Penrith
2013-12-06,24.0,25.5,7.0,11.2,38.0,SSW,No,No,37.0,24.4,SW,SSE,17.5,13.0,0.0,Penrith
2013-12-07,28.0,28.4,6.0,11.0,52.0,N,No,No,28.0,26.8,ESE,ENE,19.0,9.0,0.0,Penrith
2013-12-08,29.0,31.8,6.0,13.1,64.0,N,No,No,30.0,30.6,NNE,NNE,21.0,9.0,0.0,Penrith
2013-12-09,39.0,33.8,4.0,17.8,64.0,WNW,No,No,30.0,32.9,WSW,SSE,23.1,6.0,0.0,Penrith
2013-12-10,21.0,32.4,17.0,23.1,42.0,NW,No,No,57.0,31.2,NW,NW,28.3,33.0,0.0,Penrith
2013-12-11,21.0,32.1,4.0,16.1,58.0,ENE,No,No,43.0,32.0,NW,WNW,22.7,20.0,0.0,Penrith
2013-12-12,33.0,30.3,4.0,16.0,61.0,SW,No,No,33.0,29.1,E,NNE,22.0,11.0,0.0,Penrith
2013-12-13,27.0,33.6,4.0,15.9,67.0,SSE,No,No,37.0,32.9,ENE,ENE,23.0,9.0,0.0,Penrith
2013-12-14,56.0,27.0,22.0,19.1,66.0,S,No,No,39.0,25.8,SSE,SSE,23.3,19.0,0.0,Penrith
2013-12-15,46.0,28.6,4.0,17.7,72.0,SSE,No,Yes,35.0,27.7,SE,SE,21.9,13.0,0.0,Penrith
2013-12-16,55.0,28.4,6.0,18.4,86.0,N,Yes,No,26.0,27.3,ENE,ESE,21.2,13.0,1.4,Penrith
2013-12-17,32.0,31.6,9.0,16.3,65.0,N,No,No,28.0,30.6,ENE,NE,22.0,7.0,0.0,Penrith
2013-12-18,39.0,30.8,6.0,18.2,75.0,NNW,No,No,31.0,30.4,ENE,NNE,21.8,9.0,0.0,Penrith
2013-12-19,28.0,35.0,4.0,15.2,63.0,W,No,No,28.0,32.9,E,NNE,22.3,9.0,0.0,Penrith
2013-12-20,15.0,41.9,4.0,18.3,67.0,ESE,No,No,30.0,40.0,N,N,24.9,6.0,0.0,Penrith
2013-12-21,46.0,32.2,6.0,23.7,62.0,SSE,No,No,31.0,30.4,S,SE,25.2,19.0,0.0,Penrith
2013-12-22,23.0,41.0,4.0,20.3,67.0,WNW,No,No,41.0,40.0,NNE,N,25.5,7.0,0.0,Penrith
2013-12-23,23.0,38.1,6.0,23.3,65.0,S,No,No,41.0,37.1,SSE,NE,26.7,19.0,0.2,Penrith
2013-12-24,67.0,21.7,9.0,18.1,73.0,S,No,Yes,28.0,21.4,SE,SSE,19.6,6.0,0.4,Penrith
2013-12-25,98.0,22.0,4.0,17.0,98.0,N,Yes,Yes,13.0,20.2,ESE,,18.7,0.0,1.2,Penrith
2013-12-26,46.0,29.6,6.0,18.4,87.0,SSE,Yes,Yes,43.0,28.5,SSE,E,21.9,13.0,25.0,Penrith
2013-12-27,53.0,28.7,4.0,15.6,79.0,SSE,Yes,No,31.0,26.9,SE,ESE,20.9,13.0,5.8,Penrith
2013-12-28,47.0,31.8,6.0,17.9,84.0,NNW,No,No,28.0,29.6,NE,NNE,21.4,13.0,0.2,Penrith
2013-12-29,36.0,26.6,26.0,17.8,52.0,SSE,No,No,37.0,25.5,SSE,ESE,22.6,20.0,0.0,Penrith
2013-12-30,38.0,29.5,4.0,18.1,57.0,N,No,No,30.0,27.7,NE,ESE,20.5,7.0,0.0,Penrith
2013-12-31,30.0,32.1,6.0,15.4,61.0,SSE,No,No,37.0,31.0,SE,SSE,22.1,9.0,0.0,Penrith
2014-01-01,33.0,32.7,11.0,19.8,72.0,NNE,No,No,30.0,32.2,NNE,E,23.0,11.0,0.0,Penrith
2014-01-02,28.0,36.9,7.0,21.0,52.0,NNE,No,No,48.0,34.7,WNW,W,28.3,13.0,0.0,Penrith
2014-01-03,52.0,32.9,4.0,20.5,89.0,ENE,No,No,24.0,29.8,ENE,NW,21.2,9.0,1.0,Penrith
2014-01-04,12.0,34.4,6.0,19.7,71.0,ESE,No,No,35.0,33.7,ESE,WSW,23.9,19.0,0.0,Penrith
2014-01-05,36.0,32.6,4.0,19.0,61.0,NW,No,No,39.0,31.4,N,NE,23.9,15.0,0.0,Penrith
2014-01-06,9.0,33.2,13.0,17.4,32.0,SSW,No,Yes,43.0,32.6,WSW,WSW,25.2,11.0,0.0,Penrith
2014-01-07,50.0,22.8,9.0,16.0,97.0,WSW,Yes,No,28.0,21.9,SE,ENE,17.3,9.0,3.0,Penrith
2014-01-08,64.0,21.5,9.0,15.7,99.0,SSW,No,No,24.0,20.3,SSW,SE,15.9,11.0,0.2,Penrith
