Date,Humidity_3_pm,Evaporation,Wind_Dir_3_pm,Rainfall,Cloud_9_am,Wind_Speed_3_pm,Temp_3_pm_C,Pressure_9_am,Cloud_3_pm,Wind_Speed_9_am,Humidity_9_am,Wind_Dir_9_am,Location,Pressure_3_pm,Rain_Today,Max_Temp_C,Temp_9_am_C,Wind_Gust_Speed,Min_Temp_C,Wind_Gust_Dir,Rain_Tomorrow
2013-05-01,40.0,1.7,WSW,0.0,,26.0,17.7,1021.8,4.0,6.0,67.0,SW,Bendigo,1021.0,No,18.1,11.9,46.0,5.6,WSW,No
2013-05-02,34.0,2.2,NNW,0.0,,9.0,17.8,1028.0,,13.0,68.0,SE,Bendigo,1025.4,No,18.6,10.2,31.0,-0.1,ESE,No
2013-05-03,31.0,2.0,N,0.0,,24.0,18.1,1024.7,,17.0,64.0,NE,Bendigo,1018.8,No,18.9,10.0,37.0,0.8,N,No
2013-05-04,40.0,3.1,SE,0.0,,20.0,15.6,1025.1,,28.0,53.0,S,Bendigo,1023.9,No,16.4,11.7,46.0,8.9,WSW,No
2013-05-05,43.0,2.7,SSE,0.0,,13.0,16.1,1026.6,,7.0,66.0,S,Bendigo,1023.7,No,17.0,10.5,31.0,0.1,SSE,No
2013-05-06,44.0,3.0,NNE,0.0,,15.0,15.9,1025.9,,19.0,66.0,SE,Bendigo,1022.8,No,17.1,9.0,30.0,4.1,ENE,No
2013-05-07,70.0,1.5,NE,0.0,3.0,19.0,14.4,1026.9,,13.0,64.0,E,Bendigo,1024.7,No,17.0,12.6,35.0,8.8,E,No
2013-05-08,40.0,1.3,NNE,0.2,1.0,15.0,22.3,1029.2,,11.0,66.0,ESE,Bendigo,1025.9,No,22.7,13.8,26.0,6.5,NNE,No
2013-05-09,45.0,2.0,NNW,0.0,,4.0,22.8,1030.5,,9.0,76.0,SE,Bendigo,1028.2,No,23.3,13.6,20.0,7.8,SE,No
2013-05-10,43.0,2.3,NNE,0.0,,17.0,22.5,1031.0,,9.0,75.0,SE,Bendigo,1027.6,No,22.8,14.4,26.0,7.4,NE,No
2013-05-11,33.0,1.6,N,0.0,,19.0,22.9,1028.2,,6.0,78.0,SE,Bendigo,1023.3,No,23.5,12.6,35.0,6.6,N,No
2013-05-12,61.0,2.6,WNW,0.0,1.0,17.0,17.3,1020.8,7.0,9.0,64.0,SE,Bendigo,1017.2,No,21.1,13.2,43.0,6.7,N,Yes
2013-05-13,68.0,2.4,WNW,10.6,8.0,19.0,13.4,1014.6,8.0,15.0,90.0,NW,Bendigo,1012.4,Yes,14.5,10.9,37.0,10.5,WNW,Yes
2013-05-14,65.0,1.9,N,2.2,8.0,19.0,11.7,1013.6,8.0,11.0,99.0,NW,Bendigo,1011.1,Yes,12.4,6.3,35.0,2.5,WNW,Yes
2013-05-15,78.0,1.7,NW,5.8,8.0,28.0,13.2,1009.5,8.0,17.0,99.0,NNW,Bendigo,1006.1,Yes,13.3,8.5,43.0,5.4,NW,No
2013-05-16,62.0,0.6,WSW,0.8,8.0,30.0,14.6,1010.4,8.0,17.0,96.0,WNW,Bendigo,1009.8,No,15.8,7.8,41.0,6.6,WSW,No
2013-05-17,69.0,1.2,WSW,0.2,7.0,15.0,13.9,1016.9,6.0,7.0,89.0,NW,Bendigo,1015.9,No,14.7,10.4,35.0,4.4,WSW,No
2013-05-18,58.0,1.2,WSW,0.2,8.0,19.0,12.5,1018.7,8.0,13.0,89.0,SW,Bendigo,1016.9,No,13.7,9.0,28.0,2.9,SSW,No
2013-05-19,54.0,1.4,WNW,0.2,,7.0,14.6,1020.4,,0.0,94.0,,Bendigo,1017.3,No,15.3,7.5,26.0,0.0,WNW,No
2013-05-20,79.0,1.2,,0.8,8.0,0.0,13.9,1017.7,8.0,9.0,97.0,SE,Bendigo,1014.9,No,14.6,8.3,20.0,6.3,NNE,Yes
2013-05-21,53.0,1.2,NNW,2.8,,6.0,15.2,1018.0,,0.0,99.0,,Bendigo,1015.6,Yes,15.4,6.6,22.0,0.5,ENE,No
2013-05-22,73.0,0.9,SE,0.0,7.0,9.0,11.3,1012.9,7.0,11.0,82.0,SE,Bendigo,1011.1,No,11.8,9.1,20.0,6.6,SSE,Yes
2013-05-23,58.0,0.8,SSE,1.2,,22.0,15.7,1018.6,1.0,19.0,86.0,SSE,Bendigo,1019.0,Yes,16.4,9.6,39.0,4.5,ESE,No
2013-05-24,46.0,1.7,SW,0.2,,15.0,16.9,1024.7,,11.0,82.0,S,Bendigo,1023.3,No,17.1,9.4,26.0,1.1,S,No
2013-05-25,53.0,1.4,WNW,0.2,8.0,15.0,17.1,1027.4,4.0,0.0,99.0,,Bendigo,1025.2,No,17.3,10.1,30.0,1.9,WSW,No
2013-05-26,62.0,1.2,SW,0.0,,13.0,14.6,1029.6,8.0,0.0,99.0,,Bendigo,1027.3,No,15.1,7.4,31.0,1.0,SW,No
2013-05-27,62.0,0.9,ESE,0.0,5.0,6.0,15.3,1030.5,1.0,0.0,98.0,,Bendigo,1028.3,No,15.5,8.0,26.0,2.4,SSE,No
2013-05-28,54.0,1.3,NE,0.0,,15.0,16.2,1029.9,,9.0,85.0,ENE,Bendigo,1026.3,No,16.5,8.3,30.0,4.3,NE,No
2013-05-29,48.0,1.1,N,0.2,,17.0,17.4,1026.9,,7.0,91.0,ENE,Bendigo,1023.8,No,18.5,8.6,35.0,2.1,N,Yes
2013-05-30,96.0,1.5,,2.0,8.0,0.0,13.1,1024.4,8.0,0.0,92.0,,Bendigo,1022.3,Yes,13.8,11.4,22.0,8.6,N,Yes
2013-05-31,86.0,0.4,NE,12.0,8.0,15.0,16.3,1023.8,8.0,13.0,99.0,NE,Bendigo,1020.1,Yes,16.6,13.4,22.0,11.3,NE,Yes
2013-06-01,97.0,1.3,WSW,23.4,8.0,2.0,14.3,1014.1,8.0,9.0,99.0,N,Bendigo,1010.9,Yes,14.9,13.9,30.0,13.1,SSE,Yes
2013-06-02,61.0,1.3,S,7.2,,19.0,15.0,1017.7,8.0,19.0,80.0,SSW,Bendigo,1019.7,Yes,15.4,10.9,41.0,7.9,SSW,No
2013-06-03,71.0,1.3,SW,0.2,7.0,20.0,14.2,1025.7,3.0,6.0,90.0,SW,Bendigo,1024.5,No,14.6,9.9,39.0,4.0,SSW,No
2013-06-04,71.0,0.7,W,0.0,,11.0,13.9,1027.1,8.0,9.0,83.0,SSE,Bendigo,1025.2,No,15.5,11.4,19.0,6.1,W,No
2013-06-05,78.0,0.8,NNE,0.0,8.0,13.0,12.7,1024.0,8.0,7.0,88.0,NNE,Bendigo,1020.5,No,13.0,10.3,28.0,9.3,NE,No
2013-06-06,91.0,0.8,NW,0.0,8.0,17.0,12.2,1018.8,8.0,11.0,93.0,NNE,Bendigo,1016.5,No,14.9,10.5,30.0,10.0,NW,Yes
2013-06-07,57.0,1.4,SSW,2.8,8.0,17.0,12.9,1019.8,6.0,13.0,94.0,W,Bendigo,1023.6,Yes,13.7,11.8,54.0,10.5,WSW,No
2013-06-08,56.0,1.2,NW,0.2,,9.0,13.4,1031.3,2.0,0.0,99.0,,Bendigo,1028.7,No,13.8,4.0,22.0,1.1,NW,No
2013-06-09,62.0,0.8,,0.0,,0.0,12.0,1027.9,,11.0,94.0,SSE,Bendigo,1024.0,No,12.3,4.5,15.0,-0.4,E,No
2013-06-10,59.0,0.8,N,0.2,,13.0,13.6,1020.7,2.0,7.0,99.0,SSE,Bendigo,1018.6,No,14.9,5.2,22.0,-0.7,NNE,No
2013-06-11,65.0,0.8,ENE,0.0,5.0,13.0,15.9,1020.3,7.0,4.0,88.0,E,Bendigo,1016.6,No,16.4,9.5,24.0,5.2,ENE,Yes
2013-06-12,98.0,1.4,SE,10.4,7.0,13.0,10.7,1010.2,8.0,19.0,96.0,SSE,Bendigo,1007.5,Yes,11.2,9.8,31.0,9.5,SSE,Yes
2013-06-13,71.0,1.7,S,18.0,8.0,19.0,13.1,1008.1,8.0,11.0,89.0,SSE,Bendigo,1008.3,Yes,13.7,11.2,46.0,9.7,SSE,No
2013-06-14,65.0,1.2,S,0.2,,26.0,13.0,1012.8,,15.0,77.0,S,Bendigo,1013.7,No,13.8,11.5,46.0,10.4,S,No
2013-06-15,52.0,1.4,SSE,0.0,,24.0,13.0,1019.7,,13.0,75.0,SSE,Bendigo,1020.0,No,13.3,8.8,46.0,2.9,SSE,No
2013-06-16,57.0,1.3,SSE,0.2,,20.0,11.9,1021.0,4.0,0.0,99.0,,Bendigo,1018.0,No,13.4,6.1,37.0,-0.1,SSE,No
2013-06-17,68.0,1.5,SSE,0.0,,17.0,11.8,1015.6,,9.0,92.0,WSW,Bendigo,1013.1,No,13.4,5.8,31.0,-0.1,SSE,No
2013-06-18,61.0,1.1,SSE,0.0,1.0,22.0,13.2,1017.9,1.0,13.0,88.0,SSE,Bendigo,1018.0,No,14.3,8.4,39.0,1.7,SSE,No
2013-06-19,50.0,1.4,ESE,0.0,,15.0,12.7,1026.3,,11.0,80.0,SSE,Bendigo,1025.0,No,13.3,7.7,31.0,3.2,SE,No
2013-06-20,62.0,1.1,ENE,0.0,,4.0,11.2,1025.9,,7.0,86.0,SE,Bendigo,1022.6,No,11.7,5.6,17.0,-1.3,NE,No
2013-06-21,60.0,0.7,NE,0.4,,13.0,12.3,1021.7,1.0,9.0,93.0,SSE,Bendigo,1019.2,No,12.6,4.6,28.0,-0.5,NE,No
2013-06-22,58.0,1.2,E,0.0,,15.0,12.8,1025.0,,11.0,77.0,SE,Bendigo,1024.5,No,13.6,6.5,24.0,2.2,SE,No
2013-06-23,49.0,0.8,ENE,0.2,1.0,11.0,14.3,1030.5,2.0,13.0,74.0,SSE,Bendigo,1028.1,No,14.5,6.5,39.0,1.8,NE,No
2013-06-24,54.0,0.9,SSE,0.0,,13.0,14.4,1028.0,,0.0,86.0,,Bendigo,1025.2,No,14.8,6.1,35.0,0.8,SSE,No
2013-06-25,50.0,1.1,SE,0.0,,7.0,15.9,1025.1,,20.0,84.0,SSE,Bendigo,1022.7,No,16.4,9.4,30.0,6.0,SSE,No
2013-06-26,45.0,1.0,NNW,0.0,,4.0,15.8,1024.6,,7.0,91.0,SSE,Bendigo,1021.7,No,16.2,6.0,15.0,-1.3,N,No
2013-06-27,63.0,1.3,N,0.0,4.0,4.0,15.1,1023.3,,9.0,86.0,SE,Bendigo,1021.1,No,16.3,7.2,22.0,1.1,NE,No
2013-06-28,54.0,1.1,,0.0,2.0,0.0,17.6,1024.7,,7.0,81.0,SSE,Bendigo,1022.8,No,18.2,11.2,15.0,4.5,SE,No
2013-06-29,59.0,1.0,SE,0.0,,11.0,15.4,1026.9,8.0,0.0,87.0,,Bendigo,1025.9,No,16.0,9.0,28.0,2.0,SSW,No
2013-06-30,67.0,1.0,WNW,0.0,6.0,11.0,15.4,1028.9,8.0,0.0,99.0,,Bendigo,1026.0,No,16.0,6.6,28.0,0.5,NW,No
2013-07-01,84.0,0.7,NW,0.0,8.0,15.0,14.1,1025.7,8.0,11.0,97.0,NW,Bendigo,1023.2,No,14.7,10.9,30.0,6.6,WNW,No
2013-07-02,66.0,0.6,WNW,0.0,8.0,17.0,14.8,1025.2,1.0,13.0,95.0,WNW,Bendigo,1023.0,No,15.9,10.6,35.0,10.1,WNW,No
2013-07-03,55.0,2.2,N,0.0,4.0,24.0,14.5,1024.0,2.0,0.0,99.0,,Bendigo,1019.8,No,15.1,4.6,35.0,2.3,NNE,No
2013-07-04,58.0,1.0,N,0.0,1.0,22.0,13.8,1012.0,8.0,19.0,77.0,N,Bendigo,1006.0,No,14.1,8.4,54.0,4.6,NW,Yes
2013-07-05,57.0,2.0,WNW,5.0,,30.0,10.8,1010.5,8.0,22.0,80.0,WNW,Bendigo,1012.1,Yes,11.9,6.3,54.0,4.7,W,No
2013-07-06,67.0,2.2,WNW,0.2,8.0,13.0,12.5,1019.0,8.0,13.0,96.0,NW,Bendigo,1018.4,No,13.5,6.4,31.0,5.0,NW,Yes
2013-07-07,82.0,0.4,N,2.2,8.0,13.0,10.9,1026.6,8.0,0.0,99.0,,Bendigo,1025.8,Yes,11.3,3.0,20.0,0.9,N,No
2013-07-08,55.0,1.5,NW,1.0,,9.0,12.8,1033.3,1.0,7.0,99.0,SSE,Bendigo,1032.9,No,13.5,3.3,24.0,-0.9,WNW,No
2013-07-09,48.0,0.7,ESE,0.0,,9.0,12.2,1036.8,,9.0,99.0,SSE,Bendigo,1032.7,No,12.9,4.0,20.0,-2.1,SSE,No
2013-07-10,52.0,0.9,N,0.0,,11.0,12.9,1032.6,,9.0,74.0,ESE,Bendigo,1030.4,No,13.6,6.9,22.0,0.2,NE,No
2013-07-11,78.0,1.0,ENE,0.2,,11.0,11.6,1033.7,,11.0,85.0,ESE,Bendigo,1031.0,No,12.4,6.8,20.0,1.1,ENE,No
2013-07-12,67.0,0.9,ESE,0.4,,11.0,14.0,1030.2,,9.0,99.0,SE,Bendigo,1027.7,No,14.4,7.1,20.0,2.2,SSE,No
2013-07-13,93.0,0.7,ENE,0.0,8.0,13.0,12.6,1027.2,8.0,13.0,97.0,ENE,Bendigo,1023.3,No,13.1,10.0,35.0,5.8,NE,Yes
2013-07-14,95.0,0.9,NNE,22.6,8.0,24.0,12.5,1020.9,8.0,19.0,97.0,NNE,Bendigo,1017.4,Yes,13.0,12.3,43.0,10.0,NNE,Yes
2013-07-15,72.0,1.6,W,11.4,8.0,7.0,16.3,1020.8,7.0,0.0,99.0,,Bendigo,1019.7,Yes,16.5,11.1,20.0,11.0,NNE,No
2013-07-16,82.0,0.2,NNE,0.0,8.0,9.0,13.3,1023.8,8.0,0.0,99.0,,Bendigo,1021.7,No,14.0,10.3,19.0,10.1,NE,No
2013-07-17,91.0,0.8,NE,0.0,8.0,17.0,12.9,1020.9,8.0,7.0,99.0,E,Bendigo,1017.3,No,16.0,10.0,28.0,7.7,ENE,No
2013-07-18,93.0,0.6,N,0.0,2.0,28.0,14.8,1012.2,8.0,26.0,75.0,NNE,Bendigo,1008.3,No,19.5,15.8,57.0,9.9,NNE,Yes
2013-07-19,84.0,1.6,NNW,10.4,8.0,24.0,12.6,1006.1,8.0,22.0,88.0,N,Bendigo,1004.6,Yes,13.8,11.5,46.0,11.3,N,Yes
2013-07-20,88.0,1.0,WSW,10.8,8.0,24.0,7.3,1004.0,8.0,9.0,98.0,N,Bendigo,1003.3,Yes,8.9,6.2,52.0,6.0,W,Yes
2013-07-21,96.0,1.6,NNW,5.8,8.0,7.0,6.6,1013.2,8.0,13.0,99.0,NNW,Bendigo,1012.6,Yes,8.3,2.8,26.0,2.7,N,No
2013-07-22,79.0,0.2,NW,1.0,,13.0,9.1,1016.3,8.0,0.0,99.0,,Bendigo,1016.8,No,10.3,4.9,24.0,0.6,NW,No
2013-07-23,65.0,0.5,SSW,0.0,7.0,11.0,12.0,1024.9,8.0,17.0,98.0,WSW,Bendigo,1026.1,No,12.2,7.5,35.0,1.8,SW,No
2013-07-24,59.0,0.7,SSE,0.0,,13.0,13.9,1031.9,,2.0,84.0,WSW,Bendigo,1029.6,No,14.2,7.4,30.0,1.9,S,No
2013-07-25,78.0,0.9,N,0.2,8.0,15.0,9.5,1030.3,8.0,0.0,99.0,,Bendigo,1026.5,No,9.9,2.8,24.0,-1.8,N,No
2013-07-26,75.0,0.6,N,0.0,8.0,13.0,12.3,1027.2,8.0,2.0,99.0,ENE,Bendigo,1026.0,No,12.5,6.0,20.0,2.3,N,No
2013-07-27,66.0,0.5,NE,0.0,,17.0,11.9,1028.0,,2.0,96.0,ESE,Bendigo,1024.9,No,12.5,6.6,41.0,2.6,ENE,No
2013-07-28,70.0,1.0,,0.0,6.0,0.0,13.6,1022.5,8.0,15.0,74.0,ENE,Bendigo,1017.0,No,13.9,9.3,72.0,6.3,NE,Yes
2013-07-29,62.0,1.2,NNW,5.6,8.0,13.0,16.0,1019.6,2.0,11.0,99.0,SSE,Bendigo,1016.9,Yes,16.7,6.5,28.0,3.3,NW,No
2013-07-30,53.0,1.1,S,0.2,1.0,11.0,12.9,1022.4,6.0,0.0,93.0,,Bendigo,1022.0,No,14.1,9.2,28.0,4.5,S,No
2013-07-31,49.0,0.8,N,0.2,,7.0,13.3,1025.7,,9.0,69.0,SSW,Bendigo,1022.9,No,14.1,8.4,24.0,-0.8,SSE,No
2013-08-01,59.0,1.7,N,0.0,,13.0,11.0,1023.7,8.0,9.0,96.0,SE,Bendigo,1019.9,No,12.4,3.1,20.0,-2.2,N,No
2013-08-02,76.0,0.4,WNW,0.0,6.0,22.0,11.5,1014.3,8.0,19.0,74.0,N,Bendigo,1011.2,No,12.0,8.9,41.0,1.8,WNW,Yes
2013-08-03,84.0,0.8,NNW,1.8,7.0,26.0,10.6,1015.9,8.0,11.0,99.0,NNW,Bendigo,1010.3,Yes,11.4,6.0,48.0,-0.4,NW,Yes
2013-08-04,88.0,0.8,NW,10.8,7.0,19.0,10.1,1015.6,8.0,11.0,98.0,NW,Bendigo,1014.8,Yes,11.7,6.2,30.0,4.2,NW,No
2013-08-05,86.0,1.2,N,0.6,8.0,19.0,12.8,1015.3,8.0,19.0,98.0,NW,Bendigo,1011.2,No,13.4,9.5,41.0,6.2,NNW,Yes
2013-08-06,57.0,2.0,W,8.2,,22.0,13.6,1009.0,8.0,15.0,87.0,WNW,Bendigo,1009.4,Yes,14.6,10.0,46.0,9.3,NNW,No
2013-08-07,87.0,2.6,ENE,0.2,7.0,15.0,9.9,1012.5,8.0,0.0,92.0,,Bendigo,1007.5,No,11.3,6.3,44.0,0.7,SSW,Yes
2013-08-08,59.0,1.2,WSW,16.8,,15.0,12.4,1017.8,8.0,15.0,79.0,SSW,Bendigo,1016.9,Yes,14.1,7.9,33.0,4.8,WSW,Yes
2013-08-09,97.0,1.5,N,3.8,8.0,17.0,8.7,1016.2,8.0,17.0,98.0,NNE,Bendigo,1012.6,Yes,9.6,7.3,31.0,4.5,N,Yes
2013-08-10,66.0,1.1,W,6.2,8.0,13.0,13.5,1017.8,8.0,0.0,99.0,,Bendigo,1017.1,Yes,14.6,6.6,26.0,2.8,NW,No
2013-08-11,71.0,1.2,N,0.0,8.0,19.0,14.7,1017.3,8.0,6.0,99.0,SSE,Bendigo,1012.2,No,15.8,5.9,31.0,1.5,N,Yes
2013-08-12,44.0,1.0,WSW,1.2,8.0,28.0,13.6,1003.8,,26.0,80.0,WNW,Bendigo,1006.4,Yes,13.8,11.3,61.0,5.9,WNW,No
2013-08-13,69.0,3.0,NW,0.2,8.0,20.0,13.3,1014.0,8.0,13.0,93.0,NW,Bendigo,1011.7,No,14.1,7.3,44.0,2.9,NNW,No
2013-08-14,83.0,1.8,W,0.0,,50.0,8.5,1007.0,8.0,19.0,75.0,NNW,Bendigo,1007.6,No,11.9,9.7,69.0,5.5,W,Yes
2013-08-15,55.0,1.0,NNW,3.0,,17.0,13.8,1022.2,8.0,4.0,88.0,NNE,Bendigo,1020.3,Yes,14.9,5.4,28.0,-1.1,WNW,No
2013-08-16,48.0,1.2,NNE,0.0,,35.0,15.1,1017.2,,22.0,79.0,NNE,Bendigo,1006.3,No,15.5,7.9,65.0,2.3,NNE,Yes
2013-08-17,64.0,2.8,NW,2.2,8.0,24.0,12.1,1009.3,8.0,15.0,89.0,NW,Bendigo,1009.0,Yes,13.1,8.0,50.0,7.0,NNW,Yes
2013-08-18,63.0,3.2,NW,4.2,,33.0,15.0,1009.3,8.0,28.0,69.0,NNW,Bendigo,1005.8,Yes,15.6,10.4,63.0,7.7,WNW,Yes
2013-08-19,85.0,2.8,SW,2.8,,17.0,8.0,1012.2,8.0,19.0,82.0,WNW,Bendigo,1011.9,Yes,10.4,5.9,48.0,3.6,WSW,Yes
2013-08-20,65.0,1.6,WNW,1.6,8.0,20.0,10.2,1018.2,8.0,13.0,84.0,WNW,Bendigo,1016.4,Yes,10.9,5.0,41.0,1.2,WSW,Yes
2013-08-21,94.0,1.4,NNW,2.4,8.0,13.0,8.9,1017.8,8.0,11.0,99.0,W,Bendigo,1013.4,Yes,11.0,3.8,33.0,-0.1,N,Yes
2013-08-22,71.0,1.4,NW,6.6,8.0,19.0,12.2,1011.3,8.0,15.0,95.0,WNW,Bendigo,1009.4,Yes,12.6,8.5,41.0,3.7,NW,Yes
2013-08-23,68.0,1.8,W,8.4,8.0,28.0,16.1,1011.5,8.0,19.0,90.0,WNW,Bendigo,1012.3,Yes,16.2,10.1,48.0,8.5,WSW,No
2013-08-24,73.0,1.4,NW,0.2,8.0,4.0,14.4,1023.8,8.0,11.0,83.0,SW,Bendigo,1023.6,No,15.4,11.0,35.0,10.0,WSW,No
2013-08-25,65.0,1.0,NW,0.2,8.0,15.0,14.0,1025.6,8.0,13.0,96.0,N,Bendigo,1024.0,No,14.2,10.5,33.0,4.7,NNW,No
2013-08-26,64.0,1.7,WNW,0.0,,9.0,17.0,1025.6,,0.0,82.0,,Bendigo,1022.8,No,17.2,12.2,28.0,3.5,NNW,No
2013-08-27,51.0,1.4,NNW,0.0,,15.0,18.8,1022.1,,9.0,88.0,ESE,Bendigo,1017.8,No,19.3,10.9,30.0,6.6,N,No
2013-08-28,58.0,2.3,NE,0.0,2.0,24.0,19.8,1019.8,,13.0,83.0,E,Bendigo,1015.7,No,20.1,12.8,41.0,9.6,NE,No
2013-08-29,65.0,2.7,NE,0.2,6.0,26.0,16.7,1013.8,7.0,9.0,79.0,E,Bendigo,1006.0,No,17.5,14.1,56.0,12.2,NE,Yes
2013-08-30,70.0,2.7,NNW,4.2,7.0,15.0,16.6,1013.9,8.0,22.0,88.0,NW,Bendigo,1013.1,Yes,17.1,12.0,54.0,10.1,WNW,Yes
2013-08-31,45.0,1.6,NNE,2.8,,17.0,20.6,1020.9,,7.0,95.0,SSE,Bendigo,1019.6,Yes,21.1,11.3,30.0,3.2,NNE,No
2013-09-01,64.0,2.4,NE,0.0,,19.0,20.6,1026.2,,11.0,72.0,NE,Bendigo,1023.9,No,21.0,13.9,30.0,7.4,NE,No
2013-09-02,56.0,3.2,NNE,0.2,,4.0,22.7,1030.6,,9.0,73.0,ESE,Bendigo,1028.9,No,23.3,15.0,20.0,8.7,NE,No
2013-09-03,59.0,2.1,N,0.0,,15.0,23.7,1032.7,,7.0,81.0,ESE,Bendigo,1029.3,No,23.9,16.7,24.0,8.8,NNE,No
2013-09-04,48.0,2.3,NE,0.2,,22.0,23.5,1028.1,,17.0,69.0,NE,Bendigo,1024.1,No,23.8,16.2,35.0,8.4,ENE,No
2013-09-05,63.0,3.3,,0.0,,0.0,19.6,1024.8,7.0,7.0,75.0,SE,Bendigo,1024.2,No,19.8,16.0,24.0,14.3,ENE,No
2013-09-06,72.0,1.2,,1.0,8.0,0.0,13.0,1027.1,8.0,0.0,77.0,,Bendigo,1025.5,No,13.4,12.5,20.0,11.8,SW,Yes
2013-09-07,49.0,1.1,WSW,3.0,,20.0,17.2,1026.0,,2.0,89.0,NNE,Bendigo,1024.1,Yes,17.5,11.5,31.0,4.6,S,No
2013-09-08,56.0,3.1,NNE,0.2,,6.0,17.8,1027.8,1.0,6.0,71.0,SE,Bendigo,1024.2,No,18.4,12.0,20.0,2.7,NW,No
2013-09-09,60.0,1.7,ENE,0.0,,20.0,21.4,1015.6,,19.0,64.0,NE,Bendigo,1004.1,No,25.1,12.6,74.0,10.4,NNW,No
2013-09-10,47.0,3.9,W,0.0,8.0,24.0,14.0,1009.0,6.0,20.0,75.0,SW,Bendigo,1008.1,No,15.3,11.3,43.0,10.3,WNW,No
2013-09-11,46.0,3.9,W,0.0,8.0,20.0,15.0,1012.8,4.0,11.0,94.0,NW,Bendigo,1012.3,No,16.0,7.9,35.0,3.2,WNW,No
2013-09-12,54.0,2.0,SE,0.4,,19.0,12.0,1017.8,8.0,13.0,71.0,SW,Bendigo,1016.6,No,14.1,10.4,41.0,0.6,WSW,No
2013-09-13,72.0,2.8,NE,0.0,3.0,13.0,9.5,1017.9,8.0,15.0,58.0,ENE,Bendigo,1015.3,No,11.9,7.7,30.0,2.2,ENE,No
2013-09-14,55.0,1.2,NNW,0.8,8.0,13.0,16.8,1015.5,8.0,0.0,68.0,,Bendigo,1013.3,No,18.1,11.8,22.0,5.5,NW,No
2013-09-15,53.0,1.4,NNE,0.0,,22.0,18.7,1017.3,1.0,9.0,72.0,NE,Bendigo,1013.2,No,20.0,14.2,37.0,5.7,NNE,Yes
2013-09-16,98.0,4.1,ENE,3.0,8.0,13.0,11.9,1008.4,8.0,22.0,87.0,ENE,Bendigo,1003.9,Yes,13.6,12.2,54.0,11.1,ENE,Yes
2013-09-17,69.0,4.2,WSW,27.2,1.0,15.0,16.2,1003.6,8.0,7.0,86.0,W,Bendigo,1001.3,Yes,18.2,13.5,31.0,7.4,W,No
2013-09-18,70.0,2.7,WNW,0.2,8.0,37.0,13.5,1001.7,8.0,11.0,91.0,N,Bendigo,998.4,No,16.0,12.2,59.0,7.9,NW,No
2013-09-19,52.0,2.5,WNW,0.6,2.0,19.0,15.0,1008.4,1.0,17.0,71.0,WNW,Bendigo,1006.5,No,15.6,9.5,46.0,5.1,WNW,Yes
2013-09-20,85.0,3.7,WSW,4.8,8.0,28.0,12.0,1009.3,8.0,17.0,83.0,W,Bendigo,1011.9,Yes,15.4,10.8,48.0,6.2,WSW,Yes
2013-09-21,54.0,1.9,N,1.4,,17.0,16.8,1016.9,,7.0,74.0,NNW,Bendigo,1013.7,Yes,18.0,11.0,26.0,0.4,NNE,Yes
2013-09-22,62.0,2.3,SE,1.4,,13.0,18.2,1011.6,5.0,17.0,74.0,E,Bendigo,1009.6,Yes,19.7,14.0,30.0,6.4,NNE,No
2013-09-23,61.0,2.9,ENE,0.0,,24.0,20.9,1008.5,,9.0,76.0,E,Bendigo,1001.4,No,25.1,15.3,65.0,5.7,N,No
2013-09-24,57.0,3.9,W,0.0,,20.0,20.3,1005.6,8.0,9.0,58.0,NW,Bendigo,1004.1,No,21.9,15.4,41.0,6.7,NW,No
2013-09-25,44.0,4.0,W,0.0,,20.0,20.8,1007.3,8.0,24.0,70.0,WNW,Bendigo,1006.3,No,22.0,17.1,44.0,9.6,NNW,Yes
2013-09-26,41.0,6.9,W,15.0,8.0,37.0,14.8,1007.3,4.0,33.0,69.0,W,Bendigo,1012.7,Yes,15.6,11.7,67.0,10.1,WSW,No
2013-09-27,40.0,3.5,N,0.6,,24.0,18.8,1018.8,,17.0,67.0,N,Bendigo,1012.8,No,19.6,11.3,70.0,0.8,WNW,No
2013-09-28,42.0,5.4,WSW,0.2,1.0,24.0,16.0,1011.7,6.0,33.0,70.0,WNW,Bendigo,1013.0,No,17.2,11.7,56.0,4.2,W,No
2013-09-29,51.0,3.0,N,0.0,,19.0,20.2,1017.2,3.0,13.0,75.0,N,Bendigo,1013.1,No,21.0,11.7,41.0,1.7,N,No
2013-09-30,40.0,3.4,N,0.0,,19.0,21.7,1008.9,8.0,9.0,67.0,ENE,Bendigo,1002.5,No,24.5,13.8,83.0,8.0,NW,Yes
2013-10-01,54.0,4.2,WNW,6.2,8.0,31.0,14.7,1003.1,8.0,31.0,70.0,W,Bendigo,1008.3,Yes,15.5,12.8,76.0,12.0,W,No
2013-10-02,85.0,4.0,NW,0.2,8.0,28.0,13.1,1009.3,8.0,30.0,62.0,NNW,Bendigo,1004.3,No,16.2,12.4,67.0,5.6,NW,Yes
2013-10-03,55.0,3.9,SW,1.4,2.0,19.0,13.9,1019.0,3.0,26.0,68.0,SW,Bendigo,1020.5,Yes,15.6,10.0,48.0,3.4,SW,No
2013-10-04,41.0,2.3,NW,0.0,,19.0,18.6,1023.5,,9.0,63.0,N,Bendigo,1018.9,No,19.4,11.6,31.0,0.1,N,No
2013-10-05,24.0,3.5,NNW,0.0,,24.0,25.1,1014.1,,13.0,57.0,NNE,Bendigo,1008.8,No,25.9,15.3,54.0,5.5,NNW,No
