Wind Gust Dir,Rain Today,Evaporation,Wind Dir 9 am,Min Temp F,Rain Tomorrow,Cloud 3 pm,Wind Speed 9 am,Temp 3 pm F,Rainfall,Wind Dir 3 pm,Humidity 3 pm,Wind Gust Speed,Location,Max Temp F,Date,Cloud 9 am,Humidity 9 am,Pressure 3 pm,Wind Speed 3 pm,Temp 9 am F,Pressure 9 am
E,No,,,60.08,Yes,,0.0,66.38,0.0,,97.0,19.0,Richmond,68.72,2013-12-25,,91.0,1016.1,0.0,63.32,1019.2
S,Yes,,SW,62.959999999999994,Yes,,7.0,81.5,24.4,E,43.0,41.0,Richmond,83.12,2013-12-26,,85.0,1009.1,15.0,68.18,1012.9
ESE,Yes,9.0,S,57.92,No,,6.0,80.6,1.2,E,50.0,41.0,Richmond,82.04,2013-12-27,,86.0,1009.1,22.0,65.48,1012.7
ESE,No,,,62.42,No,,0.0,84.02,0.2,ENE,46.0,31.0,Richmond,86.72,2013-12-28,,81.0,1006.1,15.0,70.88,1012.2
E,No,,SSE,60.08,No,,30.0,74.66,0.0,SE,39.0,46.0,Richmond,77.36,2013-12-29,,51.0,1012.0,22.0,71.78,1009.9
ESE,No,18.2,NNE,62.24,No,,6.0,79.88,0.0,E,42.0,35.0,Richmond,82.22,2013-12-30,,56.0,1009.8,15.0,68.18,1015.5
ESE,No,7.6,ENE,55.76,No,,2.0,86.72,0.0,ENE,30.0,37.0,Richmond,87.26,2013-12-31,,63.0,1009.2,19.0,68.9,1013.3
ESE,No,,NNE,60.980000000000004,No,,13.0,88.7,0.0,E,31.0,41.0,Richmond,89.41999999999999,2014-01-01,,72.0,1009.2,17.0,70.7,1014.6
W,No,12.4,NNE,67.46,No,,7.0,88.52,0.2,W,26.0,59.0,Richmond,95.9,2014-01-02,,53.0,1002.3,24.0,82.04,1003.3
ENE,No,5.4,ESE,62.6,No,,4.0,81.86,0.8,ENE,45.0,30.0,Richmond,85.46000000000001,2014-01-03,,84.0,998.4,9.0,67.1,1005.6
NE,No,,S,62.78,No,,13.0,84.02,0.2,SSW,24.0,48.0,Richmond,89.96000000000001,2014-01-04,,67.0,1000.1,7.0,71.42,1003.3
ESE,No,,E,62.059999999999995,No,,6.0,85.64,0.0,ENE,39.0,41.0,Richmond,87.8,2014-01-05,,66.0,1003.7,24.0,73.04,1010.3
WSW,No,20.4,W,56.120000000000005,No,,20.0,87.26,0.0,W,9.0,44.0,Richmond,89.06,2014-01-06,,31.0,1006.7,24.0,75.92,1009.0
SSE,No,9.8,WSW,61.34,Yes,,9.0,71.78,0.4,ESE,50.0,46.0,Richmond,73.75999999999999,2014-01-07,,75.0,1018.4,19.0,61.88,1018.8
SE,Yes,2.4,SSE,60.08,No,,11.0,69.44,3.2,SE,57.0,26.0,Richmond,70.7,2014-01-08,,94.0,1021.9,17.0,61.7,1024.2
ENE,No,1.7,SSE,61.7,No,,2.0,72.32,0.8,NNE,48.0,26.0,Richmond,76.46,2014-01-09,,69.0,1022.3,15.0,67.64,1024.3
ENE,No,2.8,SW,62.6,No,,9.0,79.7,0.0,ENE,41.0,28.0,Richmond,84.02,2014-01-10,,68.0,1018.2,9.0,70.16,1022.1
ESE,No,,,57.74,No,,0.0,93.2,0.0,NE,28.0,39.0,Richmond,94.46000000000001,2014-01-11,,73.0,1013.2,15.0,70.52,1019.0
SE,No,,S,60.8,No,,9.0,85.64,0.0,ESE,43.0,39.0,Richmond,87.44,2014-01-12,,70.0,1015.2,22.0,74.48,1017.7
E,No,18.6,SSE,61.88,No,,6.0,79.52,0.0,ESE,40.0,37.0,Richmond,82.22,2014-01-13,,67.0,1018.6,11.0,69.98,1022.1
E,No,6.9,NNW,58.64,No,,6.0,,0.0,ENE,,35.0,Richmond,87.98,2014-01-14,,64.0,1017.8,13.0,70.7,1022.1
E,No,8.8,NNE,,No,,2.0,97.88000000000001,0.0,NE,21.0,35.0,Richmond,98.96000000000001,2014-01-15,,,1016.3,13.0,,1021.7
SE,No,8.0,SSE,60.8,No,,6.0,93.2,0.0,SE,26.0,33.0,Richmond,94.64,2014-01-16,,73.0,1014.2,11.0,74.84,1019.0
ENE,No,7.3,WSW,59.0,No,,2.0,93.74,0.0,NE,22.0,33.0,Richmond,95.36,2014-01-17,,74.0,1011.7,15.0,71.78,1016.5
,No,,E,,,,4.0,,0.0,E,,,Richmond,,2014-01-18,,,1007.2,7.0,,1012.4
SE,,,,,No,,,,,,,37.0,Richmond,,2014-01-19,,,,,,
SSE,No,25.1,E,,Yes,,6.0,83.12,0.0,SE,52.0,39.0,Richmond,87.08000000000001,2014-01-20,,,1006.5,24.0,,
ENE,Yes,4.4,SSW,65.48,Yes,,11.0,75.92,9.6,NE,81.0,24.0,Richmond,79.16,2014-01-21,,100.0,1007.5,17.0,66.92,1010.0
S,Yes,1.4,S,66.74000000000001,Yes,,9.0,69.98,1.4,SSW,75.0,30.0,Richmond,71.24000000000001,2014-01-22,,100.0,1020.0,7.0,68.18,1017.8
ENE,Yes,1.3,SSW,63.5,No,,4.0,74.12,1.4,ENE,62.0,24.0,Richmond,75.74000000000001,2014-01-23,,93.0,1020.5,13.0,68.18,1023.1
NNE,No,1.8,NNE,64.58,Yes,,4.0,83.3,0.0,NNE,50.0,31.0,Richmond,86.9,2014-01-24,,90.0,1007.0,19.0,70.16,1014.3
SE,Yes,,,61.88,No,,0.0,75.2,2.8,SE,43.0,44.0,Richmond,80.06,2014-01-25,,80.0,1014.3,28.0,70.88,1011.9
SSW,No,,WSW,59.9,No,,9.0,68.18,0.6,ENE,66.0,28.0,Richmond,70.88,2014-01-26,,92.0,1023.8,13.0,62.059999999999995,1024.0
ENE,No,,,51.98,No,,0.0,81.5,0.2,N,37.0,35.0,Richmond,84.56,2014-01-27,,72.0,1021.0,11.0,65.3,1024.6
ENE,No,17.0,,54.68,No,,0.0,87.26,0.0,E,32.0,37.0,Richmond,90.14,2014-01-28,,73.0,1016.6,9.0,69.25999999999999,1021.6
ESE,No,7.3,,59.0,No,,0.0,99.32,0.0,SE,22.0,35.0,Richmond,101.3,2014-01-29,,75.0,1012.2,13.0,70.7,1016.9
E,No,8.0,SE,64.04,No,,9.0,90.68,0.0,N,31.0,37.0,Richmond,93.56,2014-01-30,,64.0,1015.1,13.0,74.48,1019.6
ENE,No,7.4,N,56.48,No,,2.0,95.0,0.0,NE,23.0,28.0,Richmond,100.58000000000001,2014-01-31,,69.0,1010.4,7.0,69.98,1015.1
SE,No,,S,69.25999999999999,No,,13.0,89.96000000000001,0.0,SSE,37.0,30.0,Richmond,93.38000000000001,2014-02-01,,67.0,1011.0,7.0,75.74000000000001,1015.2
ENE,No,,E,66.56,No,,11.0,90.32,0.0,ENE,37.0,35.0,Richmond,91.4,2014-02-02,,72.0,1012.4,13.0,73.58,1015.4
E,No,22.0,N,62.959999999999994,No,,11.0,90.5,0.0,ENE,27.0,35.0,Richmond,94.28,2014-02-03,,69.0,1010.3,11.0,72.32,1015.6
SSE,No,7.7,SSE,65.3,Yes,,17.0,69.25999999999999,0.0,S,78.0,44.0,Richmond,81.86,2014-02-04,,66.0,1019.7,19.0,76.28,1017.0
WSW,Yes,2.3,S,60.62,No,,11.0,73.22,1.6,SE,43.0,57.0,Richmond,76.1,2014-02-05,,60.0,1021.6,20.0,67.82,1024.2
ESE,No,3.5,W,61.7,No,,11.0,78.44,0.0,SE,38.0,37.0,Richmond,79.34,2014-02-06,,68.0,1016.8,11.0,66.2,1020.4
E,No,4.0,E,50.54,No,,2.0,87.44,0.0,N,24.0,35.0,Richmond,91.03999999999999,2014-02-07,,70.0,1013.8,4.0,65.66,1017.7
E,No,,,57.02,No,,0.0,95.36,0.0,NNE,25.0,35.0,Richmond,96.98,2014-02-08,,69.0,1014.1,9.0,70.7,1018.2
E,No,,NE,56.3,No,,4.0,93.38000000000001,0.0,ENE,23.0,31.0,Richmond,99.14,2014-02-09,,82.0,1013.8,9.0,67.82,1019.3
SE,No,22.2,SSW,65.84,No,,15.0,80.78,0.0,E,52.0,35.0,Richmond,86.53999999999999,2014-02-10,,67.0,1016.3,13.0,71.78,1020.0
SE,No,4.8,WNW,66.2,No,,6.0,83.66,0.0,NNE,48.0,31.0,Richmond,86.18,2014-02-11,,88.0,1013.5,11.0,68.54,1018.3
ESE,No,4.8,SSW,68.54,No,,7.0,83.48,0.4,SSE,53.0,35.0,Richmond,87.26,2014-02-12,,91.0,1014.1,15.0,73.58,1016.4
E,No,3.6,NNW,68.0,No,,6.0,87.98,0.0,SE,39.0,39.0,Richmond,89.96000000000001,2014-02-13,,84.0,1009.5,7.0,73.94,1015.1
ENE,No,5.4,,67.1,Yes,,0.0,80.24000000000001,0.4,ENE,54.0,22.0,Richmond,82.22,2014-02-14,,89.0,1005.5,9.0,69.08,1008.3
ENE,Yes,,,69.08,Yes,,0.0,77.9,4.0,NNE,78.0,26.0,Richmond,78.08,2014-02-15,,100.0,999.2,11.0,70.16,1003.4
SE,Yes,,NNE,69.62,Yes,,13.0,69.25999999999999,10.6,SSW,100.0,50.0,Richmond,75.56,2014-02-16,,98.0,1002.7,15.0,73.75999999999999,998.9
SSW,Yes,4.9,SW,65.12,No,,9.0,74.66,25.6,SSE,63.0,22.0,Richmond,75.2,2014-02-17,,86.0,1013.0,9.0,66.74000000000001,1013.8
ENE,No,1.8,,62.959999999999994,No,,0.0,75.92,0.4,NE,68.0,24.0,Richmond,80.42,2014-02-18,,91.0,1009.4,15.0,68.0,1013.2
SW,No,2.8,NNE,67.82,Yes,,13.0,72.14,0.0,WSW,97.0,24.0,Richmond,79.52,2014-02-19,,97.0,1002.1,9.0,72.68,1004.6
WSW,Yes,1.8,WNW,63.68,No,,11.0,83.84,12.0,W,31.0,37.0,Richmond,87.08000000000001,2014-02-20,,55.0,1007.3,4.0,71.6,1007.8
ESE,No,6.6,,59.540000000000006,No,,0.0,81.5,0.0,SSE,24.0,39.0,Richmond,83.84,2014-02-21,,44.0,1014.6,11.0,67.1,1016.3
ESE,No,,SSW,63.32,No,,7.0,80.06,0.0,ESE,48.0,35.0,Richmond,81.86,2014-02-22,,67.0,1017.8,20.0,69.8,1020.4
S,No,,SW,64.58,No,,7.0,77.18,0.0,SSE,40.0,33.0,Richmond,80.24000000000001,2014-02-23,,79.0,1020.9,13.0,67.46,1023.6
ESE,No,13.1,NNW,64.4,No,,2.0,83.66,0.0,SSW,35.0,33.0,Richmond,86.0,2014-02-24,,87.0,1016.9,9.0,68.36,1020.8
ENE,No,5.9,ESE,59.9,No,,2.0,85.64,0.0,N,34.0,33.0,Richmond,87.61999999999999,2014-02-25,,85.0,1012.3,7.0,69.8,1017.9
W,No,6.6,,61.88,Yes,,0.0,90.32,0.0,ENE,31.0,70.0,Richmond,94.28,2014-02-26,,86.0,1009.5,11.0,70.52,1012.2
S,Yes,4.9,SW,66.2,Yes,,13.0,70.7,9.4,SSE,81.0,37.0,Richmond,73.22,2014-02-27,,97.0,,19.0,69.44,1017.3
SSE,Yes,1.0,SSW,62.78,Yes,,9.0,65.12,4.6,WSW,99.0,31.0,Richmond,66.38,2014-02-28,,100.0,1022.9,15.0,64.58,1023.1
ENE,Yes,,SSW,62.959999999999994,Yes,,9.0,67.46,5.2,WSW,100.0,20.0,Richmond,68.9,2014-03-01,,97.0,1019.1,9.0,66.2,1020.5
WSW,Yes,,,62.24,Yes,,0.0,68.72,17.6,WSW,95.0,22.0,Richmond,69.62,2014-03-02,,100.0,1020.3,9.0,64.75999999999999,1020.5
SE,Yes,2.0,SSW,63.5,Yes,,11.0,73.94,5.6,ESE,70.0,31.0,Richmond,77.0,2014-03-03,,84.0,1024.2,19.0,68.36,1025.3
NE,Yes,1.2,,65.12,No,,0.0,75.56,2.6,NNE,64.0,24.0,Richmond,78.25999999999999,2014-03-04,,100.0,1023.3,2.0,67.64,1026.5
WNW,No,3.0,,59.18,No,,0.0,75.2,0.2,W,85.0,33.0,Richmond,85.82,2014-03-05,,95.0,1014.2,15.0,64.94,1018.7
SSW,No,3.2,SSW,64.75999999999999,No,,9.0,78.44,0.6,E,61.0,28.0,Richmond,80.06,2014-03-06,,85.0,1017.8,6.0,70.16,1019.0
E,No,2.4,WSW,62.24,No,,2.0,81.5,0.0,,54.0,26.0,Richmond,85.82,2014-03-07,,100.0,1017.7,0.0,67.82,1020.3
ENE,No,,,62.42,No,,0.0,82.22,0.0,NE,41.0,31.0,Richmond,83.84,2014-03-08,,98.0,1020.0,13.0,69.08,1022.6
ENE,No,,,61.34,No,,0.0,82.04,0.2,E,40.0,33.0,Richmond,84.2,2014-03-09,,99.0,1019.8,7.0,68.72,1023.7
ENE,No,12.2,SW,60.980000000000004,No,,2.0,84.02,0.0,NNE,44.0,35.0,Richmond,85.28,2014-03-10,,94.0,1020.5,6.0,68.54,1023.4
ENE,No,4.6,,60.08,No,,0.0,83.66,0.0,ENE,40.0,31.0,Richmond,85.1,2014-03-11,,91.0,1020.1,11.0,68.54,1023.7
SSE,No,5.2,,58.1,No,,0.0,81.5,0.0,NE,49.0,33.0,Richmond,84.56,2014-03-12,,93.0,1015.1,4.0,66.56,1018.2
S,No,3.8,SSW,66.38,No,,9.0,78.08,0.0,NE,58.0,24.0,Richmond,82.04,2014-03-13,,76.0,1017.7,7.0,68.0,1020.8
NE,No,3.4,,61.7,No,,0.0,83.12,0.0,NE,42.0,26.0,Richmond,84.56,2014-03-14,,100.0,1013.6,2.0,65.84,1018.1
,No,,,59.72,,,0.0,83.12,0.0,E,57.0,,Richmond,85.82,2014-03-15,,95.0,1007.7,9.0,65.3,1013.0
,,,,,,,,,,,,,Richmond,,2014-03-16,,,,,,
W,,11.4,,,No,,,78.98,,ENE,32.0,28.0,Richmond,81.32,2014-03-17,,,1014.8,6.0,,
NE,No,4.6,,52.7,No,,0.0,85.28,0.0,ENE,31.0,19.0,Richmond,86.36,2014-03-18,,80.0,1018.3,13.0,62.6,1021.2
SE,No,4.6,,56.48,No,,0.0,82.4,0.0,SE,51.0,39.0,Richmond,85.1,2014-03-19,,81.0,1022.7,26.0,68.9,1024.3
ENE,No,3.2,,62.959999999999994,No,,0.0,81.86,0.0,E,45.0,31.0,Richmond,84.02,2014-03-20,,90.0,1023.1,11.0,70.52,1027.0
ENE,No,5.1,,65.3,Yes,,0.0,79.88,0.0,NNE,51.0,37.0,Richmond,82.75999999999999,2014-03-21,,99.0,1018.2,20.0,68.9,1022.6
SSE,Yes,,NE,58.459999999999994,No,,6.0,85.28,24.4,NE,44.0,33.0,Richmond,86.9,2014-03-22,,100.0,1013.8,13.0,62.78,1018.3
N,No,,,62.42,Yes,,0.0,77.9,0.4,NNW,69.0,50.0,Richmond,82.22,2014-03-23,,91.0,1012.7,6.0,69.8,1017.9
SSW,Yes,9.6,SW,63.5,Yes,,7.0,63.5,2.8,S,100.0,41.0,Richmond,69.8,2014-03-24,,84.0,1015.9,17.0,68.36,1016.7
ENE,Yes,1.0,NE,56.66,No,,9.0,78.08,15.2,NE,62.0,20.0,Richmond,78.98,2014-03-25,,100.0,1019.1,2.0,62.6,1020.2
SSE,No,2.2,WSW,62.6,Yes,,2.0,72.68,0.0,SE,100.0,17.0,Richmond,73.94,2014-03-26,,100.0,1020.9,7.0,68.54,1022.6
N,Yes,0.4,NNW,63.68,Yes,,7.0,68.0,9.4,,93.0,20.0,Richmond,69.08,2014-03-27,,100.0,1019.9,0.0,64.58,1022.6
NE,Yes,0.6,,62.42,Yes,,0.0,73.04,6.2,NW,79.0,19.0,Richmond,74.48,2014-03-28,,100.0,1013.4,11.0,64.75999999999999,1017.1
ESE,Yes,,,62.959999999999994,Yes,,0.0,79.34,3.2,NNE,54.0,26.0,Richmond,80.24000000000001,2014-03-29,,100.0,1014.2,6.0,67.64,1015.6
ESE,Yes,,,64.58,Yes,,0.0,80.78,1.4,NE,50.0,41.0,Richmond,81.32,2014-03-30,,100.0,1018.4,4.0,67.64,1020.3
E,Yes,6.6,,60.980000000000004,No,,0.0,77.54,10.8,NNE,55.0,24.0,Richmond,79.34,2014-03-31,,100.0,1019.0,6.0,64.58,1022.5
NE,No,3.0,NNE,58.82,No,,2.0,80.06,0.2,ENE,44.0,19.0,Richmond,81.32,2014-04-01,,100.0,1017.0,11.0,61.7,1019.9
ESE,No,3.0,,58.459999999999994,No,,0.0,79.7,0.2,NE,55.0,19.0,Richmond,83.3,2014-04-02,,100.0,1014.1,4.0,62.78,1017.9
SW,No,3.0,N,61.16,Yes,,2.0,85.28,0.0,E,55.0,35.0,Richmond,85.82,2014-04-03,,100.0,1014.0,6.0,66.38,1017.4
SW,Yes,2.7,,66.2,Yes,,0.0,71.6,2.8,S,89.0,37.0,Richmond,74.66,2014-04-04,,100.0,1015.9,13.0,67.82,1018.3
ESE,Yes,,,63.86,Yes,,0.0,75.74000000000001,8.4,ENE,70.0,31.0,Richmond,77.9,2014-04-05,,100.0,1016.4,4.0,67.82,1018.7
SSE,Yes,,SSW,62.78,Yes,,15.0,64.58,18.0,SSE,100.0,37.0,Richmond,75.2,2014-04-06,,77.0,1021.3,19.0,70.52,1021.0
SSE,Yes,6.8,SW,57.92,Yes,,11.0,67.46,4.2,S,70.0,28.0,Richmond,69.8,2014-04-07,,76.0,1023.5,13.0,65.84,1025.7
NE,Yes,0.8,,60.26,No,,0.0,74.3,1.2,E,52.0,20.0,Richmond,75.56,2014-04-08,,87.0,1019.4,6.0,66.56,1024.0
ENE,No,3.1,,54.32,No,,0.0,76.28,0.0,ENE,50.0,22.0,Richmond,77.9,2014-04-09,,92.0,1017.0,11.0,64.22,1021.4
W,No,3.0,,61.16,Yes,,0.0,68.54,0.0,SSE,93.0,15.0,Richmond,75.02,2014-04-10,,99.0,1012.4,7.0,66.2,1016.8
SW,Yes,0.8,N,63.14,Yes,,19.0,80.06,2.4,,59.0,31.0,Richmond,81.14,2014-04-11,,77.0,1002.7,0.0,74.48,1005.6
SSW,Yes,,SW,60.26,No,,20.0,71.42,3.6,SSW,60.0,50.0,Richmond,74.12,2014-04-12,,65.0,1012.3,24.0,69.62,1011.3
SSW,No,,SSW,59.540000000000006,No,,15.0,70.34,0.0,SE,62.0,35.0,Richmond,74.12,2014-04-13,,66.0,1015.5,15.0,67.1,1017.5
SSE,No,9.0,SW,51.620000000000005,No,,11.0,65.48,0.0,SSW,75.0,35.0,Richmond,70.7,2014-04-14,,56.0,1018.8,11.0,64.75999999999999,1020.6
SSE,No,1.8,SW,52.16,No,,2.0,70.52,0.0,SSW,46.0,28.0,Richmond,73.04,2014-04-15,,68.0,1018.2,9.0,64.75999999999999,1020.9
SW,No,2.0,SSW,60.440000000000005,No,,17.0,72.86,0.0,ESE,52.0,31.0,Richmond,74.12,2014-04-16,,64.0,1016.9,11.0,65.66,1020.1
SSE,No,2.4,SE,49.1,No,,2.0,74.84,0.0,SSE,36.0,28.0,Richmond,75.74000000000001,2014-04-17,,79.0,1016.8,11.0,61.88,1019.9
WSW,No,,,47.84,No,,0.0,75.92,0.0,ESE,38.0,31.0,Richmond,79.7,2014-04-18,,78.0,1011.9,4.0,60.8,1016.7
ESE,No,,,49.28,No,,0.0,69.25999999999999,0.0,ESE,49.0,35.0,Richmond,74.12,2014-04-19,,72.0,1013.7,28.0,64.58,1016.6
NE,No,,,49.28,No,,0.0,74.66,0.0,ENE,48.0,28.0,Richmond,74.84,2014-04-20,,78.0,1013.9,15.0,59.540000000000006,1018.6
N,No,11.6,,45.68,No,,0.0,71.42,0.0,ENE,42.0,17.0,Richmond,72.5,2014-04-21,,74.0,1018.6,4.0,57.02,1021.6
NW,No,2.8,,43.519999999999996,No,,0.0,75.92,0.0,,47.0,13.0,Richmond,76.1,2014-04-22,,97.0,1014.9,0.0,54.86,1018.9
NE,No,1.4,,44.06,No,,0.0,76.64,0.0,,32.0,11.0,Richmond,76.82,2014-04-23,,96.0,1014.6,0.0,55.4,1018.2
W,No,2.0,NE,47.84,No,,6.0,82.94,0.0,W,28.0,24.0,Richmond,85.1,2014-04-24,,76.0,1011.1,15.0,61.88,1014.0
SW,No,,SW,58.1,No,,9.0,69.98,0.0,N,70.0,22.0,Richmond,71.42,2014-04-25,,89.0,1019.0,11.0,63.5,1022.9
W,No,4.2,,51.26,No,,0.0,73.4,0.0,NW,68.0,31.0,Richmond,77.36,2014-04-26,,100.0,1011.9,2.0,56.3,1015.4
SE,No,,SW,52.16,No,,9.0,65.84,0.0,SE,66.0,24.0,Richmond,66.74000000000001,2014-04-27,,82.0,1023.0,17.0,63.68,1023.8
NNE,No,1.8,,55.76,No,,0.0,70.52,0.0,NE,65.0,20.0,Richmond,71.24000000000001,2014-04-28,,99.0,1021.6,11.0,61.16,1026.2
NNE,No,1.3,,50.0,No,,0.0,79.16,0.2,,46.0,24.0,Richmond,81.68,2014-04-29,,99.0,1012.6,0.0,60.440000000000005,1017.8
SSW,No,2.9,W,59.540000000000006,No,,2.0,72.86,0.2,SSW,38.0,31.0,Richmond,75.02,2014-04-30,,83.0,1011.4,20.0,68.9,1012.3
NE,No,,,43.7,No,,0.0,68.36,0.0,NE,46.0,26.0,Richmond,69.44,2014-05-01,,74.0,1013.2,15.0,56.120000000000005,1018.5
WNW,No,,,47.3,No,,0.0,70.7,0.0,WNW,39.0,35.0,Richmond,70.7,2014-05-02,,89.0,1001.8,11.0,59.72,1007.2
W,No,,NNW,50.72,No,8.0,15.0,57.56,1.0,W,46.0,56.0,Richmond,62.78,2014-05-03,8.0,69.0,996.2,22.0,57.2,997.0
WSW,No,,WNW,53.78,No,1.0,20.0,64.58,0.2,W,38.0,50.0,Richmond,67.64,2014-05-04,1.0,48.0,1005.2,28.0,62.059999999999995,1002.5
WNW,No,,NE,38.12,No,,6.0,67.82,0.2,W,36.0,30.0,Richmond,68.54,2014-05-05,,70.0,1016.5,2.0,53.42,1018.6
S,No,,,40.46,No,,0.0,69.8,0.0,E,40.0,30.0,Richmond,71.42,2014-05-06,,76.0,1018.4,9.0,51.98,1022.0
S,No,,SSW,41.54,No,,11.0,67.46,0.0,SSE,40.0,30.0,Richmond,67.64,2014-05-07,,59.0,1022.6,9.0,58.459999999999994,1024.4
S,No,,ENE,43.879999999999995,No,1.0,4.0,67.64,0.0,SE,49.0,31.0,Richmond,70.16,2014-05-08,,66.0,1023.9,20.0,58.1,1027.0
NE,No,,E,45.14,No,,2.0,67.46,0.0,ENE,56.0,20.0,Richmond,69.25999999999999,2014-05-09,5.0,84.0,1023.3,13.0,56.84,1026.7
N,No,,,42.980000000000004,Yes,,0.0,69.25999999999999,0.0,N,52.0,22.0,Richmond,71.6,2014-05-10,,100.0,1019.8,15.0,52.879999999999995,1024.2
ESE,Yes,,NW,51.26,No,,9.0,71.78,1.4,SSE,42.0,30.0,Richmond,73.4,2014-05-11,,80.0,1021.3,15.0,64.75999999999999,1021.9
SE,No,,,45.68,No,6.0,0.0,68.72,0.0,SSE,51.0,24.0,Richmond,72.32,2014-05-12,7.0,94.0,1028.3,13.0,57.74,1030.6
W,No,,W,52.52,No,7.0,17.0,69.8,0.2,NNE,53.0,22.0,Richmond,73.04,2014-05-13,8.0,91.0,1027.1,6.0,59.9,1030.6
NE,No,,,45.86,No,,0.0,71.6,0.0,NE,48.0,28.0,Richmond,72.86,2014-05-14,3.0,100.0,1025.4,13.0,52.34,1029.6
ENE,No,,,42.08,No,,0.0,72.32,0.2,NE,47.0,17.0,Richmond,73.04,2014-05-15,7.0,100.0,1024.9,9.0,49.64,1029.2
NE,No,,,42.44,No,,0.0,75.38,0.0,ENE,32.0,15.0,Richmond,76.46,2014-05-16,,98.0,1026.7,6.0,52.879999999999995,1029.8
NNE,No,,,41.9,No,4.0,0.0,74.12,0.2,NE,36.0,11.0,Richmond,76.82,2014-05-17,,90.0,1026.3,4.0,53.42,1030.7
ENE,No,,,44.78,No,,0.0,71.96,0.0,N,44.0,13.0,Richmond,75.74000000000001,2014-05-18,,99.0,1025.1,2.0,53.96,1028.6
N,No,,,44.42,No,1.0,0.0,73.94,0.0,N,44.0,20.0,Richmond,76.1,2014-05-19,8.0,100.0,1022.3,13.0,52.16,1026.6
NNW,No,,,46.4,No,,0.0,74.48,0.0,NNW,46.0,19.0,Richmond,74.66,2014-05-20,,100.0,1019.5,13.0,55.04,1023.4
SSW,No,,WNW,44.239999999999995,No,,4.0,72.68,0.0,N,45.0,17.0,Richmond,73.4,2014-05-21,,92.0,1022.2,2.0,57.74,1025.1
NE,No,,,42.44,No,,0.0,74.84,0.0,NE,38.0,22.0,Richmond,76.28,2014-05-22,,98.0,1018.4,17.0,54.14,1023.8
WNW,No,,,41.9,No,,0.0,76.28,0.0,WNW,35.0,28.0,Richmond,76.64,2014-05-23,,95.0,1012.8,17.0,55.04,1018.1
NNW,No,,NNW,52.52,No,7.0,20.0,73.4,0.0,WNW,44.0,31.0,Richmond,76.1,2014-05-24,,52.0,1013.6,19.0,68.54,1015.2
SSE,No,,,50.72,No,3.0,0.0,74.3,0.0,SSE,47.0,19.0,Richmond,75.38,2014-05-25,8.0,100.0,1017.0,7.0,57.74,1018.7
E,No,,,44.78,No,,0.0,75.92,0.0,E,44.0,15.0,Richmond,76.64,2014-05-26,,91.0,1020.1,9.0,56.48,1023.7
NNE,No,,,47.48,No,,0.0,70.52,0.0,NNE,51.0,39.0,Richmond,72.14,2014-05-27,,100.0,1010.3,20.0,56.84,1018.3
WNW,No,,N,53.06,No,,13.0,68.36,0.0,WNW,36.0,52.0,Richmond,70.16,2014-05-28,,62.0,1013.9,26.0,61.519999999999996,1013.9
SE,No,,,34.7,No,4.0,0.0,65.48,0.0,N,46.0,28.0,Richmond,66.74000000000001,2014-05-29,,81.0,1021.8,7.0,53.42,1023.6
SSW,No,,,53.24,No,8.0,0.0,64.22,0.0,SE,61.0,17.0,Richmond,67.82,2014-05-30,8.0,71.0,1024.6,7.0,59.540000000000006,1027.2
NE,No,,,42.620000000000005,No,8.0,0.0,62.24,0.0,ENE,70.0,19.0,Richmond,64.94,2014-05-31,2.0,99.0,1022.5,6.0,56.3,1026.9
WNW,No,,,48.56,Yes,8.0,0.0,52.7,0.0,,100.0,30.0,Richmond,60.8,2014-06-01,8.0,100.0,1018.7,0.0,55.94,1020.7
NNE,Yes,,,47.48,No,,0.0,65.3,9.4,,45.0,20.0,Richmond,69.25999999999999,2014-06-02,,100.0,1014.5,0.0,53.06,1017.4
W,No,,,39.56,No,,0.0,61.88,0.0,WNW,44.0,31.0,Richmond,63.5,2014-06-03,,93.0,1016.6,17.0,50.9,1018.6
ESE,No,,,37.76,,,0.0,62.6,0.0,,52.0,19.0,Richmond,,2014-06-04,,92.0,1022.7,0.0,49.1,1024.6
SW,,,WSW,,No,8.0,9.0,,,SSW,,28.0,Richmond,,2014-06-05,8.0,100.0,1024.3,9.0,57.02,1026.1
SW,No,,SSW,,No,7.0,20.0,,0.0,SSW,,37.0,Richmond,,2014-06-06,8.0,,1025.1,20.0,,1027.1
S,No,,,,No,,0.0,,0.0,SSW,,26.0,Richmond,,2014-06-07,,,1024.7,6.0,,1027.8
S,No,,,,No,7.0,0.0,,0.0,S,,30.0,Richmond,,2014-06-08,,,1025.7,15.0,,1027.4
SE,No,,,,Yes,8.0,0.0,,0.0,SSE,,46.0,Richmond,,2014-06-09,1.0,,1027.8,19.0,,1028.9
,Yes,,SSE,,No,8.0,2.0,,3.4,W,,,Richmond,59.72,2014-06-10,8.0,,1027.6,9.0,,1031.2
ESE,No,,,42.8,No,,0.0,65.12,0.8,SSE,58.0,17.0,Richmond,66.38,2014-06-11,4.0,100.0,1022.4,2.0,48.74,1027.0
,No,,,43.16,No,,0.0,66.38,0.2,NE,53.0,,Richmond,67.46,2014-06-12,,100.0,1018.5,17.0,48.92,1022.2
