Max_Temp_F,Date,Rain_Today,Rain_Tomorrow,Temp_3_pm_F,Wind_Speed_9_am,Sunshine,Cloud_9_am,Min_Temp_F,Pressure_3_pm,Wind_Dir_3_pm,Location,Humidity_9_am,Rainfall,Pressure_9_am,Wind_Dir_9_am,Temp_9_am_F,Evaporation,Cloud_3_pm,Humidity_3_pm,Wind_Speed_3_pm
68.54,2012-11-04,Yes,Yes,61.7,15.0,6.0,6.0,59.0,998.3,WSW,Albany,56.0,9.2,998.7,WNW,64.22,4.8,7.0,59.0,22.0
61.519999999999996,2012-11-05,Yes,Yes,57.379999999999995,13.0,6.4,7.0,48.92,1009.3,WSW,Albany,81.0,20.4,1006.9,NNW,56.48,4.4,7.0,80.0,19.0
67.1,2012-11-06,Yes,Yes,61.519999999999996,7.0,8.7,7.0,51.44,1014.2,WSW,Albany,91.0,15.2,1014.8,W,57.56,3.6,8.0,85.0,43.0
64.94,2012-11-07,Yes,No,64.04,20.0,8.6,4.0,55.58,1020.3,SW,Albany,57.0,4.2,1020.1,WSW,62.6,1.4,4.0,61.0,19.0
70.34,2012-11-08,No,No,64.58,0.0,12.5,4.0,50.72,1021.5,SSE,Albany,56.0,0.5,1023.8,,62.78,3.2,1.0,60.0,9.0
86.0,2012-11-09,No,No,72.5,6.0,13.0,4.0,52.52,1013.3,SSW,Albany,52.0,0.0,1017.9,NNE,69.08,8.0,6.0,53.0,11.0
71.06,2012-11-10,No,Yes,60.440000000000005,7.0,3.5,5.0,57.56,1011.0,SSW,Albany,68.0,0.0,1011.8,NW,67.64,7.0,8.0,93.0,13.0
63.68,2012-11-11,Yes,No,60.440000000000005,22.0,9.1,6.0,53.78,1021.8,WSW,Albany,65.0,10.4,1020.0,WSW,58.64,3.8,5.0,68.0,22.0
70.34,2012-11-12,No,No,65.66,9.0,10.9,7.0,49.82,1021.4,S,Albany,59.0,0.2,1025.5,NNE,63.5,4.2,2.0,60.0,7.0
68.9,2012-11-13,No,No,67.46,6.0,10.3,7.0,52.879999999999995,1018.2,SW,Albany,59.0,0.0,1021.2,W,65.3,4.0,7.0,63.0,9.0
68.72,2012-11-14,No,No,66.56,2.0,5.3,8.0,57.56,1016.2,SW,Albany,74.0,0.0,1016.1,S,65.12,4.2,5.0,76.0,19.0
68.0,2012-11-15,No,No,65.84,7.0,11.5,3.0,57.92,1019.2,SSW,Albany,67.0,0.0,1020.0,SSW,63.5,4.4,1.0,66.0,15.0
71.78,2012-11-16,No,No,67.1,4.0,9.3,3.0,54.5,1019.6,SE,Albany,69.0,0.0,1020.9,WSW,64.4,4.6,1.0,63.0,19.0
73.75999999999999,2012-11-17,No,No,68.9,6.0,12.0,1.0,57.2,1012.7,E,Albany,58.0,0.0,1017.0,ENE,71.24000000000001,4.4,6.0,72.0,22.0
,2012-11-18,No,No,67.28,20.0,9.4,7.0,62.059999999999995,1009.0,WSW,Albany,88.0,0.0,1008.9,WSW,68.36,8.0,7.0,75.0,30.0
68.72,2012-11-19,No,No,67.28,7.0,6.7,8.0,61.7,1011.3,WSW,Albany,74.0,0.0,1011.8,SSW,64.75999999999999,6.2,4.0,70.0,19.0
68.36,2012-11-20,No,No,65.84,37.0,7.6,3.0,57.74,1019.0,SW,Albany,72.0,0.0,1017.7,WSW,65.12,5.8,6.0,67.0,15.0
71.42,2012-11-21,No,No,68.36,11.0,11.6,3.0,55.4,1016.1,ESE,Albany,57.0,0.0,1020.8,NE,68.0,3.8,0.0,73.0,28.0
76.82,2012-11-22,No,No,73.22,9.0,10.2,4.0,61.519999999999996,1006.5,SSE,Albany,80.0,0.0,1010.8,SE,69.25999999999999,5.2,4.0,76.0,13.0
69.98,2012-11-23,No,No,66.56,28.0,5.2,8.0,59.0,1013.7,SSW,Albany,67.0,0.0,1011.8,WSW,66.92,6.2,6.0,76.0,11.0
68.54,2012-11-24,No,No,67.64,2.0,2.7,8.0,54.5,1015.6,SE,Albany,72.0,0.0,1018.0,NNE,63.86,5.6,4.0,63.0,24.0
70.34,2012-11-25,No,No,68.0,17.0,13.0,1.0,62.24,1019.0,SE,Albany,62.0,0.0,1018.7,ESE,66.02,4.4,1.0,59.0,19.0
78.25999999999999,2012-11-26,No,No,69.44,9.0,10.1,5.0,53.24,1011.4,E,Albany,57.0,0.0,1017.3,N,69.62,7.0,4.0,67.0,35.0
88.88000000000001,2012-11-27,No,No,73.58,17.0,11.6,6.0,62.959999999999994,998.1,WSW,Albany,60.0,0.0,1000.9,ESE,77.18,7.6,1.0,75.0,35.0
75.2,2012-11-28,No,Yes,72.14,2.0,4.3,8.0,59.72,986.9,N,Albany,73.0,0.0,996.6,NNW,65.3,7.6,6.0,41.0,24.0
59.72,2012-11-29,Yes,Yes,56.84,22.0,8.5,7.0,48.379999999999995,1001.0,WNW,Albany,72.0,10.6,997.0,NW,52.16,7.4,6.0,67.0,15.0
62.6,2012-11-30,Yes,,60.8,13.0,9.1,7.0,47.66,1013.8,WSW,Albany,80.0,18.0,1011.0,W,54.5,4.2,6.0,67.0,33.0
86.9,2013-01-01,,Yes,,,11.0,,,1005.7,,Albany,,,1006.3,,,8.4,,,
75.38,2013-01-02,Yes,No,72.68,4.0,11.4,5.0,65.12,1009.4,SW,Albany,79.0,2.0,1011.3,S,73.22,8.2,1.0,65.0,28.0
75.92,2013-01-03,No,Yes,74.3,19.0,11.7,2.0,62.959999999999994,1006.4,SW,Albany,57.0,0.0,1007.4,NW,75.02,8.6,2.0,49.0,41.0
73.58,2013-01-04,Yes,No,68.9,9.0,10.8,7.0,56.84,1012.3,WSW,Albany,70.0,3.0,1012.2,W,66.2,9.0,0.0,61.0,31.0
91.4,2013-01-05,No,No,74.3,7.0,13.0,1.0,56.3,1012.0,ESE,Albany,59.0,0.0,1015.6,N,72.5,7.4,0.0,60.0,26.0
100.58000000000001,2013-01-06,No,Yes,77.0,9.0,5.1,5.0,68.9,1012.0,NE,Albany,37.0,0.0,1010.1,ESE,90.5,8.8,8.0,88.0,4.0
81.32,2013-01-07,Yes,No,77.0,6.0,6.5,6.0,68.36,1013.9,ESE,Albany,88.0,17.6,1015.6,SE,75.74000000000001,6.8,7.0,74.0,17.0
79.88,2013-01-08,No,No,75.92,7.0,7.5,7.0,69.8,1009.8,E,Albany,88.0,0.0,1014.2,ENE,73.4,6.0,6.0,76.0,31.0
72.68,2013-01-09,No,No,71.42,31.0,9.9,6.0,68.18,1008.7,WSW,Albany,81.0,0.0,1010.2,WSW,68.72,6.4,4.0,62.0,30.0
69.98,2013-01-10,No,No,65.66,33.0,6.0,7.0,64.94,1008.9,WSW,Albany,68.0,0.0,1009.1,WSW,67.82,7.8,8.0,79.0,33.0
70.7,2013-01-11,No,No,68.36,4.0,5.4,7.0,61.34,1013.6,S,Albany,62.0,0.0,1013.5,WSW,66.74000000000001,7.0,2.0,66.0,22.0
71.6,2013-01-12,No,No,66.56,20.0,0.0,8.0,63.32,1016.2,SE,Albany,62.0,0.0,1016.9,ESE,66.2,4.4,8.0,71.0,24.0
77.18,2013-01-13,No,No,74.48,19.0,5.3,5.0,64.4,,E,Albany,66.0,0.0,1017.0,E,71.6,3.8,5.0,72.0,20.0
81.32,2013-01-14,No,No,79.16,9.0,6.3,6.0,66.56,1009.4,ESE,Albany,75.0,0.0,1010.6,SSE,75.2,5.8,4.0,67.0,13.0
88.7,2013-01-15,No,No,80.24000000000001,19.0,6.7,8.0,69.44,1008.2,ENE,Albany,93.0,1.0,1010.8,ESE,70.34,5.6,2.0,71.0,17.0
92.84,2013-01-16,No,Yes,79.7,13.0,8.5,1.0,69.62,1001.8,SW,Albany,51.0,0.0,1002.2,NNW,88.16,6.2,8.0,75.0,24.0
66.38,2013-01-17,Yes,Yes,65.48,46.0,11.2,7.0,60.62,1016.7,WSW,Albany,58.0,2.2,1013.5,SSW,64.04,10.0,5.0,62.0,48.0
69.62,2013-01-18,Yes,No,66.38,17.0,7.7,8.0,59.72,1020.6,S,Albany,54.0,1.2,1022.6,SE,64.22,8.0,4.0,52.0,15.0
72.5,2013-01-19,No,No,69.8,7.0,12.6,3.0,60.440000000000005,1015.6,ESE,Albany,50.0,0.0,1020.0,NE,68.0,7.0,0.0,61.0,20.0
73.94,2013-01-20,No,No,71.78,15.0,9.8,1.0,62.78,1010.9,ESE,Albany,74.0,0.0,1013.2,ESE,71.6,5.8,7.0,74.0,22.0
70.88,2013-01-21,No,No,69.8,7.0,8.8,6.0,64.75999999999999,1016.5,S,Albany,59.0,0.0,1015.7,SW,69.25999999999999,8.0,6.0,61.0,19.0
71.78,2013-01-22,No,No,69.8,15.0,11.3,2.0,60.8,1013.9,ESE,Albany,56.0,0.0,1017.5,SE,68.9,5.6,1.0,61.0,33.0
72.68,2013-01-23,No,Yes,70.88,6.0,6.5,8.0,64.22,1008.4,SSW,Albany,82.0,0.0,1009.3,WSW,69.62,7.4,7.0,77.0,15.0
68.54,2013-01-24,Yes,No,66.2,24.0,10.1,5.0,63.5,1019.9,SW,Albany,58.0,1.4,1017.8,SW,64.58,4.2,2.0,50.0,17.0
71.24000000000001,2013-01-25,No,No,69.98,2.0,11.7,6.0,55.4,1022.3,SSW,Albany,62.0,0.0,1024.3,WSW,65.3,4.6,1.0,56.0,7.0
74.48,2013-01-26,No,No,71.78,7.0,11.3,6.0,60.980000000000004,1022.0,S,Albany,68.0,0.0,1023.7,SSE,68.0,6.4,2.0,65.0,17.0
73.22,2013-01-27,No,No,69.44,26.0,3.8,8.0,64.58,1025.0,SSE,Albany,65.0,0.6,1025.3,SSW,71.96,6.0,8.0,75.0,28.0
69.8,2013-01-28,No,No,68.18,11.0,12.5,2.0,61.34,1025.9,E,Albany,58.0,0.0,1028.2,N,67.28,5.2,1.0,57.0,28.0
73.22,2013-01-29,No,Yes,71.78,6.0,13.0,1.0,50.72,1021.1,S,Albany,65.0,0.0,1024.0,W,65.84,7.4,1.0,48.0,9.0
70.7,2013-01-30,Yes,No,69.25999999999999,7.0,7.3,7.0,64.58,1022.3,S,Albany,91.0,1.6,1021.5,SW,65.66,6.2,6.0,67.0,19.0
71.42,2013-01-31,No,No,69.44,19.0,12.2,7.0,62.24,1027.1,ESE,Albany,62.0,0.0,1028.4,E,65.84,5.6,3.0,57.0,22.0
77.36,2013-03-01,No,No,73.75999999999999,13.0,11.4,5.0,64.94,1010.2,ESE,Albany,62.0,0.0,1013.7,NE,72.5,8.4,3.0,67.0,30.0
73.4,2013-03-02,No,Yes,69.62,19.0,7.6,7.0,65.66,1008.3,SE,Albany,81.0,0.0,1010.4,ESE,68.9,9.2,6.0,85.0,19.0
75.2,2013-03-03,Yes,No,73.58,4.0,4.8,8.0,66.2,1004.4,S,Albany,95.0,1.2,1007.6,SE,68.18,6.2,5.0,74.0,9.0
81.68,2013-03-04,No,No,73.58,2.0,10.4,3.0,63.32,1003.0,WSW,Albany,76.0,1.0,1002.8,WSW,72.14,1.0,4.0,64.0,22.0
75.92,2013-03-05,No,No,74.48,4.0,8.5,7.0,57.74,1009.5,SSW,Albany,75.0,0.0,1010.2,WSW,68.54,6.2,6.0,69.0,11.0
71.06,2013-03-06,No,No,67.46,17.0,5.5,8.0,66.92,1018.8,S,Albany,73.0,0.0,1018.8,S,68.72,5.0,7.0,82.0,24.0
71.6,2013-03-07,No,No,68.18,11.0,3.7,7.0,64.75999999999999,1019.7,SE,Albany,61.0,0.2,1021.7,SE,67.46,4.0,7.0,69.0,19.0
71.78,2013-03-08,No,No,70.34,11.0,9.2,7.0,63.5,1018.6,SE,Albany,57.0,0.0,1021.0,SE,67.64,5.8,1.0,59.0,19.0
72.32,2013-03-09,No,No,69.25999999999999,13.0,4.3,5.0,60.8,1017.1,E,Albany,74.0,0.0,1020.7,SE,69.08,5.0,5.0,72.0,28.0
71.96,2013-03-10,No,Yes,69.98,6.0,0.2,8.0,64.94,1010.2,,Albany,79.0,0.0,1012.0,ENE,69.25999999999999,7.0,8.0,89.0,0.0
67.64,2013-03-11,Yes,Yes,63.14,19.0,0.0,8.0,65.84,1011.6,WSW,Albany,83.0,29.4,1008.9,WSW,66.56,0.0,8.0,62.0,28.0
66.56,2013-03-12,Yes,No,63.14,15.0,6.5,2.0,58.82,1022.5,SW,Albany,47.0,2.0,1021.7,SW,62.24,4.8,8.0,59.0,7.0
71.6,2013-03-13,No,No,68.9,6.0,5.7,7.0,57.74,1021.9,SE,Albany,71.0,0.0,1025.4,SW,63.5,3.4,2.0,61.0,13.0
69.8,2013-03-14,No,Yes,66.2,6.0,2.1,7.0,54.5,1016.3,ENE,Albany,70.0,0.0,1020.3,NNE,64.4,3.0,8.0,72.0,6.0
68.36,2013-03-15,Yes,Yes,66.02,9.0,0.0,8.0,60.8,1017.2,ESE,Albany,85.0,5.6,1016.7,E,65.3,2.2,8.0,85.0,28.0
69.44,2013-03-16,Yes,Yes,64.04,26.0,0.0,8.0,62.24,1022.8,E,Albany,91.0,8.6,1024.9,E,63.5,1.6,8.0,90.0,33.0
73.22,2013-03-17,Yes,Yes,70.16,13.0,2.6,8.0,63.32,1017.5,E,Albany,89.0,6.4,1020.5,E,68.72,1.4,8.0,85.0,17.0
76.1,2013-03-18,Yes,No,73.75999999999999,15.0,4.5,6.0,66.74000000000001,1013.3,ESE,Albany,84.0,1.2,1015.9,ENE,71.6,3.0,1.0,76.0,19.0
75.74000000000001,2013-03-19,No,Yes,71.96,0.0,2.2,7.0,66.56,1011.6,S,Albany,84.0,0.0,1013.6,,69.8,4.0,8.0,79.0,9.0
69.08,2013-03-20,Yes,No,63.86,43.0,3.8,8.0,61.519999999999996,1019.5,SSW,Albany,77.0,1.6,1016.8,SW,67.82,2.2,8.0,68.0,19.0
64.75999999999999,2013-03-21,No,No,63.86,4.0,1.5,8.0,55.4,1018.0,SW,Albany,64.0,0.4,1021.3,NNW,58.64,5.0,6.0,62.0,11.0
69.44,2013-03-22,No,No,68.36,4.0,7.6,7.0,57.56,1017.1,WSW,Albany,81.0,0.0,1018.9,NW,62.24,1.2,1.0,65.0,22.0
71.78,2013-03-23,No,No,69.8,9.0,8.6,6.0,59.540000000000006,1017.0,WSW,Albany,66.0,0.0,1018.2,NW,66.2,4.0,4.0,59.0,31.0
73.75999999999999,2013-03-24,No,No,69.98,9.0,4.6,8.0,62.24,1014.0,SW,Albany,71.0,0.0,1018.2,NW,67.82,6.6,6.0,83.0,24.0
73.75999999999999,2013-03-25,No,Yes,69.8,0.0,2.6,6.0,62.059999999999995,1002.7,WSW,Albany,81.0,0.0,1007.0,,69.08,3.2,8.0,80.0,31.0
63.14,2013-03-26,Yes,Yes,60.980000000000004,30.0,3.9,8.0,56.3,1011.1,SSW,Albany,81.0,21.2,1008.7,S,58.64,4.4,3.0,61.0,28.0
65.12,2013-03-27,Yes,,65.12,26.0,8.9,3.0,53.42,1022.7,WSW,Albany,55.0,3.6,1021.2,SW,62.78,3.4,4.0,56.0,13.0
,2013-03-28,,,65.84,2.0,2.1,6.0,55.76,1027.0,SE,Albany,85.0,,1029.2,W,61.519999999999996,3.4,4.0,76.0,4.0
68.36,2013-03-29,,Yes,,,2.7,,,1022.5,,Albany,,,1025.7,,,1.8,,,
69.62,2013-03-30,Yes,No,66.56,6.0,6.3,7.0,57.2,1021.6,SW,Albany,83.0,3.6,1023.7,NW,60.8,3.6,1.0,61.0,19.0
72.86,2013-03-31,No,No,70.7,2.0,10.8,2.0,53.42,1020.5,SSE,Albany,74.0,0.0,1023.2,N,64.4,1.2,1.0,64.0,17.0
72.68,2013-04-01,No,No,70.88,4.0,11.2,1.0,56.120000000000005,1020.6,ESE,Albany,75.0,0.0,1022.4,N,66.2,4.0,1.0,74.0,24.0
75.74000000000001,2013-04-02,No,No,71.6,6.0,10.5,1.0,60.8,1019.1,ESE,Albany,67.0,0.0,1021.7,ENE,68.0,3.2,6.0,77.0,22.0
77.72,2013-04-03,No,No,75.92,4.0,10.8,0.0,60.26,1016.3,ESE,Albany,76.0,0.0,1019.6,NE,68.0,2.8,2.0,65.0,19.0
93.91999999999999,2013-04-04,No,No,89.78,6.0,7.9,6.0,64.94,1011.8,NNE,Albany,51.0,0.0,1016.2,N,76.1,3.8,6.0,32.0,6.0
77.72,2013-04-05,No,No,72.32,7.0,10.1,1.0,63.32,1014.7,SW,Albany,71.0,0.0,1015.1,WNW,70.34,9.2,1.0,69.0,35.0
70.7,2013-04-06,No,No,67.64,19.0,1.7,8.0,64.75999999999999,1022.2,SE,Albany,63.0,0.0,1023.4,SSE,67.1,4.0,7.0,60.0,13.0
71.96,2013-04-07,No,No,65.84,24.0,0.5,8.0,62.059999999999995,1020.2,E,Albany,67.0,0.0,1023.6,ESE,66.2,5.0,8.0,84.0,19.0
74.3,2013-04-08,No,No,71.6,7.0,9.4,7.0,64.75999999999999,1014.2,ESE,Albany,82.0,0.0,1018.7,E,70.7,2.2,1.0,85.0,26.0
71.06,2013-04-09,No,Yes,68.54,13.0,1.3,8.0,67.28,1017.8,SSE,Albany,88.0,0.2,1019.0,SSE,68.18,4.2,8.0,82.0,26.0
70.88,2013-04-10,Yes,No,66.56,24.0,0.2,8.0,64.75999999999999,1018.0,ESE,Albany,85.0,3.4,1019.4,E,66.02,3.4,8.0,88.0,20.0
73.4,2013-04-11,No,Yes,69.25999999999999,11.0,2.7,7.0,65.66,1014.0,S,Albany,88.0,0.0,1015.9,SE,68.9,0.2,8.0,83.0,17.0
68.36,2013-04-12,Yes,Yes,66.56,0.0,0.0,8.0,62.959999999999994,1016.1,NNE,Albany,92.0,3.6,1017.4,,65.48,1.6,8.0,91.0,6.0
68.36,2013-04-13,Yes,No,68.0,9.0,1.2,7.0,62.6,1016.4,E,Albany,81.0,2.4,1018.1,ESE,64.22,0.8,7.0,74.0,4.0
70.7,2013-04-14,No,No,69.25999999999999,2.0,9.8,1.0,59.36,1016.5,E,Albany,88.0,0.0,1018.0,N,64.4,2.4,1.0,69.0,9.0
73.58,2013-04-15,No,No,69.8,4.0,6.3,2.0,59.0,1014.6,E,Albany,73.0,0.0,1017.5,NNE,67.1,3.8,8.0,70.0,20.0
70.16,2013-04-16,No,No,69.08,17.0,2.7,8.0,65.48,1014.6,ESE,Albany,85.0,1.0,1015.3,ENE,66.92,1.6,6.0,74.0,19.0
68.36,2013-04-17,No,No,66.38,20.0,0.0,8.0,64.22,1014.1,E,Albany,74.0,0.0,1017.3,E,65.66,3.0,8.0,83.0,15.0
72.14,2013-04-18,No,No,69.98,4.0,5.6,2.0,60.08,1011.6,E,Albany,92.0,0.0,1013.7,NNW,64.4,0.6,7.0,83.0,7.0
74.48,2013-04-19,No,Yes,71.6,9.0,10.6,1.0,60.8,1012.0,WSW,Albany,84.0,0.2,1013.7,NW,68.18,2.0,1.0,74.0,24.0
64.75999999999999,2013-04-20,Yes,Yes,64.22,20.0,2.7,7.0,59.0,1016.2,WSW,Albany,63.0,2.0,1017.5,WSW,61.7,4.2,5.0,54.0,37.0
69.62,2013-04-21,Yes,Yes,67.1,9.0,8.1,5.0,54.32,1010.8,NW,Albany,72.0,1.2,1013.4,NW,60.62,2.2,4.0,66.0,13.0
66.74000000000001,2013-04-22,Yes,No,65.66,2.0,3.2,8.0,57.2,1016.4,WSW,Albany,88.0,17.4,1016.2,NW,60.8,3.2,6.0,63.0,13.0
70.88,2013-04-23,No,No,68.72,4.0,,4.0,56.120000000000005,1020.7,ESE,Albany,81.0,0.8,1021.2,NW,62.6,1.8,8.0,73.0,7.0
75.2,2013-04-24,No,No,75.02,0.0,,5.0,55.04,1018.7,SSE,Albany,93.0,0.4,1022.4,,58.82,,1.0,,7.0
74.12,2013-04-25,No,No,70.88,7.0,,3.0,55.04,1014.8,SSE,Albany,83.0,0.0,1018.6,N,64.4,3.4,6.0,82.0,15.0
71.78,2013-04-26,No,Yes,69.25999999999999,2.0,9.0,2.0,58.459999999999994,1012.7,WSW,Albany,89.0,0.0,1014.8,NNW,66.2,2.2,3.0,71.0,24.0
65.48,2013-04-27,Yes,Yes,61.16,15.0,0.1,8.0,59.72,1017.8,SE,Albany,93.0,4.4,1016.8,SSW,60.08,1.8,8.0,77.0,11.0
61.88,2013-04-28,Yes,Yes,60.26,11.0,1.3,8.0,54.86,1021.4,ESE,Albany,94.0,8.0,1021.9,SSE,55.76,3.2,7.0,87.0,6.0
66.92,2013-04-29,Yes,No,62.24,0.0,4.8,6.0,53.42,1021.5,ENE,Albany,85.0,17.8,1023.7,,57.92,2.2,7.0,74.0,6.0
69.25999999999999,2013-04-30,No,No,67.46,2.0,0.5,8.0,54.14,1017.0,NE,Albany,94.0,0.0,1020.5,NW,58.1,0.4,8.0,75.0,4.0
67.28,2013-05-01,No,Yes,66.02,0.0,0.2,8.0,57.92,1009.1,,Albany,93.0,0.0,1011.4,,61.88,0.2,8.0,89.0,0.0
72.5,2013-05-02,Yes,Yes,67.82,20.0,7.4,2.0,61.519999999999996,1004.0,W,Albany,68.0,7.2,1003.6,N,67.1,1.6,6.0,80.0,7.0
66.92,2013-05-03,Yes,Yes,63.32,17.0,4.0,7.0,57.92,1020.9,SSE,Albany,86.0,15.8,1018.9,SSW,63.32,4.0,8.0,86.0,11.0
67.1,2013-05-04,Yes,No,64.04,11.0,5.7,7.0,59.0,1022.7,ESE,Albany,61.0,2.0,1024.9,E,63.86,3.4,6.0,73.0,13.0
67.1,2013-05-05,No,No,64.94,4.0,,5.0,51.8,1018.2,E,Albany,92.0,0.0,1021.6,NW,56.84,1.8,5.0,80.0,17.0
70.88,2013-05-06,No,No,67.1,4.0,,8.0,56.48,1011.4,SW,Albany,91.0,0.0,1014.2,W,61.16,,6.0,81.0,9.0
71.24000000000001,2013-05-07,No,No,70.7,2.0,,7.0,55.4,1000.8,E,Albany,94.0,0.0,1006.8,N,59.18,3.4,3.0,50.0,13.0
73.94,2013-05-08,No,Yes,70.34,20.0,4.3,6.0,59.36,989.6,NNW,Albany,72.0,0.4,993.9,NNW,69.8,2.6,4.0,62.0,11.0
68.54,2013-05-09,Yes,Yes,61.88,15.0,,8.0,55.04,1003.2,NNW,Albany,82.0,11.8,1002.0,NNW,56.84,2.4,6.0,60.0,19.0
62.959999999999994,2013-05-10,Yes,Yes,60.440000000000005,11.0,,2.0,46.22,1010.6,W,Albany,77.0,7.6,1012.1,NW,53.06,,7.0,68.0,20.0
63.14,2013-05-11,Yes,Yes,62.24,35.0,5.3,7.0,52.34,1023.4,WSW,Albany,59.0,10.0,1022.3,WSW,60.08,5.8,4.0,56.0,35.0
64.04,2013-05-12,Yes,Yes,59.0,4.0,5.5,3.0,56.120000000000005,1030.8,ESE,Albany,85.0,2.2,1031.3,E,59.9,2.6,7.0,89.0,20.0
65.3,2013-05-13,Yes,Yes,63.14,7.0,,7.0,55.04,1028.1,,Albany,91.0,1.8,1031.6,W,57.74,0.6,7.0,74.0,0.0
62.959999999999994,2013-05-14,Yes,No,61.519999999999996,11.0,1.6,8.0,53.96,1021.4,SE,Albany,94.0,1.8,1025.0,SE,57.56,,8.0,77.0,9.0
66.2,2013-05-15,No,No,64.58,0.0,5.9,1.0,48.56,1016.4,E,Albany,92.0,0.0,1019.5,,52.52,4.6,5.0,58.0,11.0
70.16,2013-05-16,No,Yes,69.08,4.0,5.0,4.0,50.72,1011.1,NE,Albany,76.0,0.0,1014.9,NE,56.3,0.4,7.0,52.0,6.0
66.56,2013-05-17,Yes,Yes,60.980000000000004,17.0,,3.0,53.24,1012.2,W,Albany,81.0,2.2,1010.9,NNW,58.459999999999994,1.0,8.0,90.0,15.0
64.58,2013-05-18,Yes,No,62.059999999999995,6.0,7.4,3.0,53.6,1014.9,SW,Albany,93.0,6.7,1017.3,NW,55.94,,6.0,61.0,13.0
68.0,2013-05-19,No,No,66.2,0.0,9.9,1.0,45.86,1010.0,NNW,Albany,93.0,0.2,1014.0,,50.0,4.4,1.0,44.0,6.0
67.82,2013-05-20,No,Yes,64.4,6.0,9.0,3.0,48.2,1010.9,SE,Albany,73.0,0.0,1010.8,NNE,57.2,1.0,4.0,53.0,28.0
65.84,2013-05-21,Yes,No,61.34,15.0,4.8,5.0,57.2,1020.7,SE,Albany,66.0,2.2,1020.4,SE,62.6,2.6,8.0,78.0,13.0
70.7,2013-05-22,No,No,68.18,4.0,,7.0,54.68,1022.9,NNW,Albany,88.0,0.4,1024.9,NNW,57.2,1.6,5.0,63.0,2.0
70.7,2013-05-23,No,No,68.0,15.0,,1.0,53.42,1025.1,W,Albany,81.0,0.0,1027.0,N,59.0,,7.0,60.0,4.0
67.64,2013-05-24,No,No,66.74000000000001,7.0,8.6,4.0,49.64,1024.4,E,Albany,77.0,0.0,1028.4,N,55.04,4.0,1.0,52.0,2.0
67.28,2013-05-25,No,No,65.48,11.0,9.0,1.0,48.56,1019.4,E,Albany,74.0,0.0,1024.4,N,53.6,0.6,1.0,59.0,19.0
70.16,2013-05-26,No,No,68.0,7.0,7.7,0.0,50.72,1013.8,E,Albany,71.0,0.0,1017.8,N,56.120000000000005,1.6,1.0,62.0,20.0
73.58,2013-05-27,No,Yes,69.98,2.0,6.3,6.0,52.34,1009.8,N,Albany,88.0,0.0,1013.6,NNW,57.2,1.6,6.0,61.0,7.0
62.78,2013-05-28,Yes,No,61.34,9.0,6.9,6.0,54.86,1016.3,SSW,Albany,66.0,4.0,1015.4,SW,60.440000000000005,1.6,7.0,65.0,9.0
66.38,2013-05-29,No,Yes,64.94,4.0,8.6,1.0,44.06,1010.7,NNW,Albany,83.0,0.0,1015.3,NNW,52.34,1.6,3.0,47.0,7.0
56.48,2013-05-30,Yes,Yes,55.04,17.0,0.7,8.0,52.16,1015.2,S,Albany,64.0,12.0,1013.2,S,55.94,4.0,7.0,70.0,31.0
57.92,2013-05-31,Yes,No,56.84,28.0,3.9,7.0,49.64,1029.0,S,Albany,64.0,9.2,1027.2,S,55.4,0.6,6.0,61.0,22.0
60.08,2013-06-01,No,No,59.18,11.0,0.0,8.0,54.5,1033.5,S,Albany,84.0,0.0,1035.3,S,55.94,1.8,8.0,67.0,11.0
61.519999999999996,2013-06-02,No,No,60.980000000000004,13.0,0.0,8.0,55.04,1032.8,E,Albany,69.0,0.0,1035.7,E,59.36,0.8,8.0,62.0,7.0
66.02,2013-06-03,No,No,59.18,6.0,7.3,1.0,51.44,1025.5,NW,Albany,85.0,0.0,1029.2,NNE,55.58,0.4,5.0,68.0,11.0
67.28,2013-06-04,No,Yes,65.66,9.0,8.0,1.0,46.22,1015.1,NW,Albany,74.0,0.0,1019.4,NNW,53.96,1.2,6.0,53.0,4.0
64.4,2013-06-05,Yes,Yes,62.42,13.0,5.8,3.0,53.42,1013.1,W,Albany,74.0,3.6,1015.2,NW,56.3,3.2,6.0,71.0,9.0
62.6,2013-06-06,Yes,Yes,60.8,9.0,3.3,8.0,55.94,1021.4,SSW,Albany,92.0,1.8,1021.0,WSW,57.92,3.2,8.0,90.0,6.0
69.08,2013-06-07,Yes,No,66.56,9.0,7.5,0.0,50.72,1020.3,NW,Albany,89.0,1.6,1024.2,NNW,55.58,0.8,7.0,61.0,7.0
68.72,2013-06-08,No,Yes,68.18,13.0,3.5,7.0,55.4,1013.6,WNW,Albany,75.0,0.0,1017.0,NW,59.72,3.4,8.0,55.0,11.0
65.12,2013-06-09,Yes,Yes,62.959999999999994,0.0,2.0,8.0,56.84,1012.8,SE,Albany,91.0,3.4,1016.6,,59.0,1.0,8.0,86.0,9.0
60.26,2013-06-10,Yes,No,59.0,15.0,7.1,4.0,53.96,1023.7,SSE,Albany,65.0,12.2,1022.9,S,57.92,4.0,3.0,60.0,9.0
62.6,2013-06-11,No,No,61.34,6.0,7.9,5.0,43.34,1025.8,E,Albany,83.0,0.0,1028.9,NNW,49.1,1.4,6.0,56.0,9.0
