Temp_9_am_C,Humidity_9_am,Location,Humidity_3_pm,Max_Temp_C,Date,Evaporation,Rainfall,Pressure_3_pm,Wind_Dir_3_pm,Wind_Speed_3_pm,Wind_Gust_Dir,Cloud_9_am,Wind_Gust_Speed,Cloud_3_pm,Pressure_9_am,Sunshine,Wind_Speed_9_am,Rain_Today,Rain_Tomorrow,Min_Temp_C,Wind_Dir_9_am,Temp_3_pm_C
19.6,73.0,PerthAirport,56.0,25.6,2013-10-26,6.8,0.0,1019.2,WSW,24.0,W,7.0,35.0,2.0,1020.4,8.8,6.0,No,No,11.9,S,24.3
21.8,54.0,PerthAirport,41.0,28.8,2013-10-27,6.2,0.0,1019.9,SW,28.0,SSW,1.0,39.0,6.0,1022.4,12.4,19.0,No,No,15.0,E,26.9
20.6,51.0,PerthAirport,35.0,29.3,2013-10-28,7.0,0.0,1019.2,SW,22.0,ESE,0.0,56.0,0.0,1023.4,12.6,24.0,No,No,14.3,E,27.6
23.4,47.0,PerthAirport,36.0,31.9,2013-10-29,8.4,0.0,1015.3,WSW,22.0,E,0.0,57.0,1.0,1019.7,12.5,20.0,No,No,13.9,ENE,30.3
27.4,37.0,PerthAirport,18.0,37.1,2013-10-30,9.6,0.0,1010.0,W,19.0,E,1.0,57.0,1.0,1013.5,12.7,19.0,No,No,18.1,NE,34.7
22.2,59.0,PerthAirport,46.0,26.0,2013-10-31,8.0,0.0,1015.2,SSW,20.0,W,6.0,33.0,7.0,1016.7,10.0,9.0,No,No,14.4,SW,25.4
21.8,55.0,PerthAirport,52.0,27.7,2013-11-01,7.8,0.0,1015.8,SW,31.0,SW,1.0,39.0,1.0,1018.3,12.1,13.0,No,No,14.4,S,25.3
21.1,54.0,PerthAirport,28.0,29.8,2013-11-02,7.4,0.0,1017.4,SE,30.0,E,5.0,56.0,5.0,1021.2,11.4,33.0,No,No,16.6,ESE,28.9
19.9,48.0,PerthAirport,29.0,33.2,2013-11-03,11.0,0.0,1014.7,E,19.0,E,6.0,57.0,3.0,1019.5,11.3,31.0,No,No,14.8,E,31.4
28.3,42.0,PerthAirport,33.0,33.2,2013-11-04,8.0,0.0,1012.3,WNW,26.0,WNW,6.0,39.0,3.0,1013.8,7.3,15.0,No,No,19.4,ENE,31.3
20.5,69.0,PerthAirport,55.0,24.1,2013-11-05,7.2,0.0,1015.2,SW,26.0,WSW,6.0,44.0,7.0,1016.7,6.0,20.0,No,No,18.3,SW,21.7
19.4,48.0,PerthAirport,46.0,25.0,2013-11-06,6.2,0.0,1015.7,SSW,33.0,SSW,7.0,48.0,7.0,1017.8,8.5,13.0,No,No,12.4,E,23.1
20.3,53.0,PerthAirport,30.0,27.5,2013-11-07,5.4,0.0,1017.2,SE,9.0,E,2.0,52.0,2.0,1020.4,12.3,22.0,No,No,14.2,E,26.5
21.4,41.0,PerthAirport,25.0,29.5,2013-11-08,8.0,0.0,1016.8,SSE,9.0,E,0.0,61.0,1.0,1020.2,12.7,24.0,No,No,14.1,E,28.6
24.8,32.0,PerthAirport,13.0,33.1,2013-11-09,10.0,0.0,1015.5,SE,9.0,E,0.0,50.0,0.0,1018.7,13.1,17.0,No,No,12.4,ENE,32.8
27.9,18.0,PerthAirport,9.0,36.9,2013-11-10,10.8,0.0,1011.2,N,13.0,E,0.0,61.0,5.0,1015.7,13.1,30.0,No,No,15.3,NE,36.4
24.4,44.0,PerthAirport,23.0,31.5,2013-11-11,9.4,0.0,1011.9,WSW,20.0,SW,1.0,37.0,2.0,1014.6,11.1,7.0,No,No,10.7,WSW,30.8
20.5,60.0,PerthAirport,43.0,29.4,2013-11-12,9.2,0.0,1010.3,SW,26.0,SW,1.0,43.0,1.0,1013.3,12.8,24.0,No,No,15.1,S,28.5
21.8,49.0,PerthAirport,26.0,30.7,2013-11-13,9.4,0.0,1010.5,S,17.0,SSW,1.0,44.0,0.0,1014.2,12.7,22.0,No,No,13.9,SSE,29.7
23.0,44.0,PerthAirport,21.0,32.8,2013-11-14,8.4,0.0,1012.0,SE,20.0,ESE,1.0,50.0,2.0,1016.0,13.0,19.0,No,No,15.1,ESE,31.8
23.5,35.0,PerthAirport,16.0,33.6,2013-11-15,11.6,0.0,1011.5,E,30.0,E,0.0,61.0,0.0,1015.3,13.1,31.0,No,No,15.8,ENE,32.6
29.2,27.0,PerthAirport,22.0,37.2,2013-11-16,13.0,0.0,1008.9,WNW,28.0,E,4.0,65.0,2.0,1011.2,13.0,26.0,No,No,20.2,ENE,33.1
23.6,68.0,PerthAirport,49.0,28.9,2013-11-17,9.2,0.0,1009.1,WSW,22.0,SW,6.0,35.0,2.0,1011.9,8.4,15.0,No,No,16.9,WNW,27.2
22.1,46.0,PerthAirport,38.0,24.7,2013-11-18,7.4,0.0,1011.3,E,30.0,SE,7.0,54.0,7.0,1012.4,7.5,31.0,No,No,15.4,ESE,23.9
18.4,40.0,PerthAirport,22.0,25.6,2013-11-19,8.8,0.0,1011.4,E,33.0,ESE,4.0,61.0,0.0,1016.0,13.0,37.0,No,No,11.6,E,24.5
20.1,36.0,PerthAirport,22.0,28.2,2013-11-20,10.8,0.0,1007.4,E,31.0,ESE,4.0,61.0,0.0,1012.7,12.8,37.0,No,No,12.9,E,27.0
23.4,33.0,PerthAirport,24.0,31.5,2013-11-21,10.8,0.0,1004.8,ENE,11.0,E,5.0,54.0,1.0,1008.3,12.6,33.0,No,No,15.7,ENE,31.2
28.0,35.0,PerthAirport,56.0,32.0,2013-11-22,9.4,0.0,1005.6,W,22.0,ENE,2.0,48.0,2.0,1006.1,10.7,30.0,No,No,19.9,NE,26.6
23.7,57.0,PerthAirport,48.0,27.6,2013-11-23,8.0,0.0,1005.2,WNW,24.0,WSW,1.0,39.0,1.0,1006.9,12.4,9.0,No,No,14.2,NNW,25.9
22.5,55.0,PerthAirport,84.0,25.2,2013-11-24,8.2,0.0,1008.5,SW,31.0,WSW,6.0,41.0,7.0,1008.2,7.4,19.0,No,No,17.9,W,19.1
20.3,44.0,PerthAirport,36.0,25.5,2013-11-25,5.8,0.2,1009.7,WSW,28.0,WSW,3.0,48.0,1.0,1012.7,9.6,11.0,No,No,9.2,SE,23.9
23.0,38.0,PerthAirport,37.0,29.5,2013-11-26,8.0,0.0,1006.8,SW,31.0,SW,1.0,43.0,1.0,1010.2,12.9,20.0,No,No,11.1,E,27.0
24.2,41.0,PerthAirport,34.0,31.0,2013-11-27,8.8,0.0,1005.0,W,22.0,ENE,0.0,50.0,1.0,1007.3,12.9,22.0,No,No,16.3,ENE,30.3
26.3,49.0,PerthAirport,57.0,31.6,2013-11-28,10.0,0.0,1006.8,W,22.0,NE,0.0,48.0,1.0,1008.7,11.9,26.0,No,No,19.1,NE,25.8
22.5,52.0,PerthAirport,85.0,25.1,2013-11-29,8.0,0.0,1005.9,W,19.0,WNW,5.0,61.0,6.0,1006.2,7.3,26.0,No,Yes,16.7,NNW,18.8
20.2,50.0,PerthAirport,51.0,23.3,2013-11-30,4.4,6.0,1009.0,WSW,28.0,WSW,5.0,56.0,5.0,1007.7,11.1,28.0,Yes,No,14.4,WSW,22.5
20.6,60.0,PerthAirport,49.0,24.8,2013-12-01,6.6,0.4,1014.7,WSW,22.0,WSW,6.0,39.0,2.0,1015.2,11.2,11.0,No,No,15.4,SSW,23.9
20.6,44.0,PerthAirport,39.0,24.2,2013-12-02,7.6,0.0,1015.5,SW,28.0,SW,2.0,44.0,1.0,1017.3,12.6,20.0,No,No,11.1,SSE,23.2
19.3,36.0,PerthAirport,35.0,25.1,2013-12-03,9.0,0.0,1018.0,SW,33.0,SSW,1.0,50.0,0.0,1021.2,12.7,26.0,No,No,10.1,S,24.0
19.1,43.0,PerthAirport,18.0,28.1,2013-12-04,9.8,0.0,1018.1,SE,28.0,ESE,1.0,54.0,0.0,1022.5,12.8,24.0,No,No,13.0,ESE,27.0
21.9,33.0,PerthAirport,9.0,32.2,2013-12-05,10.8,0.0,1010.6,ENE,33.0,E,1.0,74.0,5.0,1017.0,11.2,28.0,No,No,13.4,ENE,31.4
29.5,27.0,PerthAirport,30.0,33.8,2013-12-06,10.4,0.4,1002.8,SW,28.0,NE,3.0,50.0,7.0,1006.6,10.9,30.0,No,No,18.2,NNE,31.7
23.9,65.0,PerthAirport,53.0,28.0,2013-12-07,9.4,0.0,1008.7,W,24.0,W,6.0,37.0,7.0,1007.3,10.9,6.0,No,No,17.1,NW,26.3
20.1,47.0,PerthAirport,39.0,25.6,2013-12-08,8.0,0.0,1014.0,WSW,30.0,SSW,5.0,44.0,1.0,1016.3,10.9,17.0,No,No,16.5,E,24.1
19.9,45.0,PerthAirport,20.0,29.2,2013-12-09,8.6,0.0,1015.8,SE,13.0,WSW,0.0,46.0,0.0,1019.8,13.3,20.0,No,No,14.3,E,28.8
22.0,40.0,PerthAirport,18.0,32.5,2013-12-10,9.4,0.0,1013.1,E,17.0,E,1.0,54.0,2.0,1017.5,13.3,33.0,No,No,15.5,E,31.3
25.2,33.0,PerthAirport,26.0,33.6,2013-12-11,12.6,0.0,1014.2,WSW,24.0,E,1.0,57.0,1.0,1017.4,13.0,24.0,No,No,17.1,E,32.3
28.1,29.0,PerthAirport,13.0,36.2,2013-12-12,12.0,0.0,1011.8,SW,26.0,E,0.0,50.0,1.0,1014.6,13.2,19.0,No,No,16.9,ENE,34.9
27.3,33.0,PerthAirport,12.0,39.1,2013-12-13,13.8,0.0,1010.6,WSW,24.0,E,1.0,56.0,1.0,1013.9,13.3,28.0,No,No,19.4,E,37.8
32.4,24.0,PerthAirport,16.0,40.3,2013-12-14,11.4,0.0,1010.1,W,26.0,ENE,1.0,37.0,1.0,1012.8,13.3,17.0,No,No,17.0,ENE,35.8
31.2,30.0,PerthAirport,15.0,38.3,2013-12-15,12.0,0.0,1009.5,SSW,26.0,SSW,1.0,35.0,1.0,1011.3,13.2,6.0,No,No,15.7,W,37.0
30.3,24.0,PerthAirport,12.0,37.7,2013-12-16,14.4,0.0,1008.4,SW,22.0,E,6.0,59.0,7.0,1010.0,10.2,11.0,No,No,21.0,NE,37.0
27.2,52.0,PerthAirport,58.0,29.6,2013-12-17,9.4,0.0,1008.2,WSW,22.0,WSW,6.0,33.0,8.0,1009.3,10.9,13.0,No,No,15.6,WNW,26.2
23.4,58.0,PerthAirport,46.0,29.4,2013-12-18,9.2,0.0,1010.7,SW,30.0,ESE,7.0,46.0,7.0,1012.8,9.0,19.0,No,No,19.0,S,27.1
21.5,52.0,PerthAirport,30.0,31.6,2013-12-19,9.8,0.0,1011.8,SW,22.0,S,7.0,48.0,6.0,1014.9,9.9,19.0,No,No,17.7,ESE,29.6
22.0,40.0,PerthAirport,22.0,28.2,2013-12-20,8.0,0.0,1017.0,ESE,24.0,E,1.0,52.0,1.0,1020.3,13.2,24.0,No,No,15.9,SE,27.2
20.2,41.0,PerthAirport,22.0,28.2,2013-12-21,11.0,0.0,1017.1,ENE,20.0,E,7.0,57.0,0.0,1021.9,12.7,28.0,No,No,13.4,E,27.1
22.8,36.0,PerthAirport,29.0,29.5,2013-12-22,10.2,0.0,1015.2,SW,20.0,E,2.0,52.0,7.0,1019.3,11.0,20.0,No,No,14.1,E,27.3
26.7,30.0,PerthAirport,13.0,33.7,2013-12-23,9.0,0.0,1012.3,SW,26.0,SW,1.0,39.0,1.0,1016.3,12.6,9.0,No,No,9.9,ENE,32.9
25.6,36.0,PerthAirport,53.0,29.4,2013-12-24,8.4,0.0,1010.9,SW,30.0,SW,1.0,48.0,6.0,1011.4,11.8,7.0,No,No,11.7,SSW,26.2
23.5,48.0,PerthAirport,33.0,32.0,2013-12-25,8.0,0.0,1010.1,SSW,30.0,SW,7.0,39.0,6.0,1013.8,13.0,17.0,No,No,16.0,ENE,29.8
23.7,52.0,PerthAirport,42.0,28.4,2013-12-26,9.6,0.0,1009.1,W,26.0,WSW,0.0,37.0,0.0,1011.3,13.9,17.0,No,No,10.8,SW,26.2
23.3,58.0,PerthAirport,43.0,29.2,2013-12-27,10.2,0.0,1012.2,SW,33.0,WSW,7.0,46.0,1.0,1013.0,11.2,17.0,No,No,18.7,SW,27.9
22.4,41.0,PerthAirport,29.0,33.2,2013-12-28,9.0,0.0,1010.4,WSW,26.0,E,1.0,48.0,1.0,1015.7,13.3,22.0,No,No,16.2,E,31.4
25.9,37.0,PerthAirport,31.0,35.4,2013-12-29,10.8,0.0,1005.8,WSW,31.0,SW,1.0,43.0,0.0,1010.2,13.3,17.0,No,No,15.0,S,32.6
25.2,46.0,PerthAirport,43.0,32.3,2013-12-30,10.4,0.0,1005.3,W,26.0,W,0.0,35.0,0.0,1007.6,13.3,17.0,No,No,18.0,ENE,28.2
22.6,61.0,PerthAirport,44.0,26.5,2013-12-31,8.6,0.0,1005.5,SW,33.0,SSW,5.0,52.0,4.0,1005.7,10.6,19.0,No,No,17.6,WSW,24.9
22.3,51.0,PerthAirport,36.0,26.8,2014-01-01,9.0,0.0,1010.0,SW,30.0,SW,4.0,44.0,1.0,1009.1,12.6,15.0,No,No,12.8,S,24.5
20.8,52.0,PerthAirport,41.0,25.8,2014-01-02,9.2,0.0,1017.4,SW,28.0,SW,7.0,46.0,5.0,1017.5,7.9,11.0,No,No,9.6,SW,24.8
20.9,39.0,PerthAirport,34.0,28.1,2014-01-03,7.2,0.0,1018.0,SW,33.0,WSW,0.0,44.0,0.0,1022.3,13.1,11.0,No,No,13.8,ESE,26.2
22.2,40.0,PerthAirport,34.0,28.6,2014-01-04,9.4,0.0,1015.5,SW,31.0,WSW,1.0,43.0,1.0,1018.5,13.2,13.0,No,No,13.0,SE,26.6
20.6,49.0,PerthAirport,19.0,32.5,2014-01-05,9.8,0.0,1013.8,SSE,7.0,ENE,0.0,52.0,0.0,1018.7,13.0,26.0,No,No,15.9,E,31.8
28.9,29.0,PerthAirport,18.0,39.0,2014-01-06,10.2,0.0,1008.1,WSW,28.0,E,1.0,61.0,2.0,1011.4,12.6,28.0,No,No,16.4,ENE,37.2
24.2,68.0,PerthAirport,50.0,27.0,2014-01-07,11.0,0.0,1014.0,WSW,26.0,WSW,1.0,44.0,1.0,1014.0,12.6,24.0,No,No,16.9,W,26.0
23.6,53.0,PerthAirport,44.0,29.7,2014-01-08,10.0,0.0,1015.2,SW,30.0,WSW,2.0,39.0,7.0,1017.8,11.8,19.0,No,No,15.7,S,26.8
23.7,53.0,PerthAirport,43.0,30.1,2014-01-09,8.0,0.0,1014.2,SW,30.0,SSW,0.0,46.0,0.0,1016.6,13.2,7.0,No,No,15.6,SSW,28.2
26.5,42.0,PerthAirport,32.0,35.7,2014-01-10,9.8,0.0,1014.5,SW,28.0,SW,0.0,41.0,0.0,1017.3,13.2,24.0,No,No,16.4,E,33.3
29.8,31.0,PerthAirport,11.0,43.5,2014-01-11,12.0,0.0,1010.3,ESE,13.0,E,0.0,54.0,0.0,1015.9,13.1,30.0,No,No,20.6,E,42.4
39.4,12.0,PerthAirport,26.0,43.0,2014-01-12,16.0,0.0,1007.7,SW,33.0,E,1.0,61.0,1.0,1007.6,12.2,22.0,No,No,28.5,N,34.7
23.7,63.0,PerthAirport,44.0,28.6,2014-01-13,13.2,0.0,1009.6,SW,33.0,SW,7.0,48.0,4.0,1010.9,9.4,19.0,No,No,20.7,S,26.3
22.3,46.0,PerthAirport,37.0,27.8,2014-01-14,10.2,0.0,1010.0,SW,30.0,W,0.0,44.0,0.0,1012.7,13.1,7.0,No,No,14.5,SE,26.3
22.9,51.0,PerthAirport,46.0,26.2,2014-01-15,9.4,0.0,1008.5,WSW,30.0,WSW,2.0,48.0,3.0,1008.6,12.4,7.0,No,No,14.5,NNW,24.8
22.2,45.0,PerthAirport,38.0,25.9,2014-01-16,9.6,0.4,1012.0,SW,30.0,SW,4.0,48.0,1.0,1012.8,13.0,19.0,No,No,18.1,SSW,24.8
22.8,43.0,PerthAirport,36.0,32.6,2014-01-17,10.0,0.0,1010.1,WSW,26.0,SE,0.0,48.0,0.0,1014.7,13.1,24.0,No,No,15.6,E,29.9
27.7,34.0,PerthAirport,18.0,38.2,2014-01-18,9.4,0.0,1009.4,WSW,24.0,ENE,0.0,43.0,0.0,1012.6,13.2,22.0,No,No,14.1,ENE,36.8
30.0,30.0,PerthAirport,12.0,40.0,2014-01-19,13.2,0.0,1007.5,S,15.0,SW,0.0,52.0,0.0,1011.5,13.1,30.0,No,No,19.0,E,39.1
26.6,40.0,PerthAirport,17.0,38.7,2014-01-20,13.4,0.0,1006.6,ESE,24.0,ESE,0.0,59.0,0.0,1010.5,13.1,26.0,No,No,20.6,E,38.4
26.0,43.0,PerthAirport,21.0,37.9,2014-01-21,15.2,0.0,1004.7,ESE,24.0,ENE,0.0,57.0,0.0,1009.1,13.2,35.0,No,No,19.6,ENE,37.0
30.1,41.0,PerthAirport,24.0,37.1,2014-01-22,11.0,0.0,1003.3,ESE,30.0,SE,1.0,56.0,4.0,1007.3,13.0,26.0,No,No,23.4,ENE,36.4
28.8,47.0,PerthAirport,24.0,37.2,2014-01-23,12.0,0.0,1006.1,SSE,33.0,ESE,1.0,59.0,3.0,1007.8,13.1,22.0,No,No,22.6,SE,36.2
24.7,53.0,PerthAirport,32.0,32.7,2014-01-24,13.4,0.0,1011.1,E,33.0,E,7.0,61.0,2.0,1015.0,9.3,31.0,No,No,23.2,E,31.9
28.0,51.0,PerthAirport,36.0,37.2,2014-01-25,11.4,0.0,1006.3,N,9.0,ENE,6.0,44.0,3.0,1010.6,10.9,28.0,No,No,24.5,ENE,35.3
27.4,54.0,PerthAirport,40.0,32.3,2014-01-26,10.6,0.0,1008.1,SW,31.0,WSW,1.0,41.0,1.0,1010.8,12.9,20.0,No,No,22.5,SSW,30.7
23.3,60.0,PerthAirport,38.0,26.9,2014-01-27,10.2,0.0,1010.6,SW,33.0,SW,5.0,54.0,1.0,1011.3,11.2,17.0,No,No,15.5,SSW,26.0
21.6,40.0,PerthAirport,20.0,31.6,2014-01-28,9.2,0.0,1013.7,SE,22.0,E,0.0,52.0,0.0,1018.0,13.1,28.0,No,No,15.5,ESE,30.3
23.3,40.0,PerthAirport,29.0,34.2,2014-01-29,11.6,0.0,1009.0,WSW,26.0,ESE,0.0,52.0,1.0,1013.8,13.0,28.0,No,No,16.6,E,32.7
27.7,37.0,PerthAirport,29.0,35.5,2014-01-30,10.6,0.0,1006.8,SW,24.0,SW,2.0,31.0,1.0,1010.0,13.0,6.0,No,No,17.4,ESE,34.7
26.3,55.0,PerthAirport,49.0,30.3,2014-01-31,9.6,0.0,1006.3,WSW,26.0,SW,6.0,43.0,1.0,1007.3,10.7,15.0,No,No,20.0,NNW,28.4
23.8,55.0,PerthAirport,43.0,29.9,2014-02-01,9.2,0.0,1006.3,SW,33.0,SW,1.0,48.0,1.0,1008.4,12.9,19.0,No,No,17.2,SSW,27.7
23.3,44.0,PerthAirport,24.0,32.3,2014-02-02,10.0,0.0,1009.9,SE,24.0,ESE,1.0,63.0,0.0,1012.8,12.9,24.0,No,No,16.7,SE,31.7
22.1,38.0,PerthAirport,20.0,33.9,2014-02-03,11.4,0.0,1011.3,E,26.0,E,1.0,61.0,0.0,1015.9,13.0,41.0,No,No,17.2,E,32.5
29.0,32.0,PerthAirport,20.0,37.9,2014-02-04,12.0,0.0,1007.7,SSE,11.0,ENE,1.0,44.0,1.0,1011.9,12.8,31.0,No,No,21.5,ENE,37.5
26.9,45.0,PerthAirport,40.0,33.3,2014-02-05,12.0,0.0,1009.3,SW,24.0,SW,3.0,39.0,2.0,1010.9,12.7,11.0,No,No,20.0,SSW,31.8
26.1,51.0,PerthAirport,40.0,33.3,2014-02-06,9.6,0.0,1008.9,W,22.0,WSW,1.0,39.0,1.0,1012.8,12.7,13.0,No,No,20.0,SSE,32.6
24.7,49.0,PerthAirport,40.0,31.5,2014-02-07,10.8,0.0,1009.3,SW,35.0,SW,0.0,48.0,0.0,1012.3,12.7,15.0,No,No,19.5,ESE,29.0
20.9,44.0,PerthAirport,28.0,30.7,2014-02-08,10.6,0.0,1011.6,SW,19.0,E,1.0,56.0,0.0,1016.0,12.8,33.0,No,No,14.4,SSE,29.6
20.9,39.0,PerthAirport,18.0,33.7,2014-02-09,10.4,0.0,1009.0,ENE,11.0,E,0.0,54.0,1.0,1014.4,12.6,35.0,No,No,15.2,E,32.2
23.9,39.0,PerthAirport,42.0,31.5,2014-02-10,9.4,0.0,1005.4,SW,33.0,SW,1.0,48.0,1.0,1007.8,12.6,20.0,No,No,17.0,SSW,28.9
22.8,48.0,PerthAirport,30.0,33.2,2014-02-11,10.4,0.0,1005.1,ESE,30.0,E,2.0,59.0,1.0,1009.5,12.5,31.0,No,No,17.5,SE,32.2
24.6,54.0,PerthAirport,33.0,33.7,2014-02-12,11.8,0.0,1005.6,ESE,24.0,E,5.0,52.0,5.0,1007.7,11.1,20.0,No,No,20.3,E,32.2
24.2,57.0,PerthAirport,33.0,35.0,2014-02-13,9.4,0.0,1007.2,ESE,17.0,SSE,1.0,56.0,1.0,1011.2,12.6,30.0,No,No,20.5,ESE,33.4
25.6,49.0,PerthAirport,42.0,32.4,2014-02-14,10.4,0.0,1006.7,W,26.0,E,0.0,41.0,1.0,1009.8,12.6,19.0,No,No,19.5,E,30.4
25.1,46.0,PerthAirport,34.0,32.2,2014-02-15,8.8,0.0,1005.6,W,19.0,W,1.0,35.0,1.0,1008.0,12.6,6.0,No,No,15.7,SE,31.1
22.6,65.0,PerthAirport,43.0,31.3,2014-02-16,10.0,0.0,1011.5,SW,28.0,SW,2.0,43.0,6.0,1011.6,7.5,19.0,No,No,13.3,S,26.9
24.0,51.0,PerthAirport,36.0,34.1,2014-02-17,7.6,0.0,1013.3,W,26.0,E,1.0,37.0,4.0,1017.1,12.4,24.0,No,No,17.6,E,32.0
23.6,38.0,PerthAirport,15.0,35.4,2014-02-18,10.0,0.0,1013.5,E,19.0,E,0.0,59.0,0.0,1018.1,12.5,19.0,No,No,18.0,E,35.0
24.1,41.0,PerthAirport,16.0,36.7,2014-02-19,12.0,0.0,1011.9,SSE,13.0,E,0.0,63.0,0.0,1016.0,12.6,30.0,No,No,17.3,ENE,35.9
26.5,33.0,PerthAirport,14.0,37.3,2014-02-20,13.0,0.0,1014.1,ESE,15.0,E,4.0,59.0,3.0,1016.5,12.3,26.0,No,No,21.5,ENE,36.3
26.7,33.0,PerthAirport,15.0,35.0,2014-02-21,13.8,0.0,1016.2,ENE,24.0,E,1.0,70.0,1.0,1019.0,12.2,44.0,No,No,19.6,ENE,34.2
28.3,30.0,PerthAirport,19.0,35.0,2014-02-22,12.0,0.0,1014.6,NNE,13.0,NE,1.0,44.0,3.0,1019.0,10.8,30.0,No,No,24.1,ENE,34.1
29.0,32.0,PerthAirport,19.0,35.5,2014-02-23,10.0,0.0,1013.2,SW,30.0,SW,0.0,44.0,1.0,1016.4,12.2,13.0,No,No,20.1,ENE,34.7
27.6,36.0,PerthAirport,19.0,34.9,2014-02-24,10.6,0.0,1014.5,SW,28.0,SSW,0.0,39.0,0.0,1016.7,12.2,9.0,No,No,14.8,SW,34.2
24.2,46.0,PerthAirport,22.0,32.3,2014-02-25,12.0,0.0,1016.6,SSE,17.0,E,1.0,59.0,0.0,1020.2,12.2,24.0,No,No,19.8,ESE,31.7
20.4,42.0,PerthAirport,18.0,30.5,2014-02-26,10.8,0.0,1016.3,E,24.0,ESE,0.0,56.0,0.0,1021.2,12.2,35.0,No,No,15.9,ENE,29.3
24.1,33.0,PerthAirport,16.0,34.9,2014-02-27,12.2,0.0,1014.5,SSW,11.0,E,0.0,59.0,0.0,1018.4,12.1,28.0,No,No,17.1,ENE,34.1
27.8,23.0,PerthAirport,10.0,36.7,2014-02-28,9.0,0.0,1014.7,E,19.0,ENE,0.0,41.0,0.0,1018.1,12.1,24.0,No,No,17.1,ENE,36.3
30.0,20.0,PerthAirport,10.0,38.2,2014-03-01,11.0,0.0,1012.8,WSW,17.0,NE,0.0,39.0,0.0,1016.0,11.9,24.0,No,No,20.0,NE,37.5
30.4,20.0,PerthAirport,10.0,37.9,2014-03-02,11.6,0.0,1012.0,W,26.0,WSW,6.0,35.0,5.0,1014.9,11.9,13.0,No,No,15.8,NNE,36.1
26.2,47.0,PerthAirport,47.0,31.8,2014-03-03,10.4,0.0,1013.3,WSW,24.0,SSW,6.0,41.0,1.0,1015.0,10.6,2.0,No,No,15.2,SE,29.4
22.4,52.0,PerthAirport,15.0,32.5,2014-03-04,8.8,0.0,1018.1,SSE,19.0,SE,0.0,41.0,3.0,1021.9,11.8,17.0,No,No,17.7,SE,32.1
21.7,47.0,PerthAirport,23.0,32.3,2014-03-05,9.6,0.0,1016.5,E,17.0,E,1.0,52.0,1.0,1021.3,11.7,33.0,No,No,17.3,E,31.8
23.4,43.0,PerthAirport,23.0,35.6,2014-03-06,8.4,0.0,1012.3,E,24.0,E,1.0,50.0,0.0,1016.7,11.6,15.0,No,No,17.6,E,34.1
29.4,33.0,PerthAirport,23.0,37.9,2014-03-07,11.0,0.0,1008.6,WSW,26.0,ENE,2.0,54.0,3.0,1012.4,11.4,30.0,No,No,23.1,NE,35.9
22.3,58.0,PerthAirport,47.0,26.7,2014-03-08,11.8,0.0,1013.3,SW,28.0,SW,8.0,43.0,5.0,1015.5,6.7,26.0,No,No,21.0,SSW,25.9
21.5,40.0,PerthAirport,35.0,26.5,2014-03-09,5.8,0.0,1016.3,SW,30.0,SW,2.0,46.0,0.0,1019.0,11.5,20.0,No,No,12.1,SSE,24.4
21.1,52.0,PerthAirport,32.0,29.3,2014-03-10,8.0,0.0,1016.5,WSW,28.0,S,1.0,48.0,1.0,1019.8,11.2,19.0,No,No,12.5,E,28.6
22.4,47.0,PerthAirport,22.0,33.6,2014-03-11,8.4,0.0,1018.0,ESE,28.0,ESE,1.0,56.0,2.0,1022.4,11.0,20.0,No,No,16.9,E,32.9
26.5,39.0,PerthAirport,20.0,37.7,2014-03-12,10.8,0.0,1013.1,SSW,13.0,E,7.0,59.0,7.0,1017.7,9.8,26.0,No,No,19.9,ENE,36.9
24.2,67.0,PerthAirport,53.0,27.8,2014-03-13,9.0,0.2,1011.5,W,15.0,WSW,7.0,33.0,7.0,1012.6,2.1,9.0,No,No,20.7,N,26.5
20.5,60.0,PerthAirport,42.0,26.3,2014-03-14,4.8,0.0,1016.3,WSW,30.0,SW,6.0,50.0,1.0,1018.7,10.0,22.0,No,No,14.3,S,24.3
18.4,49.0,PerthAirport,40.0,24.9,2014-03-15,6.4,0.0,1018.6,SW,26.0,WSW,1.0,41.0,5.0,1021.7,11.1,13.0,No,No,8.0,ESE,23.3
20.8,49.0,PerthAirport,42.0,27.1,2014-03-16,6.2,0.0,1016.6,SW,22.0,W,1.0,35.0,1.0,1020.0,9.9,7.0,No,No,9.8,S,26.0
21.7,60.0,PerthAirport,43.0,29.8,2014-03-17,7.2,0.0,1014.8,SW,26.0,SW,5.0,35.0,2.0,1017.6,11.0,6.0,No,No,11.9,W,28.3
22.9,57.0,PerthAirport,36.0,31.4,2014-03-18,7.8,0.0,1018.1,SW,24.0,SSW,1.0,37.0,1.0,1020.3,11.1,13.0,No,No,16.2,E,30.6
24.5,51.0,PerthAirport,27.0,32.4,2014-03-19,6.6,0.0,1017.9,SW,26.0,SW,0.0,37.0,1.0,1021.0,11.0,13.0,No,No,18.1,NE,31.6
22.1,52.0,PerthAirport,24.0,31.4,2014-03-20,8.0,0.0,1017.5,ESE,31.0,ESE,1.0,59.0,2.0,1022.2,10.8,19.0,No,No,18.8,ESE,30.8
19.3,61.0,PerthAirport,39.0,28.4,2014-03-21,9.6,0.2,1014.5,E,24.0,E,5.0,65.0,1.0,1017.9,9.2,35.0,No,No,16.7,E,27.3
