Temp9amC,RainTomorrow,WindSpeed3pm,Pressure9am,Location,WindGustSpeed,WindGustDir,WindSpeed9am,Cloud3pm,Humidity9am,Rainfall,MinTempC,Cloud9am,WindDir3pm,MaxTempC,WindDir9am,Date,Humidity3pm,Pressure3pm,RainToday,Temp3pmC
26.8,No,22.0,1002.1,Wollongong,57.0,W,19.0,,44.0,0.0,21.8,,WNW,31.5,NW,2013-12-10,22.0,1002.7,No,30.5
22.2,No,33.0,1009.3,Wollongong,44.0,NW,7.0,,38.0,0.0,16.5,,ENE,27.0,WSW,2013-12-11,55.0,1004.4,No,23.3
20.8,No,35.0,1012.2,Wollongong,50.0,NE,9.0,,68.0,0.0,19.2,8.0,NE,24.1,NE,2013-12-12,68.0,1009.6,No,23.0
22.3,No,13.0,1012.7,Wollongong,33.0,NE,7.0,1.0,72.0,0.0,17.8,,NE,24.7,SSE,2013-12-13,73.0,1010.5,No,23.7
20.6,Yes,28.0,1016.2,Wollongong,59.0,S,33.0,8.0,82.0,0.0,19.7,8.0,SSW,22.8,S,2013-12-14,83.0,1016.8,No,19.5
18.5,Yes,13.0,1019.3,Wollongong,41.0,SE,9.0,8.0,92.0,31.0,17.5,8.0,SE,20.4,SW,2013-12-15,88.0,1018.4,Yes,19.8
19.8,No,22.0,1021.0,Wollongong,35.0,NNE,19.0,3.0,88.0,7.2,17.9,8.0,ENE,22.8,NNE,2013-12-16,78.0,1019.7,Yes,22.0
22.5,No,33.0,1021.5,Wollongong,43.0,NE,13.0,,64.0,0.0,19.1,,NE,23.8,NNE,2013-12-17,69.0,1019.4,No,23.2
22.7,No,26.0,1024.1,Wollongong,33.0,NE,13.0,,73.0,0.0,18.1,,NE,24.4,NE,2013-12-18,65.0,1022.9,No,23.6
22.2,No,44.0,1022.0,Wollongong,59.0,NE,24.0,,70.0,0.0,19.0,,NE,23.6,NE,2013-12-19,71.0,1018.3,No,22.9
22.9,No,13.0,1015.0,Wollongong,35.0,NNE,15.0,,82.0,0.0,20.4,,N,27.1,NNE,2013-12-20,69.0,1010.9,No,25.2
22.1,No,37.0,1017.0,Wollongong,59.0,SSW,28.0,,76.0,0.0,21.0,,S,23.5,S,2013-12-21,78.0,1016.2,No,22.3
23.3,No,20.0,1012.0,Wollongong,43.0,NE,20.0,,80.0,0.0,20.7,,NNE,24.6,NE,2013-12-22,86.0,1008.2,No,23.1
22.7,Yes,26.0,1007.0,Wollongong,61.0,S,11.0,,88.0,0.0,20.9,,S,24.8,NE,2013-12-23,87.0,1005.8,No,23.1
19.1,No,17.0,1019.2,Wollongong,44.0,S,26.0,8.0,75.0,6.2,16.9,8.0,SSE,20.5,S,2013-12-24,69.0,1018.9,Yes,19.9
19.5,Yes,22.0,1019.3,Wollongong,41.0,E,4.0,8.0,88.0,0.0,17.7,8.0,NNE,20.5,NNE,2013-12-25,91.0,1016.5,No,19.6
18.8,Yes,13.0,1013.2,Wollongong,44.0,S,19.0,1.0,94.0,71.6,18.2,8.0,SE,22.5,SSW,2013-12-26,77.0,1011.0,Yes,21.8
21.5,No,15.0,1012.6,Wollongong,24.0,ENE,9.0,1.0,80.0,4.6,16.9,,ENE,24.1,SE,2013-12-27,69.0,1011.2,Yes,22.9
22.2,No,43.0,1012.0,Wollongong,54.0,NE,19.0,,72.0,0.0,18.1,4.0,NE,23.6,NE,2013-12-28,77.0,1007.1,No,22.8
19.8,No,30.0,1010.7,Wollongong,78.0,SSW,52.0,,67.0,0.0,19.5,,SSE,20.5,S,2013-12-29,60.0,1013.1,No,20.1
20.2,No,28.0,1015.9,Wollongong,39.0,NNE,7.0,,58.0,0.0,17.4,4.0,NE,22.8,S,2013-12-30,62.0,1011.9,No,22.5
21.8,No,20.0,1013.4,Wollongong,35.0,SE,13.0,,76.0,0.0,17.5,,SSE,23.3,ESE,2013-12-31,71.0,1012.2,No,22.2
21.4,No,37.0,1014.2,Wollongong,48.0,NE,22.0,,76.0,0.0,18.8,3.0,NE,24.7,NE,2014-01-01,78.0,1011.4,No,22.9
24.3,No,37.0,1003.0,Wollongong,61.0,SSW,6.0,,70.0,0.0,21.2,1.0,SSW,33.5,ENE,2014-01-02,82.0,1003.4,No,21.9
21.1,No,33.0,1005.4,Wollongong,43.0,NE,15.0,,78.0,0.2,20.2,8.0,NE,23.8,NNE,2014-01-03,74.0,999.7,No,23.2
20.7,No,17.0,1003.6,Wollongong,65.0,S,22.0,,68.0,0.0,19.3,1.0,E,23.7,SSW,2014-01-04,65.0,1002.8,No,23.1
22.6,No,46.0,1010.0,Wollongong,59.0,NE,22.0,7.0,62.0,0.0,18.8,,NE,25.1,NNW,2014-01-05,81.0,1004.4,No,22.7
23.6,Yes,19.0,1008.8,Wollongong,39.0,SW,17.0,,32.0,0.0,17.7,,E,27.6,WSW,2014-01-06,56.0,1007.6,No,23.8
17.8,Yes,28.0,1019.2,Wollongong,57.0,S,35.0,7.0,65.0,5.4,15.6,2.0,S,20.1,S,2014-01-07,68.0,1019.5,Yes,19.5
17.5,No,13.0,1024.2,Wollongong,41.0,SE,17.0,8.0,80.0,27.4,14.8,8.0,SSE,20.8,SW,2014-01-08,70.0,1023.0,Yes,19.4
19.5,No,28.0,1024.6,Wollongong,31.0,ENE,6.0,4.0,75.0,0.6,16.8,8.0,ENE,21.8,SSW,2014-01-09,64.0,1023.1,No,21.3
20.6,No,26.0,1022.6,Wollongong,41.0,NE,2.0,,77.0,0.0,18.1,6.0,NE,24.2,E,2014-01-10,71.0,1019.5,No,23.7
22.6,No,13.0,1018.1,Wollongong,46.0,NW,9.0,,78.0,0.0,18.1,,N,24.5,NE,2014-01-11,77.0,1014.8,No,23.8
23.1,No,24.0,1017.9,Wollongong,35.0,SE,9.0,8.0,80.0,0.0,20.0,,SE,24.9,SSE,2014-01-12,78.0,1018.1,No,23.1
21.0,No,11.0,1022.3,Wollongong,24.0,S,15.0,,70.0,0.0,18.4,7.0,E,24.1,SSW,2014-01-13,67.0,1020.0,No,23.1
22.4,No,33.0,1021.6,Wollongong,44.0,NE,9.0,,69.0,0.0,17.2,,NE,24.8,NNE,2014-01-14,71.0,1019.3,No,24.2
22.3,No,35.0,1020.9,Wollongong,52.0,NE,20.0,,81.0,0.0,20.7,,NE,24.4,NE,2014-01-15,75.0,1017.7,No,24.0
21.9,No,11.0,1019.1,Wollongong,26.0,NE,4.0,,83.0,0.0,17.7,,NNE,24.9,ESE,2014-01-16,77.0,1016.9,No,23.6
22.3,No,20.0,1016.1,Wollongong,46.0,NE,13.0,,82.0,0.0,19.3,,NNE,24.2,NNE,2014-01-17,79.0,1013.8,No,23.5
21.1,No,17.0,1011.7,Wollongong,31.0,NNE,22.0,,83.0,0.0,19.0,,NNE,24.0,NE,2014-01-18,77.0,1009.5,No,23.1
21.2,Yes,28.0,1011.3,Wollongong,43.0,S,24.0,,87.0,0.0,18.8,8.0,S,22.7,S,2014-01-19,83.0,1009.5,No,22.2
21.0,Yes,31.0,1010.0,Wollongong,44.0,SSW,7.0,8.0,92.0,4.6,20.1,8.0,SSW,21.3,SSW,2014-01-20,95.0,1009.4,Yes,18.7
19.0,No,7.0,1011.1,Wollongong,22.0,SSW,15.0,8.0,95.0,7.4,18.4,8.0,NE,23.0,SW,2014-01-21,84.0,1008.5,Yes,22.3
19.6,Yes,31.0,1019.0,Wollongong,43.0,S,28.0,8.0,84.0,0.2,19.0,8.0,S,22.5,SSE,2014-01-22,72.0,1020.6,No,20.6
21.9,No,20.0,1023.8,Wollongong,35.0,E,19.0,8.0,72.0,5.6,18.0,8.0,ENE,23.9,ENE,2014-01-23,61.0,1021.1,Yes,23.4
22.7,Yes,41.0,1013.6,Wollongong,50.0,NE,24.0,,77.0,0.0,20.5,,NE,24.1,NNE,2014-01-24,82.0,1007.2,No,22.7
19.8,Yes,48.0,1012.5,Wollongong,61.0,S,30.0,1.0,72.0,4.2,17.7,8.0,S,21.0,SSW,2014-01-25,56.0,1015.6,Yes,20.6
17.4,No,7.0,1024.4,Wollongong,43.0,SSE,15.0,,74.0,2.0,15.3,8.0,E,22.2,SW,2014-01-26,61.0,1024.2,Yes,21.4
21.1,No,35.0,1024.7,Wollongong,44.0,NE,0.0,,70.0,0.0,17.3,4.0,NE,24.5,,2014-01-27,65.0,1021.6,No,23.4
22.9,No,41.0,1021.3,Wollongong,54.0,NE,28.0,,55.0,0.2,19.8,,NE,24.6,N,2014-01-28,71.0,1018.0,No,23.9
21.6,No,17.0,1016.3,Wollongong,30.0,NE,19.0,,76.0,0.0,19.7,,NNE,24.9,NE,2014-01-29,71.0,1014.0,No,24.7
22.0,No,35.0,1019.8,Wollongong,54.0,NE,9.0,,83.0,0.0,19.3,,NE,24.2,ESE,2014-01-30,63.0,1016.2,No,24.0
23.1,No,19.0,1014.1,Wollongong,41.0,NE,7.0,,67.0,0.0,19.3,,NNE,24.7,NE,2014-01-31,71.0,1011.2,No,22.6
21.5,No,7.0,1015.5,Wollongong,35.0,SSW,19.0,,81.0,0.0,20.4,7.0,NNE,25.3,S,2014-02-01,77.0,1012.8,No,24.4
23.0,No,37.0,1015.5,Wollongong,44.0,ENE,24.0,,81.0,0.0,20.5,1.0,NE,24.6,NE,2014-02-02,71.0,1013.9,No,24.0
22.2,No,35.0,1015.3,Wollongong,50.0,NE,24.0,,70.0,0.0,20.2,,NE,24.5,N,2014-02-03,67.0,1011.5,No,23.7
19.5,Yes,37.0,1018.8,Wollongong,61.0,S,31.0,8.0,91.0,0.0,18.2,8.0,SSW,19.6,S,2014-02-04,86.0,1021.2,No,18.3
19.2,No,20.0,1024.7,Wollongong,52.0,SSE,17.0,7.0,57.0,2.2,17.2,7.0,SSE,21.9,SSW,2014-02-05,56.0,1022.8,Yes,21.3
19.5,No,9.0,1020.7,Wollongong,22.0,NNE,7.0,8.0,65.0,0.2,16.6,8.0,E,22.8,SSW,2014-02-06,58.0,1017.8,No,22.0
20.3,No,24.0,1017.5,Wollongong,41.0,NE,17.0,,61.0,0.0,15.9,,NE,24.4,N,2014-02-07,65.0,1015.0,No,23.4
22.0,No,37.0,1017.9,Wollongong,46.0,NE,9.0,,76.0,0.0,17.6,,NE,24.3,ENE,2014-02-08,69.0,1016.0,No,23.9
21.8,No,15.0,1018.8,Wollongong,48.0,NE,13.0,,84.0,0.0,17.9,,NNE,24.7,ENE,2014-02-09,77.0,1015.5,No,23.1
21.0,No,15.0,1020.2,Wollongong,74.0,SSW,26.0,8.0,73.0,0.0,19.7,8.0,S,22.4,SSW,2014-02-10,74.0,1018.1,No,21.8
20.8,Yes,7.0,1018.4,Wollongong,33.0,E,11.0,8.0,80.0,0.0,19.0,8.0,S,22.4,SSW,2014-02-11,78.0,1015.4,No,22.3
21.7,No,6.0,1017.2,Wollongong,20.0,ESE,2.0,8.0,88.0,1.4,20.3,8.0,N,23.5,ENE,2014-02-12,83.0,1016.1,Yes,23.0
22.6,No,24.0,1015.0,Wollongong,31.0,NE,11.0,,83.0,0.8,20.5,,NE,25.4,NNE,2014-02-13,75.0,1011.4,No,24.6
21.1,Yes,15.0,1008.4,Wollongong,31.0,NE,0.0,2.0,87.0,0.2,20.4,7.0,N,23.4,,2014-02-14,83.0,1006.2,No,22.3
20.8,Yes,11.0,1002.7,Wollongong,35.0,NNW,26.0,5.0,92.0,2.4,20.6,8.0,NNE,24.6,NNE,2014-02-15,81.0,998.7,Yes,23.7
22.7,Yes,17.0,999.3,Wollongong,59.0,SSW,6.0,8.0,83.0,2.2,20.7,8.0,SSW,22.9,NNE,2014-02-16,92.0,1002.7,Yes,21.0
19.3,No,13.0,1014.0,Wollongong,44.0,SSW,19.0,5.0,85.0,28.0,17.7,8.0,SE,22.6,SSW,2014-02-17,75.0,1013.8,Yes,22.2
20.5,No,20.0,1013.4,Wollongong,31.0,NNE,0.0,,78.0,0.6,17.8,7.0,NE,24.3,,2014-02-18,75.0,1009.4,No,23.4
23.7,Yes,9.0,1004.3,Wollongong,43.0,NE,11.0,8.0,84.0,0.0,20.5,8.0,NE,25.4,NE,2014-02-19,83.0,1002.0,No,23.3
20.8,No,28.0,1008.2,Wollongong,43.0,WSW,13.0,,44.0,6.6,18.5,,SE,28.1,WSW,2014-02-20,54.0,1008.3,Yes,23.0
21.3,No,22.0,1016.0,Wollongong,31.0,SE,17.0,,30.0,0.0,16.7,,SE,23.7,WSW,2014-02-21,58.0,1016.1,No,23.2
18.8,No,19.0,1021.1,Wollongong,30.0,SSE,9.0,7.0,83.0,0.6,17.6,8.0,SSE,22.4,SW,2014-02-22,69.0,1019.9,No,21.0
20.1,No,22.0,1024.2,Wollongong,35.0,SSE,15.0,7.0,69.0,0.0,18.5,7.0,SE,23.6,SSW,2014-02-23,68.0,1022.2,No,22.4
21.1,No,20.0,1020.8,Wollongong,28.0,NE,9.0,,75.0,0.0,17.9,7.0,NE,25.6,N,2014-02-24,66.0,1018.3,No,24.8
22.8,No,43.0,1017.5,Wollongong,57.0,WNW,20.0,,72.0,0.0,20.1,,NE,25.8,N,2014-02-25,71.0,1012.9,No,24.2
22.3,Yes,4.0,1011.4,Wollongong,37.0,NNW,11.0,1.0,77.0,0.2,20.1,,NNE,25.9,ENE,2014-02-26,75.0,1011.4,No,24.2
20.4,Yes,31.0,1018.4,Wollongong,43.0,S,31.0,8.0,86.0,5.2,18.8,8.0,S,20.4,SSW,2014-02-27,94.0,1020.3,Yes,18.2
18.2,Yes,28.0,1024.4,Wollongong,39.0,SE,24.0,8.0,94.0,6.4,17.3,8.0,SSW,20.1,SSE,2014-02-28,81.0,1023.7,Yes,19.4
19.7,Yes,15.0,1021.1,Wollongong,41.0,ESE,28.0,8.0,92.0,38.0,17.5,8.0,S,20.5,E,2014-03-01,93.0,1020.4,Yes,18.9
18.3,Yes,22.0,1021.0,Wollongong,30.0,SSW,20.0,8.0,90.0,31.8,16.9,8.0,SSE,23.3,SSW,2014-03-02,72.0,1021.2,Yes,22.2
18.4,Yes,15.0,1025.6,Wollongong,24.0,ESE,4.0,7.0,85.0,2.2,17.5,8.0,SSW,24.2,ENE,2014-03-03,76.0,1025.2,Yes,22.9
21.0,No,15.0,1026.2,Wollongong,26.0,NE,0.0,1.0,86.0,3.0,18.4,7.0,ENE,24.8,,2014-03-04,69.0,1023.7,Yes,23.9
22.4,Yes,24.0,1018.0,Wollongong,44.0,NW,7.0,8.0,68.0,0.0,19.0,1.0,NNW,26.1,NW,2014-03-05,87.0,1014.0,No,21.8
21.4,No,24.0,1019.4,Wollongong,54.0,SSW,26.0,1.0,78.0,22.4,20.3,7.0,S,23.5,SSW,2014-03-06,71.0,1018.7,Yes,23.1
23.0,No,13.0,1020.0,Wollongong,28.0,NE,2.0,,78.0,0.0,18.5,,NNE,26.0,NNE,2014-03-07,81.0,1018.6,No,23.0
22.0,No,33.0,1022.9,Wollongong,43.0,ENE,13.0,,84.0,0.0,20.6,8.0,ENE,25.4,SSE,2014-03-08,75.0,1021.7,No,23.5
21.4,No,17.0,1023.7,Wollongong,31.0,ENE,7.0,1.0,78.0,0.6,19.9,3.0,E,25.4,NNW,2014-03-09,69.0,1021.3,No,24.8
22.8,No,20.0,1023.6,Wollongong,31.0,NE,4.0,,79.0,0.4,19.1,,NNE,25.7,NE,2014-03-10,70.0,1021.3,No,25.0
23.3,No,35.0,1023.3,Wollongong,43.0,NE,20.0,,68.0,0.4,20.8,,NE,26.7,NNW,2014-03-11,70.0,1020.4,No,24.4
22.0,Yes,9.0,1017.8,Wollongong,44.0,NNE,0.0,,73.0,0.0,19.5,6.0,ENE,26.7,,2014-03-12,65.0,1015.6,No,25.3
19.5,No,22.0,1021.1,Wollongong,52.0,SW,20.0,,80.0,21.6,17.8,8.0,SSE,22.8,SW,2014-03-13,72.0,1018.2,Yes,22.6
22.2,No,15.0,1018.1,Wollongong,39.0,NNE,22.0,1.0,73.0,0.0,19.0,,NNE,25.8,N,2014-03-14,70.0,1014.9,No,23.8
21.1,No,28.0,1012.2,Wollongong,70.0,NW,11.0,,75.0,0.0,18.8,,NE,24.7,NNE,2014-03-15,75.0,1007.5,No,23.9
23.7,No,20.0,1005.6,Wollongong,50.0,W,19.0,1.0,56.0,0.6,20.4,8.0,W,27.5,W,2014-03-16,34.0,1003.5,No,27.1
18.9,No,17.0,1016.1,Wollongong,33.0,WSW,6.0,,45.0,0.0,15.3,,NE,25.0,SE,2014-03-17,50.0,1014.7,No,23.1
23.2,No,17.0,1019.7,Wollongong,30.0,NE,6.0,1.0,38.0,0.0,17.7,,NNE,26.2,NNE,2014-03-18,69.0,1018.2,No,25.1
21.9,Yes,37.0,1024.4,Wollongong,44.0,S,17.0,,74.0,0.0,18.2,,S,23.4,SW,2014-03-19,68.0,1024.7,No,22.7
22.9,Yes,26.0,1026.9,Wollongong,33.0,ENE,17.0,,79.0,3.8,21.2,8.0,ENE,25.5,NE,2014-03-20,73.0,1024.6,Yes,24.2
21.7,No,35.0,1022.0,Wollongong,50.0,ENE,9.0,,72.0,2.6,19.0,,NE,25.8,NNE,2014-03-21,72.0,1018.0,Yes,24.2
21.7,Yes,17.0,1017.3,Wollongong,39.0,N,7.0,,78.0,0.0,19.1,1.0,NNE,24.8,NNE,2014-03-22,78.0,1014.6,No,23.9
20.4,No,13.0,1017.7,Wollongong,46.0,S,7.0,,89.0,4.4,18.5,7.0,N,24.7,N,2014-03-23,81.0,1013.0,Yes,23.5
19.5,Yes,28.0,1017.8,Wollongong,52.0,ESE,35.0,8.0,81.0,0.0,19.3,8.0,SW,20.6,SSW,2014-03-24,93.0,1016.8,No,17.2
20.4,Yes,4.0,1019.4,Wollongong,46.0,ESE,7.0,,93.0,113.0,16.7,,N,24.2,NNE,2014-03-25,78.0,1020.2,Yes,23.4
21.4,Yes,7.0,1023.0,Wollongong,46.0,NE,17.0,8.0,92.0,6.4,19.5,,NE,22.5,NE,2014-03-26,91.0,1022.1,Yes,21.8
21.1,No,33.0,1022.1,Wollongong,67.0,NNE,24.0,8.0,76.0,26.6,20.0,8.0,N,22.4,N,2014-03-27,71.0,1019.8,Yes,21.5
20.4,No,2.0,1016.8,Wollongong,35.0,NNW,7.0,3.0,82.0,1.0,19.0,8.0,NNE,22.6,NW,2014-03-28,80.0,1013.5,No,22.4
20.9,No,31.0,1016.1,Wollongong,41.0,S,20.0,7.0,79.0,1.0,19.4,7.0,S,22.3,SW,2014-03-29,69.0,1015.3,No,21.7
21.6,Yes,17.0,1020.3,Wollongong,35.0,SSW,11.0,,77.0,0.0,18.0,,SSE,24.2,SSW,2014-03-30,69.0,1019.4,No,23.2
20.5,No,9.0,1022.3,Wollongong,19.0,NE,2.0,,80.0,10.6,18.0,,ENE,23.8,SSW,2014-03-31,69.0,1019.7,Yes,23.4
21.3,No,17.0,1019.1,Wollongong,31.0,NE,13.0,,77.0,0.0,18.9,,ENE,26.0,NW,2014-04-01,69.0,1016.6,No,25.1
21.9,No,26.0,1017.3,Wollongong,33.0,NE,6.0,,78.0,0.0,19.5,,NE,24.9,NW,2014-04-02,76.0,1014.2,No,24.2
22.7,Yes,17.0,1016.6,Wollongong,43.0,SW,11.0,,79.0,0.0,19.9,,NNE,25.2,NNW,2014-04-03,83.0,1015.0,No,23.6
19.6,Yes,9.0,1018.0,Wollongong,52.0,SSW,15.0,8.0,87.0,22.6,18.3,2.0,SW,21.4,SSW,2014-04-04,89.0,1016.7,Yes,18.3
20.1,No,37.0,1018.7,Wollongong,54.0,SSW,11.0,8.0,85.0,5.8,17.4,,S,22.9,SW,2014-04-05,77.0,1017.5,Yes,21.5
21.2,Yes,30.0,1021.6,Wollongong,52.0,SSE,26.0,8.0,75.0,0.2,17.3,6.0,SSW,21.5,SW,2014-04-06,90.0,1021.6,No,18.6
19.1,No,15.0,1026.3,Wollongong,46.0,S,35.0,7.0,72.0,11.0,15.7,4.0,SSE,21.2,SSW,2014-04-07,66.0,1024.2,Yes,20.0
20.5,No,22.0,1023.9,Wollongong,28.0,NE,7.0,2.0,78.0,0.8,16.7,4.0,NE,22.8,S,2014-04-08,67.0,1020.0,No,22.2
21.4,No,22.0,1021.2,Wollongong,30.0,NE,15.0,,69.0,0.0,17.7,,NE,23.5,N,2014-04-09,67.0,1017.9,No,22.5
19.7,Yes,11.0,1017.1,Wollongong,35.0,NW,9.0,8.0,80.0,0.4,19.4,8.0,N,21.5,NW,2014-04-10,81.0,1012.6,No,19.9
21.3,Yes,7.0,1004.8,Wollongong,52.0,SSW,0.0,8.0,81.0,7.8,18.7,2.0,E,25.8,,2014-04-11,81.0,1003.3,Yes,22.3
19.5,Yes,41.0,1011.6,Wollongong,72.0,SSW,41.0,6.0,81.0,2.4,18.3,8.0,SW,21.0,SSW,2014-04-12,78.0,1013.1,Yes,19.3
17.8,No,43.0,1017.4,Wollongong,54.0,SSW,22.0,1.0,79.0,2.2,15.7,8.0,SSW,21.5,SW,2014-04-13,61.0,1016.7,Yes,20.2
17.5,Yes,35.0,1020.5,Wollongong,52.0,SSW,17.0,8.0,62.0,0.0,14.1,8.0,S,19.6,SW,2014-04-14,86.0,1019.4,No,16.4
18.5,Yes,44.0,,Wollongong,57.0,S,20.0,8.0,54.0,6.2,14.8,,S,21.5,SSW,2014-04-15,74.0,,Yes,19.8
17.8,No,30.0,,Wollongong,43.0,SSW,26.0,,68.0,10.4,15.0,2.0,S,21.4,SW,2014-04-16,64.0,1018.0,Yes,20.2
19.3,No,35.0,1019.7,Wollongong,46.0,S,19.0,,57.0,0.0,14.6,,S,21.3,SSW,2014-04-17,60.0,1017.9,No,20.8
20.2,No,11.0,1015.5,Wollongong,43.0,NW,11.0,3.0,50.0,0.0,14.4,,E,24.2,WSW,2014-04-18,53.0,1011.9,No,23.0
17.6,No,26.0,1017.2,Wollongong,39.0,SSE,26.0,,45.0,0.0,14.8,,SSE,19.2,SSW,2014-04-19,50.0,1015.1,No,18.6
19.0,No,24.0,1018.2,Wollongong,33.0,ENE,9.0,,54.0,0.0,11.9,,ENE,22.1,NW,2014-04-20,63.0,1014.5,No,21.5
19.4,No,6.0,1020.6,Wollongong,26.0,WSW,0.0,1.0,54.0,0.0,12.8,,NNE,22.2,,2014-04-21,58.0,1018.6,No,21.8
19.3,No,9.0,1018.2,Wollongong,37.0,S,20.0,,55.0,0.0,15.8,,NNE,24.4,NW,2014-04-22,56.0,1014.4,No,22.9
20.4,No,11.0,1017.0,Wollongong,22.0,N,2.0,,56.0,0.0,15.0,,NNE,23.9,WNW,2014-04-23,54.0,1014.5,No,23.1
22.5,Yes,9.0,1012.5,Wollongong,59.0,S,28.0,,34.0,0.2,18.5,,WSW,28.2,NW,2014-04-24,27.0,1011.2,No,28.2
16.5,Yes,7.0,1023.5,Wollongong,46.0,N,13.0,6.0,85.0,10.6,16.0,8.0,WNW,19.9,WSW,2014-04-25,88.0,1019.9,Yes,18.1
18.5,No,2.0,1013.9,Wollongong,43.0,NW,6.0,,70.0,1.4,16.5,,NNW,24.8,NNW,2014-04-26,54.0,1011.1,Yes,24.2
18.1,Yes,33.0,1024.1,Wollongong,50.0,S,35.0,1.0,69.0,0.0,15.5,1.0,SSW,19.0,SSW,2014-04-27,66.0,1023.8,No,18.0
17.6,No,20.0,1025.7,Wollongong,41.0,NW,9.0,5.0,82.0,5.2,14.6,,NE,21.2,SSW,2014-04-28,72.0,1021.2,Yes,20.3
21.1,Yes,19.0,1017.0,Wollongong,48.0,NNW,17.0,,62.0,0.0,16.6,,NE,24.5,N,2014-04-29,65.0,1012.1,No,23.3
19.2,No,22.0,1012.0,Wollongong,41.0,NNW,15.0,,72.0,1.8,17.9,,WSW,22.5,SSW,2014-04-30,36.0,1011.8,Yes,21.6
16.0,No,7.0,1018.1,Wollongong,31.0,SW,15.0,,51.0,0.0,12.0,,E,18.8,SW,2014-05-01,48.0,1014.0,No,18.4
18.8,No,17.0,1006.1,Wollongong,52.0,WNW,20.0,,53.0,0.0,13.7,,WSW,21.2,WNW,2014-05-02,46.0,1002.4,No,18.7
11.9,Yes,31.0,996.3,Wollongong,83.0,WNW,22.0,,74.0,0.2,11.7,1.0,WNW,16.1,WNW,2014-05-03,59.0,993.9,No,12.9
16.1,No,28.0,1000.1,Wollongong,80.0,WNW,37.0,,51.0,3.0,10.8,,WSW,18.1,W,2014-05-04,38.0,1003.7,Yes,17.0
14.8,No,17.0,1017.3,Wollongong,44.0,WNW,13.0,,50.0,0.0,11.1,,W,20.3,W,2014-05-05,36.0,1016.4,No,19.6
16.7,No,17.0,1021.1,Wollongong,28.0,SSE,15.0,3.0,50.0,0.0,12.2,,S,19.7,WSW,2014-05-06,52.0,1019.0,No,18.6
15.3,No,22.0,1024.7,Wollongong,50.0,SSW,20.0,1.0,54.0,0.0,12.7,,SSW,18.2,SW,2014-05-07,54.0,1023.7,No,18.1
16.1,No,26.0,1027.0,Wollongong,43.0,SW,28.0,,56.0,0.0,13.5,,SSW,19.1,SW,2014-05-08,57.0,1024.8,No,18.2
15.7,Yes,4.0,1026.1,Wollongong,39.0,NNW,11.0,4.0,78.0,0.2,14.4,8.0,NE,18.9,SW,2014-05-09,73.0,1023.7,No,18.7
17.8,No,17.0,1023.1,Wollongong,43.0,N,17.0,,66.0,2.8,14.9,,NNW,23.5,N,2014-05-10,49.0,1019.5,Yes,21.5
19.6,No,30.0,1021.5,Wollongong,46.0,SE,11.0,,58.0,0.2,15.6,,S,21.9,WSW,2014-05-11,73.0,1022.6,No,18.7
18.2,No,30.0,1030.6,Wollongong,39.0,SSW,20.0,,69.0,1.0,14.9,,SSE,19.8,SW,2014-05-12,63.0,1028.8,No,19.5
18.9,No,7.0,1030.3,Wollongong,20.0,WSW,6.0,,71.0,0.0,15.1,,ENE,21.0,WNW,2014-05-13,65.0,1027.3,No,20.1
19.3,No,26.0,1028.6,Wollongong,35.0,NE,7.0,,63.0,0.0,15.6,,NE,23.0,NW,2014-05-14,65.0,1025.1,No,21.0
18.8,No,19.0,1028.2,Wollongong,33.0,NE,11.0,,58.0,0.0,14.3,,N,22.7,NW,2014-05-15,45.0,1024.8,No,22.4
20.0,No,15.0,1028.4,Wollongong,24.0,N,11.0,,43.0,0.0,14.1,,NE,23.4,W,2014-05-16,53.0,1026.5,No,22.3
19.4,No,15.0,1029.4,Wollongong,31.0,NW,24.0,,47.0,0.0,15.5,,NW,25.1,NW,2014-05-17,32.0,1025.5,No,24.7
18.1,No,9.0,1027.2,Wollongong,33.0,WNW,24.0,,44.0,0.0,16.0,,NE,22.3,NW,2014-05-18,50.0,1024.5,No,21.0
20.2,No,11.0,1024.7,Wollongong,37.0,WNW,9.0,,48.0,0.0,16.7,,W,25.4,SE,2014-05-19,34.0,1021.8,No,25.1
19.9,No,6.0,1021.9,Wollongong,48.0,NW,31.0,,48.0,0.0,17.7,,NW,25.4,WNW,2014-05-20,44.0,1019.2,No,23.9
19.8,No,11.0,1024.8,Wollongong,31.0,SSW,13.0,,65.0,0.0,16.7,,ENE,21.3,SSW,2014-05-21,69.0,1022.4,No,20.8
20.3,No,11.0,1022.4,Wollongong,30.0,WNW,4.0,,58.0,0.0,16.7,,NNE,23.1,NW,2014-05-22,57.0,1018.3,No,22.2
21.3,No,13.0,,Wollongong,30.0,NW,7.0,,53.0,0.0,16.3,,NNW,25.6,SE,2014-05-23,42.0,1012.2,No,24.8
20.9,No,7.0,1015.2,Wollongong,28.0,W,2.0,5.0,54.0,0.0,16.8,,E,23.4,WSW,2014-05-24,62.0,1014.0,No,21.0
20.2,No,11.0,,Wollongong,39.0,W,22.0,,60.0,0.0,15.9,,E,24.3,W,2014-05-25,67.0,1017.0,No,21.5
20.4,No,28.0,,Wollongong,35.0,NE,6.0,,65.0,0.0,16.0,,NE,24.0,N,2014-05-26,77.0,1020.5,No,21.8
