rain_today,cloud_9_am,wind_dir_3_pm,wind_gust_dir,wind_speed_9_am,max_temp_f,humidity_3_pm,min_temp_f,location,evaporation,temp_9_am_f,rain_tomorrow,date,temp_3_pm_f,wind_speed_3_pm,pressure_9_am,rainfall,wind_dir_9_am,sunshine,wind_gust_speed,humidity_9_am,cloud_3_pm,pressure_3_pm
No,5.0,WNW,N,7.0,78.62,37.0,53.06,Canberra,6.0,63.86,Yes,2011-12-10,75.74000000000001,9.0,1010.6,0.0,ENE,10.4,37.0,65.0,,1005.7
Yes,6.0,W,ENE,11.0,75.2,81.0,55.58,Canberra,5.8,62.42,Yes,2011-12-11,68.0,15.0,1004.2,4.6,N,3.2,50.0,92.0,8.0,1001.7
Yes,7.0,NNE,E,7.0,74.84,55.0,52.879999999999995,Canberra,5.4,60.26,No,2011-12-12,71.6,13.0,1006.7,15.2,NE,6.4,41.0,79.0,2.0,1004.3
No,6.0,SW,S,22.0,70.52,46.0,52.16,Canberra,3.8,,No,2011-12-13,67.28,11.0,1007.9,0.6,SSE,,41.0,,8.0,1006.5
No,4.0,N,E,15.0,69.8,39.0,41.36,Canberra,,58.82,No,2011-12-14,66.38,13.0,1014.6,0.0,SSE,8.6,35.0,51.0,8.0,1013.5
No,5.0,NE,ENE,9.0,74.66,35.0,51.98,Canberra,,57.92,No,2011-12-15,72.32,13.0,1018.5,0.0,E,7.9,37.0,63.0,1.0,1015.0
No,8.0,E,,7.0,71.78,57.0,51.620000000000005,Canberra,11.6,57.92,No,2011-12-16,68.0,13.0,1020.7,0.0,ESE,,,70.0,8.0,1018.4
No,5.0,N,E,13.0,76.46,37.0,55.04,Canberra,,62.42,No,2011-12-17,75.02,17.0,1021.4,0.0,E,,39.0,59.0,,1017.6
No,2.0,N,N,13.0,74.84,45.0,50.72,Canberra,,58.82,Yes,2011-12-18,74.3,13.0,1018.5,0.0,NNE,,30.0,69.0,1.0,1012.8
Yes,8.0,N,N,13.0,72.14,87.0,58.28,Canberra,14.6,61.519999999999996,Yes,2011-12-19,66.38,20.0,1008.8,8.2,N,1.8,30.0,100.0,8.0,1006.7
Yes,6.0,N,N,7.0,76.82,50.0,54.68,Canberra,,65.84,,2011-12-20,72.86,15.0,1012.5,1.6,E,,28.0,74.0,8.0,1012.0
,7.0,ENE,NE,4.0,71.42,64.0,57.379999999999995,Canberra,,61.88,Yes,2011-12-21,67.82,17.0,1017.4,,SW,,30.0,76.0,,1015.4
Yes,8.0,SSW,SSW,6.0,77.18,47.0,57.92,Canberra,8.4,60.8,No,2011-12-22,74.3,15.0,1017.6,16.8,E,,37.0,78.0,1.0,1013.7
No,1.0,E,E,7.0,82.04,37.0,53.96,Canberra,,66.02,No,2011-12-23,78.44,6.0,1014.8,0.6,NNE,,33.0,69.0,,1011.3
No,,NE,SE,6.0,83.66,35.0,54.14,Canberra,,66.92,No,2011-12-24,80.6,19.0,1013.6,0.0,W,,57.0,60.0,,1010.5
No,,WNW,SSE,6.0,83.84,38.0,51.98,Canberra,,66.92,No,2011-12-25,82.22,13.0,1011.4,0.0,E,,37.0,73.0,,1007.7
No,,N,N,17.0,75.92,77.0,57.56,Canberra,,65.3,No,2011-12-26,68.36,28.0,1005.8,0.0,NNW,,43.0,83.0,,1004.3
No,,NE,ENE,13.0,75.2,55.0,53.78,Canberra,,64.58,No,2011-12-27,71.6,7.0,1009.9,0.0,SSW,,35.0,68.0,,1008.8
No,,SSW,E,7.0,73.4,55.0,54.68,Canberra,,57.74,No,2011-12-28,69.44,9.0,1013.6,0.0,SE,,26.0,76.0,,1011.5
No,,E,ENE,9.0,79.34,28.0,50.18,Canberra,,62.6,No,2011-12-29,77.54,13.0,1014.6,0.0,SSE,,39.0,54.0,,1012.9
No,,E,ENE,15.0,75.56,41.0,49.28,Canberra,,64.58,No,2011-12-30,72.68,20.0,1019.0,0.0,SE,,39.0,58.0,,1018.0
No,,WNW,ENE,7.0,81.32,38.0,44.96,Canberra,,61.16,No,2011-12-31,78.25999999999999,11.0,1020.8,0.0,SSW,,30.0,66.0,,1016.3
No,,NW,WSW,2.0,88.52,25.0,51.98,Canberra,,69.62,No,2012-01-01,86.9,13.0,1016.7,0.0,W,,33.0,66.0,,1013.1
No,,E,WNW,0.0,92.3,29.0,54.86,Canberra,,71.06,No,2012-01-02,89.78,4.0,1017.2,0.0,,,31.0,58.0,,1013.9
No,,WNW,WNW,4.0,94.46000000000001,,61.16,Canberra,,77.36,No,2012-01-03,92.66,17.0,1017.0,0.0,N,,31.0,56.0,,1013.7
No,,W,WNW,7.0,86.18,40.0,61.7,Canberra,,73.94,No,2012-01-04,80.06,15.0,1012.8,0.0,WNW,,46.0,66.0,,1013.2
No,,NW,ENE,13.0,85.28,44.0,57.02,Canberra,,60.440000000000005,No,2012-01-05,82.58,22.0,1016.8,0.0,E,,48.0,69.0,,1011.3
No,,ENE,E,17.0,76.1,45.0,57.92,Canberra,,62.42,No,2012-01-06,75.02,11.0,1014.5,0.0,S,,46.0,65.0,,1013.3
No,,WNW,NW,4.0,86.36,23.0,44.78,Canberra,,60.8,Yes,2012-01-07,82.04,24.0,1013.7,0.0,WSW,,43.0,69.0,,1009.2
Yes,,WNW,NW,24.0,79.88,72.0,60.440000000000005,Canberra,,70.88,Yes,2012-01-08,76.1,19.0,1006.5,3.8,NW,,43.0,85.0,,1003.1
Yes,,W,WNW,26.0,73.22,33.0,60.08,Canberra,,65.12,No,2012-01-09,72.68,28.0,1007.0,1.2,W,,46.0,44.0,,1006.7
No,7.0,WNW,W,6.0,75.38,31.0,47.66,Canberra,,59.540000000000006,No,2012-01-10,74.84,35.0,1009.6,0.0,SSE,9.9,50.0,61.0,,1007.1
No,3.0,WNW,WNW,39.0,65.48,38.0,54.32,Canberra,6.4,59.72,No,2012-01-11,65.3,35.0,1003.7,0.0,W,10.2,72.0,42.0,1.0,1003.5
No,1.0,NNW,SSW,22.0,72.86,32.0,34.88,Canberra,6.4,53.96,No,2012-01-12,66.92,9.0,1015.1,0.4,S,,39.0,41.0,2.0,1013.4
No,1.0,NNW,NW,6.0,81.5,27.0,40.64,Canberra,,58.1,No,2012-01-13,80.42,24.0,1015.4,0.0,W,,44.0,62.0,,1011.2
No,7.0,ESE,ESE,9.0,76.28,45.0,57.74,Canberra,,60.08,No,2012-01-14,71.96,17.0,1016.1,0.0,E,,50.0,76.0,8.0,1013.6
No,8.0,ENE,NE,11.0,69.44,56.0,53.96,Canberra,,61.34,No,2012-01-15,67.46,20.0,1019.1,0.0,SE,,35.0,70.0,8.0,1018.3
No,8.0,E,E,17.0,79.34,42.0,52.879999999999995,Canberra,,66.38,No,2012-01-16,77.54,28.0,1022.5,0.0,E,,39.0,61.0,7.0,1019.6
No,8.0,ENE,ENE,13.0,84.91999999999999,29.0,50.72,Canberra,,64.04,No,2012-01-17,81.5,20.0,1022.7,0.0,NE,,33.0,65.0,1.0,1018.5
No,,WNW,E,7.0,90.5,30.0,50.18,Canberra,,66.74000000000001,No,2012-01-18,86.0,15.0,1017.3,0.0,SW,,39.0,69.0,1.0,1013.1
No,,ENE,E,9.0,89.24,31.0,56.120000000000005,Canberra,,73.4,No,2012-01-19,85.64,11.0,1016.9,0.0,ESE,,41.0,51.0,4.0,1014.4
No,,WNW,ENE,7.0,92.48,28.0,52.52,Canberra,,67.28,Yes,2012-01-20,87.98,13.0,1016.4,0.0,ENE,,52.0,60.0,1.0,1011.2
Yes,8.0,ESE,ESE,4.0,82.94,41.0,58.28,Canberra,,65.84,No,2012-01-21,81.32,19.0,1015.7,24.2,ESE,,43.0,80.0,2.0,1013.1
No,8.0,E,SE,20.0,74.66,41.0,58.1,Canberra,,62.959999999999994,No,2012-01-22,73.58,28.0,1021.9,0.2,SE,,43.0,71.0,8.0,1021.5
No,8.0,E,E,9.0,72.68,51.0,56.84,Canberra,,63.32,No,2012-01-23,70.7,19.0,1022.7,0.0,ESE,,43.0,70.0,8.0,1020.1
No,6.0,ESE,NE,9.0,82.04,35.0,47.66,Canberra,,62.959999999999994,No,2012-01-24,77.9,13.0,1018.3,0.2,SSE,,33.0,69.0,,1014.0
No,2.0,ENE,ENE,11.0,77.54,55.0,55.76,Canberra,,66.74000000000001,No,2012-01-25,75.38,11.0,1014.3,0.0,SE,,30.0,73.0,7.0,1012.4
No,6.0,ESE,E,13.0,81.14,54.0,61.519999999999996,Canberra,,72.32,No,2012-01-26,76.46,9.0,1014.1,0.0,E,,46.0,62.0,8.0,1012.7
No,5.0,E,ENE,22.0,77.0,54.0,60.08,Canberra,,69.8,No,2012-01-27,75.02,24.0,1017.9,0.0,ESE,,44.0,61.0,7.0,1015.8
No,8.0,N,NNE,9.0,87.08000000000001,39.0,59.0,Canberra,,64.4,No,2012-01-28,82.04,13.0,1015.6,0.0,SE,,33.0,74.0,,1010.8
No,,ENE,ENE,13.0,86.9,32.0,54.14,Canberra,,68.9,Yes,2012-01-29,84.91999999999999,24.0,1010.8,0.0,E,,41.0,67.0,,1005.6
Yes,8.0,NW,NNW,37.0,82.04,76.0,65.84,Canberra,,69.25999999999999,No,2012-01-30,75.56,43.0,997.7,16.2,NNW,,70.0,95.0,8.0,997.5
No,1.0,WNW,E,7.0,81.86,29.0,57.56,Canberra,,65.84,No,2012-01-31,79.7,13.0,1005.3,0.6,NE,,46.0,68.0,,1006.0
No,8.0,ESE,SE,17.0,66.92,55.0,55.22,Canberra,,58.28,No,2012-02-01,64.75999999999999,20.0,1015.1,0.0,ESE,,37.0,65.0,7.0,1012.9
No,8.0,ESE,E,9.0,63.32,86.0,51.620000000000005,Canberra,,58.459999999999994,Yes,2012-02-02,59.72,11.0,1012.1,0.0,SSE,,24.0,56.0,8.0,1010.3
Yes,8.0,S,SSE,11.0,63.32,94.0,54.86,Canberra,,57.2,Yes,2012-02-03,62.059999999999995,9.0,1007.1,24.2,S,,19.0,97.0,8.0,1004.7
Yes,6.0,NE,ENE,6.0,82.04,37.0,57.2,Canberra,,61.7,No,2012-02-04,79.16,9.0,1005.0,11.2,WSW,,33.0,91.0,,1002.0
No,,NW,NNW,6.0,86.0,34.0,52.879999999999995,Canberra,,64.4,No,2012-02-05,84.38000000000001,28.0,1003.3,0.2,SW,,46.0,79.0,1.0,998.6
No,1.0,NE,ENE,17.0,79.7,43.0,59.72,Canberra,,65.48,No,2012-02-06,76.28,11.0,1003.0,0.0,NE,,50.0,47.0,8.0,1001.8
No,8.0,NE,E,9.0,71.6,61.0,57.56,Canberra,,60.8,No,2012-02-07,69.62,17.0,1007.6,0.0,S,,37.0,76.0,8.0,1006.7
No,8.0,E,E,11.0,72.14,58.0,59.540000000000006,Canberra,,62.059999999999995,No,2012-02-08,70.34,17.0,1011.3,0.0,E,,37.0,76.0,8.0,1010.9
No,8.0,E,ENE,11.0,73.75999999999999,56.0,58.64,Canberra,,62.78,Yes,2012-02-09,71.24000000000001,20.0,1013.4,0.0,E,,33.0,73.0,8.0,1010.0
Yes,6.0,WSW,W,7.0,78.98,39.0,58.1,Canberra,2.6,61.34,Yes,2012-02-10,76.82,9.0,1011.3,7.6,NE,7.0,54.0,86.0,,1007.6
Yes,7.0,NNW,SE,4.0,75.2,43.0,48.02,Canberra,4.4,54.86,No,2012-02-11,71.78,19.0,1011.6,2.8,SE,6.0,39.0,89.0,,1009.6
No,3.0,WNW,E,9.0,78.98,46.0,49.1,Canberra,3.2,60.440000000000005,No,2012-02-12,73.75999999999999,15.0,1014.6,0.6,SSE,10.0,44.0,74.0,8.0,1012.2
No,5.0,N,E,6.0,80.42,31.0,49.46,Canberra,7.8,59.0,No,2012-02-13,77.0,11.0,1017.4,0.0,ESE,9.0,50.0,81.0,,1014.3
No,4.0,NE,ESE,9.0,78.25999999999999,42.0,58.64,Canberra,4.8,62.42,Yes,2012-02-14,75.2,15.0,1020.9,0.0,ESE,6.0,35.0,72.0,3.0,1018.4
Yes,2.0,N,NNE,6.0,80.42,39.0,48.74,Canberra,8.8,60.62,No,2012-02-15,77.54,6.0,1021.2,4.0,S,8.7,26.0,79.0,8.0,1017.2
No,4.0,WNW,WNW,2.0,83.48,40.0,50.9,Canberra,5.5,62.42,No,2012-02-16,78.98,15.0,1018.7,0.0,E,8.4,39.0,83.0,7.0,1015.7
No,7.0,SW,E,4.0,82.22,42.0,52.52,Canberra,3.8,63.5,Yes,2012-02-17,80.78,13.0,1017.0,1.0,NW,5.0,59.0,77.0,7.0,1013.2
Yes,5.0,WSW,E,7.0,81.68,48.0,50.18,Canberra,11.4,59.9,Yes,2012-02-18,78.25999999999999,11.0,1017.3,20.2,SSW,8.4,41.0,85.0,,1015.3
Yes,6.0,NW,S,4.0,82.58,48.0,58.64,Canberra,5.1,64.4,Yes,2012-02-19,81.14,17.0,1017.0,3.6,NNE,7.0,37.0,83.0,,1012.5
Yes,7.0,W,ESE,2.0,78.25999999999999,40.0,54.68,Canberra,3.8,63.5,Yes,2012-02-20,76.1,9.0,1012.5,7.8,S,1.5,35.0,84.0,4.0,1010.6
Yes,5.0,SW,S,19.0,76.46,43.0,54.5,Canberra,0.5,63.32,No,2012-02-21,75.56,22.0,1012.0,6.8,SE,9.0,39.0,72.0,2.0,1010.9
No,5.0,NNE,SSE,7.0,76.28,52.0,55.22,Canberra,9.4,60.8,No,2012-02-22,72.14,13.0,1015.9,0.0,SE,6.8,39.0,75.0,8.0,1013.8
No,3.0,WNW,W,0.0,82.22,39.0,49.28,Canberra,2.4,56.48,No,2012-02-23,80.24000000000001,19.0,1019.3,0.0,,10.1,35.0,93.0,,1017.4
No,1.0,NW,NW,9.0,86.36,30.0,53.06,Canberra,8.3,65.66,No,2012-02-24,84.74,13.0,1022.9,0.0,ESE,12.0,28.0,59.0,,1020.8
No,1.0,WNW,ENE,7.0,88.34,17.0,50.18,Canberra,6.5,64.94,No,2012-02-25,86.0,9.0,1023.4,0.0,SSE,9.6,24.0,70.0,,1019.4
No,5.0,NNW,NNW,2.0,76.64,68.0,60.62,Canberra,6.8,69.25999999999999,Yes,2012-02-26,75.92,24.0,1019.9,0.0,WSW,2.0,50.0,79.0,8.0,1017.1
Yes,8.0,NW,NW,15.0,70.88,92.0,64.94,Canberra,0.4,66.2,Yes,2012-02-27,69.62,17.0,1017.0,4.4,NNW,0.1,37.0,96.0,8.0,1015.5
Yes,8.0,NNW,NNW,19.0,70.16,96.0,66.2,Canberra,1.4,68.36,Yes,2012-02-28,68.18,15.0,1012.9,5.2,NNW,0.0,37.0,86.0,8.0,1012.1
Yes,8.0,SE,E,13.0,67.82,72.0,61.7,Canberra,1.8,63.5,Yes,2012-02-29,66.02,22.0,1014.4,26.8,SSE,0.0,39.0,91.0,8.0,1013.9
Yes,8.0,NNW,NNW,6.0,70.16,93.0,56.66,Canberra,,59.36,Yes,2012-03-01,69.25999999999999,37.0,1006.9,58.8,W,0.0,65.0,98.0,8.0,1001.1
Yes,8.0,ESE,SE,13.0,61.88,73.0,55.58,Canberra,1.6,58.1,No,2012-03-02,61.16,20.0,1014.1,30.6,SSE,,46.0,84.0,8.0,1015.6
No,8.0,ESE,E,17.0,61.88,96.0,55.22,Canberra,1.0,57.379999999999995,Yes,2012-03-03,58.82,11.0,1019.7,1.0,ESE,0.0,43.0,82.0,8.0,1017.2
Yes,8.0,NNW,NNW,6.0,71.24000000000001,91.0,57.2,Canberra,,61.16,Yes,2012-03-04,67.64,28.0,1011.5,62.4,NNW,2.0,48.0,98.0,8.0,1010.0
Yes,1.0,NNE,E,6.0,76.46,37.0,48.379999999999995,Canberra,0.2,57.02,No,2012-03-05,74.3,11.0,1014.6,5.6,SSW,8.9,39.0,92.0,,1013.6
No,8.0,SSW,SSE,9.0,72.5,53.0,56.3,Canberra,8.8,58.82,Yes,2012-03-06,69.44,7.0,1019.1,1.0,S,4.5,33.0,87.0,8.0,1017.2
Yes,6.0,SSE,S,26.0,64.22,59.0,45.68,Canberra,0.4,55.22,No,2012-03-07,59.72,28.0,1020.1,2.8,S,1.7,54.0,65.0,8.0,1018.4
No,6.0,SSW,S,39.0,66.74000000000001,81.0,51.08,Canberra,6.4,57.02,Yes,2012-03-08,58.82,20.0,1011.0,0.2,S,1.1,59.0,67.0,8.0,1008.1
Yes,8.0,WNW,WNW,7.0,75.38,52.0,48.56,Canberra,0.2,55.22,No,2012-03-09,71.78,26.0,1009.9,2.8,NW,8.0,41.0,94.0,8.0,1008.6
No,1.0,NW,ENE,6.0,77.18,40.0,46.22,Canberra,4.4,56.120000000000005,No,2012-03-10,73.58,13.0,1014.0,0.0,SE,10.5,37.0,88.0,2.0,1013.1
No,6.0,NNW,N,2.0,75.38,47.0,56.120000000000005,Canberra,6.8,59.36,No,2012-03-11,71.96,19.0,1018.5,0.0,ESE,9.0,41.0,79.0,2.0,1015.8
No,5.0,ESE,ENE,13.0,73.04,65.0,53.6,Canberra,3.4,62.059999999999995,No,2012-03-12,69.25999999999999,13.0,1020.2,0.0,ESE,4.0,31.0,81.0,8.0,1019.0
No,3.0,NNW,N,9.0,79.16,47.0,52.52,Canberra,3.4,61.34,No,2012-03-13,77.0,17.0,1021.7,0.0,ESE,10.0,33.0,75.0,,1018.2
No,4.0,N,NE,7.0,80.96,39.0,53.42,Canberra,4.8,62.959999999999994,No,2012-03-14,79.34,15.0,1020.2,0.0,ESE,9.6,31.0,81.0,1.0,1016.4
No,2.0,NNW,WNW,9.0,80.6,47.0,53.78,Canberra,4.8,63.14,No,2012-03-15,78.8,17.0,1017.2,0.0,SE,10.1,30.0,86.0,1.0,1013.6
No,4.0,NNW,WNW,7.0,78.98,61.0,53.96,Canberra,5.4,63.86,Yes,2012-03-16,74.84,24.0,1012.5,0.0,ESE,4.0,48.0,88.0,7.0,1008.9
Yes,7.0,N,E,11.0,75.38,47.0,57.92,Canberra,2.8,59.18,Yes,2012-03-17,72.86,11.0,1014.9,3.4,SE,7.2,46.0,85.0,2.0,1013.8
Yes,2.0,SE,E,11.0,69.8,43.0,45.32,Canberra,4.6,54.86,No,2012-03-18,68.18,24.0,1023.4,8.6,SSE,8.8,43.0,77.0,1.0,1022.7
No,7.0,E,ESE,17.0,69.62,61.0,50.54,Canberra,7.4,58.28,No,2012-03-19,66.02,24.0,1024.8,0.0,SSE,4.5,41.0,80.0,7.0,1023.0
No,5.0,NNE,NNE,9.0,74.84,49.0,46.4,Canberra,1.4,55.94,No,2012-03-20,72.5,13.0,1021.0,0.6,S,8.5,26.0,91.0,,1015.3
No,1.0,WNW,WNW,0.0,78.98,40.0,45.68,Canberra,3.8,51.620000000000005,No,2012-03-21,78.08,26.0,1009.7,0.0,,9.5,43.0,99.0,2.0,1004.8
No,8.0,N,SSE,11.0,66.92,68.0,51.26,Canberra,6.8,52.7,No,2012-03-22,62.78,6.0,1009.2,0.0,S,3.0,28.0,86.0,7.0,1006.3
No,2.0,WNW,WNW,20.0,62.959999999999994,48.0,47.3,Canberra,2.2,55.94,No,2012-03-23,59.36,39.0,1003.8,0.0,WNW,8.7,61.0,48.0,3.0,1003.4
No,1.0,WNW,NW,22.0,64.22,43.0,43.34,Canberra,6.0,51.26,No,2012-03-24,62.42,31.0,1011.3,0.0,NW,10.8,50.0,55.0,3.0,1012.2
No,7.0,WSW,E,2.0,67.82,49.0,35.96,Canberra,4.4,49.64,No,2012-03-25,64.75999999999999,7.0,1021.7,0.0,WNW,10.1,31.0,87.0,3.0,1019.6
No,2.0,NW,NW,7.0,72.68,40.0,48.379999999999995,Canberra,3.0,56.48,No,2012-03-26,69.62,15.0,1023.0,0.0,S,10.0,28.0,78.0,2.0,1020.0
No,7.0,SSE,E,7.0,66.92,84.0,48.74,Canberra,3.4,56.3,Yes,2012-03-27,64.22,9.0,1022.9,0.0,S,2.3,28.0,87.0,8.0,1021.6
Yes,8.0,NW,N,4.0,65.48,74.0,55.76,Canberra,1.4,58.28,No,2012-03-28,63.14,15.0,1023.0,15.4,SSE,1.3,24.0,96.0,8.0,1019.9
No,8.0,W,SW,7.0,74.48,39.0,42.980000000000004,Canberra,2.2,49.82,No,2012-03-29,73.04,9.0,1020.0,0.2,SE,8.4,26.0,99.0,,1016.8
No,0.0,NNW,NNW,7.0,74.66,43.0,44.78,Canberra,3.8,53.6,No,2012-03-30,70.52,7.0,1019.6,0.0,SE,10.7,24.0,82.0,,1016.5
No,3.0,WNW,NNW,0.0,76.46,40.0,44.42,Canberra,2.2,53.96,No,2012-03-31,75.2,20.0,1019.4,0.0,,10.0,31.0,88.0,,1016.3
No,6.0,WNW,,4.0,76.28,66.0,47.120000000000005,Canberra,4.2,62.24,No,2012-04-01,66.2,17.0,1019.8,0.0,WNW,4.6,,72.0,8.0,1018.5
No,8.0,NW,NNW,7.0,73.94,56.0,46.94,Canberra,3.5,58.1,No,2012-04-02,71.24000000000001,20.0,1019.0,0.1,SW,7.0,31.0,86.0,1.0,1015.0
No,4.0,NNW,NNW,6.0,79.34,45.0,45.86,Canberra,2.6,57.92,No,2012-04-03,78.62,15.0,1017.6,0.0,S,8.4,30.0,84.0,1.0,1014.1
No,2.0,N,E,11.0,79.52,48.0,51.26,Canberra,3.0,66.74000000000001,No,2012-04-04,77.36,15.0,1017.9,0.0,SE,7.6,28.0,70.0,1.0,1015.4
No,8.0,NW,ENE,7.0,76.64,61.0,55.22,Canberra,4.0,62.78,No,2012-04-05,74.84,4.0,1021.7,0.0,ESE,4.3,26.0,89.0,,1018.7
No,3.0,NW,NW,7.0,77.72,55.0,53.6,Canberra,1.8,65.3,No,2012-04-06,77.0,20.0,1020.8,0.0,E,9.3,31.0,73.0,,1016.0
No,0.0,N,NW,15.0,70.88,35.0,53.06,Canberra,2.6,61.16,No,2012-04-07,69.08,17.0,1017.9,0.0,NNW,9.6,35.0,49.0,,1017.1
No,8.0,NW,NNW,6.0,69.98,46.0,47.120000000000005,Canberra,4.6,60.440000000000005,No,2012-04-08,68.36,26.0,1018.7,0.0,W,6.3,44.0,76.0,1.0,1013.5
No,2.0,W,W,20.0,64.58,39.0,33.62,Canberra,4.6,56.3,No,2012-04-09,61.16,31.0,1016.3,0.0,NW,9.0,52.0,54.0,,1014.7
No,1.0,S,S,33.0,58.1,35.0,33.08,Canberra,5.0,48.2,No,2012-04-10,56.66,30.0,1026.2,0.8,S,10.0,54.0,56.0,3.0,1026.7
No,0.0,ESE,SSE,13.0,64.94,52.0,35.78,Canberra,4.6,51.08,No,2012-04-11,59.9,9.0,1032.3,0.0,SSE,9.3,35.0,58.0,1.0,1030.2
No,1.0,N,W,7.0,68.0,31.0,31.64,Canberra,3.4,45.5,No,2012-04-12,67.28,9.0,1034.1,0.0,NNW,9.7,19.0,90.0,,1030.4
No,0.0,NNW,NW,4.0,70.88,33.0,35.06,Canberra,3.4,51.98,No,2012-04-13,68.9,15.0,1032.7,0.0,NNW,9.0,28.0,78.0,,1028.1
No,7.0,NNW,NNW,2.0,62.6,65.0,35.78,Canberra,2.8,51.44,No,2012-04-14,61.519999999999996,17.0,1028.5,0.0,SSW,1.1,31.0,85.0,,1024.8
No,3.0,WSW,NW,6.0,72.32,41.0,38.660000000000004,Canberra,1.0,54.68,No,2012-04-15,70.34,7.0,1027.0,0.0,NW,8.5,19.0,81.0,,1023.1
No,2.0,ENE,WSW,9.0,74.3,32.0,40.28,Canberra,2.6,56.66,No,2012-04-16,72.68,7.0,1026.0,0.0,S,9.0,24.0,68.0,,1022.8
No,1.0,ESE,SE,11.0,69.44,55.0,41.54,Canberra,2.6,58.459999999999994,Yes,2012-04-17,65.48,22.0,1026.5,0.0,SSE,7.9,44.0,57.0,8.0,1023.3
Yes,6.0,SSE,SE,11.0,68.54,83.0,53.6,Canberra,3.0,60.62,Yes,2012-04-18,63.68,17.0,1023.8,1.6,SSE,0.5,41.0,91.0,1.0,1020.2
Yes,8.0,E,ESE,11.0,72.68,53.0,57.379999999999995,Canberra,1.2,62.059999999999995,No,2012-04-19,71.96,20.0,1020.1,12.2,ENE,3.0,30.0,88.0,2.0,1016.3
No,8.0,N,NNW,7.0,68.0,64.0,51.44,Canberra,1.8,55.76,No,2012-04-20,67.1,13.0,1017.4,0.2,SW,0.8,24.0,97.0,8.0,1015.4
No,3.0,E,ESE,11.0,70.52,69.0,51.98,Canberra,1.6,61.34,No,2012-04-21,66.92,9.0,1017.2,0.0,SE,3.0,22.0,80.0,8.0,1014.0
No,8.0,N,NNW,0.0,65.12,77.0,49.28,Canberra,1.2,55.94,No,2012-04-22,61.16,15.0,1013.8,0.0,,2.4,31.0,97.0,3.0,1011.8
No,7.0,N,NW,6.0,70.16,80.0,42.260000000000005,Canberra,1.4,51.26,Yes,2012-04-23,63.86,11.0,1012.4,0.4,ESE,2.6,39.0,96.0,8.0,1008.9
Yes,8.0,WNW,WNW,17.0,53.06,53.0,43.16,Canberra,1.8,52.34,No,2012-04-24,52.52,31.0,1012.4,1.2,N,1.5,46.0,89.0,8.0,1010.7
No,6.0,WNW,WNW,30.0,56.48,60.0,41.9,Canberra,2.6,47.120000000000005,No,2012-04-25,51.98,39.0,1010.7,0.4,NW,6.9,61.0,76.0,1.0,1009.9
No,3.0,NW,NW,6.0,62.6,53.0,36.5,Canberra,2.6,48.74,No,2012-04-26,60.980000000000004,9.0,1019.9,0.0,NW,6.0,19.0,88.0,,1017.1
No,3.0,NNW,NNW,7.0,64.58,52.0,37.22,Canberra,1.6,44.6,No,2012-04-27,63.68,13.0,1022.6,0.0,S,8.0,20.0,91.0,,1020.4
No,8.0,NW,NNW,0.0,66.92,44.0,39.02,Canberra,3.2,48.56,No,2012-04-28,65.66,24.0,1021.3,0.0,,6.6,37.0,99.0,,1017.2
No,2.0,SSE,E,9.0,63.86,43.0,35.6,Canberra,2.0,51.8,No,2012-04-29,60.980000000000004,9.0,1022.5,0.0,SSE,7.2,31.0,71.0,1.0,1021.0
No,6.0,NNW,ENE,2.0,60.08,54.0,31.28,Canberra,2.6,45.68,No,2012-04-30,58.1,9.0,1027.9,0.0,NW,4.2,15.0,84.0,1.0,1024.1
No,4.0,NNW,NNW,0.0,65.66,50.0,32.9,Canberra,0.4,44.96,No,2012-05-01,63.5,17.0,1027.3,0.0,,7.2,31.0,91.0,,1023.5
No,7.0,SW,NNW,7.0,56.120000000000005,94.0,35.24,Canberra,2.6,46.04,Yes,2012-05-02,55.4,6.0,1024.1,0.0,N,1.2,17.0,93.0,8.0,1021.0
Yes,6.0,NNW,NNW,11.0,59.18,47.0,46.04,Canberra,0.4,47.48,No,2012-05-03,57.379999999999995,24.0,1021.0,1.6,NW,8.0,39.0,88.0,,1018.6
No,0.0,NW,NNW,2.0,60.26,45.0,26.96,Canberra,3.2,38.839999999999996,No,2012-05-04,59.36,17.0,1022.3,0.0,NNW,9.0,24.0,89.0,,1018.2
No,1.0,NNW,WNW,4.0,61.34,47.0,28.94,Canberra,2.0,44.06,No,2012-05-05,59.9,15.0,1019.6,0.0,NW,6.8,26.0,81.0,1.0,1015.4
No,,NNW,N,11.0,57.379999999999995,60.0,30.02,Canberra,1.8,41.72,No,2012-05-06,54.86,26.0,1017.6,0.0,NW,5.0,39.0,94.0,,1015.6
No,,ENE,N,7.0,53.42,62.0,30.38,Canberra,1.6,39.92,No,2012-05-07,52.16,7.0,1019.9,0.0,NNE,1.1,11.0,95.0,,1017.2
No,3.0,NW,NW,0.0,64.75999999999999,47.0,30.56,Canberra,0.8,41.54,No,2012-05-08,62.959999999999994,20.0,1020.7,0.0,,7.8,33.0,93.0,,1017.8
No,3.0,NW,NNW,0.0,70.88,34.0,32.0,Canberra,2.2,46.58,No,2012-05-09,69.62,22.0,1023.6,0.0,,8.3,33.0,88.0,,1020.8
No,1.0,NW,NW,7.0,71.96,32.0,36.14,Canberra,2.8,52.7,No,2012-05-10,70.34,30.0,1024.2,0.0,S,9.5,37.0,73.0,,1020.9
