MaxTempC,WindSpeed9am,Humidity9am,Sunshine,WindGustSpeed,Cloud3pm,RainTomorrow,Pressure3pm,Pressure9am,Location,WindGustDir,WindDir3pm,WindSpeed3pm,Date,Evaporation,MinTempC,RainToday,Temp3pmC,Cloud9am,WindDir9am,Humidity3pm,Temp9amC,Rainfall
26.3,6.0,71.0,9.1,22.0,3.0,No,1017.6,1020.6,Brisbane,ENE,E,9.0,2012-11-04,7.0,17.6,No,24.4,6.0,E,49.0,21.2,0.6
27.1,2.0,58.0,12.2,26.0,1.0,No,1017.7,1020.6,Brisbane,ENE,ENE,13.0,2012-11-05,9.6,15.6,No,25.2,5.0,NNW,52.0,23.5,0.2
27.0,6.0,49.0,11.3,30.0,2.0,No,1016.9,1019.8,Brisbane,ENE,ENE,15.0,2012-11-06,6.6,15.5,No,24.9,5.0,ENE,50.0,24.9,0.0
28.0,4.0,65.0,8.2,22.0,6.0,No,1014.4,1017.8,Brisbane,E,NE,11.0,2012-11-07,6.8,15.7,No,26.0,6.0,NE,53.0,22.6,0.0
28.0,9.0,73.0,8.0,33.0,2.0,No,1013.5,1015.9,Brisbane,NE,NE,17.0,2012-11-08,4.2,19.8,No,25.8,7.0,ENE,60.0,24.4,0.0
29.3,7.0,57.0,8.3,33.0,7.0,Yes,1013.9,1016.8,Brisbane,NE,NNE,13.0,2012-11-09,9.6,21.5,No,25.1,2.0,N,61.0,27.0,0.0
22.4,4.0,88.0,0.0,22.0,8.0,Yes,1015.2,1017.0,Brisbane,WNW,SSE,6.0,2012-11-10,5.4,20.4,Yes,19.8,8.0,WNW,91.0,22.1,8.0
25.8,15.0,62.0,7.1,46.0,2.0,No,1019.9,1021.8,Brisbane,SSE,SE,19.0,2012-11-11,3.0,16.9,Yes,24.6,7.0,SSE,37.0,22.3,22.0
25.8,9.0,58.0,11.7,30.0,2.0,No,1021.2,1024.9,Brisbane,E,E,13.0,2012-11-12,8.0,15.3,No,24.2,7.0,SE,45.0,21.3,0.0
26.8,4.0,50.0,11.9,22.0,2.0,No,1018.0,1022.1,Brisbane,NE,NNE,9.0,2012-11-13,7.2,14.1,No,25.5,1.0,WNW,48.0,23.4,0.0
27.9,6.0,53.0,12.3,26.0,1.0,No,1015.6,1019.5,Brisbane,NE,NNE,13.0,2012-11-14,8.0,14.8,No,26.3,1.0,N,56.0,24.3,0.0
28.5,6.0,56.0,11.6,33.0,2.0,No,1012.0,1016.6,Brisbane,NE,NE,13.0,2012-11-15,6.6,17.8,No,27.1,1.0,NE,59.0,25.7,0.0
31.1,7.0,39.0,12.1,30.0,1.0,No,1007.0,1012.1,Brisbane,NE,NE,13.0,2012-11-16,7.6,17.9,No,28.9,1.0,NW,59.0,27.4,0.0
27.2,6.0,71.0,4.7,70.0,3.0,Yes,1009.7,1011.9,Brisbane,WSW,NNE,6.0,2012-11-17,8.0,22.4,No,26.5,7.0,ENE,61.0,25.9,0.0
26.1,0.0,92.0,2.9,24.0,6.0,Yes,1007.1,1011.5,Brisbane,NNW,N,6.0,2012-11-18,,17.5,Yes,24.1,8.0,,74.0,20.4,64.0
34.4,6.0,71.0,12.4,35.0,2.0,No,1007.0,1011.4,Brisbane,WNW,WNW,13.0,2012-11-19,5.8,17.6,Yes,33.7,1.0,W,20.0,26.0,16.6
28.1,6.0,44.0,12.0,26.0,1.0,No,1014.6,1017.0,Brisbane,ENE,ENE,9.0,2012-11-20,9.0,18.2,No,25.7,6.0,S,43.0,23.4,0.0
28.1,9.0,56.0,12.1,28.0,4.0,No,1013.7,1017.0,Brisbane,SE,E,13.0,2012-11-21,8.0,17.7,No,24.7,4.0,SE,61.0,25.5,0.0
28.9,4.0,58.0,9.0,24.0,7.0,No,1010.5,1014.2,Brisbane,ENE,NNE,7.0,2012-11-22,5.6,18.1,No,27.1,2.0,W,57.0,25.1,0.0
28.1,7.0,58.0,8.6,26.0,7.0,No,1015.3,1017.0,Brisbane,ENE,ENE,9.0,2012-11-23,7.8,22.4,No,25.7,3.0,ENE,60.0,26.0,0.0
27.7,11.0,58.0,11.6,26.0,7.0,No,1016.7,1019.3,Brisbane,NE,ENE,11.0,2012-11-24,7.0,19.1,No,26.0,7.0,ENE,57.0,24.4,0.0
28.1,7.0,57.0,11.7,28.0,1.0,No,1016.3,1019.0,Brisbane,ENE,NE,9.0,2012-11-25,6.8,19.8,No,27.0,3.0,NNE,54.0,26.0,0.0
28.8,4.0,65.0,9.7,30.0,3.0,No,1015.7,1019.1,Brisbane,E,NE,13.0,2012-11-26,7.6,21.2,No,27.6,3.0,NNE,46.0,25.0,0.0
29.4,6.0,62.0,11.0,26.0,7.0,No,1015.0,1018.1,Brisbane,NNE,NNE,7.0,2012-11-27,7.8,19.0,No,28.1,7.0,NW,53.0,25.6,0.0
30.3,4.0,59.0,11.2,26.0,7.0,Yes,1013.7,1016.8,Brisbane,NE,NNE,11.0,2012-11-28,8.4,20.7,No,28.4,6.0,NE,54.0,27.3,0.0
29.9,4.0,57.0,11.3,20.0,1.0,No,1013.9,1016.6,Brisbane,NNE,NNE,9.0,2012-11-29,7.0,20.5,Yes,29.2,2.0,E,53.0,26.6,5.0
30.6,6.0,58.0,13.2,26.0,1.0,No,1015.0,1017.2,Brisbane,NE,NNE,11.0,2012-11-30,7.0,20.0,No,29.6,1.0,E,48.0,27.6,0.0
30.1,6.0,63.0,8.9,22.0,7.0,No,1013.0,1016.2,Brisbane,ENE,ENE,11.0,2013-01-01,7.2,20.1,No,28.2,6.0,ENE,51.0,27.8,0.0
34.8,4.0,56.0,13.1,30.0,1.0,No,1007.7,1011.4,Brisbane,SE,ENE,13.0,2013-01-02,8.0,21.4,No,32.9,1.0,SW,47.0,28.6,0.0
30.7,15.0,54.0,11.7,37.0,1.0,No,1013.0,1015.3,Brisbane,ESE,E,19.0,2013-01-03,11.8,23.5,No,28.3,3.0,SE,53.0,28.1,0.0
29.8,11.0,51.0,12.1,33.0,2.0,No,1013.9,1016.0,Brisbane,ENE,ESE,15.0,2013-01-04,10.8,21.6,No,28.8,5.0,ESE,44.0,27.0,0.0
28.5,6.0,58.0,6.1,33.0,5.0,Yes,1015.5,1017.0,Brisbane,ENE,ENE,13.0,2013-01-05,9.8,21.7,No,27.4,6.0,ESE,60.0,26.3,0.0
29.2,7.0,79.0,6.5,31.0,6.0,No,1017.4,1018.4,Brisbane,E,E,19.0,2013-01-06,7.4,21.1,Yes,27.8,6.0,SSE,54.0,25.5,2.0
30.5,17.0,54.0,8.9,35.0,7.0,No,1016.9,1019.3,Brisbane,ESE,ESE,11.0,2013-01-07,8.8,19.8,No,28.5,7.0,E,49.0,26.7,0.2
30.3,2.0,66.0,11.2,28.0,1.0,No,1008.1,1014.0,Brisbane,NNE,NE,13.0,2013-01-08,10.4,20.4,No,29.8,6.0,W,54.0,25.8,0.0
33.3,6.0,54.0,12.6,35.0,2.0,No,999.3,1004.7,Brisbane,NE,NNE,15.0,2013-01-09,8.8,21.6,No,30.8,1.0,N,59.0,28.6,0.0
31.7,6.0,54.0,11.1,30.0,7.0,No,1005.9,1006.0,Brisbane,E,ENE,17.0,2013-01-10,10.0,23.5,No,30.3,5.0,ENE,57.0,30.6,0.0
33.4,9.0,66.0,11.4,30.0,3.0,No,1009.9,1012.1,Brisbane,NE,NNE,13.0,2013-01-11,9.8,25.8,No,31.9,5.0,NE,48.0,29.7,0.0
34.2,6.0,56.0,9.8,30.0,1.0,No,1009.3,1012.7,Brisbane,NE,NNE,11.0,2013-01-12,9.4,26.1,No,31.7,1.0,NNW,60.0,31.9,0.0
33.9,4.0,60.0,12.9,28.0,1.0,No,1007.9,1011.1,Brisbane,NE,NE,11.0,2013-01-13,9.8,24.6,No,31.4,1.0,NW,57.0,29.9,0.0
32.1,7.0,51.0,3.1,46.0,7.0,No,1009.5,1008.7,Brisbane,SE,SE,17.0,2013-01-14,10.8,24.2,No,26.3,7.0,SSE,69.0,30.9,0.0
29.4,15.0,63.0,6.3,33.0,6.0,No,1014.4,1016.7,Brisbane,SSE,E,15.0,2013-01-15,6.6,21.9,No,28.1,7.0,SE,51.0,23.7,0.0
29.9,4.0,53.0,12.3,28.0,2.0,No,1013.0,1015.5,Brisbane,E,ENE,11.0,2013-01-16,6.8,19.9,No,29.1,3.0,ESE,52.0,26.5,0.0
30.0,4.0,56.0,11.5,28.0,1.0,No,1010.3,1013.5,Brisbane,ENE,ENE,13.0,2013-01-17,7.8,19.9,No,28.8,4.0,ENE,47.0,26.9,0.0
32.6,7.0,57.0,12.3,31.0,1.0,No,1006.8,1011.6,Brisbane,NE,NNE,11.0,2013-01-18,7.6,21.4,No,30.3,1.0,NNW,52.0,27.9,0.0
35.4,4.0,56.0,11.2,30.0,1.0,Yes,1006.0,1008.7,Brisbane,ENE,NE,13.0,2013-01-19,10.2,23.1,No,31.9,5.0,W,57.0,30.1,0.0
32.2,4.0,65.0,10.8,31.0,2.0,Yes,1010.0,1012.6,Brisbane,ENE,E,13.0,2013-01-20,8.4,23.5,Yes,30.5,3.0,NNE,56.0,27.8,1.2
29.7,4.0,73.0,6.1,26.0,7.0,Yes,1009.9,1012.5,Brisbane,SE,SE,7.0,2013-01-21,9.4,22.1,Yes,26.6,6.0,S,72.0,26.3,1.2
29.5,0.0,73.0,8.8,24.0,6.0,No,1010.3,1011.9,Brisbane,E,SE,6.0,2013-01-22,6.4,21.3,Yes,24.3,6.0,,87.0,25.8,3.4
31.3,4.0,65.0,6.6,26.0,6.0,No,1010.3,1012.7,Brisbane,E,ENE,13.0,2013-01-23,6.4,21.1,No,28.7,6.0,ESE,63.0,27.8,0.4
26.7,7.0,79.0,0.0,24.0,8.0,Yes,1010.6,1012.7,Brisbane,NE,ESE,4.0,2013-01-24,6.2,23.0,No,25.7,7.0,SE,81.0,25.5,0.0
27.4,9.0,90.0,0.0,44.0,8.0,Yes,1008.1,1010.2,Brisbane,ENE,E,13.0,2013-01-25,4.8,22.6,Yes,24.2,8.0,ENE,92.0,24.7,21.6
26.1,17.0,92.0,0.0,44.0,8.0,Yes,1006.0,1008.1,Brisbane,NE,E,15.0,2013-01-26,1.6,23.1,Yes,25.1,8.0,ENE,91.0,24.9,39.2
25.3,22.0,92.0,0.0,70.0,8.0,Yes,999.0,1003.3,Brisbane,E,E,24.0,2013-01-27,2.0,23.2,Yes,23.7,8.0,E,97.0,24.2,54.6
28.8,37.0,90.0,3.2,67.0,7.0,Yes,998.1,998.4,Brisbane,E,NE,13.0,2013-01-28,2.1,23.1,Yes,27.4,8.0,ENE,76.0,25.2,145.0
34.1,4.0,71.0,13.2,24.0,2.0,No,1003.3,1004.5,Brisbane,WNW,W,9.0,2013-01-29,1.6,22.4,Yes,,6.0,WSW,,28.0,2.2
,6.0,73.0,10.2,,4.0,,1010.3,1010.4,Brisbane,,SE,24.0,2013-01-30,6.8,,No,28.7,5.0,SSW,66.0,28.9,0.0
28.3,6.0,81.0,4.6,19.0,7.0,No,1010.9,1013.6,Brisbane,E,ENE,6.0,2013-01-31,7.4,,,27.8,7.0,ENE,56.0,25.6,
26.7,4.0,78.0,0.0,17.0,8.0,Yes,1008.0,1009.9,Brisbane,E,NE,6.0,2013-03-01,4.8,22.6,No,25.2,8.0,N,81.0,24.9,0.0
23.9,6.0,92.0,0.3,22.0,8.0,Yes,1009.7,1009.6,Brisbane,E,ESE,9.0,2013-03-02,2.6,20.6,Yes,20.7,7.0,SSW,97.0,23.1,14.8
26.3,2.0,89.0,0.3,20.0,8.0,Yes,1011.1,1013.3,Brisbane,ESE,S,4.0,2013-03-03,1.8,20.3,Yes,23.8,8.0,SE,87.0,23.1,91.6
28.1,15.0,74.0,7.6,39.0,5.0,Yes,1012.7,1014.5,Brisbane,E,ESE,17.0,2013-03-04,2.8,20.5,Yes,24.6,4.0,ESE,76.0,26.1,11.8
27.5,17.0,84.0,4.7,41.0,7.0,Yes,1014.8,1016.4,Brisbane,E,ESE,15.0,2013-03-05,6.8,20.7,Yes,23.4,7.0,E,79.0,23.2,4.6
27.3,13.0,73.0,6.5,39.0,6.0,Yes,1015.1,1017.0,Brisbane,SE,E,11.0,2013-03-06,5.6,20.0,Yes,23.2,7.0,ESE,85.0,24.1,2.2
,9.0,72.0,9.9,,3.0,Yes,1014.9,1017.3,Brisbane,,ESE,15.0,2013-03-07,5.0,19.1,Yes,26.3,2.0,ESE,61.0,24.9,7.2
28.1,13.0,64.0,6.5,33.0,5.0,Yes,1016.3,1019.0,Brisbane,E,SE,11.0,2013-03-08,6.4,19.4,Yes,26.3,7.0,SE,61.0,25.4,1.8
26.7,9.0,72.0,5.9,41.0,7.0,Yes,1016.2,1018.6,Brisbane,SE,ESE,13.0,2013-03-09,4.2,19.8,Yes,25.6,7.0,SSE,60.0,24.8,5.0
28.3,4.0,77.0,7.5,30.0,4.0,No,1014.7,1017.5,Brisbane,E,ESE,15.0,2013-03-10,6.0,19.2,Yes,27.4,7.0,SSW,52.0,23.6,3.2
28.0,11.0,66.0,8.4,37.0,5.0,No,1014.8,1016.9,Brisbane,SE,ESE,15.0,2013-03-11,7.0,19.7,No,26.4,6.0,SE,57.0,25.9,0.8
27.6,11.0,68.0,8.5,43.0,6.0,Yes,1013.7,1016.3,Brisbane,SE,SE,13.0,2013-03-12,7.0,18.9,No,24.5,4.0,SSE,64.0,25.2,0.2
28.5,11.0,64.0,8.9,35.0,6.0,No,1008.2,1011.9,Brisbane,SE,ESE,15.0,2013-03-13,5.0,19.3,Yes,27.1,1.0,SE,57.0,24.8,1.4
29.9,6.0,62.0,8.0,22.0,7.0,No,1006.7,1009.3,Brisbane,SSE,SE,13.0,2013-03-14,8.0,17.9,No,28.3,2.0,WSW,51.0,24.8,0.0
30.8,6.0,63.0,10.5,19.0,1.0,No,1011.5,1014.1,Brisbane,E,NE,7.0,2013-03-15,4.8,18.3,No,28.1,1.0,WSW,50.0,24.8,0.0
31.2,4.0,65.0,11.1,22.0,1.0,No,1011.2,1015.2,Brisbane,ENE,NNE,7.0,2013-03-16,5.4,20.1,No,29.5,1.0,SW,55.0,25.9,0.0
32.4,2.0,70.0,10.2,43.0,2.0,No,1007.0,1010.7,Brisbane,SE,NE,7.0,2013-03-17,5.2,20.3,No,30.8,0.0,NE,62.0,27.2,0.0
27.1,7.0,62.0,7.2,35.0,4.0,No,1016.1,1017.6,Brisbane,SE,E,19.0,2013-03-18,8.0,20.3,No,25.6,7.0,SE,55.0,24.1,0.0
26.8,6.0,64.0,8.4,37.0,7.0,No,1019.2,1020.8,Brisbane,ENE,E,17.0,2013-03-19,7.0,17.5,No,25.0,4.0,E,50.0,24.2,0.0
27.2,4.0,70.0,1.2,35.0,7.0,Yes,1019.9,1022.5,Brisbane,E,ESE,13.0,2013-03-20,8.4,20.3,No,22.3,7.0,SSW,72.0,23.3,0.0
26.9,4.0,69.0,5.6,26.0,7.0,No,1017.9,1021.0,Brisbane,E,ENE,13.0,2013-03-21,2.6,19.2,Yes,25.4,5.0,ESE,67.0,25.0,5.0
28.1,2.0,79.0,4.9,19.0,7.0,No,1017.3,1020.9,Brisbane,ENE,ENE,9.0,2013-03-22,5.0,20.8,No,26.4,7.0,WNW,73.0,24.7,0.4
31.2,6.0,72.0,8.6,20.0,1.0,No,1014.8,1019.2,Brisbane,NE,NNE,9.0,2013-03-23,4.0,21.4,No,29.1,7.0,W,63.0,26.0,0.0
31.1,0.0,74.0,6.7,48.0,7.0,Yes,1013.4,1017.4,Brisbane,S,NE,9.0,2013-03-24,5.8,23.6,No,29.9,6.0,,63.0,27.6,0.0
30.8,4.0,75.0,10.3,24.0,1.0,No,1014.0,1017.4,Brisbane,E,E,9.0,2013-03-25,8.8,19.5,Yes,30.0,4.0,WSW,60.0,25.3,21.2
29.1,7.0,69.0,10.8,24.0,3.0,No,1016.5,1019.5,Brisbane,E,E,15.0,2013-03-26,4.8,19.7,No,27.7,3.0,E,54.0,25.8,0.0
28.2,6.0,77.0,9.3,28.0,2.0,No,1017.4,1020.1,Brisbane,E,ENE,11.0,2013-03-27,5.6,20.7,No,27.6,6.0,SSE,59.0,25.0,0.4
28.2,2.0,76.0,9.6,20.0,3.0,No,1016.4,1020.1,Brisbane,E,E,7.0,2013-03-28,5.6,19.4,No,26.0,6.0,S,59.0,25.4,0.6
30.2,4.0,70.0,6.8,20.0,5.0,No,1012.8,1015.8,Brisbane,SSE,S,7.0,2013-03-29,5.4,18.7,No,29.4,1.0,SW,51.0,24.6,0.2
26.7,11.0,63.0,3.0,24.0,2.0,No,1013.7,1017.1,Brisbane,SE,E,11.0,2013-03-30,6.2,21.1,No,25.8,7.0,SE,60.0,24.6,0.0
28.3,4.0,73.0,4.7,33.0,8.0,Yes,1011.1,1014.7,Brisbane,W,ENE,6.0,2013-03-31,3.8,18.0,No,24.6,5.0,SSW,73.0,23.6,0.0
26.4,7.0,73.0,5.9,20.0,7.0,No,1012.2,1014.7,Brisbane,E,E,7.0,2013-04-01,5.6,18.3,Yes,25.1,6.0,SW,64.0,22.1,24.2
28.4,6.0,65.0,8.0,20.0,4.0,No,1012.8,1015.4,Brisbane,ENE,ESE,9.0,2013-04-02,3.2,18.2,No,25.8,1.0,SSW,58.0,23.7,0.0
28.0,4.0,70.0,6.5,26.0,3.0,Yes,1015.4,1017.7,Brisbane,ESE,E,11.0,2013-04-03,3.6,19.0,No,26.4,2.0,SSW,58.0,24.4,0.0
26.8,7.0,65.0,8.4,37.0,5.0,Yes,1021.3,1023.2,Brisbane,ESE,SE,13.0,2013-04-04,4.4,17.6,Yes,25.1,7.0,SSE,56.0,22.9,2.4
26.1,6.0,72.0,9.2,39.0,4.0,Yes,1023.2,1025.5,Brisbane,SSE,SE,15.0,2013-04-05,8.6,17.8,Yes,24.3,2.0,S,52.0,22.9,6.0
24.6,4.0,76.0,2.7,30.0,8.0,No,1020.7,1024.4,Brisbane,SE,S,4.0,2013-04-06,6.4,16.9,Yes,22.1,7.0,SSW,68.0,21.4,2.0
24.9,6.0,71.0,3.1,24.0,7.0,Yes,1019.5,1022.2,Brisbane,ESE,E,2.0,2013-04-07,4.8,17.7,No,22.0,7.0,SW,68.0,21.8,0.2
25.0,4.0,79.0,5.5,35.0,7.0,No,1020.5,1022.7,Brisbane,E,ENE,9.0,2013-04-08,1.6,16.9,Yes,24.1,7.0,SSE,66.0,20.8,1.4
25.9,7.0,71.0,8.8,26.0,6.0,No,1019.9,1023.5,Brisbane,SSE,E,11.0,2013-04-09,3.2,16.7,No,24.7,6.0,SE,56.0,21.7,0.4
23.9,7.0,79.0,2.1,30.0,7.0,No,1019.1,1021.8,Brisbane,E,E,7.0,2013-04-10,5.2,17.3,No,23.0,7.0,SSE,67.0,20.1,0.4
25.8,6.0,66.0,6.4,39.0,7.0,No,1019.4,1021.0,Brisbane,ESE,ESE,11.0,2013-04-11,7.0,17.1,No,23.5,3.0,S,66.0,23.3,0.4
23.7,7.0,76.0,1.7,30.0,7.0,Yes,1017.8,1021.0,Brisbane,E,SE,7.0,2013-04-12,2.2,18.2,No,22.7,8.0,SSE,79.0,21.4,0.2
22.5,2.0,96.0,0.0,26.0,8.0,Yes,1013.5,1016.9,Brisbane,SSE,SSW,4.0,2013-04-13,4.3,18.4,Yes,20.9,8.0,S,92.0,20.2,36.6
28.3,7.0,71.0,8.1,19.0,7.0,No,1010.9,1013.8,Brisbane,WSW,SSE,4.0,2013-04-14,2.6,17.1,Yes,26.5,1.0,SW,52.0,22.4,17.4
27.5,4.0,84.0,7.2,19.0,5.0,No,1009.1,1012.8,Brisbane,NE,NE,9.0,2013-04-15,1.8,17.6,No,26.3,7.0,SW,63.0,21.3,0.0
29.2,2.0,85.0,6.0,43.0,7.0,Yes,1011.8,1013.5,Brisbane,WNW,SSW,6.0,2013-04-16,2.6,17.3,No,21.0,5.0,WSW,71.0,21.1,0.0
26.9,2.0,72.0,9.8,19.0,1.0,Yes,1011.7,1015.3,Brisbane,ENE,E,6.0,2013-04-17,2.6,16.3,Yes,26.4,1.0,W,57.0,22.9,6.0
29.9,4.0,77.0,9.0,24.0,5.0,No,1010.7,1014.9,Brisbane,W,W,7.0,2013-04-18,7.0,18.4,Yes,29.3,1.0,W,52.0,22.9,7.0
28.2,4.0,52.0,10.4,31.0,2.0,No,1008.9,1012.9,Brisbane,W,WSW,11.0,2013-04-19,4.2,13.8,No,27.9,1.0,SW,27.0,22.2,0.0
25.5,4.0,43.0,10.7,30.0,1.0,No,1008.1,1011.7,Brisbane,W,WSW,13.0,2013-04-20,6.8,14.0,No,24.9,2.0,SW,25.0,20.0,0.0
26.2,6.0,52.0,10.8,17.0,2.0,No,1011.3,1014.1,Brisbane,E,NE,6.0,2013-04-21,6.4,12.0,No,24.1,1.0,SW,50.0,19.6,0.0
27.4,4.0,77.0,10.2,20.0,1.0,No,1010.2,1014.7,Brisbane,ENE,NE,7.0,2013-04-22,3.2,15.0,No,26.0,5.0,WSW,54.0,20.6,0.0
30.2,2.0,69.0,10.1,19.0,5.0,No,1010.6,1013.3,Brisbane,ENE,NE,7.0,2013-04-23,6.0,16.4,No,28.2,1.0,SW,56.0,22.4,0.0
26.6,6.0,69.0,10.5,20.0,1.0,No,1015.7,1018.4,Brisbane,E,E,11.0,2013-04-24,3.2,17.1,No,26.1,1.0,SW,53.0,21.4,0.0
28.6,6.0,71.0,10.5,15.0,1.0,No,1017.4,1020.6,Brisbane,W,W,7.0,2013-04-25,4.0,16.0,No,27.9,1.0,WSW,38.0,21.4,0.0
26.8,4.0,65.0,10.0,20.0,7.0,No,1020.4,1022.7,Brisbane,ESE,E,9.0,2013-04-26,3.2,15.4,No,24.0,2.0,SSW,68.0,21.7,0.0
26.1,6.0,72.0,9.0,20.0,6.0,No,1019.8,1023.4,Brisbane,ENE,ESE,9.0,2013-04-27,4.0,16.0,No,25.2,3.0,WSW,41.0,21.5,0.0
27.6,2.0,71.0,10.6,13.0,1.0,No,1018.9,1022.3,Brisbane,SW,ESE,6.0,2013-04-28,3.8,14.1,No,26.5,1.0,SW,47.0,20.6,0.0
27.2,6.0,73.0,10.4,19.0,1.0,No,1021.4,1023.6,Brisbane,NE,ENE,9.0,2013-04-29,4.0,15.8,No,26.1,1.0,WSW,59.0,21.3,0.0
27.0,4.0,81.0,7.4,22.0,1.0,No,1020.8,1023.5,Brisbane,ENE,E,9.0,2013-04-30,4.0,16.6,No,25.5,7.0,SW,57.0,20.1,0.0
27.3,6.0,74.0,8.6,20.0,5.0,No,1017.3,1021.2,Brisbane,ESE,ENE,7.0,2013-05-01,3.6,15.9,No,25.1,2.0,SW,59.0,21.4,0.0
27.3,4.0,83.0,8.5,39.0,3.0,No,1017.7,1018.8,Brisbane,SE,SE,17.0,2013-05-02,3.2,15.9,No,24.8,0.0,WSW,62.0,20.1,0.0
24.8,7.0,60.0,9.6,26.0,3.0,No,1021.3,1025.2,Brisbane,SE,ESE,7.0,2013-05-03,5.4,16.8,No,23.7,2.0,SW,51.0,20.4,0.0
28.6,4.0,71.0,10.1,28.0,1.0,No,1016.1,1021.7,Brisbane,W,WSW,9.0,2013-05-04,4.8,12.9,No,28.1,1.0,SW,34.0,19.1,0.0
24.0,4.0,67.0,7.0,26.0,5.0,No,1018.3,1021.9,Brisbane,E,ENE,6.0,2013-05-05,4.8,14.8,No,22.4,5.0,SW,68.0,20.7,0.0
23.9,2.0,70.0,7.8,26.0,4.0,No,1020.2,1023.1,Brisbane,E,ESE,9.0,2013-05-06,2.6,14.8,No,21.7,3.0,SSW,63.0,20.4,0.0
23.9,6.0,73.0,8.4,26.0,7.0,No,1023.1,1025.6,Brisbane,ESE,ESE,13.0,2013-05-07,4.4,14.9,No,22.4,3.0,SW,57.0,19.1,0.0
24.0,4.0,69.0,9.1,31.0,3.0,No,1025.5,1028.4,Brisbane,SSE,ESE,9.0,2013-05-08,4.4,15.0,No,22.3,5.0,SW,49.0,20.1,0.0
24.4,2.0,71.0,7.5,30.0,3.0,Yes,1025.5,1028.8,Brisbane,SE,SSE,11.0,2013-05-09,5.0,14.3,No,21.7,5.0,SSW,58.0,19.1,0.0
23.5,6.0,78.0,4.8,30.0,4.0,No,1025.0,1027.6,Brisbane,ESE,ESE,13.0,2013-05-10,3.4,15.8,Yes,21.6,6.0,SW,65.0,18.2,1.2
22.6,4.0,81.0,3.0,26.0,8.0,Yes,1024.1,1026.6,Brisbane,SE,ESE,7.0,2013-05-11,2.4,13.9,No,18.4,6.0,SW,89.0,18.0,0.8
23.8,4.0,87.0,6.5,22.0,6.0,Yes,1022.2,1025.9,Brisbane,SE,SE,9.0,2013-05-12,2.2,14.8,Yes,21.9,7.0,S,69.0,17.3,4.6
23.3,4.0,93.0,2.7,13.0,7.0,Yes,1016.5,1020.7,Brisbane,W,,0.0,2013-05-13,2.4,16.4,Yes,22.2,6.0,SSW,71.0,18.2,4.2
23.9,2.0,96.0,4.2,26.0,7.0,Yes,1010.5,1014.6,Brisbane,W,W,6.0,2013-05-14,1.2,17.6,Yes,23.6,8.0,WSW,62.0,18.6,1.8
23.2,11.0,54.0,9.4,20.0,7.0,No,1012.2,1014.8,Brisbane,SW,W,7.0,2013-05-15,2.6,15.4,Yes,22.2,7.0,WSW,35.0,18.5,1.2
18.6,2.0,55.0,0.0,19.0,7.0,No,1012.7,1015.0,Brisbane,WSW,WNW,7.0,2013-05-16,4.0,15.4,No,17.7,7.0,WSW,55.0,17.2,0.0
23.4,6.0,55.0,10.2,39.0,1.0,No,1012.7,1016.8,Brisbane,WNW,WSW,13.0,2013-05-17,1.6,9.9,No,23.1,0.0,W,35.0,18.5,0.0
22.8,4.0,46.0,10.2,35.0,1.0,No,1012.6,1017.1,Brisbane,W,W,13.0,2013-05-18,5.2,8.6,No,22.2,0.0,SW,32.0,17.8,0.0
21.6,7.0,45.0,10.1,30.0,0.0,No,1015.0,1018.5,Brisbane,W,W,11.0,2013-05-19,5.4,8.6,No,20.9,0.0,WSW,33.0,16.6,0.0
22.3,4.0,59.0,9.6,17.0,1.0,No,1015.1,1019.5,Brisbane,NW,WNW,7.0,2013-05-20,5.0,8.3,No,21.9,6.0,SW,32.0,14.4,0.0
21.8,4.0,58.0,6.0,13.0,7.0,No,1015.4,1019.6,Brisbane,SW,WSW,2.0,2013-05-21,3.6,9.2,No,20.7,7.0,SW,42.0,14.1,0.0
18.0,7.0,69.0,0.0,24.0,8.0,Yes,1012.7,1015.6,Brisbane,NE,WSW,7.0,2013-05-22,1.8,11.2,No,14.4,8.0,SW,83.0,15.0,0.0
22.1,9.0,69.0,10.0,33.0,3.0,No,1007.3,1010.2,Brisbane,W,W,15.0,2013-05-23,0.4,11.6,Yes,21.3,2.0,W,48.0,17.9,5.0
20.8,20.0,68.0,7.3,44.0,7.0,No,1008.9,1010.2,Brisbane,WSW,WSW,17.0,2013-05-24,7.0,10.4,No,17.4,1.0,W,60.0,16.0,0.0
24.4,7.0,54.0,8.3,30.0,7.0,No,1018.0,1018.0,Brisbane,SW,SSW,7.0,2013-05-25,4.8,14.2,No,21.7,1.0,SW,49.0,19.3,1.0
23.8,7.0,58.0,8.2,19.0,4.0,No,1021.2,1024.6,Brisbane,WSW,SSW,4.0,2013-05-26,4.6,12.0,No,23.0,2.0,SW,45.0,17.3,0.0
24.5,6.0,65.0,9.2,28.0,1.0,Yes,1023.8,1025.8,Brisbane,SE,SE,13.0,2013-05-27,3.2,11.7,No,23.0,1.0,SW,47.0,17.4,0.0
22.2,6.0,72.0,3.8,31.0,7.0,Yes,1026.9,1028.2,Brisbane,E,ESE,7.0,2013-05-28,4.0,14.9,Yes,18.6,3.0,SW,85.0,18.9,1.6
23.2,6.0,77.0,6.3,30.0,6.0,No,1027.9,1030.4,Brisbane,E,E,13.0,2013-05-29,3.2,13.7,Yes,21.3,7.0,SSE,60.0,19.3,4.4
