Location,Rainfall,Temp.3.pm.F,Wind.Dir.9.am,Wind.Speed.3.pm,Wind.Gust.Dir,Pressure.3.pm,Humidity.9.am,Rain.Today,Wind.Dir.3.pm,Max.Temp.F,Humidity.3.pm,Min.Temp.F,Pressure.9.am,Date,Temp.9.am.F,Wind.Speed.9.am,Wind.Gust.Speed,Rain.Tomorrow
GoldCoast,0.0,75.38,NE,30.0,NNE,1017.2,55.0,No,NE,79.52,63.0,67.82,1021.3,2013-09-30,76.64,13.0,37.0,No
GoldCoast,0.0,75.02,NNW,39.0,NNE,1012.6,61.0,No,N,85.46000000000001,75.0,68.72,1018.0,2013-10-01,77.0,24.0,50.0,Yes
GoldCoast,1.2,77.54,NNW,19.0,W,1012.8,66.0,Yes,NNE,80.6,61.0,64.04,1016.7,2013-10-02,71.42,17.0,33.0,No
GoldCoast,0.0,87.8,NNW,37.0,NW,1006.7,62.0,No,WNW,89.24,20.0,64.04,1011.6,2013-10-03,77.18,22.0,63.0,No
GoldCoast,0.0,69.8,S,43.0,SE,1017.1,35.0,No,SE,73.58,50.0,57.92,1020.0,2013-10-04,68.72,35.0,57.0,No
GoldCoast,0.0,73.94,ESE,17.0,ENE,1014.1,38.0,No,E,75.74000000000001,47.0,58.1,1018.8,2013-10-05,72.14,9.0,26.0,No
GoldCoast,0.0,76.46,NW,26.0,N,1008.1,47.0,No,N,88.16,69.0,56.66,1013.5,2013-10-06,75.56,13.0,37.0,No
GoldCoast,0.0,75.38,NW,52.0,SSE,1005.0,31.0,No,SSE,96.08000000000001,70.0,64.22,1008.4,2013-10-07,82.94,22.0,65.0,No
GoldCoast,0.0,75.56,SE,19.0,SSE,1010.2,58.0,No,E,77.18,58.0,63.68,1012.8,2013-10-08,74.3,9.0,56.0,No
GoldCoast,0.2,73.75999999999999,SSE,13.0,SSE,1019.1,49.0,No,ENE,76.46,56.0,56.48,1021.6,2013-10-09,72.86,20.0,26.0,No
GoldCoast,0.0,76.28,NW,33.0,NW,1012.9,55.0,No,N,81.68,66.0,60.62,1019.3,2013-10-10,72.86,30.0,48.0,No
GoldCoast,0.0,75.38,NNW,9.0,N,1010.8,43.0,No,ENE,85.28,66.0,65.12,1011.8,2013-10-11,78.08,28.0,44.0,No
GoldCoast,0.0,76.46,ESE,15.0,SE,1014.5,86.0,No,NE,80.06,71.0,68.0,1018.7,2013-10-12,71.42,11.0,33.0,No
GoldCoast,0.0,74.3,NNW,35.0,N,1008.6,54.0,No,NNE,82.75999999999999,70.0,67.1,1014.3,2013-10-13,76.46,33.0,50.0,No
GoldCoast,0.0,78.62,W,24.0,W,1011.5,26.0,No,SE,84.2,24.0,68.54,1011.8,2013-10-14,77.54,24.0,56.0,No
GoldCoast,0.0,73.58,SE,22.0,SE,1020.0,59.0,No,SE,75.74000000000001,57.0,58.82,1022.3,2013-10-15,70.88,15.0,33.0,No
GoldCoast,0.0,74.12,NNE,37.0,NNE,1019.3,57.0,No,NNE,77.9,60.0,62.059999999999995,1023.7,2013-10-16,75.02,15.0,48.0,No
GoldCoast,0.0,73.58,NNW,33.0,N,1015.6,53.0,No,NNE,80.42,66.0,63.86,1020.1,2013-10-17,73.04,22.0,52.0,No
GoldCoast,0.0,67.64,S,24.0,SSE,1020.8,77.0,No,SSE,74.48,81.0,66.74000000000001,1020.8,2013-10-18,69.25999999999999,30.0,65.0,No
GoldCoast,1.0,74.12,SSE,43.0,SSE,1020.7,58.0,No,SE,80.24000000000001,62.0,60.440000000000005,1024.6,2013-10-19,74.48,31.0,56.0,No
GoldCoast,0.0,75.02,SSE,20.0,SSE,1019.7,64.0,No,E,79.34,69.0,62.6,1023.1,2013-10-20,75.56,26.0,33.0,No
GoldCoast,0.0,77.9,N,31.0,NNE,1017.3,60.0,No,NNE,81.14,60.0,66.74000000000001,1020.5,2013-10-21,78.08,17.0,37.0,No
GoldCoast,0.0,76.82,NNE,35.0,NNE,1015.0,60.0,No,NNE,80.6,59.0,66.2,1018.9,2013-10-22,78.8,20.0,44.0,No
GoldCoast,0.0,75.02,NNW,37.0,N,1010.6,65.0,No,N,82.58,70.0,68.9,1015.6,2013-10-23,74.66,22.0,43.0,No
GoldCoast,0.0,71.96,NNE,20.0,N,1011.5,57.0,No,N,80.96,83.0,68.18,1013.1,2013-10-24,80.78,19.0,35.0,No
GoldCoast,0.2,70.88,SSE,30.0,SSE,1020.2,69.0,No,ESE,78.25999999999999,62.0,66.02,1022.0,2013-10-25,69.8,35.0,57.0,No
GoldCoast,0.0,76.82,ENE,31.0,NE,1015.5,63.0,No,NNE,79.16,66.0,62.24,1020.9,2013-10-26,74.48,13.0,37.0,No
GoldCoast,0.0,75.92,SSE,26.0,SSE,1019.5,52.0,No,ESE,80.42,52.0,63.32,1022.5,2013-10-27,76.1,30.0,56.0,No
GoldCoast,0.0,75.74000000000001,ENE,37.0,NNE,1017.1,57.0,No,NNE,80.6,59.0,62.959999999999994,1021.9,2013-10-28,75.38,7.0,50.0,No
GoldCoast,0.0,72.14,N,19.0,N,1011.9,57.0,No,NNE,84.38000000000001,88.0,68.54,1015.3,2013-10-29,78.44,35.0,52.0,Yes
GoldCoast,10.6,72.32,SSE,46.0,SSE,1014.3,68.0,Yes,SSE,80.06,65.0,62.78,1015.5,2013-10-30,73.58,30.0,61.0,No
GoldCoast,0.0,73.04,SSE,28.0,SSE,1018.5,54.0,No,SE,77.54,57.0,66.2,1020.5,2013-10-31,75.74000000000001,28.0,41.0,No
GoldCoast,0.0,75.38,SSE,15.0,ESE,1020.5,49.0,No,E,78.62,46.0,61.16,1023.2,2013-11-01,76.64,15.0,30.0,No
GoldCoast,0.0,77.36,NNE,30.0,NNE,1017.5,52.0,No,NNE,78.98,54.0,62.059999999999995,1021.8,2013-11-02,76.28,13.0,37.0,No
GoldCoast,0.0,77.9,NW,35.0,NW,1011.9,51.0,No,NNE,89.24,67.0,65.3,1017.4,2013-11-03,77.0,24.0,41.0,No
GoldCoast,0.0,75.02,SSE,43.0,SSE,1017.1,55.0,No,SSE,78.08,57.0,69.25999999999999,1018.1,2013-11-04,76.1,41.0,65.0,No
GoldCoast,0.0,72.5,SSE,50.0,SE,1021.6,49.0,No,SE,77.0,61.0,62.059999999999995,1024.3,2013-11-05,71.6,33.0,65.0,No
GoldCoast,0.0,73.94,SSE,30.0,SE,1019.0,49.0,No,SE,79.16,55.0,61.7,1023.3,2013-11-06,74.84,19.0,39.0,No
GoldCoast,0.0,75.56,ENE,28.0,NNE,1015.7,49.0,No,NE,77.54,53.0,60.8,1019.1,2013-11-07,75.02,13.0,31.0,No
GoldCoast,0.0,77.0,N,37.0,NNE,1013.0,44.0,No,NNE,80.06,58.0,62.059999999999995,1016.1,2013-11-08,76.64,15.0,46.0,No
GoldCoast,0.0,76.28,NW,44.0,NNE,1009.8,43.0,No,NNE,82.22,68.0,66.38,1014.1,2013-11-09,78.44,26.0,56.0,No
GoldCoast,0.0,73.4,N,9.0,ENE,1011.4,57.0,No,ENE,82.4,81.0,69.44,1012.5,2013-11-10,79.34,15.0,48.0,Yes
GoldCoast,5.6,76.64,N,33.0,N,1011.4,61.0,Yes,NNE,81.86,71.0,68.36,1014.8,2013-11-11,77.72,28.0,43.0,Yes
GoldCoast,1.2,77.36,NNE,28.0,NNE,1013.3,79.0,Yes,NNE,78.25999999999999,74.0,69.8,1016.1,2013-11-12,74.12,26.0,41.0,No
GoldCoast,0.4,78.08,ENE,31.0,NE,1012.5,77.0,No,NNE,81.14,72.0,69.08,1016.0,2013-11-13,77.54,13.0,39.0,Yes
GoldCoast,5.2,78.44,NW,24.0,E,1010.1,63.0,Yes,NNE,82.04,72.0,68.0,1014.9,2013-11-14,77.9,24.0,50.0,Yes
GoldCoast,11.4,77.0,NE,33.0,NE,1009.4,76.0,Yes,NE,80.24000000000001,72.0,64.22,1013.8,2013-11-15,74.48,17.0,41.0,Yes
GoldCoast,12.4,75.2,SE,24.0,S,1007.7,81.0,Yes,NNE,78.8,71.0,66.56,1011.7,2013-11-16,72.5,15.0,80.0,Yes
GoldCoast,7.6,71.24000000000001,SSE,17.0,SSE,1010.4,65.0,Yes,ESE,75.56,76.0,62.059999999999995,1012.4,2013-11-17,72.68,13.0,57.0,Yes
GoldCoast,4.0,75.74000000000001,NW,20.0,NE,1006.8,65.0,Yes,ENE,77.0,62.0,62.6,1010.9,2013-11-18,69.25999999999999,7.0,39.0,Yes
GoldCoast,11.6,74.66,ESE,31.0,SE,1006.7,67.0,Yes,SE,79.16,64.0,59.18,1008.7,2013-11-19,72.5,13.0,37.0,No
GoldCoast,0.0,76.46,SSE,37.0,SE,1009.1,56.0,No,SE,80.6,71.0,63.86,1011.0,2013-11-20,78.8,17.0,43.0,No
GoldCoast,0.0,77.0,SE,26.0,ESE,1010.8,61.0,No,SE,79.88,65.0,64.58,1012.8,2013-11-21,77.72,15.0,31.0,No
GoldCoast,0.0,78.44,ESE,24.0,NE,1009.8,65.0,No,NE,80.6,67.0,66.2,1012.5,2013-11-22,77.9,11.0,30.0,Yes
GoldCoast,6.4,78.98,N,39.0,NW,1005.0,71.0,Yes,NNE,79.7,73.0,68.54,1009.6,2013-11-23,77.0,13.0,87.0,Yes
GoldCoast,16.6,75.02,NNW,24.0,NW,1002.4,73.0,Yes,N,84.56,99.0,66.74000000000001,1006.5,2013-11-24,78.98,24.0,39.0,Yes
GoldCoast,2.6,79.16,SSE,24.0,SE,1004.6,63.0,Yes,SE,80.78,63.0,67.64,1006.3,2013-11-25,78.08,19.0,39.0,No
GoldCoast,0.0,74.84,SSE,46.0,SSE,1011.5,56.0,No,SSE,80.24000000000001,62.0,66.92,1011.8,2013-11-26,75.92,33.0,63.0,No
GoldCoast,0.0,74.84,SSE,30.0,SE,1014.0,50.0,No,SE,79.7,60.0,64.04,1016.5,2013-11-27,77.36,22.0,39.0,No
GoldCoast,0.0,77.9,NE,35.0,NNE,1010.5,61.0,No,NNE,81.32,64.0,63.5,1014.8,2013-11-28,76.1,19.0,46.0,No
GoldCoast,0.0,76.46,NNW,35.0,SE,1005.2,49.0,No,N,89.6,75.0,68.9,1009.3,2013-11-29,81.14,26.0,48.0,Yes
GoldCoast,13.2,69.62,S,43.0,SSE,1014.3,99.0,Yes,SSE,73.75999999999999,77.0,65.3,1013.1,2013-11-30,65.66,28.0,69.0,Yes
GoldCoast,10.6,75.38,S,44.0,SSE,1019.9,56.0,Yes,SSE,77.72,54.0,63.32,1022.0,2013-12-01,73.58,28.0,57.0,No
GoldCoast,0.0,76.1,SSE,39.0,SSE,1016.9,45.0,No,SE,79.88,55.0,62.24,1020.8,2013-12-02,75.02,26.0,54.0,No
GoldCoast,0.0,74.3,SSE,37.0,SE,1013.7,50.0,No,SE,79.88,62.0,63.32,1016.5,2013-12-03,77.18,24.0,48.0,No
GoldCoast,0.0,78.44,NE,33.0,NNE,1007.5,62.0,No,NNE,81.32,63.0,61.7,1012.7,2013-12-04,76.64,11.0,41.0,No
GoldCoast,0.0,77.72,N,37.0,WNW,999.2,56.0,No,NNE,86.9,70.0,69.8,1003.9,2013-12-05,80.24000000000001,26.0,54.0,No
GoldCoast,0.0,76.28,SE,24.0,SE,1012.9,32.0,No,ESE,77.9,38.0,66.2,1013.1,2013-12-06,73.75999999999999,28.0,35.0,No
GoldCoast,0.0,75.74000000000001,SSE,20.0,NE,1018.6,45.0,No,NE,78.44,48.0,60.8,1021.3,2013-12-07,74.48,11.0,28.0,No
GoldCoast,0.0,77.18,SE,28.0,NE,1016.5,54.0,No,NE,79.7,54.0,62.959999999999994,1019.9,2013-12-08,77.72,9.0,31.0,No
GoldCoast,0.0,77.36,N,33.0,NNE,1011.5,50.0,No,NNE,80.96,58.0,64.04,1015.8,2013-12-09,78.08,22.0,41.0,No
GoldCoast,0.0,73.4,N,30.0,NW,1007.5,52.0,No,N,82.04,74.0,69.25999999999999,1010.5,2013-12-10,79.16,26.0,41.0,No
GoldCoast,0.0,73.58,NNE,30.0,SW,1005.6,69.0,No,NNE,84.02,77.0,68.72,1008.9,2013-12-11,76.82,26.0,61.0,Yes
GoldCoast,5.2,70.52,NW,17.0,SSE,1008.4,85.0,Yes,ESE,78.62,96.0,68.54,1009.1,2013-12-12,73.75999999999999,15.0,35.0,No
GoldCoast,0.0,79.16,SE,15.0,SE,1011.3,80.0,No,SSE,81.68,72.0,65.66,1012.6,2013-12-13,75.38,9.0,28.0,No
GoldCoast,0.2,79.16,ESE,19.0,NNE,1012.3,74.0,No,NE,82.75999999999999,66.0,67.64,1014.8,2013-12-14,77.18,11.0,44.0,No
GoldCoast,0.6,79.7,SE,17.0,ENE,1014.5,65.0,No,E,83.12,62.0,69.98,1016.9,2013-12-15,80.24000000000001,11.0,24.0,No
GoldCoast,0.0,77.0,SE,28.0,SE,1016.8,61.0,No,SE,84.56,66.0,71.78,1018.8,2013-12-16,78.98,13.0,37.0,Yes
GoldCoast,1.4,76.82,SSE,37.0,SSE,1018.3,62.0,Yes,SE,82.04,67.0,68.72,1019.4,2013-12-17,77.9,30.0,52.0,No
GoldCoast,0.0,77.54,SE,39.0,SE,1020.9,57.0,No,SE,83.12,50.0,71.6,1021.9,2013-12-18,78.62,30.0,48.0,No
GoldCoast,0.0,79.34,SE,30.0,SE,1020.5,53.0,No,SE,83.48,54.0,70.7,1022.5,2013-12-19,78.44,31.0,46.0,No
GoldCoast,0.0,80.24000000000001,SSE,20.0,E,1017.3,55.0,No,NE,82.4,54.0,65.12,1021.4,2013-12-20,78.44,13.0,26.0,No
GoldCoast,0.0,80.96,NNW,33.0,NE,1014.3,49.0,No,NNE,84.02,53.0,67.28,1017.1,2013-12-21,79.88,17.0,41.0,No
GoldCoast,0.0,81.14,NE,26.0,NNE,1015.2,57.0,No,NE,83.48,59.0,66.56,1017.7,2013-12-22,80.24000000000001,13.0,35.0,No
GoldCoast,0.0,79.7,NNW,39.0,NNE,1012.8,55.0,No,NNE,86.72,61.0,70.34,1015.8,2013-12-23,81.14,20.0,48.0,No
GoldCoast,0.0,79.16,NW,20.0,NW,1013.7,46.0,No,NE,85.64,65.0,71.78,1015.5,2013-12-24,81.32,28.0,41.0,No
GoldCoast,0.0,80.96,ESE,17.0,S,1014.7,70.0,No,ESE,82.94,69.0,70.16,1017.3,2013-12-25,79.52,19.0,31.0,No
GoldCoast,0.0,80.42,NNW,31.0,NNE,1008.6,58.0,No,NNE,87.08000000000001,68.0,68.9,1012.5,2013-12-26,81.32,22.0,41.0,No
GoldCoast,0.0,76.64,SSE,20.0,SSE,1008.4,86.0,No,SSE,83.84,77.0,72.32,1010.8,2013-12-27,76.1,24.0,37.0,No
GoldCoast,0.0,81.14,SSE,11.0,NNE,1009.1,69.0,No,ENE,84.74,64.0,68.18,1011.8,2013-12-28,78.25999999999999,11.0,26.0,No
GoldCoast,0.0,81.32,NNW,33.0,SSE,1004.0,54.0,No,N,91.03999999999999,71.0,73.58,1008.8,2013-12-29,84.74,26.0,67.0,Yes
GoldCoast,2.8,80.6,SSE,39.0,S,1010.5,63.0,Yes,SSE,83.84,59.0,70.16,1012.8,2013-12-30,79.34,30.0,61.0,No
GoldCoast,0.0,78.25999999999999,SSE,20.0,S,1010.1,67.0,No,SSE,83.12,73.0,73.04,1011.3,2013-12-31,78.98,26.0,35.0,No
GoldCoast,0.0,81.5,SE,20.0,SE,1013.7,56.0,No,ESE,83.3,53.0,71.96,1015.7,2014-01-01,82.04,28.0,37.0,No
GoldCoast,0.0,78.98,NW,28.0,NW,1008.1,60.0,No,NNE,87.44,72.0,70.16,1011.7,2014-01-02,78.44,24.0,37.0,Yes
GoldCoast,2.0,81.86,NW,35.0,N,1001.5,49.0,Yes,N,88.52,75.0,73.4,1006.1,2014-01-03,87.44,13.0,44.0,No
GoldCoast,0.0,83.48,N,19.0,SSE,998.1,61.0,No,NNE,91.94,66.0,77.54,1000.7,2014-01-04,86.9,30.0,65.0,No
GoldCoast,0.0,83.84,SSE,30.0,SSE,1006.4,76.0,No,SSE,87.08000000000001,65.0,73.75999999999999,1008.6,2014-01-05,78.44,33.0,39.0,No
GoldCoast,0.0,80.78,N,22.0,SW,1004.7,92.0,No,NE,87.26,77.0,75.2,1007.8,2014-01-06,80.06,13.0,61.0,Yes
GoldCoast,14.0,79.34,SSE,50.0,SSE,1013.8,67.0,Yes,SSE,81.5,60.0,71.42,1013.4,2014-01-07,78.25999999999999,41.0,65.0,No
GoldCoast,0.2,74.48,SE,31.0,SE,1018.1,55.0,No,S,83.12,72.0,73.4,1019.0,2014-01-08,78.44,28.0,52.0,Yes
GoldCoast,6.8,81.32,S,20.0,ESE,1019.5,82.0,Yes,SSE,83.84,50.0,67.1,1020.9,2014-01-09,70.34,24.0,50.0,Yes
GoldCoast,3.8,78.8,SSE,24.0,SSE,1018.9,68.0,Yes,SE,83.66,63.0,66.38,1020.8,2014-01-10,78.8,24.0,41.0,No
GoldCoast,0.0,81.32,SSE,26.0,SE,1015.9,59.0,No,ESE,84.02,61.0,69.44,1019.1,2014-01-11,77.72,13.0,37.0,No
GoldCoast,0.0,82.22,SSE,26.0,ESE,1015.3,58.0,No,ESE,84.91999999999999,54.0,67.64,1016.7,2014-01-12,82.04,17.0,35.0,No
GoldCoast,0.0,83.48,S,31.0,SSE,1017.0,57.0,No,SE,87.26,55.0,69.62,1018.5,2014-01-13,80.6,24.0,59.0,Yes
GoldCoast,1.6,80.06,SE,28.0,ESE,1019.4,61.0,Yes,SE,85.1,61.0,70.7,1020.1,2014-01-14,80.42,22.0,37.0,No
GoldCoast,0.0,81.68,ESE,30.0,SE,1020.1,61.0,No,SE,84.74,60.0,74.12,1021.8,2014-01-15,81.5,28.0,35.0,No
GoldCoast,0.0,82.22,SE,28.0,E,1017.2,60.0,No,ESE,84.74,59.0,74.3,1020.0,2014-01-16,81.5,24.0,35.0,No
GoldCoast,0.0,82.22,ESE,22.0,ESE,1014.3,57.0,No,SE,84.2,51.0,73.58,1016.8,2014-01-17,80.78,24.0,39.0,No
GoldCoast,0.0,81.5,SSE,31.0,ESE,1011.7,61.0,No,SE,87.08000000000001,57.0,68.0,1014.4,2014-01-18,79.34,20.0,39.0,No
GoldCoast,0.0,82.22,SE,20.0,ESE,1006.8,57.0,No,E,84.38000000000001,57.0,70.16,1009.6,2014-01-19,81.14,13.0,28.0,No
GoldCoast,0.0,82.94,N,28.0,NNE,1006.4,54.0,No,NNE,85.64,65.0,69.44,1008.8,2014-01-20,82.04,15.0,39.0,No
GoldCoast,0.0,82.22,NNE,39.0,NNE,1005.2,62.0,No,NNE,87.8,73.0,75.56,1009.3,2014-01-21,85.28,19.0,50.0,No
GoldCoast,0.0,82.4,ENE,31.0,SE,1011.5,75.0,No,ESE,87.08000000000001,73.0,71.24000000000001,1012.0,2014-01-22,80.06,11.0,61.0,Yes
GoldCoast,1.2,73.94,S,41.0,SSE,1015.8,84.0,Yes,SSE,82.4,89.0,74.48,1017.2,2014-01-23,77.18,31.0,54.0,Yes
GoldCoast,23.0,75.38,SSE,19.0,ESE,1011.5,80.0,Yes,ESE,82.58,87.0,69.62,1014.8,2014-01-24,76.46,17.0,37.0,Yes
GoldCoast,3.4,78.8,ESE,39.0,SSE,1009.7,78.0,Yes,SSE,80.06,75.0,73.58,1009.2,2014-01-25,78.08,6.0,61.0,Yes
GoldCoast,1.6,78.08,S,46.0,SSE,1018.3,74.0,Yes,SSE,82.04,58.0,69.44,1018.7,2014-01-26,75.2,30.0,70.0,Yes
GoldCoast,1.2,79.16,SSE,37.0,SSE,1019.8,58.0,Yes,SE,82.22,56.0,67.46,1020.5,2014-01-27,78.8,39.0,61.0,No
GoldCoast,0.0,78.44,E,35.0,ESE,1017.6,71.0,No,SE,83.84,55.0,70.88,1019.9,2014-01-28,74.84,22.0,56.0,No
GoldCoast,0.0,77.54,ENE,33.0,SE,1015.5,77.0,No,SE,80.96,61.0,72.14,1017.5,2014-01-29,74.12,31.0,54.0,No
GoldCoast,1.0,79.16,ESE,22.0,ESE,1016.6,64.0,No,SE,81.32,62.0,69.62,1017.9,2014-01-30,77.18,30.0,50.0,No
GoldCoast,0.0,78.98,E,17.0,ESE,1013.8,58.0,No,ESE,81.32,60.0,72.86,1015.2,2014-01-31,77.9,30.0,41.0,No
GoldCoast,0.0,80.78,ESE,26.0,ESE,1012.3,64.0,No,ESE,83.48,59.0,73.4,1013.8,2014-02-01,76.64,30.0,41.0,No
GoldCoast,0.0,79.88,SSE,35.0,SE,1012.7,57.0,No,SE,85.64,60.0,72.32,1014.6,2014-02-02,80.6,22.0,52.0,No
GoldCoast,1.0,80.42,SE,28.0,ESE,1012.8,65.0,No,ESE,83.48,57.0,69.8,1014.0,2014-02-03,77.36,28.0,54.0,No
GoldCoast,0.4,80.6,SSE,31.0,SE,1012.8,64.0,No,SE,84.74,61.0,69.98,1013.7,2014-02-04,79.34,19.0,50.0,No
GoldCoast,0.0,73.4,SSE,46.0,S,1014.9,62.0,No,S,85.28,83.0,70.88,1015.7,2014-02-05,80.96,37.0,76.0,Yes
GoldCoast,6.0,74.66,S,39.0,SE,1014.5,58.0,Yes,SSE,82.22,66.0,66.92,1016.3,2014-02-06,74.66,31.0,59.0,No
GoldCoast,0.6,76.64,SSE,28.0,SE,1015.4,65.0,No,SE,82.4,61.0,66.74000000000001,1016.4,2014-02-07,75.74000000000001,28.0,41.0,No
GoldCoast,0.2,82.4,SE,19.0,SE,1017.3,60.0,No,ESE,83.66,53.0,69.62,1018.4,2014-02-08,79.88,17.0,30.0,No
GoldCoast,0.0,78.44,SE,15.0,ESE,1017.4,80.0,No,SE,80.42,72.0,71.42,1020.4,2014-02-09,74.66,15.0,26.0,No
GoldCoast,0.0,81.5,E,26.0,ESE,1014.9,66.0,No,ESE,84.02,55.0,72.32,1016.8,2014-02-10,78.44,9.0,33.0,No
GoldCoast,0.0,82.04,SSE,20.0,SE,1013.8,57.0,No,ESE,84.91999999999999,52.0,71.42,1016.7,2014-02-11,80.06,24.0,30.0,No
GoldCoast,0.0,82.58,SSE,22.0,E,1013.9,56.0,No,E,85.28,54.0,68.54,1016.3,2014-02-12,80.78,19.0,30.0,No
GoldCoast,0.0,79.7,NW,22.0,E,1011.9,58.0,No,ESE,85.1,69.0,69.8,1014.9,2014-02-13,78.98,7.0,37.0,No
GoldCoast,0.0,80.06,WNW,28.0,NNE,1006.0,72.0,No,NNE,84.74,66.0,72.86,1010.7,2014-02-14,76.1,15.0,48.0,No
GoldCoast,0.0,82.75999999999999,N,39.0,NNE,1002.7,65.0,No,NNE,87.44,68.0,74.66,1006.2,2014-02-15,79.52,15.0,50.0,No
GoldCoast,0.0,83.48,N,39.0,NNE,1002.5,64.0,No,NNE,88.7,72.0,77.0,1005.9,2014-02-16,83.48,31.0,52.0,No
GoldCoast,0.0,82.04,SE,44.0,SSE,1009.4,70.0,No,SE,86.36,66.0,76.1,1009.9,2014-02-17,81.5,19.0,54.0,No
GoldCoast,0.0,84.02,SSE,20.0,,1009.0,78.0,No,ESE,84.91999999999999,71.0,74.84,1012.1,2014-02-18,78.98,15.0,,
GoldCoast,,84.74,NW,31.0,NNE,1005.6,59.0,,NNE,89.6,68.0,74.84,1009.2,2014-02-19,83.3,22.0,39.0,No
GoldCoast,0.0,83.66,N,31.0,NNE,1006.9,66.0,No,NNE,89.78,67.0,78.62,1009.0,2014-02-20,84.56,28.0,41.0,No
GoldCoast,0.0,81.14,ESE,35.0,SSE,1010.6,80.0,No,SE,85.64,78.0,76.46,1012.2,2014-02-21,82.4,11.0,50.0,No
GoldCoast,0.0,76.82,S,26.0,SSE,1015.0,70.0,No,S,79.52,66.0,73.75999999999999,1015.6,2014-02-22,75.74000000000001,31.0,56.0,No
GoldCoast,0.0,80.96,SSE,44.0,SSE,1016.5,53.0,No,SSE,83.48,55.0,71.42,1017.9,2014-02-23,78.62,48.0,61.0,Yes
GoldCoast,9.2,79.16,S,20.0,SE,1015.9,72.0,Yes,SSE,81.14,59.0,68.18,1017.9,2014-02-24,75.56,24.0,56.0,Yes
GoldCoast,5.8,79.16,SSE,28.0,SSE,1013.9,68.0,Yes,SE,82.58,63.0,68.18,1017.2,2014-02-25,77.54,20.0,43.0,No
GoldCoast,0.2,81.32,SSE,17.0,ENE,1013.5,78.0,No,E,84.2,57.0,68.54,1016.5,2014-02-26,75.92,17.0,26.0,No
GoldCoast,0.2,82.58,SE,22.0,SE,1014.3,56.0,No,E,84.38000000000001,50.0,68.72,1016.6,2014-02-27,81.14,7.0,33.0,No
GoldCoast,0.2,79.34,S,35.0,SSE,1015.8,66.0,No,SE,85.46000000000001,67.0,70.16,1018.3,2014-02-28,78.98,26.0,54.0,No
GoldCoast,0.4,80.6,ESE,20.0,SE,1014.0,54.0,No,SE,85.46000000000001,56.0,71.6,1016.1,2014-03-01,80.24000000000001,24.0,43.0,No
GoldCoast,0.0,80.78,S,31.0,SE,1015.2,62.0,No,SE,84.56,63.0,71.24000000000001,1016.5,2014-03-02,78.25999999999999,17.0,54.0,No
GoldCoast,0.6,76.46,SSE,33.0,SE,1020.2,68.0,No,ESE,79.7,67.0,72.5,1021.3,2014-03-03,78.25999999999999,24.0,61.0,Yes
GoldCoast,9.0,78.44,ESE,26.0,SE,1021.0,66.0,Yes,SSE,81.86,58.0,68.9,1023.2,2014-03-04,75.92,37.0,59.0,Yes
GoldCoast,15.0,79.34,SSW,20.0,S,1016.7,75.0,Yes,ESE,82.75999999999999,52.0,66.74000000000001,1019.5,2014-03-05,74.66,13.0,37.0,No
GoldCoast,0.2,80.24000000000001,SSE,19.0,ESE,1017.0,61.0,No,E,82.94,53.0,65.84,1018.7,2014-03-06,79.16,13.0,28.0,No
GoldCoast,0.0,80.6,SE,22.0,SSE,1018.5,75.0,No,SE,82.22,53.0,68.18,1020.2,2014-03-07,74.12,17.0,39.0,No
GoldCoast,0.0,78.44,SSE,31.0,SE,1018.7,71.0,No,SE,82.04,57.0,71.78,1020.6,2014-03-08,74.48,24.0,56.0,No
GoldCoast,0.2,77.54,SE,31.0,ESE,1018.5,62.0,No,SE,80.78,63.0,71.06,1020.3,2014-03-09,78.8,31.0,57.0,Yes
GoldCoast,2.4,78.44,SE,33.0,ESE,1018.9,62.0,Yes,SE,81.14,57.0,67.82,1020.5,2014-03-10,77.9,37.0,56.0,Yes
GoldCoast,1.6,80.6,SSE,31.0,SSE,1018.1,72.0,Yes,SE,83.3,53.0,69.44,1020.4,2014-03-11,74.84,37.0,52.0,No
GoldCoast,0.2,79.7,SSE,28.0,SE,1015.6,60.0,No,SE,83.84,61.0,68.36,1018.5,2014-03-12,78.44,24.0,35.0,No
GoldCoast,0.0,79.7,SSE,33.0,SE,1016.1,60.0,No,SE,84.56,60.0,66.92,1018.4,2014-03-13,79.52,26.0,41.0,No
GoldCoast,0.0,78.98,SSE,28.0,ESE,1014.4,61.0,No,SE,84.38000000000001,57.0,67.64,1017.5,2014-03-14,78.44,22.0,37.0,No
GoldCoast,0.4,80.24000000000001,SE,24.0,NE,1011.6,60.0,No,NE,83.12,57.0,65.84,1015.6,2014-03-15,78.98,9.0,31.0,No
GoldCoast,0.2,82.04,NNW,37.0,NNE,1008.0,56.0,No,NNE,86.18,70.0,68.54,1014.0,2014-03-16,79.52,20.0,48.0,No
GoldCoast,0.0,82.4,SE,33.0,SE,1015.1,72.0,No,SE,84.74,64.0,73.58,1016.4,2014-03-17,80.42,17.0,43.0,No
GoldCoast,0.0,82.75999999999999,SSE,19.0,NE,1019.0,72.0,No,ESE,86.18,72.0,74.48,1021.1,2014-03-18,79.7,20.0,28.0,No
GoldCoast,0.0,80.96,E,19.0,SE,1019.8,70.0,No,ESE,84.56,63.0,75.92,1022.2,2014-03-19,79.7,13.0,37.0,No
