wind dir 9 am,wind gust dir,date,wind speed 9 am,wind dir 3 pm,max temp c,temp 9 am c,humidity 3 pm,humidity 9 am,rain today,temp 3 pm c,location,wind gust speed,wind speed 3 pm,rain tomorrow,min temp c,rainfall
NNE,SSW,2013-10-05,15.0,WNW,27.6,15.5,26.0,90.0,No,26.5,SalmonGums,44.0,26.0,No,6.9,0.2
NNW,NW,2013-10-06,13.0,W,28.2,18.1,18.0,59.0,No,27.1,SalmonGums,44.0,20.0,No,8.5,0.0
NNW,WNW,2013-10-07,11.0,NW,31.3,21.7,14.0,38.0,No,30.1,SalmonGums,41.0,24.0,No,4.2,0.0
WSW,NW,2013-10-08,15.0,W,31.8,21.6,18.0,40.0,No,30.9,SalmonGums,31.0,13.0,No,5.1,0.0
WSW,WSW,2013-10-09,26.0,NW,14.5,13.2,91.0,76.0,No,10.5,SalmonGums,44.0,9.0,Yes,11.3,0.0
WNW,W,2013-10-10,15.0,WNW,22.2,14.1,31.0,59.0,Yes,21.4,SalmonGums,26.0,13.0,No,6.0,13.0
WNW,WNW,2013-10-11,17.0,WNW,26.2,19.6,24.0,45.0,No,25.8,SalmonGums,57.0,28.0,No,5.9,0.0
SW,SW,2013-10-12,22.0,SW,17.4,14.1,40.0,46.0,No,15.6,SalmonGums,54.0,24.0,No,8.7,0.0
ESE,SE,2013-10-13,13.0,SSE,20.3,14.4,28.0,42.0,No,19.1,SalmonGums,30.0,13.0,No,-0.8,0.0
N,NNE,2013-10-14,17.0,NNW,24.9,17.4,18.0,39.0,No,24.1,SalmonGums,33.0,9.0,No,3.7,0.0
WNW,WNW,2013-10-15,13.0,W,30.9,21.8,12.0,31.0,No,29.1,SalmonGums,52.0,28.0,No,4.8,0.0
WSW,WSW,2013-10-16,28.0,S,23.2,19.9,49.0,56.0,No,19.0,SalmonGums,54.0,30.0,No,14.2,0.0
N,NW,2013-10-17,19.0,NNW,27.9,16.7,19.0,44.0,No,27.0,SalmonGums,44.0,17.0,No,0.9,0.6
WNW,WNW,2013-10-18,11.0,NNW,31.7,20.5,15.0,46.0,No,30.6,SalmonGums,41.0,19.0,No,6.5,0.0
W,NW,2013-10-19,15.0,SSW,27.1,21.1,53.0,53.0,No,20.9,SalmonGums,48.0,28.0,Yes,7.9,0.0
SE,SSE,2013-10-20,19.0,SSE,14.4,13.1,89.0,89.0,Yes,11.4,SalmonGums,37.0,20.0,Yes,10.2,11.2
S,SW,2013-10-21,15.0,SSW,18.0,12.7,50.0,74.0,Yes,14.5,SalmonGums,35.0,20.0,No,5.8,15.4
ESE,SSE,2013-10-22,11.0,S,19.8,14.3,37.0,59.0,No,18.7,SalmonGums,35.0,9.0,No,6.0,0.0
ESE,SE,2013-10-23,13.0,ESE,21.8,15.5,36.0,49.0,No,20.5,SalmonGums,39.0,22.0,No,1.1,0.0
NE,ENE,2013-10-24,24.0,E,21.0,15.9,44.0,60.0,No,19.2,SalmonGums,43.0,15.0,No,8.1,0.0
ENE,NE,2013-10-25,24.0,ENE,31.9,19.9,17.0,45.0,No,31.8,SalmonGums,44.0,13.0,No,10.0,0.0
WSW,SW,2013-10-26,19.0,SSW,24.6,18.9,53.0,64.0,No,21.6,SalmonGums,37.0,20.0,No,8.3,0.0
E,SSW,2013-10-27,15.0,NW,26.2,16.7,32.0,62.0,No,25.8,SalmonGums,39.0,9.0,No,13.8,0.0
ESE,E,2013-10-28,19.0,ENE,23.6,16.5,40.0,65.0,No,22.6,SalmonGums,33.0,15.0,No,10.6,0.0
NE,SE,2013-10-29,13.0,SSE,27.6,18.4,30.0,58.0,No,27.0,SalmonGums,35.0,9.0,No,9.3,0.0
NE,E,2013-10-30,19.0,N,32.6,21.8,20.0,41.0,No,32.1,SalmonGums,35.0,19.0,No,10.5,0.0
NNW,N,2013-10-31,28.0,S,38.9,30.5,41.0,14.0,No,27.9,SalmonGums,52.0,28.0,No,17.9,0.0
S,SSE,2013-11-01,15.0,SSE,23.9,16.4,52.0,75.0,No,21.1,SalmonGums,35.0,19.0,No,13.9,0.2
SSE,SSE,2013-11-02,26.0,SE,21.8,16.4,49.0,72.0,No,19.9,SalmonGums,44.0,30.0,No,12.6,0.2
E,ESE,2013-11-03,26.0,ENE,28.2,18.4,30.0,52.0,No,27.3,SalmonGums,48.0,19.0,No,12.8,0.0
N,N,2013-11-04,19.0,N,37.0,26.3,14.0,37.0,No,35.1,SalmonGums,41.0,11.0,No,14.9,0.0
SW,SSW,2013-11-05,20.0,SSW,21.6,21.2,63.0,69.0,No,19.9,SalmonGums,43.0,30.0,No,19.4,0.0
SE,SSE,2013-11-06,17.0,SSE,23.7,17.7,37.0,59.0,No,22.3,SalmonGums,43.0,15.0,No,9.9,0.0
SE,SSE,2013-11-07,22.0,SSE,21.8,14.9,49.0,87.0,No,17.7,SalmonGums,39.0,28.0,No,11.3,0.6
ESE,SSE,2013-11-08,11.0,ENE,23.2,17.0,28.0,49.0,No,22.3,SalmonGums,39.0,20.0,No,2.0,0.0
ENE,E,2013-11-09,17.0,ESE,26.1,18.7,22.0,42.0,No,25.5,SalmonGums,44.0,13.0,No,4.9,0.0
ENE,ENE,2013-11-10,24.0,E,26.9,18.9,23.0,40.0,No,26.4,SalmonGums,41.0,13.0,No,9.9,0.0
NNE,NNE,2013-11-11,22.0,NE,29.7,19.9,15.0,37.0,No,28.1,SalmonGums,43.0,15.0,No,10.9,0.0
NNE,N,2013-11-12,26.0,NE,33.5,24.5,12.0,24.0,No,33.0,SalmonGums,44.0,19.0,No,13.6,0.0
NE,NE,2013-11-13,17.0,E,30.9,22.3,16.0,28.0,No,29.9,SalmonGums,39.0,15.0,No,17.1,0.0
ESE,SE,2013-11-14,20.0,SE,30.0,21.5,26.0,47.0,No,29.0,SalmonGums,52.0,30.0,No,12.2,0.0
ENE,ESE,2013-11-15,26.0,ENE,26.8,18.0,29.0,55.0,No,25.5,SalmonGums,44.0,20.0,No,9.6,0.0
NE,NE,2013-11-16,20.0,NE,31.4,19.2,12.0,45.0,No,30.3,SalmonGums,43.0,19.0,No,8.8,0.0
NNE,W,2013-11-17,22.0,NNW,35.7,27.1,15.0,24.0,No,33.5,SalmonGums,61.0,11.0,No,13.6,0.0
SSE,SSE,2013-11-18,26.0,SSE,19.5,14.2,72.0,86.0,No,14.8,SalmonGums,48.0,28.0,No,14.0,0.2
SE,ESE,2013-11-19,28.0,ESE,21.6,15.8,32.0,37.0,No,18.6,SalmonGums,54.0,24.0,No,8.0,0.2
E,E,2013-11-20,22.0,E,22.4,15.9,32.0,47.0,No,19.9,SalmonGums,46.0,24.0,No,10.4,0.0
ENE,E,2013-11-21,20.0,ENE,25.7,19.3,26.0,42.0,No,24.1,SalmonGums,46.0,17.0,No,6.3,0.0
ENE,NE,2013-11-22,26.0,NNE,24.6,18.8,53.0,51.0,No,20.5,SalmonGums,44.0,15.0,Yes,11.3,0.0
ENE,E,2013-11-23,20.0,ENE,31.7,21.2,26.0,52.0,Yes,30.5,SalmonGums,43.0,20.0,No,11.3,1.2
NW,S,2013-11-24,13.0,S,34.1,25.6,36.0,37.0,No,29.6,SalmonGums,46.0,20.0,No,16.2,0.0
S,S,2013-11-25,19.0,SSW,25.9,20.9,34.0,42.0,No,23.8,SalmonGums,41.0,17.0,No,13.0,0.0
NE,SE,2013-11-26,13.0,N,30.7,20.5,22.0,43.0,No,29.4,SalmonGums,44.0,7.0,Yes,6.5,0.0
E,ENE,2013-11-27,19.0,W,18.9,12.6,86.0,93.0,Yes,17.4,SalmonGums,57.0,7.0,Yes,12.3,8.8
ENE,ENE,2013-11-28,17.0,ENE,26.6,15.8,45.0,80.0,Yes,25.4,SalmonGums,41.0,19.0,No,12.5,14.2
NE,NNE,2013-11-29,20.0,NE,31.9,21.2,30.0,56.0,No,30.8,SalmonGums,50.0,30.0,Yes,12.9,0.0
WNW,NW,2013-11-30,26.0,WNW,27.1,21.1,25.0,46.0,Yes,25.5,SalmonGums,57.0,24.0,No,15.1,4.0
WSW,SSE,2013-12-01,9.0,SSW,28.0,21.3,33.0,48.0,No,27.5,SalmonGums,43.0,13.0,No,9.2,0.0
ENE,SSE,2013-12-02,11.0,SW,31.0,20.9,28.0,56.0,No,28.8,SalmonGums,48.0,9.0,No,13.9,0.0
SW,SSW,2013-12-03,20.0,SSW,,18.0,30.0,49.0,No,22.3,SalmonGums,52.0,31.0,No,12.3,0.0
SSE,S,2013-12-04,22.0,S,23.0,17.4,30.0,45.0,No,21.9,SalmonGums,41.0,20.0,No,11.3,0.2
E,E,2013-12-05,15.0,ENE,26.9,16.6,28.0,49.0,No,25.0,SalmonGums,37.0,17.0,No,5.1,0.0
NNE,NNE,2013-12-06,22.0,ENE,29.1,17.7,31.0,52.0,No,27.3,SalmonGums,39.0,9.0,Yes,11.9,0.0
NE,SSW,2013-12-07,7.0,S,32.5,22.7,70.0,72.0,Yes,22.3,SalmonGums,48.0,31.0,Yes,17.2,3.6
SE,S,2013-12-08,11.0,SSE,25.4,18.4,42.0,48.0,Yes,22.5,SalmonGums,35.0,15.0,No,13.3,2.4
SSE,SSE,2013-12-09,11.0,S,23.9,17.1,33.0,51.0,No,22.3,SalmonGums,41.0,20.0,No,7.5,0.0
ESE,S,2013-12-10,7.0,S,26.9,17.7,26.0,51.0,No,25.1,SalmonGums,39.0,11.0,No,3.0,0.0
ESE,SSE,2013-12-11,7.0,SW,28.3,17.6,21.0,49.0,No,26.9,SalmonGums,35.0,11.0,No,4.1,0.0
E,SSE,2013-12-12,13.0,S,31.2,21.4,19.0,40.0,No,30.4,SalmonGums,41.0,11.0,No,5.5,0.0
E,SE,2013-12-13,13.0,SE,33.5,21.9,20.0,52.0,No,32.3,SalmonGums,33.0,7.0,No,10.6,0.0
NNE,E,2013-12-14,17.0,S,37.2,26.7,14.0,35.0,No,35.8,SalmonGums,33.0,7.0,No,13.9,0.0
N,N,2013-12-15,19.0,ENE,39.7,32.3,10.0,21.0,No,39.1,SalmonGums,39.0,13.0,No,18.0,0.0
N,ENE,2013-12-16,19.0,N,41.4,32.5,9.0,18.0,No,40.1,SalmonGums,43.0,11.0,No,13.1,0.0
N,NW,2013-12-17,24.0,N,45.1,35.9,7.0,13.0,No,43.4,SalmonGums,63.0,26.0,No,23.5,0.0
SSW,S,2013-12-18,20.0,SSW,26.5,20.2,55.0,69.0,No,23.3,SalmonGums,44.0,28.0,No,17.8,0.0
SE,SE,2013-12-19,30.0,SSE,20.6,17.9,68.0,74.0,No,19.1,SalmonGums,43.0,20.0,Yes,15.4,0.2
SSE,SSE,2013-12-20,22.0,SE,17.6,14.3,93.0,91.0,Yes,14.2,SalmonGums,39.0,20.0,Yes,13.4,2.2
SSW,S,2013-12-21,9.0,SSE,22.1,17.2,52.0,68.0,Yes,18.5,SalmonGums,39.0,20.0,No,10.5,4.6
E,SSE,2013-12-22,11.0,SSE,26.0,18.2,24.0,41.0,No,24.6,SalmonGums,35.0,11.0,No,3.1,0.0
NNW,NE,2013-12-23,13.0,NNE,32.1,24.8,14.0,33.0,No,31.0,SalmonGums,30.0,11.0,No,7.0,0.0
NNW,N,2013-12-24,22.0,NNW,39.1,29.2,8.0,19.0,No,38.8,SalmonGums,52.0,22.0,No,15.7,0.0
SE,SSE,2013-12-25,9.0,ENE,31.0,20.8,18.0,42.0,No,29.3,SalmonGums,35.0,9.0,No,11.5,0.0
NNE,SSW,2013-12-26,19.0,NNE,40.8,26.5,13.0,28.0,No,38.6,SalmonGums,56.0,7.0,No,15.6,0.0
SW,SW,2013-12-27,24.0,SSW,31.4,22.7,32.0,54.0,No,28.3,SalmonGums,59.0,30.0,No,15.6,0.0
SE,E,2013-12-28,17.0,ESE,30.8,20.1,20.0,46.0,No,29.4,SalmonGums,37.0,15.0,No,9.6,0.0
NNE,S,2013-12-29,19.0,NNE,38.1,26.7,15.0,33.0,No,37.2,SalmonGums,44.0,17.0,No,13.6,0.0
N,S,2013-12-30,19.0,NNW,44.5,34.4,12.0,20.0,No,41.8,SalmonGums,56.0,11.0,Yes,13.7,0.0
N,W,2013-12-31,2.0,WNW,40.4,28.1,70.0,60.0,Yes,26.4,SalmonGums,33.0,17.0,Yes,18.7,4.4
SE,SSE,2014-01-01,17.0,SE,22.9,16.4,64.0,85.0,Yes,20.6,SalmonGums,30.0,20.0,No,15.7,3.4
NNE,S,2014-01-02,9.0,WNW,30.8,22.1,35.0,55.0,No,28.9,SalmonGums,50.0,17.0,No,10.0,0.0
SW,S,2014-01-03,15.0,SSW,25.9,20.1,26.0,44.0,No,24.2,SalmonGums,43.0,19.0,No,15.2,0.0
NNW,S,2014-01-04,7.0,WNW,30.9,19.6,15.0,41.0,No,30.0,SalmonGums,46.0,13.0,No,4.8,0.0
SSE,SE,2014-01-05,11.0,ESE,28.6,19.3,23.0,48.0,No,27.4,SalmonGums,43.0,17.0,No,13.3,0.0
NE,ENE,2014-01-06,20.0,ENE,33.6,22.1,19.0,43.0,No,32.3,SalmonGums,41.0,22.0,No,12.4,0.0
NNE,SW,2014-01-07,26.0,N,40.9,30.0,12.0,23.0,No,40.1,SalmonGums,54.0,24.0,No,18.0,0.0
SSW,SSW,2014-01-08,20.0,SSE,30.6,23.0,32.0,56.0,No,27.7,SalmonGums,48.0,24.0,No,16.6,0.0
SSE,S,2014-01-09,15.0,S,32.9,23.0,27.0,57.0,No,30.7,SalmonGums,43.0,20.0,No,10.8,0.0
E,SSE,2014-01-10,11.0,E,34.5,22.2,15.0,47.0,No,33.3,SalmonGums,52.0,20.0,No,13.8,0.0
E,E,2014-01-11,17.0,E,36.8,23.4,14.0,48.0,No,35.1,SalmonGums,41.0,17.0,No,12.9,0.0
NE,ENE,2014-01-12,24.0,NNE,42.1,27.5,11.0,32.0,No,40.9,SalmonGums,39.0,19.0,No,15.9,0.0
SSW,SSW,2014-01-13,19.0,SSW,32.1,25.6,46.0,63.0,No,26.7,SalmonGums,46.0,26.0,No,23.1,0.0
S,SE,2014-01-14,19.0,SSE,29.9,21.6,37.0,55.0,No,27.5,SalmonGums,43.0,20.0,No,16.3,0.0
ENE,NNW,2014-01-15,17.0,NNW,38.8,21.9,24.0,53.0,No,36.0,SalmonGums,37.0,9.0,No,14.1,0.0
SW,S,2014-01-16,22.0,SSW,29.3,22.8,27.0,40.0,No,27.4,SalmonGums,48.0,24.0,No,16.4,0.0
SSE,SSE,2014-01-17,9.0,SE,29.2,20.8,28.0,49.0,No,28.7,SalmonGums,35.0,13.0,No,9.0,0.0
NE,SE,2014-01-18,15.0,SE,33.8,22.6,17.0,41.0,No,32.1,SalmonGums,39.0,11.0,No,10.2,0.0
E,SE,2014-01-19,13.0,ESE,34.9,23.0,18.0,46.0,No,33.5,SalmonGums,50.0,17.0,No,12.6,0.0
ESE,SE,2014-01-20,17.0,ESE,32.9,22.1,25.0,51.0,No,31.6,SalmonGums,44.0,17.0,No,12.4,0.0
E,E,2014-01-21,20.0,ENE,32.3,22.8,26.0,52.0,No,31.0,SalmonGums,46.0,15.0,No,15.9,0.0
ENE,ENE,2014-01-22,22.0,ENE,27.4,22.9,56.0,65.0,No,23.9,SalmonGums,46.0,22.0,Yes,19.1,0.0
SE,E,2014-01-23,19.0,SE,22.1,18.8,86.0,90.0,Yes,21.0,SalmonGums,35.0,22.0,No,17.9,16.6
SE,ESE,2014-01-24,19.0,ESE,27.5,20.4,51.0,82.0,No,26.0,SalmonGums,41.0,24.0,No,17.8,1.0
NE,NE,2014-01-25,22.0,NNE,28.7,20.5,55.0,68.0,No,25.4,SalmonGums,37.0,20.0,No,16.6,0.0
NNW,S,2014-01-26,19.0,SSW,35.4,27.6,49.0,59.0,No,30.1,SalmonGums,44.0,28.0,No,20.0,0.4
WNW,SSW,2014-01-27,4.0,S,34.0,26.1,61.0,66.0,No,26.5,SalmonGums,46.0,30.0,No,19.1,0.0
SSE,SE,2014-01-28,26.0,SE,25.9,21.0,34.0,45.0,No,24.2,SalmonGums,44.0,17.0,No,12.6,0.2
E,E,2014-01-29,17.0,ENE,29.3,20.5,32.0,47.0,No,27.7,SalmonGums,39.0,13.0,No,6.8,0.0
NNE,NNE,2014-01-30,19.0,NNE,36.8,26.1,27.0,48.0,No,35.3,SalmonGums,33.0,19.0,No,17.2,0.0
NNE,WNW,2014-01-31,19.0,W,36.5,31.0,44.0,37.0,No,29.9,SalmonGums,48.0,4.0,No,20.3,0.0
SE,SSE,2014-02-01,7.0,SE,29.1,18.8,50.0,93.0,No,28.6,SalmonGums,41.0,11.0,Yes,17.9,0.6
S,SSE,2014-02-02,17.0,S,26.2,17.2,47.0,92.0,Yes,24.0,SalmonGums,46.0,20.0,Yes,16.4,7.2
ESE,ESE,2014-02-03,24.0,E,27.0,18.7,36.0,52.0,Yes,26.0,SalmonGums,43.0,24.0,No,14.1,5.8
ENE,ENE,2014-02-04,20.0,E,31.4,21.4,29.0,54.0,No,30.9,SalmonGums,37.0,19.0,No,12.8,0.0
NE,ESE,2014-02-05,9.0,NNE,37.8,24.6,20.0,52.0,No,36.5,SalmonGums,30.0,9.0,No,14.9,0.0
NNE,SSW,2014-02-06,4.0,SSW,37.2,27.6,46.0,51.0,No,29.1,SalmonGums,44.0,30.0,No,17.6,0.0
ESE,S,2014-02-07,9.0,S,28.1,18.8,50.0,83.0,No,26.5,SalmonGums,39.0,19.0,No,17.1,0.2
SSW,SSW,2014-02-08,22.0,S,25.6,20.5,42.0,47.0,No,22.7,SalmonGums,46.0,28.0,No,14.6,0.0
E,E,2014-02-09,22.0,E,28.7,18.3,25.0,46.0,No,27.9,SalmonGums,37.0,20.0,No,6.8,0.0
NNE,SW,2014-02-10,20.0,E,34.4,23.4,27.0,55.0,No,32.8,SalmonGums,48.0,15.0,Yes,15.0,0.8
S,,2014-02-11,20.0,SE,,18.4,91.0,95.0,Yes,18.8,SalmonGums,,20.0,,17.7,10.6
ESE,SSE,2014-02-12,13.0,SE,22.3,18.5,78.0,90.0,,21.1,SalmonGums,30.0,17.0,No,17.0,
SSE,SE,2014-02-13,22.0,SE,23.6,19.6,65.0,76.0,No,22.5,SalmonGums,37.0,22.0,No,16.9,0.0
ESE,SE,2014-02-14,9.0,S,29.2,19.7,29.0,61.0,No,27.8,SalmonGums,31.0,9.0,No,15.6,0.0
NNW,NE,2014-02-15,7.0,NE,33.7,24.6,31.0,57.0,No,31.3,SalmonGums,28.0,13.0,No,10.8,0.0
N,NNW,2014-02-16,26.0,SSE,37.7,28.9,77.0,36.0,No,24.9,SalmonGums,48.0,15.0,Yes,20.9,0.0
SSE,S,2014-02-17,13.0,S,29.1,20.9,26.0,57.0,Yes,27.6,SalmonGums,35.0,17.0,No,16.4,1.4
SE,S,2014-02-18,11.0,SSE,28.0,18.4,30.0,62.0,No,27.5,SalmonGums,57.0,17.0,No,6.6,0.0
ENE,SSE,2014-02-19,13.0,SE,27.6,17.7,31.0,65.0,No,26.6,SalmonGums,37.0,13.0,No,11.4,0.0
ENE,ESE,2014-02-20,17.0,SE,28.6,20.1,28.0,57.0,No,27.2,SalmonGums,44.0,15.0,No,9.8,0.0
ENE,ESE,2014-02-21,20.0,E,26.5,18.9,39.0,56.0,No,25.0,SalmonGums,44.0,22.0,No,12.4,0.0
NE,E,2014-02-22,24.0,E,28.3,19.6,31.0,58.0,No,26.8,SalmonGums,43.0,15.0,No,13.2,0.0
NE,SSE,2014-02-23,11.0,SE,31.9,21.7,28.0,59.0,No,29.1,SalmonGums,37.0,9.0,No,13.8,0.0
NW,SSW,2014-02-24,19.0,WSW,36.7,27.3,15.0,36.0,No,35.3,SalmonGums,54.0,7.0,No,12.6,0.0
SSE,S,2014-02-25,20.0,S,27.1,20.0,39.0,63.0,No,23.7,SalmonGums,54.0,22.0,No,15.4,0.0
ESE,S,2014-02-26,19.0,ESE,24.8,17.1,30.0,54.0,No,23.0,SalmonGums,37.0,11.0,No,9.9,0.0
NNE,ENE,2014-02-27,19.0,NE,28.1,19.6,24.0,48.0,No,27.0,SalmonGums,37.0,13.0,No,4.9,0.0
NNE,ENE,2014-02-28,19.0,E,30.2,21.6,24.0,49.0,No,29.6,SalmonGums,39.0,13.0,No,12.4,0.0
NE,NE,2014-03-01,20.0,NNE,31.5,21.3,20.0,51.0,No,31.4,SalmonGums,35.0,7.0,No,13.4,0.0
NNE,NE,2014-03-02,15.0,ENE,34.4,24.1,13.0,44.0,No,33.6,SalmonGums,28.0,13.0,No,11.3,0.0
N,S,2014-03-03,17.0,SW,37.8,29.8,9.0,26.0,No,36.9,SalmonGums,41.0,4.0,No,17.0,0.0
S,S,2014-03-04,20.0,SSE,27.4,19.7,34.0,61.0,No,26.0,SalmonGums,44.0,24.0,No,17.2,0.0
ESE,SSE,2014-03-05,17.0,E,27.8,20.3,28.0,49.0,No,26.3,SalmonGums,39.0,15.0,No,7.1,0.0
E,E,2014-03-06,15.0,E,29.4,19.9,23.0,52.0,No,28.4,SalmonGums,37.0,17.0,No,8.0,0.0
ENE,ENE,2014-03-07,22.0,NE,33.4,21.8,23.0,49.0,No,31.5,SalmonGums,43.0,24.0,No,13.9,0.0
NNW,NNW,2014-03-08,26.0,SSW,34.3,28.6,59.0,25.0,No,23.6,SalmonGums,48.0,28.0,No,21.6,0.0
SSE,SSE,2014-03-09,4.0,SSW,26.7,17.4,41.0,85.0,No,25.1,SalmonGums,35.0,11.0,No,12.6,0.0
NE,SSE,2014-03-10,13.0,SSW,29.6,20.3,27.0,53.0,No,29.4,SalmonGums,35.0,6.0,No,6.4,0.2
SE,SSE,2014-03-11,15.0,S,29.1,21.3,31.0,56.0,No,28.2,SalmonGums,37.0,13.0,No,11.0,0.0
NNE,N,2014-03-12,20.0,ENE,32.2,21.5,21.0,47.0,No,31.4,SalmonGums,33.0,13.0,No,10.7,0.0
N,NNW,2014-03-13,26.0,N,30.3,26.2,47.0,30.0,No,26.9,SalmonGums,44.0,19.0,No,16.5,0.0
SW,SSW,2014-03-14,19.0,SSW,25.2,19.4,37.0,57.0,No,23.8,SalmonGums,48.0,26.0,No,16.8,0.0
WSW,SW,2014-03-15,17.0,SW,24.1,18.1,38.0,57.0,No,22.6,SalmonGums,39.0,20.0,No,9.6,0.0
SW,S,2014-03-16,13.0,WSW,29.8,20.1,30.0,54.0,No,28.9,SalmonGums,37.0,13.0,No,10.0,0.0
SE,S,2014-03-17,9.0,SSE,30.6,22.1,32.0,59.0,No,29.4,SalmonGums,37.0,9.0,No,15.1,0.0
ESE,S,2014-03-18,17.0,E,30.3,19.1,35.0,70.0,No,29.3,SalmonGums,41.0,7.0,No,16.3,0.0
ESE,S,2014-03-19,9.0,SE,32.2,22.2,33.0,63.0,No,31.4,SalmonGums,39.0,11.0,No,12.0,0.0
SSE,SE,2014-03-20,17.0,SSE,25.2,19.4,37.0,71.0,No,23.8,SalmonGums,46.0,26.0,No,15.0,0.0
E,ENE,2014-03-21,28.0,NNE,26.2,18.1,32.0,53.0,No,25.4,SalmonGums,41.0,17.0,No,13.0,0.0
NE,E,2014-03-22,11.0,E,23.3,14.2,57.0,89.0,No,22.9,SalmonGums,39.0,13.0,Yes,14.1,0.6
NE,ENE,2014-03-23,19.0,ESE,26.4,19.3,34.0,63.0,Yes,25.3,SalmonGums,41.0,20.0,No,12.3,3.0
NE,NNE,2014-03-24,17.0,ENE,29.0,19.6,27.0,56.0,No,28.0,SalmonGums,33.0,17.0,No,10.9,0.0
NE,E,2014-03-25,20.0,NNE,29.6,20.0,25.0,58.0,No,28.3,SalmonGums,33.0,17.0,No,11.5,0.0
NNE,N,2014-03-26,19.0,E,29.4,19.8,24.0,58.0,No,28.4,SalmonGums,31.0,11.0,No,12.4,0.0
NNW,SW,2014-03-27,7.0,NW,29.3,24.0,25.0,39.0,No,27.9,SalmonGums,33.0,7.0,No,17.1,0.0
SSE,S,2014-03-28,11.0,NW,29.7,20.4,29.0,71.0,No,29.1,SalmonGums,24.0,11.0,No,14.7,0.0
N,NNW,2014-03-29,22.0,WNW,33.0,25.1,20.0,32.0,No,30.9,SalmonGums,48.0,22.0,Yes,15.4,0.0
W,WNW,2014-03-30,26.0,W,24.4,16.9,35.0,55.0,Yes,23.5,SalmonGums,43.0,19.0,No,12.9,3.2
NW,NW,2014-03-31,7.0,WNW,27.9,20.1,28.0,54.0,No,26.5,SalmonGums,35.0,17.0,No,5.3,0.0
SSW,SSW,2014-04-01,22.0,S,21.9,16.4,40.0,75.0,No,18.6,SalmonGums,41.0,19.0,No,9.7,0.0
SE,S,2014-04-02,7.0,S,22.0,17.5,33.0,43.0,No,21.0,SalmonGums,30.0,15.0,No,12.1,0.0
NNE,SSE,2014-04-03,11.0,E,23.5,17.4,31.0,58.0,No,22.3,SalmonGums,26.0,9.0,No,2.0,0.0
NE,NE,2014-04-04,20.0,ENE,26.4,18.9,25.0,53.0,No,25.5,SalmonGums,31.0,13.0,No,9.1,0.0
NE,NNE,2014-04-05,15.0,NNE,27.6,18.7,24.0,48.0,No,26.3,SalmonGums,37.0,17.0,No,10.5,0.0
ENE,SSE,2014-04-06,9.0,S,28.6,20.0,25.0,52.0,No,27.6,SalmonGums,37.0,7.0,No,11.1,0.0
S,SSW,2014-04-07,17.0,SSW,26.3,19.4,39.0,70.0,No,25.4,SalmonGums,35.0,17.0,No,11.7,0.0
E,ESE,2014-04-08,6.0,E,26.7,18.7,32.0,67.0,No,25.9,SalmonGums,30.0,11.0,No,12.9,0.0
NE,NE,2014-04-09,13.0,ESE,26.6,19.4,35.0,70.0,No,24.9,SalmonGums,28.0,7.0,No,8.1,0.0
NNE,SE,2014-04-10,11.0,ESE,27.6,21.4,34.0,62.0,No,25.3,SalmonGums,28.0,6.0,No,12.2,0.0
NNE,NE,2014-04-11,17.0,E,28.0,20.3,29.0,58.0,No,26.8,SalmonGums,28.0,7.0,No,11.9,0.0
N,N,2014-04-12,20.0,E,30.9,21.4,24.0,47.0,No,30.0,SalmonGums,35.0,7.0,No,11.9,0.0
NNW,E,2014-04-13,13.0,ENE,30.9,24.5,23.0,35.0,No,30.6,SalmonGums,30.0,7.0,No,13.3,0.0
N,NE,2014-04-14,15.0,N,31.1,23.1,23.0,41.0,No,29.9,SalmonGums,33.0,17.0,No,11.8,0.0
NNW,NW,2014-04-15,24.0,WNW,33.1,23.4,18.0,39.0,No,32.3,SalmonGums,50.0,20.0,No,17.6,0.0
SE,S,2014-04-16,7.0,WNW,24.8,17.4,40.0,81.0,No,24.0,SalmonGums,24.0,7.0,No,10.8,0.2
WSW,S,2014-04-17,13.0,SSW,26.7,19.8,34.0,58.0,No,26.0,SalmonGums,39.0,20.0,No,6.6,0.0
ENE,NE,2014-04-18,19.0,ENE,24.5,18.9,45.0,59.0,No,23.5,SalmonGums,30.0,11.0,No,9.8,0.0
NW,S,2014-04-19,13.0,SSW,29.6,23.8,36.0,38.0,No,25.8,SalmonGums,39.0,26.0,No,9.4,0.0
ESE,S,2014-04-20,13.0,S,23.4,17.7,49.0,71.0,No,22.2,SalmonGums,26.0,11.0,No,14.9,0.0
SSW,S,2014-04-21,15.0,SSW,21.6,16.7,45.0,71.0,No,19.5,SalmonGums,37.0,20.0,No,10.3,0.0
N,NW,2014-04-22,9.0,W,22.7,15.9,29.0,55.0,No,22.4,SalmonGums,22.0,9.0,No,1.8,0.0
SSW,S,2014-04-23,7.0,SSW,24.6,17.4,30.0,43.0,No,23.4,SalmonGums,28.0,15.0,No,2.2,0.0
ENE,N,2014-04-24,19.0,NNE,27.4,17.5,28.0,68.0,No,26.5,SalmonGums,37.0,19.0,No,7.2,0.0
W,W,2014-04-25,4.0,SW,22.6,17.9,65.0,86.0,No,20.0,SalmonGums,33.0,11.0,Yes,16.4,0.4
E,ENE,2014-04-26,15.0,ENE,19.5,15.2,85.0,91.0,Yes,17.8,SalmonGums,31.0,15.0,Yes,14.2,1.4
