wind dir 9 am,rainfall,wind gust speed,max temp f,humidity 9 am,wind speed 3 pm,rain today,temp 3 pm f,wind speed 9 am,temp 9 am f,location,humidity 3 pm,date,min temp f,wind gust dir,wind dir 3 pm,rain tomorrow
,0.0,17.0,39.38,58.0,6.0,No,35.96,0.0,32.18,MountGinini,59.0,2013-06-21,26.42,WNW,NNW,No
E,0.0,35.0,36.14,82.0,9.0,No,33.44,11.0,30.56,MountGinini,88.0,2013-06-22,26.96,E,E,No
ESE,0.0,37.0,35.24,74.0,13.0,No,32.18,17.0,28.22,MountGinini,95.0,2013-06-23,24.439999999999998,ESE,E,Yes
ESE,5.6,80.0,32.18,96.0,20.0,Yes,29.66,2.0,30.38,MountGinini,96.0,2013-06-24,28.04,ESE,ESE,Yes
ESE,27.2,78.0,33.98,96.0,11.0,Yes,33.8,19.0,30.92,MountGinini,96.0,2013-06-25,29.12,E,ESE,No
ESE,0.0,56.0,40.64,96.0,6.0,No,40.1,19.0,32.54,MountGinini,93.0,2013-06-26,29.66,ESE,ESE,No
NE,0.0,31.0,39.02,97.0,11.0,No,37.04,7.0,35.24,MountGinini,97.0,2013-06-27,32.0,ENE,ENE,No
E,0.0,30.0,40.46,96.0,4.0,No,39.56,2.0,37.58,MountGinini,96.0,2013-06-28,35.06,E,E,No
E,0.0,33.0,37.4,96.0,6.0,No,36.68,13.0,34.88,MountGinini,96.0,2013-06-29,33.8,ENE,ESE,No
SSE,0.4,31.0,43.7,96.0,7.0,No,41.0,7.0,36.68,MountGinini,81.0,2013-06-30,31.82,ESE,W,No
SW,0.0,50.0,42.980000000000004,95.0,24.0,No,35.24,28.0,34.34,MountGinini,95.0,2013-07-01,32.36,SW,SW,No
SW,0.0,48.0,43.879999999999995,97.0,19.0,No,41.18,26.0,33.44,MountGinini,71.0,2013-07-02,29.84,SSW,WSW,No
SW,0.0,44.0,45.32,20.0,13.0,No,43.7,15.0,39.92,MountGinini,49.0,2013-07-03,31.1,SW,WSW,No
WNW,0.0,67.0,33.08,97.0,22.0,No,31.28,22.0,30.74,MountGinini,96.0,2013-07-04,27.14,NW,WNW,Yes
W,5.0,80.0,28.04,96.0,26.0,Yes,26.240000000000002,30.0,25.880000000000003,MountGinini,96.0,2013-07-05,25.7,WNW,W,No
WSW,0.2,65.0,29.84,96.0,28.0,No,28.580000000000002,22.0,27.14,MountGinini,97.0,2013-07-06,24.26,WSW,W,Yes
WSW,2.4,46.0,31.46,96.0,11.0,Yes,30.74,22.0,28.94,MountGinini,96.0,2013-07-07,26.6,WSW,WSW,No
SW,0.2,48.0,33.98,96.0,20.0,No,32.0,17.0,30.2,MountGinini,94.0,2013-07-08,28.22,W,SW,No
ESE,0.0,31.0,36.14,91.0,7.0,No,32.36,4.0,29.12,MountGinini,86.0,2013-07-09,25.34,ENE,ENE,No
NE,0.0,31.0,37.58,97.0,9.0,No,34.52,11.0,30.56,MountGinini,97.0,2013-07-10,26.060000000000002,NNE,NW,No
NNE,0.2,30.0,43.879999999999995,94.0,6.0,No,40.1,4.0,35.24,MountGinini,66.0,2013-07-11,28.04,NW,WNW,No
WSW,0.0,39.0,45.14,95.0,9.0,No,43.519999999999996,19.0,35.6,MountGinini,61.0,2013-07-12,31.1,WSW,W,No
W,0.0,20.0,44.06,97.0,6.0,No,39.56,7.0,37.76,MountGinini,94.0,2013-07-13,34.16,NNE,NW,No
WNW,1.0,48.0,41.36,97.0,20.0,No,38.839999999999996,15.0,36.5,MountGinini,97.0,2013-07-14,34.7,NW,NW,Yes
NW,19.6,50.0,40.64,96.0,13.0,Yes,39.74,24.0,38.48,MountGinini,96.0,2013-07-15,35.96,NW,WNW,Yes
WNW,17.8,33.0,43.519999999999996,96.0,9.0,Yes,40.82,13.0,40.46,MountGinini,96.0,2013-07-16,38.3,NNW,WNW,Yes
WNW,8.6,61.0,42.980000000000004,96.0,22.0,Yes,41.72,20.0,39.38,MountGinini,96.0,2013-07-17,37.76,NW,WNW,Yes
NW,6.0,63.0,44.42,96.0,24.0,Yes,44.239999999999995,26.0,42.08,MountGinini,96.0,2013-07-18,39.02,N,NNW,Yes
NNW,16.6,78.0,42.08,96.0,24.0,Yes,39.2,30.0,41.18,MountGinini,96.0,2013-07-19,39.74,NW,WNW,Yes
NW,9.4,67.0,30.92,96.0,31.0,Yes,26.240000000000002,24.0,30.74,MountGinini,95.0,2013-07-20,30.56,NW,WNW,Yes
W,24.2,44.0,25.34,96.0,9.0,Yes,24.62,13.0,22.64,MountGinini,96.0,2013-07-21,21.38,W,W,Yes
W,2.6,41.0,26.78,96.0,15.0,Yes,26.240000000000002,15.0,24.26,MountGinini,97.0,2013-07-22,22.1,W,WNW,Yes
SW,1.4,44.0,37.94,97.0,13.0,Yes,30.74,13.0,26.78,MountGinini,97.0,2013-07-23,24.26,SSW,SSW,No
SSE,0.0,37.0,40.64,31.0,13.0,No,39.92,15.0,37.58,MountGinini,37.0,2013-07-24,24.8,SSE,SSE,No
WSW,0.0,30.0,41.54,23.0,15.0,No,38.12,17.0,36.68,MountGinini,64.0,2013-07-25,33.8,SW,WSW,No
WSW,0.0,35.0,43.16,19.0,13.0,No,40.46,17.0,36.86,MountGinini,39.0,2013-07-26,32.18,WSW,SW,No
NNW,0.0,37.0,42.980000000000004,46.0,13.0,No,41.9,11.0,39.92,MountGinini,40.0,2013-07-27,32.18,NW,WNW,No
NW,0.0,63.0,39.2,64.0,22.0,No,38.12,24.0,37.04,MountGinini,93.0,2013-07-28,33.98,NW,NW,No
WNW,0.0,67.0,39.74,97.0,22.0,No,38.660000000000004,22.0,36.14,MountGinini,97.0,2013-07-29,34.7,NW,NW,Yes
WSW,11.8,48.0,42.260000000000005,96.0,9.0,Yes,38.3,19.0,34.52,MountGinini,85.0,2013-07-30,33.8,NW,SW,No
N,0.0,20.0,44.42,97.0,4.0,No,43.519999999999996,7.0,36.68,MountGinini,72.0,2013-07-31,30.74,ENE,NNW,No
WSW,0.0,31.0,45.86,97.0,7.0,No,44.6,15.0,32.54,MountGinini,72.0,2013-08-01,28.76,W,WNW,No
W,0.0,72.0,38.3,95.0,28.0,No,33.26,24.0,33.26,MountGinini,95.0,2013-08-02,28.94,W,WNW,Yes
WSW,2.2,85.0,32.54,97.0,17.0,Yes,32.18,24.0,24.62,MountGinini,95.0,2013-08-03,23.9,SW,W,Yes
W,6.2,50.0,30.56,97.0,19.0,Yes,28.580000000000002,17.0,28.22,MountGinini,97.0,2013-08-04,24.62,W,W,Yes
,2.4,70.0,34.34,97.0,30.0,Yes,32.0,0.0,30.38,MountGinini,97.0,2013-08-05,26.060000000000002,W,W,Yes
W,6.6,74.0,32.9,96.0,28.0,Yes,29.66,31.0,32.72,MountGinini,96.0,2013-08-06,30.38,W,WSW,Yes
SSW,10.6,30.0,32.18,96.0,15.0,Yes,31.28,9.0,24.08,MountGinini,97.0,2013-08-07,23.18,WSW,W,Yes
SSE,1.8,43.0,31.28,97.0,15.0,Yes,30.38,19.0,28.4,MountGinini,97.0,2013-08-08,23.72,SSE,SSW,No
WSW,0.0,74.0,35.78,95.0,17.0,No,35.24,26.0,27.32,MountGinini,94.0,2013-08-09,25.52,W,WSW,No
WSW,0.0,72.0,44.06,98.0,15.0,No,42.980000000000004,24.0,34.34,MountGinini,58.0,2013-08-10,27.14,WSW,W,No
SW,0.0,43.0,42.620000000000005,25.0,19.0,No,39.74,13.0,36.14,MountGinini,72.0,2013-08-11,29.3,W,W,Yes
W,8.0,91.0,37.22,97.0,50.0,Yes,32.36,28.0,36.32,MountGinini,97.0,2013-08-12,30.74,W,W,Yes
WSW,11.2,72.0,35.06,97.0,28.0,Yes,33.44,26.0,26.78,MountGinini,93.0,2013-08-13,25.880000000000003,WSW,W,No
W,0.4,81.0,41.0,98.0,24.0,No,40.28,26.0,34.16,MountGinini,79.0,2013-08-14,26.240000000000002,NW,W,Yes
SSW,7.6,65.0,37.4,97.0,13.0,Yes,36.5,22.0,25.34,MountGinini,94.0,2013-08-15,23.18,SW,SW,No
NW,0.0,70.0,44.42,38.0,17.0,No,43.16,17.0,37.4,MountGinini,49.0,2013-08-16,25.34,NW,NW,Yes
W,10.0,72.0,39.02,98.0,15.0,Yes,35.96,15.0,32.9,MountGinini,92.0,2013-08-17,30.38,NW,W,Yes
W,1.4,80.0,39.56,97.0,37.0,Yes,36.32,28.0,31.64,MountGinini,95.0,2013-08-18,28.4,W,W,Yes
W,6.4,63.0,28.580000000000002,97.0,28.0,Yes,25.880000000000003,19.0,27.14,MountGinini,97.0,2013-08-19,26.240000000000002,W,W,Yes
WSW,8.4,52.0,25.16,,24.0,Yes,,11.0,,MountGinini,,2013-08-20,20.3,WSW,SW,Yes
SW,1.6,44.0,30.2,97.0,17.0,Yes,28.4,13.0,25.16,MountGinini,97.0,2013-08-21,21.2,WSW,W,Yes
W,3.8,57.0,32.0,97.0,19.0,Yes,29.84,17.0,27.68,MountGinini,97.0,2013-08-22,24.26,W,W,Yes
W,11.6,78.0,36.5,97.0,28.0,Yes,33.44,30.0,31.82,MountGinini,97.0,2013-08-23,27.5,SW,W,No
S,1.0,52.0,48.379999999999995,96.0,11.0,No,45.86,30.0,36.5,MountGinini,90.0,2013-08-24,31.64,SW,W,No
SW,0.0,46.0,46.22,95.0,19.0,No,45.68,24.0,33.44,MountGinini,50.0,2013-08-25,30.74,WSW,WSW,No
WNW,0.0,30.0,44.42,49.0,15.0,No,39.74,4.0,43.7,MountGinini,78.0,2013-08-26,28.76,SW,SW,No
W,0.0,39.0,49.64,66.0,9.0,No,48.379999999999995,15.0,42.44,MountGinini,56.0,2013-08-27,33.08,SW,W,No
SW,0.0,41.0,53.06,98.0,15.0,No,49.64,19.0,40.46,MountGinini,82.0,2013-08-28,35.78,SW,NNE,No
N,0.0,69.0,48.379999999999995,80.0,17.0,No,44.6,13.0,44.239999999999995,MountGinini,79.0,2013-08-29,35.6,NNE,NNE,Yes
W,10.8,67.0,46.94,98.0,26.0,Yes,44.42,30.0,40.28,MountGinini,86.0,2013-08-30,37.76,NNW,W,No
W,0.2,50.0,50.36,93.0,15.0,No,48.379999999999995,7.0,38.660000000000004,MountGinini,58.0,2013-08-31,35.24,WSW,WNW,No
WNW,0.0,31.0,57.379999999999995,52.0,6.0,No,57.02,9.0,46.04,MountGinini,33.0,2013-09-01,37.4,SW,SW,No
SE,0.0,44.0,61.7,40.0,7.0,No,59.72,7.0,53.06,MountGinini,43.0,2013-09-02,42.44,SSW,ENE,No
SW,0.0,26.0,60.26,56.0,9.0,No,56.120000000000005,6.0,51.620000000000005,MountGinini,55.0,2013-09-03,43.519999999999996,NNE,NNE,No
NW,0.0,33.0,58.1,63.0,13.0,No,55.76,13.0,49.1,MountGinini,54.0,2013-09-04,40.64,W,WNW,No
WSW,0.0,46.0,56.48,82.0,11.0,No,52.7,13.0,48.56,MountGinini,71.0,2013-09-05,41.36,WSW,W,No
W,0.0,46.0,57.92,85.0,20.0,No,53.78,13.0,49.64,MountGinini,57.0,2013-09-06,42.44,WNW,WNW,No
W,0.0,69.0,56.120000000000005,97.0,28.0,No,51.620000000000005,24.0,47.66,MountGinini,68.0,2013-09-07,44.6,W,W,No
W,0.0,30.0,53.42,26.0,11.0,No,50.72,13.0,45.14,MountGinini,37.0,2013-09-08,34.52,WNW,W,No
NW,0.0,70.0,59.9,15.0,28.0,No,56.48,13.0,50.54,MountGinini,39.0,2013-09-09,37.58,NW,NW,No
W,0.4,69.0,48.74,93.0,30.0,No,42.980000000000004,19.0,43.879999999999995,MountGinini,90.0,2013-09-10,39.92,W,WNW,No
WSW,0.0,80.0,42.44,88.0,19.0,No,35.06,22.0,33.98,MountGinini,86.0,2013-09-11,29.84,WSW,WSW,No
WSW,0.0,65.0,42.08,90.0,19.0,No,37.22,17.0,36.5,MountGinini,71.0,2013-09-12,29.3,WSW,WSW,No
E,0.0,46.0,39.38,88.0,17.0,No,34.52,24.0,30.74,MountGinini,93.0,2013-09-13,20.66,ENE,ENE,Yes
NE,21.4,31.0,46.22,98.0,9.0,Yes,44.78,6.0,37.4,MountGinini,78.0,2013-09-14,30.2,SW,WSW,No
WSW,0.2,31.0,49.64,98.0,6.0,No,49.1,6.0,37.22,MountGinini,78.0,2013-09-15,32.9,ENE,N,No
ENE,0.0,72.0,41.54,98.0,24.0,No,39.74,17.0,39.2,MountGinini,97.0,2013-09-16,36.14,ENE,ENE,Yes
SW,83.8,59.0,40.1,97.0,24.0,Yes,38.3,20.0,38.12,MountGinini,97.0,2013-09-17,37.76,ENE,WSW,Yes
WSW,24.8,91.0,45.32,97.0,24.0,Yes,40.1,28.0,37.94,MountGinini,99.0,2013-09-18,36.86,W,W,Yes
W,9.2,76.0,34.16,98.0,22.0,Yes,32.36,13.0,31.1,MountGinini,97.0,2013-09-19,28.22,WSW,W,Yes
W,2.6,61.0,35.24,97.0,26.0,Yes,31.46,28.0,29.3,MountGinini,97.0,2013-09-20,28.4,WSW,WSW,Yes
SSW,4.0,54.0,51.26,98.0,11.0,Yes,49.1,15.0,35.06,MountGinini,50.0,2013-09-21,29.12,SW,W,No
WSW,0.0,44.0,48.56,94.0,15.0,No,45.32,15.0,40.28,MountGinini,86.0,2013-09-22,34.34,SW,NW,No
NW,0.2,48.0,59.72,68.0,17.0,No,58.64,13.0,47.84,MountGinini,36.0,2013-09-23,38.48,WNW,WNW,No
W,0.0,63.0,59.36,50.0,19.0,No,55.94,13.0,50.54,MountGinini,65.0,2013-09-24,42.8,NNW,W,No
W,0.0,56.0,59.9,68.0,26.0,No,57.56,22.0,50.18,MountGinini,48.0,2013-09-25,42.08,W,W,No
W,0.0,98.0,42.08,96.0,35.0,No,35.24,35.0,41.9,MountGinini,93.0,2013-09-26,41.72,WSW,W,No
SW,1.0,59.0,55.4,41.0,13.0,No,53.24,15.0,41.36,MountGinini,40.0,2013-09-27,26.6,SW,WNW,No
W,0.0,91.0,44.96,62.0,28.0,No,40.82,24.0,42.620000000000005,MountGinini,90.0,2013-09-28,37.58,W,W,No
SW,0.0,56.0,53.42,61.0,20.0,No,51.08,15.0,42.260000000000005,MountGinini,44.0,2013-09-29,29.3,SW,WSW,No
WNW,0.0,63.0,62.959999999999994,75.0,22.0,No,59.9,19.0,44.6,MountGinini,40.0,2013-09-30,36.5,NW,WNW,No
W,0.0,94.0,49.28,43.0,28.0,No,33.26,30.0,49.28,MountGinini,98.0,2013-10-01,44.6,WNW,W,Yes
W,10.0,74.0,43.879999999999995,94.0,35.0,Yes,41.72,26.0,35.96,MountGinini,75.0,2013-10-02,28.580000000000002,WNW,WNW,Yes
SSW,7.8,48.0,41.54,98.0,20.0,Yes,35.96,15.0,30.92,MountGinini,93.0,2013-10-03,28.580000000000002,WSW,SSW,No
SSW,0.2,33.0,53.96,31.0,7.0,No,53.06,19.0,41.54,MountGinini,60.0,2013-10-04,27.14,S,W,No
WSW,0.2,43.0,55.22,47.0,20.0,No,51.8,20.0,46.4,MountGinini,47.0,2013-10-05,38.3,W,WSW,No
WNW,0.0,78.0,60.08,47.0,22.0,No,55.94,26.0,47.66,MountGinini,40.0,2013-10-06,41.54,WNW,W,No
SSW,0.0,43.0,53.78,93.0,7.0,No,47.3,17.0,38.48,MountGinini,77.0,2013-10-07,32.36,W,N,No
S,0.0,37.0,54.32,79.0,6.0,No,51.26,19.0,38.48,MountGinini,57.0,2013-10-08,31.82,S,NNW,No
WSW,0.0,52.0,62.959999999999994,32.0,22.0,No,60.26,20.0,46.94,MountGinini,35.0,2013-10-09,37.4,W,W,No
WNW,0.0,70.0,65.12,34.0,28.0,No,64.4,33.0,53.42,MountGinini,31.0,2013-10-10,46.76,WSW,WNW,Yes
SW,1.4,80.0,54.5,83.0,15.0,Yes,53.42,13.0,37.58,MountGinini,36.0,2013-10-11,32.18,WSW,WSW,No
WSW,0.2,50.0,62.059999999999995,34.0,17.0,No,60.8,11.0,48.56,MountGinini,30.0,2013-10-12,34.7,SW,WNW,No
NW,0.0,69.0,61.34,27.0,24.0,No,56.120000000000005,22.0,53.42,MountGinini,38.0,2013-10-13,44.96,NW,WNW,Yes
SW,2.6,46.0,45.14,96.0,13.0,Yes,45.14,15.0,27.68,MountGinini,54.0,2013-10-14,23.0,WSW,WSW,No
SW,0.0,50.0,50.18,55.0,24.0,No,47.66,13.0,35.78,MountGinini,49.0,2013-10-15,26.240000000000002,WSW,WSW,No
WNW,0.0,83.0,56.84,54.0,24.0,No,56.120000000000005,19.0,41.18,MountGinini,39.0,2013-10-16,34.7,NW,WNW,No
WNW,0.0,74.0,49.82,33.0,31.0,No,37.04,26.0,46.58,MountGinini,93.0,2013-10-17,41.18,NW,W,No
NNE,0.6,74.0,54.14,46.0,13.0,No,53.24,13.0,34.7,MountGinini,29.0,2013-10-18,24.08,SW,WNW,No
W,0.0,30.0,62.78,31.0,7.0,No,62.059999999999995,15.0,47.84,MountGinini,37.0,2013-10-19,34.7,N,NNE,No
WNW,0.0,41.0,65.84,38.0,20.0,No,63.5,13.0,53.06,MountGinini,34.0,2013-10-20,44.96,W,WNW,No
NW,0.0,48.0,71.6,54.0,19.0,No,66.56,22.0,56.66,MountGinini,43.0,2013-10-21,50.9,N,WNW,No
NNW,0.6,69.0,63.32,95.0,20.0,No,50.9,24.0,53.42,MountGinini,99.0,2013-10-22,50.72,NNW,NW,Yes
W,22.8,80.0,44.239999999999995,97.0,31.0,Yes,42.620000000000005,31.0,40.46,MountGinini,97.0,2013-10-23,39.74,NW,W,No
W,0.2,69.0,41.18,97.0,22.0,No,38.12,28.0,29.3,MountGinini,57.0,2013-10-24,28.22,W,WSW,No
SW,0.0,48.0,49.82,73.0,15.0,No,48.02,20.0,32.36,MountGinini,43.0,2013-10-25,24.8,WSW,W,No
SSW,0.0,44.0,53.06,96.0,17.0,No,50.72,13.0,36.32,MountGinini,42.0,2013-10-26,28.22,SW,WSW,No
W,0.0,28.0,56.84,61.0,7.0,No,51.08,6.0,42.08,MountGinini,63.0,2013-10-27,34.16,NW,NNW,No
NW,0.0,33.0,57.56,95.0,15.0,No,52.16,9.0,39.56,MountGinini,55.0,2013-10-28,35.96,ENE,WNW,No
SE,0.0,37.0,52.7,95.0,15.0,No,50.0,9.0,43.34,MountGinini,75.0,2013-10-29,39.02,S,S,No
WSW,0.0,33.0,59.0,38.0,13.0,No,55.76,2.0,48.2,MountGinini,52.0,2013-10-30,31.82,SSW,NW,No
WSW,0.0,33.0,62.42,52.0,13.0,No,59.0,9.0,48.74,MountGinini,39.0,2013-10-31,38.660000000000004,SW,WSW,No
W,0.0,33.0,63.68,51.0,15.0,No,62.78,13.0,51.08,MountGinini,39.0,2013-11-01,40.1,WSW,WNW,No
SW,0.0,46.0,66.02,38.0,15.0,No,56.120000000000005,17.0,53.78,MountGinini,40.0,2013-11-02,46.4,W,W,No
W,0.0,83.0,60.08,49.0,24.0,No,53.6,33.0,53.06,MountGinini,40.0,2013-11-03,47.66,W,W,No
SSW,0.0,43.0,53.06,56.0,11.0,No,51.44,7.0,34.88,MountGinini,32.0,2013-11-04,23.36,SSW,S,No
E,0.0,44.0,59.9,13.0,9.0,No,58.1,11.0,50.9,MountGinini,30.0,2013-11-05,32.72,ESE,ENE,No
NNE,0.0,28.0,66.74000000000001,28.0,11.0,No,63.68,6.0,55.22,MountGinini,23.0,2013-11-06,41.36,WNW,W,No
W,0.0,44.0,70.16,52.0,15.0,No,67.1,22.0,56.66,MountGinini,36.0,2013-11-07,49.1,W,WNW,No
NW,0.0,67.0,70.52,49.0,31.0,No,58.1,20.0,60.8,MountGinini,60.0,2013-11-08,55.58,NW,NW,Yes
W,6.0,43.0,54.5,98.0,19.0,Yes,52.52,17.0,44.6,MountGinini,52.0,2013-11-09,40.64,W,WSW,No
E,0.0,54.0,37.4,97.0,20.0,No,32.36,20.0,33.08,MountGinini,97.0,2013-11-10,31.28,E,E,Yes
ESE,21.8,65.0,40.64,97.0,22.0,Yes,34.34,26.0,31.64,MountGinini,97.0,2013-11-11,29.3,E,E,Yes
W,31.6,50.0,52.879999999999995,97.0,17.0,Yes,47.66,9.0,40.46,MountGinini,84.0,2013-11-12,31.46,NW,NW,No
WNW,0.2,57.0,45.32,99.0,24.0,No,40.82,24.0,38.12,MountGinini,97.0,2013-11-13,35.06,WNW,WNW,No
SW,0.0,50.0,51.8,95.0,11.0,No,45.86,22.0,41.0,MountGinini,90.0,2013-11-14,32.36,WSW,WSW,No
WNW,0.0,28.0,58.1,80.0,11.0,No,53.42,7.0,43.879999999999995,MountGinini,47.0,2013-11-15,34.88,W,WNW,No
E,0.0,35.0,47.120000000000005,98.0,13.0,No,46.4,17.0,38.12,MountGinini,97.0,2013-11-16,36.32,E,E,No
ESE,0.6,35.0,55.04,95.0,7.0,No,54.32,13.0,39.38,MountGinini,51.0,2013-11-17,31.64,ESE,ESE,No
E,0.2,39.0,59.36,40.0,6.0,No,59.0,20.0,45.86,MountGinini,36.0,2013-11-18,35.24,ESE,E,No
SSW,0.0,33.0,66.92,72.0,6.0,No,59.36,17.0,51.44,MountGinini,60.0,2013-11-19,42.44,SSW,NNE,No
NW,1.0,35.0,70.88,36.0,7.0,No,70.88,6.0,58.459999999999994,MountGinini,34.0,2013-11-20,48.2,ENE,NNW,No
N,0.0,48.0,65.84,57.0,17.0,No,63.14,13.0,54.86,MountGinini,52.0,2013-11-21,49.64,WNW,WNW,No
N,0.0,48.0,62.78,99.0,20.0,No,61.16,15.0,50.36,MountGinini,53.0,2013-11-22,48.02,W,WNW,No
WNW,0.0,46.0,58.64,52.0,15.0,No,55.4,13.0,48.2,MountGinini,42.0,2013-11-23,40.28,WNW,WNW,No
WSW,0.0,37.0,59.0,96.0,13.0,No,51.26,4.0,42.620000000000005,MountGinini,59.0,2013-11-24,36.32,SW,WNW,No
SE,0.0,41.0,54.68,95.0,19.0,No,50.18,15.0,42.44,MountGinini,57.0,2013-11-25,37.22,SSE,SSE,No
SSW,0.0,30.0,61.7,31.0,9.0,No,59.18,13.0,50.54,MountGinini,49.0,2013-11-26,33.62,ESE,NNE,No
WSW,0.0,33.0,68.18,55.0,13.0,No,66.02,11.0,53.42,MountGinini,30.0,2013-11-27,44.78,SW,SW,No
NW,0.0,57.0,70.16,40.0,22.0,No,65.48,19.0,59.18,MountGinini,31.0,2013-11-28,50.0,SW,WNW,No
WNW,0.4,69.0,56.84,99.0,7.0,No,54.68,2.0,44.42,MountGinini,47.0,2013-11-29,42.8,SW,S,No
WSW,0.0,26.0,59.0,80.0,9.0,No,51.44,6.0,44.239999999999995,MountGinini,55.0,2013-11-30,34.88,NE,NNE,No
ENE,0.0,22.0,61.34,98.0,11.0,No,56.48,9.0,40.82,MountGinini,63.0,2013-12-01,37.94,N,N,No
WSW,0.0,41.0,71.24000000000001,48.0,9.0,No,68.36,13.0,54.14,MountGinini,33.0,2013-12-02,40.28,WSW,SSW,No
W,0.0,35.0,73.94,44.0,11.0,No,73.04,13.0,61.519999999999996,MountGinini,38.0,2013-12-03,52.7,NW,WNW,No
NW,0.0,69.0,72.14,43.0,31.0,No,69.8,13.0,59.72,MountGinini,40.0,2013-12-04,55.94,NW,NW,Yes
WSW,6.8,65.0,40.64,98.0,35.0,Yes,31.46,22.0,38.48,MountGinini,98.0,2013-12-05,36.32,WSW,WSW,Yes
SW,13.8,44.0,50.18,98.0,11.0,Yes,45.68,19.0,31.28,MountGinini,62.0,2013-12-06,27.5,W,W,No
SW,0.0,37.0,62.42,62.0,13.0,No,60.08,17.0,45.32,MountGinini,49.0,2013-12-07,31.28,SW,WNW,No
W,0.0,39.0,66.92,61.0,11.0,No,65.12,19.0,51.44,MountGinini,40.0,2013-12-08,42.08,W,W,No
WNW,0.0,94.0,70.7,33.0,28.0,No,64.4,19.0,58.64,MountGinini,29.0,2013-12-09,51.08,WNW,NW,No
W,0.4,65.0,55.4,58.0,30.0,No,51.98,26.0,45.32,MountGinini,46.0,2013-12-10,40.64,WSW,WSW,No
W,0.0,57.0,54.68,69.0,22.0,No,53.6,19.0,44.78,MountGinini,52.0,2013-12-11,36.14,W,W,No
W,0.0,43.0,62.959999999999994,81.0,20.0,No,60.26,17.0,48.2,MountGinini,40.0,2013-12-12,38.12,WSW,WSW,No
W,0.0,37.0,67.28,38.0,15.0,No,66.38,9.0,54.68,MountGinini,38.0,2013-12-13,45.5,WSW,WNW,No
WSW,0.0,26.0,64.4,97.0,13.0,No,61.7,4.0,51.8,MountGinini,52.0,2013-12-14,46.76,NW,NW,No
W,0.0,28.0,67.28,98.0,9.0,No,63.68,2.0,49.46,MountGinini,42.0,2013-12-15,43.879999999999995,SW,WNW,No
NE,0.0,24.0,66.02,98.0,9.0,No,58.459999999999994,7.0,47.84,MountGinini,80.0,2013-12-16,44.96,E,N,No
WSW,0.0,30.0,71.96,67.0,13.0,No,68.54,7.0,58.28,MountGinini,44.0,2013-12-17,46.76,WSW,SW,Yes
NW,2.0,26.0,74.66,72.0,9.0,Yes,72.86,13.0,60.26,MountGinini,37.0,2013-12-18,51.620000000000005,W,WSW,No
WNW,0.0,39.0,77.72,56.0,15.0,No,77.36,15.0,64.4,MountGinini,36.0,2013-12-19,54.86,W,W,No
W,0.0,46.0,81.14,43.0,13.0,No,79.52,15.0,69.25999999999999,MountGinini,29.0,2013-12-20,59.72,SW,W,No
NNW,0.0,35.0,76.46,48.0,11.0,No,72.14,15.0,66.56,MountGinini,47.0,2013-12-21,57.02,NNW,NNE,No
NW,0.0,69.0,81.14,60.0,26.0,No,78.08,28.0,63.5,MountGinini,26.0,2013-12-22,50.9,NW,NW,No
NNE,0.0,48.0,61.88,72.0,20.0,No,53.6,9.0,58.1,MountGinini,98.0,2013-12-23,54.5,NW,W,Yes
NE,2.0,28.0,63.86,97.0,7.0,Yes,60.980000000000004,7.0,45.68,MountGinini,62.0,2013-12-24,41.54,SW,WNW,No
NNE,0.0,26.0,58.64,95.0,9.0,No,53.24,9.0,52.52,MountGinini,97.0,2013-12-25,43.519999999999996,ENE,WNW,No
SSW,0.0,41.0,69.98,94.0,9.0,No,64.4,15.0,53.42,MountGinini,43.0,2013-12-26,46.58,SW,WNW,Yes
NW,2.0,30.0,67.82,48.0,6.0,Yes,66.02,2.0,58.459999999999994,MountGinini,46.0,2013-12-27,43.7,ENE,NNW,No
NNW,0.0,41.0,73.58,55.0,19.0,No,71.06,9.0,61.7,MountGinini,41.0,2013-12-28,44.6,W,NW,No
ESE,0.0,39.0,72.5,29.0,13.0,No,71.96,6.0,55.4,MountGinini,16.0,2013-12-29,50.9,NW,SSW,No
W,0.0,41.0,68.54,61.0,17.0,No,66.74000000000001,7.0,51.620000000000005,MountGinini,33.0,2013-12-30,39.02,SW,W,No
WSW,0.0,46.0,69.08,23.0,19.0,No,67.64,11.0,54.14,MountGinini,20.0,2013-12-31,45.5,SW,WSW,No
WNW,0.0,70.0,61.34,64.0,13.0,No,58.1,13.0,53.6,MountGinini,45.0,2014-01-01,44.78,W,WSW,No
WSW,0.2,78.0,62.42,95.0,24.0,No,58.64,22.0,55.58,MountGinini,36.0,2014-01-02,48.74,W,WSW,No
W,0.0,61.0,70.88,97.0,24.0,No,66.74000000000001,15.0,55.22,MountGinini,58.0,2014-01-03,50.18,W,WNW,No
WSW,0.0,50.0,61.7,52.0,24.0,No,59.540000000000006,13.0,46.94,MountGinini,35.0,2014-01-04,39.56,W,WSW,No
W,0.0,65.0,64.4,62.0,26.0,No,62.059999999999995,17.0,49.28,MountGinini,33.0,2014-01-05,40.64,W,WNW,No
WSW,0.0,76.0,59.9,54.0,15.0,No,57.02,15.0,43.879999999999995,MountGinini,30.0,2014-01-06,35.78,W,WSW,No
ENE,0.0,37.0,61.16,67.0,6.0,No,57.56,4.0,48.56,MountGinini,46.0,2014-01-07,37.94,E,NE,No
