Temp3pmC,Humidity9am,MaxTempC,Rainfall,Date,Evaporation,Humidity3pm,Temp9amC,Pressure3pm,Cloud3pm,Location,RainToday,Cloud9am,RainTomorrow,MinTempC,WindGustDir,Pressure9am,WindDir9am,WindSpeed9am,WindGustSpeed,WindDir3pm,WindSpeed3pm
25.8,82.0,30.5,6.0,2014-01-13,9.2,94.0,26.9,999.7,7.0,Katherine,Yes,8.0,Yes,24.0,E,1004.1,ESE,17.0,50.0,SE,13.0
28.7,87.0,31.6,20.8,2014-01-14,0.8,87.0,26.6,996.6,8.0,Katherine,Yes,8.0,Yes,24.5,ESE,1000.8,ESE,24.0,43.0,E,17.0
28.2,86.0,31.5,8.0,2014-01-15,4.0,94.0,26.6,998.1,8.0,Katherine,Yes,8.0,Yes,25.1,NNE,998.9,NE,22.0,56.0,N,33.0
30.3,89.0,32.3,25.0,2014-01-16,3.8,98.0,26.3,1001.5,8.0,Katherine,Yes,8.0,Yes,24.1,N,1004.6,NNW,22.0,46.0,N,30.0
28.0,85.0,30.6,8.2,2014-01-17,5.4,92.0,27.0,1001.1,8.0,Katherine,Yes,8.0,Yes,25.1,NNW,1005.4,NNW,19.0,52.0,NNW,19.0
34.0,79.0,34.0,9.8,2014-01-18,2.2,51.0,28.5,1001.4,7.0,Katherine,Yes,4.0,No,23.9,WNW,1005.5,N,13.0,43.0,NW,17.0
25.0,83.0,32.2,0.8,2014-01-19,8.0,91.0,27.0,1003.3,8.0,Katherine,No,7.0,Yes,24.8,W,1005.5,NW,15.0,59.0,W,20.0
33.7,81.0,34.0,12.1,2014-01-20,4.1,73.0,27.3,1002.1,8.0,Katherine,Yes,8.0,No,24.1,NW,1005.4,NW,15.0,37.0,NW,24.0
34.4,71.0,35.0,0.0,2014-01-21,5.2,79.0,29.0,1002.2,6.0,Katherine,No,7.0,Yes,25.5,,1005.9,WNW,13.0,,WSW,7.0
32.0,92.0,33.9,59.6,2014-01-22,,61.0,25.9,1003.0,7.0,Katherine,Yes,8.0,Yes,23.4,ESE,1007.1,WNW,2.0,43.0,WSW,6.0
33.0,87.0,33.3,41.0,2014-01-23,,56.0,27.0,1003.3,6.0,Katherine,Yes,6.0,Yes,24.3,ESE,1006.7,NE,13.0,30.0,SSE,11.0
28.5,95.0,33.4,2.6,2014-01-24,4.4,85.0,27.4,1002.3,7.0,Katherine,Yes,7.0,Yes,24.5,NNW,1006.2,ENE,9.0,33.0,NW,17.0
33.0,88.0,34.4,15.8,2014-01-25,4.2,86.0,26.6,1003.5,6.0,Katherine,Yes,6.0,Yes,24.1,S,1007.2,,0.0,28.0,NNW,7.0
,81.0,34.6,6.8,2014-01-26,5.6,,28.1,1002.5,,Katherine,Yes,7.0,Yes,25.0,E,1007.4,W,9.0,50.0,WSW,4.0
33.6,84.0,34.7,9.2,2014-01-27,5.2,55.0,27.2,1001.7,5.0,Katherine,Yes,6.0,No,24.2,NW,1005.9,NW,9.0,41.0,ESE,13.0
33.8,78.0,34.6,0.8,2014-01-28,5.8,46.0,28.1,1001.0,4.0,Katherine,No,5.0,Yes,24.1,ENE,1006.0,E,13.0,54.0,NE,7.0
32.0,85.0,33.6,19.8,2014-01-29,7.8,66.0,27.5,1000.8,6.0,Katherine,Yes,7.0,Yes,23.9,E,1004.7,E,7.0,31.0,ESE,19.0
34.0,86.0,34.1,4.6,2014-01-30,8.6,74.0,26.8,1001.3,6.0,Katherine,Yes,6.0,Yes,25.0,NNW,1005.2,NNW,11.0,35.0,E,9.0
31.0,75.0,32.5,2.0,2014-01-31,5.6,66.0,28.3,1000.9,5.0,Katherine,Yes,1.0,Yes,23.9,NE,1003.4,NNW,13.0,50.0,N,28.0
28.0,98.0,28.2,69.5,2014-02-01,,78.0,24.0,997.8,8.0,Katherine,Yes,8.0,Yes,21.0,NW,1000.0,N,20.0,33.0,SSW,9.0
,89.0,32.6,65.6,2014-02-02,,,25.6,1001.5,,Katherine,Yes,7.0,Yes,22.7,NW,1004.8,WNW,19.0,39.0,NW,24.0
25.2,89.0,32.2,15.0,2014-02-03,6.0,96.0,26.1,998.9,8.0,Katherine,Yes,8.0,Yes,23.3,NW,1003.0,N,19.0,50.0,N,19.0
29.4,85.0,29.4,34.0,2014-02-04,,69.0,26.9,998.1,8.0,Katherine,Yes,7.0,,,NW,999.8,NNW,26.0,63.0,W,28.0
30.0,,31.7,,2014-02-05,,65.0,,1000.2,7.0,Katherine,,,Yes,,WNW,1003.1,NW,22.0,39.0,WNW,20.0
29.0,81.0,29.9,1.8,2014-02-06,8.8,71.0,27.5,1000.6,8.0,Katherine,Yes,8.0,Yes,,NNW,1003.3,NNW,20.0,52.0,NNW,24.0
25.4,96.0,32.3,17.4,2014-02-07,3.8,93.0,23.5,1000.4,8.0,Katherine,Yes,7.0,Yes,23.0,NW,1003.5,W,19.0,44.0,NW,28.0
33.0,89.0,33.2,10.2,2014-02-08,4.2,58.0,25.7,1001.5,5.0,Katherine,Yes,8.0,Yes,23.2,NNW,1004.8,NW,13.0,52.0,NNE,20.0
34.0,79.0,35.2,19.4,2014-02-09,4.2,51.0,28.9,1003.6,5.0,Katherine,Yes,7.0,Yes,23.9,NW,1007.1,NNE,13.0,54.0,N,9.0
33.8,93.0,34.4,5.4,2014-02-10,5.4,57.0,26.9,1002.8,4.0,Katherine,Yes,3.0,Yes,24.4,WNW,1007.3,W,6.0,63.0,WNW,20.0
25.8,,31.5,6.6,2014-02-11,6.6,,27.8,1004.2,8.0,Katherine,Yes,8.0,No,25.5,W,1006.3,NW,9.0,57.0,NNW,9.0
31.6,,33.6,0.8,2014-02-12,0.8,,26.5,1005.6,6.0,Katherine,No,8.0,Yes,24.8,,1008.2,NW,17.0,,NNW,13.0
33.5,,34.9,6.0,2014-02-13,5.6,,27.1,1005.7,4.0,Katherine,Yes,2.0,Yes,23.9,NE,1009.7,NNE,6.0,46.0,WNW,9.0
35.0,76.0,35.4,12.4,2014-02-14,4.4,86.0,28.6,1003.3,4.0,Katherine,Yes,3.0,Yes,25.1,NNW,1007.9,NW,13.0,35.0,WNW,11.0
33.5,87.0,34.0,6.6,2014-02-15,9.8,56.0,27.2,1003.4,3.0,Katherine,Yes,7.0,No,24.7,N,1007.2,WNW,11.0,41.0,WNW,15.0
31.7,82.0,32.2,0.0,2014-02-16,5.0,64.0,27.7,1004.2,8.0,Katherine,No,8.0,Yes,25.5,WSW,1008.6,WNW,15.0,41.0,W,20.0
32.1,92.0,33.1,11.8,2014-02-17,0.8,84.0,26.6,1002.8,4.0,Katherine,Yes,8.0,No,25.4,E,1007.5,S,7.0,30.0,E,17.0
34.6,94.0,35.5,0.0,2014-02-18,6.8,93.0,27.3,1002.4,3.0,Katherine,No,6.0,No,24.0,ESE,1005.8,SSE,6.0,28.0,SSE,13.0
32.8,83.0,34.5,0.0,2014-02-19,7.0,52.0,26.2,1003.4,4.0,Katherine,No,7.0,No,23.2,WNW,1007.9,NNW,20.0,33.0,NW,20.0
29.4,75.0,33.7,0.0,2014-02-20,6.6,62.0,28.5,1004.6,5.0,Katherine,No,3.0,Yes,22.6,WNW,1008.2,WNW,17.0,35.0,S,9.0
34.2,82.0,34.5,5.2,2014-02-21,4.0,78.0,26.2,1006.5,1.0,Katherine,Yes,1.0,No,21.8,SSE,1009.9,S,7.0,33.0,SSE,17.0
34.1,82.0,34.5,0.0,2014-02-22,7.4,45.0,25.0,1006.3,4.0,Katherine,No,2.0,No,19.6,ESE,1009.7,SSE,9.0,33.0,SE,13.0
34.0,74.0,35.3,0.0,2014-02-23,5.4,32.0,25.6,1005.6,3.0,Katherine,No,2.0,No,20.0,ENE,1009.3,SE,15.0,24.0,S,11.0
33.2,61.0,34.6,0.0,2014-02-24,7.0,47.0,29.4,1005.8,6.0,Katherine,No,3.0,No,22.1,WNW,1009.7,NNW,6.0,26.0,WNW,11.0
33.2,75.0,34.8,0.0,2014-02-25,5.2,49.0,28.6,1005.3,4.0,Katherine,No,2.0,No,23.3,NW,1009.6,NW,17.0,31.0,NW,19.0
31.7,79.0,34.4,0.0,2014-02-26,7.2,57.0,28.3,1004.9,5.0,Katherine,No,6.0,Yes,25.6,WNW,1009.5,NW,17.0,41.0,W,28.0
34.4,85.0,34.6,5.5,2014-02-27,2.9,52.0,28.1,1005.5,6.0,Katherine,Yes,4.0,Yes,24.7,NNW,1008.9,N,9.0,46.0,WNW,20.0
32.1,94.0,32.6,33.4,2014-02-28,,62.0,24.0,1006.2,4.0,Katherine,Yes,8.0,Yes,23.3,NW,1010.3,WNW,20.0,30.0,WNW,15.0
28.0,85.0,32.6,7.6,2014-03-01,2.8,39.0,27.0,1006.0,6.0,Katherine,Yes,7.0,Yes,23.1,NW,1010.1,NW,7.0,44.0,WNW,7.0
33.0,87.0,34.4,84.0,2014-03-02,,56.0,26.8,1005.1,4.0,Katherine,Yes,6.0,Yes,23.2,NW,1010.0,WNW,9.0,28.0,NNW,15.0
33.0,84.0,34.1,4.6,2014-03-03,6.2,66.0,26.9,1006.0,5.0,Katherine,Yes,7.0,No,24.5,NW,1010.1,E,11.0,33.0,E,9.0
33.5,88.0,34.4,0.0,2014-03-04,4.0,64.0,27.0,1007.2,5.0,Katherine,No,7.0,No,24.6,E,1011.1,SE,13.0,28.0,E,6.0
34.2,73.0,34.6,0.0,2014-03-05,8.0,46.0,29.7,1006.1,5.0,Katherine,No,4.0,No,24.6,SE,1010.4,E,17.0,43.0,SE,13.0
35.0,83.0,35.2,0.0,2014-03-06,4.0,44.0,27.7,1005.7,6.0,Katherine,No,2.0,No,24.1,ESE,1009.4,SSW,6.0,39.0,ENE,13.0
33.7,86.0,,0.0,2014-03-07,9.2,96.0,26.8,1006.9,6.0,Katherine,No,6.0,,23.6,SE,1010.8,SW,2.0,30.0,ENE,11.0
28.0,,34.7,,2014-03-08,,70.0,,1006.0,6.0,Katherine,,,Yes,,NE,1010.0,E,9.0,41.0,SW,22.0
34.5,83.0,35.4,3.2,2014-03-09,13.6,54.0,27.3,1006.1,3.0,Katherine,Yes,2.0,No,22.9,SSE,1010.3,WSW,7.0,30.0,S,13.0
35.4,75.0,36.0,0.0,2014-03-10,4.8,39.0,28.2,1006.8,4.0,Katherine,No,2.0,No,23.7,SSE,1010.6,W,13.0,31.0,SSE,20.0
34.5,80.0,,0.0,2014-03-11,8.0,50.0,27.1,1006.6,4.0,Katherine,No,0.0,,22.4,SSE,1010.7,NW,7.0,28.0,S,13.0
35.0,,36.5,,2014-03-12,,83.0,,1005.8,5.0,Katherine,,,Yes,,ESE,1009.8,WNW,6.0,50.0,SE,13.0
35.8,90.0,36.2,3.0,2014-03-13,11.4,92.0,29.0,1006.6,6.0,Katherine,Yes,3.0,No,22.5,E,1010.4,SE,7.0,31.0,SSE,17.0
34.7,67.0,35.7,0.0,2014-03-14,8.8,46.0,29.8,1007.6,3.0,Katherine,No,1.0,No,24.4,SSE,1012.0,N,6.0,26.0,SE,13.0
26.0,74.0,36.6,0.0,2014-03-15,6.6,92.0,28.5,1007.2,4.0,Katherine,No,2.0,No,23.6,SSE,1011.0,NE,6.0,30.0,ESE,17.0
35.3,71.0,36.7,0.0,2014-03-16,8.0,89.0,28.7,1008.3,3.0,Katherine,No,1.0,No,21.8,SE,1011.8,NNW,6.0,41.0,SE,15.0
36.0,61.0,36.5,0.0,2014-03-17,8.0,29.0,29.8,1009.0,3.0,Katherine,No,3.0,No,20.9,,1012.8,ENE,19.0,,ESE,26.0
36.0,62.0,36.4,0.0,2014-03-18,8.0,41.0,28.9,1009.5,2.0,Katherine,No,1.0,No,21.9,E,1012.8,ENE,19.0,50.0,E,33.0
36.2,70.0,37.0,0.0,2014-03-19,8.6,35.0,27.9,1008.1,1.0,Katherine,No,0.0,No,21.8,ESE,1012.5,ESE,13.0,44.0,ESE,20.0
36.7,66.0,37.5,0.0,2014-03-20,7.0,34.0,29.9,1006.1,2.0,Katherine,No,1.0,No,23.2,E,1010.5,NNW,7.0,41.0,E,17.0
36.9,74.0,37.9,0.0,2014-03-21,7.4,32.0,28.9,1005.3,3.0,Katherine,No,1.0,No,21.3,ENE,1009.8,NW,9.0,31.0,SSE,11.0
36.7,57.0,37.7,0.0,2014-03-22,8.6,32.0,30.1,1005.7,3.0,Katherine,No,4.0,No,23.2,E,1009.7,ENE,6.0,33.0,E,11.0
35.8,75.0,36.7,0.0,2014-03-23,5.6,46.0,29.5,1007.7,5.0,Katherine,No,2.0,No,23.9,E,1010.9,ESE,13.0,39.0,E,19.0
34.9,69.0,36.1,0.0,2014-03-24,10.8,47.0,29.5,1006.1,5.0,Katherine,No,1.0,Yes,23.7,SE,1010.5,,0.0,65.0,SE,19.0
36.0,76.0,36.5,4.2,2014-03-25,0.2,31.0,26.6,1007.0,2.0,Katherine,Yes,0.0,No,22.5,E,1010.8,SE,9.0,39.0,E,20.0
34.8,50.0,35.7,0.0,2014-03-26,8.0,21.0,27.0,1008.6,2.0,Katherine,No,0.0,No,19.6,E,1012.0,SE,15.0,35.0,SE,15.0
34.0,45.0,34.6,0.0,2014-03-27,14.8,27.0,25.1,1007.9,0.0,Katherine,No,0.0,No,15.5,SSE,1012.2,SE,11.0,39.0,SE,19.0
35.0,52.0,35.7,0.0,2014-03-28,4.0,47.0,24.8,1008.4,0.0,Katherine,No,0.0,No,14.9,ESE,1012.8,ESE,7.0,33.0,NE,11.0
35.7,57.0,36.6,0.0,2014-03-29,10.4,42.0,28.7,1008.0,3.0,Katherine,No,0.0,No,19.9,E,1012.7,SE,9.0,35.0,E,17.0
37.5,66.0,38.2,0.0,2014-03-30,2.4,38.0,30.1,1009.0,6.0,Katherine,No,1.0,Yes,24.4,ENE,1012.6,NNE,7.0,24.0,E,11.0
36.3,82.0,37.3,4.8,2014-03-31,4.8,40.0,27.4,1007.9,5.0,Katherine,Yes,3.0,No,24.3,SE,1012.7,SW,6.0,39.0,SE,28.0
37.2,74.0,38.1,0.0,2014-04-01,8.4,33.0,29.1,1006.1,2.0,Katherine,No,0.0,No,24.5,SE,1011.1,SW,6.0,33.0,SSE,13.0
35.6,71.0,37.2,0.0,2014-04-02,9.4,39.0,30.0,1006.3,4.0,Katherine,No,3.0,No,24.4,E,1010.0,NNW,11.0,33.0,E,19.0
35.5,76.0,37.1,0.0,2014-04-03,9.6,39.0,30.2,1007.4,6.0,Katherine,No,2.0,No,23.7,SE,1011.8,NNW,13.0,31.0,SE,20.0
36.0,71.0,36.8,0.0,2014-04-04,8.0,38.0,29.8,1007.5,6.0,Katherine,No,2.0,No,22.6,ESE,1011.4,N,11.0,30.0,E,15.0
37.0,65.0,37.1,0.0,2014-04-05,4.0,87.0,29.8,1007.7,4.0,Katherine,No,6.0,No,22.9,E,1012.1,NE,6.0,35.0,ESE,20.0
37.0,64.0,37.0,0.0,2014-04-06,12.0,31.0,30.0,1007.9,6.0,Katherine,No,2.0,No,20.9,E,1011.5,NNW,9.0,30.0,SE,20.0
37.0,70.0,37.4,0.0,2014-04-07,4.0,35.0,29.6,1006.8,7.0,Katherine,No,3.0,No,24.4,N,1010.7,WNW,7.0,20.0,SSE,9.0
33.2,75.0,35.8,0.0,2014-04-08,12.4,53.0,28.6,1005.9,7.0,Katherine,No,6.0,Yes,25.2,NNE,1010.6,WSW,11.0,33.0,E,17.0
35.7,80.0,36.1,9.2,2014-04-09,0.2,94.0,27.1,1006.5,6.0,Katherine,Yes,2.0,No,23.6,WSW,1010.9,SSW,9.0,24.0,SW,6.0
36.0,85.0,36.8,0.0,2014-04-10,10.0,58.0,28.5,1006.3,4.0,Katherine,No,3.0,No,24.6,SE,1010.8,NW,7.0,28.0,E,15.0
35.0,89.0,35.3,0.0,2014-04-11,4.0,86.0,26.1,1005.6,7.0,Katherine,No,7.0,No,23.3,SW,1009.4,W,7.0,30.0,NE,7.0
36.0,77.0,36.8,0.4,2014-04-12,8.4,38.0,27.7,1005.0,4.0,Katherine,No,1.0,No,24.4,SE,1008.5,S,7.0,31.0,ESE,9.0
32.2,58.0,34.0,0.0,2014-04-13,8.0,47.0,29.3,1007.1,7.0,Katherine,No,5.0,No,23.5,ENE,1009.4,ESE,13.0,28.0,ESE,11.0
33.5,51.0,36.0,0.0,2014-04-14,4.0,34.0,28.4,1007.5,3.0,Katherine,No,2.0,No,20.5,ESE,1010.9,SE,9.0,31.0,SSE,11.0
34.2,,35.0,0.0,2014-04-15,4.0,,28.0,1008.2,0.0,Katherine,No,0.0,No,19.8,SSE,1012.8,SE,15.0,33.0,SSW,15.0
34.6,,36.3,0.0,2014-04-16,7.2,,,1007.9,4.0,Katherine,No,1.0,No,18.4,S,1011.9,SE,20.0,39.0,SE,13.0
35.0,56.0,35.3,0.0,2014-04-17,9.8,,29.2,1008.7,4.0,Katherine,No,6.0,No,,ESE,1011.8,ESE,7.0,48.0,SE,17.0
34.1,73.0,35.3,0.0,2014-04-18,6.6,44.0,27.7,1009.3,6.0,Katherine,No,4.0,No,23.6,ENE,1012.5,ESE,17.0,59.0,SE,19.0
33.5,66.0,35.2,0.0,2014-04-19,5.8,43.0,28.1,1007.9,6.0,Katherine,No,2.0,Yes,22.0,E,1012.6,SE,17.0,41.0,SE,17.0
35.0,82.0,34.9,1.2,2014-04-20,7.0,37.0,25.5,1008.1,5.0,Katherine,Yes,4.0,No,20.9,ESE,1011.7,ESE,13.0,43.0,ESE,22.0
34.0,72.0,35.0,0.0,2014-04-21,7.0,93.0,27.1,1008.8,7.0,Katherine,No,3.0,No,22.2,SE,1011.7,ESE,13.0,44.0,ENE,20.0
35.7,85.0,35.9,0.0,2014-04-22,4.0,39.0,26.5,1007.8,4.0,Katherine,No,4.0,No,20.7,SSE,1012.5,E,20.0,41.0,ESE,26.0
35.2,83.0,36.2,0.0,2014-04-23,8.8,34.0,26.5,1006.0,4.0,Katherine,No,3.0,No,21.1,SE,1010.5,E,22.0,41.0,ESE,24.0
33.8,67.0,34.4,0.0,2014-04-24,8.0,40.0,27.9,1005.9,7.0,Katherine,No,5.0,No,21.7,SSE,1009.3,SE,13.0,35.0,ESE,15.0
34.1,73.0,34.7,0.0,2014-04-25,8.0,43.0,27.6,1006.0,6.0,Katherine,No,6.0,No,21.4,SSE,1009.9,SE,9.0,41.0,SE,19.0
33.0,72.0,34.9,0.0,2014-04-26,6.2,93.0,28.3,1005.9,4.0,Katherine,No,5.0,No,23.1,S,1010.3,ESE,15.0,41.0,SE,20.0
34.0,78.0,34.6,0.2,2014-04-27,5.4,51.0,28.0,1007.2,7.0,Katherine,No,6.0,Yes,24.6,ENE,1011.3,E,17.0,48.0,ESE,20.0
33.8,86.0,34.0,15.8,2014-04-28,5.6,48.0,26.6,1009.3,7.0,Katherine,Yes,6.0,No,23.7,ESE,1013.2,ENE,11.0,33.0,ESE,9.0
34.8,45.0,36.0,0.0,2014-04-29,3.0,39.0,27.5,1008.5,4.0,Katherine,No,3.0,No,22.8,ESE,1012.4,E,11.0,35.0,NE,13.0
36.7,70.0,37.4,0.0,2014-04-30,4.0,37.0,27.5,1008.9,1.0,Katherine,No,0.0,No,21.4,E,1012.6,NNE,13.0,43.0,E,24.0
35.5,61.0,36.1,0.0,2014-05-01,10.2,30.0,29.0,1010.1,4.0,Katherine,No,0.0,No,22.0,SSE,1014.1,NNE,6.0,35.0,SSE,15.0
36.0,63.0,36.2,0.0,2014-05-02,6.0,34.0,27.9,1009.2,4.0,Katherine,No,0.0,No,21.7,S,1014.3,ESE,7.0,24.0,ENE,9.0
33.0,60.0,34.0,0.0,2014-05-03,6.0,,26.5,1008.3,6.0,Katherine,No,4.0,No,22.2,SE,1013.3,ESE,17.0,30.0,SE,20.0
31.0,61.0,31.6,0.0,2014-05-04,8.0,,26.4,1011.1,6.0,Katherine,No,2.0,No,22.4,ENE,1014.4,E,17.0,37.0,E,17.0
31.0,60.0,32.0,0.0,2014-05-05,4.0,,25.2,1012.9,0.0,Katherine,No,1.0,No,18.1,E,1016.2,E,20.0,35.0,ESE,22.0
31.1,,,0.0,2014-05-06,6.6,,22.4,1011.8,0.0,Katherine,No,0.0,No,13.5,E,1016.7,ESE,15.0,37.0,E,13.0
32.0,,32.6,0.0,2014-05-07,,,,1010.6,0.0,Katherine,No,,No,,E,1014.8,ESE,13.0,35.0,SE,13.0
32.8,,33.4,0.0,2014-05-08,12.0,,23.0,1009.5,0.0,Katherine,No,0.0,No,14.3,SE,1014.5,ESE,11.0,31.0,SSE,9.0
34.0,50.0,34.2,0.0,2014-05-09,10.4,,23.0,1009.7,0.0,Katherine,No,0.0,No,14.4,E,1013.9,ESE,11.0,35.0,ESE,15.0
34.0,,34.2,0.0,2014-05-10,4.0,,24.0,1010.1,0.0,Katherine,No,0.0,No,14.6,ESE,1014.4,SE,7.0,35.0,E,17.0
32.0,75.0,34.4,0.0,2014-05-11,6.4,,26.5,1011.2,7.0,Katherine,No,3.0,No,18.3,E,1014.4,ESE,7.0,31.0,E,20.0
34.4,50.0,34.5,0.0,2014-05-12,5.0,,29.5,1011.6,2.0,Katherine,No,1.0,No,18.7,E,1015.6,ESE,9.0,43.0,E,20.0
33.5,77.0,34.3,0.0,2014-05-13,6.2,35.0,24.5,1010.7,3.0,Katherine,No,0.0,No,17.4,SE,1015.1,SE,13.0,46.0,SE,20.0
33.3,60.0,34.4,0.0,2014-05-14,8.0,31.0,25.1,1008.9,6.0,Katherine,No,0.0,No,17.6,E,1013.6,SE,13.0,41.0,ESE,19.0
34.0,74.0,34.0,0.0,2014-05-15,5.6,36.0,24.9,1009.8,6.0,Katherine,No,2.0,No,18.6,ESE,1013.7,ESE,13.0,44.0,ENE,22.0
33.0,75.0,34.8,0.0,2014-05-16,8.0,35.0,25.4,1010.8,6.0,Katherine,No,3.0,No,19.9,E,1014.5,ESE,11.0,43.0,E,22.0
32.8,76.0,34.3,0.0,2014-05-17,7.4,38.0,26.2,1010.4,5.0,Katherine,No,1.0,No,20.4,E,1014.5,E,19.0,35.0,ENE,17.0
34.0,67.0,34.8,0.0,2014-05-18,5.2,93.0,27.4,1010.5,6.0,Katherine,No,5.0,No,21.6,SE,1014.2,E,24.0,39.0,ESE,24.0
32.0,67.0,32.7,0.0,2014-05-19,8.0,35.0,27.1,1011.7,7.0,Katherine,No,4.0,No,22.6,E,1014.8,E,24.0,41.0,ESE,13.0
33.2,66.0,33.7,0.0,2014-05-20,4.0,33.0,26.4,1010.5,3.0,Katherine,No,1.0,No,20.4,ESE,1014.9,ESE,15.0,39.0,E,22.0
33.0,65.0,34.0,0.0,2014-05-21,6.0,31.0,26.7,1009.9,2.0,Katherine,No,1.0,No,19.7,SSE,1013.6,E,22.0,43.0,E,19.0
33.5,67.0,34.2,0.0,2014-05-22,7.2,32.0,26.0,1009.8,4.0,Katherine,No,0.0,No,19.5,ENE,1014.2,SE,9.0,35.0,SE,15.0
35.0,70.0,35.0,0.0,2014-05-23,7.0,28.0,26.5,1011.0,3.0,Katherine,No,0.0,No,19.8,E,1015.3,E,13.0,41.0,SE,20.0
34.5,57.0,34.8,0.0,2014-05-24,7.2,25.0,24.7,1011.0,0.0,Katherine,No,0.0,No,16.1,E,1015.7,ESE,11.0,50.0,ESE,19.0
36.0,61.0,37.0,0.0,2014-05-25,7.4,18.0,25.0,1011.3,0.0,Katherine,No,0.0,No,16.0,ESE,1015.5,SSE,6.0,50.0,ENE,22.0
34.8,65.0,35.2,0.0,2014-05-26,6.8,30.0,27.6,1011.3,3.0,Katherine,No,2.0,No,21.1,ENE,1015.6,ENE,9.0,39.0,E,7.0
33.7,73.0,34.0,0.0,2014-05-27,6.2,32.0,25.7,1010.4,2.0,Katherine,No,1.0,No,19.2,E,1015.4,ENE,11.0,33.0,E,17.0
32.2,72.0,32.8,0.0,2014-05-28,7.0,34.0,24.5,1010.1,1.0,Katherine,No,0.0,No,16.9,ENE,1014.8,ESE,9.0,39.0,ESE,20.0
34.0,74.0,34.3,0.0,2014-05-29,5.8,31.0,26.1,1009.7,3.0,Katherine,No,1.0,No,20.0,E,1014.4,ENE,9.0,35.0,ENE,15.0
34.0,66.0,34.5,0.0,2014-05-30,6.6,36.0,26.5,1009.6,4.0,Katherine,No,3.0,No,18.6,E,1013.3,E,15.0,41.0,ESE,17.0
32.3,77.0,33.4,0.0,2014-05-31,6.4,36.0,24.7,1010.0,6.0,Katherine,No,7.0,No,20.1,SE,1014.2,E,15.0,30.0,SE,17.0
,71.0,33.7,0.0,2014-06-01,5.0,,25.7,1009.8,,Katherine,No,0.0,No,19.4,E,1013.5,ESE,11.0,39.0,E,24.0
33.0,63.0,33.4,0.0,2014-06-02,6.0,65.0,25.2,1009.9,3.0,Katherine,No,1.0,No,19.7,E,1013.7,ESE,20.0,43.0,SE,17.0
32.0,61.0,32.8,0.0,2014-06-03,5.6,65.0,23.9,1010.0,2.0,Katherine,No,0.0,No,17.1,ESE,1014.5,SE,20.0,43.0,SE,20.0
32.7,75.0,33.3,0.0,2014-06-04,,81.0,25.2,1010.5,0.0,Katherine,No,2.0,No,22.8,E,1014.4,ESE,20.0,44.0,ESE,20.0
32.7,87.0,33.5,0.0,2014-06-05,,29.0,24.5,1010.0,0.0,Katherine,No,0.0,No,17.0,ESE,1014.1,SE,20.0,44.0,ESE,24.0
33.0,40.0,34.0,0.0,2014-06-06,7.2,30.0,26.1,1009.9,0.0,Katherine,No,0.0,No,20.9,ESE,1013.4,SE,20.0,46.0,ESE,24.0
31.0,66.0,31.2,0.0,2014-06-07,10.0,66.0,24.5,1011.0,0.0,Katherine,No,3.0,No,23.4,SE,1014.5,ESE,31.0,52.0,SE,24.0
30.0,39.0,30.2,0.0,2014-06-08,10.0,26.0,21.3,1012.0,0.0,Katherine,No,0.0,No,18.9,ESE,1016.0,SE,24.0,50.0,SE,26.0
28.9,33.0,29.5,0.0,2014-06-09,8.0,23.0,21.5,1010.8,0.0,Katherine,No,0.0,No,15.0,E,1016.0,ESE,22.0,46.0,E,24.0
28.4,66.0,29.0,0.0,2014-06-10,5.8,85.0,19.1,1009.4,0.0,Katherine,No,0.0,No,10.9,E,1014.0,SE,20.0,39.0,E,11.0
29.5,85.0,29.8,0.0,2014-06-11,6.0,,17.5,1008.3,0.0,Katherine,No,0.0,No,9.5,E,1012.9,SE,9.0,39.0,ESE,13.0
30.3,84.0,31.5,0.0,2014-06-12,6.0,26.0,20.3,1007.9,3.0,Katherine,No,0.0,No,10.6,SE,1011.3,SE,11.0,22.0,ESE,7.0
32.2,58.0,33.2,0.0,2014-06-13,5.2,29.0,21.7,1009.4,1.0,Katherine,No,0.0,No,12.8,SSW,1012.7,SE,11.0,24.0,S,11.0
28.0,58.0,28.9,0.0,2014-06-14,4.0,45.0,21.4,1012.3,0.0,Katherine,No,3.0,No,17.3,SSE,1016.2,SE,24.0,39.0,SSE,28.0
26.0,36.0,26.7,0.0,2014-06-15,8.0,24.0,19.2,1014.4,0.0,Katherine,No,1.0,No,15.3,SE,1018.3,SE,31.0,46.0,SE,20.0
26.4,42.0,26.9,0.0,2014-06-16,8.0,23.0,16.9,1014.6,1.0,Katherine,No,1.0,No,11.2,E,1018.7,SE,24.0,37.0,ESE,17.0
27.5,40.0,28.5,0.0,2014-06-17,6.0,26.0,17.2,1014.1,0.0,Katherine,No,0.0,No,9.7,ESE,1018.7,SE,15.0,46.0,E,9.0
31.0,50.0,32.8,0.0,2014-06-18,5.0,37.0,22.8,1013.4,2.0,Katherine,No,1.0,No,15.4,ESE,1016.7,SE,17.0,39.0,ENE,19.0
32.5,67.0,33.1,0.0,2014-06-19,7.0,40.0,25.0,1012.0,4.0,Katherine,No,4.0,No,19.4,E,1015.7,ESE,15.0,43.0,ESE,20.0
32.6,71.0,33.5,0.0,2014-06-20,5.4,60.0,25.2,1013.1,2.0,Katherine,No,2.0,No,21.0,E,1016.6,E,13.0,37.0,E,17.0
