pressure.9.am,location,temp.9.am.c,rainfall,pressure.3.pm,humidity.3.pm,evaporation,min.temp.c,wind.dir.3.pm,wind.speed.9.am,wind.dir.9.am,rain.today,cloud.3.pm,temp.3.pm.c,cloud.9.am,rain.tomorrow,humidity.9.am,sunshine,wind.speed.3.pm,wind.gust.dir,wind.gust.speed,max.temp.c,date
1023.7,Perth,12.5,5.4,1022.4,50.0,1.2,3.8,SW,7.0,SE,Yes,3.0,16.3,2.0,No,59.0,10.2,13.0,S,28.0,17.1,2012-09-28
1024.5,Perth,15.1,0.0,1021.2,44.0,5.0,3.9,WSW,9.0,NE,No,1.0,18.8,2.0,No,54.0,11.6,15.0,SSW,30.0,20.7,2012-09-29
1022.4,Perth,17.2,0.0,1018.4,15.0,5.0,6.5,NE,9.0,E,No,0.0,28.0,0.0,No,52.0,11.4,13.0,NE,33.0,28.5,2012-09-30
1017.2,Perth,25.1,0.0,1012.9,12.0,5.6,10.5,NNE,20.0,NE,No,0.0,33.5,0.0,No,21.0,11.4,19.0,NE,41.0,34.3,2012-10-01
1012.4,Perth,21.4,0.0,1010.6,66.0,7.0,15.0,NW,11.0,N,No,7.0,21.9,5.0,Yes,57.0,8.6,17.0,NW,54.0,23.9,2012-10-02
1016.4,Perth,18.8,3.8,1016.2,63.0,3.6,15.2,W,15.0,W,Yes,7.0,17.4,1.0,No,53.0,7.8,13.0,SSW,41.0,20.1,2012-10-03
1019.5,Perth,15.1,0.4,1017.9,52.0,5.4,10.7,SW,9.0,NNE,No,7.0,18.1,7.0,No,77.0,6.2,19.0,SSW,31.0,19.2,2012-10-04
1023.7,Perth,15.8,0.0,1020.2,25.0,4.2,8.5,E,13.0,E,No,0.0,22.4,1.0,No,58.0,11.8,11.0,S,30.0,23.0,2012-10-05
1016.0,Perth,19.2,0.0,1012.8,35.0,5.2,11.2,W,19.0,ENE,No,1.0,23.3,0.0,No,45.0,11.8,15.0,NE,35.0,27.7,2012-10-06
1018.0,Perth,16.8,0.0,1017.7,50.0,5.8,10.6,SW,13.0,N,No,6.0,20.4,5.0,No,79.0,6.5,11.0,S,33.0,21.8,2012-10-07
1024.6,Perth,17.2,0.0,1021.8,55.0,3.0,8.9,SW,15.0,SSE,No,1.0,19.8,2.0,No,58.0,10.4,17.0,SW,35.0,21.8,2012-10-08
1025.3,Perth,18.3,0.0,1022.3,38.0,6.2,13.3,SE,15.0,E,No,0.0,24.7,2.0,No,64.0,11.8,13.0,ESE,37.0,25.3,2012-10-09
1025.8,Perth,17.5,0.0,1021.6,20.0,7.6,11.9,ENE,19.0,E,No,1.0,26.4,1.0,No,45.0,11.8,15.0,ENE,46.0,27.2,2012-10-10
1020.4,Perth,22.6,0.0,1015.7,16.0,7.6,16.4,ENE,22.0,NE,No,6.0,28.4,1.0,No,23.0,9.2,13.0,NE,48.0,30.2,2012-10-11
1014.3,Perth,22.9,0.0,1013.7,64.0,6.6,13.4,NW,13.0,N,No,4.0,22.6,4.0,No,64.0,10.1,22.0,NW,48.0,26.0,2012-10-12
1012.6,Perth,21.1,0.0,1011.5,87.0,7.8,18.4,W,15.0,WNW,No,7.0,16.5,7.0,Yes,59.0,6.1,20.0,W,44.0,23.2,2012-10-13
1017.3,Perth,17.0,4.4,1017.4,58.0,3.2,15.8,WNW,17.0,WSW,Yes,7.0,19.3,8.0,Yes,68.0,4.2,15.0,W,37.0,22.0,2012-10-14
1022.0,Perth,16.7,2.2,1021.3,59.0,3.6,12.7,SW,6.0,SSW,Yes,5.0,19.6,7.0,No,71.0,8.9,15.0,SSW,31.0,21.4,2012-10-15
1021.9,Perth,18.1,0.0,1018.2,53.0,4.0,8.8,SSW,9.0,ESE,No,7.0,22.4,1.0,No,66.0,11.2,17.0,SW,33.0,23.3,2012-10-16
1015.9,Perth,19.1,0.0,1014.1,52.0,4.8,13.5,SW,11.0,SSW,No,1.0,21.3,4.0,No,62.0,10.7,17.0,SSW,31.0,22.5,2012-10-17
1017.5,Perth,19.4,0.0,1016.1,48.0,6.0,9.2,W,6.0,W,No,1.0,22.2,2.0,No,61.0,11.6,15.0,WNW,24.0,23.4,2012-10-18
1018.4,Perth,20.6,0.0,1018.3,58.0,5.2,10.2,SW,9.0,W,No,5.0,21.1,4.0,No,62.0,11.7,15.0,WSW,30.0,23.3,2012-10-19
1020.0,Perth,20.2,0.0,1015.1,39.0,4.6,10.8,SW,11.0,E,No,1.0,27.3,3.0,No,57.0,12.1,13.0,SW,28.0,29.0,2012-10-20
1011.3,Perth,25.3,0.0,1010.6,59.0,7.0,12.1,W,11.0,NNE,No,3.0,23.8,0.0,Yes,34.0,11.3,15.0,WNW,37.0,29.3,2012-10-21
1013.5,Perth,16.2,3.8,1013.4,61.0,6.0,15.6,WSW,2.0,ESE,Yes,7.0,19.5,8.0,No,87.0,3.8,19.0,WSW,35.0,21.2,2012-10-22
1021.2,Perth,16.6,1.0,1020.5,45.0,4.8,10.1,SSW,17.0,S,No,1.0,19.7,2.0,No,57.0,11.8,22.0,SSW,37.0,21.1,2012-10-23
1026.2,Perth,16.5,0.0,1021.9,30.0,5.6,12.1,SSE,15.0,ESE,No,4.0,23.4,6.0,No,59.0,12.4,15.0,SSW,31.0,24.5,2012-10-24
1025.7,Perth,19.3,0.0,1020.7,26.0,7.4,12.5,SSE,13.0,E,No,0.0,25.1,0.0,No,43.0,12.7,15.0,ENE,39.0,25.9,2012-10-25
1023.1,Perth,18.8,0.0,1018.4,21.0,8.2,11.9,ESE,13.0,ENE,No,0.0,27.5,0.0,No,46.0,12.6,11.0,E,37.0,28.4,2012-10-26
1018.0,Perth,25.1,0.0,1012.9,13.0,8.4,13.7,SSE,15.0,ENE,No,0.0,32.9,0.0,No,24.0,12.8,13.0,NNE,33.0,33.6,2012-10-27
1010.0,Perth,30.2,0.0,1007.6,32.0,8.4,12.1,SW,13.0,NNE,No,7.0,26.4,1.0,No,16.0,10.8,7.0,NW,41.0,36.2,2012-10-28
1009.3,Perth,21.4,0.0,1009.6,66.0,5.4,14.5,W,11.0,W,No,4.0,20.4,4.0,No,67.0,10.8,15.0,W,30.0,23.4,2012-10-29
1014.4,Perth,18.9,0.0,1013.9,49.0,5.0,13.0,SSW,11.0,SSW,No,6.0,20.8,5.0,No,49.0,7.4,20.0,SSW,37.0,22.4,2012-10-30
1017.6,Perth,15.7,0.0,1015.6,51.0,7.0,14.2,E,17.0,ESE,No,5.0,20.5,7.0,No,58.0,2.0,17.0,ESE,41.0,21.4,2012-10-31
1015.5,Perth,17.7,0.0,1011.7,57.0,5.0,14.4,E,19.0,E,No,7.0,20.5,4.0,No,66.0,7.1,11.0,ESE,39.0,22.4,2012-11-01
1012.1,Perth,21.0,0.0,1011.5,53.0,4.0,13.3,WNW,13.0,WNW,No,7.0,22.8,4.0,No,60.0,11.0,15.0,WNW,35.0,23.3,2012-11-02
1009.1,Perth,20.7,0.0,1006.7,91.0,6.6,12.3,NNW,15.0,NNW,No,8.0,16.8,7.0,Yes,60.0,4.7,17.0,NW,37.0,22.8,2012-11-03
1003.3,Perth,18.4,26.0,1003.7,46.0,3.4,13.1,W,19.0,WNW,Yes,3.0,18.3,6.0,Yes,49.0,7.0,20.0,WSW,54.0,19.0,2012-11-04
1011.6,Perth,15.9,11.2,1013.3,48.0,5.0,10.6,WSW,15.0,SW,Yes,5.0,19.4,5.0,No,69.0,9.6,17.0,SSW,43.0,19.9,2012-11-05
1018.4,Perth,15.6,0.4,1017.7,48.0,4.8,13.6,WSW,19.0,SW,No,3.0,20.6,7.0,No,81.0,10.8,15.0,W,33.0,21.8,2012-11-06
1021.4,Perth,18.8,0.0,1020.0,50.0,5.2,11.7,SW,7.0,SE,No,7.0,20.7,7.0,No,62.0,9.7,19.0,SW,37.0,23.1,2012-11-07
1022.1,Perth,19.8,0.0,1019.2,46.0,6.8,11.6,SW,9.0,E,No,5.0,23.9,0.0,No,49.0,12.9,20.0,WSW,33.0,26.5,2012-11-08
1017.1,Perth,26.4,0.0,1014.2,32.0,7.4,11.2,WSW,13.0,NNE,No,6.0,27.6,1.0,No,27.0,13.0,17.0,NE,31.0,31.5,2012-11-09
1014.2,Perth,20.2,0.0,1012.4,57.0,8.0,12.4,WSW,11.0,S,No,5.0,21.2,1.0,Yes,56.0,9.2,20.0,SSW,39.0,23.8,2012-11-10
1022.6,Perth,17.0,1.2,1021.5,38.0,6.6,11.0,SW,19.0,S,Yes,1.0,20.1,2.0,No,50.0,13.3,19.0,SSW,41.0,21.6,2012-11-11
1024.1,Perth,20.1,0.0,1020.2,41.0,9.0,11.0,SSW,15.0,ENE,No,1.0,24.6,7.0,No,46.0,12.6,17.0,S,35.0,26.9,2012-11-12
1019.9,Perth,19.5,0.0,1015.0,39.0,8.0,11.7,SSW,13.0,SSE,No,7.0,26.9,6.0,No,57.0,11.7,19.0,SSW,30.0,31.0,2012-11-13
1014.6,Perth,21.6,0.0,1014.6,52.0,8.0,14.0,SW,15.0,SSW,No,0.0,23.5,7.0,No,57.0,12.0,24.0,SW,43.0,26.6,2012-11-14
1019.2,Perth,21.4,0.0,1017.1,48.0,7.0,13.0,SW,9.0,ESE,No,0.0,23.1,1.0,No,52.0,13.3,26.0,SSW,41.0,26.3,2012-11-15
1017.2,Perth,23.5,0.0,1014.2,38.0,8.0,13.6,SW,7.0,SE,No,2.0,28.5,2.0,No,44.0,12.7,20.0,SSW,37.0,30.4,2012-11-16
1013.1,Perth,28.0,0.0,1009.1,30.0,11.0,18.1,WSW,13.0,NNE,No,1.0,30.8,0.0,No,28.0,13.0,17.0,SSW,39.0,35.3,2012-11-17
1007.8,Perth,22.6,0.0,1008.1,60.0,9.6,16.7,SW,13.0,SW,No,6.0,23.8,5.0,No,63.0,12.9,24.0,SSW,48.0,25.4,2012-11-18
1013.3,Perth,22.4,0.0,1013.2,50.0,8.0,15.5,SW,7.0,SSW,No,1.0,22.6,1.0,No,55.0,12.0,17.0,SW,35.0,25.0,2012-11-19
1019.0,Perth,20.5,0.0,1016.9,50.0,8.4,12.9,SW,13.0,SSE,No,0.0,23.3,3.0,No,55.0,12.8,22.0,SW,41.0,26.1,2012-11-20
1015.7,Perth,24.6,0.0,1010.3,22.0,7.4,16.2,ESE,13.0,E,No,6.0,34.5,1.0,No,48.0,9.2,13.0,E,33.0,35.2,2012-11-21
1010.7,Perth,28.4,0.0,1007.6,51.0,8.4,18.8,WSW,11.0,NW,No,2.0,26.5,4.0,No,42.0,12.9,15.0,WSW,33.0,31.8,2012-11-22
1013.8,Perth,21.5,0.0,1013.3,53.0,7.8,18.0,SSW,15.0,SSW,No,7.0,21.9,7.0,No,52.0,9.1,19.0,WSW,39.0,24.1,2012-11-23
1014.2,Perth,20.8,0.0,1008.2,38.0,7.2,16.8,S,11.0,E,No,2.0,29.0,7.0,No,59.0,6.7,20.0,SW,43.0,30.0,2012-11-24
1015.9,Perth,21.3,0.8,1015.3,48.0,11.4,16.4,SW,11.0,SSE,No,2.0,24.6,1.0,No,56.0,13.2,20.0,SSE,39.0,28.4,2012-11-25
1015.3,Perth,23.8,0.0,1010.6,52.0,7.0,15.4,SW,13.0,ENE,No,1.0,26.1,3.0,No,61.0,12.7,17.0,WSW,33.0,30.2,2012-11-26
1003.8,Perth,20.1,0.0,1002.2,56.0,7.6,15.4,NW,9.0,WNW,No,4.0,23.4,7.0,Yes,70.0,9.7,24.0,WNW,52.0,25.5,2012-11-27
1000.1,Perth,16.6,8.0,995.9,66.0,5.8,14.1,WNW,15.0,N,Yes,7.0,20.4,7.0,Yes,83.0,5.5,30.0,WNW,74.0,22.0,2012-11-28
1007.6,Perth,16.8,9.6,1009.3,49.0,6.4,12.6,W,20.0,W,Yes,5.0,19.1,5.0,No,49.0,9.2,22.0,SW,56.0,19.8,2012-11-29
1015.4,Perth,18.1,1.0,1016.4,46.0,5.8,13.5,SW,17.0,SW,No,3.0,18.9,7.0,No,51.0,8.5,20.0,WSW,41.0,20.7,2012-11-30
1009.1,Perth,29.6,0.0,1009.4,68.0,10.0,25.1,NW,11.0,WNW,No,5.0,27.4,1.0,No,62.0,8.5,13.0,WNW,35.0,30.8,2013-01-01
1013.2,Perth,24.9,0.4,1011.6,49.0,8.0,21.6,WSW,9.0,WSW,No,2.0,27.0,4.0,No,65.0,11.4,15.0,SW,33.0,28.5,2013-01-02
1012.9,Perth,23.6,0.0,1011.2,61.0,9.8,18.9,WSW,17.0,W,No,7.0,23.8,6.0,No,58.0,11.2,22.0,W,39.0,27.3,2013-01-03
1015.0,Perth,22.8,0.0,1013.0,46.0,8.0,18.3,SW,15.0,SSW,No,0.0,24.0,4.0,No,47.0,12.4,19.0,SSW,39.0,25.6,2013-01-04
1012.5,Perth,25.6,0.0,1007.8,29.0,8.2,14.0,SW,11.0,ESE,No,0.0,33.2,0.0,No,44.0,13.2,20.0,SW,37.0,36.9,2013-01-05
1010.4,Perth,30.3,0.0,1010.1,46.0,12.0,22.0,NE,13.0,NNE,No,5.0,30.9,8.0,Yes,56.0,6.0,15.0,NNE,39.0,35.3,2013-01-06
1012.4,Perth,25.3,4.8,1009.7,38.0,5.2,24.0,NE,9.0,SE,Yes,3.0,37.3,7.0,No,90.0,3.3,11.0,NW,37.0,37.8,2013-01-07
1011.0,Perth,33.9,0.2,1009.3,61.0,6.6,25.2,SW,9.0,WSW,No,7.0,30.3,5.0,No,36.0,9.2,19.0,SSW,46.0,39.1,2013-01-08
1010.1,Perth,23.9,0.0,1008.8,56.0,11.2,22.3,SSW,20.0,SSW,No,1.0,25.0,7.0,No,67.0,11.8,26.0,SW,50.0,26.4,2013-01-09
1010.6,Perth,23.2,0.0,1007.6,51.0,8.8,15.6,SW,17.0,SSE,No,1.0,24.7,3.0,No,51.0,13.1,26.0,SSW,46.0,26.2,2013-01-10
1011.5,Perth,22.5,0.0,1008.3,46.0,9.8,16.7,SW,11.0,SE,No,1.0,27.8,2.0,No,49.0,12.8,19.0,S,41.0,29.4,2013-01-11
1009.8,Perth,24.9,0.0,1007.1,32.0,9.4,20.4,SSE,17.0,E,No,4.0,33.4,2.0,No,49.0,10.4,15.0,ENE,41.0,34.9,2013-01-12
1011.9,Perth,25.0,0.0,1010.0,59.0,10.2,22.2,ENE,13.0,E,No,8.0,26.8,7.0,Yes,61.0,0.4,15.0,E,37.0,28.1,2013-01-13
1008.9,Perth,27.9,1.2,1006.1,44.0,4.2,21.7,SW,11.0,ENE,Yes,7.0,35.8,5.0,No,67.0,12.3,13.0,SSW,30.0,37.3,2013-01-14
1007.5,Perth,32.3,0.0,1006.9,66.0,9.2,27.3,WNW,11.0,NNW,No,5.0,29.6,6.0,No,51.0,12.4,15.0,NW,31.0,32.6,2013-01-15
1008.2,Perth,25.5,0.0,1008.0,89.0,8.8,22.8,W,19.0,NW,No,7.0,23.5,7.0,No,70.0,6.9,17.0,NW,43.0,27.1,2013-01-16
1016.3,Perth,20.4,0.6,1015.5,39.0,7.2,19.1,SW,22.0,SW,No,1.0,23.0,7.0,No,50.0,12.7,24.0,SW,50.0,24.5,2013-01-17
1019.9,Perth,20.9,0.0,1014.5,25.0,10.8,15.1,SSE,17.0,ESE,No,0.0,28.6,2.0,No,51.0,13.1,15.0,SE,37.0,30.2,2013-01-18
1015.7,Perth,23.3,0.0,1011.1,30.0,9.4,16.6,SSW,13.0,E,No,0.0,31.3,0.0,No,48.0,12.9,17.0,SW,43.0,33.2,2013-01-19
1010.2,Perth,29.6,0.0,1008.3,29.0,10.2,15.4,WSW,11.0,NE,No,0.0,32.7,0.0,No,32.0,13.2,13.0,WSW,33.0,35.1,2013-01-20
1012.9,Perth,24.2,0.0,1010.6,45.0,11.4,19.4,SSW,11.0,S,No,0.0,29.4,0.0,No,51.0,13.0,20.0,S,48.0,31.5,2013-01-21
1012.8,Perth,24.1,0.0,1008.5,31.0,10.8,18.1,SW,11.0,E,No,0.0,33.8,1.0,No,50.0,13.1,15.0,SE,35.0,35.7,2013-01-22
1008.2,Perth,25.3,0.0,1007.6,58.0,11.0,20.0,SW,19.0,SW,No,1.0,26.2,1.0,No,55.0,13.0,20.0,S,43.0,28.7,2013-01-23
1016.8,Perth,21.8,0.0,1015.2,46.0,9.2,17.2,SW,13.0,S,No,0.0,25.4,2.0,No,58.0,12.5,26.0,SW,48.0,28.4,2013-01-24
1021.4,Perth,21.8,0.0,1017.7,30.0,11.0,16.1,SSW,15.0,E,No,0.0,29.2,0.0,No,44.0,13.1,22.0,SW,39.0,30.8,2013-01-25
1020.5,Perth,26.1,0.0,1017.4,21.0,11.0,15.4,SW,9.0,E,No,0.0,33.0,0.0,No,37.0,13.1,17.0,SSW,37.0,34.9,2013-01-26
1021.4,Perth,25.6,0.0,1018.4,38.0,11.2,20.6,SW,9.0,SE,No,5.0,32.1,0.0,No,45.0,13.1,19.0,SW,43.0,34.5,2013-01-27
1023.4,Perth,22.0,0.0,1019.8,19.0,11.8,16.8,SSE,17.0,E,No,0.0,31.3,0.0,No,48.0,13.1,15.0,ENE,35.0,32.5,2013-01-28
1021.3,Perth,24.5,0.0,1017.9,34.0,10.8,17.8,SSW,13.0,ENE,No,0.0,28.5,0.0,No,38.0,13.0,22.0,SSW,39.0,32.7,2013-01-29
1019.2,Perth,25.7,0.0,1017.3,44.0,11.0,16.8,SW,9.0,ESE,No,1.0,29.8,0.0,No,34.0,13.0,19.0,SSW,43.0,32.3,2013-01-30
1023.1,Perth,22.5,0.0,1019.3,18.0,11.2,17.2,ESE,15.0,E,No,3.0,33.6,1.0,No,49.0,13.0,15.0,E,44.0,34.9,2013-01-31
1008.7,Perth,25.5,0.0,1004.5,27.0,10.2,20.0,E,13.0,E,No,1.0,33.3,1.0,No,41.0,11.8,13.0,NE,35.0,33.8,2013-03-01
1009.0,Perth,22.4,0.0,1006.2,51.0,10.4,17.4,SW,7.0,S,No,1.0,26.1,1.0,No,59.0,12.0,19.0,WSW,30.0,28.3,2013-03-02
1007.0,Perth,24.9,0.0,1004.0,44.0,7.6,16.3,WSW,9.0,NNE,No,1.0,28.8,0.0,No,57.0,12.0,15.0,NW,30.0,30.3,2013-03-03
1006.1,Perth,23.5,0.2,1006.5,57.0,6.4,18.4,W,7.0,W,No,4.0,24.8,7.0,No,82.0,8.5,15.0,WSW,35.0,27.3,2013-03-04
1011.9,Perth,22.2,0.2,1010.8,51.0,5.8,15.5,WSW,7.0,N,No,1.0,25.6,5.0,No,69.0,8.0,15.0,WSW,28.0,27.5,2013-03-05
1015.8,Perth,23.4,0.0,1013.2,50.0,4.8,16.9,SSW,11.0,SSE,No,1.0,28.2,1.0,No,62.0,11.6,22.0,SW,43.0,30.1,2013-03-06
1017.7,Perth,23.5,0.0,1013.5,45.0,8.8,18.3,SW,11.0,E,No,0.0,29.4,1.0,No,58.0,12.0,19.0,ESE,33.0,31.1,2013-03-07
1016.4,Perth,22.8,0.0,1012.5,43.0,9.2,18.1,SSW,13.0,E,No,0.0,30.8,0.0,No,60.0,11.7,17.0,SSW,39.0,33.5,2013-03-08
1015.3,Perth,23.3,0.0,1011.0,28.0,9.2,19.2,E,9.0,E,No,2.0,33.7,7.0,No,58.0,7.8,13.0,E,37.0,34.8,2013-03-09
1010.1,Perth,26.8,0.0,1008.3,44.0,9.2,23.0,WNW,6.0,NE,No,7.0,29.4,7.0,Yes,45.0,0.3,9.0,NW,28.0,30.8,2013-03-10
1008.8,Perth,24.6,18.0,1009.6,64.0,3.4,20.4,SW,7.0,WSW,Yes,4.0,24.4,7.0,No,74.0,9.5,28.0,SW,44.0,26.2,2013-03-11
1021.7,Perth,17.1,0.0,1018.5,29.0,6.8,12.0,SSE,17.0,SSE,No,0.0,24.9,1.0,No,52.0,11.5,15.0,S,35.0,25.6,2013-03-12
1022.4,Perth,19.1,0.0,1016.7,30.0,8.0,14.4,E,13.0,E,No,1.0,27.7,0.0,No,49.0,11.2,11.0,E,35.0,28.2,2013-03-13
1015.2,Perth,17.0,0.4,1011.2,93.0,8.4,16.9,ESE,6.0,ESE,No,7.0,17.2,7.0,Yes,73.0,0.1,11.0,NE,31.0,24.4,2013-03-14
1010.7,Perth,24.3,26.2,1010.6,58.0,2.4,15.5,SSW,9.0,ENE,Yes,4.0,27.3,4.0,No,69.0,7.7,13.0,ESE,31.0,29.2,2013-03-15
1017.7,Perth,22.8,0.0,1015.0,48.0,6.6,19.8,ESE,13.0,E,No,3.0,28.5,3.0,No,65.0,9.8,15.0,E,35.0,29.7,2013-03-16
1016.7,Perth,24.9,0.0,1013.6,56.0,7.2,19.7,WSW,9.0,ESE,No,2.0,28.4,1.0,No,68.0,11.1,15.0,WSW,28.0,31.3,2013-03-17
1013.7,Perth,24.7,0.0,1011.7,59.0,6.8,19.2,WSW,6.0,E,No,3.0,28.6,5.0,No,71.0,10.2,13.0,SW,24.0,30.1,2013-03-18
1012.5,Perth,22.2,0.0,1010.8,64.0,5.8,18.8,W,7.0,NNE,No,7.0,27.3,7.0,No,86.0,7.8,11.0,SW,35.0,29.3,2013-03-19
1019.0,Perth,20.6,0.0,1017.8,59.0,6.4,19.3,SW,17.0,SSE,No,8.0,22.7,7.0,No,74.0,1.6,19.0,SSW,35.0,24.9,2013-03-20
1019.5,Perth,19.6,0.0,1016.1,49.0,4.2,16.0,SW,7.0,ENE,No,1.0,22.5,3.0,No,57.0,9.8,17.0,WSW,35.0,24.2,2013-03-21
1020.3,Perth,18.9,0.0,1016.8,49.0,6.8,12.1,SSW,11.0,SSE,No,1.0,24.0,1.0,No,53.0,11.2,20.0,SSW,39.0,25.6,2013-03-22
1020.9,Perth,19.4,0.0,1017.7,50.0,6.2,12.8,SSW,13.0,SSE,No,1.0,23.7,1.0,No,58.0,11.2,20.0,SSW,37.0,25.4,2013-03-23
1018.3,Perth,19.5,0.0,1013.4,50.0,7.0,12.7,SW,7.0,S,No,1.0,25.7,0.0,No,63.0,9.9,17.0,SSW,31.0,28.2,2013-03-24
1007.5,Perth,20.6,0.0,1004.6,71.0,4.6,14.7,SW,11.0,S,No,7.0,21.8,3.0,Yes,72.0,3.7,13.0,SSW,33.0,23.7,2013-03-25
1009.8,Perth,14.8,24.6,1012.6,43.0,4.2,12.6,SW,22.0,S,Yes,4.0,19.8,6.0,No,84.0,7.6,22.0,SW,48.0,20.4,2013-03-26
1023.1,Perth,17.1,0.0,1021.8,49.0,4.4,8.2,SW,4.0,E,No,3.0,23.3,1.0,No,58.0,10.1,13.0,WSW,31.0,23.6,2013-03-27
1028.6,Perth,18.2,0.0,1024.1,45.0,4.6,11.4,SW,11.0,ESE,No,1.0,23.9,0.0,No,57.0,10.9,15.0,SW,30.0,24.9,2013-03-28
1024.0,Perth,20.1,0.0,1019.7,43.0,5.2,14.5,SSW,13.0,ENE,No,1.0,25.5,0.0,No,59.0,11.1,17.0,SSW,37.0,27.4,2013-03-29
1021.7,Perth,20.2,0.0,1018.9,50.0,6.4,13.1,SW,11.0,ENE,No,1.0,26.2,1.0,No,59.0,11.2,17.0,SSW,30.0,27.3,2013-03-30
1021.0,Perth,20.7,0.0,1017.5,28.0,4.8,12.4,ESE,9.0,E,No,1.0,29.7,0.0,No,55.0,11.1,7.0,NE,24.0,30.1,2013-03-31
1019.9,Perth,22.9,0.0,1016.9,26.0,7.2,14.9,S,7.0,E,No,1.0,30.2,0.0,No,44.0,11.0,15.0,SSE,26.0,31.7,2013-04-01
1019.3,Perth,22.8,0.0,1015.1,22.0,7.6,13.0,E,9.0,ENE,No,1.0,31.4,1.0,No,41.0,10.9,9.0,NE,31.0,32.0,2013-04-02
1015.9,Perth,26.0,0.0,1012.8,26.0,7.6,16.2,N,15.0,NE,No,1.0,34.0,1.0,No,35.0,10.5,7.0,NE,28.0,34.4,2013-04-03
1014.7,Perth,28.2,0.0,1012.2,33.0,6.2,18.1,W,15.0,NNE,No,8.0,32.7,5.0,No,42.0,9.2,11.0,NE,28.0,36.2,2013-04-04
1016.3,Perth,24.2,0.0,1015.7,56.0,5.8,18.2,SW,11.0,SSW,No,2.0,26.2,4.0,No,70.0,10.0,13.0,S,31.0,27.3,2013-04-05
1019.9,Perth,22.3,0.0,1016.2,44.0,6.8,18.1,SE,13.0,ESE,No,6.0,27.9,3.0,No,64.0,10.5,15.0,SE,35.0,28.4,2013-04-06
1018.3,Perth,21.5,0.0,1013.7,35.0,7.0,17.7,NE,15.0,ESE,No,1.0,30.7,1.0,No,64.0,9.8,7.0,SE,31.0,31.7,2013-04-07
1015.5,Perth,28.8,0.0,1013.3,25.0,5.8,18.2,W,9.0,NE,No,3.0,32.5,1.0,No,37.0,10.2,15.0,NNW,31.0,37.3,2013-04-08
1016.3,Perth,25.2,0.0,1014.0,41.0,7.0,15.9,WSW,0.0,,No,1.0,31.0,1.0,No,50.0,10.4,11.0,W,20.0,33.8,2013-04-09
1014.7,Perth,25.5,0.0,1012.5,39.0,5.0,18.5,W,7.0,S,No,7.0,30.8,6.0,No,57.0,7.3,13.0,W,24.0,36.4,2013-04-10
1012.5,Perth,27.9,0.2,1011.8,44.0,6.8,20.0,SSW,9.0,NE,No,8.0,28.7,3.0,No,45.0,5.3,9.0,W,41.0,36.2,2013-04-11
1016.0,Perth,23.8,0.4,1014.6,81.0,4.8,21.0,ENE,0.0,,No,8.0,22.9,8.0,Yes,65.0,0.0,7.0,SSE,22.0,24.0,2013-04-12
1016.0,Perth,22.3,2.8,1013.9,52.0,1.6,19.7,SSE,6.0,S,Yes,7.0,26.6,7.0,No,77.0,0.4,13.0,SSE,24.0,27.0,2013-04-13
1017.1,Perth,22.2,0.0,1014.3,58.0,1.4,20.8,SSW,13.0,SSE,No,8.0,28.0,7.0,No,78.0,4.4,6.0,S,24.0,28.5,2013-04-14
1015.5,Perth,25.5,0.0,1012.9,70.0,2.4,20.7,W,0.0,,No,8.0,25.4,6.0,No,72.0,4.4,9.0,WSW,22.0,28.7,2013-04-15
1014.6,Perth,22.7,0.0,1013.5,73.0,3.8,20.8,WNW,7.0,SSE,No,6.0,24.1,7.0,No,85.0,2.0,13.0,WNW,20.0,26.4,2013-04-16
1014.5,Perth,20.8,0.0,1011.9,60.0,2.6,19.7,WSW,11.0,NE,No,7.0,25.6,8.0,No,83.0,4.2,7.0,W,17.0,26.6,2013-04-17
1014.1,Perth,20.2,0.0,1012.4,63.0,2.4,16.7,WSW,7.0,N,No,7.0,24.2,7.0,Yes,96.0,2.8,9.0,WNW,19.0,25.5,2013-04-18
1013.8,Perth,20.7,3.6,1013.3,64.0,2.0,18.1,WSW,6.0,E,Yes,7.0,24.3,7.0,No,83.0,5.5,9.0,SW,31.0,26.6,2013-04-19
1019.0,Perth,18.7,0.4,1017.7,52.0,3.0,16.0,SW,13.0,SSE,No,7.0,20.2,3.0,No,76.0,7.8,19.0,SSW,39.0,21.9,2013-04-20
1018.3,Perth,16.6,0.2,1015.9,51.0,5.4,13.2,W,7.0,NE,No,7.0,20.7,7.0,Yes,70.0,4.4,19.0,WSW,39.0,22.5,2013-04-21
1018.2,Perth,19.0,12.6,1017.4,54.0,6.4,15.6,WSW,7.0,NE,Yes,4.0,22.1,3.0,No,84.0,7.4,13.0,SW,22.0,23.1,2013-04-22
1022.6,Perth,17.8,0.4,1020.1,49.0,2.0,11.0,SSW,11.0,NE,No,3.0,23.6,1.0,No,73.0,9.8,7.0,SW,24.0,24.1,2013-04-23
1021.7,Perth,18.6,0.0,1017.2,38.0,2.8,11.5,SW,4.0,ENE,No,7.0,26.2,8.0,No,63.0,4.7,11.0,SSW,20.0,28.4,2013-04-24
1015.6,Perth,21.0,0.0,1012.8,41.0,4.4,15.7,SSE,9.0,NNE,No,7.0,26.2,7.0,No,51.0,0.4,6.0,NW,19.0,26.4,2013-04-25
