Sunshine,Temp3pmF,Rainfall,WindGustDir,RainToday,WindSpeed3pm,WindSpeed9am,RainTomorrow,Cloud3pm,Pressure3pm,WindDir9am,Humidity3pm,Evaporation,Humidity9am,WindGustSpeed,Temp9amF,Cloud9am,Date,MaxTempF,Location,MinTempF,WindDir3pm,Pressure9am
,72.14,0.2,WNW,No,11.0,9.0,No,1.0,1013.2,W,45.0,1.2,91.0,39.0,49.82,1.0,2013-07-04,73.22,Williamtown,38.48,N,1018.7
,69.8,0.0,WNW,No,31.0,19.0,,,1011.6,NW,30.0,,68.0,57.0,61.16,,2013-07-05,71.42,Williamtown,44.78,WNW,1012.0
,61.16,,WNW,,31.0,30.0,,,1019.2,WNW,25.0,,52.0,50.0,50.36,,2013-07-06,62.42,Williamtown,40.64,WNW,1021.7
,62.78,,WNW,,13.0,24.0,No,1.0,1026.4,WNW,29.0,12.6,52.0,39.0,50.18,1.0,2013-07-07,63.32,Williamtown,42.620000000000005,WNW,1028.0
9.7,62.42,0.0,NW,No,7.0,19.0,Yes,1.0,1030.2,NW,39.0,2.4,67.0,30.0,47.3,0.0,2013-07-08,63.68,Williamtown,37.76,W,1032.3
2.7,56.120000000000005,4.8,SW,Yes,9.0,17.0,Yes,7.0,1033.0,SW,80.0,2.0,92.0,28.0,51.98,7.0,2013-07-09,61.519999999999996,Williamtown,41.9,ESE,1034.7
1.1,59.36,2.0,WNW,Yes,7.0,9.0,No,6.0,1031.3,WNW,69.0,1.2,92.0,17.0,49.82,8.0,2013-07-10,60.8,Williamtown,47.120000000000005,ENE,1033.3
,61.88,0.0,SSE,No,15.0,9.0,,2.0,1032.2,WNW,65.0,0.4,88.0,28.0,54.32,3.0,2013-07-11,63.68,Williamtown,42.620000000000005,SE,1035.0
,61.34,,WNW,,13.0,17.0,,5.0,1027.7,WNW,65.0,,100.0,28.0,48.74,8.0,2013-07-12,62.78,Williamtown,41.72,W,1031.8
,62.24,,SSE,,13.0,13.0,,8.0,1027.3,NNW,69.0,,92.0,20.0,51.44,,2013-07-13,64.04,Williamtown,39.74,S,1029.2
,63.86,,SSE,,13.0,7.0,No,,1025.8,NW,59.0,,92.0,19.0,51.44,,2013-07-14,66.38,Williamtown,41.18,SE,1028.4
,64.58,1.0,WSW,No,7.0,7.0,No,7.0,1023.0,NW,73.0,4.4,96.0,15.0,54.68,7.0,2013-07-15,65.84,Williamtown,48.56,NNW,1025.7
1.8,66.92,0.0,NNW,No,11.0,9.0,No,7.0,1023.1,NW,65.0,1.0,96.0,17.0,55.58,7.0,2013-07-16,68.36,Williamtown,50.9,NNW,1025.5
6.7,71.42,0.0,NW,No,11.0,11.0,No,1.0,1021.6,NW,60.0,1.2,94.0,19.0,56.48,5.0,2013-07-17,71.96,Williamtown,48.56,E,1025.0
,70.16,0.0,ENE,No,9.0,7.0,,5.0,1020.3,N,61.0,1.4,89.0,19.0,57.92,4.0,2013-07-18,73.04,Williamtown,45.14,SSE,1023.9
,61.7,,W,,13.0,15.0,,8.0,1013.9,NNE,86.0,,68.0,31.0,63.86,,2013-07-19,72.5,Williamtown,48.2,N,1017.1
,64.94,,WNW,,15.0,13.0,Yes,3.0,1007.4,NW,67.0,,88.0,48.0,56.3,8.0,2013-07-20,65.66,Williamtown,52.7,NNW,1011.4
,60.8,2.0,WNW,Yes,31.0,24.0,No,1.0,1015.2,WNW,24.0,7.0,51.0,52.0,52.34,0.0,2013-07-21,62.059999999999995,Williamtown,39.74,WNW,1018.1
9.6,63.5,0.0,WNW,No,33.0,2.0,No,1.0,1017.9,NW,24.0,3.6,68.0,61.0,50.72,1.0,2013-07-22,64.75999999999999,Williamtown,31.64,WNW,1020.7
8.7,60.980000000000004,0.0,WNW,No,20.0,24.0,No,4.0,1018.3,WNW,40.0,4.4,54.0,52.0,51.44,1.0,2013-07-23,64.04,Williamtown,38.3,W,1021.1
0.8,59.18,0.0,SSW,No,35.0,22.0,No,7.0,1025.6,WSW,60.0,3.8,64.0,57.0,54.5,7.0,2013-07-24,61.88,Williamtown,46.4,SSW,1025.6
,62.6,0.4,WNW,No,17.0,17.0,,1.0,1027.0,WNW,45.0,2.8,68.0,26.0,50.9,7.0,2013-07-25,65.12,Williamtown,43.7,SSE,1030.0
,66.92,,WNW,,24.0,15.0,,,1023.8,NW,25.0,,88.0,48.0,48.379999999999995,,2013-07-26,68.0,Williamtown,39.2,W,1027.1
,64.22,,SE,,13.0,19.0,,,1028.3,NW,58.0,,61.0,28.0,51.620000000000005,,2013-07-27,66.02,Williamtown,38.48,ESE,1030.9
,64.4,,NW,,2.0,15.0,No,,1026.6,WNW,67.0,,96.0,20.0,47.3,,2013-07-28,65.84,Williamtown,38.12,NNE,1030.5
,71.42,0.2,NNW,No,11.0,9.0,No,1.0,1021.8,WNW,36.0,7.6,84.0,22.0,53.6,1.0,2013-07-29,72.32,Williamtown,39.56,N,1026.9
6.1,67.1,0.0,WNW,No,15.0,19.0,Yes,7.0,1017.9,NW,47.0,2.4,63.0,31.0,55.04,3.0,2013-07-30,71.78,Williamtown,43.34,S,1020.6
6.6,64.22,11.8,S,Yes,30.0,24.0,No,3.0,1021.6,S,55.0,3.6,73.0,50.0,61.34,4.0,2013-07-31,66.56,Williamtown,51.08,S,1022.5
,62.42,0.0,S,No,17.0,13.0,,4.0,1020.1,WNW,59.0,3.6,77.0,26.0,55.4,1.0,2013-08-01,64.58,Williamtown,44.06,S,1023.2
,68.18,,NW,,31.0,13.0,,,1013.8,WNW,34.0,,93.0,52.0,49.28,3.0,2013-08-02,69.44,Williamtown,40.46,NW,1018.8
,65.84,,WNW,,37.0,28.0,No,,1012.8,WNW,31.0,,47.0,54.0,57.2,,2013-08-03,66.74000000000001,Williamtown,44.6,WNW,1017.1
,65.48,0.0,WNW,No,44.0,15.0,No,3.0,1012.5,NW,36.0,11.4,49.0,59.0,57.379999999999995,2.0,2013-08-04,67.64,Williamtown,46.76,NW,1015.1
10.2,66.38,0.0,WNW,No,35.0,22.0,No,1.0,1015.2,WNW,28.0,4.8,53.0,54.0,54.32,1.0,2013-08-05,67.1,Williamtown,41.36,WNW,1019.1
10.2,73.22,0.0,NW,No,26.0,15.0,No,6.0,1010.1,NW,24.0,5.0,54.0,63.0,56.3,1.0,2013-08-06,73.75999999999999,Williamtown,38.48,NW,1015.3
8.6,63.14,0.0,W,No,19.0,6.0,Yes,3.0,1009.4,WSW,55.0,3.4,62.0,31.0,60.980000000000004,4.0,2013-08-07,65.48,Williamtown,49.1,SE,1013.4
,53.06,3.8,SW,Yes,31.0,30.0,,7.0,1008.1,WNW,71.0,4.4,56.0,56.0,54.14,2.0,2013-08-08,58.82,Williamtown,45.86,W,1008.6
,64.4,,WNW,,19.0,26.0,,,1014.8,WNW,36.0,,62.0,48.0,53.42,,2013-08-09,67.46,Williamtown,44.42,WNW,1019.0
,73.4,,WNW,,19.0,31.0,,,1014.2,WNW,25.0,,35.0,56.0,62.42,,2013-08-10,74.12,Williamtown,53.42,WNW,1016.6
,71.06,,W,,9.0,15.0,Yes,,1014.0,WNW,38.0,,58.0,33.0,57.92,,2013-08-11,74.3,Williamtown,41.36,SSE,1018.6
,76.28,3.0,WNW,Yes,43.0,13.0,No,7.0,1004.2,NW,25.0,17.8,54.0,63.0,62.24,2.0,2013-08-12,80.78,Williamtown,44.239999999999995,WNW,1008.1
9.7,70.34,0.0,WNW,No,30.0,15.0,No,1.0,1013.6,NW,18.0,5.2,39.0,50.0,56.48,0.0,2013-08-13,70.88,Williamtown,42.44,NW,1016.2
7.4,72.5,0.0,NW,No,19.0,11.0,No,2.0,1010.0,WNW,16.0,6.2,51.0,37.0,54.32,6.0,2013-08-14,73.58,Williamtown,42.620000000000005,NW,1015.8
,61.7,0.0,WSW,No,30.0,26.0,No,1.0,1020.3,WSW,30.0,5.0,32.0,52.0,57.56,1.0,2013-08-15,63.32,Williamtown,41.54,SSW,1018.9
,68.0,0.0,NE,No,17.0,17.0,No,,1017.9,NW,37.0,,51.0,31.0,50.18,,2013-08-16,69.44,Williamtown,34.52,NE,1024.2
,73.04,0.0,NW,No,46.0,9.0,No,,1008.1,NNW,43.0,,59.0,69.0,60.08,,2013-08-17,76.28,Williamtown,46.04,WNW,1011.4
,71.06,0.0,WNW,No,26.0,13.0,No,0.0,1013.6,NNW,20.0,12.4,45.0,44.0,58.459999999999994,0.0,2013-08-18,72.5,Williamtown,42.44,NW,1018.8
,71.06,0.0,WNW,No,50.0,15.0,No,,1007.0,NW,22.0,,41.0,76.0,59.18,,2013-08-19,72.86,Williamtown,35.78,WNW,1012.4
,60.440000000000005,0.0,WNW,No,26.0,33.0,No,2.0,1012.2,WNW,21.0,14.2,41.0,52.0,52.16,1.0,2013-08-20,64.04,Williamtown,43.34,WSW,1014.2
,62.78,0.0,WNW,No,28.0,35.0,No,2.0,1013.9,WNW,23.0,5.4,48.0,44.0,49.46,1.0,2013-08-21,64.94,Williamtown,40.82,W,1017.1
,65.3,0.0,W,No,31.0,15.0,No,8.0,1011.8,WNW,24.0,,52.0,59.0,52.16,,2013-08-22,66.56,Williamtown,36.14,WNW,1015.9
,65.66,0.0,NW,No,43.0,30.0,No,,1010.1,WNW,32.0,,40.0,69.0,60.08,8.0,2013-08-23,70.7,Williamtown,43.7,W,1012.9
,66.56,0.0,WNW,No,22.0,30.0,No,,1020.4,WNW,47.0,,52.0,48.0,62.24,,2013-08-24,69.98,Williamtown,53.78,SE,1020.5
,75.2,0.0,WNW,No,22.0,22.0,No,,1020.6,NW,25.0,,64.0,37.0,56.84,,2013-08-25,76.64,Williamtown,40.46,NW,1025.4
,67.1,0.0,WSW,No,19.0,13.0,No,5.0,1020.5,WNW,51.0,25.6,52.0,30.0,60.440000000000005,1.0,2013-08-26,72.68,Williamtown,44.42,SE,1024.8
9.9,68.72,0.0,NW,No,15.0,20.0,No,1.0,1018.3,WNW,40.0,3.0,55.0,28.0,59.72,3.0,2013-08-27,71.6,Williamtown,44.239999999999995,SE,1022.2
,69.62,0.0,S,No,28.0,19.0,No,,1020.1,WNW,37.0,3.8,60.0,37.0,60.08,1.0,2013-08-28,72.32,Williamtown,43.519999999999996,S,1021.5
,71.78,0.0,,No,20.0,9.0,No,,1019.4,NNE,42.0,,73.0,,59.0,,2013-08-29,73.75999999999999,Williamtown,40.46,NE,1024.0
,83.12,0.0,NW,No,28.0,20.0,No,,1012.3,N,25.0,,56.0,46.0,68.72,,2013-08-30,84.56,Williamtown,60.08,WNW,1016.1
,71.78,0.0,WSW,No,19.0,17.0,No,,1019.7,WNW,41.0,,45.0,41.0,64.94,,2013-08-31,78.44,Williamtown,45.68,SSE,1021.9
,69.8,0.0,SSE,No,19.0,7.0,No,1.0,1026.8,WNW,49.0,19.2,66.0,30.0,62.959999999999994,1.0,2013-09-01,72.68,Williamtown,44.239999999999995,SE,1028.5
10.3,69.44,0.0,SE,No,22.0,0.0,No,6.0,1029.2,,52.0,3.0,77.0,33.0,62.6,1.0,2013-09-02,72.86,Williamtown,41.72,ESE,1031.4
9.5,69.8,0.0,SE,No,24.0,6.0,No,1.0,1031.4,WNW,56.0,4.0,78.0,31.0,62.42,1.0,2013-09-03,71.06,Williamtown,43.16,SE,1034.0
10.1,72.68,0.0,E,No,26.0,6.0,No,,1028.9,NNW,45.0,3.4,66.0,33.0,65.12,1.0,2013-09-04,75.38,Williamtown,42.8,E,1033.7
,80.06,0.0,NW,No,17.0,22.0,No,5.0,1024.1,WNW,24.0,4.0,56.0,41.0,64.4,0.0,2013-09-05,82.4,Williamtown,45.5,NW,1029.0
,69.98,0.0,WNW,No,17.0,17.0,No,,1023.6,WSW,75.0,,41.0,31.0,71.06,,2013-09-06,78.8,Williamtown,53.42,SSE,1027.1
,85.64,0.0,WNW,No,24.0,17.0,No,,1019.1,NW,16.0,,51.0,48.0,69.8,,2013-09-07,87.08000000000001,Williamtown,54.5,NW,1023.9
,69.8,0.0,SW,No,24.0,15.0,No,8.0,1022.7,SW,66.0,,79.0,41.0,66.38,8.0,2013-09-08,73.04,Williamtown,59.36,SE,1025.3
,77.18,0.0,NW,No,6.0,11.0,No,,1014.8,N,54.0,,77.0,24.0,68.72,8.0,2013-09-09,79.7,Williamtown,62.78,SW,1021.5
,86.9,0.0,NW,No,33.0,17.0,No,4.0,1003.3,NW,14.0,22.6,36.0,72.0,75.92,2.0,2013-09-10,87.44,Williamtown,53.96,NW,1009.1
,79.34,0.0,NW,No,28.0,26.0,No,2.0,1009.1,WNW,12.0,11.4,28.0,44.0,66.56,3.0,2013-09-11,79.7,Williamtown,46.94,WNW,1012.9
,68.72,0.0,S,No,20.0,15.0,,,1010.9,WNW,33.0,,37.0,54.0,65.66,,2013-09-12,73.22,Williamtown,42.260000000000005,SE,1016.1
,63.32,,SSW,,20.0,13.0,,1.0,1018.1,WSW,51.0,,59.0,52.0,59.18,5.0,2013-09-13,65.48,Williamtown,51.8,ESE,1021.9
,78.25999999999999,,NW,,20.0,13.0,Yes,,1008.0,NNE,38.0,,67.0,57.0,64.94,7.0,2013-09-14,80.6,Williamtown,57.02,W,1011.6
,65.3,2.6,SSE,Yes,20.0,13.0,,4.0,1015.7,W,60.0,22.0,66.0,35.0,64.94,6.0,2013-09-15,67.82,Williamtown,51.620000000000005,E,1018.1
,61.7,,NE,,13.0,13.0,,8.0,1010.1,ENE,94.0,3.4,75.0,44.0,62.959999999999994,8.0,2013-09-16,66.02,Williamtown,48.92,NE,1016.1
,70.88,,W,,22.0,11.0,,8.0,1000.8,NNE,42.0,,73.0,46.0,64.04,,2013-09-17,75.38,Williamtown,51.98,WNW,1003.2
,76.82,,NW,,39.0,33.0,,,1001.3,WNW,24.0,,49.0,72.0,68.72,,2013-09-18,78.08,Williamtown,58.82,WNW,1004.6
,74.84,,WNW,,33.0,28.0,,,1004.3,WNW,18.0,,32.0,52.0,67.28,,2013-09-19,75.92,Williamtown,48.2,WNW,1006.9
,73.94,,WNW,,33.0,39.0,,1.0,1005.8,WNW,17.0,,37.0,76.0,64.75999999999999,,2013-09-20,76.82,Williamtown,50.72,W,1009.7
,67.1,,WNW,,22.0,17.0,,,1012.2,WNW,40.0,,41.0,35.0,62.78,,2013-09-21,69.62,Williamtown,48.56,SSE,1015.3
,71.42,,NW,,20.0,17.0,Yes,,1012.1,NW,,,,31.0,62.78,,2013-09-22,77.0,Williamtown,41.9,ESE,1015.2
,87.08000000000001,19.2,WNW,Yes,30.0,9.0,No,1.0,1007.0,NNW,12.0,,46.0,56.0,67.28,1.0,2013-09-23,87.8,Williamtown,48.379999999999995,WNW,1012.8
3.4,87.26,0.0,NW,No,24.0,6.0,No,5.0,1000.8,N,17.0,6.6,60.0,50.0,64.22,8.0,2013-09-24,89.06,Williamtown,52.879999999999995,WNW,1005.8
,83.66,0.0,,No,20.0,15.0,No,1.0,1007.2,NW,27.0,6.0,35.0,,75.02,0.0,2013-09-25,88.52,Williamtown,57.2,ENE,1010.9
,88.88000000000001,0.0,WNW,No,50.0,9.0,No,,1005.2,N,13.0,,36.0,87.0,76.64,,2013-09-26,97.52,Williamtown,50.54,WNW,1005.5
,68.9,0.0,ESE,No,26.0,15.0,No,,1017.0,WNW,29.0,,28.0,35.0,65.12,,2013-09-27,72.68,Williamtown,48.56,E,1021.1
,86.9,0.0,WNW,No,33.0,19.0,No,,1006.6,NW,,,,70.0,64.75999999999999,,2013-09-28,88.16,Williamtown,47.3,WNW,1012.7
,70.16,0.0,SE,No,22.0,17.0,No,2.0,1015.1,WSW,40.0,43.6,29.0,31.0,67.82,2.0,2013-09-29,72.14,Williamtown,50.54,ESE,1017.7
10.6,82.22,0.0,NE,No,19.0,13.0,No,,1011.8,NW,26.0,6.6,46.0,33.0,66.92,2.0,2013-09-30,88.16,Williamtown,44.42,NNE,1017.8
1.5,74.12,0.0,WNW,No,54.0,9.0,Yes,6.0,1007.1,NW,56.0,6.2,43.0,87.0,70.34,6.0,2013-10-01,93.74,Williamtown,49.28,WNW,1007.4
11.3,78.8,2.2,W,Yes,24.0,17.0,No,2.0,1009.5,W,18.0,6.2,41.0,43.0,66.38,1.0,2013-10-02,81.5,Williamtown,47.66,WNW,1016.8
,55.94,0.0,SW,No,30.0,26.0,,6.0,1014.6,W,76.0,3.6,33.0,54.0,67.64,5.0,2013-10-03,68.9,Williamtown,46.58,SSW,1010.7
,63.86,,S,,30.0,19.0,,2.0,1019.5,SW,63.0,,51.0,41.0,60.08,8.0,2013-10-04,66.56,Williamtown,44.6,SE,1022.3
,84.91999999999999,,WNW,,24.0,26.0,,,1010.9,NW,13.0,,58.0,46.0,62.42,,2013-10-05,85.82,Williamtown,39.74,WNW,1017.8
,89.96000000000001,,WNW,,33.0,19.0,Yes,,1006.3,WNW,5.0,,37.0,57.0,66.92,,2013-10-06,92.11999999999999,Williamtown,46.04,WNW,1011.8
,68.36,5.4,SSW,Yes,33.0,31.0,No,3.0,1010.8,S,53.0,27.2,48.0,59.0,68.0,1.0,2013-10-07,71.78,Williamtown,52.7,SSE,1011.0
9.7,67.28,0.0,SSE,No,24.0,2.0,No,4.0,1014.8,NE,54.0,7.0,67.0,37.0,65.12,3.0,2013-10-08,71.24000000000001,Williamtown,50.54,SSE,1014.3
11.4,82.94,0.0,NW,No,22.0,19.0,No,0.0,1014.8,NW,15.0,4.8,65.0,35.0,60.8,0.0,2013-10-09,86.36,Williamtown,44.6,NW,1020.8
,93.38000000000001,0.0,WNW,No,48.0,24.0,No,1.0,1005.9,NW,8.0,7.0,27.0,69.0,73.04,1.0,2013-10-10,95.18,Williamtown,49.1,NW,1012.7
,68.54,0.0,S,No,20.0,15.0,No,4.0,1013.8,SE,54.0,,77.0,67.0,67.1,8.0,2013-10-11,72.5,Williamtown,61.7,ESE,1012.0
,82.22,0.0,NE,No,17.0,13.0,No,,1009.6,WNW,49.0,,71.0,33.0,64.58,,2013-10-12,83.84,Williamtown,48.92,SE,1016.7
,95.0,0.0,NW,No,48.0,15.0,Yes,1.0,998.2,NNW,10.0,25.6,42.0,81.0,79.52,4.0,2013-10-13,96.61999999999999,Williamtown,60.440000000000005,NW,1003.4
8.1,65.66,12.6,WNW,Yes,26.0,9.0,No,1.0,1014.5,WNW,42.0,16.2,70.0,46.0,58.28,6.0,2013-10-14,66.74000000000001,Williamtown,54.5,SSE,1014.5
12.2,73.22,0.2,WNW,No,20.0,24.0,No,1.0,1019.7,WNW,15.0,6.8,39.0,35.0,58.64,1.0,2013-10-15,75.92,Williamtown,43.879999999999995,WNW,1023.7
,79.52,0.0,E,No,20.0,11.0,No,1.0,1014.3,NW,20.0,7.4,41.0,37.0,63.32,1.0,2013-10-16,82.22,Williamtown,42.620000000000005,ENE,1020.7
,91.4,0.0,NW,No,39.0,9.0,No,2.0,1004.7,NNE,17.0,,32.0,70.0,76.28,,2013-10-17,93.2,Williamtown,50.72,NW,1009.2
,64.75999999999999,0.0,S,No,20.0,22.0,No,7.0,1025.2,SSE,45.0,,56.0,56.0,63.5,8.0,2013-10-18,68.54,Williamtown,59.540000000000006,E,1025.0
,72.14,0.0,ESE,No,30.0,0.0,No,,1024.4,,43.0,,61.0,41.0,64.4,,2013-10-19,72.86,Williamtown,41.54,ESE,1028.1
,83.48,0.0,E,No,20.0,13.0,No,,1016.8,NNW,40.0,,71.0,39.0,66.38,,2013-10-20,84.91999999999999,Williamtown,52.879999999999995,ESE,1022.4
,92.11999999999999,0.0,WNW,No,20.0,17.0,No,1.0,1012.6,NW,33.0,40.0,54.0,37.0,73.4,1.0,2013-10-21,95.72,Williamtown,56.84,ESE,1017.2
,77.18,0.0,SSW,No,24.0,30.0,No,,1012.6,S,62.0,,73.0,37.0,72.86,5.0,2013-10-22,80.06,Williamtown,60.980000000000004,ESE,1015.7
,96.26,0.0,WNW,No,46.0,7.0,No,,1002.8,E,17.0,,64.0,78.0,75.38,,2013-10-23,98.24,Williamtown,66.2,WNW,1006.6
,81.68,0.0,NW,No,35.0,28.0,No,1.0,1011.2,WSW,12.0,25.0,33.0,63.0,71.78,1.0,2013-10-24,83.66,Williamtown,54.68,NW,1012.9
,69.62,0.0,ENE,No,24.0,11.0,No,,1019.6,WSW,35.0,,29.0,46.0,61.519999999999996,,2013-10-25,70.88,Williamtown,45.5,ESE,1023.8
,69.08,0.0,SSE,No,35.0,22.0,No,,1019.2,WNW,51.0,,31.0,50.0,63.86,6.0,2013-10-26,73.22,Williamtown,49.46,SSE,1020.9
,71.96,0.0,E,No,30.0,9.0,No,7.0,1019.7,NE,47.0,25.6,59.0,39.0,66.56,1.0,2013-10-27,73.4,Williamtown,47.3,ESE,1023.0
8.3,77.54,0.0,WNW,No,24.0,11.0,No,2.0,1013.8,NNE,42.0,4.8,69.0,43.0,65.48,7.0,2013-10-28,84.2,Williamtown,53.78,SE,1019.0
1.7,64.58,0.0,SW,No,39.0,15.0,Yes,6.0,1006.8,NNW,90.0,7.4,66.0,80.0,66.38,5.0,2013-10-29,92.11999999999999,Williamtown,58.1,S,1007.1
10.1,67.64,21.2,SSW,Yes,22.0,17.0,No,1.0,1018.4,SW,54.0,8.2,68.0,41.0,63.5,2.0,2013-10-30,69.8,Williamtown,56.66,SSE,1019.1
,69.8,0.0,SE,No,24.0,7.0,No,1.0,1019.2,NW,51.0,4.8,65.0,39.0,64.22,3.0,2013-10-31,72.68,Williamtown,45.5,E,1022.1
,72.14,0.0,ENE,No,26.0,11.0,No,,1020.4,E,56.0,,70.0,41.0,66.2,8.0,2013-11-01,73.4,Williamtown,59.540000000000006,ESE,1023.6
,91.94,0.0,NNW,No,26.0,13.0,No,,1012.5,NNW,12.0,,69.0,48.0,68.18,,2013-11-02,93.91999999999999,Williamtown,53.6,WNW,1018.9
,91.94,0.0,SSW,No,30.0,15.0,No,,1007.2,NW,12.0,,26.0,74.0,80.24000000000001,,2013-11-03,96.08000000000001,Williamtown,59.36,WNW,1011.8
,66.02,0.0,S,No,41.0,31.0,No,2.0,1023.7,S,33.0,34.6,45.0,61.0,62.059999999999995,5.0,2013-11-04,67.64,Williamtown,59.9,S,1021.7
4.0,67.64,0.0,SSW,No,28.0,28.0,No,7.0,1026.2,S,48.0,8.0,53.0,44.0,63.5,7.0,2013-11-05,70.16,Williamtown,58.1,S,1027.2
12.8,70.52,0.0,ESE,No,31.0,4.0,No,0.0,1019.6,WSW,47.0,6.4,59.0,43.0,65.3,1.0,2013-11-06,73.94,Williamtown,46.4,ESE,1024.2
,86.0,0.0,ENE,No,20.0,11.0,,1.0,1012.7,NNW,34.0,8.0,65.0,37.0,65.48,1.0,2013-11-07,86.53999999999999,Williamtown,46.58,E,1017.6
,91.58000000000001,,SW,,26.0,11.0,,,1007.6,NW,21.0,,35.0,56.0,78.25999999999999,,2013-11-08,95.53999999999999,Williamtown,57.02,ENE,1012.2
,91.4,,S,,26.0,9.0,No,,1004.5,N,25.0,,59.0,54.0,74.3,,2013-11-09,97.7,Williamtown,66.2,NW,1007.8
,64.58,0.4,SE,No,30.0,28.0,,7.0,1015.6,SSE,85.0,28.2,59.0,52.0,67.28,7.0,2013-11-10,72.32,Williamtown,64.4,SSE,1016.1
,68.0,,S,,35.0,22.0,Yes,8.0,1013.6,SSE,77.0,,88.0,52.0,64.58,8.0,2013-11-11,71.06,Williamtown,61.34,SSW,1015.8
,71.78,17.2,ESE,Yes,13.0,13.0,Yes,5.0,1011.7,NW,66.0,2.0,82.0,37.0,66.38,6.0,2013-11-12,76.64,Williamtown,57.02,NW,1013.1
11.7,80.24000000000001,2.6,NE,Yes,22.0,15.0,No,,1011.2,NW,32.0,3.6,80.0,39.0,66.2,2.0,2013-11-13,81.68,Williamtown,56.84,E,1014.9
,75.38,0.0,ESE,No,26.0,9.0,,1.0,1011.0,S,42.0,7.4,42.0,39.0,71.06,0.0,2013-11-14,78.98,Williamtown,55.22,E,1015.0
,73.58,,SE,,28.0,,,1.0,1013.5,,60.0,,,44.0,,,2013-11-15,76.1,Williamtown,58.459999999999994,ESE,
,68.18,,SSE,,30.0,24.0,,3.0,1013.3,SSE,72.0,,68.0,48.0,66.2,8.0,2013-11-16,69.62,Williamtown,59.18,SSE,1015.2
,59.72,,SSE,,22.0,17.0,Yes,8.0,1013.7,WSW,93.0,,96.0,59.0,59.540000000000006,8.0,2013-11-17,65.3,Williamtown,57.74,WSW,1014.3
,63.32,166.8,S,Yes,19.0,37.0,Yes,7.0,1009.1,SSE,79.0,,94.0,63.0,62.959999999999994,7.0,2013-11-18,68.0,Williamtown,57.2,N,1009.4
8.5,70.52,8.4,S,Yes,24.0,19.0,No,5.0,1010.4,SW,77.0,0.0,85.0,52.0,66.38,7.0,2013-11-19,73.75999999999999,Williamtown,58.28,SSW,1010.6
10.2,76.28,1.0,SE,No,24.0,11.0,No,4.0,1010.8,W,66.0,4.2,85.0,33.0,66.38,4.0,2013-11-20,77.36,Williamtown,58.28,SE,1012.5
,78.98,0.0,ENE,No,30.0,17.0,,1.0,1009.8,NE,56.0,5.4,68.0,46.0,72.86,5.0,2013-11-21,80.6,Williamtown,62.24,E,1012.4
,72.5,,NE,,24.0,28.0,,1.0,1008.4,NE,76.0,,74.0,56.0,69.98,7.0,2013-11-22,76.46,Williamtown,66.92,ENE,1008.9
,64.4,,NE,,13.0,9.0,Yes,8.0,1005.6,NE,95.0,,92.0,37.0,68.0,8.0,2013-11-23,72.68,Williamtown,60.62,NW,1007.0
,73.4,16.6,SE,Yes,31.0,19.0,No,4.0,1004.5,SW,50.0,12.2,68.0,41.0,69.08,3.0,2013-11-24,75.38,Williamtown,58.1,SE,1006.5
5.3,62.059999999999995,0.0,SSW,No,22.0,6.0,Yes,7.0,1007.9,SSE,78.0,7.4,63.0,61.0,70.88,2.0,2013-11-25,74.3,Williamtown,60.26,SSW,1007.8
7.9,71.06,5.0,SSE,Yes,33.0,17.0,No,2.0,1016.0,WSW,45.0,5.2,52.0,48.0,66.02,6.0,2013-11-26,73.04,Williamtown,57.02,SSE,1015.8
,73.04,0.0,SE,No,22.0,13.0,No,,1015.4,WSW,45.0,5.4,56.0,35.0,66.92,2.0,2013-11-27,74.3,Williamtown,52.34,SE,1018.2
,90.5,0.0,NW,No,13.0,11.0,,,1006.1,NNW,22.0,,65.0,35.0,68.72,,2013-11-28,92.48,Williamtown,52.879999999999995,NNW,1012.8
,69.08,,S,,24.0,20.0,Yes,8.0,1007.1,SSW,86.0,,95.0,48.0,66.56,8.0,2013-11-29,70.34,Williamtown,66.56,S,1005.7
,68.0,28.4,ESE,Yes,19.0,17.0,Yes,8.0,1019.0,S,64.0,,93.0,39.0,60.08,8.0,2013-11-30,70.7,Williamtown,55.94,SSE,1018.7
,70.52,1.2,SE,Yes,24.0,9.0,No,,1024.2,NE,55.0,,89.0,35.0,61.88,8.0,2013-12-01,72.5,Williamtown,53.42,SE,1025.0
,73.04,0.0,SE,No,28.0,7.0,No,5.0,1019.6,ENE,49.0,29.2,50.0,37.0,69.44,2.0,2013-12-02,74.3,Williamtown,53.24,SE,1023.0
13.5,77.54,0.0,ENE,No,28.0,13.0,No,0.0,1014.1,NNE,50.0,7.6,58.0,39.0,69.08,1.0,2013-12-03,79.34,Williamtown,51.08,ESE,1018.4
10.3,88.34,0.0,ENE,No,13.0,11.0,Yes,6.0,1002.3,NNW,36.0,7.4,67.0,33.0,69.08,3.0,2013-12-04,91.03999999999999,Williamtown,54.32,NE,1008.2
,79.88,4.2,WNW,Yes,57.0,19.0,,2.0,997.2,NW,22.0,8.2,78.0,96.0,74.84,6.0,2013-12-05,82.94,Williamtown,69.08,NW,996.4
,69.08,,WNW,,24.0,31.0,,1.0,1014.2,W,34.0,,35.0,48.0,63.5,,2013-12-06,71.96,Williamtown,52.879999999999995,SE,1012.3
