WindDir9am,Rainfall,RainTomorrow,Date,WindSpeed9am,Pressure9am,Temp9amF,MaxTempF,RainToday,Humidity3pm,WindDir3pm,Sunshine,Temp3pmF,WindGustDir,Humidity9am,Evaporation,MinTempF,Cloud9am,Cloud3pm,Pressure3pm,Location,WindGustSpeed,WindSpeed3pm
WSW,,Yes,2012-04-25,35.0,1016.7,52.16,60.62,,69.0,SSW,0.5,59.9,WSW,92.0,1.6,48.74,,,1017.2,Melbourne,54.0,26.0
WSW,22.8,No,2012-04-26,24.0,1022.6,56.48,64.75999999999999,Yes,63.0,SW,5.6,62.78,WSW,78.0,0.2,52.16,7.0,6.0,1020.6,Melbourne,35.0,13.0
W,0.4,,2012-04-27,15.0,1023.6,57.56,68.0,No,54.0,S,6.8,65.3,SSW,80.0,1.0,50.54,3.0,5.0,1022.0,Melbourne,28.0,13.0
NNW,,,2012-04-28,17.0,1021.5,56.48,70.88,,43.0,WSW,9.3,69.08,W,71.0,2.4,48.74,,,1017.8,Melbourne,48.0,35.0
WSW,,Yes,2012-04-29,9.0,1025.5,56.48,64.22,,44.0,S,7.7,61.88,SE,53.0,4.6,53.42,,,1024.2,Melbourne,33.0,24.0
N,1.6,No,2012-04-30,13.0,1024.8,46.76,64.94,Yes,47.0,N,5.0,64.04,N,77.0,2.6,43.16,7.0,7.0,1021.2,Melbourne,52.0,28.0
N,0.0,Yes,2012-05-01,39.0,1021.0,62.059999999999995,72.68,No,42.0,N,3.5,71.24000000000001,N,55.0,2.8,46.76,7.0,6.0,1017.2,Melbourne,61.0,37.0
WSW,19.8,Yes,2012-05-02,20.0,1024.2,53.78,59.36,Yes,55.0,SSW,1.5,59.36,S,91.0,5.0,53.24,8.0,6.0,1023.9,Melbourne,50.0,28.0
W,2.8,Yes,2012-05-03,28.0,1020.6,51.98,55.4,Yes,84.0,W,0.2,53.78,WSW,75.0,0.6,47.120000000000005,7.0,8.0,1019.1,Melbourne,48.0,20.0
W,3.0,,2012-05-04,22.0,1021.0,55.4,62.78,Yes,51.0,WSW,5.5,60.08,W,68.0,1.4,51.44,3.0,7.0,1019.7,Melbourne,48.0,19.0
W,,,2012-05-05,15.0,1021.3,51.8,57.379999999999995,,83.0,SSW,2.1,56.48,WSW,74.0,2.4,49.46,,,1019.0,Melbourne,30.0,13.0
WSW,,Yes,2012-05-06,22.0,1018.4,52.16,61.16,,43.0,WSW,3.0,59.72,WSW,79.0,1.0,49.82,,,1016.6,Melbourne,31.0,13.0
N,1.6,No,2012-05-07,31.0,1017.5,54.32,59.72,Yes,57.0,N,1.0,59.18,N,63.0,1.8,51.26,7.0,7.0,1013.2,Melbourne,69.0,39.0
N,0.2,No,2012-05-08,46.0,1014.6,57.92,69.25999999999999,No,42.0,N,10.0,68.36,N,55.0,4.0,54.32,3.0,1.0,1012.1,Melbourne,72.0,35.0
N,0.0,No,2012-05-09,39.0,1014.8,64.22,72.14,No,41.0,N,5.2,69.98,N,43.0,7.4,57.92,5.0,5.0,1013.9,Melbourne,63.0,37.0
NNW,0.0,No,2012-05-10,11.0,1022.6,53.78,69.08,No,31.0,S,9.8,68.36,N,75.0,4.4,51.26,1.0,1.0,1018.2,Melbourne,31.0,6.0
WNW,1.0,,2012-05-11,17.0,1018.3,56.48,65.3,No,51.0,SW,6.0,61.34,SW,67.0,3.2,53.6,5.0,6.0,1017.3,Melbourne,46.0,24.0
W,,,2012-05-12,24.0,1020.1,51.620000000000005,62.24,,45.0,WSW,8.7,58.82,W,66.0,2.2,47.84,,,1017.2,Melbourne,54.0,35.0
SW,,Yes,2012-05-13,28.0,1017.5,50.9,59.0,,80.0,SSW,3.5,54.86,SSW,82.0,3.0,50.54,,,1019.0,Melbourne,57.0,22.0
SSE,11.0,Yes,2012-05-14,11.0,1026.5,53.6,63.32,Yes,65.0,SSE,3.6,61.16,S,88.0,2.4,50.72,7.0,7.0,1026.4,Melbourne,41.0,24.0
WSW,2.6,No,2012-05-15,19.0,1027.9,53.42,64.75999999999999,Yes,60.0,S,5.1,64.04,SSE,85.0,0.4,51.08,7.0,6.0,1026.1,Melbourne,37.0,26.0
W,0.2,No,2012-05-16,11.0,1026.8,54.86,64.04,No,46.0,ESE,2.3,60.980000000000004,N,85.0,0.2,53.42,7.0,7.0,1023.8,Melbourne,20.0,7.0
N,0.0,No,2012-05-17,19.0,1024.6,51.98,66.56,No,36.0,NNW,9.3,65.48,NNE,73.0,2.0,48.92,5.0,6.0,1021.0,Melbourne,33.0,11.0
N,0.0,,2012-05-18,37.0,1022.5,54.68,62.6,No,49.0,N,2.7,61.88,N,60.0,3.6,50.54,7.0,6.0,1019.6,Melbourne,59.0,31.0
NW,,,2012-05-19,11.0,1024.1,52.52,60.62,,58.0,S,0.3,59.18,NNW,91.0,2.6,52.16,,,1024.1,Melbourne,35.0,11.0
NW,,Yes,2012-05-20,11.0,1027.6,47.84,61.7,,42.0,E,6.8,60.08,N,74.0,0.8,47.3,,,1024.8,Melbourne,26.0,9.0
N,1.6,No,2012-05-21,30.0,1023.7,48.92,62.6,Yes,43.0,NW,9.0,61.16,N,68.0,1.2,40.28,0.0,5.0,1020.3,Melbourne,54.0,28.0
N,0.0,No,2012-05-22,35.0,1020.1,52.879999999999995,64.94,No,43.0,NNW,2.5,63.86,N,58.0,3.6,48.92,,,1016.1,Melbourne,61.0,31.0
N,0.0,No,2012-05-23,31.0,1015.7,54.5,68.9,No,28.0,N,8.5,68.36,N,54.0,4.0,52.52,5.0,2.0,1010.3,Melbourne,70.0,52.0
WSW,0.0,Yes,2012-05-24,9.0,1016.1,53.24,60.26,No,65.0,SSE,2.4,58.459999999999994,N,53.0,6.0,51.620000000000005,3.0,7.0,1014.5,Melbourne,35.0,15.0
NW,4.2,,2012-05-25,20.0,1007.4,48.74,51.8,Yes,87.0,WSW,0.0,51.26,WSW,86.0,1.4,48.74,8.0,8.0,1004.9,Melbourne,72.0,52.0
WNW,,,2012-05-26,19.0,1013.7,51.620000000000005,60.980000000000004,,87.0,WSW,3.2,55.94,S,83.0,2.4,47.3,,,1014.4,Melbourne,43.0,20.0
WSW,,Yes,2012-05-27,19.0,1024.6,52.34,59.18,,58.0,SSW,1.7,57.379999999999995,SSW,73.0,1.8,50.18,,,1024.7,Melbourne,39.0,20.0
SW,34.6,No,2012-05-28,19.0,1029.9,53.42,59.18,Yes,67.0,SSW,0.1,57.56,WSW,76.0,1.6,51.620000000000005,7.0,7.0,1029.4,Melbourne,30.0,15.0
NNW,0.0,No,2012-05-29,9.0,1033.6,53.6,58.64,No,64.0,NNW,0.0,57.379999999999995,W,68.0,1.4,50.18,7.0,6.0,1033.2,Melbourne,20.0,9.0
WSW,0.0,No,2012-05-30,9.0,1036.2,52.7,59.18,No,80.0,SSW,0.0,58.28,SE,85.0,0.8,49.1,8.0,7.0,1033.9,Melbourne,17.0,11.0
N,0.0,No,2012-05-31,13.0,1032.6,45.86,63.5,No,50.0,NNE,9.6,62.78,N,87.0,0.6,42.260000000000005,0.0,1.0,1029.5,Melbourne,43.0,22.0
NNW,0.0,,2012-06-01,11.0,1030.1,45.14,63.86,No,48.0,SSE,6.6,61.519999999999996,N,87.0,2.2,43.16,6.0,4.0,1026.8,Melbourne,30.0,11.0
N,,,2012-06-02,13.0,1024.5,43.879999999999995,61.34,,54.0,SSE,5.8,60.08,SSE,86.0,2.0,40.64,,,1021.0,Melbourne,39.0,9.0
W,,Yes,2012-06-03,11.0,1018.2,49.64,57.74,,65.0,WSW,1.8,56.84,SW,86.0,0.6,43.879999999999995,,,1014.3,Melbourne,24.0,9.0
S,7.0,Yes,2012-06-04,15.0,1007.4,53.96,57.379999999999995,Yes,89.0,SE,0.0,57.02,SSE,92.0,0.0,49.46,7.0,8.0,1006.8,Melbourne,70.0,22.0
SSE,11.2,No,2012-06-05,44.0,1014.1,53.6,54.68,Yes,65.0,SSE,0.5,53.78,SSE,57.0,0.0,51.44,7.0,7.0,1017.2,Melbourne,70.0,35.0
SW,0.0,No,2012-06-06,9.0,1024.6,50.9,59.540000000000006,No,59.0,S,4.4,54.68,S,71.0,0.8,48.02,7.0,7.0,1024.1,Melbourne,37.0,22.0
SW,0.0,No,2012-06-07,11.0,1026.4,52.34,57.379999999999995,No,62.0,SSW,0.3,56.48,SSW,84.0,1.2,50.72,7.0,7.0,1025.7,Melbourne,31.0,15.0
SW,0.0,,2012-06-08,20.0,1028.1,52.52,59.0,No,82.0,SW,0.7,53.96,SW,66.0,1.2,51.26,7.0,7.0,1027.0,Melbourne,31.0,20.0
WSW,,,2012-06-09,17.0,1028.1,50.54,55.04,,95.0,SSE,0.6,52.7,SW,96.0,0.8,50.0,,,1026.7,Melbourne,30.0,15.0
SW,,,2012-06-10,7.0,1028.0,49.64,55.58,,79.0,S,1.6,54.32,SSE,88.0,0.2,47.84,,,1026.1,Melbourne,20.0,17.0
N,,Yes,2012-06-11,13.0,1026.8,42.260000000000005,52.879999999999995,,71.0,SE,9.0,52.34,N,99.0,1.0,39.56,,,1023.3,Melbourne,26.0,7.0
N,10.0,No,2012-06-12,24.0,1023.2,41.36,61.7,Yes,48.0,N,7.7,61.16,N,86.0,1.6,38.12,2.0,,1019.4,Melbourne,33.0,19.0
N,0.0,No,2012-06-13,24.0,1020.4,48.379999999999995,61.88,No,53.0,N,2.6,61.7,N,72.0,1.4,41.36,7.0,7.0,1017.7,Melbourne,54.0,24.0
N,0.0,No,2012-06-14,37.0,1013.2,56.48,59.72,No,65.0,NNE,0.3,58.64,N,61.0,1.6,48.02,7.0,7.0,1009.4,Melbourne,65.0,35.0
N,0.4,,2012-06-15,19.0,1012.0,53.6,61.88,No,45.0,NW,6.6,60.26,N,68.0,1.6,52.34,7.0,5.0,1010.6,Melbourne,44.0,19.0
N,,,2012-06-16,35.0,1014.5,50.18,58.64,,57.0,NNW,4.4,57.92,N,67.0,3.2,47.66,,,1012.1,Melbourne,48.0,19.0
WNW,,Yes,2012-06-17,17.0,1018.1,53.96,59.540000000000006,,82.0,WSW,3.2,56.3,WSW,75.0,2.0,50.18,,,1019.3,Melbourne,50.0,30.0
NNW,4.0,No,2012-06-18,13.0,1023.0,52.7,60.08,Yes,59.0,NW,2.2,59.18,W,83.0,0.6,48.74,7.0,7.0,1020.7,Melbourne,39.0,11.0
WSW,1.0,No,2012-06-19,19.0,1024.7,47.66,58.64,No,45.0,SSE,6.9,55.76,WSW,69.0,2.0,46.58,6.0,5.0,1023.4,Melbourne,46.0,15.0
N,0.0,Yes,2012-06-20,30.0,1018.3,48.2,56.48,No,56.0,N,3.2,53.06,N,56.0,2.0,40.46,6.0,7.0,1010.4,Melbourne,83.0,46.0
N,8.2,Yes,2012-06-21,24.0,1008.0,49.28,50.9,Yes,86.0,N,0.0,49.28,N,89.0,2.8,47.66,8.0,8.0,1002.3,Melbourne,56.0,28.0
WSW,22.4,,2012-06-22,15.0,1004.8,50.36,54.5,Yes,86.0,S,1.0,49.1,S,84.0,0.4,47.120000000000005,8.0,6.0,1010.4,Melbourne,48.0,13.0
N,,,2012-06-23,22.0,1022.0,44.78,57.56,,57.0,NNW,5.6,55.4,WNW,74.0,1.4,42.620000000000005,,,1021.7,Melbourne,50.0,19.0
NNW,,Yes,2012-06-24,20.0,1027.5,52.7,61.7,,55.0,W,7.3,60.440000000000005,WNW,67.0,1.4,44.78,,,1026.8,Melbourne,46.0,26.0
NNW,5.2,Yes,2012-06-25,15.0,1028.3,54.5,60.08,Yes,89.0,S,3.0,53.78,WSW,75.0,2.2,52.52,6.0,7.0,1028.1,Melbourne,46.0,28.0
SE,1.2,No,2012-06-26,19.0,1032.9,48.379999999999995,54.5,Yes,44.0,SSE,6.3,51.26,SE,47.0,1.6,45.86,7.0,7.0,1031.1,Melbourne,35.0,24.0
WNW,0.0,No,2012-06-27,7.0,1031.1,43.16,57.74,No,59.0,E,5.4,54.32,N,74.0,2.8,39.92,7.0,5.0,1026.8,Melbourne,33.0,11.0
N,0.0,No,2012-06-28,28.0,1021.5,51.26,57.74,No,63.0,N,4.5,55.76,N,67.0,0.8,42.980000000000004,3.0,7.0,1015.6,Melbourne,61.0,30.0
N,0.0,No,2012-06-29,43.0,1007.4,54.32,57.2,No,67.0,N,4.1,54.86,N,66.0,2.2,51.26,7.0,7.0,1004.1,Melbourne,61.0,33.0
N,0.0,,2012-06-30,26.0,1008.4,47.3,54.68,No,53.0,NW,6.6,54.14,N,75.0,1.8,46.04,,,1008.4,Melbourne,52.0,22.0
N,,Yes,2012-07-01,26.0,1012.7,45.14,50.9,,92.0,ENE,0.0,47.120000000000005,WSW,76.0,1.6,43.519999999999996,,,1012.0,Melbourne,46.0,13.0
WSW,15.2,Yes,2012-07-02,28.0,1020.8,48.56,54.32,Yes,63.0,SW,0.9,53.42,SW,87.0,2.0,44.78,7.0,7.0,1022.0,Melbourne,41.0,22.0
WSW,1.4,Yes,2012-07-03,11.0,1024.5,50.9,57.92,Yes,67.0,SSW,3.2,55.4,SW,90.0,0.4,48.02,7.0,6.0,1023.7,Melbourne,28.0,15.0
SW,2.6,No,2012-07-04,11.0,1030.2,48.74,57.2,Yes,73.0,S,3.2,54.68,S,81.0,0.8,47.66,5.0,6.0,1030.6,Melbourne,31.0,20.0
,0.0,No,2012-07-05,0.0,1036.1,45.32,56.48,No,62.0,SSE,8.4,55.4,ESE,93.0,1.4,41.72,6.0,5.0,1034.8,Melbourne,22.0,17.0
NNW,0.0,No,2012-07-06,7.0,1036.3,44.6,53.78,No,54.0,,0.3,53.6,N,88.0,0.4,42.260000000000005,7.0,7.0,1033.4,Melbourne,24.0,0.0
N,0.0,No,2012-07-07,24.0,1033.0,40.28,58.1,No,39.0,NNE,8.5,56.120000000000005,N,82.0,0.6,36.14,,,1030.1,Melbourne,35.0,13.0
NNE,0.0,,2012-07-08,17.0,1029.8,41.72,59.540000000000006,No,39.0,NNE,3.6,59.36,N,72.0,1.8,37.76,,,1026.3,Melbourne,48.0,30.0
N,,No,2012-07-09,35.0,1025.3,51.26,61.7,,48.0,N,1.4,60.440000000000005,N,72.0,2.2,41.72,,,1021.9,Melbourne,63.0,28.0
NE,0.4,Yes,2012-07-10,7.0,1017.5,53.96,57.74,No,69.0,NNE,0.0,57.02,N,74.0,1.8,50.54,8.0,,1010.8,Melbourne,54.0,19.0
N,2.0,,2012-07-11,30.0,1013.3,54.86,60.440000000000005,Yes,66.0,N,4.0,56.48,NW,73.0,0.4,52.52,7.0,,1013.7,Melbourne,56.0,30.0
N,,Yes,2012-07-12,35.0,1011.8,53.78,57.2,,72.0,NE,0.1,55.94,N,78.0,2.8,53.06,,,1007.6,Melbourne,59.0,13.0
NW,3.6,,2012-07-13,9.0,1009.0,50.72,58.82,Yes,66.0,NW,1.5,57.92,NW,86.0,0.4,49.28,7.0,6.0,1007.1,Melbourne,19.0,7.0
N,,,2012-07-14,15.0,1008.1,52.52,57.2,,56.0,NW,5.5,56.120000000000005,WSW,66.0,0.6,50.72,,,1006.3,Melbourne,52.0,22.0
N,,Yes,2012-07-15,26.0,1017.3,47.84,59.9,,53.0,NNW,7.9,57.92,NW,61.0,2.2,45.86,,,1015.9,Melbourne,57.0,39.0
N,3.4,No,2012-07-16,24.0,1024.8,52.52,62.959999999999994,Yes,59.0,NNW,5.1,61.7,N,81.0,2.2,47.84,6.0,7.0,1022.8,Melbourne,56.0,28.0
N,0.0,Yes,2012-07-17,28.0,1021.5,55.04,61.88,No,43.0,NNW,7.6,60.8,N,65.0,2.2,52.34,2.0,7.0,1017.8,Melbourne,65.0,33.0
N,1.2,No,2012-07-18,19.0,1018.2,50.0,59.0,Yes,32.0,WNW,5.6,57.56,SW,73.0,3.4,48.02,7.0,4.0,1016.7,Melbourne,46.0,22.0
N,0.2,No,2012-07-19,22.0,1022.8,44.239999999999995,59.0,No,44.0,NW,4.6,57.02,NNW,72.0,2.4,39.38,2.0,7.0,1021.5,Melbourne,39.0,19.0
N,0.0,No,2012-07-20,19.0,1027.3,51.620000000000005,61.519999999999996,No,69.0,SSW,2.1,58.64,NNW,76.0,2.6,44.239999999999995,7.0,7.0,1027.4,Melbourne,41.0,13.0
WNW,0.0,No,2012-07-21,11.0,1033.1,47.120000000000005,63.68,No,55.0,SSE,6.0,62.78,SW,83.0,0.8,44.96,,,1031.8,Melbourne,26.0,11.0
SW,0.0,No,2012-07-22,7.0,1033.3,52.7,62.059999999999995,No,58.0,SSE,3.8,59.36,SE,86.0,0.4,46.94,,,1030.9,Melbourne,20.0,9.0
N,0.0,No,2012-07-23,9.0,1031.4,42.08,61.7,No,56.0,NW,6.1,58.459999999999994,N,91.0,1.6,39.2,2.0,7.0,1027.7,Melbourne,26.0,9.0
N,0.0,No,2012-07-24,17.0,1027.2,46.58,59.18,No,48.0,NNE,3.1,58.459999999999994,NNE,76.0,2.0,42.08,7.0,7.0,1023.6,Melbourne,39.0,20.0
N,0.0,Yes,2012-07-25,31.0,1017.6,52.34,60.62,No,53.0,N,0.7,57.92,N,68.0,2.0,46.58,7.0,7.0,1013.2,Melbourne,48.0,26.0
N,5.0,Yes,2012-07-26,39.0,1007.8,49.82,55.94,Yes,67.0,N,7.0,53.96,N,77.0,2.2,48.74,3.0,6.0,1006.5,Melbourne,59.0,43.0
WSW,2.6,,2012-07-27,19.0,1011.4,51.98,58.28,Yes,75.0,S,2.5,55.76,SW,91.0,2.0,49.82,7.0,7.0,1012.7,Melbourne,44.0,24.0
NW,,,2012-07-28,13.0,1020.1,50.54,60.980000000000004,,64.0,WSW,3.4,59.9,WSW,82.0,1.0,46.76,,,1019.2,Melbourne,48.0,28.0
WSW,,Yes,2012-07-29,19.0,1027.4,46.76,55.76,,65.0,SSW,4.2,54.14,SW,86.0,1.8,44.96,,,1026.7,Melbourne,37.0,15.0
WSW,21.4,No,2012-07-30,11.0,1031.1,52.16,60.440000000000005,Yes,60.0,S,4.3,57.74,S,74.0,1.6,45.14,7.0,6.0,1030.0,Melbourne,41.0,24.0
SSW,0.0,No,2012-07-31,9.0,1030.5,48.56,59.18,No,55.0,S,6.1,54.14,SSE,77.0,0.6,47.3,3.0,6.0,1027.7,Melbourne,33.0,20.0
,0.0,No,2012-08-01,0.0,1026.9,40.64,57.56,No,59.0,E,7.8,55.58,N,90.0,1.4,38.660000000000004,4.0,4.0,1023.7,Melbourne,22.0,9.0
N,0.0,No,2012-08-02,19.0,1021.7,43.7,54.5,No,58.0,N,2.5,53.6,N,81.0,1.2,37.58,7.0,7.0,1017.6,Melbourne,54.0,30.0
N,0.4,,2012-08-03,31.0,1015.6,50.0,61.16,No,46.0,WNW,9.1,59.0,N,60.0,1.8,43.7,3.0,6.0,1013.1,Melbourne,50.0,6.0
W,,,2012-08-04,13.0,1015.6,50.9,62.059999999999995,,36.0,N,7.3,60.26,N,76.0,2.6,50.0,,,1013.4,Melbourne,41.0,13.0
N,,Yes,2012-08-05,20.0,1008.6,51.620000000000005,62.959999999999994,,44.0,WNW,6.0,61.16,W,72.0,3.2,50.0,,,1005.7,Melbourne,70.0,35.0
WNW,2.2,No,2012-08-06,26.0,1018.4,47.3,56.84,Yes,51.0,SW,6.4,54.86,WSW,66.0,3.8,44.239999999999995,4.0,7.0,1019.8,Melbourne,48.0,26.0
N,0.0,No,2012-08-07,22.0,1022.9,48.74,60.8,No,41.0,N,9.9,59.9,N,67.0,2.6,43.34,2.0,5.0,1019.4,Melbourne,72.0,37.0
N,0.2,Yes,2012-08-08,56.0,1014.5,51.08,51.44,No,80.0,N,0.1,48.56,N,52.0,5.4,48.74,7.0,7.0,1012.8,Melbourne,89.0,37.0
WSW,3.4,Yes,2012-08-09,30.0,1018.1,48.74,52.879999999999995,Yes,63.0,SSW,5.3,51.620000000000005,SSW,68.0,0.8,46.58,3.0,7.0,1018.9,Melbourne,78.0,30.0
SW,8.2,,2012-08-10,26.0,1027.1,52.16,59.18,Yes,71.0,S,2.7,55.4,SSW,89.0,2.0,46.4,7.0,7.0,1027.8,Melbourne,48.0,28.0
SSW,,,2012-08-11,13.0,1030.4,51.44,59.9,,75.0,S,2.6,56.120000000000005,SSE,87.0,1.4,49.28,,,1029.4,Melbourne,44.0,28.0
SSW,,Yes,2012-08-12,9.0,1030.5,51.8,60.440000000000005,,63.0,S,3.0,57.2,S,85.0,1.2,49.46,,,1028.0,Melbourne,31.0,20.0
NW,3.6,No,2012-08-13,7.0,1026.3,44.6,61.88,Yes,51.0,N,7.6,59.0,N,91.0,2.6,41.9,0.0,7.0,1021.8,Melbourne,44.0,31.0
N,0.0,Yes,2012-08-14,31.0,1016.6,53.96,58.28,No,53.0,NNW,0.1,57.56,N,51.0,2.0,44.6,7.0,7.0,1013.8,Melbourne,61.0,20.0
NNW,6.4,Yes,2012-08-15,15.0,1015.3,48.56,59.72,Yes,53.0,NNW,5.0,57.74,NNW,77.0,2.2,42.44,6.0,7.0,1012.0,Melbourne,48.0,30.0
N,1.8,Yes,2012-08-16,19.0,1011.6,49.1,59.36,Yes,47.0,N,7.5,57.2,NNE,70.0,2.0,44.239999999999995,4.0,7.0,1006.4,Melbourne,61.0,37.0
N,3.6,,2012-08-17,30.0,998.2,48.56,52.52,Yes,79.0,S,1.3,48.379999999999995,N,67.0,3.0,47.48,7.0,7.0,998.9,Melbourne,54.0,9.0
SW,,,2012-08-18,26.0,1013.3,51.8,56.120000000000005,,60.0,SSW,1.2,54.32,SW,84.0,2.0,48.02,,,1016.1,Melbourne,59.0,33.0
WSW,,Yes,2012-08-19,15.0,1023.3,50.36,56.84,,51.0,W,0.3,56.3,N,60.0,0.0,48.379999999999995,,,1021.4,Melbourne,30.0,9.0
N,7.8,No,2012-08-20,33.0,1022.1,50.0,57.2,Yes,58.0,N,5.7,54.68,N,71.0,2.4,47.120000000000005,7.0,7.0,1019.0,Melbourne,56.0,35.0
N,0.0,No,2012-08-21,35.0,1015.4,51.98,61.16,No,42.0,N,7.7,59.72,N,52.0,2.8,46.04,0.0,7.0,1010.5,Melbourne,63.0,43.0
N,0.0,No,2012-08-22,30.0,1006.3,56.3,70.16,No,30.0,N,3.6,68.0,NNE,58.0,4.8,51.98,7.0,7.0,1000.4,Melbourne,78.0,37.0
N,0.0,Yes,2012-08-23,31.0,1000.5,58.1,64.22,No,51.0,N,7.9,60.8,N,55.0,5.8,55.58,2.0,6.0,998.7,Melbourne,78.0,43.0
NNW,3.2,,2012-08-24,35.0,1007.1,50.36,57.92,Yes,46.0,W,6.7,56.3,WNW,58.0,4.2,46.22,7.0,7.0,1006.9,Melbourne,59.0,46.0
NNW,,,2012-08-25,19.0,1017.4,50.18,58.64,,51.0,NNW,7.8,55.76,WNW,58.0,3.6,44.06,,,1015.3,Melbourne,48.0,30.0
W,,No,2012-08-26,20.0,1020.0,51.44,59.18,,55.0,WSW,4.4,56.66,WSW,59.0,3.2,47.84,,,1020.3,Melbourne,48.0,31.0
N,0.8,No,2012-08-27,15.0,1023.5,48.92,59.540000000000006,No,46.0,N,8.9,57.379999999999995,N,59.0,3.0,43.879999999999995,6.0,7.0,1020.2,Melbourne,57.0,35.0
N,0.0,No,2012-08-28,52.0,1021.0,52.879999999999995,64.04,No,36.0,N,7.9,62.78,N,54.0,5.0,48.74,6.0,5.0,1015.7,Melbourne,76.0,48.0
N,0.0,Yes,2012-08-29,44.0,1006.2,56.84,69.62,No,31.0,NW,8.2,68.72,N,49.0,5.8,52.879999999999995,4.0,2.0,1002.9,Melbourne,67.0,28.0
W,1.6,Yes,2012-08-30,31.0,1010.5,48.56,57.2,Yes,70.0,W,8.8,51.44,W,56.0,5.0,46.22,3.0,7.0,1012.5,Melbourne,65.0,39.0
SSW,9.6,No,2012-08-31,17.0,1019.0,49.64,59.18,Yes,45.0,S,8.0,57.56,W,83.0,3.8,45.86,6.0,4.0,1020.6,Melbourne,50.0,24.0
SW,0.0,No,2012-09-01,9.0,1026.6,51.620000000000005,59.540000000000006,No,41.0,S,6.0,59.0,NNW,62.0,3.0,48.2,,,1024.5,Melbourne,22.0,9.0
N,0.0,No,2012-09-02,26.0,1023.6,51.08,66.56,No,38.0,N,10.8,65.48,N,61.0,1.6,41.54,,,1019.2,Melbourne,48.0,30.0
N,0.0,No,2012-09-03,30.0,1021.6,54.5,72.14,No,37.0,WSW,8.5,70.88,N,52.0,5.2,49.82,1.0,7.0,1018.2,Melbourne,52.0,22.0
N,0.0,No,2012-09-04,35.0,1018.0,60.980000000000004,75.38,No,21.0,N,9.4,74.3,N,35.0,7.0,54.5,,,1013.9,Melbourne,83.0,48.0
NNE,0.0,No,2012-09-05,43.0,1000.5,61.88,68.0,No,35.0,WNW,6.5,65.84,N,26.0,11.6,60.62,7.0,8.0,996.6,Melbourne,98.0,31.0
NNW,0.0,Yes,2012-09-06,17.0,1003.1,59.18,66.56,No,41.0,NNW,8.1,64.4,WNW,60.0,5.6,55.94,7.0,,1002.2,Melbourne,72.0,35.0
W,10.2,,2012-09-07,39.0,1003.3,51.620000000000005,59.72,Yes,43.0,W,7.9,58.64,W,59.0,7.0,46.94,7.0,7.0,1005.8,Melbourne,80.0,41.0
W,,,2012-09-08,31.0,1016.4,54.14,62.059999999999995,,59.0,WSW,5.2,59.0,WSW,70.0,3.8,49.46,,,1016.8,Melbourne,61.0,33.0
WSW,,Yes,2012-09-09,15.0,1025.6,53.24,66.2,,38.0,WSW,7.0,65.66,SW,70.0,2.6,50.18,,,1023.8,Melbourne,33.0,9.0
N,2.4,No,2012-09-10,15.0,1024.5,53.6,66.02,Yes,50.0,S,8.5,62.24,SSE,64.0,2.2,45.5,6.0,7.0,1021.4,Melbourne,33.0,22.0
N,0.0,No,2012-09-11,11.0,1025.5,51.98,71.24000000000001,No,31.0,NE,9.8,69.8,N,72.0,2.6,45.86,0.0,1.0,1021.1,Melbourne,33.0,13.0
N,0.0,Yes,2012-09-12,52.0,1016.1,60.26,69.62,No,45.0,N,5.4,65.84,NNW,49.0,4.8,51.8,2.0,7.0,1010.4,Melbourne,74.0,30.0
WSW,5.6,No,2012-09-13,28.0,1014.3,50.72,58.64,Yes,73.0,SSW,8.8,51.8,SSW,64.0,4.8,47.66,4.0,7.0,1015.3,Melbourne,63.0,20.0
W,0.8,,2012-09-14,24.0,1020.0,53.06,60.62,No,59.0,WNW,0.8,59.18,W,67.0,2.8,42.980000000000004,7.0,7.0,1019.6,Melbourne,39.0,19.0
WSW,,,2012-09-15,9.0,1026.5,52.879999999999995,60.440000000000005,,47.0,S,3.9,59.9,SSE,71.0,1.6,50.36,,,1023.7,Melbourne,28.0,11.0
N,,Yes,2012-09-16,17.0,1020.7,52.879999999999995,62.6,,52.0,W,0.7,61.519999999999996,N,66.0,2.8,45.68,,,1018.0,Melbourne,26.0,9.0
SSW,2.8,No,2012-09-17,9.0,1020.4,55.04,62.059999999999995,Yes,57.0,SSE,2.7,61.7,SE,79.0,1.2,51.620000000000005,7.0,7.0,1017.8,Melbourne,26.0,17.0
NNE,0.0,Yes,2012-09-18,15.0,1016.2,54.5,62.78,No,82.0,W,1.7,57.56,N,78.0,2.4,47.66,7.0,7.0,1013.4,Melbourne,28.0,9.0
SSW,4.6,No,2012-09-19,9.0,1017.7,55.58,63.68,Yes,56.0,NE,2.6,62.24,SSE,77.0,0.0,52.34,8.0,6.0,1015.0,Melbourne,20.0,6.0
NNE,0.4,No,2012-09-20,24.0,1014.7,55.94,72.32,No,44.0,NNE,3.8,71.06,NNE,81.0,2.0,52.879999999999995,7.0,7.0,1005.9,Melbourne,59.0,41.0
W,0.2,,2012-09-21,26.0,1013.8,60.62,64.75999999999999,No,73.0,SW,7.4,60.980000000000004,SW,67.0,4.2,55.94,7.0,7.0,1015.5,Melbourne,52.0,35.0
