Rainfall,Pressure9am,Cloud3pm,Humidity3pm,Sunshine,Temp9amC,MinTempC,WindSpeed3pm,Date,Temp3pmC,Cloud9am,WindDir9am,Humidity9am,Pressure3pm,MaxTempC,WindSpeed9am,WindDir3pm,RainToday,RainTomorrow,Evaporation,WindGustSpeed,WindGustDir,Location
0.0,1024.5,4.0,25.0,6.8,14.8,12.7,19.0,2013-05-08,25.2,6.0,NNE,60.0,1021.8,25.3,22.0,N,No,No,4.4,44.0,N,MountGambier
0.0,1026.3,3.0,27.0,9.6,18.8,12.9,22.0,2013-05-09,27.3,1.0,NNE,53.0,1024.2,27.8,19.0,N,No,No,4.6,46.0,N,MountGambier
0.0,1026.8,5.0,28.0,5.2,17.5,13.8,20.0,2013-05-10,24.8,5.0,NE,53.0,1023.3,26.5,20.0,N,No,No,5.6,43.0,NNE,MountGambier
0.0,1021.9,8.0,28.0,4.9,19.8,14.5,20.0,2013-05-11,24.0,1.0,N,37.0,1017.3,25.0,28.0,N,No,Yes,8.0,54.0,N,MountGambier
13.6,1015.9,4.0,76.0,3.1,14.1,14.0,15.0,2013-05-12,16.9,8.0,NNW,94.0,1012.9,17.5,15.0,W,Yes,Yes,4.0,37.0,WNW,MountGambier
11.8,1014.5,3.0,66.0,2.9,9.2,7.6,22.0,2013-05-13,12.6,7.0,SW,87.0,1013.1,13.3,20.0,W,Yes,Yes,1.6,44.0,WSW,MountGambier
1.8,1011.5,8.0,80.0,1.9,10.0,4.9,20.0,2013-05-14,9.4,8.0,W,84.0,1009.9,13.5,26.0,WSW,Yes,Yes,0.8,61.0,WSW,MountGambier
11.4,1007.4,5.0,67.0,6.1,12.5,8.1,31.0,2013-05-15,14.2,5.0,W,88.0,1007.0,14.6,24.0,WSW,Yes,Yes,0.6,69.0,W,MountGambier
1.4,1012.6,5.0,69.0,7.9,12.8,9.5,24.0,2013-05-16,14.2,2.0,WSW,77.0,1013.6,16.1,22.0,SW,Yes,No,0.8,39.0,WSW,MountGambier
0.4,1019.2,5.0,61.0,5.4,11.4,7.7,20.0,2013-05-17,14.4,8.0,WSW,94.0,1017.8,14.8,15.0,SW,No,Yes,2.2,30.0,SW,MountGambier
1.8,1020.1,8.0,65.0,2.9,10.9,4.7,6.0,2013-05-18,13.4,5.0,SW,95.0,1018.4,14.6,9.0,WSW,Yes,No,0.8,26.0,ESE,MountGambier
0.2,1019.0,8.0,94.0,4.5,8.1,2.6,6.0,2013-05-19,12.5,1.0,NNE,94.0,1015.2,15.9,17.0,W,No,Yes,0.6,31.0,NNE,MountGambier
9.6,1016.1,3.0,64.0,7.0,11.9,8.0,20.0,2013-05-20,14.2,7.0,NNW,97.0,1015.2,16.0,13.0,WSW,Yes,No,1.2,35.0,SW,MountGambier
0.0,1017.7,7.0,74.0,2.7,6.7,0.7,15.0,2013-05-21,12.0,5.0,NNE,94.0,1014.3,12.1,4.0,ESE,No,No,0.8,20.0,ESE,MountGambier
0.2,1011.6,7.0,81.0,0.0,9.7,6.7,9.0,2013-05-22,12.8,8.0,NNE,86.0,1011.2,12.9,19.0,ESE,No,Yes,0.4,26.0,NE,MountGambier
3.0,1023.0,2.0,57.0,9.2,8.7,3.4,17.0,2013-05-23,16.1,1.0,SSW,95.0,1022.4,16.7,7.0,SE,Yes,No,0.2,28.0,E,MountGambier
0.2,1026.7,7.0,63.0,4.3,10.5,6.3,19.0,2013-05-24,14.2,4.0,NNW,87.0,1025.8,15.2,15.0,WSW,No,No,0.8,33.0,W,MountGambier
0.6,1027.2,8.0,77.0,6.7,12.8,9.2,24.0,2013-05-25,15.3,4.0,NNW,96.0,1026.2,17.6,13.0,WSW,No,No,2.2,39.0,WSW,MountGambier
0.0,1030.4,8.0,76.0,0.8,13.2,7.9,9.0,2013-05-26,15.3,8.0,WSW,69.0,1028.9,16.2,13.0,WNW,No,No,0.2,28.0,SW,MountGambier
0.2,1031.5,7.0,66.0,1.1,10.6,6.0,11.0,2013-05-27,13.9,7.0,N,97.0,1028.6,14.8,9.0,E,No,No,1.4,20.0,ENE,MountGambier
0.0,1027.9,7.0,63.0,3.5,8.8,6.1,13.0,2013-05-28,13.4,7.0,NNE,88.0,1024.2,14.6,11.0,NNE,No,No,1.0,30.0,N,MountGambier
0.0,1022.1,7.0,61.0,0.3,10.4,5.7,17.0,2013-05-29,16.0,7.0,NNE,79.0,1019.0,16.1,19.0,N,No,No,0.6,39.0,N,MountGambier
0.0,1019.7,6.0,66.0,3.1,12.8,9.5,22.0,2013-05-30,18.5,7.0,NNE,79.0,1017.2,19.3,19.0,N,No,Yes,1.6,39.0,N,MountGambier
6.4,1020.0,8.0,92.0,0.0,13.0,12.8,22.0,2013-05-31,14.5,8.0,N,97.0,1016.3,14.9,20.0,N,Yes,Yes,0.0,50.0,NNE,MountGambier
2.4,1013.7,8.0,79.0,0.9,12.4,10.7,24.0,2013-06-01,14.8,8.0,SSE,99.0,1013.0,15.2,6.0,S,Yes,No,1.4,43.0,S,MountGambier
0.4,1022.1,7.0,87.0,4.7,12.5,8.8,19.0,2013-06-02,13.9,7.0,SW,85.0,1023.0,15.2,17.0,SSW,No,No,0.0,35.0,SSW,MountGambier
1.0,1027.6,7.0,80.0,3.6,10.3,6.4,13.0,2013-06-03,14.7,7.0,NW,96.0,1026.0,15.0,7.0,W,No,Yes,0.8,26.0,WSW,MountGambier
1.4,1026.9,7.0,85.0,0.0,12.0,10.2,11.0,2013-06-04,13.2,8.0,NNE,92.0,1023.7,14.7,13.0,N,Yes,No,0.2,26.0,N,MountGambier
0.2,1020.8,8.0,79.0,0.0,10.4,9.5,22.0,2013-06-05,12.5,8.0,N,82.0,1015.9,13.0,20.0,N,No,No,1.0,41.0,N,MountGambier
0.0,1013.2,7.0,87.0,0.4,12.0,9.3,28.0,2013-06-06,14.1,7.0,N,85.0,1010.7,14.7,28.0,N,No,Yes,1.0,44.0,N,MountGambier
22.0,1022.2,3.0,61.0,7.0,10.1,6.4,13.0,2013-06-07,12.2,1.0,SSW,82.0,1024.3,14.1,11.0,SW,Yes,No,1.8,35.0,WSW,MountGambier
0.2,1029.3,8.0,70.0,0.7,9.8,5.8,26.0,2013-06-08,12.5,8.0,N,78.0,1025.8,13.4,17.0,N,No,No,3.2,35.0,N,MountGambier
0.0,1024.4,8.0,62.0,3.6,10.4,9.8,22.0,2013-06-09,14.1,8.0,N,71.0,1019.8,15.0,19.0,N,No,No,1.0,39.0,N,MountGambier
0.0,1015.0,7.0,94.0,3.5,11.5,9.2,13.0,2013-06-10,14.6,7.0,N,70.0,1014.1,17.4,24.0,NW,No,Yes,2.2,50.0,NNW,MountGambier
1.6,1017.3,7.0,81.0,2.2,12.6,10.2,20.0,2013-06-11,14.2,7.0,NNE,93.0,1014.6,16.0,7.0,SSE,Yes,Yes,0.6,30.0,SSE,MountGambier
8.8,1013.1,8.0,94.0,0.0,11.7,10.8,19.0,2013-06-12,12.3,8.0,SE,97.0,1011.7,12.9,15.0,S,Yes,Yes,0.4,37.0,SSE,MountGambier
15.4,1014.3,7.0,87.0,2.9,11.6,11.1,24.0,2013-06-13,13.0,7.0,SE,94.0,1013.8,16.1,17.0,SSE,Yes,Yes,0.4,57.0,SSE,MountGambier
7.6,1018.7,8.0,59.0,2.5,11.6,9.7,28.0,2013-06-14,12.6,8.0,S,71.0,1019.7,14.2,24.0,S,Yes,Yes,2.2,,,MountGambier
1.8,,,,6.1,,7.5,,2013-06-15,,,,,,15.3,,,Yes,No,1.0,,,MountGambier
0.6,1023.5,7.0,81.0,2.3,8.7,5.4,20.0,2013-06-16,12.1,3.0,NNW,93.0,1020.4,13.5,4.0,SSE,No,Yes,1.0,33.0,S,MountGambier
5.8,1017.8,4.0,70.0,7.0,7.3,3.8,13.0,2013-06-17,12.8,7.0,NW,100.0,1015.3,13.6,7.0,SSE,Yes,No,1.4,26.0,S,MountGambier
0.4,1020.5,2.0,81.0,7.5,6.5,0.8,7.0,2013-06-18,13.0,1.0,,97.0,1020.3,15.3,0.0,S,No,No,0.4,22.0,S,MountGambier
0.2,1028.0,2.0,55.0,9.1,5.8,1.8,17.0,2013-06-19,13.2,1.0,,95.0,1026.1,13.9,0.0,ENE,No,No,0.4,28.0,ENE,MountGambier
0.0,1024.6,3.0,61.0,8.1,3.9,-0.9,15.0,2013-06-20,11.9,1.0,NE,95.0,1020.1,13.3,9.0,N,No,No,1.0,33.0,NNE,MountGambier
0.0,1015.7,8.0,90.0,1.3,7.6,3.9,20.0,2013-06-21,10.1,4.0,NE,83.0,1015.3,10.9,26.0,NE,No,Yes,1.0,41.0,NE,MountGambier
2.6,1022.4,3.0,63.0,4.3,8.9,5.8,24.0,2013-06-22,13.8,8.0,E,83.0,1022.8,14.8,17.0,E,Yes,No,0.4,37.0,E,MountGambier
0.2,1029.7,1.0,56.0,8.8,5.5,1.8,17.0,2013-06-23,14.1,1.0,ESE,86.0,1027.4,14.6,7.0,E,No,No,1.2,30.0,E,MountGambier
0.0,1029.0,1.0,48.0,9.1,4.7,0.7,13.0,2013-06-24,14.0,0.0,ENE,92.0,1026.8,14.6,7.0,ESE,No,No,1.0,24.0,ESE,MountGambier
0.2,1026.6,1.0,70.0,5.5,6.5,0.4,7.0,2013-06-25,13.9,8.0,,99.0,1023.6,14.4,0.0,N,No,No,1.8,17.0,ESE,MountGambier
0.2,1023.0,1.0,54.0,9.0,4.5,-0.2,15.0,2013-06-26,14.2,1.0,N,99.0,1020.5,15.0,13.0,N,No,No,0.4,26.0,N,MountGambier
0.0,1020.4,7.0,74.0,0.4,8.7,4.5,13.0,2013-06-27,13.9,7.0,N,69.0,1019.8,14.0,19.0,NNW,No,No,1.2,31.0,N,MountGambier
0.8,1024.4,4.0,68.0,7.3,9.5,7.9,11.0,2013-06-28,13.4,3.0,NNE,92.0,1024.1,15.1,4.0,WSW,No,No,0.4,31.0,SW,MountGambier
0.2,1028.9,4.0,95.0,5.3,7.9,1.6,9.0,2013-06-29,12.0,1.0,NNW,97.0,1027.6,15.4,7.0,WNW,No,Yes,0.8,24.0,W,MountGambier
8.2,1027.6,8.0,92.0,1.4,11.0,7.9,17.0,2013-06-30,14.0,5.0,NNW,99.0,1024.9,16.2,13.0,W,Yes,Yes,1.0,46.0,WNW,MountGambier
5.4,1023.3,7.0,84.0,0.2,14.4,11.0,20.0,2013-07-01,14.5,7.0,WNW,78.0,1021.7,16.1,20.0,WNW,Yes,Yes,0.6,57.0,W,MountGambier
3.2,1022.0,7.0,58.0,6.4,12.3,10.2,26.0,2013-07-02,15.4,7.0,NNW,96.0,1020.5,17.5,20.0,WNW,Yes,No,0.6,48.0,WNW,MountGambier
0.2,1018.9,0.0,50.0,9.3,9.2,7.8,30.0,2013-07-03,15.5,1.0,N,77.0,1013.5,16.6,24.0,N,No,Yes,1.0,50.0,NNW,MountGambier
2.2,1002.5,8.0,93.0,0.4,10.1,8.2,28.0,2013-07-04,8.8,8.0,N,72.0,999.2,12.8,26.0,NW,Yes,Yes,3.8,87.0,NW,MountGambier
27.6,1009.2,5.0,51.0,6.2,7.5,5.9,28.0,2013-07-05,12.5,7.0,NNW,88.0,1010.1,13.4,17.0,WNW,Yes,Yes,1.8,76.0,W,MountGambier
3.2,1016.6,5.0,65.0,6.3,8.8,5.4,20.0,2013-07-06,11.7,3.0,N,90.0,1017.4,13.7,13.0,W,Yes,No,1.4,41.0,WNW,MountGambier
0.8,1024.0,6.0,66.0,4.1,7.4,3.6,17.0,2013-07-07,12.5,7.0,N,94.0,1024.7,13.3,15.0,NW,No,No,0.8,30.0,NNW,MountGambier
0.6,1032.9,2.0,65.0,7.5,6.7,1.3,17.0,2013-07-08,12.4,1.0,NNW,93.0,1033.0,13.9,11.0,SW,No,No,1.0,30.0,SSW,MountGambier
0.2,1035.5,7.0,69.0,7.1,4.6,-0.4,13.0,2013-07-09,11.4,1.0,NNE,95.0,1032.0,13.1,13.0,NNE,No,No,0.6,24.0,N,MountGambier
0.2,1030.6,5.0,58.0,9.1,4.6,1.3,15.0,2013-07-10,11.7,0.0,NNE,93.0,1028.8,12.6,13.0,N,No,No,0.6,33.0,N,MountGambier
0.0,1030.7,7.0,63.0,6.0,6.1,4.1,17.0,2013-07-11,14.0,6.0,NNE,85.0,1027.5,14.6,17.0,NNE,No,No,2.8,30.0,N,MountGambier
0.0,1027.4,8.0,85.0,0.0,7.5,3.7,13.0,2013-07-12,12.8,7.0,NE,93.0,1025.0,13.1,13.0,NE,No,Yes,0.4,33.0,NE,MountGambier
16.8,1019.8,8.0,92.0,0.0,12.8,7.5,30.0,2013-07-13,14.0,8.0,NNE,97.0,1015.3,14.7,30.0,NNE,Yes,Yes,0.4,44.0,NE,MountGambier
10.2,1013.3,7.0,96.0,0.7,13.8,12.7,11.0,2013-07-14,13.4,8.0,N,93.0,1011.7,16.7,20.0,NNE,Yes,Yes,0.2,39.0,N,MountGambier
6.2,1019.3,4.0,78.0,3.3,12.1,10.3,15.0,2013-07-15,15.2,7.0,NW,100.0,1019.2,15.6,17.0,WSW,Yes,No,0.8,28.0,N,MountGambier
0.4,1022.1,7.0,77.0,4.1,10.7,5.4,15.0,2013-07-16,14.1,5.0,N,94.0,1019.5,15.5,11.0,N,No,No,0.8,33.0,N,MountGambier
0.4,1016.3,5.0,67.0,7.9,10.9,7.7,35.0,2013-07-17,16.0,2.0,NE,83.0,1011.5,16.9,19.0,NNE,No,Yes,0.8,48.0,NNE,MountGambier
14.6,1001.8,7.0,68.0,6.3,11.2,10.8,39.0,2013-07-18,15.5,8.0,NE,91.0,996.3,16.0,37.0,N,Yes,Yes,1.8,61.0,N,MountGambier
5.6,1001.3,7.0,86.0,0.7,11.2,10.3,20.0,2013-07-19,10.2,5.0,NNW,96.0,1003.9,13.2,17.0,WNW,Yes,Yes,1.0,52.0,N,MountGambier
14.8,1005.6,5.0,89.0,0.5,4.5,3.6,13.0,2013-07-20,8.1,7.0,NE,95.0,1005.1,9.2,13.0,NNW,Yes,Yes,0.4,41.0,WNW,MountGambier
25.8,1008.5,6.0,88.0,3.6,7.1,3.3,15.0,2013-07-21,9.3,5.0,N,93.0,1008.1,11.5,20.0,N,Yes,Yes,1.0,39.0,N,MountGambier
3.8,1015.0,7.0,84.0,1.8,5.1,1.0,7.0,2013-07-22,11.2,8.0,N,100.0,1017.2,11.7,11.0,SW,Yes,Yes,0.8,31.0,SSW,MountGambier
2.2,1028.8,7.0,66.0,2.0,10.1,4.4,22.0,2013-07-23,12.0,7.0,S,93.0,1029.9,12.9,11.0,SSE,Yes,No,0.8,35.0,S,MountGambier
0.0,1034.2,7.0,68.0,0.1,10.3,8.1,9.0,2013-07-24,11.5,7.0,SE,73.0,1031.5,12.1,6.0,NNE,No,No,1.4,28.0,S,MountGambier
0.0,1026.7,7.0,83.0,0.9,6.3,2.9,20.0,2013-07-25,11.3,7.0,N,94.0,1022.6,11.3,11.0,N,No,Yes,1.0,35.0,N,MountGambier
1.2,1024.6,4.0,63.0,6.4,9.5,6.3,15.0,2013-07-26,16.2,8.0,NNW,100.0,1022.8,16.5,17.0,NNW,Yes,No,0.8,30.0,NNW,MountGambier
0.0,1021.6,7.0,62.0,0.1,10.5,7.2,30.0,2013-07-27,12.6,7.0,N,65.0,1017.7,14.3,24.0,NNE,No,Yes,1.4,44.0,NNE,MountGambier
2.2,1012.8,6.0,70.0,3.2,11.5,10.3,26.0,2013-07-28,14.5,7.0,NNE,78.0,1008.8,15.6,26.0,N,Yes,Yes,1.8,61.0,NNE,MountGambier
7.0,1016.0,7.0,63.0,3.5,9.5,8.2,28.0,2013-07-29,13.8,7.0,N,100.0,1015.7,14.3,13.0,W,Yes,Yes,1.6,41.0,W,MountGambier
4.2,1024.1,7.0,64.0,4.0,9.8,2.9,15.0,2013-07-30,11.8,3.0,NW,77.0,1023.1,13.4,7.0,NNW,Yes,No,1.4,26.0,W,MountGambier
0.0,1024.7,7.0,53.0,7.3,9.0,4.5,19.0,2013-07-31,13.2,3.0,N,77.0,1021.8,15.0,15.0,N,No,No,0.8,31.0,N,MountGambier
0.0,1019.8,1.0,57.0,9.8,9.4,5.9,24.0,2013-08-01,14.0,1.0,N,65.0,1016.0,14.5,20.0,N,No,Yes,2.4,43.0,N,MountGambier
9.0,1009.4,4.0,59.0,5.5,9.5,8.4,37.0,2013-08-02,11.0,7.0,WNW,80.0,1011.3,13.1,24.0,W,Yes,Yes,3.0,65.0,WSW,MountGambier
4.6,1009.8,2.0,60.0,4.8,9.7,5.9,35.0,2013-08-03,13.3,7.0,NNW,96.0,1007.2,14.2,22.0,W,Yes,Yes,1.4,76.0,NW,MountGambier
11.6,1014.7,7.0,76.0,2.5,9.6,7.2,30.0,2013-08-04,12.8,7.0,W,93.0,1012.2,14.2,26.0,NW,Yes,Yes,1.8,48.0,WNW,MountGambier
6.6,1010.0,7.0,78.0,0.4,11.4,8.0,33.0,2013-08-05,15.1,8.0,N,95.0,1004.7,15.4,20.0,NNW,Yes,Yes,1.0,72.0,W,MountGambier
10.4,1009.2,3.0,46.0,7.1,10.9,8.2,28.0,2013-08-06,13.6,3.0,NW,75.0,1010.0,14.2,11.0,W,Yes,Yes,6.0,59.0,W,MountGambier
8.6,1010.8,4.0,64.0,4.5,8.5,6.4,28.0,2013-08-07,11.1,8.0,WNW,97.0,1011.5,11.9,7.0,SW,Yes,Yes,1.6,50.0,WSW,MountGambier
6.0,1019.4,8.0,69.0,1.5,8.1,2.5,17.0,2013-08-08,10.9,1.0,NNW,91.0,1015.7,12.2,20.0,N,Yes,Yes,1.0,59.0,N,MountGambier
3.2,1007.8,4.0,78.0,4.1,10.0,7.9,30.0,2013-08-09,16.0,8.0,N,90.0,1007.3,16.9,28.0,WNW,Yes,Yes,1.8,52.0,N,MountGambier
3.2,1016.6,5.0,59.0,8.1,10.6,5.3,20.0,2013-08-10,15.1,4.0,NNW,82.0,1016.2,16.1,15.0,NW,Yes,No,0.8,39.0,NW,MountGambier
0.0,1012.4,2.0,51.0,8.3,10.7,8.2,31.0,2013-08-11,16.3,7.0,N,87.0,1007.7,17.3,19.0,NNW,No,Yes,2.0,48.0,NNW,MountGambier
7.4,1005.5,7.0,61.0,6.0,8.8,6.9,19.0,2013-08-12,10.6,1.0,W,72.0,1005.5,13.0,50.0,NW,Yes,Yes,2.6,69.0,WNW,MountGambier
14.2,1009.4,7.0,72.0,7.4,9.2,4.6,39.0,2013-08-13,14.9,7.0,N,87.0,1006.0,16.1,19.0,NNW,Yes,Yes,2.6,59.0,NW,MountGambier
11.2,1003.7,1.0,51.0,7.5,11.5,9.2,43.0,2013-08-14,11.7,4.0,WNW,83.0,1009.5,12.5,24.0,WSW,Yes,Yes,2.4,78.0,WNW,MountGambier
2.4,1020.1,6.0,59.0,6.0,10.3,6.4,30.0,2013-08-15,14.1,3.0,N,82.0,1016.5,16.3,15.0,NNW,Yes,No,2.2,46.0,N,MountGambier
0.2,1005.0,8.0,74.0,5.2,11.6,7.7,28.0,2013-08-16,10.9,1.0,NNE,40.0,997.1,16.1,39.0,N,No,Yes,2.1,74.0,N,MountGambier
13.0,1005.0,7.0,87.0,3.2,8.6,5.9,37.0,2013-08-17,10.4,4.0,NNW,88.0,1002.0,12.4,20.0,NNW,Yes,Yes,3.6,57.0,NNW,MountGambier
17.0,1002.1,5.0,54.0,6.5,11.3,8.3,50.0,2013-08-18,12.3,8.0,NW,92.0,1003.4,13.3,30.0,WNW,Yes,Yes,2.0,85.0,WNW,MountGambier
6.4,1012.4,7.0,55.0,7.6,6.7,4.7,35.0,2013-08-19,10.6,2.0,W,78.0,1014.3,11.0,17.0,WSW,Yes,Yes,3.2,65.0,W,MountGambier
2.4,1018.8,7.0,66.0,7.1,9.9,4.4,26.0,2013-08-20,10.4,2.0,WSW,69.0,1017.6,12.5,17.0,W,Yes,Yes,1.6,54.0,SW,MountGambier
2.8,1014.2,8.0,92.0,2.7,7.9,5.0,30.0,2013-08-21,8.8,8.0,N,99.0,1009.2,13.1,20.0,NNW,Yes,Yes,2.2,52.0,NW,MountGambier
13.2,1009.9,7.0,83.0,2.3,11.1,6.3,35.0,2013-08-22,12.2,7.0,NW,84.0,1007.6,12.9,15.0,W,Yes,Yes,1.2,59.0,W,MountGambier
7.2,1013.2,5.0,80.0,2.1,11.7,10.1,28.0,2013-08-23,13.4,8.0,WSW,85.0,1015.5,13.5,28.0,WSW,Yes,Yes,0.4,54.0,W,MountGambier
4.0,1023.5,7.0,89.0,3.2,11.4,10.1,24.0,2013-08-24,12.9,8.0,W,96.0,1022.5,14.6,17.0,NW,Yes,Yes,0.8,39.0,WNW,MountGambier
1.8,1023.4,5.0,59.0,5.8,11.9,10.8,17.0,2013-08-25,14.8,8.0,NW,94.0,1021.8,16.8,15.0,W,Yes,No,0.8,37.0,NW,MountGambier
0.0,1024.4,7.0,72.0,0.4,10.3,7.4,17.0,2013-08-26,15.6,8.0,N,100.0,1022.4,15.7,17.0,NNW,No,No,1.4,28.0,NNW,MountGambier
0.0,1018.4,2.0,52.0,7.5,12.4,8.9,15.0,2013-08-27,20.1,7.0,NNE,86.0,1015.0,20.3,19.0,N,No,No,0.8,30.0,N,MountGambier
0.2,1016.3,3.0,69.0,5.2,12.1,9.3,11.0,2013-08-28,18.2,8.0,NNE,97.0,1013.2,19.0,7.0,SSW,No,No,2.6,30.0,E,MountGambier
0.6,1007.2,7.0,66.0,1.7,13.8,8.7,31.0,2013-08-29,16.6,8.0,NE,82.0,999.4,17.7,13.0,NNE,No,Yes,1.4,52.0,NNE,MountGambier
6.2,1010.5,6.0,82.0,5.7,12.3,11.7,22.0,2013-08-30,14.7,8.0,NW,95.0,1010.5,17.6,19.0,NNW,Yes,Yes,2.2,72.0,W,MountGambier
4.4,1015.6,6.0,53.0,8.5,14.3,9.1,22.0,2013-08-31,20.6,2.0,N,69.0,1015.0,21.5,30.0,N,Yes,No,1.8,46.0,N,MountGambier
0.0,1017.9,4.0,34.0,9.3,17.0,13.0,26.0,2013-09-01,23.5,6.0,N,61.0,1018.6,24.7,31.0,WNW,No,No,5.0,50.0,NNW,MountGambier
0.2,1030.8,0.0,49.0,7.2,11.9,5.4,9.0,2013-09-02,19.9,1.0,NE,97.0,1028.7,20.1,7.0,ESE,No,No,2.2,15.0,NE,MountGambier
0.2,1029.4,7.0,50.0,7.4,15.3,7.6,17.0,2013-09-03,24.1,6.0,NE,86.0,1025.6,25.2,17.0,NNE,No,No,2.8,35.0,N,MountGambier
0.0,1019.7,8.0,47.0,0.5,19.1,15.3,22.0,2013-09-04,22.1,7.0,N,40.0,1015.0,23.4,30.0,N,No,Yes,4.8,50.0,N,MountGambier
1.8,1025.5,7.0,67.0,3.2,14.1,12.1,19.0,2013-09-05,15.5,7.0,NW,92.0,1025.1,16.7,11.0,W,Yes,No,3.2,35.0,W,MountGambier
0.0,1027.1,6.0,73.0,0.9,11.5,8.3,20.0,2013-09-06,16.1,8.0,NNW,91.0,1024.1,16.5,15.0,NW,No,No,,33.0,NW,MountGambier
0.2,1025.7,7.0,71.0,4.0,13.0,8.1,19.0,2013-09-07,14.0,7.0,NW,87.0,1025.8,15.1,15.0,SSW,No,No,0.8,30.0,SW,MountGambier
0.6,1027.3,8.0,76.0,2.8,10.2,4.5,11.0,2013-09-08,13.6,7.0,NNE,84.0,1022.4,16.8,11.0,NE,No,No,1.0,37.0,NNE,MountGambier
0.0,1007.2,5.0,61.0,2.2,15.4,10.2,39.0,2013-09-09,17.5,8.0,N,60.0,1001.6,20.4,20.0,NW,No,Yes,3.2,57.0,NNW,MountGambier
4.4,1009.8,6.0,59.0,8.6,11.9,8.3,31.0,2013-09-10,13.3,7.0,W,68.0,1008.9,14.6,20.0,WNW,Yes,Yes,2.2,50.0,WNW,MountGambier
10.2,1012.9,4.0,52.0,9.6,12.4,7.3,26.0,2013-09-11,13.9,5.0,W,66.0,1013.3,15.2,17.0,W,Yes,No,2.2,48.0,W,MountGambier
0.2,1018.6,7.0,52.0,6.0,11.7,7.1,26.0,2013-09-12,13.1,7.0,ESE,68.0,1015.7,14.8,19.0,E,No,Yes,2.6,35.0,E,MountGambier
3.0,1013.8,8.0,81.0,0.3,9.2,6.5,20.0,2013-09-13,12.0,8.0,NNE,79.0,1011.8,12.2,30.0,NNE,Yes,No,3.6,48.0,NNE,MountGambier
0.8,1014.1,6.0,80.0,1.0,11.5,8.7,13.0,2013-09-14,15.3,8.0,NNE,92.0,1012.2,16.5,17.0,NNE,No,Yes,0.0,26.0,N,MountGambier
3.2,1013.6,8.0,76.0,3.8,14.3,6.3,9.0,2013-09-15,17.2,3.0,NE,85.0,1010.0,19.3,15.0,ESE,Yes,Yes,2.0,39.0,ENE,MountGambier
1.6,1002.3,7.0,64.0,6.6,16.5,12.4,11.0,2013-09-16,18.0,2.0,NE,69.0,1000.3,19.0,26.0,ESE,Yes,No,1.6,56.0,NE,MountGambier
0.6,1005.0,7.0,83.0,2.0,15.4,9.8,24.0,2013-09-17,15.1,5.0,SW,85.0,1002.8,16.6,17.0,WNW,No,No,1.6,37.0,W,MountGambier
0.2,998.6,7.0,72.0,1.6,12.0,8.8,46.0,2013-09-18,13.7,8.0,NW,95.0,1000.5,13.8,11.0,W,No,Yes,1.4,72.0,W,MountGambier
3.2,1008.0,8.0,59.0,3.8,11.4,5.2,20.0,2013-09-19,14.4,5.0,NNW,85.0,1004.2,16.7,9.0,NNW,Yes,Yes,1.8,72.0,NW,MountGambier
6.6,1012.1,6.0,67.0,9.4,13.1,7.7,24.0,2013-09-20,14.2,4.0,SW,59.0,1013.4,16.6,30.0,WSW,Yes,No,3.0,52.0,WSW,MountGambier
0.0,1014.2,7.0,78.0,5.4,13.0,6.0,17.0,2013-09-21,16.5,4.0,N,79.0,1009.8,19.1,20.0,NNE,No,No,3.2,39.0,N,MountGambier
0.4,1012.4,1.0,60.0,7.1,14.5,6.8,4.0,2013-09-22,18.0,7.0,SE,83.0,1009.6,18.5,17.0,NE,No,No,2.0,26.0,SE,MountGambier
0.0,1000.5,1.0,38.0,4.3,17.1,8.5,30.0,2013-09-23,23.6,7.0,NNE,61.0,994.8,24.1,19.0,N,No,No,2.6,52.0,WNW,MountGambier
0.0,1001.5,7.0,63.0,8.5,16.1,10.0,31.0,2013-09-24,18.7,2.0,N,79.0,1000.8,20.2,20.0,NNW,No,Yes,4.0,57.0,NNW,MountGambier
1.2,1005.5,6.0,43.0,8.6,15.9,11.1,30.0,2013-09-25,16.3,3.0,WNW,59.0,1005.3,18.0,41.0,NW,Yes,Yes,4.2,83.0,WNW,MountGambier
11.2,1011.0,3.0,49.0,8.9,12.3,8.3,30.0,2013-09-26,14.0,3.0,WSW,55.0,1014.7,14.7,44.0,WSW,Yes,No,5.4,83.0,W,MountGambier
0.0,1012.0,8.0,80.0,7.3,13.3,6.2,41.0,2013-09-27,13.2,3.0,N,56.0,1009.1,20.7,33.0,WSW,No,Yes,4.0,59.0,NW,MountGambier
8.8,1013.2,6.0,53.0,,12.7,7.2,30.0,2013-09-28,14.0,4.0,W,56.0,1014.1,15.4,35.0,WNW,Yes,No,4.6,78.0,W,MountGambier
0.0,1012.3,,48.0,,14.3,7.5,26.0,2013-09-29,21.0,,N,78.0,1007.1,22.2,28.0,N,No,No,,54.0,N,MountGambier
0.2,1001.1,8.0,74.0,0.1,14.2,11.8,22.0,2013-09-30,16.5,8.0,NNW,75.0,996.4,17.1,11.0,N,No,Yes,7.8,56.0,NW,MountGambier
9.6,1006.2,7.0,74.0,8.1,9.6,7.1,30.0,2013-10-01,11.0,6.0,WSW,77.0,1009.5,13.5,35.0,W,Yes,Yes,1.8,74.0,W,MountGambier
