Date,Temp9amC,WindGustSpeed,Humidity3pm,Cloud3pm,Temp3pmC,WindDir9am,Sunshine,Evaporation,WindSpeed9am,RainTomorrow,MaxTempC,Pressure3pm,Cloud9am,WindGustDir,Rainfall,WindDir3pm,Humidity9am,RainToday,MinTempC,Pressure9am,Location,WindSpeed3pm
2012-11-20,15.7,43.0,47.0,8.0,22.3,NNE,12.2,6.2,6.0,No,23.0,1017.6,6.0,E,0.0,E,67.0,No,7.0,1022.0,Sale,30.0
2012-11-21,21.9,54.0,52.0,8.0,18.0,WSW,7.4,6.4,31.0,No,22.3,1013.3,8.0,WSW,0.0,WSW,52.0,No,12.6,1010.5,Sale,30.0
2012-11-22,13.6,35.0,42.0,8.0,21.9,WNW,9.1,6.6,17.0,No,22.3,1018.1,8.0,WSW,0.0,SW,65.0,No,6.4,1019.7,Sale,13.0
2012-11-23,14.9,46.0,63.0,8.0,19.9,SSW,9.1,5.0,11.0,No,20.5,1018.0,8.0,SE,0.0,ESE,71.0,No,8.7,1021.1,Sale,24.0
2012-11-24,16.9,31.0,31.0,8.0,30.8,ENE,8.5,5.2,4.0,No,32.6,1009.8,8.0,WSW,0.0,W,79.0,No,8.0,1014.7,Sale,7.0
2012-11-25,19.8,37.0,59.0,4.0,21.7,SE,12.8,6.4,6.0,No,24.5,1016.2,5.0,SSE,0.0,SSE,60.0,No,13.0,1015.7,Sale,28.0
2012-11-26,16.4,33.0,59.0,4.0,21.8,SSW,6.3,7.2,7.0,Yes,22.7,1015.3,8.0,E,0.0,ESE,78.0,No,12.6,1018.0,Sale,22.0
2012-11-27,17.0,39.0,83.0,8.0,18.2,ESE,0.2,5.4,17.0,Yes,19.0,1015.1,8.0,E,3.6,E,94.0,Yes,15.7,1015.7,Sale,28.0
2012-11-28,17.8,39.0,65.0,2.0,21.8,ENE,7.7,2.4,20.0,No,23.2,1014.9,8.0,E,7.4,E,81.0,Yes,16.0,1017.9,Sale,24.0
2012-11-29,18.0,35.0,56.0,0.0,27.9,SE,10.4,5.6,11.0,No,28.9,1008.0,8.0,E,0.0,E,91.0,No,15.8,1012.4,Sale,28.0
2012-11-30,25.1,31.0,51.0,8.0,29.2,NNE,2.3,6.9,2.0,No,30.8,1009.2,8.0,SE,0.0,E,71.0,No,18.0,1009.6,Sale,19.0
2013-01-01,18.2,69.0,35.0,7.0,26.4,WSW,13.0,6.6,24.0,No,27.0,1008.7,7.0,WSW,0.0,WSW,70.0,No,11.1,1011.6,Sale,41.0
2013-01-02,16.6,37.0,46.0,8.0,21.0,SW,13.1,12.0,22.0,No,22.4,1017.3,8.0,E,0.0,ESE,43.0,No,11.1,1017.8,Sale,24.0
2013-01-03,18.1,31.0,33.0,4.0,31.0,NNE,11.5,6.6,7.0,No,34.0,1013.1,6.0,ENE,0.0,N,57.0,No,9.7,1018.0,Sale,9.0
2013-01-04,25.9,48.0,12.0,2.0,44.1,WNW,12.8,7.2,7.0,No,44.3,1005.1,3.0,E,0.0,N,48.0,No,15.4,1009.8,Sale,20.0
2013-01-05,24.2,44.0,23.0,8.0,29.0,W,12.0,12.6,24.0,No,31.4,1015.4,2.0,SE,0.0,SSE,56.0,No,20.4,1012.3,Sale,26.0
2013-01-06,20.0,35.0,55.0,5.0,24.1,SSE,10.9,10.2,7.0,No,25.1,1023.6,8.0,E,0.0,ESE,74.0,No,13.2,1023.4,Sale,20.0
2013-01-07,20.5,41.0,52.0,1.0,26.3,ESE,11.6,6.9,9.0,No,27.5,1013.1,1.0,ESE,0.0,E,74.0,No,14.6,1020.3,Sale,22.0
2013-01-08,25.4,80.0,23.0,8.0,29.6,W,7.4,8.2,28.0,No,30.2,994.1,8.0,WSW,0.0,WSW,54.0,No,14.5,998.9,Sale,50.0
2013-01-09,15.6,63.0,30.0,8.0,20.1,WSW,12.2,13.4,24.0,No,21.2,1004.1,8.0,WSW,0.0,W,49.0,No,11.2,1003.4,Sale,35.0
2013-01-10,16.0,37.0,46.0,6.0,21.6,W,10.6,8.0,7.0,No,23.2,1008.7,7.0,ESE,0.0,ESE,55.0,No,7.1,1010.5,Sale,24.0
2013-01-11,22.4,52.0,13.0,7.0,37.0,ENE,11.6,7.0,11.0,No,39.3,1000.1,8.0,S,0.0,WNW,46.0,No,11.9,1003.0,Sale,20.0
2013-01-12,18.7,48.0,44.0,7.0,23.5,WSW,7.5,12.4,13.0,No,25.5,1011.2,8.0,WSW,0.0,WSW,61.0,No,10.8,1009.7,Sale,28.0
2013-01-13,16.0,44.0,54.0,8.0,18.7,W,1.5,7.4,11.0,No,19.6,1012.4,8.0,W,0.0,WSW,67.0,No,13.9,1013.9,Sale,22.0
2013-01-14,15.7,43.0,41.0,7.0,21.2,W,12.9,3.8,13.0,No,26.6,1020.3,8.0,ESE,0.0,ESE,55.0,No,9.9,1020.0,Sale,20.0
2013-01-15,16.6,43.0,36.0,,25.5,W,12.9,11.0,9.0,No,26.6,1015.1,8.0,ESE,0.0,SE,72.0,No,8.0,1016.4,Sale,24.0
2013-01-16,16.6,39.0,38.0,8.0,24.0,W,12.3,11.0,9.0,No,26.7,1014.4,,SE,0.0,SSE,72.0,No,10.7,1016.4,Sale,22.0
2013-01-17,19.4,30.0,49.0,8.0,25.8,E,7.3,7.4,20.0,No,27.4,1005.1,8.0,ESE,0.0,ENE,71.0,No,10.4,1009.7,Sale,20.0
2013-01-18,16.5,67.0,52.0,5.0,23.3,NNW,,5.2,11.0,No,29.1,1003.4,8.0,WSW,0.0,SW,81.0,No,15.7,995.7,Sale,35.0
2013-01-19,17.1,39.0,41.0,7.0,22.0,WNW,12.4,6.8,13.0,No,23.3,1015.1,8.0,SE,0.0,ESE,63.0,No,9.6,1016.0,Sale,22.0
2013-01-20,17.9,41.0,50.0,1.0,21.8,ENE,12.5,7.0,9.0,No,23.9,1015.0,2.0,E,0.0,E,57.0,No,8.4,1017.7,Sale,28.0
2013-01-21,19.3,35.0,50.0,4.0,28.2,WNW,11.1,6.3,7.0,No,29.2,1007.6,4.0,SE,0.0,SE,77.0,No,14.8,1012.0,Sale,22.0
2013-01-22,17.2,43.0,47.0,1.0,23.9,WSW,8.8,7.8,11.0,No,25.3,1011.0,8.0,ESE,0.0,ESE,72.0,No,16.3,1011.5,Sale,24.0
2013-01-23,17.4,41.0,42.0,1.0,22.7,SSW,8.7,6.8,19.0,No,24.0,1018.2,8.0,ESE,0.0,ESE,55.0,No,13.1,1019.1,Sale,20.0
2013-01-24,20.9,50.0,45.0,3.0,29.3,ENE,11.0,7.4,22.0,No,29.6,1011.0,3.0,ENE,0.0,ESE,58.0,No,13.5,1016.1,Sale,33.0
2013-01-25,26.6,57.0,49.0,8.0,24.5,N,2.4,8.2,9.0,No,31.6,1010.2,8.0,SSW,0.0,ESE,56.0,No,15.4,1004.5,Sale,20.0
2013-01-26,17.4,31.0,44.0,8.0,22.5,S,3.4,6.4,6.0,Yes,23.3,1012.6,8.0,E,0.2,E,66.0,No,15.6,1015.8,Sale,13.0
2013-01-27,16.3,41.0,61.0,8.0,21.3,SSW,2.8,4.0,20.0,No,23.1,1011.3,8.0,SSW,4.2,SSW,90.0,Yes,15.6,1011.5,Sale,13.0
2013-01-28,19.1,31.0,75.0,8.0,20.7,ESE,1.7,4.2,17.0,No,22.3,1008.9,8.0,S,0.0,S,77.0,No,13.8,1010.6,Sale,20.0
2013-01-29,16.2,33.0,41.0,8.0,21.1,SW,1.5,3.8,24.0,No,21.4,1010.4,8.0,SW,0.0,W,63.0,No,15.8,1012.1,Sale,11.0
2013-01-30,18.0,43.0,39.0,3.0,23.5,NNW,13.0,4.8,13.0,No,24.8,1013.1,5.0,ESE,0.0,E,49.0,No,7.9,1015.3,Sale,26.0
2013-01-31,17.7,48.0,57.0,7.0,24.2,WNW,10.8,7.2,11.0,Yes,29.8,1006.0,3.0,SW,0.0,SSE,66.0,No,9.9,1010.7,Sale,35.0
2013-03-01,17.0,46.0,60.0,8.0,19.9,SE,10.3,5.2,22.0,No,21.3,1023.8,8.0,ESE,2.4,ESE,67.0,Yes,13.9,1023.3,Sale,33.0
2013-03-02,16.8,46.0,50.0,8.0,22.3,NE,9.5,5.1,9.0,No,22.4,1026.2,8.0,E,0.2,E,72.0,No,12.3,1027.9,Sale,30.0
2013-03-03,18.5,52.0,56.0,6.0,22.9,NE,10.7,5.8,17.0,No,23.9,1022.3,7.0,E,0.0,E,76.0,No,11.9,1025.2,Sale,37.0
2013-03-04,15.6,33.0,51.0,2.0,25.2,NW,8.8,7.2,6.0,No,26.2,1019.6,8.0,ESE,0.2,ESE,99.0,No,12.6,1022.1,Sale,24.0
2013-03-05,15.4,31.0,,2.0,29.2,NNW,10.4,5.0,6.0,No,29.9,1017.1,8.0,ESE,0.2,ESE,98.0,No,11.0,1019.5,Sale,19.0
2013-03-06,17.8,43.0,27.0,8.0,31.6,WNW,11.7,5.8,11.0,No,32.9,1014.5,8.0,ESE,0.0,NNW,78.0,No,10.9,1017.8,Sale,9.0
2013-03-07,20.4,39.0,26.0,8.0,33.9,WNW,,7.2,9.0,No,33.9,1015.4,8.0,SE,0.0,E,62.0,No,14.4,1017.1,Sale,28.0
2013-03-08,21.0,39.0,31.0,6.0,31.9,,11.6,5.8,0.0,No,32.6,1017.5,2.0,E,0.0,E,85.0,No,15.3,1020.4,Sale,30.0
2013-03-09,18.0,37.0,33.0,7.0,33.5,WNW,9.7,7.2,6.0,No,35.0,1013.7,8.0,SE,0.2,S,96.0,No,13.8,1016.7,Sale,15.0
2013-03-10,22.2,39.0,23.0,8.0,34.4,NW,4.2,6.0,7.0,No,35.4,1015.0,8.0,SW,0.0,E,77.0,No,17.6,1017.0,Sale,19.0
2013-03-11,19.5,31.0,37.0,,30.1,,9.1,5.6,0.0,No,31.0,1016.6,,E,0.2,ESE,98.0,No,17.9,1018.5,Sale,22.0
2013-03-12,18.3,35.0,35.0,5.0,32.1,NW,10.8,5.4,4.0,No,33.4,1012.4,8.0,E,0.2,E,96.0,No,12.8,1016.7,Sale,24.0
2013-03-13,25.6,69.0,62.0,8.0,23.7,W,6.2,5.6,9.0,No,32.4,1007.8,4.0,NW,0.0,SW,54.0,No,15.9,1006.2,Sale,35.0
2013-03-14,16.9,31.0,44.0,8.0,21.1,WNW,5.4,6.2,9.0,No,22.7,1014.5,8.0,ESE,0.0,SSW,72.0,No,15.6,1015.5,Sale,9.0
2013-03-15,13.4,35.0,51.0,8.0,22.7,WNW,8.7,4.4,9.0,No,23.4,1016.8,8.0,ESE,0.0,SE,86.0,No,8.7,1018.8,Sale,19.0
2013-03-16,15.1,44.0,67.0,8.0,18.4,,0.3,3.8,0.0,Yes,20.2,1012.2,8.0,W,0.0,W,86.0,No,12.6,1014.9,Sale,13.0
2013-03-17,11.8,50.0,36.0,8.0,18.1,W,6.0,4.0,20.0,No,19.1,1022.0,8.0,SSW,6.0,SW,82.0,Yes,9.4,1021.2,Sale,26.0
2013-03-18,14.1,31.0,52.0,8.0,19.6,WNW,9.1,3.6,20.0,No,20.7,1022.2,6.0,ESE,0.6,SE,79.0,No,10.3,1023.3,Sale,9.0
2013-03-19,13.9,39.0,42.0,5.0,21.3,NW,10.4,5.0,9.0,No,22.1,1023.2,6.0,E,0.4,ENE,82.0,No,8.5,1025.4,Sale,17.0
2013-03-20,12.9,41.0,26.0,4.0,26.7,NW,10.0,3.2,7.0,No,27.3,1017.7,5.0,ESE,0.0,ESE,88.0,No,8.1,1023.1,Sale,22.0
2013-03-21,22.4,50.0,53.0,8.0,22.3,N,0.7,6.0,33.0,Yes,25.3,1004.5,8.0,N,0.6,NNE,48.0,No,12.8,1009.1,Sale,19.0
2013-03-22,17.1,46.0,48.0,7.0,21.3,SW,9.0,2.8,9.0,No,21.8,1010.7,7.0,W,7.2,WSW,71.0,Yes,13.4,1011.4,Sale,24.0
2013-03-23,15.9,46.0,,8.0,23.9,W,8.5,6.1,13.0,No,24.1,1014.0,8.0,WNW,0.4,W,71.0,No,11.3,1015.6,Sale,22.0
2013-03-24,16.0,65.0,,8.0,25.2,NW,11.2,5.2,6.0,No,26.8,1010.8,8.0,WNW,0.0,W,71.0,No,9.3,1012.8,Sale,39.0
2013-03-25,16.3,35.0,44.0,7.0,22.3,S,7.0,6.2,6.0,No,23.6,1018.0,8.0,ESE,0.0,ESE,87.0,No,13.9,1019.6,Sale,20.0
2013-03-26,16.3,33.0,32.0,4.0,28.4,W,7.0,5.0,11.0,No,29.1,1012.5,8.0,E,0.0,E,85.0,No,11.5,1017.0,Sale,13.0
2013-03-27,16.8,39.0,19.0,4.0,33.5,SSW,9.3,5.2,9.0,Yes,35.0,1007.4,1.0,NW,0.0,WNW,85.0,No,10.5,1011.8,Sale,26.0
2013-03-28,16.8,59.0,75.0,7.0,16.5,WSW,1.9,6.4,7.0,Yes,19.1,1014.3,8.0,WSW,9.6,WSW,96.0,Yes,16.3,1013.0,Sale,17.0
2013-03-29,12.2,35.0,58.0,8.0,16.9,WNW,5.1,4.2,19.0,No,17.4,1019.5,5.0,SW,9.6,W,76.0,Yes,9.4,1021.2,Sale,22.0
2013-03-30,11.9,,40.0,7.0,22.2,NW,7.8,2.9,11.0,No,22.9,1011.8,1.0,,0.2,SW,81.0,No,6.0,1016.2,Sale,28.0
2013-03-31,15.7,50.0,62.0,,17.7,WNW,5.0,4.4,13.0,No,18.9,1014.1,8.0,WSW,0.4,WSW,77.0,No,11.9,1012.5,Sale,22.0
2013-04-01,11.4,48.0,41.0,4.0,20.1,WNW,11.0,3.2,13.0,No,20.7,1015.6,6.0,WSW,0.0,WSW,85.0,No,6.0,1018.6,Sale,33.0
2013-04-02,16.2,52.0,85.0,8.0,16.0,W,3.7,4.8,20.0,No,20.7,1016.6,8.0,W,0.0,SW,73.0,No,11.4,1016.3,Sale,20.0
2013-04-03,12.6,33.0,50.0,7.0,16.0,W,0.5,4.2,9.0,No,17.0,1025.5,8.0,S,0.4,SSE,78.0,No,8.6,1025.5,Sale,17.0
2013-04-04,11.6,33.0,51.0,0.0,18.7,WNW,10.6,1.0,13.0,No,19.5,1028.4,0.0,ESE,0.0,ESE,79.0,No,5.0,1030.8,Sale,17.0
2013-04-05,10.4,26.0,56.0,8.0,20.8,NW,8.3,3.1,9.0,No,21.2,1028.2,,ESE,0.0,ESE,95.0,No,7.2,1030.4,Sale,13.0
2013-04-06,13.1,33.0,56.0,5.0,22.1,SSE,9.5,2.4,4.0,No,23.2,1023.2,,E,0.3,E,99.0,No,9.0,1027.5,Sale,20.0
2013-04-07,14.5,28.0,41.0,8.0,23.8,WNW,7.8,3.0,9.0,Yes,26.6,1020.9,8.0,SE,0.2,E,88.0,No,8.2,1023.5,Sale,17.0
2013-04-08,16.0,30.0,56.0,8.0,22.4,,6.8,5.2,,No,23.6,1023.5,8.0,WSW,16.0,E,91.0,Yes,11.0,1026.0,Sale,17.0
2013-04-09,16.8,28.0,64.0,6.0,22.3,NNW,5.2,3.6,4.0,No,22.6,1023.8,8.0,E,0.4,ESE,91.0,No,12.9,1027.2,Sale,13.0
2013-04-10,15.8,35.0,68.0,7.0,20.6,NW,7.5,1.7,13.0,No,24.9,1020.2,8.0,ESE,0.2,SE,94.0,No,11.7,1023.5,Sale,19.0
2013-04-11,15.8,26.0,79.0,8.0,15.5,W,0.0,2.6,7.0,No,16.8,1025.0,8.0,S,0.0,S,85.0,No,11.7,1024.3,Sale,7.0
2013-04-12,16.3,,58.0,0.0,22.8,N,8.1,0.4,6.0,No,23.6,1020.1,8.0,,1.0,ENE,81.0,No,11.6,1023.9,Sale,13.0
2013-04-13,18.2,35.0,46.0,7.0,21.9,NW,0.3,2.7,4.0,No,23.0,1010.3,8.0,WSW,0.2,NNE,71.0,No,9.9,1014.7,Sale,22.0
2013-04-14,17.8,30.0,66.0,8.0,20.2,NNE,3.8,2.0,9.0,Yes,21.0,1009.5,8.0,WSW,0.4,E,80.0,No,14.5,1013.2,Sale,20.0
2013-04-15,13.9,26.0,92.0,8.0,13.3,S,0.7,3.2,17.0,No,15.3,1013.0,8.0,SSW,18.8,S,87.0,Yes,13.8,1012.7,Sale,13.0
2013-04-16,11.2,20.0,68.0,8.0,16.6,WNW,6.6,1.6,11.0,No,18.6,1016.5,1.0,WNW,0.8,SSE,89.0,No,6.9,1018.8,Sale,13.0
2013-04-17,11.9,24.0,78.0,7.0,16.9,WNW,3.1,2.6,7.0,No,18.0,1016.0,8.0,SSE,0.0,S,92.0,No,7.7,1018.2,Sale,17.0
2013-04-18,14.3,56.0,75.0,8.0,16.5,W,6.4,0.5,20.0,Yes,18.2,1017.6,8.0,SW,0.0,SW,77.0,No,10.9,1018.2,Sale,30.0
2013-04-19,11.2,50.0,60.0,8.0,14.6,SSE,8.6,3.2,19.0,Yes,15.5,1024.8,8.0,S,5.6,S,85.0,Yes,6.7,1025.2,Sale,31.0
2013-04-20,13.0,46.0,68.0,8.0,16.3,ESE,5.8,3.4,19.0,No,17.6,1021.2,8.0,E,5.2,ESE,91.0,Yes,7.9,1024.3,Sale,26.0
2013-04-21,9.7,24.0,46.0,4.0,17.7,,8.7,2.4,0.0,No,17.9,1010.3,6.0,ENE,0.2,ESE,87.0,No,1.4,1015.5,Sale,13.0
2013-04-22,15.7,41.0,58.0,8.0,18.2,NW,2.9,1.8,13.0,Yes,19.2,1006.2,8.0,NW,0.2,WSW,67.0,No,9.2,1006.7,Sale,15.0
2013-04-23,15.1,50.0,51.0,7.0,17.1,W,9.0,1.3,24.0,No,17.9,1013.7,8.0,W,2.6,WSW,80.0,Yes,11.6,1013.2,Sale,31.0
2013-04-24,11.2,41.0,39.0,7.0,18.6,N,8.4,4.0,9.0,No,19.4,1016.8,8.0,WNW,0.0,WNW,82.0,No,6.4,1018.8,Sale,28.0
2013-04-25,13.2,48.0,47.0,8.0,18.5,W,8.6,2.2,6.0,No,20.0,1016.8,7.0,WSW,0.0,WSW,76.0,No,6.9,1019.9,Sale,22.0
2013-04-26,16.8,69.0,44.0,7.0,21.1,W,,3.0,19.0,No,21.9,1018.9,8.0,WNW,0.0,W,74.0,No,12.3,1020.5,Sale,37.0
2013-04-27,17.0,69.0,32.0,6.0,24.7,NNW,7.4,5.0,11.0,No,25.3,1012.2,6.0,NW,0.0,NW,71.0,No,7.7,1017.9,Sale,37.0
2013-04-28,19.9,65.0,61.0,6.0,19.1,WSW,8.1,8.2,20.0,No,21.4,1014.1,7.0,NW,0.0,W,51.0,No,15.0,1012.5,Sale,30.0
2013-04-29,13.6,44.0,46.0,1.0,17.7,WNW,6.3,4.4,11.0,No,18.7,1023.8,7.0,W,0.0,WSW,77.0,No,7.8,1023.5,Sale,17.0
2013-04-30,9.5,20.0,59.0,7.0,16.2,WNW,5.1,2.4,7.0,No,17.3,1023.3,8.0,ENE,0.0,E,89.0,No,4.8,1027.3,Sale,13.0
2013-05-01,7.9,57.0,79.0,6.0,11.8,NW,1.2,2.6,11.0,No,15.2,1020.5,8.0,W,0.0,W,93.0,No,2.9,1019.9,Sale,22.0
2013-05-02,9.7,30.0,41.0,1.0,17.2,WNW,9.6,,20.0,No,17.3,1026.7,2.0,W,0.4,NE,75.0,No,5.5,1029.0,Sale,6.0
2013-05-03,7.8,69.0,28.0,7.0,20.0,NW,6.5,,4.0,No,24.1,1014.4,0.0,NW,0.0,W,82.0,No,-0.4,1021.2,Sale,22.0
2013-05-04,12.2,67.0,46.0,3.0,14.2,WSW,5.7,,20.0,No,16.0,1024.5,5.0,NW,0.4,SW,61.0,No,7.8,1023.7,Sale,17.0
2013-05-05,10.6,26.0,54.0,7.0,13.5,W,0.0,2.6,13.0,No,14.0,1025.8,8.0,W,0.0,W,75.0,No,7.1,1027.7,Sale,9.0
2013-05-06,6.9,37.0,51.0,4.0,15.5,WNW,8.8,1.4,6.0,No,16.2,1025.2,1.0,E,0.0,ESE,86.0,No,1.8,1028.5,Sale,24.0
2013-05-07,5.3,19.0,51.0,7.0,15.7,WNW,4.3,2.8,7.0,No,16.0,1025.7,5.0,E,0.0,E,97.0,No,1.5,1028.2,Sale,9.0
2013-05-08,9.9,17.0,43.0,2.0,21.1,WNW,9.2,0.4,9.0,No,22.1,1025.8,1.0,E,0.0,E,82.0,No,4.1,1029.4,Sale,13.0
2013-05-09,11.3,24.0,46.0,3.0,24.0,NW,8.2,2.0,9.0,No,25.6,1026.8,2.0,NW,0.0,WNW,86.0,No,5.4,1028.8,Sale,13.0
2013-05-10,9.7,26.0,56.0,0.0,20.7,WNW,7.8,1.8,7.0,No,21.4,1027.6,0.0,ESE,0.0,E,96.0,No,5.7,1031.0,Sale,17.0
2013-05-11,9.4,20.0,47.0,0.0,21.5,WNW,6.6,1.6,9.0,No,22.8,1023.5,8.0,ESE,0.2,ESE,100.0,No,7.7,1028.1,Sale,15.0
2013-05-12,10.1,35.0,57.0,8.0,18.3,S,3.8,1.8,4.0,No,19.0,1017.7,4.0,NW,0.0,NE,95.0,No,3.5,1021.1,Sale,13.0
2013-05-13,14.3,46.0,83.0,7.0,15.2,SSW,0.3,0.6,7.0,No,15.6,,7.0,WNW,1.0,SW,93.0,No,10.1,1012.7,Sale,7.0
2013-05-14,11.1,44.0,42.0,3.0,14.4,NW,4.6,0.6,7.0,No,15.4,1009.7,1.0,WNW,0.6,WNW,59.0,No,1.2,1011.6,Sale,35.0
2013-05-15,10.8,52.0,39.0,3.0,17.1,N,4.5,3.0,9.0,No,18.7,1003.5,6.0,NW,0.0,NW,69.0,No,3.0,,Sale,37.0
2013-05-16,13.0,72.0,70.0,5.0,13.5,W,1.9,2.6,30.0,No,15.1,1004.9,7.0,W,0.4,W,62.0,No,9.0,1003.9,Sale,43.0
2013-05-17,12.0,59.0,67.0,3.0,13.8,W,4.2,2.6,26.0,No,16.2,1012.8,6.0,W,0.2,W,84.0,No,8.8,1012.6,Sale,39.0
2013-05-18,10.9,41.0,65.0,5.0,13.1,W,5.3,1.8,20.0,No,14.0,1014.7,4.0,W,0.2,W,79.0,No,7.7,1016.6,Sale,28.0
2013-05-19,11.2,43.0,63.0,5.0,14.3,WNW,7.2,0.8,20.0,No,14.9,1016.2,3.0,WSW,0.2,W,82.0,No,7.2,1017.7,Sale,26.0
2013-05-20,8.1,31.0,83.0,8.0,13.7,WNW,2.3,1.8,9.0,Yes,18.0,1013.3,4.0,W,0.4,WSW,91.0,No,3.8,1016.4,Sale,17.0
2013-05-21,10.6,35.0,59.0,6.0,14.8,WNW,6.4,1.0,22.0,No,15.9,1015.6,2.0,W,2.8,W,82.0,Yes,6.3,1017.1,Sale,24.0
2013-05-22,4.0,35.0,71.0,6.0,14.3,NW,4.2,2.4,6.0,Yes,14.3,1012.9,7.0,ESE,0.2,ESE,99.0,No,0.6,1015.5,Sale,20.0
2013-05-23,11.7,28.0,52.0,2.0,15.6,E,5.9,0.4,11.0,No,16.4,1021.2,7.0,ESE,3.6,ESE,94.0,Yes,4.0,1021.3,Sale,17.0
2013-05-24,5.2,24.0,53.0,0.0,15.2,NW,5.8,1.2,7.0,No,15.7,1023.2,8.0,WSW,0.2,WNW,97.0,No,1.9,1025.4,Sale,13.0
2013-05-25,9.5,57.0,59.0,2.0,15.9,WNW,9.4,1.4,13.0,No,17.0,1022.6,1.0,W,0.0,W,83.0,No,2.8,1024.6,Sale,33.0
2013-05-26,13.4,50.0,72.0,5.0,14.7,W,0.8,2.4,15.0,No,15.7,1025.3,7.0,W,0.0,W,75.0,No,8.8,1026.5,Sale,24.0
2013-05-27,10.2,22.0,60.0,5.0,15.2,NNW,4.2,1.4,13.0,No,17.5,1030.3,6.0,SW,0.0,ENE,90.0,No,8.4,1031.7,Sale,9.0
2013-05-28,5.1,17.0,63.0,4.0,15.5,W,7.5,1.0,9.0,No,15.9,1026.8,3.0,E,0.2,E,95.0,No,1.1,1030.6,Sale,11.0
2013-05-29,6.1,19.0,44.0,3.0,20.5,NW,7.9,0.8,9.0,No,20.6,1023.3,3.0,E,0.2,E,91.0,No,2.0,1027.3,Sale,11.0
2013-05-30,11.1,24.0,91.0,8.0,14.4,NNW,0.0,1.0,11.0,Yes,15.1,1022.6,7.0,NE,0.2,NNW,86.0,No,5.8,1024.5,Sale,7.0
2013-05-31,10.0,15.0,89.0,6.0,18.7,WNW,2.8,0.4,11.0,Yes,19.6,1019.8,8.0,SE,1.2,E,99.0,Yes,8.8,1024.1,Sale,9.0
2013-06-01,12.8,28.0,97.0,8.0,14.2,N,0.0,0.6,11.0,Yes,14.3,1010.8,8.0,SSW,8.6,WNW,99.0,Yes,9.4,1013.6,Sale,15.0
2013-06-02,10.4,41.0,99.0,5.0,13.6,W,6.2,0.4,24.0,No,15.8,1018.4,3.0,SW,4.0,SW,97.0,Yes,7.5,1016.4,Sale,22.0
2013-06-03,11.8,52.0,99.0,7.0,13.8,WSW,3.2,2.2,24.0,No,14.6,1022.6,6.0,W,0.2,W,96.0,No,6.5,1023.1,Sale,26.0
2013-06-04,9.5,30.0,65.0,2.0,15.8,NW,5.7,2.2,13.0,No,16.8,1023.8,3.0,W,0.0,W,82.0,No,5.1,1026.5,Sale,19.0
2013-06-05,8.5,24.0,73.0,7.0,13.7,,1.1,1.2,0.0,No,14.5,1020.0,7.0,E,0.0,E,97.0,No,6.0,1023.1,Sale,9.0
2013-06-06,9.0,56.0,39.0,1.0,19.8,NW,6.4,0.0,7.0,Yes,20.3,1013.6,2.0,NW,0.0,NNE,89.0,No,6.6,1016.7,Sale,9.0
2013-06-07,10.5,72.0,71.0,5.0,11.4,NNW,4.2,2.8,17.0,Yes,14.3,1021.6,5.0,WNW,4.4,WSW,91.0,Yes,8.3,1015.2,Sale,19.0
2013-06-08,6.6,19.0,55.0,3.0,13.5,NW,6.0,1.4,9.0,No,14.3,1028.0,4.0,WNW,1.8,SSW,78.0,Yes,1.8,1031.1,Sale,7.0
2013-06-09,2.1,20.0,53.0,7.0,13.3,W,7.0,1.2,9.0,No,14.4,1023.9,5.0,NW,0.2,NNE,91.0,No,-1.3,1027.4,Sale,6.0
2013-06-10,3.6,17.0,67.0,5.0,13.2,NW,7.1,0.8,9.0,No,14.2,1017.6,3.0,NW,0.0,NNW,88.0,No,0.0,1020.1,Sale,7.0
2013-06-11,8.6,20.0,66.0,7.0,16.1,NNW,1.6,0.8,11.0,No,17.8,1016.3,7.0,NW,0.0,NE,81.0,No,3.3,1018.5,Sale,7.0
2013-06-12,7.5,20.0,95.0,8.0,10.9,NW,0.0,0.4,6.0,Yes,12.7,1010.9,8.0,E,0.0,ESE,99.0,No,5.5,1014.6,Sale,9.0
2013-06-13,10.9,67.0,92.0,8.0,12.8,WSW,0.0,2.4,15.0,Yes,13.2,1002.9,8.0,S,46.8,S,96.0,Yes,7.5,1007.7,Sale,41.0
2013-06-14,10.7,46.0,76.0,8.0,10.8,S,0.0,0.6,24.0,Yes,11.6,1013.4,8.0,S,29.0,SSW,90.0,Yes,10.7,1011.6,Sale,28.0
2013-06-15,8.3,44.0,68.0,5.0,12.0,W,2.0,0.4,17.0,Yes,13.3,1019.8,6.0,S,5.0,S,90.0,Yes,7.0,1019.5,Sale,20.0
2013-06-16,8.9,39.0,86.0,5.0,10.7,W,2.1,1.2,11.0,Yes,12.5,1017.9,4.0,SSW,4.6,SW,90.0,Yes,7.0,1020.6,Sale,19.0
2013-06-17,9.2,35.0,89.0,7.0,11.5,W,0.0,1.4,13.0,Yes,12.3,1013.3,8.0,S,7.6,S,96.0,Yes,8.4,1014.8,Sale,17.0
2013-06-18,9.6,35.0,73.0,6.0,12.2,WNW,1.4,1.4,13.0,Yes,13.5,1019.0,6.0,SSE,40.6,SSE,,Yes,9.1,1018.1,Sale,22.0
