Rainfall,MinTempC,MaxTempC,Location,WindGustDir,RainToday,Date,WindSpeed9am,WindDir9am,Humidity9am,WindDir3pm,Pressure3pm,Pressure9am,WindSpeed3pm,Temp9amC,RainTomorrow,Humidity3pm,Temp3pmC,WindGustSpeed
0.0,9.7,18.5,Walpole,NNE,No,2013-06-14,15.0,NNE,68.0,ENE,1016.2,1018.2,7.0,11.3,No,52.0,18.2,31.0
0.0,6.2,16.5,Walpole,NNE,No,2013-06-15,0.0,,87.0,E,1019.1,1021.0,9.0,9.1,No,70.0,15.3,26.0
0.0,5.5,16.9,Walpole,SW,No,2013-06-16,0.0,,92.0,NNW,1016.6,1020.5,9.0,8.8,Yes,64.0,15.4,31.0
3.8,8.8,15.9,Walpole,WSW,Yes,2013-06-17,9.0,WSW,80.0,WSW,1015.5,1018.0,22.0,12.1,Yes,74.0,14.2,50.0
19.0,11.5,16.6,Walpole,WSW,Yes,2013-06-18,11.0,SW,94.0,SW,1015.8,1017.0,17.0,13.3,Yes,75.0,15.3,43.0
16.8,11.1,17.3,Walpole,SSW,Yes,2013-06-19,9.0,SW,99.0,WSW,1021.7,1021.5,19.0,12.8,Yes,64.0,15.2,31.0
2.6,9.2,15.8,Walpole,ENE,Yes,2013-06-20,0.0,,99.0,ESE,1025.3,1026.9,9.0,11.4,No,64.0,13.9,24.0
0.0,9.0,17.2,Walpole,N,No,2013-06-21,15.0,NNE,77.0,NNE,1020.6,1024.7,9.0,10.7,No,63.0,16.7,28.0
0.2,9.3,17.9,Walpole,N,No,2013-06-22,20.0,NNE,66.0,NNE,1013.7,1016.3,9.0,11.3,No,62.0,16.5,39.0
0.0,11.3,16.9,Walpole,NNW,No,2013-06-23,13.0,N,69.0,NNW,1006.9,1010.4,15.0,14.0,Yes,89.0,12.4,52.0
11.0,11.7,18.9,Walpole,WNW,Yes,2013-06-24,22.0,NNW,82.0,NW,1004.8,1007.8,35.0,14.0,Yes,63.0,18.8,72.0
4.0,10.9,16.7,Walpole,WNW,Yes,2013-06-25,22.0,NW,79.0,NW,1010.9,1010.1,22.0,12.8,Yes,77.0,15.2,59.0
6.6,8.2,17.0,Walpole,WNW,Yes,2013-06-26,0.0,,99.0,NW,1018.0,1019.1,11.0,11.0,No,66.0,16.5,26.0
0.0,8.9,18.1,Walpole,NW,No,2013-06-27,19.0,NW,78.0,NW,1018.1,1018.8,19.0,13.0,Yes,78.0,16.5,37.0
5.0,12.5,19.0,Walpole,NW,Yes,2013-06-28,11.0,NW,86.0,NW,1023.3,1023.8,17.0,14.1,No,73.0,17.4,35.0
0.0,13.4,20.3,Walpole,NNW,No,2013-06-29,22.0,NNW,83.0,NW,1028.4,1029.7,24.0,14.8,No,69.0,19.6,46.0
0.0,13.4,19.0,Walpole,NW,No,2013-06-30,19.0,NNW,85.0,NW,1027.5,1030.4,22.0,15.7,No,73.0,18.3,41.0
0.0,13.6,19.0,Walpole,NW,No,2013-07-01,19.0,NW,73.0,WNW,1019.8,1023.7,15.0,15.0,No,69.0,18.5,43.0
0.0,12.6,19.1,Walpole,NW,No,2013-07-02,22.0,NNW,76.0,SW,1014.8,1017.7,22.0,14.5,Yes,74.0,16.2,54.0
14.2,8.9,14.3,Walpole,W,Yes,2013-07-03,9.0,NW,90.0,WSW,1017.1,1018.1,22.0,10.9,Yes,61.0,12.9,59.0
4.8,9.9,14.8,Walpole,S,Yes,2013-07-04,11.0,SW,82.0,SSW,1023.1,1022.9,19.0,10.5,Yes,74.0,11.4,43.0
2.2,5.9,15.0,Walpole,SSW,Yes,2013-07-05,0.0,,99.0,NW,1022.6,1025.0,6.0,8.8,Yes,89.0,12.2,26.0
7.2,7.9,13.7,Walpole,SE,Yes,2013-07-06,9.0,SSW,99.0,SE,1026.8,1027.8,11.0,9.2,Yes,64.0,12.6,24.0
2.2,5.4,15.2,Walpole,WNW,Yes,2013-07-07,0.0,,89.0,WNW,1028.7,1031.2,9.0,7.4,No,60.0,13.9,20.0
0.0,6.4,15.9,Walpole,N,No,2013-07-08,6.0,NW,60.0,NW,1023.6,1028.3,15.0,10.7,No,51.0,13.9,41.0
0.0,10.3,13.7,Walpole,NNW,No,2013-07-09,20.0,NNW,62.0,NW,1010.8,1013.2,11.0,13.5,Yes,98.0,13.2,48.0
17.6,8.2,17.0,Walpole,NNW,Yes,2013-07-10,9.0,N,97.0,NNW,1013.5,1016.7,15.0,11.0,No,58.0,16.2,28.0
0.0,8.3,18.3,Walpole,NE,No,2013-07-11,0.0,,98.0,SSE,1014.1,1014.7,7.0,10.7,Yes,61.0,16.5,24.0
3.6,10.4,16.7,Walpole,SE,Yes,2013-07-12,17.0,ESE,86.0,SE,1015.6,1017.7,19.0,14.4,No,74.0,15.0,39.0
0.0,6.9,17.2,Walpole,NNW,No,2013-07-13,7.0,N,99.0,NW,1013.4,1015.7,11.0,10.2,No,71.0,16.4,31.0
0.6,8.3,20.2,Walpole,WNW,No,2013-07-14,19.0,NNW,84.0,NW,1012.1,1014.6,19.0,15.4,Yes,68.0,19.6,48.0
4.4,15.2,17.7,Walpole,NW,Yes,2013-07-15,17.0,NW,91.0,NW,1008.3,1011.7,19.0,15.1,Yes,89.0,16.7,57.0
11.4,11.5,14.7,Walpole,SSW,Yes,2013-07-16,19.0,NNW,74.0,NW,999.6,1006.2,24.0,13.7,Yes,86.0,12.2,93.0
15.6,6.8,12.2,Walpole,SSW,Yes,2013-07-17,28.0,S,68.0,SSW,1019.5,1018.0,20.0,9.1,Yes,60.0,11.4,76.0
2.2,8.0,15.1,Walpole,S,Yes,2013-07-18,13.0,SSW,73.0,WSW,1023.9,1024.7,15.0,12.0,Yes,62.0,14.3,37.0
2.6,9.1,13.6,Walpole,SE,Yes,2013-07-19,11.0,SE,66.0,ESE,1033.4,1033.2,11.0,10.8,Yes,72.0,12.6,35.0
2.2,8.0,13.5,Walpole,N,Yes,2013-07-20,7.0,ENE,99.0,ENE,1032.5,1035.9,13.0,10.0,No,90.0,12.2,24.0
0.6,5.9,13.7,Walpole,NNW,No,2013-07-21,7.0,N,75.0,NW,1025.9,1029.9,9.0,10.8,No,68.0,12.2,20.0
0.0,5.7,15.8,Walpole,NNW,No,2013-07-22,15.0,NNE,73.0,NNW,1018.8,1023.0,13.0,8.2,No,51.0,15.6,39.0
0.0,8.2,18.2,Walpole,N,No,2013-07-23,22.0,NNE,52.0,N,1009.6,1014.1,17.0,12.4,Yes,50.0,17.4,48.0
15.2,10.1,16.4,Walpole,NW,Yes,2013-07-24,26.0,NW,75.0,NW,1016.6,1016.5,26.0,12.2,No,74.0,15.3,57.0
0.8,8.8,16.3,Walpole,NNW,No,2013-07-25,9.0,NNE,84.0,N,1013.5,1018.4,9.0,11.0,Yes,79.0,14.6,37.0
8.4,10.5,13.6,Walpole,WNW,Yes,2013-07-26,24.0,NW,86.0,NW,999.0,999.2,20.0,11.4,Yes,88.0,11.6,57.0
16.8,8.2,15.0,Walpole,WSW,Yes,2013-07-27,15.0,WNW,92.0,SW,1008.9,1003.7,24.0,9.2,Yes,75.0,14.5,46.0
7.0,9.2,17.3,Walpole,WNW,Yes,2013-07-28,19.0,NW,85.0,WNW,1017.0,1018.0,30.0,12.5,Yes,82.0,14.4,56.0
15.0,9.3,17.5,Walpole,WNW,Yes,2013-07-29,11.0,N,99.0,WNW,1021.0,1023.3,15.0,12.5,No,66.0,16.0,33.0
0.0,11.8,18.9,Walpole,NNW,No,2013-07-30,24.0,NNW,81.0,NW,1014.4,1018.0,20.0,14.0,Yes,64.0,17.6,52.0
1.4,12.9,17.7,Walpole,NW,Yes,2013-07-31,24.0,NW,86.0,WNW,1014.0,1015.0,17.0,14.1,Yes,80.0,16.3,48.0
8.8,13.1,18.2,Walpole,NW,Yes,2013-08-01,13.0,WSW,82.0,SW,1020.6,1019.0,15.0,14.5,No,66.0,16.0,33.0
0.0,10.8,16.5,Walpole,NW,No,2013-08-02,15.0,NW,78.0,WNW,1023.4,1024.9,22.0,13.6,No,92.0,14.8,43.0
0.6,13.6,17.9,Walpole,NW,No,2013-08-03,11.0,NW,85.0,NW,1021.9,1024.5,20.0,14.7,No,73.0,17.0,33.0
0.0,13.1,20.2,Walpole,WNW,No,2013-08-04,17.0,NW,77.0,NW,1009.4,1013.4,35.0,15.5,Yes,68.0,19.0,57.0
22.2,13.5,17.2,Walpole,NW,Yes,2013-08-05,7.0,W,99.0,WNW,1008.9,1011.1,13.0,13.8,Yes,87.0,16.6,46.0
11.4,12.0,16.4,Walpole,NW,Yes,2013-08-06,9.0,NNW,94.0,W,1012.1,1012.9,7.0,14.7,Yes,95.0,15.5,33.0
3.0,13.3,19.3,Walpole,WNW,Yes,2013-08-07,11.0,NNW,99.0,NW,1004.5,1008.1,26.0,16.4,Yes,90.0,18.7,52.0
31.0,11.8,15.1,Walpole,NW,Yes,2013-08-08,19.0,NW,99.0,WNW,1006.5,1007.4,26.0,13.1,Yes,89.0,13.7,56.0
8.2,11.4,16.9,Walpole,NNW,Yes,2013-08-09,19.0,WNW,86.0,NW,1014.7,1015.4,19.0,12.6,No,75.0,16.0,39.0
0.4,11.0,17.8,Walpole,NW,No,2013-08-10,24.0,NW,80.0,WNW,1010.3,1012.7,31.0,13.8,Yes,61.0,17.6,61.0
17.8,9.6,14.9,Walpole,NW,Yes,2013-08-11,17.0,WSW,54.0,WNW,1014.9,1015.6,17.0,12.9,Yes,76.0,13.1,56.0
12.6,9.3,15.8,Walpole,NW,Yes,2013-08-12,22.0,WNW,96.0,NW,1011.5,1013.8,31.0,12.6,Yes,87.0,14.0,56.0
22.4,11.6,15.1,Walpole,WNW,Yes,2013-08-13,19.0,W,93.0,WSW,1015.0,1011.9,20.0,12.6,No,77.0,12.2,65.0
0.6,6.9,16.2,Walpole,NNW,No,2013-08-14,13.0,NW,75.0,NW,1012.9,1017.2,28.0,11.5,Yes,69.0,15.3,54.0
6.8,11.3,12.0,Walpole,WSW,Yes,2013-08-15,31.0,NW,92.0,WSW,1005.2,1004.2,28.0,12.0,Yes,79.0,9.1,69.0
28.8,6.0,14.7,Walpole,WSW,Yes,2013-08-16,26.0,NW,83.0,W,1011.4,1012.7,26.0,9.8,Yes,75.0,12.3,65.0
2.6,9.6,16.2,Walpole,WSW,Yes,2013-08-17,26.0,W,65.0,WSW,1016.0,1014.4,26.0,14.7,Yes,68.0,14.4,61.0
6.2,10.0,15.6,Walpole,SE,Yes,2013-08-18,0.0,,96.0,SE,1022.9,1023.2,11.0,11.3,No,64.0,14.8,20.0
0.0,7.5,17.7,Walpole,WSW,No,2013-08-19,6.0,NNE,79.0,WNW,1022.3,1025.1,13.0,11.9,No,73.0,15.5,30.0
0.2,7.9,17.1,Walpole,WSW,No,2013-08-20,11.0,WNW,97.0,W,1023.6,1025.9,20.0,11.4,No,65.0,16.2,31.0
1.0,10.8,17.3,Walpole,WSW,No,2013-08-21,15.0,WNW,87.0,WSW,1026.8,1027.5,19.0,13.5,Yes,78.0,14.9,37.0
1.2,11.8,18.5,Walpole,SW,Yes,2013-08-22,13.0,WNW,88.0,SW,1027.0,1028.9,13.0,14.0,No,77.0,15.9,35.0
0.6,10.5,19.1,Walpole,WNW,No,2013-08-23,0.0,,99.0,NW,1021.8,1026.4,6.0,12.2,No,51.0,18.2,28.0
0.2,8.1,20.7,Walpole,WSW,No,2013-08-24,20.0,NW,75.0,W,1015.0,1017.1,20.0,15.2,No,61.0,19.5,37.0
1.0,12.7,15.6,Walpole,ESE,No,2013-08-25,15.0,ENE,99.0,ESE,1010.4,1014.4,9.0,13.6,Yes,84.0,15.3,31.0
44.2,12.8,14.6,Walpole,S,Yes,2013-08-26,20.0,S,99.0,SSW,1013.6,1011.1,20.0,13.2,Yes,86.0,13.8,46.0
4.4,7.5,14.4,Walpole,ENE,Yes,2013-08-27,17.0,NE,99.0,NNE,1011.7,1015.7,11.0,12.6,Yes,93.0,12.0,30.0
9.0,6.9,16.0,Walpole,WSW,Yes,2013-08-28,22.0,NW,89.0,W,1009.5,1008.4,19.0,10.8,No,72.0,15.4,39.0
1.0,8.5,18.1,Walpole,NW,No,2013-08-29,19.0,NW,88.0,NW,1003.8,1009.1,20.0,12.0,Yes,54.0,17.7,54.0
2.8,11.9,17.3,Walpole,WNW,Yes,2013-08-30,35.0,NW,84.0,NW,997.2,1000.3,35.0,14.1,Yes,79.0,16.1,76.0
8.6,12.6,19.7,Walpole,NW,Yes,2013-08-31,35.0,NW,81.0,WNW,997.0,997.3,59.0,14.7,No,67.0,17.0,104.0
0.0,13.0,21.4,Walpole,NW,No,2013-09-01,31.0,NW,75.0,NW,1012.0,1012.0,35.0,16.1,No,55.0,20.4,61.0
0.6,14.4,21.5,Walpole,NW,No,2013-09-02,13.0,NNW,72.0,NW,1014.9,1017.8,9.0,17.4,No,68.0,20.2,35.0
0.0,15.0,20.1,Walpole,NW,No,2013-09-03,22.0,NNW,75.0,WNW,1005.0,1007.2,28.0,17.9,Yes,92.0,13.3,59.0
21.2,7.6,16.0,Walpole,W,Yes,2013-09-04,20.0,WNW,74.0,WNW,1020.0,1019.6,37.0,10.9,Yes,68.0,14.0,70.0
1.6,10.3,17.1,Walpole,NW,Yes,2013-09-05,17.0,NNW,75.0,NNW,1024.0,1024.7,13.0,13.8,Yes,81.0,14.2,39.0
1.6,9.5,17.2,Walpole,SSW,Yes,2013-09-06,0.0,,92.0,SE,1022.6,1025.7,13.0,13.6,No,67.0,16.2,26.0
0.2,9.4,17.3,Walpole,SE,No,2013-09-07,20.0,ESE,77.0,SE,1013.9,1018.3,11.0,15.3,Yes,96.0,13.9,39.0
38.2,10.2,18.0,Walpole,SSW,Yes,2013-09-08,17.0,S,81.0,WSW,1018.8,1018.4,17.0,14.5,No,63.0,16.2,31.0
0.0,7.2,19.3,Walpole,NW,No,2013-09-09,9.0,N,94.0,WNW,1014.4,1018.8,17.0,13.7,Yes,51.0,18.2,28.0
1.2,11.4,20.4,Walpole,NNW,Yes,2013-09-10,20.0,NNW,80.0,WSW,1002.8,1005.8,15.0,15.3,Yes,66.0,19.1,43.0
5.6,11.3,15.4,Walpole,NW,Yes,2013-09-11,28.0,NW,83.0,NW,995.6,995.5,31.0,13.5,Yes,83.0,14.0,72.0
23.0,11.4,16.9,Walpole,W,Yes,2013-09-12,28.0,W,81.0,WNW,1012.4,1010.3,20.0,14.6,No,69.0,15.9,57.0
0.6,10.8,20.7,Walpole,NW,No,2013-09-13,20.0,NW,79.0,WNW,1008.4,1013.0,15.0,15.5,Yes,68.0,17.1,46.0
9.0,11.4,15.5,Walpole,S,Yes,2013-09-14,7.0,E,99.0,SSE,1002.9,1003.7,17.0,13.2,Yes,96.0,13.9,56.0
30.6,9.9,15.3,Walpole,SSW,Yes,2013-09-15,13.0,S,94.0,S,1015.8,1015.9,7.0,11.0,No,65.0,13.3,46.0
0.2,6.7,16.5,Walpole,NNW,No,2013-09-16,31.0,NNW,71.0,WNW,1003.4,1006.2,13.0,14.5,Yes,97.0,12.5,63.0
20.8,6.2,14.7,Walpole,W,Yes,2013-09-17,24.0,SW,75.0,W,1013.5,1014.0,24.0,9.3,Yes,65.0,13.4,56.0
2.6,9.3,15.9,Walpole,WNW,Yes,2013-09-18,41.0,NW,79.0,WNW,1004.4,1004.9,33.0,13.2,Yes,84.0,12.4,76.0
13.8,11.1,19.0,Walpole,W,Yes,2013-09-19,20.0,WNW,91.0,WNW,1008.3,1008.7,28.0,15.4,Yes,83.0,16.6,63.0
6.8,11.4,16.1,Walpole,W,Yes,2013-09-20,15.0,WNW,95.0,SSW,1008.8,1005.1,17.0,11.9,No,78.0,14.0,56.0
0.6,7.9,19.9,Walpole,WNW,No,2013-09-21,13.0,N,73.0,NW,1005.1,1009.9,37.0,14.4,Yes,54.0,19.0,69.0
12.6,9.8,14.5,Walpole,NNW,Yes,2013-09-22,28.0,WSW,90.0,WNW,997.4,996.3,31.0,12.0,Yes,71.0,14.1,81.0
14.0,10.7,17.2,Walpole,NW,Yes,2013-09-23,28.0,WNW,89.0,NW,993.3,994.7,35.0,13.0,Yes,73.0,16.6,91.0
8.6,12.0,16.0,Walpole,WNW,Yes,2013-09-24,31.0,WNW,81.0,W,1004.4,999.7,28.0,12.7,,64.0,15.3,81.0
,,16.8,Walpole,WNW,,2013-09-25,,,,WNW,1015.5,,24.0,,No,56.0,16.7,91.0
0.6,11.1,16.3,Walpole,WSW,No,2013-09-26,28.0,WNW,89.0,W,1012.6,1008.4,26.0,14.2,Yes,74.0,13.6,78.0
9.0,8.5,17.0,Walpole,NW,Yes,2013-09-27,19.0,WNW,79.0,WNW,1016.8,1018.0,20.0,13.0,No,72.0,15.7,46.0
0.4,12.7,19.4,Walpole,WNW,No,2013-09-28,31.0,NW,69.0,WNW,1006.3,1011.1,37.0,15.2,Yes,57.0,18.7,72.0
12.2,10.5,14.2,Walpole,W,Yes,2013-09-29,11.0,WNW,92.0,WNW,1006.0,1007.8,9.0,12.1,Yes,84.0,11.9,28.0
17.8,7.6,14.8,Walpole,SW,Yes,2013-09-30,22.0,SW,53.0,WSW,1016.5,1014.4,17.0,11.6,No,58.0,13.0,44.0
0.0,8.7,16.9,Walpole,WNW,No,2013-10-01,22.0,WNW,73.0,W,1017.9,1018.2,31.0,14.7,No,76.0,15.3,57.0
0.2,10.3,18.9,Walpole,SSW,No,2013-10-02,0.0,,70.0,SSE,1022.8,1025.0,11.0,15.8,No,71.0,17.1,24.0
0.0,8.0,20.1,Walpole,NW,No,2013-10-03,7.0,SW,99.0,SE,1013.0,1017.6,15.0,15.9,Yes,76.0,18.8,28.0
1.8,13.0,18.9,Walpole,W,Yes,2013-10-04,17.0,WNW,99.0,WSW,1014.4,1013.4,20.0,15.9,Yes,84.0,14.8,50.0
1.4,11.2,18.8,Walpole,WNW,Yes,2013-10-05,20.0,NW,77.0,W,1010.9,1010.3,24.0,16.4,Yes,65.0,16.7,59.0
3.2,8.6,20.3,Walpole,WNW,Yes,2013-10-06,28.0,NW,72.0,WNW,1008.4,1009.4,24.0,15.8,Yes,75.0,17.4,65.0
1.2,13.7,22.6,Walpole,NW,Yes,2013-10-07,31.0,NW,72.0,NW,1007.1,1009.2,33.0,18.1,No,52.0,20.9,61.0
0.0,13.4,18.6,Walpole,NW,No,2013-10-08,15.0,NW,89.0,WNW,1006.2,1006.8,24.0,14.8,No,58.0,17.4,46.0
0.6,10.9,17.0,Walpole,WSW,No,2013-10-09,15.0,WSW,74.0,SW,1015.7,1013.0,22.0,14.4,No,65.0,14.8,43.0
0.8,9.4,19.5,Walpole,NW,No,2013-10-10,24.0,NW,78.0,WNW,1018.5,1021.1,24.0,14.0,No,60.0,18.5,50.0
0.0,13.6,16.6,Walpole,WSW,No,2013-10-11,33.0,NW,84.0,WSW,1012.8,1011.1,33.0,16.3,Yes,69.0,13.5,61.0
7.8,8.2,15.7,Walpole,WSW,Yes,2013-10-12,15.0,SW,68.0,SSW,1021.9,1020.4,20.0,11.6,No,63.0,13.7,46.0
0.0,4.9,17.4,Walpole,SSW,No,2013-10-13,11.0,NW,64.0,S,1024.8,1028.4,13.0,13.5,No,60.0,16.1,28.0
0.0,5.8,21.8,Walpole,WSW,No,2013-10-14,7.0,WSW,67.0,WNW,1019.1,1023.7,22.0,15.6,No,59.0,18.5,39.0
0.0,12.8,20.9,Walpole,NW,No,2013-10-15,31.0,NW,80.0,WNW,1011.0,1015.3,39.0,16.3,Yes,65.0,19.7,67.0
3.8,13.4,16.8,Walpole,WSW,Yes,2013-10-16,28.0,SSW,68.0,S,1018.9,1017.5,13.0,14.2,No,63.0,15.1,56.0
0.2,6.6,20.7,Walpole,WNW,No,2013-10-17,28.0,NW,72.0,W,1013.9,1017.6,22.0,14.6,No,63.0,20.0,52.0
0.2,13.2,19.3,Walpole,WNW,No,2013-10-18,24.0,WNW,82.0,WNW,1009.2,1012.2,28.0,15.6,Yes,65.0,18.0,57.0
10.2,10.1,13.1,Walpole,NW,Yes,2013-10-19,9.0,WNW,99.0,ESE,1010.8,1010.6,9.0,11.2,Yes,95.0,11.3,43.0
26.4,9.4,15.1,Walpole,SSE,Yes,2013-10-20,19.0,SSE,71.0,SSE,1021.4,1020.2,17.0,12.1,No,62.0,14.2,46.0
0.0,8.9,14.6,Walpole,SSW,No,2013-10-21,0.0,,73.0,SE,1024.6,1025.9,11.0,12.2,No,65.0,14.0,22.0
0.0,7.0,17.6,Walpole,ESE,No,2013-10-22,9.0,N,60.0,S,1025.2,1026.6,13.0,14.1,No,64.0,15.8,30.0
0.0,10.2,17.9,Walpole,SE,No,2013-10-23,22.0,E,66.0,ESE,1025.0,1027.6,26.0,14.8,No,71.0,16.9,54.0
0.0,10.3,22.0,Walpole,ENE,No,2013-10-24,22.0,ENE,63.0,ENE,1017.5,1021.4,24.0,17.3,No,55.0,19.4,46.0
0.0,11.7,22.2,Walpole,SSE,No,2013-10-25,19.0,E,72.0,SE,1014.9,1016.2,24.0,18.2,No,74.0,19.6,44.0
0.6,14.5,18.8,Walpole,SE,No,2013-10-26,15.0,SE,94.0,SE,1022.4,1022.0,24.0,15.3,No,77.0,17.6,37.0
0.2,13.2,20.3,Walpole,SE,No,2013-10-27,15.0,NE,67.0,SSE,1023.1,1023.8,15.0,17.5,No,73.0,18.4,30.0
0.2,11.4,20.6,Walpole,ESE,No,2013-10-28,13.0,E,72.0,SE,1022.9,1025.9,24.0,16.0,No,73.0,18.5,39.0
0.0,10.9,21.2,Walpole,SE,No,2013-10-29,17.0,E,73.0,SE,1021.2,1023.6,26.0,18.1,No,71.0,19.4,44.0
0.2,10.9,29.7,Walpole,WNW,No,2013-10-30,15.0,E,77.0,SSW,1010.7,1017.0,11.0,19.2,No,70.0,24.5,41.0
0.0,16.0,22.8,Walpole,NW,No,2013-10-31,11.0,WNW,69.0,SW,1015.5,1015.4,15.0,19.1,Yes,63.0,21.5,35.0
5.0,13.6,16.6,Walpole,SE,Yes,2013-11-01,11.0,SSE,99.0,SSE,1020.7,1021.2,13.0,14.2,No,74.0,15.4,30.0
0.0,12.5,18.5,Walpole,SE,No,2013-11-02,19.0,E,67.0,SE,1025.5,1026.6,30.0,16.3,No,64.0,17.3,50.0
0.0,11.3,24.7,Walpole,E,No,2013-11-03,19.0,ENE,61.0,SE,1018.2,1023.7,15.0,18.1,Yes,61.0,22.7,44.0
1.2,14.5,29.5,Walpole,NE,Yes,2013-11-04,0.0,,76.0,SW,1011.5,1013.6,15.0,21.7,No,49.0,27.1,44.0
0.8,14.0,19.1,Walpole,SSW,No,2013-11-05,15.0,SSW,68.0,S,1016.6,1017.1,17.0,16.7,Yes,63.0,18.8,33.0
11.8,13.4,16.2,Walpole,SE,Yes,2013-11-06,15.0,E,99.0,SE,1019.6,1018.7,20.0,14.0,No,84.0,14.2,35.0
0.4,10.4,18.8,Walpole,SE,No,2013-11-07,19.0,E,68.0,ESE,1022.5,1023.6,24.0,15.4,No,64.0,16.8,41.0
0.0,9.0,21.3,Walpole,SE,No,2013-11-08,17.0,NNE,58.0,ESE,1020.6,1023.0,22.0,16.7,No,59.0,19.2,43.0
0.0,9.5,23.3,Walpole,ESE,No,2013-11-09,15.0,ENE,65.0,ESE,1019.9,1022.1,20.0,18.3,No,59.0,21.2,41.0
0.0,12.1,30.9,Walpole,NE,No,2013-11-10,19.0,NE,55.0,NNE,1013.2,1017.9,11.0,20.9,No,27.0,30.5,41.0
0.0,13.2,24.2,Walpole,WSW,No,2013-11-11,17.0,NW,72.0,WSW,1014.4,1013.9,17.0,20.8,No,74.0,19.7,35.0
0.0,16.3,,Walpole,SSW,No,2013-11-12,19.0,S,79.0,SSW,1015.6,1016.0,20.0,18.0,,86.0,16.0,43.0
,14.0,18.7,Walpole,SSW,,2013-11-13,20.0,S,86.0,SSE,1016.5,1017.3,13.0,17.1,No,89.0,17.3,44.0
1.0,15.3,20.2,Walpole,ESE,No,2013-11-14,26.0,ESE,73.0,SE,1020.2,1021.0,31.0,17.1,No,73.0,18.2,52.0
0.0,13.9,24.5,Walpole,ESE,No,2013-11-15,19.0,E,60.0,SE,1017.1,1021.0,28.0,20.1,No,64.0,21.3,44.0
0.0,12.0,28.0,Walpole,NE,No,2013-11-16,17.0,ENE,60.0,SSW,1010.2,1014.2,15.0,21.1,No,59.0,27.2,35.0
0.0,13.2,24.3,Walpole,SSW,No,2013-11-17,22.0,WNW,74.0,S,1010.9,1009.0,20.0,21.7,No,84.0,18.0,43.0
0.2,12.9,16.1,Walpole,SE,No,2013-11-18,31.0,SE,65.0,SE,1018.5,1018.1,28.0,14.9,No,61.0,14.7,54.0
0.0,11.0,17.0,Walpole,ESE,No,2013-11-19,22.0,ESE,57.0,ESE,1018.9,1021.4,26.0,13.9,No,61.0,15.8,50.0
0.0,8.9,20.7,Walpole,SE,No,2013-11-20,20.0,ENE,68.0,E,1013.5,1018.4,26.0,16.2,No,55.0,19.1,48.0
0.0,10.7,24.2,Walpole,ENE,No,2013-11-21,22.0,ENE,56.0,SE,1009.9,1012.8,22.0,18.8,Yes,58.0,20.4,43.0
3.8,12.2,20.8,Walpole,NE,Yes,2013-11-22,4.0,WNW,91.0,ENE,1009.6,1011.1,17.0,13.5,Yes,99.0,15.2,41.0
14.0,12.8,27.0,Walpole,WNW,Yes,2013-11-23,13.0,NE,72.0,SSW,1003.3,1007.6,13.0,20.5,No,73.0,22.8,28.0
0.0,14.9,19.9,Walpole,W,No,2013-11-24,24.0,WNW,73.0,WSW,1006.6,1004.3,17.0,19.4,Yes,60.0,18.3,41.0
4.8,11.1,19.1,Walpole,SSW,Yes,2013-11-25,15.0,SSW,55.0,SSE,1012.8,1013.6,15.0,17.1,No,58.0,18.2,30.0
0.0,8.0,20.8,Walpole,SE,No,2013-11-26,9.0,ESE,63.0,SSE,1011.8,1013.1,13.0,18.2,No,65.0,18.2,37.0
0.0,12.7,21.0,Walpole,SE,No,2013-11-27,22.0,ESE,64.0,ESE,1011.8,1013.1,35.0,19.2,No,63.0,19.4,54.0
0.0,15.0,31.2,Walpole,ENE,No,2013-11-28,22.0,NE,69.0,NE,1004.4,1010.3,15.0,20.8,No,39.0,29.9,44.0
0.0,15.7,24.6,Walpole,W,No,2013-11-29,26.0,NW,62.0,NNW,1000.6,1001.9,22.0,21.0,Yes,73.0,18.9,54.0
11.4,13.2,19.7,Walpole,W,Yes,2013-11-30,30.0,WNW,86.0,WSW,1005.3,999.8,26.0,16.2,Yes,75.0,15.3,83.0
2.6,13.3,19.2,Walpole,WSW,Yes,2013-12-01,15.0,WSW,86.0,WSW,1014.8,1013.7,20.0,16.7,No,64.0,17.6,37.0
0.2,12.2,20.6,Walpole,SW,No,2013-12-02,13.0,WNW,82.0,WSW,1015.0,1015.3,19.0,16.5,No,66.0,17.2,50.0
0.4,11.8,19.3,Walpole,S,No,2013-12-03,20.0,SSW,65.0,SW,1021.4,1020.6,17.0,16.1,No,66.0,16.0,41.0
0.4,13.0,19.0,Walpole,ESE,No,2013-12-04,19.0,SE,60.0,SE,1024.4,1025.9,22.0,15.3,No,52.0,17.8,44.0
0.0,11.9,22.0,Walpole,SE,No,2013-12-05,17.0,E,61.0,ESE,1016.5,1021.9,26.0,17.7,No,64.0,19.5,46.0
0.0,11.9,27.6,Walpole,SSE,No,2013-12-06,9.0,N,57.0,SSE,1005.2,1007.8,11.0,21.6,No,66.0,21.5,35.0
0.0,14.8,17.8,Walpole,SSW,No,2013-12-07,15.0,S,77.0,SSW,1012.4,1010.4,20.0,16.1,Yes,63.0,16.5,31.0
2.2,12.1,18.2,Walpole,S,Yes,2013-12-08,2.0,SW,95.0,S,1016.8,1017.5,15.0,13.8,No,73.0,15.8,31.0
