Wind.Speed.9.am,Location,Cloud.3.pm,Temp.9.am.F,Pressure.9.am,Rain.Tomorrow,Wind.Gust.Speed,Cloud.9.am,Wind.Dir.9.am,Temp.3.pm.F,Wind.Speed.3.pm,Evaporation,Date,Rain.Today,Max.Temp.F,Humidity.9.am,Wind.Gust.Dir,Wind.Dir.3.pm,Pressure.3.pm,Humidity.3.pm,Min.Temp.F,Rainfall,Sunshine
15.0,WaggaWagga,2.0,52.34,1021.9,No,39.0,7.0,E,69.44,17.0,2.2,2013-08-28,No,69.8,84.0,E,ENE,1018.7,51.0,43.879999999999995,0.0,8.5
24.0,WaggaWagga,7.0,60.08,1019.2,No,50.0,7.0,ESE,66.56,20.0,2.4,2013-08-29,No,69.8,58.0,N,E,1013.1,52.0,51.98,0.2,1.1
2.0,WaggaWagga,3.0,57.92,1017.4,No,28.0,1.0,W,65.12,9.0,3.2,2013-08-30,No,66.2,69.0,N,NW,1015.5,56.0,48.92,1.0,10.3
9.0,WaggaWagga,1.0,51.08,1022.8,No,17.0,2.0,ESE,68.0,7.0,3.0,2013-08-31,No,68.9,89.0,NNW,NNW,1021.0,46.0,41.36,0.0,9.0
13.0,WaggaWagga,6.0,53.6,1028.9,No,24.0,0.0,E,68.36,11.0,2.2,2013-09-01,No,70.7,72.0,ENE,N,1025.3,48.0,41.0,0.0,10.7
11.0,WaggaWagga,0.0,56.48,1031.2,No,19.0,1.0,E,75.2,15.0,2.6,2013-09-02,No,75.56,74.0,WSW,WSW,1028.9,50.0,45.5,0.0,10.7
13.0,WaggaWagga,0.0,61.34,1032.9,No,20.0,1.0,E,74.84,4.0,3.0,2013-09-03,No,75.56,69.0,E,S,1029.6,44.0,46.4,0.0,10.8
17.0,WaggaWagga,1.0,61.34,1031.2,No,30.0,0.0,E,71.78,15.0,3.8,2013-09-04,No,72.32,63.0,NNE,N,1027.5,56.0,46.76,0.0,10.7
11.0,WaggaWagga,7.0,59.72,1028.9,No,22.0,7.0,ESE,73.22,15.0,2.2,2013-09-05,No,73.94,76.0,NE,NNE,1024.8,51.0,53.6,0.0,3.1
11.0,WaggaWagga,7.0,59.0,1026.9,No,17.0,7.0,E,70.52,7.0,2.2,2013-09-06,No,71.42,76.0,N,W,1023.3,63.0,47.84,0.0,5.1
6.0,WaggaWagga,6.0,59.36,1024.6,No,31.0,7.0,WSW,67.64,20.0,2.4,2013-09-07,No,69.25999999999999,91.0,SW,SW,1022.8,51.0,51.44,0.0,6.7
9.0,WaggaWagga,5.0,52.879999999999995,1026.7,No,22.0,1.0,ESE,66.02,11.0,3.2,2013-09-08,No,66.74000000000001,76.0,SSE,WSW,1023.3,41.0,36.68,0.0,10.1
19.0,WaggaWagga,6.0,55.22,1019.3,No,54.0,7.0,E,73.75999999999999,17.0,2.8,2013-09-09,No,74.84,62.0,WSW,NNE,1011.4,40.0,44.239999999999995,0.0,8.8
13.0,WaggaWagga,7.0,58.64,1008.7,No,43.0,6.0,WNW,60.440000000000005,26.0,4.6,2013-09-10,No,62.6,71.0,WNW,W,1008.0,59.0,50.9,0.0,8.0
19.0,WaggaWagga,7.0,50.9,1014.0,No,39.0,2.0,W,58.82,30.0,2.8,2013-09-11,No,60.26,71.0,WSW,W,1012.7,51.0,40.82,0.0,8.1
6.0,WaggaWagga,6.0,49.64,1016.7,No,35.0,1.0,WNW,58.1,22.0,2.8,2013-09-12,No,61.7,83.0,SW,SW,1015.1,50.0,34.52,0.0,9.3
31.0,WaggaWagga,7.0,50.72,1018.3,Yes,52.0,3.0,ENE,57.56,19.0,3.4,2013-09-13,No,61.88,52.0,NE,E,1014.8,52.0,40.28,0.0,4.9
9.0,WaggaWagga,5.0,55.4,1014.4,No,43.0,5.0,ESE,65.48,13.0,3.0,2013-09-14,Yes,66.2,65.0,E,WSW,1012.8,52.0,43.519999999999996,6.0,9.5
17.0,WaggaWagga,3.0,53.78,1018.5,No,22.0,1.0,E,66.92,9.0,2.6,2013-09-15,No,67.64,79.0,ESE,ENE,1014.8,40.0,38.839999999999996,0.0,9.7
22.0,WaggaWagga,8.0,56.66,1010.9,Yes,33.0,7.0,ENE,54.86,22.0,3.0,2013-09-16,No,57.2,75.0,ENE,E,1006.5,96.0,50.72,1.0,0.1
11.0,WaggaWagga,7.0,55.94,1001.8,Yes,50.0,8.0,WNW,63.68,31.0,2.4,2013-09-17,Yes,64.75999999999999,92.0,WSW,W,999.4,67.0,51.8,23.8,1.9
17.0,WaggaWagga,7.0,56.84,1004.0,No,52.0,8.0,WNW,65.84,17.0,2.0,2013-09-18,Yes,67.64,85.0,NW,N,1000.1,56.0,50.72,1.8,7.0
17.0,WaggaWagga,4.0,48.74,1009.8,No,35.0,6.0,W,57.92,24.0,3.4,2013-09-19,No,59.540000000000006,78.0,W,WNW,1007.6,47.0,43.16,0.0,8.6
30.0,WaggaWagga,5.0,51.26,1009.9,No,48.0,7.0,W,55.58,24.0,2.4,2013-09-20,No,59.36,75.0,WSW,WSW,1010.8,65.0,39.38,0.4,8.0
7.0,WaggaWagga,4.0,47.66,1017.3,No,30.0,7.0,N,61.34,15.0,2.4,2013-09-21,No,63.14,99.0,WSW,WSW,1014.1,45.0,35.24,0.8,8.1
13.0,WaggaWagga,3.0,50.72,1015.8,No,33.0,7.0,SE,68.36,20.0,2.6,2013-09-22,No,69.44,78.0,NNE,NNE,1010.9,45.0,37.58,0.0,7.9
15.0,WaggaWagga,0.0,60.440000000000005,1010.9,No,57.0,0.0,ENE,75.74000000000001,17.0,3.0,2013-09-23,No,77.0,64.0,NNW,ENE,1006.5,49.0,46.94,0.0,9.7
9.0,WaggaWagga,1.0,63.86,1005.7,No,44.0,1.0,W,70.52,19.0,5.0,2013-09-24,No,71.78,59.0,W,W,1005.6,45.0,57.2,0.0,10.7
11.0,WaggaWagga,1.0,63.86,1009.5,No,26.0,1.0,NNE,77.18,7.0,4.6,2013-09-25,No,77.9,64.0,W,W,1007.9,38.0,47.84,0.0,10.9
37.0,WaggaWagga,4.0,58.459999999999994,1008.5,No,74.0,7.0,W,62.24,39.0,4.4,2013-09-26,No,63.32,61.0,WSW,W,1011.9,35.0,52.34,0.0,9.8
7.0,WaggaWagga,1.0,52.16,1020.9,No,20.0,0.0,E,65.84,9.0,6.2,2013-09-27,No,66.74000000000001,62.0,NE,NNE,1015.8,36.0,32.18,0.0,10.9
33.0,WaggaWagga,2.0,55.94,1014.3,No,54.0,3.0,WSW,64.22,33.0,2.8,2013-09-28,No,65.48,48.0,W,WSW,1012.5,43.0,40.64,0.0,10.8
7.0,WaggaWagga,5.0,53.6,1018.9,No,22.0,1.0,NNW,67.46,13.0,4.8,2013-09-29,No,68.18,64.0,SW,SW,1016.0,40.0,35.96,0.0,11.4
17.0,WaggaWagga,4.0,62.6,1015.3,No,52.0,7.0,E,80.6,24.0,4.0,2013-09-30,No,82.22,54.0,N,N,1008.8,24.0,47.120000000000005,0.0,10.3
24.0,WaggaWagga,7.0,62.6,1005.2,Yes,67.0,7.0,W,58.459999999999994,24.0,8.8,2013-10-01,No,62.78,74.0,W,WNW,1009.0,55.0,60.980000000000004,0.0,3.2
9.0,WaggaWagga,7.0,52.7,1015.3,Yes,61.0,1.0,NNE,65.66,31.0,1.8,2013-10-02,Yes,69.08,70.0,SW,WNW,1008.5,31.0,32.36,3.0,8.2
37.0,WaggaWagga,2.0,51.26,1016.1,No,50.0,2.0,SW,59.18,31.0,5.6,2013-10-03,Yes,61.519999999999996,68.0,SW,WSW,1017.4,41.0,44.42,5.2,11.4
11.0,WaggaWagga,3.0,51.08,1024.0,No,19.0,0.0,E,64.94,7.0,4.8,2013-10-04,No,66.2,70.0,N,SW,1019.5,41.0,32.9,0.0,11.2
11.0,WaggaWagga,7.0,55.4,1018.3,No,28.0,5.0,ENE,70.52,9.0,3.4,2013-10-05,No,71.6,74.0,NE,SE,1013.4,41.0,38.3,0.0,8.8
11.0,WaggaWagga,7.0,59.18,1009.9,No,43.0,2.0,E,70.7,22.0,3.8,2013-10-06,No,81.32,58.0,WSW,W,1007.5,34.0,48.02,0.0,7.6
7.0,WaggaWagga,1.0,52.879999999999995,1012.9,No,33.0,0.0,NW,66.56,17.0,4.0,2013-10-07,No,68.54,75.0,WSW,WSW,1011.1,38.0,41.72,0.0,11.7
7.0,WaggaWagga,2.0,51.44,1016.6,No,30.0,0.0,N,69.44,15.0,4.0,2013-10-08,No,70.52,73.0,SW,SW,1016.1,34.0,41.0,0.0,12.0
13.0,WaggaWagga,1.0,54.32,1019.8,No,37.0,0.0,ENE,79.34,17.0,4.4,2013-10-09,No,82.04,73.0,NW,N,1015.0,23.0,38.3,0.0,11.6
11.0,WaggaWagga,7.0,65.84,1008.8,No,56.0,7.0,NE,84.74,19.0,5.4,2013-10-10,No,88.34,33.0,SSW,WNW,1003.6,18.0,48.92,0.0,2.6
26.0,WaggaWagga,1.0,54.14,1016.2,No,52.0,1.0,SW,65.84,20.0,7.6,2013-10-11,No,68.18,64.0,WSW,WSW,1015.7,35.0,43.16,0.0,12.1
15.0,WaggaWagga,0.0,52.879999999999995,1016.3,No,22.0,0.0,E,73.58,7.0,7.0,2013-10-12,No,76.1,68.0,ESE,NE,1010.8,26.0,36.86,0.0,12.0
13.0,WaggaWagga,7.0,60.62,1001.9,No,70.0,1.0,E,72.32,39.0,4.6,2013-10-13,No,82.75999999999999,55.0,WSW,WSW,1000.2,26.0,44.96,0.0,6.8
24.0,WaggaWagga,7.0,45.68,1018.3,No,52.0,2.0,SW,56.3,28.0,4.8,2013-10-14,No,60.26,71.0,WSW,WSW,1018.6,38.0,37.76,0.2,9.2
0.0,WaggaWagga,1.0,46.94,1024.6,No,33.0,0.0,,65.48,13.0,3.6,2013-10-15,No,69.44,75.0,WSW,WSW,1021.1,28.0,31.46,0.0,11.6
13.0,WaggaWagga,5.0,54.32,1018.1,No,54.0,3.0,E,79.52,33.0,4.0,2013-10-16,No,80.42,57.0,NNW,NW,1010.9,7.0,37.76,0.0,11.6
20.0,WaggaWagga,6.0,59.0,1007.4,No,69.0,7.0,W,66.74000000000001,48.0,9.4,2013-10-17,No,66.92,55.0,W,W,1011.7,26.0,50.18,0.0,7.5
7.0,WaggaWagga,0.0,50.18,1027.0,No,24.0,1.0,ENE,69.25999999999999,11.0,6.2,2013-10-18,No,70.34,56.0,NW,W,1024.2,11.0,30.02,0.0,12.7
15.0,WaggaWagga,2.0,54.14,1027.5,No,26.0,0.0,E,78.8,13.0,5.2,2013-10-19,No,79.7,48.0,NE,SE,1021.4,20.0,36.86,0.0,12.2
17.0,WaggaWagga,1.0,63.68,1019.9,No,30.0,3.0,E,87.08000000000001,13.0,6.2,2013-10-20,No,88.88000000000001,40.0,NNW,NW,1014.9,13.0,46.4,0.0,11.9
13.0,WaggaWagga,7.0,74.66,1014.2,No,37.0,7.0,NE,91.58000000000001,19.0,7.2,2013-10-21,No,94.1,35.0,NNW,SW,1010.6,21.0,53.6,0.0,5.1
19.0,WaggaWagga,7.0,72.68,1011.3,Yes,50.0,7.0,NE,73.04,22.0,4.0,2013-10-22,No,79.88,62.0,N,NE,1008.4,66.0,64.4,0.0,0.7
22.0,WaggaWagga,7.0,59.9,1009.3,No,43.0,7.0,WNW,63.14,22.0,4.6,2013-10-23,Yes,63.86,73.0,W,WNW,1011.0,59.0,57.379999999999995,1.6,0.5
33.0,WaggaWagga,3.0,51.26,1017.7,No,56.0,1.0,SW,59.9,33.0,4.0,2013-10-24,No,62.959999999999994,50.0,SW,SW,1019.1,22.0,44.6,0.0,12.1
6.0,WaggaWagga,1.0,49.28,1025.3,No,44.0,0.0,NW,64.4,20.0,6.8,2013-10-25,No,66.74000000000001,60.0,SW,WSW,1021.8,23.0,32.18,0.0,12.4
6.0,WaggaWagga,1.0,50.9,1024.3,No,43.0,1.0,N,69.62,28.0,5.4,2013-10-26,No,71.78,61.0,SW,WSW,1021.5,21.0,33.8,0.0,12.2
6.0,WaggaWagga,3.0,54.5,1023.7,Yes,30.0,2.0,NNW,72.32,15.0,6.0,2013-10-27,No,74.66,58.0,WSW,NW,1019.9,21.0,34.88,0.0,11.3
15.0,WaggaWagga,5.0,60.08,1017.4,No,35.0,6.0,E,77.72,19.0,5.8,2013-10-28,Yes,80.6,72.0,E,NE,1011.6,25.0,51.44,2.6,9.2
7.0,WaggaWagga,4.0,58.1,1008.9,No,46.0,2.0,NNE,75.74000000000001,30.0,7.4,2013-10-29,No,79.16,74.0,SSW,SW,1008.9,30.0,49.1,0.0,12.6
13.0,WaggaWagga,1.0,57.2,1020.1,No,33.0,0.0,ENE,73.58,17.0,6.6,2013-10-30,No,77.0,55.0,SW,WSW,1017.2,23.0,40.64,0.0,12.9
4.0,WaggaWagga,3.0,57.74,1021.3,No,31.0,1.0,NW,78.44,19.0,5.4,2013-10-31,No,80.06,56.0,WSW,WNW,1018.6,12.0,39.56,0.0,12.0
13.0,WaggaWagga,2.0,63.68,1022.0,No,33.0,5.0,E,81.68,11.0,5.2,2013-11-01,No,83.66,56.0,WSW,NW,1017.8,17.0,42.08,0.0,12.9
13.0,WaggaWagga,7.0,62.959999999999994,1017.8,No,48.0,3.0,E,86.18,24.0,6.0,2013-11-02,No,87.44,49.0,SSW,SW,1013.6,8.0,41.36,0.0,7.8
35.0,WaggaWagga,1.0,70.88,1013.1,No,65.0,7.0,WSW,71.42,43.0,8.0,2013-11-03,No,73.4,34.0,SW,SW,1015.2,19.0,49.28,0.0,10.5
31.0,WaggaWagga,1.0,56.3,1024.8,No,48.0,1.0,SSE,68.72,30.0,10.6,2013-11-04,No,70.88,30.0,SSE,S,1022.8,17.0,40.1,0.0,13.3
20.0,WaggaWagga,0.0,57.92,1027.4,No,28.0,0.0,NE,74.48,11.0,8.0,2013-11-05,No,77.18,40.0,ENE,NE,1022.8,13.0,38.660000000000004,0.0,13.1
15.0,WaggaWagga,0.0,63.86,1021.4,No,30.0,1.0,E,83.3,11.0,7.2,2013-11-06,No,85.46000000000001,38.0,NNE,NE,1015.9,10.0,42.980000000000004,0.0,12.2
13.0,WaggaWagga,4.0,72.68,1014.8,No,39.0,1.0,E,92.11999999999999,20.0,8.0,2013-11-07,No,95.0,26.0,WNW,NW,1009.8,13.0,54.14,0.0,12.5
19.0,WaggaWagga,8.0,82.22,1007.4,No,52.0,7.0,N,79.88,26.0,12.0,2013-11-08,No,89.6,24.0,N,WNW,1006.2,34.0,72.5,0.0,0.1
22.0,WaggaWagga,2.0,55.04,1012.5,No,54.0,7.0,WSW,71.78,30.0,6.4,2013-11-09,No,72.86,65.0,SSW,WSW,1011.4,21.0,47.84,0.0,10.0
9.0,WaggaWagga,7.0,59.36,1016.9,Yes,50.0,5.0,ENE,66.92,20.0,8.0,2013-11-10,No,72.14,46.0,ENE,ENE,1014.4,36.0,41.9,0.0,7.2
17.0,WaggaWagga,4.0,50.72,1020.0,Yes,59.0,8.0,SE,64.22,37.0,5.6,2013-11-11,Yes,67.1,90.0,E,ESE,1016.6,45.0,46.76,4.0,7.2
7.0,WaggaWagga,5.0,57.379999999999995,1013.7,No,57.0,7.0,SSW,72.5,22.0,4.8,2013-11-12,Yes,74.3,76.0,W,NW,1010.0,31.0,50.18,1.2,9.6
9.0,WaggaWagga,3.0,54.68,1015.6,No,46.0,7.0,W,68.54,30.0,6.6,2013-11-13,No,70.34,84.0,W,W,1014.3,28.0,42.620000000000005,0.4,9.4
9.0,WaggaWagga,7.0,57.92,1016.6,No,39.0,1.0,W,69.08,28.0,5.4,2013-11-14,No,71.96,59.0,SW,SW,1014.3,36.0,39.74,0.0,11.0
2.0,WaggaWagga,1.0,57.02,1016.3,No,33.0,3.0,NNW,74.48,19.0,6.6,2013-11-15,No,77.54,61.0,W,W,1013.2,21.0,39.56,0.0,12.0
30.0,WaggaWagga,7.0,64.04,1014.8,No,52.0,3.0,ESE,62.42,33.0,8.0,2013-11-16,No,76.1,45.0,E,SSE,1013.5,55.0,54.14,0.0,9.4
11.0,WaggaWagga,6.0,61.88,1017.2,No,26.0,1.0,ESE,75.92,13.0,7.4,2013-11-17,No,78.08,48.0,ESE,SSW,1013.8,10.0,44.06,0.0,13.1
17.0,WaggaWagga,3.0,64.04,1015.9,No,28.0,1.0,E,76.28,11.0,6.8,2013-11-18,No,82.58,41.0,SW,S,1011.6,24.0,45.14,0.0,13.5
13.0,WaggaWagga,3.0,66.02,1012.9,No,33.0,1.0,ENE,84.91999999999999,19.0,7.8,2013-11-19,No,87.26,52.0,SW,S,1008.3,16.0,46.76,0.0,13.5
17.0,WaggaWagga,7.0,74.12,1009.8,No,39.0,2.0,E,91.58000000000001,9.0,8.0,2013-11-20,No,92.3,36.0,W,NW,1006.5,10.0,51.08,0.0,9.9
11.0,WaggaWagga,7.0,74.48,1009.2,No,35.0,7.0,N,84.74,13.0,10.0,2013-11-21,No,86.53999999999999,42.0,SW,E,1006.0,25.0,65.48,0.0,3.5
7.0,WaggaWagga,5.0,71.6,1006.8,No,46.0,5.0,NW,77.0,28.0,6.0,2013-11-22,No,80.06,35.0,WNW,WNW,1005.9,21.0,55.4,0.0,13.1
11.0,WaggaWagga,5.0,66.56,1006.6,No,43.0,2.0,WNW,75.38,19.0,8.4,2013-11-23,No,77.0,37.0,W,WSW,1003.9,22.0,42.8,0.0,10.4
13.0,WaggaWagga,5.0,59.36,1007.6,No,37.0,1.0,NW,75.38,28.0,9.8,2013-11-24,No,77.72,64.0,WSW,WSW,1005.5,24.0,47.84,0.0,12.5
13.0,WaggaWagga,5.0,67.82,1009.3,No,35.0,1.0,SSE,81.5,20.0,8.2,2013-11-25,No,82.94,39.0,SE,SW,1007.6,19.0,54.32,0.0,13.3
13.0,WaggaWagga,4.0,62.42,1016.3,No,43.0,1.0,ENE,83.12,19.0,9.2,2013-11-26,No,84.56,41.0,SSE,SSW,1012.7,15.0,50.0,0.0,12.8
11.0,WaggaWagga,3.0,69.62,1016.4,No,31.0,2.0,NE,87.08000000000001,13.0,8.0,2013-11-27,No,90.5,43.0,SSW,S,1012.5,14.0,48.02,0.0,12.7
15.0,WaggaWagga,6.0,80.24000000000001,1009.2,No,61.0,3.0,NE,93.91999999999999,28.0,9.4,2013-11-28,No,96.61999999999999,16.0,WNW,NW,1002.4,9.0,59.36,0.0,6.0
19.0,WaggaWagga,1.0,58.64,1008.1,No,48.0,7.0,WSW,78.98,30.0,12.0,2013-11-29,No,80.6,53.0,SSW,S,1007.3,14.0,56.120000000000005,0.0,10.6
13.0,WaggaWagga,1.0,64.04,1017.6,No,31.0,1.0,ENE,78.25999999999999,11.0,8.6,2013-11-30,No,81.68,46.0,ENE,NNE,1016.0,16.0,51.26,0.0,13.6
22.0,WaggaWagga,6.0,68.18,1023.5,No,48.0,3.0,NE,82.94,17.0,7.8,2013-12-01,No,84.91999999999999,37.0,ENE,NW,1019.6,18.0,55.58,0.0,12.4
19.0,WaggaWagga,4.0,71.6,1020.6,No,28.0,2.0,ENE,91.03999999999999,13.0,6.6,2013-12-02,No,91.76,44.0,E,NE,1015.7,18.0,64.4,0.0,11.8
13.0,WaggaWagga,1.0,81.32,1014.7,No,37.0,3.0,NNE,96.98,9.0,10.0,2013-12-03,No,98.24,25.0,WNW,WNW,1009.6,10.0,63.32,0.0,9.7
9.0,WaggaWagga,7.0,75.2,1004.2,Yes,56.0,7.0,E,85.64,19.0,10.8,2013-12-04,No,87.61999999999999,50.0,S,SW,998.6,35.0,71.06,0.0,4.7
24.0,WaggaWagga,6.0,54.14,1000.0,Yes,72.0,7.0,W,61.519999999999996,46.0,5.8,2013-12-05,Yes,63.68,78.0,W,W,1001.4,36.0,53.42,12.6,5.8
26.0,WaggaWagga,3.0,52.879999999999995,1014.9,No,43.0,1.0,WSW,64.94,26.0,4.2,2013-12-06,Yes,67.82,59.0,WSW,WSW,1015.6,25.0,42.620000000000005,4.2,13.8
6.0,WaggaWagga,3.0,57.56,1021.0,No,37.0,6.0,NNW,76.46,20.0,10.4,2013-12-07,No,79.34,60.0,SW,W,1018.1,23.0,41.9,0.0,12.6
17.0,WaggaWagga,5.0,67.82,1016.6,No,41.0,5.0,E,87.26,19.0,7.8,2013-12-08,No,89.96000000000001,45.0,NW,NNW,1011.5,14.0,49.28,0.0,12.5
15.0,WaggaWagga,7.0,78.8,1006.4,No,63.0,7.0,ENE,90.14,33.0,11.8,2013-12-09,No,92.48,23.0,SW,NW,1000.7,7.0,67.64,0.0,0.4
19.0,WaggaWagga,3.0,61.7,1008.9,No,59.0,1.0,WSW,73.75999999999999,35.0,9.4,2013-12-10,No,75.38,42.0,WSW,W,1007.7,22.0,54.86,0.0,13.6
22.0,WaggaWagga,4.0,64.75999999999999,1010.6,No,54.0,1.0,WSW,73.94,35.0,9.6,2013-12-11,No,76.82,37.0,WSW,W,1008.6,22.0,45.5,0.0,13.7
7.0,WaggaWagga,1.0,65.3,1012.2,No,41.0,1.0,NE,82.75999999999999,24.0,10.0,2013-12-12,No,84.56,42.0,WSW,SW,1009.1,13.0,46.22,0.0,13.7
7.0,WaggaWagga,5.0,68.72,1012.8,No,52.0,1.0,NNE,85.28,22.0,10.2,2013-12-13,No,88.34,33.0,WSW,W,1010.3,15.0,48.92,0.0,13.7
6.0,WaggaWagga,2.0,72.68,1014.4,No,39.0,2.0,NNW,83.66,22.0,9.4,2013-12-14,No,85.82,47.0,WNW,W,1012.7,17.0,56.120000000000005,0.0,13.7
17.0,WaggaWagga,4.0,71.24000000000001,1017.0,No,39.0,4.0,ENE,86.18,13.0,11.2,2013-12-15,No,89.24,52.0,WSW,SSW,1013.9,20.0,54.68,0.0,12.9
24.0,WaggaWagga,4.0,74.3,1017.8,No,37.0,1.0,ENE,89.24,11.0,9.2,2013-12-16,No,91.22,48.0,ENE,WNW,1014.5,19.0,64.4,0.0,13.0
15.0,WaggaWagga,3.0,75.38,1019.6,No,37.0,1.0,NE,91.03999999999999,17.0,11.0,2013-12-17,No,93.91999999999999,49.0,ENE,WNW,1016.2,21.0,65.84,0.0,13.5
19.0,WaggaWagga,1.0,80.06,1020.2,No,35.0,1.0,ENE,95.72,11.0,11.0,2013-12-18,No,99.86,37.0,E,WSW,1016.8,14.0,70.16,0.0,13.5
15.0,WaggaWagga,7.0,82.75999999999999,1019.0,No,35.0,4.0,NE,99.5,11.0,12.0,2013-12-19,No,103.28,38.0,NNE,NNE,1014.7,14.0,71.24000000000001,0.0,12.2
11.0,WaggaWagga,4.0,90.68,1015.5,No,52.0,6.0,N,102.91999999999999,28.0,12.0,2013-12-20,No,104.9,21.0,NW,WNW,1011.2,10.0,74.66,0.0,10.6
11.0,WaggaWagga,7.0,89.96000000000001,1012.1,No,50.0,1.0,NNE,102.91999999999999,11.0,18.2,2013-12-21,No,106.52,15.0,ENE,NW,1007.7,8.0,74.12,0.0,11.3
15.0,WaggaWagga,7.0,86.72,1008.6,No,70.0,7.0,NE,101.66,39.0,16.0,2013-12-22,No,106.16,33.0,NW,WSW,1005.2,10.0,71.24000000000001,0.0,6.9
17.0,WaggaWagga,8.0,71.96,1009.8,Yes,43.0,7.0,W,61.7,22.0,17.4,2013-12-23,No,73.04,73.0,WSW,SW,1011.4,91.0,68.54,0.0,2.1
6.0,WaggaWagga,4.0,62.959999999999994,1017.1,No,28.0,7.0,ESE,81.5,11.0,3.2,2013-12-24,Yes,83.12,75.0,E,W,1014.6,25.0,55.94,4.6,9.9
26.0,WaggaWagga,7.0,69.44,1015.9,No,35.0,7.0,E,77.72,13.0,7.8,2013-12-25,No,82.04,56.0,E,N,1012.9,45.0,62.6,0.0,2.4
7.0,WaggaWagga,1.0,70.34,1013.3,No,48.0,1.0,ESE,87.26,13.0,4.6,2013-12-26,No,89.6,63.0,SE,SW,1008.8,21.0,53.96,0.0,12.1
17.0,WaggaWagga,1.0,71.6,1010.2,No,37.0,3.0,E,90.5,9.0,10.8,2013-12-27,No,92.84,42.0,ENE,NNE,1006.4,17.0,55.94,0.0,13.4
19.0,WaggaWagga,2.0,75.92,1008.3,No,39.0,2.0,NE,95.0,13.0,10.4,2013-12-28,No,99.32,46.0,NW,WNW,1004.1,12.0,62.059999999999995,0.0,13.0
19.0,WaggaWagga,1.0,71.96,1010.4,No,44.0,2.0,S,89.6,24.0,13.4,2013-12-29,No,92.11999999999999,16.0,W,S,1009.1,1.0,56.48,0.0,13.7
15.0,WaggaWagga,1.0,68.18,1013.6,No,41.0,1.0,NE,85.46000000000001,15.0,10.4,2013-12-30,No,89.06,47.0,WSW,W,1010.1,13.0,52.16,0.0,13.7
9.0,WaggaWagga,4.0,70.16,1012.7,No,52.0,1.0,NW,87.44,33.0,12.0,2013-12-31,No,91.03999999999999,16.0,SSW,WSW,1011.1,4.0,54.32,0.0,13.8
17.0,WaggaWagga,7.0,73.4,1011.9,No,61.0,7.0,ENE,83.84,13.0,13.2,2014-01-01,No,85.28,48.0,WSW,SSE,1009.9,18.0,59.540000000000006,0.0,3.4
9.0,WaggaWagga,7.0,77.36,1005.1,No,48.0,7.0,NNW,74.48,22.0,7.6,2014-01-02,No,81.68,40.0,W,W,1005.6,46.0,65.3,0.0,2.0
2.0,WaggaWagga,5.0,72.86,1002.8,No,52.0,8.0,E,93.2,24.0,6.4,2014-01-03,No,95.18,46.0,SW,WSW,997.4,24.0,66.92,0.0,6.0
35.0,WaggaWagga,1.0,63.86,1006.7,No,54.0,1.0,SW,77.0,35.0,11.6,2014-01-04,No,78.62,32.0,SW,W,1005.4,17.0,54.14,0.0,13.6
6.0,WaggaWagga,1.0,66.74000000000001,1009.4,No,52.0,0.0,NNE,83.3,28.0,10.8,2014-01-05,No,86.53999999999999,36.0,NW,WNW,1004.9,13.0,46.04,0.0,13.2
28.0,WaggaWagga,0.0,62.6,1013.0,No,57.0,1.0,SW,73.04,31.0,13.8,2014-01-06,No,75.74000000000001,36.0,SW,WSW,1012.7,17.0,54.68,0.0,13.5
15.0,WaggaWagga,0.0,63.32,1017.7,No,56.0,0.0,SSE,81.68,19.0,13.0,2014-01-07,No,83.84,34.0,ENE,NE,1014.6,17.0,43.16,0.0,13.7
30.0,WaggaWagga,6.0,66.56,1020.6,No,63.0,2.0,ENE,81.14,17.0,9.8,2014-01-08,No,85.64,43.0,ENE,NE,1016.6,25.0,59.0,0.0,12.1
28.0,WaggaWagga,7.0,67.46,1020.7,No,63.0,7.0,ENE,78.25999999999999,19.0,11.2,2014-01-09,No,81.5,47.0,E,N,1019.2,36.0,62.6,0.0,4.0
15.0,WaggaWagga,4.0,73.22,1020.3,No,33.0,1.0,ENE,86.53999999999999,13.0,6.8,2014-01-10,No,89.06,47.0,N,NW,1016.7,29.0,57.02,0.0,13.1
6.0,WaggaWagga,7.0,76.1,1018.7,No,37.0,1.0,NNE,94.64,17.0,9.4,2014-01-11,No,96.44,55.0,SW,W,1014.6,19.0,60.62,0.0,12.5
13.0,WaggaWagga,2.0,81.32,1015.7,No,46.0,0.0,E,99.32,13.0,10.2,2014-01-12,No,102.2,38.0,WNW,SSE,1012.4,12.0,65.84,0.0,13.5
28.0,WaggaWagga,0.0,75.2,1018.0,No,43.0,0.0,ENE,96.61999999999999,11.0,13.4,2014-01-13,No,100.03999999999999,40.0,ENE,NE,1013.8,16.0,66.56,0.0,13.4
19.0,WaggaWagga,0.0,82.58,1018.2,No,35.0,0.0,ENE,99.86,13.0,12.8,2014-01-14,No,103.1,29.0,E,NNW,1014.9,16.0,69.44,0.0,13.3
9.0,WaggaWagga,0.0,87.08000000000001,1019.4,No,31.0,0.0,E,104.0,7.0,12.6,2014-01-15,No,105.26,23.0,SE,W,1015.3,13.0,75.02,0.0,13.2
19.0,WaggaWagga,1.0,90.14,1016.4,No,48.0,0.0,E,107.6,9.0,12.4,2014-01-16,No,109.03999999999999,22.0,E,ESE,1011.9,9.0,70.7,0.0,12.7
