Humidity_3_pm,Humidity_9_am,Pressure_3_pm,Cloud_3_pm,Max_Temp_C,Rainfall,Wind_Dir_9_am,Sunshine,Wind_Dir_3_pm,Wind_Speed_9_am,Date,Temp_3_pm_C,Pressure_9_am,Temp_9_am_C,Wind_Gust_Speed,Location,Rain_Tomorrow,Cloud_9_am,Rain_Today,Min_Temp_C,Wind_Gust_Dir,Wind_Speed_3_pm
48.0,86.0,1017.9,,21.1,0.0,SW,6.3,SW,4.0,2012-08-19,18.4,1019.6,10.8,24.0,PearceRAAF,No,,No,4.8,SW,17.0
46.0,73.0,1012.1,6.0,23.2,0.0,ENE,9.3,NNW,15.0,2012-08-20,22.0,1017.2,17.1,30.0,PearceRAAF,Yes,1.0,No,10.3,NW,19.0
82.0,93.0,1005.2,7.0,20.5,4.2,NW,5.5,W,22.0,2012-08-21,17.9,1005.0,16.5,67.0,PearceRAAF,Yes,2.0,Yes,14.5,W,28.0
50.0,67.0,1017.6,4.0,16.3,5.8,SW,8.1,SW,30.0,2012-08-22,14.4,1016.2,13.6,54.0,PearceRAAF,No,2.0,Yes,11.8,SW,28.0
56.0,82.0,1021.2,5.0,17.8,0.2,N,7.3,SW,7.0,2012-08-23,17.2,1022.9,10.1,22.0,PearceRAAF,No,5.0,No,3.0,SSW,9.0
47.0,70.0,1020.1,8.0,19.5,0.0,E,6.3,ESE,13.0,2012-08-24,18.7,1022.9,15.0,28.0,PearceRAAF,No,7.0,No,9.9,NE,13.0
30.0,60.0,1020.0,,23.4,0.0,E,10.5,NNE,9.0,2012-08-25,23.1,1023.3,15.4,28.0,PearceRAAF,No,,No,8.0,E,7.0
59.0,85.0,1016.4,,20.7,0.0,,10.8,SW,0.0,2012-08-26,19.1,1018.6,11.2,37.0,PearceRAAF,No,,No,4.2,SW,22.0
82.0,88.0,1016.1,5.0,17.9,0.0,NNW,2.7,NNE,9.0,2012-08-27,16.1,1017.9,13.4,22.0,PearceRAAF,Yes,3.0,No,5.7,ENE,9.0
56.0,82.0,1016.8,5.0,19.2,1.2,NW,7.0,WSW,17.0,2012-08-28,17.8,1016.9,15.1,54.0,PearceRAAF,Yes,7.0,Yes,10.6,WSW,35.0
55.0,78.0,1021.4,4.0,20.6,4.2,NNE,9.6,W,9.0,2012-08-29,19.1,1023.0,14.9,30.0,PearceRAAF,No,5.0,Yes,7.9,W,17.0
36.0,62.0,1019.3,0.0,22.6,0.2,ENE,10.5,NNE,22.0,2012-08-30,22.2,1023.5,15.6,31.0,PearceRAAF,No,0.0,No,4.7,ENE,13.0
83.0,46.0,1012.3,2.0,22.4,0.0,NNE,5.4,WNW,15.0,2012-08-31,19.2,1014.5,17.1,41.0,PearceRAAF,,2.0,No,7.0,WNW,20.0
49.0,84.0,1018.5,,20.0,,N,10.1,WSW,7.0,2012-09-01,19.9,1019.6,15.4,31.0,PearceRAAF,,,,10.0,WSW,19.0
52.0,74.0,1014.2,,21.1,,N,8.3,W,7.0,2012-09-02,19.1,1018.5,15.0,33.0,PearceRAAF,Yes,,,5.0,W,20.0
58.0,76.0,1000.2,8.0,21.1,4.2,N,0.9,NNW,24.0,2012-09-03,20.1,1007.9,14.4,69.0,PearceRAAF,Yes,7.0,Yes,7.7,NNW,35.0
57.0,79.0,1010.4,5.0,16.2,18.8,WSW,4.1,WSW,22.0,2012-09-04,14.8,1007.4,10.6,85.0,PearceRAAF,Yes,5.0,Yes,7.7,WSW,46.0
65.0,83.0,1018.4,4.0,19.2,6.2,N,4.8,W,4.0,2012-09-05,18.4,1020.0,13.7,41.0,PearceRAAF,Yes,8.0,Yes,8.8,W,24.0
48.0,61.0,1024.5,4.0,17.7,1.6,SSW,9.9,SSW,9.0,2012-09-06,16.6,1026.0,12.3,33.0,PearceRAAF,No,0.0,Yes,4.7,S,17.0
44.0,52.0,1025.3,0.0,19.3,0.0,E,10.6,ESE,26.0,2012-09-07,18.9,1029.1,13.5,52.0,PearceRAAF,No,0.0,No,7.3,E,28.0
28.0,45.0,1020.2,,24.9,0.0,ENE,10.8,NNW,24.0,2012-09-08,24.8,1024.1,16.3,50.0,PearceRAAF,No,,No,12.2,ENE,9.0
26.0,31.0,1014.2,,28.7,0.0,NNE,10.0,N,20.0,2012-09-09,28.6,1018.3,21.7,41.0,PearceRAAF,No,,No,14.4,N,20.0
63.0,71.0,1013.1,5.0,23.4,0.0,N,8.9,W,20.0,2012-09-10,22.3,1015.1,19.3,35.0,PearceRAAF,Yes,2.0,No,13.4,WNW,20.0
53.0,94.0,1018.7,6.0,19.9,1.8,NW,9.2,SW,4.0,2012-09-11,19.1,1017.3,16.7,43.0,PearceRAAF,No,8.0,Yes,13.6,WSW,28.0
36.0,64.0,1027.4,1.0,19.4,0.0,ESE,10.9,SSW,13.0,2012-09-12,18.7,1029.6,14.5,31.0,PearceRAAF,No,1.0,No,3.6,S,9.0
40.0,56.0,1024.9,0.0,21.4,0.0,E,11.0,SE,20.0,2012-09-13,20.8,1029.4,15.3,48.0,PearceRAAF,No,0.0,No,4.6,E,13.0
26.0,45.0,1017.3,,24.7,0.0,ESE,10.9,SSE,7.0,2012-09-14,23.3,1021.9,17.0,30.0,PearceRAAF,No,,No,9.0,NE,15.0
22.0,54.0,1016.9,,25.6,0.0,SSW,11.0,E,7.0,2012-09-15,25.4,1019.3,16.0,33.0,PearceRAAF,No,,No,5.5,ESE,17.0
30.0,53.0,1014.7,,27.8,0.0,ESE,10.9,SE,20.0,2012-09-16,27.7,1019.6,18.9,59.0,PearceRAAF,No,,No,10.8,E,20.0
55.0,44.0,1007.1,1.0,26.9,0.0,N,10.7,WNW,19.0,2012-09-17,23.6,1009.0,20.7,50.0,PearceRAAF,Yes,0.0,No,17.2,E,35.0
65.0,76.0,1007.9,6.0,21.6,2.8,WNW,7.6,W,24.0,2012-09-18,19.1,1006.7,18.1,46.0,PearceRAAF,No,6.0,Yes,14.1,WNW,30.0
47.0,76.0,1009.8,3.0,22.1,0.8,N,8.3,W,9.0,2012-09-19,20.3,1011.7,16.2,35.0,PearceRAAF,Yes,4.0,No,12.8,WSW,22.0
46.0,87.0,1014.0,2.0,20.8,1.2,NW,8.0,WNW,13.0,2012-09-20,20.4,1014.4,17.5,46.0,PearceRAAF,No,5.0,Yes,9.8,W,28.0
90.0,77.0,1008.9,7.0,22.9,1.0,NNW,3.1,WNW,31.0,2012-09-21,15.8,1010.9,18.3,83.0,PearceRAAF,,4.0,No,12.3,NW,48.0
46.0,67.0,1021.3,1.0,18.0,,SW,8.5,SW,26.0,2012-09-22,16.2,1019.9,15.7,46.0,PearceRAAF,,2.0,,9.2,W,28.0
39.0,54.0,1018.8,,20.0,,ENE,11.1,N,22.0,2012-09-23,19.5,1023.9,13.5,39.0,PearceRAAF,Yes,,,3.7,E,7.0
55.0,57.0,1010.0,3.0,20.2,5.8,W,9.8,WSW,6.0,2012-09-24,18.2,1013.0,15.2,35.0,PearceRAAF,Yes,0.0,Yes,2.9,WSW,20.0
67.0,75.0,1006.7,7.0,20.6,6.8,W,7.8,W,24.0,2012-09-25,18.5,1007.3,18.1,57.0,PearceRAAF,Yes,5.0,Yes,11.6,WNW,26.0
72.0,80.0,1007.5,5.0,19.5,3.8,W,6.4,W,30.0,2012-09-26,16.8,1009.4,14.4,69.0,PearceRAAF,Yes,7.0,Yes,11.1,WNW,28.0
62.0,81.0,1012.0,7.0,15.1,14.8,W,5.2,SW,35.0,2012-09-27,13.6,1011.2,10.8,78.0,PearceRAAF,Yes,6.0,Yes,9.0,WSW,37.0
46.0,60.0,1021.8,3.0,17.4,2.0,SE,10.2,SSW,11.0,2012-09-28,16.4,1023.6,12.7,28.0,PearceRAAF,No,1.0,Yes,2.9,SSW,15.0
35.0,51.0,1020.9,,20.4,0.0,ENE,11.6,S,19.0,2012-09-29,19.8,1024.0,15.1,35.0,PearceRAAF,No,,No,3.2,E,7.0
21.0,42.0,1018.2,,28.1,0.0,ENE,11.4,E,13.0,2012-09-30,27.7,1021.8,18.5,31.0,PearceRAAF,No,,No,5.9,E,9.0
14.0,21.0,1013.1,,33.2,0.0,NE,11.4,N,15.0,2012-10-01,32.9,1017.3,25.6,54.0,PearceRAAF,No,,No,11.6,NNE,31.0
68.0,55.0,1010.6,8.0,26.0,0.0,NNW,8.6,WNW,13.0,2012-10-02,21.9,1012.5,20.6,46.0,PearceRAAF,Yes,7.0,No,13.6,WNW,20.0
49.0,60.0,1016.0,3.0,20.8,1.4,W,7.8,WSW,19.0,2012-10-03,19.2,1016.8,16.8,44.0,PearceRAAF,No,5.0,Yes,13.4,WSW,24.0
56.0,75.0,1017.7,7.0,18.9,0.2,N,6.2,SSW,4.0,2012-10-04,17.2,1019.6,14.7,31.0,PearceRAAF,No,8.0,No,9.2,S,17.0
29.0,55.0,1019.9,,22.5,0.0,E,11.8,SSE,20.0,2012-10-05,21.4,1023.1,15.8,39.0,PearceRAAF,,0.0,No,4.8,E,20.0
34.0,45.0,1012.7,,29.1,,NE,11.8,W,19.0,2012-10-06,24.0,1015.6,18.1,57.0,PearceRAAF,,,,10.4,ENE,22.0
49.0,93.0,1017.6,,21.6,,N,6.5,SW,13.0,2012-10-07,20.3,1018.6,14.2,35.0,PearceRAAF,Yes,8.0,,8.4,SW,9.0
51.0,63.0,1021.0,0.0,22.9,2.0,SE,10.4,WSW,11.0,2012-10-08,22.0,1024.3,17.2,37.0,PearceRAAF,No,1.0,Yes,7.5,WSW,28.0
38.0,60.0,1022.0,0.0,24.8,0.0,E,11.8,ESE,31.0,2012-10-09,24.3,1024.5,18.3,52.0,PearceRAAF,No,1.0,No,10.7,E,17.0
15.0,44.0,1021.2,1.0,27.0,0.0,ENE,11.8,E,28.0,2012-10-10,26.3,1025.8,16.9,46.0,PearceRAAF,No,1.0,No,11.9,E,26.0
15.0,22.0,1016.1,6.0,29.3,0.0,ENE,9.2,ENE,39.0,2012-10-11,27.7,1019.5,21.7,61.0,PearceRAAF,No,1.0,No,16.9,ENE,13.0
55.0,67.0,1013.1,2.0,27.6,0.0,N,10.1,WNW,24.0,2012-10-12,25.3,1014.6,22.5,52.0,PearceRAAF,No,4.0,No,13.5,WNW,31.0
75.0,69.0,1011.3,2.0,24.9,0.0,NW,6.1,W,19.0,2012-10-13,17.6,1012.8,20.8,56.0,PearceRAAF,No,4.0,No,17.2,WNW,39.0
65.0,58.0,1017.7,2.0,20.9,0.0,WSW,4.2,W,22.0,2012-10-14,18.6,1017.3,18.1,41.0,PearceRAAF,Yes,1.0,No,11.6,W,20.0
47.0,73.0,1020.9,,22.0,2.6,SSE,8.9,WSW,15.0,2012-10-15,20.7,1022.0,16.1,33.0,PearceRAAF,No,7.0,Yes,12.4,WSW,24.0
45.0,57.0,1017.4,1.0,26.1,1.0,ENE,11.2,SW,15.0,2012-10-16,24.1,1021.4,19.4,39.0,PearceRAAF,No,1.0,No,5.1,WSW,30.0
45.0,65.0,1013.7,3.0,23.5,0.0,S,10.7,WSW,13.0,2012-10-17,21.3,1016.0,18.5,37.0,PearceRAAF,No,3.0,No,10.4,SW,24.0
49.0,54.0,1016.0,3.0,24.4,0.0,S,11.6,SW,9.0,2012-10-18,21.6,1017.5,19.6,35.0,PearceRAAF,No,3.0,No,6.5,SW,22.0
53.0,59.0,1017.9,1.0,25.0,0.0,WSW,11.7,WSW,9.0,2012-10-19,22.0,1018.5,20.4,44.0,PearceRAAF,,4.0,No,9.3,W,24.0
21.0,54.0,1014.7,,30.3,,E,12.1,NNE,22.0,2012-10-20,28.9,1019.3,20.7,39.0,PearceRAAF,,,,8.2,E,9.0
37.0,27.0,1010.1,,31.7,,N,11.3,W,20.0,2012-10-21,28.0,1011.3,27.2,39.0,PearceRAAF,No,,,11.5,W,24.0
55.0,85.0,1013.4,5.0,21.4,1.0,SSW,3.8,W,13.0,2012-10-22,20.2,1013.6,15.4,41.0,PearceRAAF,No,8.0,No,15.3,WNW,17.0
35.0,51.0,1019.8,1.0,22.9,0.4,SSW,11.8,SSW,22.0,2012-10-23,21.3,1021.1,17.8,44.0,PearceRAAF,No,3.0,No,7.1,WSW,22.0
25.0,51.0,1021.3,1.0,25.5,0.0,E,12.4,SE,33.0,2012-10-24,24.2,1025.4,17.1,50.0,PearceRAAF,No,3.0,No,11.0,E,20.0
22.0,40.0,1020.3,0.0,26.8,0.0,E,12.7,SE,35.0,2012-10-25,26.1,1024.5,18.4,57.0,PearceRAAF,No,0.0,No,12.3,ENE,26.0
18.0,37.0,1018.0,,28.9,0.0,E,12.6,SE,20.0,2012-10-26,27.9,1022.8,18.9,56.0,PearceRAAF,No,,No,12.2,E,19.0
11.0,20.0,1012.6,,34.1,0.0,NE,12.8,E,15.0,2012-10-27,33.1,1018.2,25.2,44.0,PearceRAAF,No,,No,15.0,ENE,7.0
35.0,12.0,1007.5,,36.1,0.0,NE,10.8,W,13.0,2012-10-28,27.4,1010.0,31.7,48.0,PearceRAAF,No,,No,13.2,WNW,26.0
48.0,60.0,1009.3,6.0,25.9,0.0,WNW,10.8,W,17.0,2012-10-29,23.0,1009.3,21.8,43.0,PearceRAAF,No,6.0,No,13.2,WNW,24.0
32.0,38.0,1013.2,6.0,24.2,0.0,S,7.4,SW,13.0,2012-10-30,22.7,1014.4,19.2,41.0,PearceRAAF,No,4.0,No,10.6,WSW,20.0
52.0,53.0,1014.9,7.0,19.8,0.2,E,2.0,E,28.0,2012-10-31,19.6,1016.5,15.7,63.0,PearceRAAF,No,7.0,No,12.6,E,35.0
56.0,62.0,1011.6,6.0,22.4,0.0,E,7.1,E,30.0,2012-11-01,20.1,1014.6,17.7,63.0,PearceRAAF,No,4.0,No,14.8,E,22.0
46.0,51.0,1011.3,8.0,25.5,0.0,W,11.0,W,24.0,2012-11-02,22.3,1012.0,21.4,50.0,PearceRAAF,,4.0,No,12.4,W,33.0
88.0,47.0,1007.0,8.0,23.0,,NNW,4.7,NNW,28.0,2012-11-03,17.9,1009.2,21.6,,PearceRAAF,,,,10.0,,24.0
76.0,75.0,1004.3,1.0,19.0,,WNW,7.0,WSW,11.0,2012-11-04,15.3,1003.8,16.7,67.0,PearceRAAF,Yes,,,12.1,WSW,19.0
48.0,61.0,1013.1,7.0,21.1,19.6,WSW,9.6,WSW,20.0,2012-11-05,17.8,1011.5,16.7,52.0,PearceRAAF,No,5.0,Yes,9.3,WSW,31.0
40.0,80.0,1017.4,5.0,22.7,0.2,W,10.8,SW,15.0,2012-11-06,21.4,1018.4,15.2,46.0,PearceRAAF,No,7.0,No,12.3,SW,24.0
36.0,63.0,1019.3,7.0,24.5,0.6,SSE,9.7,WSW,11.0,2012-11-07,23.0,1021.2,18.8,43.0,PearceRAAF,No,5.0,No,8.7,S,24.0
21.0,41.0,1018.4,0.0,27.8,0.0,E,12.9,SE,28.0,2012-11-08,26.5,1021.3,20.3,46.0,PearceRAAF,No,0.0,No,8.3,E,9.0
16.0,19.0,1013.6,3.0,33.5,0.0,NNE,13.0,W,24.0,2012-11-09,30.9,1016.9,27.6,43.0,PearceRAAF,No,0.0,No,11.4,WSW,30.0
51.0,54.0,1012.0,1.0,25.2,0.0,SSW,9.2,SW,11.0,2012-11-10,22.1,1013.9,19.7,44.0,PearceRAAF,No,,No,8.0,SW,30.0
35.0,43.0,1020.7,,22.9,0.4,SSE,13.3,SSW,24.0,2012-11-11,21.3,1022.3,17.5,43.0,PearceRAAF,No,,No,10.0,S,22.0
18.0,35.0,1019.2,1.0,28.1,0.0,ENE,12.6,S,26.0,2012-11-12,27.3,1023.5,20.7,50.0,PearceRAAF,No,4.0,No,9.2,E,15.0
25.0,49.0,1014.1,6.0,32.7,0.0,SSW,11.7,SW,19.0,2012-11-13,31.2,1019.1,20.7,33.0,PearceRAAF,No,6.0,No,8.0,SW,26.0
24.0,52.0,1013.9,0.0,27.9,0.0,SW,12.0,SW,17.0,2012-11-14,25.4,1013.9,22.0,43.0,PearceRAAF,No,7.0,No,10.8,WSW,26.0
40.0,47.0,1016.1,,29.0,0.0,E,13.3,SSW,19.0,2012-11-15,26.2,1018.8,22.8,46.0,PearceRAAF,No,0.0,No,13.0,WSW,28.0
22.0,30.0,1013.1,,33.7,0.0,E,12.7,SSW,11.0,2012-11-16,32.2,1016.8,26.0,37.0,PearceRAAF,No,2.0,No,11.1,SSW,26.0
17.0,24.0,1008.2,,36.9,0.0,NNE,13.0,WSW,19.0,2012-11-17,35.2,1012.8,28.6,52.0,PearceRAAF,No,,No,16.5,ENE,30.0
55.0,54.0,1007.9,,27.4,0.0,WSW,12.9,SW,20.0,2012-11-18,24.5,1007.4,24.8,54.0,PearceRAAF,No,,No,11.7,WSW,33.0
46.0,50.0,1012.5,3.0,26.4,0.0,SSW,12.0,WSW,11.0,2012-11-19,24.8,1013.1,22.0,41.0,PearceRAAF,No,5.0,No,10.8,SW,28.0
38.0,50.0,1015.8,0.0,28.0,0.0,S,12.8,SSW,24.0,2012-11-20,25.7,1018.7,20.7,,PearceRAAF,No,3.0,No,8.5,,30.0
21.0,40.0,1009.9,7.0,35.2,0.0,E,9.2,E,19.0,2012-11-21,33.9,1015.5,25.7,,PearceRAAF,No,1.0,No,14.5,,20.0
39.0,41.0,1007.1,4.0,34.1,0.0,NW,12.9,WSW,13.0,2012-11-22,28.6,1010.8,28.6,54.0,PearceRAAF,No,1.0,No,17.5,ENE,13.0
48.0,53.0,1012.7,8.0,25.6,0.0,W,9.1,SW,20.0,2012-11-23,22.5,1013.5,21.1,50.0,PearceRAAF,No,5.0,No,15.3,WSW,26.0
29.0,50.0,1007.4,,32.3,0.0,E,6.7,S,20.0,2012-11-24,30.4,1013.7,21.4,52.0,PearceRAAF,Yes,,No,13.6,E,30.0
42.0,51.0,1014.5,,29.1,5.8,SE,13.2,WSW,9.0,2012-11-25,27.0,1015.5,22.9,41.0,PearceRAAF,No,,Yes,15.7,WSW,30.0
40.0,50.0,1009.9,1.0,31.3,0.0,ENE,12.7,WSW,13.0,2012-11-26,28.8,1015.2,24.7,37.0,PearceRAAF,No,3.0,No,13.0,SW,26.0
47.0,63.0,1001.5,1.0,30.8,0.0,W,9.7,W,17.0,2012-11-27,25.9,1003.9,21.1,54.0,PearceRAAF,Yes,7.0,No,12.2,NW,31.0
76.0,84.0,996.9,7.0,23.7,4.0,N,5.5,WNW,31.0,2012-11-28,19.4,1000.6,16.1,67.0,PearceRAAF,Yes,5.0,Yes,14.1,NNW,50.0
48.0,60.0,1009.4,4.0,20.8,14.6,W,9.2,W,43.0,2012-11-29,18.2,1008.0,15.2,65.0,PearceRAAF,Yes,5.0,Yes,12.1,W,43.0
,57.0,,,21.8,1.8,SW,8.5,,26.0,2012-11-30,,1015.5,16.7,43.0,PearceRAAF,No,7.0,Yes,12.7,W,
46.0,55.0,1008.5,,36.9,0.0,NNW,8.5,W,15.0,2013-01-01,31.8,1009.1,29.9,43.0,PearceRAAF,No,,No,24.4,W,22.0
38.0,57.0,1010.9,,31.4,0.0,SSE,11.4,SW,6.0,2013-01-02,29.3,1012.9,25.7,44.0,PearceRAAF,No,,No,21.4,WSW,19.0
57.0,52.0,1010.8,4.0,29.6,0.0,W,11.2,W,20.0,2013-01-03,24.6,1012.7,24.1,50.0,PearceRAAF,No,1.0,No,15.5,SW,30.0
33.0,41.0,1012.0,,28.2,0.0,SW,12.4,SW,13.0,2013-01-04,26.8,1014.6,22.0,54.0,PearceRAAF,No,,No,15.3,SW,28.0
11.0,30.0,1006.9,,39.8,0.0,E,13.2,SSE,13.0,2013-01-05,39.3,1012.3,27.9,43.0,PearceRAAF,No,,No,12.6,SSW,11.0
43.0,47.0,1010.0,,34.3,0.0,NNE,6.0,ENE,35.0,2013-01-06,31.6,1010.6,31.5,65.0,PearceRAAF,,,No,21.3,NNE,11.0
28.0,83.0,1009.8,,37.8,,SE,3.3,E,11.0,2013-01-07,36.8,1012.2,25.3,48.0,PearceRAAF,,2.0,,23.6,NW,19.0
42.0,31.0,1008.3,,41.1,,NNE,9.2,WSW,9.0,2013-01-08,33.1,1010.7,33.1,50.0,PearceRAAF,,,,25.3,E,35.0
44.0,59.0,1008.1,,29.7,,S,11.8,SSW,24.0,2013-01-09,27.1,1009.7,25.4,48.0,PearceRAAF,,,,21.6,SW,31.0
38.0,49.0,1007.3,,28.9,,SSE,13.1,SSW,20.0,2013-01-10,27.2,1010.3,22.5,44.0,PearceRAAF,,,,14.4,SW,28.0
25.0,50.0,1007.4,,32.3,,SE,12.8,SE,19.0,2013-01-11,31.2,1011.0,21.8,41.0,PearceRAAF,,,,15.2,S,20.0
28.0,42.0,1006.7,,35.4,,ESE,10.4,SE,22.0,2013-01-12,33.8,1009.1,25.3,57.0,PearceRAAF,,,,20.3,E,22.0
61.0,61.0,1009.5,,28.0,,E,0.4,ESE,20.0,2013-01-13,25.4,1012.1,24.0,50.0,PearceRAAF,,,,21.9,ENE,19.0
36.0,61.0,1005.4,,39.0,,NE,12.3,SW,17.0,2013-01-14,36.9,1008.9,27.5,41.0,PearceRAAF,Yes,,,21.5,ENE,11.0
51.0,46.0,1006.4,5.0,36.9,6.8,WNW,12.4,W,17.0,2013-01-15,32.2,1007.6,32.3,44.0,PearceRAAF,No,3.0,Yes,25.3,E,22.0
58.0,66.0,1007.8,6.0,31.3,0.0,NNW,6.9,WNW,31.0,2013-01-16,28.3,1008.5,25.3,54.0,PearceRAAF,No,6.0,No,21.3,NNW,33.0
32.0,41.0,1014.6,0.0,27.2,0.2,S,12.7,SW,33.0,2013-01-17,25.5,1016.0,21.1,50.0,PearceRAAF,No,4.0,No,17.6,SW,31.0
20.0,43.0,1014.2,0.0,30.4,0.0,E,13.1,SE,24.0,2013-01-18,29.6,1019.3,21.2,46.0,PearceRAAF,No,1.0,No,14.5,ESE,22.0
16.0,44.0,1010.5,,34.4,0.0,E,12.9,SE,31.0,2013-01-19,32.7,1015.0,22.9,59.0,PearceRAAF,No,,No,16.3,E,19.0
17.0,25.0,1007.4,,37.8,0.0,NE,13.2,WSW,11.0,2013-01-20,35.9,1010.0,30.0,50.0,PearceRAAF,No,,No,14.0,WSW,30.0
31.0,44.0,1009.7,0.0,35.6,0.0,ESE,13.0,SW,19.0,2013-01-21,33.0,1012.2,25.2,43.0,PearceRAAF,No,0.0,No,14.4,WSW,30.0
14.0,38.0,1008.0,0.0,37.4,0.0,E,13.1,SSE,26.0,2013-01-22,36.0,1012.3,25.3,65.0,PearceRAAF,No,1.0,No,18.2,E,13.0
37.0,41.0,1007.1,0.0,31.7,0.0,SSW,13.0,SW,15.0,2013-01-23,28.6,1007.8,27.2,44.0,PearceRAAF,No,1.0,No,15.3,WSW,31.0
31.0,47.0,1014.4,0.0,31.9,0.0,SSE,12.5,SW,19.0,2013-01-24,29.0,1016.4,22.7,44.0,PearceRAAF,No,4.0,No,14.2,WSW,31.0
13.0,33.0,1016.8,0.0,34.5,0.0,ESE,13.1,ESE,20.0,2013-01-25,34.0,1021.0,23.2,56.0,PearceRAAF,No,0.0,No,16.9,E,20.0
13.0,31.0,1016.9,,36.7,0.0,E,13.1,SSE,19.0,2013-01-26,35.1,1020.2,25.4,46.0,PearceRAAF,No,,No,14.2,E,9.0
18.0,31.0,1017.7,,36.5,0.0,E,13.1,ESE,19.0,2013-01-27,34.5,1020.7,27.8,61.0,PearceRAAF,No,,No,21.0,ESE,15.0
14.0,43.0,1019.6,,33.0,0.0,E,13.1,SE,28.0,2013-01-28,31.6,1023.4,22.1,59.0,PearceRAAF,No,,No,17.0,E,26.0
19.0,28.0,1016.9,0.0,35.5,0.0,E,13.0,SSW,17.0,2013-01-29,32.8,1021.0,26.0,44.0,PearceRAAF,No,0.0,No,17.8,SSW,31.0
25.0,25.0,1016.2,0.0,35.7,0.0,ESE,13.0,SW,19.0,2013-01-30,33.4,1018.8,26.7,44.0,PearceRAAF,No,0.0,No,14.0,WSW,30.0
13.0,42.0,1018.8,0.0,35.6,0.0,ESE,13.0,ESE,26.0,2013-01-31,34.4,1022.8,23.1,72.0,PearceRAAF,No,0.0,No,17.5,E,24.0
23.0,32.0,1004.5,0.0,33.9,0.0,ENE,11.8,E,19.0,2013-03-01,33.3,1008.3,26.7,50.0,PearceRAAF,No,0.0,No,20.4,ESE,26.0
38.0,54.0,1005.5,,30.7,0.0,E,12.0,SW,9.0,2013-03-02,28.2,1008.7,22.7,39.0,PearceRAAF,No,,No,17.6,SW,24.0
34.0,47.0,1003.5,,33.1,0.0,NNW,12.0,WSW,11.0,2013-03-03,30.3,1007.0,25.9,39.0,PearceRAAF,No,,No,13.4,WSW,13.0
46.0,82.0,1006.3,,28.5,0.0,W,8.5,WSW,13.0,2013-03-04,25.9,1006.1,23.4,43.0,PearceRAAF,No,3.0,No,15.9,NNW,22.0
32.0,69.0,1010.2,3.0,29.0,0.6,E,8.0,W,6.0,2013-03-05,27.7,1011.8,21.8,41.0,PearceRAAF,No,6.0,No,11.8,WSW,17.0
26.0,49.0,1012.3,1.0,33.4,0.0,ESE,11.6,SE,31.0,2013-03-06,31.8,1015.1,24.5,59.0,PearceRAAF,No,0.0,No,10.7,ESE,17.0
26.0,52.0,1013.0,0.0,33.0,0.0,E,12.0,E,30.0,2013-03-07,31.7,1016.9,23.6,54.0,PearceRAAF,No,0.0,No,18.9,ESE,13.0
25.0,52.0,1012.0,,34.0,0.0,E,11.7,SE,19.0,2013-03-08,32.3,1016.1,23.1,52.0,PearceRAAF,,0.0,No,18.9,E,15.0
24.0,45.0,1011.0,,35.2,,E,7.8,ENE,28.0,2013-03-09,34.0,1014.5,25.8,50.0,PearceRAAF,,,,19.8,E,17.0
33.0,33.0,1008.1,,32.2,,NE,0.3,NNW,17.0,2013-03-10,30.7,1010.1,28.1,37.0,PearceRAAF,Yes,,,25.4,W,19.0
52.0,73.0,1008.9,2.0,28.4,6.2,S,9.5,SW,11.0,2013-03-11,25.8,1008.7,23.6,48.0,PearceRAAF,No,6.0,Yes,20.5,S,30.0
20.0,45.0,1018.0,0.0,26.8,0.0,SSE,11.5,SE,26.0,2013-03-12,26.3,1021.4,17.5,44.0,PearceRAAF,No,0.0,No,11.1,SSE,20.0
22.0,39.0,1016.3,0.0,29.8,0.0,E,11.2,E,30.0,2013-03-13,28.5,1021.5,19.1,57.0,PearceRAAF,No,0.0,No,14.8,E,22.0
90.0,51.0,1010.6,8.0,24.4,0.6,NE,0.1,E,11.0,2013-03-14,17.0,1014.0,20.3,,PearceRAAF,Yes,8.0,No,19.0,,20.0
56.0,65.0,1010.3,5.0,30.2,34.0,ENE,7.7,SW,15.0,2013-03-15,28.6,1010.8,24.3,50.0,PearceRAAF,No,5.0,Yes,16.2,ESE,13.0
41.0,62.0,1014.5,1.0,31.3,0.0,ESE,9.8,SE,35.0,2013-03-16,30.0,1016.9,22.6,63.0,PearceRAAF,No,,No,20.0,E,26.0
43.0,63.0,1012.8,,32.6,0.0,SE,11.1,SW,13.0,2013-03-17,31.4,1016.4,25.1,41.0,PearceRAAF,No,,No,20.8,E,24.0
44.0,95.0,1010.9,4.0,33.0,0.0,NW,10.2,WSW,2.0,2013-03-18,31.7,1013.3,21.0,33.0,PearceRAAF,No,4.0,No,17.2,SW,22.0
47.0,96.0,1010.5,4.0,32.5,0.2,NNW,7.8,WNW,13.0,2013-03-19,29.7,1012.6,20.5,39.0,PearceRAAF,No,2.0,No,18.2,WSW,19.0
51.0,66.0,1017.5,8.0,26.1,0.0,S,1.6,SW,20.0,2013-03-20,24.2,1019.3,21.1,44.0,PearceRAAF,No,8.0,No,18.1,N,22.0
40.0,55.0,1015.2,0.0,26.5,0.0,E,9.8,WSW,9.0,2013-03-21,24.8,1019.2,19.9,35.0,PearceRAAF,No,5.0,No,16.7,WSW,20.0
