WindGustSpeed,Location,Pressure3pm,WindDir9am,RainToday,Temp3pmF,Temp9amF,WindGustDir,Humidity3pm,RainTomorrow,MinTempF,Evaporation,Date,WindDir3pm,WindSpeed3pm,Pressure9am,Rainfall,MaxTempF,Humidity9am,WindSpeed9am,Sunshine
26.0,Dartmoor,1024.3,,No,68.0,50.54,SE,42.0,No,33.62,6.0,2012-11-10,E,6.0,1027.2,0.2,70.7,91.0,0.0,12.9
48.0,Dartmoor,1016.9,NNE,No,83.3,63.14,NNW,20.0,No,42.620000000000005,5.4,2012-11-11,N,24.0,1021.7,0.0,85.28,55.0,17.0,12.9
46.0,Dartmoor,1021.3,WSW,No,64.22,60.980000000000004,WSW,57.0,No,58.82,12.2,2012-11-12,SW,26.0,1017.3,0.0,66.2,72.0,28.0,12.6
37.0,Dartmoor,1023.1,,No,64.58,49.1,S,47.0,No,36.86,5.0,2012-11-13,SSW,22.0,1025.5,0.0,68.9,99.0,0.0,9.8
28.0,Dartmoor,1017.5,SE,No,69.08,53.06,S,44.0,No,34.52,5.2,2012-11-14,SSW,13.0,1020.6,0.0,71.42,82.0,6.0,10.3
31.0,Dartmoor,1016.0,,No,62.6,49.82,S,76.0,No,39.74,5.4,2012-11-15,SSE,2.0,1017.3,0.0,65.66,100.0,0.0,0.9
35.0,Dartmoor,1018.4,S,No,61.7,55.76,SW,52.0,No,43.879999999999995,3.4,2012-11-16,SSW,20.0,1018.4,0.0,64.75999999999999,68.0,20.0,8.0
30.0,Dartmoor,1016.4,,No,62.78,54.32,SW,52.0,No,47.48,4.0,2012-11-17,WSW,15.0,1019.0,0.0,65.12,80.0,0.0,4.3
35.0,Dartmoor,1017.2,SW,No,63.86,55.94,WSW,48.0,No,42.980000000000004,3.8,2012-11-18,SSW,17.0,1016.2,1.0,66.56,88.0,13.0,11.4
31.0,Dartmoor,1018.9,E,No,75.92,57.379999999999995,ESE,27.0,No,35.6,3.8,2012-11-19,NE,9.0,1021.0,0.0,80.6,73.0,17.0,13.2
69.0,Dartmoor,1009.3,NNE,No,90.32,67.82,NNW,15.0,No,50.72,7.2,2012-11-20,N,30.0,1014.1,0.0,92.48,51.0,22.0,8.0
46.0,Dartmoor,1018.0,SW,No,63.86,58.28,SW,42.0,No,53.6,10.4,2012-11-21,WSW,26.0,1015.6,0.0,65.84,63.0,26.0,12.4
37.0,Dartmoor,1020.1,WNW,No,65.84,56.84,SW,54.0,No,41.54,6.0,2012-11-22,SSW,19.0,1020.8,0.0,67.46,70.0,6.0,11.8
26.0,Dartmoor,1015.3,ESE,No,80.6,57.74,ESE,38.0,No,52.879999999999995,4.6,2012-11-23,SE,6.0,1019.5,0.0,82.75999999999999,80.0,13.0,10.7
37.0,Dartmoor,1009.3,N,No,87.08000000000001,71.42,SW,25.0,No,56.48,5.8,2012-11-24,WNW,20.0,1010.9,0.0,91.76,46.0,17.0,7.3
33.0,Dartmoor,1017.5,SE,No,70.88,61.16,SSW,54.0,No,56.120000000000005,7.0,2012-11-25,ESE,9.0,1017.5,0.0,74.3,81.0,17.0,6.4
43.0,Dartmoor,1014.6,SE,No,72.86,58.64,ESE,49.0,Yes,53.06,6.0,2012-11-26,ESE,17.0,1018.0,0.0,76.28,80.0,19.0,7.5
44.0,Dartmoor,1015.5,ESE,Yes,73.58,60.980000000000004,SE,51.0,No,55.94,4.8,2012-11-27,SE,28.0,1015.8,2.0,74.3,90.0,22.0,12.4
31.0,Dartmoor,1010.2,ESE,No,87.08000000000001,67.46,SE,40.0,No,56.120000000000005,5.6,2012-11-28,S,17.0,1013.4,0.0,90.32,72.0,13.0,12.8
48.0,Dartmoor,1003.9,NNE,No,100.58000000000001,83.48,NW,22.0,Yes,62.24,6.2,2012-11-29,NNW,24.0,1005.1,0.0,104.0,47.0,15.0,8.6
28.0,Dartmoor,1009.3,NNE,Yes,78.25999999999999,60.08,N,43.0,No,59.72,10.2,2012-11-30,NNW,7.0,1010.6,10.6,79.16,96.0,4.0,4.4
39.0,Dartmoor,1015.1,W,No,71.24000000000001,62.42,SW,54.0,No,58.64,7.8,2013-01-01,SW,22.0,1015.4,0.0,74.12,75.0,15.0,6.9
30.0,Dartmoor,1017.1,SE,No,77.9,62.059999999999995,SSW,34.0,No,48.02,4.0,2013-01-02,E,6.0,1018.8,0.0,81.68,62.0,11.0,13.1
33.0,Dartmoor,1010.4,N,No,102.2,75.56,SSW,13.0,No,50.9,9.0,2013-01-03,WNW,13.0,1014.4,0.0,103.82,39.0,11.0,13.7
61.0,Dartmoor,1001.7,NNE,No,110.11999999999999,90.86,NW,7.0,No,65.84,13.8,2013-01-04,WNW,31.0,1004.9,0.0,111.91999999999999,23.0,24.0,14.0
37.0,Dartmoor,1016.8,SSE,No,80.42,66.56,SE,30.0,No,60.26,16.0,2013-01-05,ESE,24.0,1015.5,0.0,82.22,63.0,17.0,12.5
56.0,Dartmoor,1023.7,ESE,No,78.08,66.74000000000001,SE,28.0,No,52.16,8.0,2013-01-06,ESE,39.0,1024.4,0.0,81.32,67.0,24.0,12.7
33.0,Dartmoor,1012.0,ESE,No,91.76,68.9,ESE,24.0,No,57.379999999999995,8.2,2013-01-07,SSW,24.0,1019.1,0.0,94.1,70.0,22.0,13.3
46.0,Dartmoor,1003.9,WSW,No,65.12,68.72,SW,92.0,No,59.9,8.0,2013-01-08,W,17.0,1005.8,0.0,79.52,69.0,15.0,7.3
41.0,Dartmoor,1009.5,SSW,No,63.5,58.64,SW,53.0,No,53.24,6.2,2013-01-09,SW,17.0,1009.1,0.6,67.1,53.0,20.0,3.0
46.0,Dartmoor,1006.0,NNE,No,81.14,60.62,SSW,24.0,No,50.18,5.0,2013-01-10,NW,17.0,1009.9,0.0,82.75999999999999,58.0,2.0,5.6
43.0,Dartmoor,1003.9,WSW,No,78.25999999999999,70.16,SSW,50.0,No,55.4,5.2,2013-01-11,SW,22.0,1002.8,0.0,82.04,56.0,11.0,13.4
37.0,Dartmoor,1014.5,NW,No,68.0,61.16,SW,60.0,No,47.3,9.0,2013-01-12,SW,22.0,1013.2,0.0,70.52,82.0,6.0,4.8
43.0,Dartmoor,1017.2,WNW,No,65.84,57.379999999999995,SSW,53.0,No,52.52,3.6,2013-01-13,SSW,26.0,1015.8,0.0,68.18,86.0,4.0,5.0
35.0,Dartmoor,1020.3,,No,73.04,56.120000000000005,S,39.0,No,40.28,4.0,2013-01-14,SSW,11.0,1021.9,0.0,75.92,73.0,0.0,13.0
41.0,Dartmoor,1014.6,,No,83.12,60.62,SSW,24.0,No,45.14,5.8,2013-01-15,ENE,9.0,1017.8,0.0,87.61999999999999,64.0,0.0,13.5
33.0,Dartmoor,1013.5,SE,No,86.9,62.78,SE,30.0,No,46.76,7.0,2013-01-16,E,15.0,1015.9,0.0,87.98,82.0,7.0,12.4
59.0,Dartmoor,1000.5,NNE,No,105.26,71.96,NW,8.0,No,57.379999999999995,8.0,2013-01-17,NW,31.0,1005.4,0.0,107.78,51.0,4.0,11.1
44.0,Dartmoor,1009.3,SW,No,67.64,66.56,SW,58.0,No,66.2,15.2,2013-01-18,SW,26.0,1004.9,0.0,71.42,80.0,19.0,6.0
46.0,Dartmoor,1017.0,SSW,No,70.52,59.540000000000006,S,44.0,No,49.1,6.6,2013-01-19,SW,13.0,1016.9,0.4,72.68,69.0,6.0,11.8
43.0,Dartmoor,1014.6,SE,No,74.3,64.75999999999999,S,47.0,No,45.14,6.2,2013-01-20,SSW,26.0,1017.4,0.0,77.9,64.0,9.0,12.3
37.0,Dartmoor,1010.4,SSE,No,74.3,63.32,SSW,51.0,No,55.58,6.8,2013-01-21,SW,22.0,1013.0,0.0,77.72,73.0,11.0,10.8
43.0,Dartmoor,1013.5,N,No,75.38,60.08,SSW,51.0,No,44.42,6.2,2013-01-22,SW,24.0,1013.4,0.0,79.52,76.0,4.0,9.7
43.0,Dartmoor,1017.6,SSE,No,72.5,64.58,SE,46.0,No,44.96,5.0,2013-01-23,SE,15.0,1019.3,0.0,76.28,63.0,15.0,12.1
41.0,Dartmoor,1007.4,ENE,No,93.56,63.32,N,14.0,No,51.8,6.0,2013-01-24,NNW,13.0,1013.6,0.0,96.08000000000001,71.0,7.0,10.1
57.0,Dartmoor,1015.2,SW,No,68.54,59.18,W,40.0,No,57.379999999999995,8.4,2013-01-25,SSW,26.0,1011.6,0.6,71.96,92.0,17.0,11.4
43.0,Dartmoor,1015.5,S,No,70.7,60.62,SSW,37.0,No,42.08,8.0,2013-01-26,S,19.0,1017.6,0.0,75.2,65.0,9.0,11.7
33.0,Dartmoor,1012.8,SSW,No,72.5,62.24,S,45.0,No,43.7,6.0,2013-01-27,SSW,17.0,1015.0,0.0,76.46,73.0,7.0,13.8
46.0,Dartmoor,1013.9,NNW,No,58.28,59.18,SSW,98.0,No,45.5,6.2,2013-01-28,SSW,22.0,1012.0,0.0,69.62,76.0,6.0,5.4
43.0,Dartmoor,1015.1,SW,No,66.92,59.9,SSW,40.0,No,52.34,2.8,2013-01-29,WSW,17.0,1016.0,0.6,69.44,60.0,13.0,9.9
43.0,Dartmoor,1012.5,NNW,No,73.22,60.980000000000004,WNW,49.0,Yes,48.379999999999995,6.2,2013-01-30,NW,26.0,1014.5,0.0,76.82,71.0,13.0,5.3
50.0,Dartmoor,1012.3,NNE,Yes,55.4,58.459999999999994,SW,96.0,No,56.48,4.0,2013-01-31,SSW,17.0,1011.3,4.4,62.42,100.0,2.0,4.7
50.0,Dartmoor,1022.4,SE,No,73.22,61.519999999999996,ESE,46.0,No,56.48,5.2,2013-03-01,SE,26.0,1023.7,0.0,76.64,57.0,22.0,11.6
50.0,Dartmoor,1021.5,ESE,No,79.16,61.34,SE,40.0,No,54.86,7.0,2013-03-02,SE,31.0,1025.4,0.0,82.4,72.0,13.0,12.0
39.0,Dartmoor,1018.4,E,No,87.26,61.519999999999996,E,21.0,No,54.32,8.0,2013-03-03,ESE,15.0,1021.6,0.0,90.68,78.0,4.0,11.6
44.0,Dartmoor,1015.8,,No,90.32,65.66,SE,22.0,No,52.52,8.2,2013-03-04,ENE,7.0,1019.1,0.0,95.18,59.0,0.0,11.6
33.0,Dartmoor,1014.2,,No,94.28,69.25999999999999,SE,23.0,No,56.66,9.6,2013-03-05,NW,17.0,1016.9,0.0,96.8,50.0,0.0,10.9
31.0,Dartmoor,1012.3,E,No,92.3,72.68,SSW,27.0,No,59.36,8.0,2013-03-06,SSW,20.0,1014.9,0.0,98.41999999999999,50.0,2.0,9.3
28.0,Dartmoor,1015.1,SSE,No,92.11999999999999,72.68,SE,31.0,No,61.88,7.2,2013-03-07,E,4.0,1016.1,0.0,92.3,58.0,11.0,1.7
31.0,Dartmoor,1013.8,E,No,96.98,69.62,NE,20.0,No,65.66,3.8,2013-03-08,NE,17.0,1017.5,0.0,100.03999999999999,83.0,13.0,4.4
31.0,Dartmoor,1012.6,ENE,No,89.41999999999999,69.25999999999999,SSW,35.0,No,62.059999999999995,4.8,2013-03-09,SSW,22.0,1014.2,0.0,95.36,86.0,4.0,4.5
30.0,Dartmoor,1015.7,SSE,No,83.48,71.24000000000001,ESE,52.0,No,64.75999999999999,4.6,2013-03-10,SE,13.0,1016.4,0.0,88.16,83.0,6.0,5.2
44.0,Dartmoor,1012.6,,No,98.96000000000001,69.8,N,18.0,No,61.519999999999996,4.0,2013-03-11,NW,17.0,1014.6,0.0,102.38000000000001,82.0,0.0,10.0
50.0,Dartmoor,1008.3,NE,No,100.76,73.94,NNE,14.0,No,61.519999999999996,9.2,2013-03-12,N,24.0,1012.1,0.0,103.28,59.0,6.0,9.5
48.0,Dartmoor,1012.6,W,No,69.62,64.58,SW,48.0,No,63.5,14.2,2013-03-13,WSW,22.0,1010.8,0.0,72.68,69.0,20.0,7.3
39.0,Dartmoor,1016.4,NW,No,70.34,61.519999999999996,SW,58.0,No,53.96,6.4,2013-03-14,WSW,19.0,1016.8,0.0,73.4,62.0,6.0,4.7
30.0,Dartmoor,1017.5,,No,72.32,52.16,SW,44.0,No,46.58,3.6,2013-03-15,SSE,7.0,1019.0,0.0,75.02,99.0,0.0,2.0
63.0,Dartmoor,1018.2,WNW,No,62.42,60.08,SW,76.0,Yes,52.16,2.8,2013-03-16,SW,31.0,1017.1,0.0,68.72,89.0,7.0,8.3
39.0,Dartmoor,1027.4,SSE,Yes,60.8,54.68,SSW,52.0,No,50.18,4.8,2013-03-17,S,20.0,1027.1,5.4,62.78,67.0,11.0,0.9
30.0,Dartmoor,1024.3,W,No,63.68,53.78,SSW,73.0,No,48.92,2.8,2013-03-18,WSW,7.0,1026.0,0.0,68.36,94.0,4.0,5.5
33.0,Dartmoor,1021.2,,No,73.4,48.02,SE,35.0,No,41.0,2.4,2013-03-19,NE,4.0,1024.3,0.2,78.44,100.0,0.0,11.0
46.0,Dartmoor,1012.6,,No,85.28,51.08,NNW,17.0,No,44.96,4.2,2013-03-20,NNW,20.0,1018.1,0.0,86.18,99.0,0.0,8.2
81.0,Dartmoor,997.4,NW,No,62.78,68.36,NW,81.0,Yes,51.08,9.2,2013-03-21,NW,35.0,999.2,0.6,71.24000000000001,63.0,26.0,4.1
39.0,Dartmoor,1012.6,NW,Yes,60.980000000000004,55.58,W,70.0,No,53.6,2.8,2013-03-22,NW,20.0,1013.4,7.0,64.22,82.0,7.0,1.2
48.0,Dartmoor,1013.3,NNW,No,71.78,58.64,W,50.0,Yes,55.58,3.0,2013-03-23,NW,26.0,1014.8,0.2,73.58,99.0,17.0,6.4
57.0,Dartmoor,1013.4,NNW,Yes,66.2,61.88,WNW,67.0,Yes,58.82,2.6,2013-03-24,W,26.0,1011.2,2.2,69.62,93.0,20.0,4.9
22.0,Dartmoor,1017.8,,Yes,69.44,57.92,NW,55.0,No,56.3,3.2,2013-03-25,WNW,9.0,1019.2,4.0,70.88,98.0,0.0,0.5
41.0,Dartmoor,1008.9,N,No,88.34,57.02,NNW,29.0,No,47.120000000000005,2.0,2013-03-26,NNW,24.0,1014.0,0.0,90.68,94.0,9.0,9.8
76.0,Dartmoor,1006.4,NNE,No,65.48,80.96,NNW,89.0,Yes,56.84,11.6,2013-03-27,WNW,33.0,1003.2,0.0,86.72,25.0,19.0,0.3
57.0,Dartmoor,1018.4,NW,Yes,59.540000000000006,53.24,W,52.0,Yes,50.72,3.0,2013-03-28,WSW,31.0,1016.0,1.2,63.14,95.0,15.0,8.3
30.0,Dartmoor,1019.8,,Yes,64.04,53.06,NNW,80.0,No,48.56,5.4,2013-03-29,W,11.0,1022.1,1.2,68.36,81.0,0.0,4.7
35.0,Dartmoor,1012.7,NNW,No,64.22,58.28,WNW,89.0,Yes,52.879999999999995,2.2,2013-03-30,W,15.0,1015.2,0.0,66.56,100.0,11.0,1.7
35.0,Dartmoor,1016.3,W,Yes,63.68,55.04,SSW,58.0,No,54.14,1.8,2013-03-31,WSW,15.0,1015.4,4.8,64.4,100.0,6.0,3.6
41.0,Dartmoor,1017.5,NNW,No,66.2,54.32,WNW,62.0,No,51.620000000000005,3.0,2013-04-01,WNW,22.0,1018.9,0.2,68.72,99.0,9.0,4.2
39.0,Dartmoor,1020.4,NW,No,64.4,58.459999999999994,SW,67.0,Yes,54.32,1.2,2013-04-02,SSW,24.0,1019.2,0.4,66.56,100.0,9.0,4.2
33.0,Dartmoor,1026.6,SSW,Yes,63.32,55.04,S,47.0,No,51.8,2.6,2013-04-03,SE,19.0,1027.1,1.4,66.02,74.0,7.0,5.2
35.0,Dartmoor,1028.0,ESE,No,66.74000000000001,54.68,SSE,51.0,No,51.8,3.2,2013-04-04,SE,19.0,1029.7,0.0,68.36,86.0,9.0,8.1
31.0,Dartmoor,1025.4,E,No,75.38,55.4,ESE,49.0,No,48.2,1.8,2013-04-05,ESE,19.0,1028.7,0.0,76.64,82.0,15.0,9.2
37.0,Dartmoor,1019.3,,No,85.82,54.5,NW,27.0,No,50.18,4.0,2013-04-06,NNW,15.0,1022.8,0.0,86.72,100.0,0.0,9.7
30.0,Dartmoor,1021.7,SSW,No,70.52,59.36,SSW,55.0,No,50.9,6.2,2013-04-07,SSW,17.0,1022.9,0.0,72.86,100.0,6.0,9.6
31.0,Dartmoor,1025.1,SSE,No,67.82,62.059999999999995,SE,63.0,No,52.16,3.0,2013-04-08,SE,20.0,1026.8,0.0,71.06,80.0,15.0,4.4
28.0,Dartmoor,1023.5,,No,71.06,56.66,SE,56.0,No,43.519999999999996,2.4,2013-04-09,SW,19.0,1027.1,0.0,74.84,100.0,0.0,9.7
30.0,Dartmoor,1021.4,,No,76.46,49.46,SSW,32.0,No,38.839999999999996,3.4,2013-04-10,SSW,15.0,1024.3,0.2,77.72,100.0,0.0,9.5
24.0,Dartmoor,1023.7,ESE,No,65.84,60.980000000000004,ESE,72.0,No,49.28,3.0,2013-04-11,SE,19.0,1025.0,0.0,68.36,90.0,17.0,0.6
26.0,Dartmoor,1017.4,NE,No,81.5,55.4,NW,32.0,No,44.6,0.4,2013-04-12,NNW,13.0,1022.7,0.0,83.84,99.0,4.0,7.4
37.0,Dartmoor,1010.3,NW,No,66.92,65.48,WNW,80.0,Yes,55.22,4.6,2013-04-13,WNW,26.0,1012.8,0.0,69.8,69.0,6.0,2.1
28.0,Dartmoor,1010.9,,Yes,57.56,53.24,SSW,99.0,No,46.4,1.6,2013-04-14,SSW,19.0,1013.0,1.2,66.56,100.0,0.0,2.8
30.0,Dartmoor,1014.7,WSW,No,62.6,52.879999999999995,SSW,56.0,No,46.4,1.4,2013-04-15,SW,15.0,1015.1,0.2,64.94,100.0,6.0,1.4
22.0,Dartmoor,1017.9,,No,62.059999999999995,48.92,SSW,56.0,No,37.94,1.2,2013-04-16,S,11.0,1020.1,0.0,63.68,99.0,0.0,3.2
26.0,Dartmoor,1017.8,,No,63.5,48.379999999999995,SW,62.0,No,39.02,1.2,2013-04-17,SSW,17.0,1019.4,0.0,66.92,99.0,0.0,4.7
43.0,Dartmoor,1023.3,S,No,62.42,55.94,SSE,52.0,No,47.3,2.2,2013-04-18,S,20.0,1022.9,0.8,65.3,100.0,7.0,6.1
43.0,Dartmoor,1026.1,SSE,No,60.08,56.120000000000005,SSE,41.0,No,47.66,2.2,2013-04-19,ESE,26.0,1028.5,0.0,62.059999999999995,60.0,13.0,5.7
37.0,Dartmoor,1018.3,E,No,67.28,50.36,E,34.0,No,32.9,2.0,2013-04-20,E,9.0,1024.1,0.0,68.18,86.0,6.0,9.0
46.0,Dartmoor,1004.1,NNE,No,63.68,54.68,N,28.0,Yes,47.120000000000005,6.2,2013-04-21,N,26.0,1009.2,0.0,64.04,56.0,15.0,0.0
43.0,Dartmoor,1005.6,WNW,Yes,64.58,57.56,NW,76.0,Yes,49.82,1.0,2013-04-22,NW,11.0,1006.5,11.8,68.0,87.0,13.0,8.0
31.0,Dartmoor,1016.7,,Yes,60.440000000000005,52.34,WSW,56.0,No,46.58,2.2,2013-04-23,W,17.0,1016.5,11.6,61.7,100.0,0.0,1.7
22.0,Dartmoor,1018.5,NNW,No,61.88,55.58,NNW,76.0,Yes,49.28,0.8,2013-04-24,SSW,9.0,1019.0,0.0,64.04,99.0,7.0,6.9
44.0,Dartmoor,1018.8,NNW,Yes,65.48,54.32,WNW,63.0,No,46.22,1.0,2013-04-25,NW,30.0,1020.3,3.2,66.2,97.0,15.0,3.7
39.0,Dartmoor,1020.8,NNW,No,68.18,58.64,WNW,69.0,No,54.5,0.6,2013-04-26,WNW,22.0,1022.4,0.6,70.34,100.0,11.0,7.1
74.0,Dartmoor,1007.9,N,No,77.9,64.04,NW,29.0,No,56.48,3.0,2013-04-27,NNW,28.0,1014.2,0.0,80.24000000000001,67.0,22.0,5.9
35.0,Dartmoor,1017.0,NW,No,61.16,56.120000000000005,WNW,56.0,No,53.78,6.6,2013-04-28,WNW,17.0,1016.1,1.0,63.14,95.0,7.0,5.1
20.0,Dartmoor,1024.6,NE,No,59.540000000000006,46.94,SW,67.0,No,40.64,3.0,2013-04-29,SW,9.0,1024.3,0.0,62.959999999999994,100.0,2.0,5.3
17.0,Dartmoor,1023.0,,No,62.42,46.22,NW,55.0,No,36.68,0.8,2013-04-30,WNW,7.0,1026.2,0.0,65.12,100.0,0.0,3.1
41.0,Dartmoor,1024.4,WNW,No,58.82,53.42,SW,60.0,No,45.68,1.0,2013-05-01,SSW,20.0,1023.5,0.4,62.78,99.0,4.0,8.1
26.0,Dartmoor,1024.1,,No,63.5,40.1,NNE,41.0,No,31.82,2.8,2013-05-02,NNE,15.0,1029.4,0.6,64.4,100.0,0.0,9.7
52.0,Dartmoor,1014.1,N,No,67.1,56.120000000000005,N,36.0,Yes,40.28,4.2,2013-05-03,NNW,22.0,1018.3,0.0,67.46,45.0,22.0,1.1
33.0,Dartmoor,1026.5,,Yes,57.56,47.84,S,53.0,No,41.54,1.8,2013-05-04,SSE,17.0,1027.2,4.0,58.459999999999994,93.0,0.0,9.4
28.0,Dartmoor,1025.7,,No,57.74,48.379999999999995,SE,56.0,No,40.1,2.8,2013-05-05,SE,19.0,1028.4,0.0,60.980000000000004,90.0,0.0,5.5
28.0,Dartmoor,1022.5,ESE,No,59.36,46.94,E,58.0,No,36.32,2.2,2013-05-06,ENE,4.0,1026.0,0.0,59.9,99.0,6.0,3.3
35.0,Dartmoor,1020.4,ENE,No,71.96,50.72,NNE,33.0,No,46.04,0.4,2013-05-07,NNE,15.0,1023.4,0.0,72.68,85.0,9.0,8.8
35.0,Dartmoor,1021.9,NNE,No,76.82,60.8,N,33.0,No,50.72,4.4,2013-05-08,N,22.0,1024.8,0.2,77.72,60.0,19.0,6.8
37.0,Dartmoor,1024.4,N,No,81.32,63.86,N,30.0,No,58.28,4.6,2013-05-09,N,17.0,1026.6,0.0,82.22,59.0,11.0,9.6
35.0,Dartmoor,1023.7,N,No,75.56,63.5,NNW,36.0,No,62.24,5.6,2013-05-10,N,17.0,1027.1,0.0,78.98,58.0,13.0,5.2
52.0,Dartmoor,1017.8,N,No,77.0,64.94,N,31.0,Yes,61.519999999999996,8.0,2013-05-11,N,22.0,1022.9,0.0,77.9,48.0,13.0,4.9
39.0,Dartmoor,1013.3,N,Yes,57.379999999999995,57.56,NW,99.0,Yes,56.66,4.0,2013-05-12,WNW,11.0,1015.8,6.4,64.58,100.0,15.0,3.1
37.0,Dartmoor,1012.7,N,Yes,53.96,49.1,SW,75.0,Yes,46.4,1.6,2013-05-13,W,20.0,1013.5,22.4,56.66,100.0,7.0,2.9
52.0,Dartmoor,1008.9,NW,Yes,49.82,46.58,W,94.0,Yes,43.519999999999996,0.8,2013-05-14,WNW,19.0,1010.8,13.0,56.66,99.0,15.0,1.9
63.0,Dartmoor,1005.9,NW,Yes,54.32,51.8,W,96.0,Yes,46.58,0.6,2013-05-15,WSW,20.0,1006.3,16.8,57.02,99.0,19.0,6.1
37.0,Dartmoor,1012.5,W,Yes,59.36,53.24,SSW,66.0,No,47.120000000000005,0.8,2013-05-16,SW,24.0,1011.8,16.4,60.8,99.0,7.0,7.9
28.0,Dartmoor,1017.6,,No,56.120000000000005,50.18,S,82.0,Yes,46.04,2.2,2013-05-17,SSW,15.0,1018.7,0.4,58.1,100.0,0.0,5.4
15.0,Dartmoor,1018.2,,Yes,56.66,49.1,NW,73.0,Yes,46.22,0.8,2013-05-18,,0.0,1020.0,1.2,58.459999999999994,100.0,0.0,2.9
28.0,Dartmoor,1015.3,NNE,Yes,58.82,43.7,N,74.0,Yes,39.56,0.6,2013-05-19,N,11.0,1019.3,6.2,62.059999999999995,100.0,2.0,4.5
31.0,Dartmoor,1014.7,NNW,Yes,59.36,50.72,WSW,66.0,Yes,43.7,1.2,2013-05-20,WSW,19.0,1016.0,17.8,61.16,100.0,9.0,7.0
19.0,Dartmoor,1014.8,,Yes,55.22,42.980000000000004,ENE,70.0,No,36.14,0.8,2013-05-21,ENE,6.0,1017.8,1.8,56.66,100.0,0.0,2.7
19.0,Dartmoor,1011.2,ENE,No,56.120000000000005,49.46,SE,87.0,No,42.44,0.4,2013-05-22,SE,9.0,1011.7,0.2,57.2,95.0,4.0,0.0
24.0,Dartmoor,1022.3,,No,60.980000000000004,43.7,SE,59.0,No,36.86,0.2,2013-05-23,ESE,15.0,1022.6,0.0,61.88,100.0,0.0,9.2
31.0,Dartmoor,1025.5,,No,57.74,44.78,SW,75.0,No,37.94,0.8,2013-05-24,W,13.0,1026.4,0.0,60.26,100.0,0.0,4.3
35.0,Dartmoor,1026.0,NW,No,59.9,52.52,W,76.0,No,44.78,2.2,2013-05-25,WSW,15.0,1026.8,0.0,62.059999999999995,100.0,11.0,6.7
26.0,Dartmoor,1028.6,NW,No,57.56,53.96,SSW,91.0,No,45.32,0.2,2013-05-26,W,9.0,1029.8,0.0,60.8,95.0,7.0,0.8
15.0,Dartmoor,1028.6,,No,57.92,50.72,NNE,73.0,No,48.379999999999995,1.4,2013-05-27,ENE,9.0,1031.4,0.0,59.540000000000006,100.0,0.0,1.1
22.0,Dartmoor,1024.6,,No,57.2,41.0,NNW,66.0,No,37.4,1.0,2013-05-28,N,9.0,1028.2,0.0,59.540000000000006,100.0,0.0,3.5
28.0,Dartmoor,1019.4,NNE,No,60.440000000000005,50.18,NNE,69.0,No,39.74,0.6,2013-05-29,N,9.0,1022.5,0.0,61.34,85.0,9.0,0.3
31.0,Dartmoor,1017.6,NNE,No,64.58,54.5,N,70.0,No,49.46,1.6,2013-05-30,N,17.0,1019.9,0.0,66.02,85.0,7.0,3.1
37.0,Dartmoor,1016.4,N,No,58.64,55.94,N,99.0,No,54.5,0.0,2013-05-31,N,9.0,1020.1,0.0,58.82,99.0,13.0,0.0
33.0,Dartmoor,1012.6,,No,60.8,54.14,SSE,81.0,No,51.98,1.4,2013-06-01,SSE,20.0,1013.8,0.0,61.34,100.0,0.0,0.9
28.0,Dartmoor,1022.5,SW,No,56.66,54.5,SW,92.0,No,48.379999999999995,0.0,2013-06-02,SSW,9.0,1021.5,0.0,58.459999999999994,86.0,7.0,4.7
22.0,Dartmoor,1025.8,NW,No,56.66,49.28,SW,99.0,No,46.58,0.8,2013-06-03,SW,9.0,1027.0,0.0,58.82,100.0,6.0,3.6
20.0,Dartmoor,1024.0,N,No,57.74,52.879999999999995,NNW,83.0,No,49.28,0.2,2013-06-04,N,7.0,1026.8,0.2,59.0,100.0,7.0,0.0
35.0,Dartmoor,1016.5,N,No,54.5,51.08,N,86.0,No,49.46,1.0,2013-06-05,N,17.0,1021.0,0.0,54.86,93.0,13.0,0.0
,Dartmoor,1011.0,N,No,58.459999999999994,53.6,,84.0,Yes,48.56,1.0,2013-06-06,NNW,26.0,1013.5,0.0,59.0,91.0,22.0,0.4
28.0,Dartmoor,1024.0,,Yes,53.06,48.2,SW,74.0,No,46.4,1.8,2013-06-07,SW,17.0,1021.6,13.0,57.02,94.0,0.0,7.0
37.0,Dartmoor,1026.5,N,No,54.86,47.3,NNW,70.0,No,41.0,3.2,2013-06-08,N,17.0,1029.3,1.0,55.76,87.0,13.0,0.7
30.0,Dartmoor,1020.3,N,No,58.82,51.44,N,63.0,No,47.3,1.0,2013-06-09,NNW,13.0,1024.4,0.0,59.36,74.0,13.0,3.6
37.0,Dartmoor,1014.2,N,No,56.84,50.9,NW,94.0,Yes,48.02,2.2,2013-06-10,NW,13.0,1015.6,0.0,62.6,77.0,17.0,3.5
22.0,Dartmoor,1014.9,,Yes,60.08,52.52,SSE,84.0,Yes,50.72,0.6,2013-06-11,SE,7.0,1017.4,1.4,60.980000000000004,100.0,0.0,2.2
24.0,Dartmoor,1011.2,SE,Yes,56.120000000000005,53.96,SSE,86.0,Yes,51.26,0.4,2013-06-12,SSE,13.0,1013.0,5.6,56.48,100.0,9.0,0.0
