Wind.Speed.3.pm,Max.Temp.C,Humidity.3.pm,Rain.Tomorrow,Pressure.9.am,Date,Wind.Gust.Dir,Temp.9.am.C,Wind.Speed.9.am,Wind.Dir.9.am,Wind.Dir.3.pm,Rainfall,Sunshine,Min.Temp.C,Rain.Today,Wind.Gust.Speed,Location,Humidity.9.am,Pressure.3.pm,Cloud.9.am,Temp.3.pm.C,Evaporation,Cloud.3.pm
7.0,25.7,25.0,No,1025.9,2013-05-12,E,17.5,20.0,ENE,NE,0.0,9.1,10.4,No,30.0,Moree,48.0,1021.2,0.0,25.2,3.8,3.0
17.0,23.5,44.0,Yes,1020.7,2013-05-13,NNE,18.3,20.0,NNE,N,0.0,2.0,13.4,No,33.0,Moree,59.0,1015.5,7.0,22.4,4.0,7.0
24.0,19.1,54.0,No,1015.1,2013-05-14,WSW,16.6,9.0,SSW,SW,7.0,4.7,14.4,Yes,35.0,Moree,78.0,1013.4,3.0,18.6,3.2,4.0
15.0,18.5,34.0,No,1017.4,2013-05-15,W,11.6,7.0,NE,W,0.0,7.3,3.6,No,26.0,Moree,78.0,1014.1,1.0,18.1,3.2,4.0
20.0,21.2,37.0,No,1016.5,2013-05-16,NW,13.7,9.0,N,W,0.0,9.1,8.0,No,30.0,Moree,64.0,1012.6,2.0,18.8,2.6,3.0
26.0,19.6,35.0,No,1018.4,2013-05-17,WSW,13.4,13.0,SW,SW,0.0,10.2,6.3,No,48.0,Moree,76.0,1015.5,1.0,18.3,3.6,6.0
28.0,18.6,31.0,No,1019.0,2013-05-18,WSW,11.2,6.0,NNE,SW,0.0,8.2,2.7,No,43.0,Moree,65.0,1016.0,2.0,16.7,3.8,6.0
22.0,18.2,30.0,No,1021.2,2013-05-19,SW,12.8,13.0,WSW,SW,0.0,9.9,4.6,No,37.0,Moree,52.0,1017.7,5.0,17.4,3.2,1.0
22.0,18.6,26.0,No,1021.5,2013-05-20,SSW,9.7,7.0,NW,SSW,0.0,9.8,3.2,No,39.0,Moree,64.0,1017.6,6.0,18.3,5.4,1.0
7.0,18.2,38.0,No,1020.6,2013-05-21,ENE,11.5,11.0,NE,WSW,0.0,0.4,3.9,No,17.0,Moree,54.0,1017.0,7.0,17.7,3.6,7.0
20.0,12.3,87.0,Yes,1014.9,2013-05-22,NNE,11.7,9.0,NNE,NNE,0.2,0.0,10.9,No,61.0,Moree,84.0,1007.8,8.0,11.8,1.4,8.0
9.0,15.6,66.0,Yes,1011.8,2013-05-23,WNW,11.4,13.0,SW,WSW,16.2,1.7,10.1,Yes,19.0,Moree,94.0,1010.4,7.0,15.3,1.4,7.0
33.0,19.6,51.0,No,1014.7,2013-05-24,S,12.6,22.0,SSW,SSW,11.2,7.7,10.2,Yes,56.0,Moree,89.0,1014.5,7.0,17.9,0.6,5.0
11.0,21.0,39.0,No,1022.6,2013-05-25,SSW,11.9,19.0,SSW,SSW,0.0,9.8,6.1,No,31.0,Moree,81.0,1021.0,0.0,20.0,4.0,3.0
15.0,20.8,29.0,No,1026.8,2013-05-26,SW,12.1,0.0,,SW,0.0,10.0,3.2,No,26.0,Moree,75.0,1023.4,0.0,20.7,3.4,0.0
6.0,22.1,28.0,No,1027.1,2013-05-27,E,11.1,17.0,ENE,NNW,0.0,9.9,3.0,No,26.0,Moree,62.0,1024.6,1.0,21.1,3.2,6.0
13.0,23.4,40.0,No,1030.1,2013-05-28,E,14.2,9.0,ENE,E,0.0,8.8,7.2,No,31.0,Moree,61.0,1026.4,1.0,21.5,2.0,6.0
15.0,23.8,32.0,No,1030.5,2013-05-29,NE,16.2,17.0,E,E,0.0,8.2,10.6,No,39.0,Moree,62.0,1026.5,5.0,23.4,4.0,1.0
17.0,24.1,36.0,No,1029.4,2013-05-30,NE,16.3,22.0,E,NE,0.0,10.0,9.2,No,43.0,Moree,63.0,1025.5,1.0,22.9,4.0,3.0
19.0,24.8,35.0,No,1028.6,2013-05-31,NNE,16.6,22.0,E,NNE,0.0,9.7,10.0,No,31.0,Moree,66.0,1023.3,3.0,23.5,3.8,5.0
15.0,21.0,45.0,Yes,1023.9,2013-06-01,NNE,15.3,15.0,NE,N,0.0,0.9,10.8,No,37.0,Moree,74.0,1017.6,7.0,20.7,4.0,8.0
28.0,17.0,84.0,Yes,1013.9,2013-06-02,WSW,13.4,17.0,W,W,5.8,3.4,13.4,Yes,52.0,Moree,97.0,1012.0,8.0,15.5,4.4,7.0
28.0,17.8,46.0,No,1021.1,2013-06-03,SSW,10.4,15.0,SW,SSW,5.8,9.7,5.7,Yes,41.0,Moree,83.0,1020.0,1.0,17.0,2.2,1.0
4.0,20.4,28.0,No,1025.5,2013-06-04,SW,9.3,9.0,ENE,ESE,0.0,9.9,0.8,No,19.0,Moree,78.0,1023.2,1.0,19.4,3.2,5.0
13.0,21.3,42.0,No,1027.0,2013-06-05,ENE,10.8,17.0,E,N,0.0,3.4,5.4,No,26.0,Moree,81.0,1023.5,7.0,20.8,2.2,7.0
11.0,22.1,58.0,No,1026.1,2013-06-06,N,15.4,19.0,NE,N,0.0,1.9,10.8,No,33.0,Moree,82.0,1022.5,7.0,21.2,2.2,7.0
9.0,22.4,54.0,No,1025.4,2013-06-07,N,16.6,17.0,N,W,0.0,1.8,14.3,No,28.0,Moree,75.0,1022.5,7.0,21.4,1.6,7.0
20.0,24.6,42.0,No,1026.9,2013-06-08,E,14.9,7.0,ESE,NW,0.0,6.8,11.8,No,30.0,Moree,88.0,1024.0,6.0,24.2,2.6,5.0
15.0,22.2,53.0,No,1026.6,2013-06-09,NNE,15.3,13.0,ENE,ENE,0.0,1.6,11.1,No,31.0,Moree,74.0,1023.2,6.0,20.8,3.0,7.0
19.0,17.1,82.0,No,1023.4,2013-06-10,NE,14.7,13.0,NE,ENE,0.4,0.0,14.1,No,30.0,Moree,92.0,1020.5,7.0,16.7,1.0,7.0
11.0,22.6,59.0,No,1021.0,2013-06-11,E,15.2,11.0,ENE,E,0.4,9.6,9.4,No,31.0,Moree,87.0,1017.1,1.0,21.1,0.6,3.0
9.0,23.2,97.0,Yes,1015.1,2013-06-12,N,18.5,30.0,N,SSW,0.0,4.1,12.9,No,52.0,Moree,81.0,1011.5,5.0,15.7,2.4,8.0
17.0,17.2,65.0,No,1012.8,2013-06-13,NNW,14.6,17.0,NW,WNW,15.6,5.4,13.2,Yes,30.0,Moree,86.0,1010.5,3.0,16.4,4.0,7.0
19.0,15.8,56.0,No,1013.4,2013-06-14,WSW,11.6,13.0,WNW,WSW,0.0,4.5,8.4,No,37.0,Moree,79.0,1011.2,6.0,14.5,3.0,7.0
17.0,15.0,63.0,No,1015.2,2013-06-15,WSW,11.6,24.0,WSW,WSW,0.0,5.5,9.6,No,35.0,Moree,86.0,1014.6,8.0,13.9,3.8,6.0
20.0,15.8,39.0,No,1017.5,2013-06-16,W,7.4,9.0,WSW,W,0.0,7.4,2.9,No,31.0,Moree,99.0,1013.6,8.0,15.6,2.6,1.0
19.0,15.6,38.0,No,1014.4,2013-06-17,WSW,8.1,0.0,,WSW,0.0,9.2,1.2,No,41.0,Moree,84.0,1011.3,4.0,14.8,2.4,2.0
22.0,14.8,41.0,No,1016.9,2013-06-18,SW,7.4,4.0,W,SW,0.0,10.0,1.1,No,33.0,Moree,84.0,1014.6,1.0,14.4,2.0,2.0
20.0,16.6,44.0,No,1021.7,2013-06-19,SSW,6.4,11.0,S,S,0.0,8.9,-0.1,No,30.0,Moree,82.0,1018.7,1.0,16.0,2.4,5.0
2.0,15.5,44.0,No,1022.1,2013-06-20,SE,9.9,0.0,,NNW,0.0,0.1,6.3,No,20.0,Moree,75.0,1018.9,7.0,15.1,2.6,7.0
17.0,18.0,46.0,No,1019.9,2013-06-21,W,11.1,11.0,ENE,SSW,0.0,6.2,8.0,No,26.0,Moree,78.0,1017.1,6.0,16.1,2.6,5.0
11.0,18.4,38.0,No,1023.0,2013-06-22,E,9.1,9.0,E,SSE,0.0,9.9,2.3,No,15.0,Moree,87.0,1020.9,1.0,18.0,3.6,5.0
6.0,18.3,39.0,No,1026.0,2013-06-23,ENE,9.8,17.0,E,E,0.0,7.2,2.6,No,26.0,Moree,71.0,1023.0,4.0,16.9,3.0,6.0
22.0,17.5,27.0,No,1023.7,2013-06-24,WSW,9.1,7.0,NE,WSW,0.0,8.8,1.7,No,31.0,Moree,76.0,1019.8,1.0,15.9,1.2,6.0
19.0,10.5,91.0,Yes,1018.0,2013-06-25,WNW,6.9,15.0,NW,W,0.0,0.7,0.9,No,31.0,Moree,77.0,1016.0,7.0,10.2,2.6,8.0
15.0,16.7,57.0,No,1020.2,2013-06-26,WSW,4.5,9.0,NE,WSW,1.4,9.3,0.4,Yes,24.0,Moree,97.0,1016.8,6.0,16.2,0.4,1.0
15.0,15.9,86.0,Yes,1019.9,2013-06-27,ENE,11.7,13.0,ENE,ESE,0.0,1.4,4.4,No,30.0,Moree,89.0,1017.1,7.0,15.5,1.2,7.0
6.0,21.0,51.0,No,1021.1,2013-06-28,ENE,14.5,13.0,E,W,1.2,7.3,9.6,Yes,30.0,Moree,81.0,1018.5,3.0,19.5,4.2,6.0
0.0,17.5,71.0,Yes,1023.2,2013-06-29,ENE,12.7,13.0,NW,,0.0,1.4,9.9,No,22.0,Moree,94.0,1020.6,8.0,17.4,3.2,8.0
19.0,18.4,55.0,No,1022.4,2013-06-30,S,8.3,6.0,S,SSW,1.2,5.0,6.0,Yes,37.0,Moree,100.0,1019.8,7.0,18.1,0.6,2.0
30.0,19.7,51.0,No,1020.9,2013-07-01,S,12.4,19.0,SSW,SSW,0.2,9.7,6.5,No,46.0,Moree,80.0,1017.9,1.0,19.3,1.4,1.0
28.0,20.8,46.0,No,1021.9,2013-07-02,SSW,12.0,17.0,SSW,SW,0.0,9.9,5.9,No,37.0,Moree,88.0,1019.3,0.0,19.8,3.6,1.0
7.0,21.7,41.0,No,1024.1,2013-07-03,E,11.8,17.0,E,N,0.0,10.0,2.2,No,26.0,Moree,76.0,1021.7,0.0,21.3,3.6,0.0
17.0,23.1,42.0,No,1022.0,2013-07-04,NNE,14.5,13.0,NE,N,0.0,8.4,6.7,No,39.0,Moree,77.0,1016.4,1.0,21.8,1.8,4.0
15.0,21.9,24.0,No,1017.2,2013-07-05,WSW,15.8,9.0,N,SW,0.0,7.6,13.8,No,39.0,Moree,73.0,1015.7,7.0,21.4,4.0,2.0
13.0,18.8,35.0,No,1023.0,2013-07-06,WSW,10.8,0.0,,WSW,0.0,9.9,4.3,No,28.0,Moree,68.0,1021.4,0.0,18.5,4.0,1.0
11.0,17.2,24.0,No,1028.5,2013-07-07,SSW,8.4,9.0,ESE,SSW,0.0,10.1,-0.2,No,30.0,Moree,61.0,1026.0,0.0,17.1,3.4,0.0
15.0,17.3,27.0,No,1031.8,2013-07-08,SSW,7.3,9.0,E,SSW,0.0,10.1,-1.3,No,24.0,Moree,68.0,1029.0,0.0,16.8,2.2,0.0
13.0,19.1,38.0,No,1031.4,2013-07-09,E,9.9,15.0,E,ENE,0.0,8.6,0.6,No,33.0,Moree,68.0,1027.6,5.0,17.3,2.6,6.0
7.0,19.8,50.0,No,1030.6,2013-07-10,E,13.2,15.0,NE,ENE,0.0,1.0,8.7,No,30.0,Moree,61.0,1028.2,7.0,19.2,3.0,7.0
6.0,21.1,44.0,No,1032.7,2013-07-11,E,13.4,15.0,E,E,0.0,10.1,7.5,No,30.0,Moree,71.0,1029.4,1.0,20.2,1.8,2.0
0.0,21.3,38.0,No,1031.1,2013-07-12,E,14.4,11.0,ENE,,0.0,9.3,8.5,No,24.0,Moree,65.0,1027.2,4.0,20.8,3.8,3.0
4.0,21.6,42.0,No,1028.7,2013-07-13,ENE,12.8,13.0,E,E,0.0,10.0,5.7,No,31.0,Moree,76.0,1025.2,0.0,21.0,2.4,3.0
15.0,20.9,36.0,No,1027.8,2013-07-14,NE,13.4,13.0,ENE,N,0.0,8.0,6.5,No,28.0,Moree,67.0,1025.0,4.0,20.0,2.6,6.0
13.0,20.7,53.0,Yes,1026.4,2013-07-15,N,13.6,15.0,NE,N,0.0,1.7,11.1,No,35.0,Moree,75.0,1022.9,7.0,19.8,2.6,7.0
17.0,22.5,47.0,No,1025.9,2013-07-16,NNE,15.4,20.0,NE,NNE,1.6,7.7,12.1,Yes,37.0,Moree,84.0,1022.9,6.0,21.6,2.2,3.0
19.0,22.6,46.0,No,1025.8,2013-07-17,NE,15.5,17.0,NE,NE,0.0,9.9,8.2,No,31.0,Moree,77.0,1021.4,1.0,22.2,3.2,2.0
28.0,22.4,45.0,No,1024.6,2013-07-18,NNE,15.4,19.0,NNE,NE,0.0,8.7,8.9,No,41.0,Moree,75.0,1019.7,6.0,21.6,3.0,7.0
9.0,23.0,95.0,Yes,1019.6,2013-07-19,NNE,16.6,30.0,NNE,WNW,0.0,5.3,12.5,No,52.0,Moree,75.0,1015.9,3.0,16.7,4.0,8.0
20.0,18.1,55.0,Yes,1014.8,2013-07-20,NNE,14.5,24.0,NW,W,22.0,0.7,13.1,Yes,35.0,Moree,97.0,1012.5,8.0,17.5,4.0,6.0
9.0,15.6,42.0,No,1020.5,2013-07-21,WSW,9.4,4.0,ENE,W,3.2,8.1,3.1,Yes,26.0,Moree,83.0,1018.0,1.0,14.9,0.6,5.0
15.0,17.2,41.0,No,1023.1,2013-07-22,WNW,10.3,15.0,NE,WNW,0.0,9.1,5.3,No,31.0,Moree,74.0,1020.8,4.0,16.1,2.8,5.0
22.0,15.3,45.0,No,1025.1,2013-07-23,WSW,8.2,0.0,,W,0.0,9.1,0.5,No,37.0,Moree,70.0,1022.5,1.0,14.2,1.8,5.0
20.0,16.8,45.0,No,1026.9,2013-07-24,SSW,7.3,20.0,SW,SW,0.0,9.2,2.4,No,31.0,Moree,93.0,1024.6,1.0,16.4,2.0,1.0
7.0,19.9,36.0,No,1028.5,2013-07-25,E,10.0,9.0,ESE,SSW,0.0,10.3,4.1,No,24.0,Moree,75.0,1025.6,1.0,18.6,3.0,1.0
11.0,19.6,41.0,No,1028.8,2013-07-26,W,11.1,9.0,E,WSW,0.0,10.1,3.9,No,20.0,Moree,79.0,1025.7,5.0,18.9,3.6,1.0
7.0,20.9,34.0,No,1029.6,2013-07-27,E,11.0,13.0,E,NNE,0.0,10.2,2.1,No,28.0,Moree,68.0,1026.2,0.0,20.2,1.8,0.0
22.0,21.0,36.0,No,1029.8,2013-07-28,N,13.0,17.0,E,NE,0.0,10.4,6.2,No,41.0,Moree,71.0,1025.8,1.0,20.7,2.0,3.0
17.0,19.6,49.0,No,1026.6,2013-07-29,NNE,15.3,20.0,E,NE,0.0,5.5,6.5,No,35.0,Moree,69.0,1022.7,5.0,18.6,3.8,7.0
19.0,20.4,45.0,No,1021.1,2013-07-30,SSW,14.7,15.0,E,SW,0.0,7.7,7.4,No,35.0,Moree,71.0,1017.8,6.0,19.6,2.6,5.0
17.0,21.3,35.0,No,1021.0,2013-07-31,S,14.6,17.0,ESE,SSW,0.0,10.0,4.8,No,33.0,Moree,65.0,1017.9,0.0,20.8,3.6,5.0
0.0,21.5,41.0,No,1021.5,2013-08-01,E,13.5,9.0,E,,0.0,10.3,4.4,No,20.0,Moree,71.0,1018.0,0.0,20.4,3.4,5.0
17.0,21.7,31.0,No,1019.8,2013-08-02,NW,15.4,19.0,NNE,WNW,0.0,9.8,7.3,No,31.0,Moree,71.0,1016.3,5.0,20.7,3.0,6.0
24.0,19.8,28.0,No,1020.9,2013-08-03,WSW,10.9,0.0,,WSW,0.0,10.3,1.9,No,37.0,Moree,60.0,1017.1,1.0,19.3,3.4,2.0
19.0,19.1,34.0,No,1020.0,2013-08-04,W,10.6,7.0,NNE,SW,0.0,10.3,1.9,No,37.0,Moree,63.0,1017.2,1.0,18.6,3.8,2.0
15.0,20.3,39.0,No,1021.8,2013-08-05,WSW,12.5,7.0,ENE,WSW,0.0,10.4,3.8,No,30.0,Moree,63.0,1018.1,1.0,19.2,2.6,2.0
9.0,22.2,26.0,No,1020.7,2013-08-06,NNW,11.4,15.0,NE,WNW,0.0,10.3,2.3,No,28.0,Moree,69.0,1015.3,4.0,21.7,2.4,1.0
22.0,24.7,17.0,No,1016.1,2013-08-07,NNW,12.9,15.0,NNE,NNW,0.0,7.8,4.3,No,33.0,Moree,54.0,1011.2,2.0,23.0,3.4,4.0
41.0,16.3,28.0,No,1015.8,2013-08-08,SW,10.8,30.0,SW,SW,0.0,10.6,7.3,No,57.0,Moree,62.0,1013.1,2.0,15.9,5.0,1.0
17.0,18.5,30.0,No,1020.7,2013-08-09,WSW,9.5,11.0,S,SW,0.0,10.1,1.3,No,31.0,Moree,70.0,1017.3,0.0,18.1,6.2,1.0
13.0,22.5,20.0,No,1020.3,2013-08-10,WSW,10.9,11.0,ENE,SSW,0.0,10.6,2.6,No,31.0,Moree,62.0,1017.6,2.0,22.1,2.6,1.0
9.0,25.5,22.0,No,1019.7,2013-08-11,ENE,15.7,13.0,ENE,NW,0.0,10.2,7.0,No,24.0,Moree,44.0,1015.5,2.0,25.0,4.4,2.0
28.0,28.7,9.0,No,1013.2,2013-08-12,SW,17.8,19.0,N,WNW,0.0,8.1,11.8,No,65.0,Moree,40.0,1008.1,1.0,27.9,4.6,6.0
15.0,21.6,8.0,No,1018.9,2013-08-13,SSW,12.4,7.0,S,SSW,0.0,10.7,4.3,No,28.0,Moree,66.0,1016.6,0.0,20.9,7.4,1.0
9.0,23.1,26.0,No,1017.8,2013-08-14,ENE,12.4,15.0,ENE,SSW,0.0,5.8,2.2,No,28.0,Moree,36.0,1012.4,7.0,21.9,5.4,7.0
28.0,18.7,18.0,No,1022.1,2013-08-15,SSW,11.3,31.0,SSW,SSW,0.0,10.7,5.4,No,52.0,Moree,56.0,1019.9,1.0,18.0,2.4,
26.0,22.5,16.0,No,1023.5,2013-08-16,NNE,11.9,20.0,ENE,NE,0.0,10.3,0.8,No,44.0,Moree,34.0,1017.1,0.0,21.3,6.4,2.0
17.0,16.8,91.0,Yes,1016.6,2013-08-17,,13.5,20.0,NE,NNE,1.0,1.2,11.8,No,,Moree,88.0,1013.7,8.0,15.4,5.8,7.0
4.0,20.2,25.0,No,1021.1,2013-08-18,ESE,10.9,7.0,E,SW,3.8,8.1,5.8,Yes,19.0,Moree,99.0,1017.3,,19.8,3.0,0.0
24.0,22.5,14.0,No,1017.8,2013-08-19,WNW,11.4,9.0,N,W,0.0,10.7,2.4,No,39.0,Moree,67.0,1012.3,5.0,22.2,3.0,1.0
28.0,15.0,24.0,No,1019.2,2013-08-20,SW,9.2,19.0,SSW,SW,0.0,11.0,2.1,No,48.0,Moree,55.0,1016.3,1.0,14.3,5.2,1.0
20.0,15.9,23.0,No,1020.3,2013-08-21,SSW,7.9,13.0,SSW,SW,0.0,10.9,-1.1,No,39.0,Moree,53.0,1016.4,1.0,15.3,5.0,1.0
15.0,18.1,25.0,No,1019.3,2013-08-22,,8.4,13.0,NE,WSW,0.0,10.3,-0.5,No,,Moree,59.0,1015.7,7.0,16.8,4.0,4.0
28.0,20.9,24.0,No,1019.3,2013-08-23,W,11.7,4.0,WNW,WSW,0.0,10.9,0.0,No,43.0,Moree,43.0,1016.4,1.0,20.7,3.8,5.0
24.0,21.5,34.0,No,1023.6,2013-08-24,WSW,13.7,13.0,SSW,SW,0.0,11.1,3.3,No,39.0,Moree,58.0,1021.2,1.0,20.9,4.0,3.0
9.0,23.4,29.0,No,1026.4,2013-08-25,NE,14.7,20.0,NE,W,0.0,11.1,4.0,No,30.0,Moree,59.0,1022.6,0.0,22.7,4.6,1.0
11.0,24.3,16.0,No,1025.8,2013-08-26,W,15.4,17.0,NE,W,0.0,11.2,3.7,No,30.0,Moree,57.0,1021.4,0.0,23.6,4.0,1.0
7.0,25.4,19.0,No,1023.0,2013-08-27,WSW,16.5,15.0,NE,SW,0.0,11.0,5.9,No,30.0,Moree,37.0,1019.0,1.0,24.7,4.4,0.0
9.0,27.0,18.0,No,1021.9,2013-08-28,ENE,18.3,15.0,ENE,S,0.0,11.1,7.3,No,30.0,Moree,37.0,1018.2,0.0,26.4,5.2,1.0
17.0,27.9,25.0,No,1022.9,2013-08-29,NNE,18.3,30.0,NE,NNE,0.0,10.7,9.7,No,46.0,Moree,49.0,1017.3,1.0,27.5,5.8,2.0
22.0,29.2,22.0,No,1021.3,2013-08-30,NNE,19.4,35.0,N,NW,0.0,10.5,15.4,No,50.0,Moree,62.0,1015.8,3.0,28.9,7.8,1.0
28.0,27.0,22.0,No,1023.0,2013-08-31,S,17.2,13.0,ESE,SSW,0.0,6.1,9.0,No,46.0,Moree,65.0,1021.9,7.0,24.5,7.8,6.0
17.0,29.0,19.0,No,1025.7,2013-09-01,S,19.7,9.0,NNE,S,0.0,10.9,9.9,No,37.0,Moree,50.0,1022.6,5.0,28.5,4.0,3.0
7.0,26.2,21.0,No,1029.6,2013-09-02,ENE,18.0,19.0,E,WSW,0.0,11.2,8.6,No,35.0,Moree,48.0,1025.9,1.0,25.7,6.8,1.0
6.0,25.6,29.0,No,1031.3,2013-09-03,NNE,18.6,17.0,E,S,0.0,11.2,9.8,No,31.0,Moree,51.0,1027.6,0.0,24.9,4.8,1.0
9.0,24.6,30.0,No,1032.7,2013-09-04,NE,17.7,13.0,E,S,0.0,10.9,7.7,No,26.0,Moree,48.0,1027.5,0.0,23.7,5.0,1.0
0.0,25.0,27.0,No,1031.5,2013-09-05,NNE,16.6,17.0,NNE,,0.0,10.9,8.0,No,30.0,Moree,56.0,1026.0,0.0,24.3,4.8,1.0
4.0,27.9,20.0,No,1029.2,2013-09-06,NE,18.3,17.0,NNE,W,0.0,10.9,7.9,No,26.0,Moree,48.0,1024.3,1.0,26.9,4.4,3.0
2.0,29.5,17.0,No,1027.1,2013-09-07,NE,19.6,19.0,NNE,W,0.0,11.0,8.3,No,28.0,Moree,39.0,1022.1,3.0,28.8,5.6,5.0
2.0,30.7,14.0,No,1025.2,2013-09-08,NE,19.4,19.0,NNE,W,0.0,10.0,9.2,No,30.0,Moree,42.0,1019.9,6.0,29.7,6.2,5.0
19.0,29.1,23.0,No,1021.7,2013-09-09,NNE,21.2,26.0,NNE,N,0.0,11.0,10.5,No,33.0,Moree,38.0,1016.3,1.0,28.3,5.2,1.0
20.0,29.5,15.0,No,1014.9,2013-09-10,NNW,20.5,24.0,N,NW,0.0,11.0,13.2,No,41.0,Moree,52.0,1008.8,1.0,28.8,7.6,3.0
17.0,26.9,7.0,No,1014.2,2013-09-11,WSW,19.6,11.0,SSW,W,0.0,11.2,9.8,No,31.0,Moree,43.0,1011.2,1.0,26.2,8.6,1.0
19.0,27.1,10.0,No,1016.5,2013-09-12,SW,18.5,7.0,NE,WSW,0.0,11.0,5.5,No,31.0,Moree,31.0,1011.6,1.0,26.6,6.8,1.0
11.0,29.7,19.0,No,1016.3,2013-09-13,NE,22.4,19.0,ENE,NNE,0.0,10.2,9.7,No,56.0,Moree,26.0,1011.2,0.0,29.0,5.2,3.0
28.0,27.3,14.0,No,1014.4,2013-09-14,W,21.7,20.0,N,WSW,0.4,11.2,14.9,No,46.0,Moree,58.0,1011.0,1.0,27.0,8.2,0.0
20.0,27.4,15.0,No,1017.4,2013-09-15,S,20.7,0.0,,WSW,0.0,10.1,6.4,No,31.0,Moree,35.0,1013.6,0.0,26.9,7.2,3.0
28.0,18.8,89.0,Yes,1014.2,2013-09-16,NW,16.0,17.0,NE,NE,1.0,0.0,15.8,No,76.0,Moree,93.0,1008.2,8.0,17.5,7.6,8.0
33.0,22.7,39.0,No,1007.6,2013-09-17,WNW,18.5,17.0,WNW,W,23.6,10.4,9.9,Yes,50.0,Moree,62.0,1004.7,1.0,21.6,3.8,5.0
20.0,26.0,22.0,No,1009.8,2013-09-18,WNW,17.7,11.0,N,WNW,0.0,11.0,7.7,No,39.0,Moree,58.0,1006.6,1.0,25.2,4.8,1.0
26.0,25.0,20.0,No,1010.2,2013-09-19,W,18.7,7.0,SW,W,0.0,11.5,8.5,No,48.0,Moree,54.0,1007.5,0.0,24.4,7.0,0.0
26.0,24.5,17.0,No,1014.6,2013-09-20,W,18.3,7.0,WNW,WSW,0.0,11.4,6.1,No,54.0,Moree,39.0,1010.7,0.0,24.1,7.2,0.0
17.0,22.8,20.0,No,1016.6,2013-09-21,SW,16.6,17.0,SSE,SW,0.0,11.4,5.2,No,31.0,Moree,35.0,1012.3,0.0,22.5,,0.0
11.0,26.1,17.0,No,1016.4,2013-09-22,WSW,17.3,13.0,E,WSW,0.0,11.4,4.3,No,31.0,Moree,40.0,1012.3,1.0,25.1,4.6,0.0
13.0,30.9,8.0,No,1015.6,2013-09-23,N,19.8,19.0,NNE,N,0.0,11.3,7.2,No,33.0,Moree,33.0,1010.2,0.0,30.5,7.0,1.0
28.0,34.0,8.0,No,1009.5,2013-09-24,NW,23.3,28.0,N,W,0.0,10.5,16.5,No,56.0,Moree,38.0,1005.7,1.0,32.9,8.8,1.0
6.0,34.4,9.0,No,1011.9,2013-09-25,NE,26.2,22.0,ENE,WNW,0.0,11.2,12.3,No,35.0,Moree,22.0,1008.4,0.0,33.9,10.6,0.0
41.0,36.3,11.0,No,1010.5,2013-09-26,SW,26.9,28.0,N,SW,0.0,10.9,16.7,No,56.0,Moree,32.0,1009.0,0.0,33.1,10.8,1.0
4.0,30.7,4.0,No,1018.4,2013-09-27,NNE,19.6,11.0,SE,ENE,0.0,11.6,5.8,No,48.0,Moree,23.0,1012.8,0.0,29.9,7.8,0.0
22.0,32.5,11.0,No,1015.8,2013-09-28,WSW,22.1,19.0,NNE,SW,0.0,10.4,16.6,No,43.0,Moree,56.0,1010.4,6.0,31.6,8.0,3.0
13.0,28.5,9.0,No,1018.2,2013-09-29,WSW,22.1,13.0,ESE,SW,0.0,11.3,7.6,No,39.0,Moree,19.0,1013.9,0.0,28.1,8.0,0.0
11.0,31.9,11.0,No,1019.3,2013-09-30,NNE,22.9,26.0,NNE,WNW,0.0,11.6,8.7,No,35.0,Moree,52.0,1013.2,0.0,31.3,8.0,0.0
33.0,34.7,15.0,Yes,1013.4,2013-10-01,WSW,24.6,30.0,N,N,0.0,4.8,16.0,No,83.0,Moree,48.0,1007.0,7.0,32.5,9.4,8.0
15.0,26.3,39.0,No,1017.2,2013-10-02,NNW,17.3,13.0,NE,WNW,9.0,8.6,13.6,Yes,30.0,Moree,93.0,1012.8,8.0,25.6,8.8,4.0
39.0,22.3,15.0,No,1015.8,2013-10-03,SW,17.8,31.0,SW,SW,0.0,11.3,11.5,No,67.0,Moree,40.0,1014.7,1.0,20.0,4.6,1.0
17.0,24.2,11.0,No,1021.6,2013-10-04,SSW,15.7,15.0,SE,SW,0.0,12.0,4.3,No,41.0,Moree,34.0,1016.6,0.0,23.6,6.2,0.0
2.0,28.8,10.0,No,1019.0,2013-10-05,NE,19.5,17.0,NE,SW,0.0,11.6,6.3,No,31.0,Moree,36.0,1013.6,3.0,28.1,6.4,6.0
13.0,32.9,5.0,No,1014.2,2013-10-06,W,18.5,17.0,NE,W,0.0,11.8,7.5,No,35.0,Moree,34.0,1009.1,0.0,32.1,5.4,0.0
31.0,31.6,7.0,No,1009.9,2013-10-07,WSW,20.1,4.0,NE,WSW,0.0,9.0,9.7,No,46.0,Moree,27.0,1007.9,1.0,30.6,9.2,7.0
28.0,27.4,11.0,No,1014.8,2013-10-08,SW,18.3,17.0,SW,SW,0.0,11.8,7.9,No,54.0,Moree,42.0,1012.4,0.0,27.0,8.6,1.0
4.0,29.3,16.0,No,1021.3,2013-10-09,NNE,18.0,19.0,NE,NNE,0.0,11.8,8.1,No,33.0,Moree,52.0,1017.1,0.0,28.3,11.6,0.0
