WindDir9am,Humidity3pm,RainToday,Location,RainTomorrow,Humidity9am,Cloud3pm,WindGustDir,Temp9amC,Date,Temp3pmC,MinTempC,Pressure9am,WindSpeed3pm,Evaporation,WindGustSpeed,Rainfall,Pressure3pm,Sunshine,WindSpeed9am,WindDir3pm,MaxTempC,Cloud9am
W,50.0,No,Sydney,No,65.0,,SW,12.3,2012-05-27,17.9,10.0,1020.3,19.0,3.4,41.0,0.2,1019.5,9.2,22.0,S,19.3,
W,52.0,No,Sydney,Yes,66.0,,SSW,12.1,2012-05-28,17.7,9.1,1026.5,26.0,2.6,41.0,0.0,1025.3,9.3,20.0,S,18.9,
NW,69.0,Yes,Sydney,Yes,94.0,,SSW,12.1,2012-05-29,16.6,11.3,1031.6,17.0,3.0,30.0,21.4,1030.6,2.2,9.0,S,18.1,
W,63.0,Yes,Sydney,No,80.0,,W,12.8,2012-05-30,17.3,10.4,1035.0,13.0,1.0,26.0,1.4,1032.5,6.6,19.0,SSE,18.5,
W,63.0,No,Sydney,No,79.0,,ENE,12.9,2012-05-31,17.4,11.9,1033.6,15.0,3.2,28.0,0.0,1030.7,2.0,20.0,SSE,20.1,
WNW,67.0,No,Sydney,No,89.0,,NNE,12.8,2012-06-01,18.2,11.6,1029.6,6.0,1.0,24.0,0.2,1025.7,1.2,15.0,ESE,18.8,
WNW,94.0,No,Sydney,Yes,91.0,,SSW,14.9,2012-06-02,15.8,12.8,1022.3,6.0,0.6,24.0,0.2,1018.7,0.0,13.0,ESE,16.8,
WNW,94.0,Yes,Sydney,Yes,96.0,,SSE,14.2,2012-06-03,15.2,14.0,1014.6,15.0,1.6,24.0,27.4,1010.6,0.0,11.0,SSE,15.3,
W,57.0,Yes,Sydney,No,91.0,,W,14.3,2012-06-04,18.7,12.8,1004.2,9.0,0.2,35.0,11.2,1000.4,8.1,13.0,WNW,20.6,
WNW,64.0,No,Sydney,Yes,53.0,,SSE,12.0,2012-06-05,12.4,9.0,1000.4,33.0,4.2,76.0,0.0,1000.7,4.0,15.0,W,16.1,
SSW,79.0,Yes,Sydney,Yes,70.0,,S,14.0,2012-06-06,13.7,10.4,1016.1,28.0,2.6,72.0,19.2,1017.9,5.0,28.0,SSE,16.0,
W,42.0,Yes,Sydney,No,68.0,,WSW,10.4,2012-06-07,17.4,9.1,1023.2,17.0,1.6,39.0,6.8,1021.2,9.1,24.0,SSE,17.7,
W,46.0,No,Sydney,No,71.0,,W,8.6,2012-06-08,16.6,6.4,1026.0,6.0,2.6,31.0,0.0,1023.8,9.6,20.0,ENE,18.0,
W,44.0,No,Sydney,Yes,78.0,,W,8.3,2012-06-09,17.6,6.6,1026.7,4.0,2.0,31.0,0.0,1024.0,9.5,24.0,NNW,18.3,
W,87.0,Yes,Sydney,Yes,87.0,,SE,10.0,2012-06-10,13.6,8.3,1026.2,6.0,0.2,30.0,2.4,1023.4,0.2,15.0,WSW,14.2,
W,96.0,Yes,Sydney,Yes,96.0,,SE,11.8,2012-06-11,13.0,9.9,1022.5,15.0,4.2,41.0,76.4,1020.4,0.0,20.0,SW,16.1,
SE,66.0,Yes,Sydney,Yes,71.0,,SE,16.1,2012-06-12,17.4,11.7,1020.5,24.0,2.4,50.0,49.4,1018.5,5.7,22.0,S,19.3,
WNW,91.0,Yes,Sydney,Yes,95.0,,SW,12.1,2012-06-13,14.8,10.7,1021.1,11.0,1.6,30.0,8.6,1019.2,1.5,13.0,W,15.4,
W,65.0,Yes,Sydney,No,93.0,,WNW,12.9,2012-06-14,17.5,11.2,1019.4,0.0,1.2,22.0,13.8,1016.4,5.6,15.0,,19.4,
W,52.0,No,Sydney,No,89.0,,N,11.8,2012-06-15,20.4,11.4,1016.7,13.0,1.6,24.0,0.0,1013.2,3.5,11.0,NNE,20.9,
W,91.0,No,Sydney,Yes,88.0,,W,12.0,2012-06-16,13.8,11.7,1018.2,9.0,1.8,26.0,0.4,1014.2,0.0,13.0,NNE,13.9,
W,38.0,Yes,Sydney,No,68.0,,W,12.1,2012-06-17,18.3,10.1,1018.8,30.0,0.8,50.0,8.4,1016.6,9.7,15.0,W,18.5,
WNW,36.0,No,Sydney,No,66.0,,WSW,11.6,2012-06-18,19.0,9.8,1022.1,17.0,3.4,30.0,0.0,1019.7,9.6,19.0,W,19.8,
W,37.0,No,Sydney,No,65.0,,WSW,11.4,2012-06-19,19.0,8.6,1019.6,28.0,2.2,54.0,0.0,1017.7,9.7,13.0,WSW,19.2,
WNW,45.0,No,Sydney,No,74.0,,W,9.1,2012-06-20,17.2,7.3,1022.8,4.0,4.4,26.0,0.0,1017.9,9.6,13.0,NE,18.1,
NW,47.0,No,Sydney,No,70.0,,N,10.7,2012-06-21,18.4,8.4,1016.4,17.0,2.6,35.0,0.0,1010.7,1.4,2.0,NNE,18.7,
NNW,56.0,No,Sydney,No,44.0,,NW,16.4,2012-06-22,14.8,10.7,1006.6,20.0,5.0,61.0,0.0,1007.9,1.2,19.0,WNW,17.2,
W,32.0,No,Sydney,No,66.0,,WSW,9.3,2012-06-23,16.2,8.0,1022.2,15.0,2.0,43.0,0.0,1021.2,9.6,17.0,WSW,17.0,
WNW,38.0,No,Sydney,No,55.0,,W,9.9,2012-06-24,18.1,6.9,1028.1,19.0,3.2,37.0,0.0,1026.1,9.8,17.0,WSW,18.3,
W,,No,Sydney,Yes,73.0,,WSW,8.6,2012-06-25,19.2,6.5,1027.9,22.0,2.2,39.0,0.0,1023.7,9.8,19.0,WSW,19.4,
S,87.0,Yes,Sydney,Yes,84.0,,S,12.8,2012-06-26,12.9,8.6,1030.7,15.0,2.0,37.0,8.8,1029.5,0.0,11.0,S,13.7,
SSW,58.0,Yes,Sydney,No,84.0,,SSE,12.4,2012-06-27,15.8,9.7,1031.7,15.0,2.0,28.0,9.4,1028.6,5.7,7.0,SE,17.6,
W,66.0,No,Sydney,Yes,89.0,,W,10.5,2012-06-28,16.8,9.0,1026.1,9.0,1.0,26.0,0.0,1020.8,4.6,19.0,ESE,18.5,
W,70.0,Yes,Sydney,No,91.0,,NNE,12.3,2012-06-29,17.9,10.4,1016.1,13.0,2.4,24.0,1.6,1010.9,6.7,13.0,ENE,19.0,
W,41.0,No,Sydney,No,79.0,,NNW,12.1,2012-06-30,18.0,10.1,1013.6,13.0,2.0,30.0,0.0,1011.4,7.3,19.0,NW,20.0,
W,28.0,No,Sydney,No,69.0,2.0,WSW,10.4,2012-07-01,15.8,9.9,1016.2,28.0,3.0,44.0,0.0,1013.4,5.9,15.0,W,16.1,6.0
W,36.0,No,Sydney,No,56.0,3.0,W,11.3,2012-07-02,16.1,7.5,1016.0,24.0,3.8,52.0,0.0,1015.5,9.6,28.0,WSW,16.8,1.0
W,40.0,No,Sydney,No,61.0,5.0,,9.6,2012-07-03,15.8,7.7,1020.3,19.0,2.8,,0.0,1018.1,9.5,20.0,S,16.8,1.0
W,43.0,No,Sydney,Yes,55.0,7.0,,9.6,2012-07-04,15.9,7.2,1024.6,26.0,3.6,,0.0,1025.1,6.4,28.0,SSW,16.2,3.0
W,72.0,Yes,Sydney,Yes,75.0,7.0,SSW,10.7,2012-07-05,13.6,8.7,1031.0,24.0,2.6,44.0,4.0,1030.1,4.5,17.0,SSW,14.9,5.0
SW,52.0,Yes,Sydney,Yes,89.0,2.0,SSW,11.0,2012-07-06,15.3,9.6,1033.1,22.0,1.8,44.0,19.0,1031.4,5.8,17.0,S,16.0,4.0
W,71.0,Yes,Sydney,No,86.0,7.0,W,9.9,2012-07-07,13.9,8.7,1032.5,11.0,2.4,31.0,1.2,1030.5,0.7,24.0,SW,15.1,7.0
W,57.0,No,Sydney,No,81.0,2.0,W,10.4,2012-07-08,16.6,9.1,1031.2,11.0,0.8,26.0,0.2,1028.2,8.1,19.0,E,18.0,2.0
WNW,67.0,No,Sydney,No,90.0,5.0,ENE,9.3,2012-07-09,16.7,8.3,1030.4,13.0,1.2,24.0,0.0,1026.6,9.6,15.0,NE,17.0,3.0
W,67.0,No,Sydney,Yes,92.0,7.0,NE,10.2,2012-07-10,17.6,8.4,1026.6,22.0,1.8,44.0,0.0,1021.1,2.4,9.0,NNE,18.0,7.0
WNW,44.0,Yes,Sydney,No,76.0,5.0,W,13.2,2012-07-11,20.1,10.2,1020.1,15.0,3.4,31.0,5.4,1017.6,8.6,11.0,NW,20.6,1.0
W,79.0,No,Sydney,No,80.0,8.0,NNW,13.0,2012-07-12,17.1,11.6,1017.5,9.0,3.0,31.0,0.0,1012.7,0.2,9.0,NNE,17.3,7.0
NW,62.0,No,Sydney,No,74.0,6.0,N,17.2,2012-07-13,21.3,12.9,1011.6,26.0,0.4,39.0,0.2,1008.0,6.3,15.0,N,22.9,5.0
W,31.0,No,Sydney,No,73.0,1.0,NW,13.4,2012-07-14,19.1,11.1,1013.2,19.0,3.2,39.0,0.0,1009.7,9.5,13.0,WNW,20.2,2.0
WNW,33.0,No,Sydney,No,52.0,1.0,WSW,12.2,2012-07-15,17.8,9.0,1016.9,17.0,5.0,46.0,0.0,1016.9,10.0,9.0,WSW,18.2,1.0
W,36.0,No,Sydney,No,62.0,0.0,W,11.3,2012-07-16,18.3,9.4,1027.5,11.0,2.6,43.0,0.0,1025.4,9.9,24.0,ENE,20.3,0.0
WNW,34.0,No,Sydney,No,82.0,0.0,N,9.8,2012-07-17,20.4,8.1,1026.5,17.0,3.6,35.0,0.0,1021.5,9.7,13.0,N,21.0,1.0
W,33.0,No,Sydney,No,70.0,2.0,WSW,10.5,2012-07-18,20.2,9.3,1019.4,13.0,3.2,31.0,0.0,1015.8,7.9,20.0,SW,20.7,4.0
W,50.0,No,Sydney,No,63.0,5.0,S,10.8,2012-07-19,14.6,8.7,1020.2,31.0,3.6,50.0,0.0,1020.3,5.4,26.0,SSW,15.4,4.0
W,38.0,No,Sydney,Yes,65.0,1.0,SSW,8.1,2012-07-20,16.6,5.8,1025.9,19.0,2.8,35.0,0.0,1024.7,9.8,22.0,SSW,17.3,1.0
SSW,54.0,Yes,Sydney,Yes,81.0,7.0,SSW,13.3,2012-07-21,14.8,8.1,1029.3,22.0,2.0,52.0,5.0,1028.5,1.4,17.0,SSW,14.9,8.0
W,62.0,Yes,Sydney,Yes,92.0,6.0,SE,10.6,2012-07-22,16.2,9.7,1029.6,20.0,3.6,48.0,2.6,1027.6,6.8,20.0,S,16.9,6.0
WNW,78.0,Yes,Sydney,Yes,85.0,7.0,SSE,11.8,2012-07-23,14.5,9.5,1029.2,19.0,3.4,48.0,2.6,1026.9,,17.0,SSW,18.3,6.0
W,85.0,Yes,Sydney,Yes,95.0,7.0,W,11.2,2012-07-24,13.6,10.4,1027.9,11.0,2.4,26.0,6.8,1025.6,0.6,17.0,SSW,14.0,7.0
W,50.0,Yes,Sydney,No,93.0,2.0,N,10.0,2012-07-25,18.0,8.7,1023.9,20.0,0.2,30.0,4.4,1019.3,6.5,17.0,ENE,19.6,8.0
N,48.0,No,Sydney,No,57.0,7.0,NNW,14.7,2012-07-26,17.8,10.0,1015.4,7.0,3.8,31.0,0.0,1011.3,3.9,13.0,NE,19.5,6.0
W,32.0,No,Sydney,No,74.0,3.0,W,11.3,2012-07-27,17.0,8.7,1012.6,20.0,2.4,41.0,0.4,1009.8,10.0,15.0,W,17.4,0.0
W,45.0,No,Sydney,No,68.0,4.0,WSW,9.8,2012-07-28,16.7,7.8,1016.2,11.0,4.0,44.0,0.0,1015.7,9.7,22.0,S,19.4,1.0
WNW,45.0,No,Sydney,No,66.0,6.0,S,11.5,2012-07-29,16.1,8.4,1022.5,20.0,1.6,39.0,0.0,1021.6,7.1,17.0,S,16.2,1.0
W,36.0,No,Sydney,Yes,54.0,1.0,SSW,9.6,2012-07-30,15.3,7.3,1024.2,28.0,4.0,54.0,0.0,1022.2,10.0,24.0,SSW,15.9,1.0
W,52.0,Yes,Sydney,No,60.0,6.0,SW,9.9,2012-07-31,13.7,7.5,1025.8,24.0,3.0,44.0,4.4,1022.9,6.3,26.0,SSW,16.1,6.0
W,38.0,No,Sydney,No,62.0,2.0,SSW,9.5,2012-08-01,15.7,7.0,1022.5,22.0,2.4,43.0,0.0,1019.5,8.3,22.0,S,16.2,2.0
W,37.0,No,Sydney,No,58.0,3.0,W,9.2,2012-08-02,15.8,6.5,1022.3,9.0,4.2,44.0,0.0,1018.5,9.6,26.0,SE,17.4,1.0
W,32.0,No,Sydney,No,58.0,1.0,WNW,9.7,2012-08-03,18.1,6.8,1017.8,11.0,3.6,31.0,0.0,1014.4,7.7,9.0,NW,18.5,7.0
W,27.0,No,Sydney,No,60.0,2.0,W,9.9,2012-08-04,20.3,7.2,1017.9,6.0,2.4,35.0,0.0,1014.3,10.2,22.0,NW,20.8,3.0
W,27.0,No,Sydney,No,50.0,7.0,WSW,12.2,2012-08-05,19.8,9.3,1016.1,15.0,1.6,44.0,0.0,1011.3,7.7,17.0,W,21.6,1.0
N,22.0,No,Sydney,No,45.0,1.0,SSW,14.3,2012-08-06,18.4,11.6,1014.8,17.0,7.2,46.0,0.0,1014.9,10.2,2.0,SW,19.4,1.0
W,25.0,No,Sydney,No,54.0,0.0,W,9.8,2012-08-07,18.2,6.8,1024.4,6.0,3.2,33.0,0.0,1021.3,10.2,22.0,WNW,18.6,1.0
W,26.0,No,Sydney,No,55.0,1.0,W,9.5,2012-08-08,21.4,5.6,1022.0,9.0,3.6,30.0,0.0,1015.2,10.6,17.0,W,22.5,1.0
WNW,18.0,No,Sydney,No,51.0,2.0,W,13.5,2012-08-09,18.9,9.5,1014.7,31.0,3.4,63.0,0.0,1009.9,6.6,9.0,WSW,19.8,7.0
W,76.0,No,Sydney,Yes,42.0,7.0,S,10.4,2012-08-10,12.2,7.6,1015.4,26.0,5.0,93.0,0.0,1016.6,3.8,31.0,SSW,14.9,3.0
SSW,,Yes,Sydney,Yes,,5.0,SSW,13.1,2012-08-11,15.3,9.8,1020.7,37.0,5.9,67.0,3.2,1020.5,1.5,30.0,S,15.6,6.0
S,,Yes,Sydney,No,,7.0,SSW,12.3,2012-08-12,14.7,11.1,1025.3,24.0,4.2,57.0,5.4,1024.5,4.4,22.0,SSW,15.1,7.0
W,,No,Sydney,No,,1.0,WSW,11.1,2012-08-13,16.6,9.6,1027.2,15.0,3.0,33.0,0.0,1022.6,8.1,19.0,E,18.8,4.0
W,34.0,No,Sydney,No,,7.0,W,10.2,2012-08-14,18.4,7.4,1021.7,7.0,2.8,30.0,0.2,1017.5,6.3,22.0,WNW,18.6,6.0
WNW,35.0,No,Sydney,No,48.0,7.0,WNW,14.6,2012-08-15,20.1,10.2,1016.8,11.0,4.6,30.0,0.0,1011.5,6.0,19.0,N,22.2,2.0
W,43.0,No,Sydney,No,47.0,2.0,W,13.5,2012-08-16,17.4,11.7,1014.7,19.0,2.0,35.0,0.0,1010.7,9.2,26.0,E,20.6,1.0
N,35.0,No,Sydney,No,36.0,6.0,W,15.9,2012-08-17,14.5,11.1,1007.7,37.0,5.8,76.0,0.0,1004.3,8.3,19.0,WNW,22.2,1.0
NW,33.0,No,Sydney,No,45.0,4.0,W,12.7,2012-08-18,17.9,9.6,1007.0,33.0,6.6,61.0,0.0,1007.4,10.4,30.0,W,18.1,2.0
W,43.0,No,Sydney,No,54.0,2.0,WSW,13.4,2012-08-19,16.9,9.7,1020.3,17.0,6.0,37.0,0.0,1019.1,10.0,20.0,E,20.1,1.0
W,47.0,No,Sydney,No,62.0,1.0,W,10.1,2012-08-20,16.0,7.5,1024.3,17.0,3.2,24.0,0.0,1019.1,10.7,19.0,E,17.8,3.0
WNW,36.0,No,Sydney,No,70.0,1.0,NNE,11.0,2012-08-21,19.0,8.7,1020.6,19.0,2.6,31.0,0.0,1016.0,9.2,13.0,ENE,22.2,5.0
WNW,54.0,No,Sydney,No,59.0,6.0,,16.1,2012-08-22,20.8,10.6,1015.5,19.0,3.8,,0.0,1010.4,9.1,9.0,ENE,24.7,6.0
WNW,25.0,No,Sydney,Yes,45.0,7.0,NW,22.2,2012-08-23,26.3,16.1,1009.5,41.0,6.4,91.0,0.0,1005.9,6.9,17.0,NW,29.2,7.0
WNW,23.0,Yes,Sydney,No,36.0,1.0,W,13.6,2012-08-24,18.9,12.4,1014.2,33.0,7.8,67.0,10.2,1011.8,11.0,31.0,WNW,19.3,1.0
WNW,26.0,No,Sydney,No,42.0,1.0,W,13.8,2012-08-25,20.0,10.7,1018.0,6.0,6.4,41.0,0.0,1015.5,10.7,15.0,WNW,20.7,1.0
W,41.0,No,Sydney,No,48.0,3.0,W,11.7,2012-08-26,17.2,8.3,1018.7,15.0,4.4,33.0,0.0,1016.9,10.0,19.0,E,20.9,3.0
WNW,,No,Sydney,No,56.0,1.0,W,10.8,2012-08-27,17.9,7.9,1025.0,20.0,3.8,31.0,0.0,1022.2,10.5,17.0,ENE,19.5,2.0
W,,No,Sydney,No,,6.0,NE,12.0,2012-08-28,17.8,9.0,1024.1,19.0,4.0,31.0,0.0,1019.9,9.7,9.0,NE,18.5,1.0
ESE,59.0,No,Sydney,No,,7.0,,15.4,2012-08-29,19.0,9.4,1017.5,17.0,4.2,,0.0,1010.4,7.2,6.0,NE,22.5,7.0
W,18.0,No,Sydney,No,47.0,6.0,NW,17.2,2012-08-30,21.2,12.0,1010.5,30.0,5.0,54.0,0.0,1008.9,9.5,9.0,WNW,22.1,5.0
W,24.0,No,Sydney,No,39.0,6.0,SSW,12.8,2012-08-31,16.6,9.7,1016.6,24.0,6.2,59.0,0.0,1013.7,7.6,26.0,W,18.4,1.0
W,38.0,No,Sydney,No,45.0,6.0,S,10.5,2012-09-01,16.2,5.5,1021.9,31.0,5.0,61.0,0.4,1020.2,9.6,24.0,S,17.6,1.0
W,45.0,No,Sydney,No,61.0,1.0,W,12.1,2012-09-02,17.0,7.2,1024.3,19.0,3.8,31.0,0.8,1019.9,11.2,20.0,ENE,20.7,1.0
W,37.0,No,Sydney,No,52.0,1.0,WNW,13.3,2012-09-03,19.6,7.5,1022.2,15.0,3.4,28.0,0.0,1019.8,10.8,17.0,E,22.8,0.0
W,33.0,No,Sydney,No,55.0,1.0,W,13.6,2012-09-04,21.4,9.7,1022.9,17.0,4.0,28.0,0.2,1019.6,9.9,19.0,E,24.4,5.0
NNW,13.0,No,Sydney,No,28.0,0.0,NNW,20.8,2012-09-05,27.5,11.1,1016.0,31.0,5.2,57.0,0.0,1007.3,10.6,15.0,NNW,28.3,1.0
WNW,10.0,No,Sydney,No,28.0,0.0,NW,21.5,2012-09-06,27.6,18.4,1007.7,22.0,13.4,54.0,0.0,1005.3,10.7,28.0,WNW,27.9,0.0
WNW,22.0,No,Sydney,No,22.0,5.0,W,21.3,2012-09-07,18.4,16.4,1005.8,39.0,10.8,72.0,0.0,1006.2,8.7,20.0,WNW,21.7,0.0
W,31.0,No,Sydney,No,39.0,1.0,W,15.0,2012-09-08,20.4,11.3,1014.5,28.0,6.6,59.0,0.0,1012.8,10.8,30.0,WSW,21.0,1.0
W,,No,Sydney,No,,1.0,WSW,17.1,2012-09-09,20.2,11.6,1021.3,13.0,5.2,35.0,0.0,1021.4,11.0,24.0,ESE,21.7,2.0
W,39.0,No,Sydney,No,,2.0,NNE,15.4,2012-09-10,20.8,9.5,1025.3,24.0,5.2,39.0,0.0,1020.0,10.9,13.0,NE,21.2,1.0
WNW,51.0,No,Sydney,No,66.0,1.0,S,16.4,2012-09-11,21.0,12.6,1025.0,17.0,5.4,39.0,0.0,1022.4,8.7,17.0,SSE,21.8,7.0
W,67.0,No,Sydney,No,66.0,1.0,NE,15.8,2012-09-12,19.6,11.0,1023.1,20.0,3.8,43.0,0.0,1015.7,10.2,11.0,NE,21.3,6.0
N,83.0,No,Sydney,Yes,39.0,8.0,SSW,21.0,2012-09-13,15.0,14.0,1006.2,33.0,5.6,63.0,0.0,1007.3,2.7,20.0,S,24.7,4.0
W,36.0,Yes,Sydney,No,50.0,1.0,WSW,13.5,2012-09-14,16.9,7.9,1019.6,17.0,3.0,37.0,3.8,1017.1,11.3,20.0,ESE,18.5,1.0
W,44.0,No,Sydney,No,54.0,1.0,SSE,15.6,2012-09-15,19.8,9.2,1024.9,19.0,5.2,37.0,0.0,1023.5,10.7,19.0,SE,20.1,1.0
N,54.0,No,Sydney,No,57.0,3.0,NNE,17.5,2012-09-16,18.5,10.5,1021.9,24.0,3.2,41.0,0.0,1016.3,10.3,19.0,NE,21.0,3.0
S,61.0,No,Sydney,No,71.0,6.0,SSE,16.4,2012-09-17,19.4,14.2,1019.4,26.0,5.4,39.0,0.0,1016.9,6.0,19.0,SSE,20.9,7.0
W,66.0,No,Sydney,Yes,63.0,5.0,E,17.9,2012-09-18,18.2,12.4,1018.4,20.0,3.6,37.0,0.0,1013.8,7.7,9.0,E,20.6,1.0
WNW,45.0,Yes,Sydney,No,57.0,3.0,W,17.2,2012-09-19,20.1,11.1,1016.0,17.0,3.8,35.0,3.6,1014.4,11.1,11.0,ESE,22.9,1.0
W,60.0,No,Sydney,No,73.0,2.0,ENE,15.6,2012-09-20,19.7,12.1,1019.3,22.0,6.0,30.0,0.2,1014.7,9.4,13.0,E,20.5,6.0
NNE,46.0,No,Sydney,No,83.0,1.0,WSW,15.5,2012-09-21,21.9,13.8,1012.7,13.0,4.4,37.0,0.0,1009.8,4.6,4.0,ENE,22.2,7.0
WNW,50.0,No,Sydney,No,49.0,1.0,ESE,19.0,2012-09-22,20.9,12.4,1016.2,17.0,4.8,33.0,0.8,1013.1,10.9,11.0,SE,22.7,1.0
SSW,46.0,No,Sydney,No,64.0,1.0,SSW,17.8,2012-09-23,23.5,11.2,1011.5,17.0,4.4,39.0,0.0,1005.4,11.1,2.0,NNE,23.8,0.0
WSW,29.0,No,Sydney,No,31.0,1.0,W,17.3,2012-09-24,21.7,13.5,1012.6,17.0,8.2,48.0,0.0,1010.6,11.2,26.0,E,24.4,1.0
W,63.0,No,Sydney,No,51.0,6.0,ESE,15.0,2012-09-25,16.8,12.0,1022.1,26.0,3.2,33.0,0.2,1020.0,3.8,13.0,ESE,19.1,2.0
S,59.0,No,Sydney,No,67.0,1.0,ENE,17.8,2012-09-26,19.6,14.6,1022.5,33.0,4.2,44.0,0.4,1019.0,8.3,4.0,ENE,20.7,6.0
NNE,59.0,No,Sydney,No,58.0,5.0,NNE,19.4,2012-09-27,21.0,14.1,1018.7,19.0,6.8,46.0,0.2,1013.5,6.7,6.0,NE,22.8,6.0
ENE,29.0,No,Sydney,Yes,63.0,7.0,NNW,21.7,2012-09-28,31.2,18.9,1009.7,22.0,6.4,65.0,0.0,1003.5,6.0,22.0,NW,33.2,5.0
WNW,22.0,Yes,Sydney,No,51.0,7.0,W,20.4,2012-09-29,20.9,17.3,1005.8,39.0,9.2,69.0,13.2,1006.9,,33.0,W,22.8,6.0
WSW,30.0,No,Sydney,No,29.0,1.0,W,15.4,2012-09-30,20.3,9.9,1019.2,26.0,8.4,48.0,0.0,1018.0,11.5,31.0,ESE,22.4,0.0
WNW,53.0,No,Sydney,No,51.0,1.0,SSE,16.4,2012-10-01,18.0,9.8,1027.9,20.0,6.8,30.0,0.0,1025.5,9.8,11.0,E,19.9,1.0
S,45.0,No,Sydney,No,58.0,1.0,W,17.5,2012-10-02,18.5,12.7,1032.7,17.0,5.0,26.0,0.6,1029.2,10.6,11.0,E,20.3,4.0
W,40.0,No,Sydney,No,53.0,7.0,NNE,18.7,2012-10-03,24.0,11.2,1026.3,7.0,5.8,31.0,0.2,1020.5,11.3,13.0,E,27.8,1.0
W,16.0,No,Sydney,No,39.0,0.0,WNW,23.9,2012-10-04,31.9,14.5,1018.8,11.0,7.2,37.0,0.0,1013.1,11.4,9.0,WNW,32.2,0.0
W,59.0,No,Sydney,No,22.0,5.0,W,27.9,2012-10-05,22.8,20.0,1014.0,28.0,10.8,57.0,0.0,1013.0,10.3,22.0,SSE,34.2,0.0
ESE,81.0,No,Sydney,Yes,90.0,7.0,NE,16.0,2012-10-06,17.2,15.6,1019.2,11.0,7.6,48.0,0.0,1014.6,0.0,9.0,NE,18.3,8.0
SW,32.0,Yes,Sydney,No,39.0,1.0,SSW,16.1,2012-10-07,19.3,12.7,1013.8,28.0,3.2,57.0,3.0,1013.7,11.2,17.0,SSE,20.6,1.0
NNW,46.0,No,Sydney,No,60.0,6.0,SSE,15.3,2012-10-08,17.5,13.6,1017.1,19.0,7.8,35.0,0.2,1013.4,5.9,7.0,ESE,18.2,6.0
SSE,52.0,No,Sydney,No,67.0,6.0,S,13.8,2012-10-09,17.1,12.1,1012.8,19.0,3.8,33.0,0.0,1011.1,9.0,7.0,ESE,19.6,7.0
W,32.0,No,Sydney,Yes,,1.0,E,,2012-10-10,22.9,11.1,1011.7,26.0,5.2,33.0,0.0,1007.5,11.3,20.0,E,25.7,1.0
SE,58.0,Yes,Sydney,Yes,83.0,7.0,WSW,14.6,2012-10-11,18.2,13.5,1005.4,9.0,6.8,50.0,9.8,1004.1,3.6,4.0,E,19.0,8.0
W,87.0,Yes,Sydney,Yes,84.0,7.0,SSW,8.7,2012-10-12,12.2,8.5,1006.3,22.0,2.0,74.0,3.4,1010.7,4.3,35.0,SSW,16.0,5.0
W,39.0,Yes,Sydney,No,47.0,1.0,SE,14.3,2012-10-13,18.9,8.6,1019.8,20.0,4.0,35.0,4.4,1019.3,11.0,26.0,SE,20.1,1.0
WNW,52.0,No,Sydney,No,77.0,1.0,ESE,14.0,2012-10-14,18.5,12.4,1025.6,20.0,4.8,28.0,0.2,1024.0,8.8,13.0,ESE,19.5,7.0
W,41.0,No,Sydney,No,65.0,2.0,NNE,16.3,2012-10-15,23.2,11.4,1024.9,19.0,6.4,46.0,0.0,1020.9,11.6,9.0,NE,23.9,0.0
ESE,23.0,No,Sydney,No,43.0,2.0,NNE,20.9,2012-10-16,30.7,15.4,1018.4,22.0,7.2,43.0,0.0,1013.9,9.6,6.0,E,34.1,7.0
SE,46.0,No,Sydney,No,62.0,6.0,SSW,21.7,2012-10-17,20.8,20.3,1016.4,24.0,11.4,39.0,0.0,1016.4,11.7,22.0,ESE,21.8,5.0
ENE,56.0,No,Sydney,No,58.0,1.0,ENE,19.4,2012-10-18,20.4,16.6,1022.7,22.0,7.4,41.0,0.0,1019.6,8.2,15.0,NE,21.5,7.0
WNW,56.0,No,Sydney,No,78.0,4.0,NE,17.7,2012-10-19,24.1,15.9,1016.4,19.0,6.6,31.0,0.0,1011.6,9.8,11.0,E,25.6,7.0
WNW,57.0,No,Sydney,No,44.0,2.0,SSE,22.8,2012-10-20,24.6,16.6,1007.8,33.0,6.8,56.0,0.0,1008.5,11.8,22.0,S,33.8,1.0
W,23.0,No,Sydney,No,66.0,7.0,S,19.9,2012-10-21,26.9,14.9,1013.7,20.0,5.0,46.0,0.0,1009.5,5.0,13.0,WNW,27.4,4.0
SSE,40.0,No,Sydney,Yes,68.0,2.0,SSE,15.6,2012-10-22,18.0,15.1,1016.2,39.0,6.0,80.0,0.0,1019.7,6.6,30.0,S,18.7,7.0
SE,41.0,Yes,Sydney,No,56.0,3.0,SSE,15.7,2012-10-23,18.3,11.8,1027.4,20.0,2.0,41.0,7.4,1026.5,10.1,19.0,ESE,19.5,6.0
W,48.0,No,Sydney,No,57.0,2.0,NE,17.3,2012-10-24,21.0,11.7,1024.3,24.0,6.0,46.0,0.2,1017.7,11.6,11.0,NE,23.0,1.0
W,46.0,No,Sydney,No,63.0,6.0,NE,18.2,2012-10-25,24.8,13.8,1013.0,19.0,8.2,30.0,0.0,1006.6,10.5,9.0,E,25.6,3.0
ESE,66.0,No,Sydney,No,68.0,7.0,S,18.4,2012-10-26,20.0,16.9,1010.6,19.0,9.0,56.0,0.0,1007.3,3.3,6.0,E,21.2,8.0
