Wind_Dir_3_pm,Temp_3_pm_F,Rain_Tomorrow,Rainfall,Humidity_9_am,Evaporation,Wind_Dir_9_am,Humidity_3_pm,Min_Temp_F,Temp_9_am_F,Pressure_3_pm,Cloud_3_pm,Wind_Speed_9_am,Max_Temp_F,Sunshine,Location,Cloud_9_am,Date,Pressure_9_am,Wind_Gust_Dir,Wind_Gust_Speed,Wind_Speed_3_pm,Rain_Today
NE,82.4,No,0.0,66.0,7.2,ESE,57.0,69.62,80.6,1011.5,1.0,13.0,84.56,9.9,Cairns,5.0,2013-10-24,1014.4,ENE,31.0,17.0,No
NE,83.66,No,0.0,59.0,6.6,SSE,48.0,67.28,79.88,1013.2,1.0,15.0,86.0,11.5,Cairns,1.0,2013-10-25,1016.4,SE,31.0,20.0,No
SE,86.36,No,0.0,57.0,8.2,SE,40.0,71.42,82.94,1015.1,1.0,19.0,89.6,11.6,Cairns,3.0,2013-10-26,1017.7,SE,41.0,31.0,No
SE,84.74,No,0.0,60.0,9.8,SSE,47.0,71.6,82.75999999999999,1014.7,1.0,17.0,87.8,11.6,Cairns,2.0,2013-10-27,1017.2,SE,37.0,22.0,No
SE,84.02,No,0.0,55.0,9.2,SE,45.0,71.78,81.32,1014.6,3.0,19.0,88.16,11.2,Cairns,2.0,2013-10-28,1018.0,SSE,44.0,30.0,No
ENE,82.58,No,0.0,52.0,9.0,SE,51.0,71.6,81.5,1013.2,1.0,17.0,86.53999999999999,10.8,Cairns,2.0,2013-10-29,1017.2,NE,39.0,24.0,No
NE,81.32,No,0.0,57.0,9.6,NE,59.0,66.38,80.24000000000001,1011.4,3.0,13.0,84.91999999999999,11.7,Cairns,1.0,2013-10-30,1014.9,NE,33.0,13.0,No
NNE,81.86,No,0.0,65.0,6.4,NNE,60.0,67.28,82.04,1011.8,1.0,11.0,85.82,11.8,Cairns,2.0,2013-10-31,1014.8,NE,31.0,17.0,No
NE,85.28,Yes,0.0,63.0,7.0,SE,68.0,70.88,83.84,1012.5,2.0,9.0,88.7,11.0,Cairns,2.0,2013-11-01,1014.8,NE,35.0,20.0,No
ESE,84.56,Yes,37.2,86.0,9.0,SSE,58.0,72.5,75.2,1013.4,3.0,24.0,85.1,6.7,Cairns,7.0,2013-11-02,1017.2,SSE,48.0,22.0,Yes
ESE,83.66,No,14.8,66.0,4.4,SE,49.0,70.52,81.14,1013.0,1.0,28.0,86.18,10.7,Cairns,2.0,2013-11-03,1016.4,SE,48.0,33.0,Yes
SE,84.74,No,0.0,50.0,9.0,SE,43.0,67.82,80.96,1012.5,1.0,19.0,86.53999999999999,12.1,Cairns,1.0,2013-11-04,1015.5,ESE,37.0,22.0,No
SE,83.84,No,0.0,56.0,8.8,SSE,48.0,66.02,80.42,1013.7,2.0,22.0,86.72,11.8,Cairns,2.0,2013-11-05,1015.8,SSE,52.0,37.0,No
SE,82.75999999999999,No,0.0,54.0,10.2,SE,49.0,73.75999999999999,83.66,1013.1,2.0,31.0,86.53999999999999,9.5,Cairns,3.0,2013-11-06,1016.4,SE,46.0,33.0,No
ESE,84.02,No,0.0,54.0,7.2,SE,53.0,73.04,81.14,1011.4,1.0,28.0,86.18,10.6,Cairns,2.0,2013-11-07,1015.0,ESE,44.0,30.0,No
ESE,83.84,No,0.0,59.0,9.8,SE,45.0,72.14,80.6,1011.0,2.0,22.0,87.08000000000001,10.1,Cairns,3.0,2013-11-08,1014.4,ESE,44.0,30.0,No
ESE,85.28,No,0.0,52.0,8.4,SSE,46.0,69.44,80.24000000000001,1009.7,1.0,20.0,87.98,11.7,Cairns,1.0,2013-11-09,1013.3,E,41.0,22.0,No
ENE,85.64,No,0.0,54.0,8.8,S,55.0,68.18,80.24000000000001,1008.2,3.0,13.0,86.72,12.0,Cairns,1.0,2013-11-10,1012.4,ENE,35.0,22.0,No
E,87.98,Yes,0.0,57.0,8.4,SSE,52.0,68.9,82.22,1008.4,2.0,19.0,89.96000000000001,11.5,Cairns,1.0,2013-11-11,1011.5,E,37.0,28.0,No
ENE,82.04,Yes,1.6,76.0,8.0,SE,78.0,75.56,81.86,1009.6,6.0,9.0,87.08000000000001,4.6,Cairns,6.0,2013-11-12,1012.3,ESE,37.0,24.0,Yes
SE,86.72,No,18.0,69.0,6.0,ESE,54.0,75.38,81.86,1009.4,2.0,17.0,87.98,10.3,Cairns,6.0,2013-11-13,1012.8,SE,35.0,26.0,Yes
ENE,84.2,No,0.0,68.0,6.8,SSE,71.0,75.38,82.58,1009.7,5.0,13.0,85.82,3.6,Cairns,6.0,2013-11-14,1012.8,ENE,30.0,17.0,No
NNE,83.12,No,0.0,74.0,4.2,NNE,71.0,73.58,82.75999999999999,1009.4,4.0,9.0,86.36,9.7,Cairns,4.0,2013-11-15,1012.5,NNE,30.0,17.0,No
NE,83.84,No,0.0,65.0,6.2,SSE,70.0,72.14,84.02,1007.7,1.0,6.0,85.82,10.0,Cairns,1.0,2013-11-16,1010.6,NE,30.0,15.0,No
NNE,85.1,No,0.0,68.0,5.8,NE,61.0,75.74000000000001,83.12,1006.2,1.0,13.0,86.18,9.9,Cairns,2.0,2013-11-17,1010.3,NNE,31.0,20.0,No
NNE,80.96,Yes,0.8,69.0,7.4,N,77.0,72.14,83.48,1007.4,7.0,11.0,87.08000000000001,6.4,Cairns,6.0,2013-11-18,1010.3,NNE,28.0,9.0,No
NNE,85.1,Yes,4.2,65.0,4.2,SE,62.0,73.04,83.66,1008.0,7.0,6.0,88.7,6.4,Cairns,6.0,2013-11-19,1010.4,NE,22.0,15.0,Yes
ENE,82.04,No,21.0,78.0,7.6,SSE,79.0,74.12,82.22,1007.2,6.0,9.0,87.8,6.1,Cairns,7.0,2013-11-20,1011.1,ENE,33.0,19.0,Yes
SSE,80.06,Yes,0.0,70.0,4.6,SE,88.0,75.56,84.02,1007.8,8.0,11.0,88.34,5.2,Cairns,7.0,2013-11-21,1009.5,NE,30.0,17.0,No
NE,84.74,No,10.8,68.0,3.8,SE,72.0,71.96,82.4,1006.4,5.0,11.0,87.44,7.3,Cairns,6.0,2013-11-22,1009.8,NNE,31.0,13.0,Yes
N,83.12,Yes,0.6,73.0,5.0,NNE,81.0,75.92,83.12,1005.2,7.0,13.0,87.44,5.8,Cairns,4.0,2013-11-23,1008.4,N,37.0,20.0,No
NNW,81.32,Yes,7.8,86.0,5.6,NE,83.0,75.56,79.7,1004.8,7.0,6.0,85.1,3.7,Cairns,7.0,2013-11-24,1008.1,S,35.0,9.0,Yes
N,82.75999999999999,Yes,11.8,74.0,4.8,NW,82.0,74.66,82.94,1003.1,7.0,17.0,86.18,1.3,Cairns,7.0,2013-11-25,1006.8,N,48.0,19.0,Yes
NNE,85.28,No,30.6,68.0,4.6,ENE,70.0,74.12,86.0,1004.0,1.0,7.0,87.8,10.4,Cairns,3.0,2013-11-26,1006.7,NNE,28.0,15.0,Yes
SSE,84.38000000000001,No,0.0,72.0,5.6,S,69.0,76.28,84.91999999999999,1007.4,7.0,19.0,90.5,4.8,Cairns,7.0,2013-11-27,1009.1,SSE,41.0,28.0,No
S,79.7,Yes,0.4,77.0,6.0,SSE,87.0,77.54,82.75999999999999,1010.2,8.0,17.0,83.48,1.2,Cairns,7.0,2013-11-28,1012.2,SSE,31.0,15.0,No
NE,85.28,No,5.6,79.0,2.8,SSE,73.0,76.1,81.68,1008.4,5.0,11.0,85.64,5.1,Cairns,6.0,2013-11-29,1011.5,ENE,28.0,17.0,Yes
NNE,83.12,Yes,0.0,83.0,5.0,N,77.0,77.0,80.96,1008.3,4.0,4.0,87.08000000000001,5.2,Cairns,5.0,2013-11-30,1011.3,NNE,31.0,11.0,No
ESE,88.88000000000001,Yes,2.4,70.0,5.2,SSE,54.0,76.64,85.28,1011.3,2.0,15.0,90.5,9.5,Cairns,2.0,2013-12-01,1013.1,SE,44.0,30.0,Yes
SE,80.24000000000001,No,6.8,83.0,7.4,S,63.0,76.46,80.06,1012.1,7.0,19.0,85.28,3.1,Cairns,7.0,2013-12-02,1015.0,SE,52.0,30.0,Yes
SE,84.74,No,0.0,53.0,6.0,SSE,50.0,72.86,83.48,1010.1,1.0,20.0,87.26,11.3,Cairns,2.0,2013-12-03,1013.0,SE,41.0,26.0,No
ESE,84.91999999999999,No,0.0,59.0,9.0,S,52.0,71.96,81.5,1008.6,1.0,17.0,86.9,11.9,Cairns,1.0,2013-12-04,1011.6,E,37.0,24.0,No
NNE,82.75999999999999,No,0.0,58.0,7.8,E,52.0,66.02,80.6,1006.6,1.0,9.0,84.38000000000001,12.2,Cairns,1.0,2013-12-05,1009.9,NNE,22.0,13.0,No
N,85.46000000000001,No,0.0,58.0,5.8,SE,67.0,66.92,82.75999999999999,1008.6,2.0,13.0,86.36,12.2,Cairns,1.0,2013-12-06,1010.1,NNE,33.0,15.0,No
ESE,87.61999999999999,No,0.0,65.0,7.2,SSE,54.0,75.56,85.64,1012.0,2.0,20.0,88.88000000000001,9.3,Cairns,3.0,2013-12-07,1013.8,SE,44.0,30.0,No
SE,83.84,Yes,0.2,59.0,9.4,SSE,63.0,76.1,85.64,1011.4,5.0,30.0,89.41999999999999,7.8,Cairns,3.0,2013-12-08,1013.5,SE,46.0,20.0,No
SE,85.1,No,7.0,68.0,6.2,SE,50.0,73.75999999999999,80.78,1008.9,2.0,20.0,88.7,11.2,Cairns,3.0,2013-12-09,1012.3,SE,43.0,26.0,Yes
NE,85.28,No,0.0,60.0,8.8,SSE,54.0,68.9,81.5,1007.5,1.0,15.0,87.08000000000001,12.0,Cairns,1.0,2013-12-10,1010.6,E,31.0,20.0,No
NE,85.28,No,0.0,58.0,8.0,SE,60.0,68.36,83.84,1007.2,1.0,9.0,86.72,11.5,Cairns,1.0,2013-12-11,1010.5,NE,31.0,17.0,No
NNE,83.12,Yes,0.4,93.0,7.6,ENE,68.0,75.92,76.64,1006.4,7.0,6.0,84.91999999999999,3.6,Cairns,8.0,2013-12-12,1009.2,S,30.0,13.0,No
NE,83.66,Yes,1.6,73.0,4.2,S,66.0,74.12,83.3,1007.2,3.0,9.0,85.82,3.7,Cairns,6.0,2013-12-13,1010.1,E,28.0,15.0,Yes
NE,85.46000000000001,Yes,1.8,63.0,4.2,SE,82.0,75.2,85.46000000000001,1008.3,4.0,13.0,87.61999999999999,5.7,Cairns,4.0,2013-12-14,1011.1,SE,30.0,17.0,Yes
SE,84.56,Yes,2.4,69.0,6.2,SSE,64.0,75.74000000000001,83.84,1009.3,6.0,20.0,90.86,6.8,Cairns,7.0,2013-12-15,1011.5,SE,44.0,28.0,Yes
S,77.9,Yes,4.0,82.0,7.2,S,89.0,74.48,78.8,1010.1,7.0,17.0,86.9,2.3,Cairns,7.0,2013-12-16,1012.0,SSE,48.0,17.0,Yes
SE,87.08000000000001,No,7.0,57.0,5.8,SE,50.0,72.32,84.02,1010.4,3.0,35.0,88.34,11.1,Cairns,3.0,2013-12-17,1012.3,SSE,63.0,44.0,Yes
SE,87.08000000000001,Yes,0.0,57.0,10.8,SE,49.0,76.46,84.74,1010.8,2.0,33.0,89.06,11.2,Cairns,3.0,2013-12-18,1012.7,SE,56.0,39.0,No
SSE,83.3,Yes,3.4,75.0,10.2,SE,66.0,73.22,81.5,1011.2,7.0,24.0,88.7,9.2,Cairns,5.0,2013-12-19,1013.0,SE,52.0,22.0,Yes
SE,84.2,No,11.4,83.0,9.0,S,54.0,73.58,78.08,1011.6,3.0,19.0,87.26,8.4,Cairns,7.0,2013-12-20,1014.0,SSE,48.0,35.0,Yes
SE,83.84,No,0.4,65.0,8.4,SSE,60.0,72.86,81.32,1010.8,5.0,22.0,88.34,11.0,Cairns,3.0,2013-12-21,1013.1,ESE,41.0,20.0,No
SE,86.0,Yes,0.0,61.0,8.6,S,49.0,71.96,82.04,1010.2,2.0,19.0,88.34,9.8,Cairns,4.0,2013-12-22,1012.9,SE,43.0,28.0,No
E,82.75999999999999,Yes,2.4,82.0,7.8,SSW,61.0,73.04,77.0,1010.9,5.0,13.0,84.2,0.9,Cairns,7.0,2013-12-23,1012.8,S,35.0,17.0,Yes
E,87.26,Yes,2.2,64.0,4.2,SSE,44.0,68.9,81.68,1010.2,1.0,13.0,89.6,11.7,Cairns,2.0,2013-12-24,1013.3,NE,37.0,26.0,Yes
NE,86.0,No,3.2,79.0,7.6,SSE,62.0,70.16,79.52,1010.2,3.0,13.0,86.72,7.5,Cairns,5.0,2013-12-25,1013.0,S,30.0,19.0,Yes
E,85.64,No,0.2,64.0,5.6,SSE,53.0,74.66,82.94,1008.2,1.0,13.0,89.96000000000001,11.1,Cairns,1.0,2013-12-26,1011.7,E,39.0,26.0,No
NNE,84.74,No,0.0,59.0,6.4,E,48.0,66.74000000000001,83.12,1006.7,6.0,7.0,88.16,11.1,Cairns,2.0,2013-12-27,1010.7,NE,33.0,17.0,No
NE,85.46000000000001,No,0.0,54.0,7.6,ESE,57.0,67.82,83.84,1007.7,1.0,11.0,88.34,11.6,Cairns,3.0,2013-12-28,1010.5,NNE,30.0,17.0,No
NNE,86.0,No,0.0,62.0,7.6,SSW,57.0,71.24000000000001,84.02,1009.2,3.0,6.0,88.7,12.2,Cairns,2.0,2013-12-29,1011.1,NE,31.0,15.0,No
NNE,87.44,No,0.0,66.0,7.8,NNW,53.0,67.82,83.48,1008.9,1.0,9.0,89.6,12.1,Cairns,1.0,2013-12-30,1011.6,NNE,28.0,17.0,No
NNE,86.53999999999999,No,0.0,60.0,7.4,NNW,62.0,70.16,83.12,1007.9,5.0,9.0,89.06,12.2,Cairns,3.0,2013-12-31,1010.7,NNE,30.0,19.0,No
NNE,86.53999999999999,No,0.0,62.0,7.6,N,66.0,74.66,86.36,1007.9,1.0,20.0,89.06,12.1,Cairns,2.0,2014-01-01,1009.7,NNE,30.0,15.0,No
NNE,88.7,No,0.0,66.0,7.2,NE,59.0,75.56,84.38000000000001,1008.9,1.0,9.0,89.6,10.8,Cairns,4.0,2014-01-02,1012.0,NE,33.0,17.0,No
N,87.8,No,0.0,67.0,7.2,N,63.0,76.64,85.1,1005.6,2.0,15.0,90.5,10.2,Cairns,2.0,2014-01-03,1009.6,N,37.0,17.0,No
NNE,88.16,No,0.0,62.0,7.4,NW,68.0,80.06,88.88000000000001,1003.7,1.0,6.0,91.58000000000001,11.1,Cairns,1.0,2014-01-04,1006.8,NNE,33.0,17.0,No
NNE,87.8,No,0.0,73.0,8.4,NNE,70.0,81.5,87.61999999999999,1003.9,5.0,17.0,91.76,7.8,Cairns,3.0,2014-01-05,1006.5,NNE,33.0,17.0,No
NE,88.16,No,0.4,68.0,7.8,ENE,61.0,80.06,86.72,1006.2,3.0,17.0,90.86,8.7,Cairns,5.0,2014-01-06,1007.5,NE,30.0,17.0,No
E,90.86,No,0.0,60.0,8.0,SSE,45.0,73.04,85.64,1006.1,3.0,13.0,92.66,10.7,Cairns,5.0,2014-01-07,1007.6,SE,35.0,24.0,No
ENE,90.86,No,0.4,71.0,9.4,SSE,59.0,75.92,84.2,1007.6,5.0,13.0,93.38000000000001,9.6,Cairns,5.0,2014-01-08,1009.2,ESE,43.0,24.0,No
ESE,89.41999999999999,No,0.6,68.0,8.0,SSE,52.0,77.36,85.46000000000001,1008.3,4.0,17.0,93.74,11.3,Cairns,3.0,2014-01-09,1011.0,SE,41.0,26.0,No
ESE,89.6,Yes,0.2,66.0,8.6,SSE,53.0,77.18,85.1,1008.8,7.0,17.0,91.58000000000001,3.3,Cairns,7.0,2014-01-10,1011.5,SSE,46.0,24.0,No
SSW,76.1,Yes,15.4,81.0,8.0,S,88.0,74.48,79.88,1009.4,8.0,20.0,90.14,1.6,Cairns,7.0,2014-01-11,1011.7,S,44.0,20.0,Yes
SSE,76.28,Yes,61.0,86.0,8.6,SSE,95.0,73.4,79.88,1008.4,7.0,13.0,83.84,0.7,Cairns,7.0,2014-01-12,1010.4,SE,46.0,24.0,Yes
S,78.98,Yes,46.8,88.0,5.4,S,79.0,74.12,75.92,1007.6,7.0,22.0,79.34,0.4,Cairns,7.0,2014-01-13,1010.4,S,41.0,17.0,Yes
S,74.84,Yes,8.0,81.0,2.6,S,98.0,73.4,78.8,1009.5,7.0,17.0,83.3,1.8,Cairns,6.0,2014-01-14,1010.9,SSE,48.0,20.0,Yes
SE,83.84,Yes,37.4,80.0,6.0,S,67.0,73.58,79.7,1009.9,7.0,22.0,87.08000000000001,2.5,Cairns,6.0,2014-01-15,1012.1,,,33.0,Yes
S,79.16,Yes,3.6,85.0,4.6,S,79.0,75.2,78.08,1009.3,6.0,15.0,87.98,5.4,Cairns,6.0,2014-01-16,1011.6,SE,43.0,20.0,Yes
SE,82.94,No,5.4,71.0,5.2,SSE,69.0,72.86,84.02,1008.0,7.0,19.0,87.61999999999999,5.5,Cairns,5.0,2014-01-17,1010.3,SE,41.0,28.0,Yes
ESE,87.44,No,0.2,65.0,6.1,SSE,55.0,74.48,84.02,1007.2,4.0,19.0,89.6,10.7,Cairns,4.0,2014-01-18,1010.0,SE,39.0,24.0,No
N,84.38000000000001,No,0.0,66.0,7.6,SE,68.0,71.42,82.58,1007.1,7.0,13.0,86.9,8.9,Cairns,4.0,2014-01-19,1009.0,NNE,35.0,15.0,No
NNE,86.53999999999999,No,0.0,71.0,5.4,NE,65.0,73.75999999999999,83.84,1006.3,4.0,4.0,87.61999999999999,8.9,Cairns,6.0,2014-01-20,1008.7,NE,28.0,15.0,No
NE,84.91999999999999,No,0.0,68.0,6.8,SE,64.0,73.22,84.02,1006.7,4.0,11.0,86.9,7.0,Cairns,3.0,2014-01-21,1009.6,ENE,28.0,17.0,No
E,88.16,Yes,0.0,65.0,6.4,SSE,44.0,74.48,83.48,1008.1,7.0,13.0,89.78,10.0,Cairns,3.0,2014-01-22,1010.1,SE,37.0,24.0,No
S,77.54,Yes,2.0,81.0,8.4,SE,95.0,75.38,80.78,1009.0,8.0,15.0,86.9,1.6,Cairns,7.0,2014-01-23,1010.6,S,37.0,17.0,Yes
SE,88.34,No,55.8,76.0,4.8,S,60.0,75.02,83.12,1006.2,5.0,13.0,89.6,8.4,Cairns,6.0,2014-01-24,1009.7,SSW,41.0,20.0,Yes
E,88.88000000000001,No,0.0,74.0,7.0,SSE,66.0,76.64,85.1,1004.9,5.0,15.0,91.58000000000001,10.4,Cairns,5.0,2014-01-25,1008.2,ENE,35.0,26.0,No
SE,91.4,Yes,0.0,67.0,6.2,SSE,49.0,78.25999999999999,86.0,1005.4,5.0,15.0,92.66,10.7,Cairns,7.0,2014-01-26,1007.6,SSE,56.0,35.0,No
SE,80.6,Yes,28.2,89.0,6.2,S,87.0,74.66,78.98,1005.4,7.0,22.0,88.16,7.1,Cairns,6.0,2014-01-27,1007.9,SE,57.0,37.0,Yes
SE,84.74,Yes,33.8,86.0,6.4,SSE,69.0,76.28,80.78,1003.1,6.0,31.0,86.53999999999999,2.8,Cairns,7.0,2014-01-28,1005.6,SE,81.0,50.0,Yes
SSE,84.2,Yes,20.2,80.0,5.2,S,64.0,76.28,80.06,1000.9,6.0,22.0,86.9,3.6,Cairns,6.0,2014-01-29,1004.4,SSE,78.0,44.0,Yes
WSW,85.46000000000001,No,3.4,57.0,7.6,SSE,63.0,75.92,84.74,999.4,7.0,22.0,89.6,1.6,Cairns,7.0,2014-01-30,1000.9,S,52.0,11.0,Yes
NE,86.9,No,0.2,61.0,3.6,WNW,73.0,73.4,83.48,998.9,6.0,19.0,92.11999999999999,10.0,Cairns,6.0,2014-01-31,1000.8,WNW,35.0,13.0,No
N,87.61999999999999,No,0.0,57.0,5.6,W,71.0,76.28,88.34,999.5,4.0,6.0,93.56,9.9,Cairns,3.0,2014-02-01,1002.7,NNE,37.0,19.0,No
S,76.46,Yes,0.0,64.0,7.6,ENE,96.0,78.98,87.26,1002.6,7.0,9.0,91.58000000000001,4.0,Cairns,7.0,2014-02-02,1004.9,S,46.0,20.0,No
SSE,75.74000000000001,Yes,62.8,95.0,8.4,S,98.0,74.12,75.02,1002.8,8.0,13.0,78.8,0.0,Cairns,8.0,2014-02-03,1005.3,SSE,43.0,22.0,Yes
SE,83.12,No,67.8,83.0,1.2,SSW,56.0,71.42,76.64,1005.4,8.0,20.0,85.1,0.5,Cairns,8.0,2014-02-04,1007.3,SE,43.0,28.0,Yes
S,77.36,Yes,0.8,85.0,4.0,SSE,82.0,74.3,76.64,1007.1,8.0,15.0,78.25999999999999,0.0,Cairns,8.0,2014-02-05,1009.3,ESE,35.0,17.0,No
SSE,77.0,Yes,40.8,80.0,2.6,SSE,84.0,71.06,77.72,1006.1,8.0,13.0,82.22,1.5,Cairns,7.0,2014-02-06,1008.4,S,50.0,19.0,Yes
SSE,75.2,Yes,9.8,77.0,2.8,S,94.0,71.96,78.8,1006.1,8.0,15.0,79.88,0.5,Cairns,6.0,2014-02-07,1007.2,SSE,39.0,19.0,Yes
E,75.56,Yes,34.0,89.0,3.2,S,98.0,72.68,77.18,1006.8,8.0,17.0,82.75999999999999,0.1,Cairns,8.0,2014-02-08,1008.8,SE,41.0,19.0,Yes
NE,77.9,Yes,23.0,79.0,3.8,SSE,93.0,74.3,82.75999999999999,1008.4,7.0,17.0,87.08000000000001,4.7,Cairns,6.0,2014-02-09,1010.7,ENE,30.0,4.0,Yes
ESE,84.2,Yes,13.6,89.0,3.4,S,71.0,75.74000000000001,80.6,1008.2,8.0,15.0,86.72,4.3,Cairns,6.0,2014-02-10,1010.0,ESE,44.0,24.0,Yes
S,82.94,Yes,5.8,79.0,4.6,SSE,78.0,75.38,81.68,1008.2,5.0,19.0,85.46000000000001,4.6,Cairns,4.0,2014-02-11,1009.9,S,33.0,19.0,Yes
S,78.08,Yes,9.6,83.0,5.0,S,91.0,74.48,80.06,1009.1,8.0,17.0,84.91999999999999,2.3,Cairns,7.0,2014-02-12,1010.4,S,37.0,11.0,Yes
SE,82.75999999999999,No,10.6,75.0,3.6,S,70.0,71.42,79.88,1008.4,5.0,15.0,84.91999999999999,4.3,Cairns,3.0,2014-02-13,1011.1,SE,37.0,20.0,Yes
NE,84.38000000000001,No,0.2,68.0,4.0,SSE,66.0,70.16,81.86,1005.9,3.0,11.0,85.46000000000001,8.9,Cairns,1.0,2014-02-14,1009.9,NE,30.0,20.0,No
N,84.38000000000001,No,0.0,67.0,5.0,NW,74.0,71.96,82.94,1004.7,4.0,7.0,86.36,9.0,Cairns,6.0,2014-02-15,1008.1,NE,30.0,19.0,No
N,86.0,No,0.0,65.0,6.2,W,68.0,75.74000000000001,83.66,1003.4,8.0,19.0,89.24,2.3,Cairns,7.0,2014-02-16,1007.0,N,33.0,9.0,No
N,86.36,Yes,0.0,75.0,3.4,NNE,72.0,76.64,83.48,1003.7,5.0,2.0,87.8,6.4,Cairns,7.0,2014-02-17,1006.8,NNW,30.0,17.0,No
NE,83.66,Yes,5.6,82.0,5.4,SSE,78.0,76.64,82.22,1003.6,7.0,15.0,86.36,3.7,Cairns,7.0,2014-02-18,1006.6,E,26.0,13.0,Yes
N,83.48,Yes,26.8,86.0,5.2,W,83.0,76.82,81.68,1002.0,7.0,2.0,86.72,4.8,Cairns,6.0,2014-02-19,1004.8,WNW,26.0,11.0,Yes
NNE,86.0,No,4.8,67.0,3.2,WNW,72.0,76.64,86.18,1003.3,8.0,13.0,90.68,9.5,Cairns,8.0,2014-02-20,1005.5,N,30.0,15.0,Yes
ESE,90.68,Yes,0.6,79.0,6.6,S,59.0,78.62,83.84,1004.1,6.0,11.0,92.11999999999999,8.7,Cairns,5.0,2014-02-21,1007.6,SE,35.0,22.0,No
ESE,86.36,Yes,37.0,83.0,7.6,S,63.0,77.54,82.4,1006.1,7.0,15.0,87.98,2.8,Cairns,7.0,2014-02-22,1008.7,NE,35.0,19.0,Yes
SSE,81.86,Yes,23.6,89.0,4.8,SSE,81.0,74.12,79.52,1007.9,6.0,17.0,86.36,4.5,Cairns,6.0,2014-02-23,1010.4,SSE,46.0,22.0,Yes
SSE,86.9,No,9.0,72.0,5.0,SSE,62.0,75.2,82.58,1008.8,4.0,22.0,87.44,6.3,Cairns,4.0,2014-02-24,1011.9,SSE,43.0,28.0,Yes
SE,86.18,No,1.0,79.0,4.8,S,55.0,74.48,78.62,1008.4,2.0,13.0,87.08000000000001,7.6,Cairns,7.0,2014-02-25,1011.6,SSE,43.0,26.0,No
SE,86.18,No,1.0,71.0,5.8,SSE,60.0,72.5,81.68,1008.1,2.0,13.0,88.52,10.3,Cairns,2.0,2014-02-26,1011.5,SE,37.0,24.0,No
SE,84.2,Yes,0.0,79.0,7.2,S,68.0,73.04,78.08,1009.5,7.0,13.0,86.36,2.4,Cairns,6.0,2014-02-27,1011.7,SSW,35.0,13.0,No
SE,86.0,No,7.6,75.0,8.0,S,62.0,73.58,80.96,1008.9,6.0,13.0,87.08000000000001,7.8,Cairns,6.0,2014-02-28,1011.7,SSE,35.0,19.0,Yes
S,82.75999999999999,Yes,0.0,69.0,8.6,S,78.0,70.34,80.78,1008.0,7.0,13.0,83.48,1.6,Cairns,6.0,2014-03-01,1011.2,SE,54.0,17.0,No
SE,87.08000000000001,Yes,5.8,69.0,3.0,S,52.0,73.04,80.78,1008.2,3.0,15.0,88.88000000000001,8.9,Cairns,7.0,2014-03-02,1011.6,SE,37.0,26.0,Yes
S,82.58,Yes,9.4,86.0,8.0,SSE,75.0,74.84,78.8,1009.6,7.0,17.0,85.28,2.3,Cairns,7.0,2014-03-03,1012.3,SSE,46.0,19.0,Yes
SE,84.02,Yes,4.6,88.0,4.2,S,65.0,75.38,78.25999999999999,1010.6,4.0,20.0,87.98,8.8,Cairns,7.0,2014-03-04,1013.4,SE,56.0,35.0,Yes
SSE,80.24000000000001,Yes,3.4,83.0,6.8,SSE,75.0,74.66,78.62,1009.8,7.0,22.0,85.1,5.1,Cairns,5.0,2014-03-05,1012.3,SE,50.0,26.0,Yes
SE,85.64,No,5.8,71.0,5.0,SSE,51.0,73.04,80.24000000000001,1009.1,7.0,24.0,87.44,9.6,Cairns,3.0,2014-03-06,1011.2,SE,57.0,35.0,Yes
SSE,85.1,No,0.6,77.0,0.2,SSE,62.0,74.48,79.16,1007.9,7.0,17.0,88.34,3.1,Cairns,7.0,2014-03-07,1011.3,SE,56.0,22.0,No
SSE,82.04,No,0.2,82.0,8.0,S,69.0,75.2,78.44,1007.1,7.0,15.0,85.28,1.3,Cairns,7.0,2014-03-08,1009.8,SSE,52.0,31.0,No
SE,88.52,No,0.2,65.0,3.8,SSE,55.0,75.56,81.68,1005.6,7.0,26.0,90.32,6.6,Cairns,7.0,2014-03-09,1008.3,SSE,37.0,19.0,No
ESE,85.46000000000001,No,0.0,63.0,7.8,E,56.0,76.28,82.94,1008.0,7.0,6.0,87.26,6.1,Cairns,7.0,2014-03-10,1010.6,SE,43.0,17.0,No
SSE,77.9,Yes,0.0,75.0,7.0,SSE,85.0,76.28,79.34,1009.2,7.0,24.0,82.4,0.3,Cairns,7.0,2014-03-11,1010.9,SE,48.0,22.0,No
S,79.88,Yes,49.8,93.0,5.2,SE,80.0,72.86,75.74000000000001,1009.5,6.0,9.0,84.91999999999999,1.0,Cairns,7.0,2014-03-12,1012.8,SE,44.0,24.0,Yes
SE,84.74,No,78.2,70.0,,SSE,56.0,72.32,80.42,1010.3,1.0,19.0,86.72,8.9,Cairns,2.0,2014-03-13,1013.5,SE,39.0,24.0,Yes
SE,82.58,No,0.0,81.0,7.2,SSE,63.0,74.84,78.08,1010.7,7.0,26.0,85.46000000000001,2.4,Cairns,7.0,2014-03-14,1013.8,SE,43.0,31.0,No
E,84.74,No,0.0,66.0,4.4,S,55.0,70.34,79.7,1010.7,1.0,17.0,86.36,11.3,Cairns,1.0,2014-03-15,1013.7,E,35.0,26.0,No
