MinTempF,Location,MaxTempF,Temp3pmF,Temp9amF,WindDir3pm,Humidity9am,Cloud3pm,Rainfall,WindSpeed3pm,Cloud9am,WindSpeed9am,RainToday,Date,WindDir9am,RainTomorrow,Humidity3pm
41.72,Newcastle,66.56,62.24,49.64,SE,100.0,7.0,0.2,4.0,0.0,0.0,No,2013-07-13,,No,70.0
42.08,Newcastle,67.1,64.04,48.56,NW,97.0,4.0,0.2,4.0,,0.0,No,2013-07-14,,No,64.0
48.2,Newcastle,65.66,64.04,54.68,,95.0,8.0,0.2,0.0,8.0,0.0,No,2013-07-15,,No,81.0
53.06,Newcastle,70.88,68.72,56.3,NW,97.0,5.0,0.2,4.0,8.0,0.0,No,2013-07-16,,No,56.0
51.44,Newcastle,74.12,67.64,57.2,NW,89.0,2.0,0.0,4.0,6.0,0.0,No,2013-07-17,,No,70.0
50.36,Newcastle,74.84,70.7,56.120000000000005,,91.0,4.0,0.0,0.0,1.0,0.0,No,2013-07-18,,No,58.0
53.24,Newcastle,70.16,62.24,58.64,,89.0,8.0,0.2,0.0,5.0,0.0,No,2013-07-19,,No,90.0
53.6,Newcastle,68.36,66.56,57.2,NW,89.0,3.0,1.0,28.0,8.0,4.0,No,2013-07-20,NW,No,53.0
43.7,Newcastle,61.16,59.72,50.0,NW,77.0,0.0,0.0,28.0,0.0,7.0,No,2013-07-21,NE,No,36.0
37.22,Newcastle,,61.7,47.3,NW,66.0,2.0,0.0,28.0,1.0,0.0,No,2013-07-22,,No,29.0
,Newcastle,,62.6,,NW,,5.0,0.0,9.0,,,No,2013-07-23,,No,39.0
,Newcastle,63.86,59.9,,SE,,8.0,0.0,19.0,,,No,2013-07-24,,No,64.0
40.46,Newcastle,65.3,64.04,50.0,,84.0,2.0,0.0,0.0,7.0,0.0,No,2013-07-25,,No,52.0
,Newcastle,67.1,65.84,48.2,NW,73.0,0.0,0.0,9.0,6.0,0.0,No,2013-07-26,,No,41.0
39.92,Newcastle,67.64,64.4,50.0,,80.0,2.0,0.0,0.0,0.0,0.0,No,2013-07-27,,No,62.0
41.9,Newcastle,64.75999999999999,64.04,46.76,,97.0,5.0,0.0,0.0,8.0,4.0,No,2013-07-28,NW,No,67.0
43.34,Newcastle,72.14,71.6,50.72,,95.0,3.0,0.0,0.0,0.0,0.0,No,2013-07-29,,No,47.0
46.04,Newcastle,70.52,67.46,55.4,,72.0,6.0,0.0,0.0,3.0,0.0,No,2013-07-30,,Yes,50.0
54.5,Newcastle,64.4,62.6,57.92,SW,90.0,6.0,10.4,19.0,4.0,19.0,Yes,2013-07-31,SW,No,59.0
44.6,Newcastle,66.02,,55.76,,77.0,,0.2,,1.0,0.0,No,2013-08-01,,No,
41.54,Newcastle,69.44,68.72,51.44,NE,96.0,2.0,0.2,19.0,6.0,0.0,No,2013-08-02,,No,39.0
47.66,Newcastle,67.46,66.2,55.22,NW,58.0,1.0,0.0,19.0,0.0,0.0,No,2013-08-03,,No,41.0
48.2,Newcastle,67.1,,56.66,,54.0,,0.0,,1.0,28.0,No,2013-08-04,NW,No,
44.42,Newcastle,66.56,65.84,53.24,NW,61.0,0.0,0.0,11.0,1.0,9.0,No,2013-08-05,NW,No,36.0
47.120000000000005,Newcastle,73.04,71.42,59.9,NW,50.0,6.0,0.2,19.0,0.0,19.0,No,2013-08-06,NE,No,33.0
51.8,Newcastle,65.84,61.88,57.92,SE,74.0,4.0,0.0,9.0,6.0,0.0,No,2013-08-07,,Yes,59.0
47.3,Newcastle,57.56,53.24,52.7,SW,70.0,8.0,9.2,9.0,1.0,28.0,Yes,2013-08-08,NW,Yes,79.0
44.96,Newcastle,66.2,63.32,51.8,NE,71.0,6.0,1.2,4.0,1.0,4.0,Yes,2013-08-09,NW,No,46.0
51.8,Newcastle,74.66,73.75999999999999,61.16,SW,49.0,0.0,0.2,4.0,0.0,19.0,No,2013-08-10,NW,No,35.0
45.32,Newcastle,74.84,74.12,59.0,,60.0,2.0,0.0,0.0,0.0,0.0,No,2013-08-11,,No,38.0
48.92,Newcastle,80.6,78.8,59.36,NW,70.0,6.0,0.0,19.0,2.0,0.0,No,2013-08-12,,No,27.0
46.4,Newcastle,71.06,,55.4,,49.0,,0.0,,0.0,19.0,No,2013-08-13,NW,No,
48.56,Newcastle,73.75999999999999,72.86,53.6,NW,65.0,2.0,0.0,28.0,6.0,0.0,No,2013-08-14,,No,23.0
50.18,Newcastle,64.04,62.059999999999995,57.2,SE,37.0,0.0,0.0,15.0,0.0,11.0,No,2013-08-15,SW,No,36.0
38.3,Newcastle,69.44,68.72,50.18,NE,71.0,1.0,0.0,4.0,0.0,4.0,No,2013-08-16,NE,No,49.0
47.84,Newcastle,73.75999999999999,68.0,57.2,NW,76.0,1.0,0.0,50.0,6.0,0.0,No,2013-08-17,,No,64.0
46.4,Newcastle,71.96,71.24000000000001,58.82,NW,53.0,0.0,0.0,19.0,0.0,9.0,No,2013-08-18,NW,No,27.0
48.74,Newcastle,77.54,73.04,59.9,NW,43.0,5.0,0.0,37.0,1.0,9.0,No,2013-08-19,NW,No,29.0
42.8,Newcastle,64.4,61.16,51.44,NW,54.0,5.0,0.0,4.0,0.0,19.0,No,2013-08-20,NW,No,50.0
40.28,Newcastle,64.75999999999999,62.6,50.72,SW,68.0,5.0,0.0,2.0,4.0,4.0,No,2013-08-21,NW,No,35.0
41.36,Newcastle,65.48,64.75999999999999,52.52,NW,54.0,5.0,0.0,28.0,6.0,19.0,No,2013-08-22,NW,No,35.0
49.46,Newcastle,70.34,66.02,56.3,NW,55.0,7.0,0.0,19.0,7.0,19.0,No,2013-08-23,SW,No,34.0
52.879999999999995,Newcastle,71.06,67.64,61.519999999999996,SE,60.0,1.0,0.0,9.0,0.0,15.0,No,2013-08-24,NW,No,47.0
44.96,Newcastle,76.1,74.84,58.82,NW,69.0,0.0,0.0,9.0,0.0,9.0,No,2013-08-25,NW,No,26.0
45.68,Newcastle,71.96,68.9,58.28,,67.0,6.0,0.0,0.0,0.0,4.0,No,2013-08-26,NW,No,54.0
,Newcastle,71.24000000000001,70.16,60.440000000000005,,71.0,0.0,0.0,0.0,1.0,0.0,No,2013-08-27,,No,44.0
45.5,Newcastle,73.04,71.24000000000001,59.9,SE,79.0,1.0,0.0,19.0,0.0,0.0,No,2013-08-28,,No,36.0
46.4,Newcastle,73.4,72.68,59.36,SE,76.0,6.0,0.0,9.0,1.0,0.0,No,2013-08-29,,No,58.0
57.92,Newcastle,82.75999999999999,82.04,66.56,NW,68.0,1.0,0.0,28.0,0.0,0.0,No,2013-08-30,,No,31.0
50.72,Newcastle,77.36,75.2,62.959999999999994,SE,61.0,8.0,0.0,9.0,6.0,0.0,No,2013-08-31,,No,32.0
47.84,Newcastle,73.58,72.14,63.32,SE,76.0,1.0,0.0,4.0,0.0,0.0,No,2013-09-01,,Yes,54.0
49.28,Newcastle,73.4,70.7,59.9,SE,84.0,1.0,1.4,4.0,0.0,0.0,Yes,2013-09-02,,No,55.0
50.72,Newcastle,72.86,71.06,64.4,SE,76.0,1.0,0.0,9.0,2.0,0.0,No,2013-09-03,,No,63.0
51.26,Newcastle,74.84,72.86,63.5,SE,68.0,0.0,0.0,13.0,1.0,0.0,No,2013-09-04,,No,56.0
49.46,Newcastle,82.04,80.06,65.3,,60.0,5.0,0.0,0.0,0.0,9.0,No,2013-09-05,NE,No,33.0
57.74,Newcastle,77.9,71.6,70.7,SE,49.0,8.0,0.0,9.0,2.0,4.0,No,2013-09-06,NW,No,66.0
55.76,Newcastle,86.0,85.1,68.72,NE,57.0,6.0,0.0,4.0,6.0,4.0,No,2013-09-07,NW,No,23.0
62.24,Newcastle,72.5,71.6,67.64,SE,78.0,6.0,0.4,9.0,6.0,4.0,No,2013-09-08,SW,No,64.0
64.04,Newcastle,78.44,76.64,67.46,,82.0,7.0,0.0,0.0,8.0,0.0,No,2013-09-09,,No,54.0
59.36,Newcastle,,84.74,76.1,NW,31.0,6.0,0.0,37.0,0.0,28.0,No,2013-09-10,NW,No,23.0
,Newcastle,86.36,,,,,,0.0,,,,No,2013-09-11,,No,
48.02,Newcastle,73.75999999999999,70.7,65.48,SE,45.0,1.0,0.0,4.0,1.0,4.0,No,2013-09-12,SW,No,39.0
52.52,Newcastle,68.0,63.5,58.64,SE,45.0,7.0,0.0,9.0,6.0,9.0,No,2013-09-13,SW,Yes,57.0
55.4,Newcastle,78.44,77.72,66.38,SW,62.0,3.0,7.0,9.0,6.0,0.0,Yes,2013-09-14,,No,41.0
53.6,Newcastle,67.64,66.74000000000001,64.75999999999999,SE,71.0,5.0,0.0,4.0,6.0,4.0,No,2013-09-15,WSW,No,65.0
53.6,Newcastle,66.2,61.7,63.5,,75.0,8.0,0.0,0.0,8.0,4.0,No,2013-09-16,NE,Yes,93.0
54.68,Newcastle,72.86,70.52,63.32,NW,82.0,6.0,16.2,28.0,6.0,0.0,Yes,2013-09-17,,No,45.0
57.56,Newcastle,77.0,76.28,71.96,NW,44.0,0.0,0.4,41.0,5.0,37.0,No,2013-09-18,NW,No,30.0
53.6,Newcastle,75.56,74.84,66.2,NW,48.0,0.0,0.0,22.0,1.0,4.0,No,2013-09-19,NW,No,26.0
49.46,Newcastle,74.66,71.6,63.5,NW,48.0,4.0,0.0,37.0,0.0,9.0,No,2013-09-20,NW,No,20.0
47.3,Newcastle,70.7,67.1,62.959999999999994,SE,50.0,1.0,0.0,9.0,0.0,4.0,No,2013-09-21,N,No,47.0
45.5,Newcastle,75.74000000000001,73.4,62.6,SE,65.0,1.0,0.0,4.0,1.0,4.0,No,2013-09-22,NW,No,36.0
51.08,Newcastle,87.44,86.9,67.46,NW,55.0,0.0,0.6,37.0,0.0,4.0,No,2013-09-23,NE,No,18.0
58.28,Newcastle,88.16,86.9,64.04,NW,60.0,4.0,0.0,19.0,8.0,0.0,No,2013-09-24,,No,22.0
55.4,Newcastle,87.26,85.1,75.92,NE,37.0,1.0,0.0,4.0,0.0,4.0,No,2013-09-25,NW,No,40.0
55.04,Newcastle,95.0,91.4,73.4,SW,45.0,0.0,0.0,46.0,0.0,4.0,No,2013-09-26,NW,No,16.0
50.0,Newcastle,73.58,71.6,64.4,NE,33.0,0.0,0.0,9.0,0.0,4.0,No,2013-09-27,N,No,26.0
48.92,Newcastle,88.16,86.18,67.1,NW,49.0,0.0,0.0,37.0,0.0,9.0,No,2013-09-28,WNW,No,11.0
51.44,Newcastle,73.94,71.24000000000001,69.25999999999999,SE,36.0,1.0,0.0,28.0,2.0,4.0,No,2013-09-29,NW,No,37.0
49.64,Newcastle,87.08000000000001,86.18,68.9,NW,45.0,1.0,0.0,4.0,1.0,9.0,No,2013-09-30,SE,No,17.0
55.04,Newcastle,92.66,71.96,67.1,NW,51.0,8.0,0.0,28.0,8.0,0.0,No,2013-10-01,,Yes,72.0
49.64,Newcastle,80.06,79.7,65.48,NW,47.0,1.0,2.4,19.0,0.0,4.0,Yes,2013-10-02,NE,No,25.0
54.5,Newcastle,69.8,60.980000000000004,66.2,SW,42.0,7.0,0.0,37.0,6.0,4.0,No,2013-10-03,SW,Yes,61.0
47.84,Newcastle,68.0,65.12,59.9,SE,59.0,4.0,7.6,9.0,6.0,9.0,Yes,2013-10-04,SE,No,62.0
44.96,Newcastle,85.64,84.38000000000001,63.5,NE,62.0,5.0,0.0,4.0,4.0,4.0,No,2013-10-05,NE,No,22.0
53.6,Newcastle,91.03999999999999,87.08000000000001,71.06,NW,39.0,3.0,0.0,4.0,1.0,0.0,No,2013-10-06,,No,17.0
58.28,Newcastle,71.42,67.28,68.36,SE,53.0,6.0,0.0,46.0,1.0,28.0,No,2013-10-07,SE,No,58.0
50.18,Newcastle,72.32,66.2,64.4,SE,69.0,6.0,0.0,37.0,2.0,4.0,No,2013-10-08,NE,No,62.0
47.48,Newcastle,85.82,83.84,60.08,NW,77.0,0.0,0.0,9.0,0.0,4.0,No,2013-10-09,NE,No,20.0
56.84,Newcastle,93.91999999999999,92.84,74.3,NW,34.0,0.0,0.0,46.0,0.0,9.0,No,2013-10-10,NW,No,15.0
57.2,Newcastle,73.4,70.34,68.36,NE,78.0,1.0,0.0,9.0,6.0,11.0,No,2013-10-11,SW,No,56.0
52.52,Newcastle,85.1,82.75999999999999,64.04,NE,78.0,0.0,0.0,11.0,0.0,4.0,No,2013-10-12,NE,No,47.0
61.519999999999996,Newcastle,95.36,94.64,78.44,NW,53.0,1.0,0.0,65.0,4.0,9.0,No,2013-10-13,NW,No,11.0
55.4,Newcastle,68.0,66.2,60.26,SE,62.0,2.0,0.0,22.0,6.0,0.0,No,2013-10-14,,No,46.0
46.4,Newcastle,75.74000000000001,74.12,59.9,SW,53.0,0.0,0.2,15.0,0.0,4.0,No,2013-10-15,SW,No,26.0
46.94,Newcastle,85.1,84.2,61.88,N,48.0,0.0,0.0,9.0,1.0,4.0,No,2013-10-16,NW,No,17.0
54.32,Newcastle,93.2,92.48,75.2,NW,32.0,2.0,0.0,41.0,1.0,9.0,No,2013-10-17,NW,No,23.0
58.1,Newcastle,68.0,67.46,63.5,SE,39.0,6.0,0.0,4.0,7.0,4.0,No,2013-10-18,SE,No,46.0
46.4,Newcastle,73.94,,63.32,,62.0,,0.0,,1.0,0.0,No,2013-10-19,,No,
56.84,Newcastle,84.56,82.4,64.4,SE,84.0,1.0,0.0,9.0,1.0,9.0,No,2013-10-20,NE,No,46.0
58.64,Newcastle,95.0,94.1,74.48,NW,55.0,0.0,0.0,9.0,0.0,9.0,No,2013-10-21,NW,No,17.0
65.48,Newcastle,82.75999999999999,81.86,74.12,SE,73.0,5.0,0.0,9.0,6.0,9.0,No,2013-10-22,SE,No,59.0
66.92,Newcastle,96.44,95.9,78.44,NW,55.0,2.0,0.0,41.0,5.0,0.0,No,2013-10-23,,No,21.0
58.1,Newcastle,83.48,82.4,71.24000000000001,SW,41.0,1.0,0.0,9.0,2.0,9.0,No,2013-10-24,SW,No,13.0
50.0,Newcastle,73.04,71.6,63.5,SE,31.0,1.0,0.0,9.0,0.0,4.0,No,2013-10-25,SW,No,36.0
49.64,Newcastle,,70.7,61.519999999999996,SE,54.0,2.0,0.0,19.0,4.0,9.0,No,2013-10-26,NW,No,51.0
,Newcastle,76.46,74.12,,SE,,6.0,0.0,9.0,,,No,2013-10-27,,No,52.0
51.08,Newcastle,80.96,76.1,65.12,SE,77.0,3.0,0.0,9.0,8.0,0.0,No,2013-10-28,,No,55.0
60.8,Newcastle,88.7,61.88,67.64,SE,65.0,7.0,0.0,37.0,7.0,4.0,No,2013-10-29,NW,Yes,99.0
,Newcastle,70.52,69.8,64.04,SW,68.0,2.0,35.8,9.0,2.0,9.0,Yes,2013-10-30,SW,No,51.0
51.8,Newcastle,74.3,74.3,64.75999999999999,NE,70.0,1.0,0.0,4.0,2.0,4.0,No,2013-10-31,NE,No,49.0
61.7,Newcastle,73.94,73.75999999999999,69.25999999999999,SE,67.0,6.0,0.0,9.0,8.0,0.0,No,2013-11-01,,No,58.0
55.76,Newcastle,93.56,92.11999999999999,68.0,NW,72.0,5.0,0.0,9.0,4.0,4.0,No,2013-11-02,NW,No,20.0
61.16,Newcastle,94.64,92.3,79.7,NW,27.0,7.0,0.0,56.0,1.0,4.0,No,2013-11-03,NW,No,15.0
50.36,Newcastle,66.92,64.04,63.5,SE,46.0,1.0,0.0,46.0,6.0,15.0,No,2013-11-04,SE,No,46.0
,Newcastle,69.25999999999999,67.1,63.5,SE,65.0,6.0,0.0,19.0,8.0,9.0,No,2013-11-05,SE,No,51.0
47.84,Newcastle,74.66,74.3,63.5,SE,70.0,0.0,0.0,28.0,1.0,4.0,No,2013-11-06,NE,No,49.0
52.879999999999995,Newcastle,84.2,82.75999999999999,65.84,SE,69.0,0.0,0.0,15.0,0.0,4.0,No,2013-11-07,N,No,46.0
58.459999999999994,Newcastle,94.64,92.3,73.4,NE,58.0,1.0,0.0,9.0,0.0,4.0,No,2013-11-08,N,No,27.0
67.1,Newcastle,97.16,95.9,74.84,NE,60.0,6.0,0.0,37.0,8.0,0.0,No,2013-11-09,,No,25.0
59.0,Newcastle,73.04,69.8,67.64,SE,61.0,8.0,0.0,28.0,7.0,19.0,No,2013-11-10,SE,Yes,64.0
59.0,Newcastle,71.06,68.9,65.3,SE,90.0,7.0,62.6,28.0,8.0,9.0,Yes,2013-11-11,SE,Yes,75.0
58.459999999999994,Newcastle,71.24000000000001,65.3,67.82,,82.0,6.0,2.8,0.0,8.0,0.0,Yes,2013-11-12,,Yes,95.0
56.84,Newcastle,80.6,79.52,65.12,SE,94.0,2.0,4.0,11.0,0.0,0.0,Yes,2013-11-13,,No,43.0
56.3,Newcastle,80.06,77.36,71.06,SE,51.0,0.0,0.0,15.0,0.0,0.0,No,2013-11-14,,No,48.0
62.6,Newcastle,77.36,74.3,71.96,SE,65.0,5.0,0.0,28.0,4.0,4.0,No,2013-11-15,SW,No,60.0
57.56,Newcastle,70.52,65.3,66.56,SE,68.0,7.0,0.2,19.0,8.0,9.0,No,2013-11-16,SE,Yes,85.0
54.14,Newcastle,63.32,59.72,59.36,NW,96.0,8.0,9.2,4.0,8.0,0.0,Yes,2013-11-17,,Yes,93.0
52.16,Newcastle,71.24000000000001,63.68,61.7,NW,99.0,8.0,132.5,4.0,8.0,37.0,Yes,2013-11-18,SE,Yes,83.0
58.1,Newcastle,74.84,68.9,66.2,SE,84.0,5.0,14.8,46.0,8.0,0.0,Yes,2013-11-19,,Yes,79.0
57.56,Newcastle,78.8,78.8,68.9,SE,81.0,3.0,2.0,4.0,4.0,0.0,Yes,2013-11-20,,No,62.0
62.959999999999994,Newcastle,81.5,81.5,73.4,NE,74.0,2.0,0.0,9.0,5.0,4.0,No,2013-11-21,NE,Yes,60.0
65.66,Newcastle,74.84,71.6,68.72,NE,82.0,8.0,2.6,9.0,8.0,4.0,Yes,2013-11-22,NE,Yes,77.0
,Newcastle,71.96,64.04,66.56,NE,95.0,8.0,15.0,4.0,7.0,0.0,Yes,2013-11-23,,Yes,94.0
56.84,Newcastle,74.66,73.75999999999999,68.36,SE,80.0,4.0,6.4,19.0,5.0,4.0,Yes,2013-11-24,SE,No,52.0
61.519999999999996,Newcastle,73.4,62.42,69.25999999999999,SE,70.0,7.0,0.0,9.0,5.0,0.0,No,2013-11-25,,Yes,87.0
52.7,Newcastle,71.96,71.6,66.92,SE,60.0,2.0,8.8,19.0,1.0,4.0,Yes,2013-11-26,SW,No,51.0
55.22,Newcastle,75.38,74.3,67.64,NE,57.0,1.0,0.0,4.0,1.0,4.0,No,2013-11-27,NW,No,54.0
56.84,Newcastle,94.64,89.6,67.64,NW,76.0,1.0,0.0,4.0,1.0,0.0,No,2013-11-28,,Yes,29.0
62.959999999999994,Newcastle,70.16,68.36,67.1,SE,97.0,8.0,6.0,9.0,8.0,0.0,Yes,2013-11-29,,Yes,87.0
57.92,Newcastle,70.16,67.82,62.6,SE,87.0,6.0,23.0,9.0,7.0,0.0,Yes,2013-11-30,,No,63.0
57.2,Newcastle,73.75999999999999,73.58,67.64,SE,70.0,5.0,0.0,9.0,6.0,0.0,No,2013-12-01,,No,58.0
55.94,Newcastle,76.1,75.74000000000001,69.08,NE,56.0,5.0,0.0,9.0,3.0,0.0,No,2013-12-02,,No,51.0
56.3,Newcastle,77.9,77.18,68.9,NE,72.0,0.0,0.0,15.0,1.0,0.0,No,2013-12-03,,No,23.0
56.48,Newcastle,89.6,88.7,68.36,NE,74.0,6.0,0.0,4.0,4.0,2.0,No,2013-12-04,NE,Yes,38.0
,Newcastle,83.3,76.1,,NW,,6.0,1.4,37.0,,,Yes,2013-12-05,,No,34.0
52.7,Newcastle,71.6,69.8,64.4,SE,43.0,4.0,0.0,9.0,0.0,9.0,No,2013-12-06,SW,No,38.0
52.7,Newcastle,77.36,77.0,67.46,SE,71.0,5.0,0.0,11.0,2.0,0.0,No,2013-12-07,,No,41.0
58.28,Newcastle,84.56,74.3,72.5,NE,47.0,1.0,0.0,9.0,0.0,4.0,No,2013-12-08,NE,No,75.0
62.42,Newcastle,95.9,93.2,74.48,NE,63.0,3.0,0.0,4.0,3.0,0.0,No,2013-12-09,,No,35.0
73.22,Newcastle,95.9,95.9,78.8,SW,58.0,6.0,0.0,28.0,6.0,4.0,No,2013-12-10,NW,No,26.0
66.2,Newcastle,81.5,81.5,74.3,NW,69.0,6.0,0.0,15.0,6.0,0.0,No,2013-12-11,,No,54.0
65.12,Newcastle,81.5,78.8,72.5,SE,78.0,2.0,0.0,28.0,6.0,0.0,No,2013-12-12,,No,58.0
62.959999999999994,Newcastle,85.1,83.84,71.42,NE,76.0,1.0,0.0,9.0,0.0,0.0,No,2013-12-13,,No,92.0
66.38,Newcastle,80.6,77.0,77.0,SE,72.0,4.0,0.0,19.0,7.0,4.0,No,2013-12-14,NW,No,64.0
62.78,Newcastle,79.16,,72.5,,,,0.0,,7.0,4.0,No,2013-12-15,NE,No,
65.3,Newcastle,79.16,77.0,75.74000000000001,SW,64.0,5.0,0.0,22.0,6.0,4.0,No,2013-12-16,NE,No,60.0
61.7,Newcastle,81.5,72.5,73.04,NE,66.0,1.0,0.0,4.0,5.0,4.0,No,2013-12-17,N,No,85.0
64.4,Newcastle,80.96,80.24000000000001,73.22,SE,67.0,1.0,0.0,11.0,4.0,4.0,No,2013-12-18,NE,No,49.0
61.7,Newcastle,84.56,83.12,72.68,NE,68.0,1.0,0.0,19.0,1.0,0.0,No,2013-12-19,,No,54.0
62.78,Newcastle,99.86,98.96000000000001,74.84,NW,68.0,1.0,0.0,4.0,1.0,4.0,No,2013-12-20,NE,No,20.0
72.86,Newcastle,79.7,77.0,76.46,SE,74.0,6.0,0.0,22.0,6.0,22.0,No,2013-12-21,SE,No,70.0
70.34,Newcastle,96.44,94.1,75.2,NE,81.0,8.0,0.0,4.0,8.0,0.0,No,2013-12-22,,No,44.0
69.44,Newcastle,95.0,93.2,81.32,NW,59.0,7.0,0.0,11.0,8.0,0.0,No,2013-12-23,,Yes,31.0
65.12,Newcastle,,69.8,65.84,SE,97.0,8.0,4.4,9.0,8.0,9.0,Yes,2013-12-24,SE,No,75.0
,Newcastle,74.3,,,,,,0.0,,,,No,2013-12-25,,Yes,
64.4,Newcastle,81.86,77.0,74.3,SE,73.0,1.0,12.0,28.0,6.0,9.0,Yes,2013-12-26,SE,No,60.0
63.68,Newcastle,79.34,77.9,73.94,SE,69.0,4.0,0.0,9.0,5.0,9.0,No,2013-12-27,SE,No,64.0
64.75999999999999,Newcastle,83.48,82.04,73.4,NE,71.0,2.0,0.0,15.0,7.0,9.0,No,2013-12-28,NE,No,60.0
64.58,Newcastle,74.3,73.4,72.14,SE,78.0,7.0,0.0,37.0,8.0,37.0,No,2013-12-29,SE,No,54.0
,Newcastle,77.54,75.2,70.88,SE,59.0,2.0,0.0,19.0,5.0,4.0,No,2013-12-30,NE,No,49.0
60.08,Newcastle,82.94,82.04,71.24000000000001,NE,68.0,1.0,0.0,9.0,5.0,0.0,No,2013-12-31,,No,52.0
65.48,Newcastle,86.18,84.2,76.64,NE,66.0,6.0,0.4,19.0,2.0,4.0,No,2014-01-01,NE,No,52.0
70.88,Newcastle,,84.2,78.44,,75.0,7.0,0.6,0.0,6.0,0.0,No,2014-01-02,,No,71.0
69.44,Newcastle,84.56,82.75999999999999,74.84,SE,65.0,1.0,0.0,28.0,8.0,4.0,No,2014-01-03,NE,No,68.0
70.88,Newcastle,79.7,79.7,75.92,SE,75.0,5.0,0.0,9.0,7.0,9.0,No,2014-01-04,SW,No,62.0
69.44,Newcastle,87.44,86.9,74.84,NE,79.0,3.0,0.0,15.0,7.0,9.0,No,2014-01-05,SE,No,53.0
65.12,Newcastle,86.36,81.68,80.78,SE,34.0,0.0,0.0,28.0,1.0,9.0,No,2014-01-06,SW,No,30.0
66.38,Newcastle,73.4,71.42,68.9,SE,74.0,8.0,0.0,19.0,8.0,19.0,No,2014-01-07,SE,No,63.0
62.6,Newcastle,77.9,74.12,72.68,SE,62.0,5.0,0.0,4.0,6.0,4.0,No,2014-01-08,SE,No,51.0
56.84,Newcastle,78.62,75.56,72.5,SE,50.0,6.0,0.0,9.0,6.0,4.0,No,2014-01-09,SE,No,56.0
62.959999999999994,Newcastle,85.1,82.75999999999999,72.5,SE,44.0,6.0,0.0,19.0,6.0,4.0,No,2014-01-10,NE,No,47.0
65.84,Newcastle,89.6,88.88000000000001,75.92,NE,65.0,1.0,0.0,9.0,0.0,0.0,No,2014-01-11,,No,43.0
64.75999999999999,Newcastle,,83.3,77.18,NE,71.0,1.0,0.0,19.0,5.0,0.0,No,2014-01-12,,No,58.0
,Newcastle,,,,,,,0.0,,,,No,2014-01-13,,No,
,Newcastle,,,,,,,0.0,,,,No,2014-01-14,,No,
,Newcastle,,,,,,,0.0,,,,No,2014-01-15,,No,
,Newcastle,92.66,,,,,,0.0,,,,No,2014-01-16,,No,
62.059999999999995,Newcastle,89.06,88.34,75.2,NE,75.0,0.0,0.0,19.0,0.0,4.0,No,2014-01-17,NE,No,49.0
63.68,Newcastle,92.66,91.22,74.3,SE,71.0,0.0,0.0,19.0,0.0,0.0,No,2014-01-18,,No,50.0
66.56,Newcastle,82.75999999999999,80.6,74.3,SE,75.0,0.0,0.0,15.0,1.0,4.0,No,2014-01-19,NE,No,59.0
70.52,Newcastle,83.3,80.6,77.18,SE,75.0,6.0,0.0,19.0,5.0,0.0,No,2014-01-20,,No,66.0
70.34,Newcastle,77.0,75.56,71.96,SE,98.0,8.0,0.8,9.0,8.0,4.0,No,2014-01-21,SE,No,85.0
71.6,Newcastle,77.0,73.58,75.56,SSE,74.0,8.0,1.0,19.0,7.0,19.0,No,2014-01-22,SE,No,68.0
66.56,Newcastle,77.0,73.4,68.18,SE,92.0,8.0,1.0,4.0,8.0,4.0,No,2014-01-23,NE,No,84.0
66.92,Newcastle,85.46000000000001,,76.1,,68.0,,0.0,,6.0,28.0,No,2014-01-24,NE,Yes,
65.84,Newcastle,77.36,74.3,74.48,SE,72.0,6.0,8.4,37.0,6.0,4.0,Yes,2014-01-25,SW,No,51.0
61.7,Newcastle,77.0,74.3,71.24000000000001,SE,61.0,4.0,0.4,19.0,7.0,4.0,No,2014-01-26,NE,No,45.0
59.9,Newcastle,82.4,,72.5,,59.0,,0.0,,0.0,9.0,No,2014-01-27,NE,No,
62.959999999999994,Newcastle,85.64,83.48,74.84,SE,58.0,1.0,0.0,37.0,0.0,9.0,No,2014-01-28,NE,No,51.0
64.75999999999999,Newcastle,91.03999999999999,90.5,73.4,SE,59.0,0.0,0.0,19.0,0.0,4.0,No,2014-01-29,NW,No,37.0
64.4,Newcastle,88.16,87.26,75.56,NE,57.0,0.0,0.0,19.0,0.0,9.0,No,2014-01-30,NE,No,39.0
63.86,Newcastle,91.4,91.4,73.4,NW,59.0,0.0,0.0,9.0,0.0,4.0,No,2014-01-31,NE,No,36.0
66.56,Newcastle,,81.32,76.1,SE,71.0,4.0,0.0,9.0,5.0,4.0,No,2014-02-01,SW,No,61.0
,Newcastle,87.44,86.0,,NE,,0.0,0.0,28.0,,,No,2014-02-02,,No,47.0
67.64,Newcastle,88.16,87.44,74.84,NE,58.0,0.0,0.0,28.0,0.0,28.0,No,2014-02-03,NE,No,43.0
65.84,Newcastle,86.0,76.1,76.1,SE,71.0,6.0,0.0,28.0,5.0,4.0,No,2014-02-04,SW,No,71.0
62.78,Newcastle,76.64,74.3,69.8,SE,60.0,6.0,0.0,28.0,8.0,9.0,No,2014-02-05,SE,No,49.0
61.88,Newcastle,75.74000000000001,73.75999999999999,68.9,SE,73.0,7.0,0.2,4.0,8.0,0.0,No,2014-02-06,,No,54.0
58.64,Newcastle,87.44,,72.5,,63.0,,0.0,,1.0,4.0,No,2014-02-07,NE,No,
