Location,Rainfall,Evaporation,Wind.Dir.3.pm,Temp.3.pm.C,Wind.Speed.9.am,Date,Pressure.9.am,Cloud.9.am,Cloud.3.pm,Wind.Gust.Dir,Temp.9.am.C,Min.Temp.C,Rain.Tomorrow,Humidity.9.am,Sunshine,Humidity.3.pm,Pressure.3.pm,Rain.Today,Wind.Speed.3.pm,Wind.Dir.9.am,Wind.Gust.Speed,Max.Temp.C
Darwin,13.4,1.4,WNW,32.0,22.0,2013-03-05,1007.5,7.0,5.0,NW,28.9,24.7,No,80.0,9.1,62.0,1005.3,Yes,28.0,W,41.0,32.9
Darwin,0.4,5.2,WNW,31.6,17.0,2013-03-06,1008.0,3.0,6.0,WNW,30.1,27.6,No,73.0,8.3,63.0,1006.0,No,28.0,W,41.0,31.9
Darwin,0.8,6.6,WNW,31.9,17.0,2013-03-07,1008.9,6.0,6.0,WNW,29.3,27.3,Yes,76.0,9.2,65.0,1005.4,No,26.0,W,48.0,32.8
Darwin,4.8,7.8,WNW,31.5,17.0,2013-03-08,1008.6,7.0,6.0,WNW,27.8,26.2,Yes,87.0,4.0,70.0,1005.5,Yes,30.0,NNW,39.0,32.2
Darwin,1.6,5.4,W,30.4,17.0,2013-03-09,1008.3,4.0,7.0,WNW,28.8,26.7,Yes,83.0,6.0,75.0,1005.0,Yes,28.0,W,37.0,32.3
Darwin,13.0,6.0,,,13.0,2013-03-10,1007.0,6.0,,,29.4,26.6,Yes,81.0,4.8,,,Yes,,SW,,32.6
Darwin,15.2,1.6,WNW,32.1,15.0,2013-03-11,1006.8,6.0,7.0,SSW,27.9,24.2,Yes,83.0,6.8,71.0,1003.4,Yes,28.0,SW,50.0,32.7
Darwin,6.0,6.0,WNW,30.8,15.0,2013-03-12,1007.8,7.0,8.0,SSE,28.0,24.6,Yes,85.0,1.0,79.0,1004.6,Yes,28.0,S,50.0,31.6
Darwin,31.8,4.2,W,32.9,19.0,2013-03-13,1007.9,1.0,2.0,ESE,30.2,24.1,Yes,77.0,9.6,60.0,1005.2,Yes,26.0,WSW,57.0,33.2
Darwin,12.0,7.4,WNW,31.5,6.0,2013-03-14,1008.5,6.0,4.0,SE,27.4,22.9,No,81.0,8.4,68.0,1006.5,Yes,28.0,NNW,52.0,32.5
Darwin,0.0,7.6,WNW,32.6,17.0,2013-03-15,1011.7,3.0,3.0,E,30.4,27.4,Yes,72.0,10.6,64.0,1008.4,No,26.0,W,52.0,33.4
Darwin,8.0,6.6,W,32.8,13.0,2013-03-16,1012.2,7.0,3.0,SE,27.6,24.2,No,85.0,8.7,59.0,1008.5,Yes,15.0,SSW,54.0,33.8
Darwin,1.0,6.2,WNW,32.0,17.0,2013-03-17,1011.1,6.0,7.0,NE,29.6,24.5,No,82.0,10.5,74.0,1007.5,No,28.0,WSW,35.0,34.7
Darwin,0.2,7.4,NW,32.8,13.0,2013-03-18,1009.9,1.0,4.0,NE,29.5,24.8,No,76.0,9.9,54.0,1007.7,No,15.0,WNW,31.0,33.6
Darwin,0.0,3.6,N,33.3,13.0,2013-03-19,1011.3,1.0,5.0,SW,29.7,24.9,Yes,71.0,10.9,57.0,1007.8,No,19.0,NE,52.0,33.6
Darwin,20.6,6.8,WNW,31.7,13.0,2013-03-20,1012.0,1.0,2.0,WNW,29.1,23.9,No,80.0,10.5,62.0,1008.5,Yes,17.0,NE,26.0,32.6
Darwin,0.0,5.4,WNW,32.4,7.0,2013-03-21,1010.5,3.0,2.0,WNW,30.8,25.6,No,74.0,9.7,62.0,1006.9,No,20.0,W,37.0,33.1
Darwin,0.0,5.2,NW,31.9,0.0,2013-03-22,1010.4,4.0,5.0,S,30.3,25.1,Yes,77.0,7.5,61.0,1007.9,No,24.0,,33.0,33.3
Darwin,1.4,5.4,NNW,27.7,9.0,2013-03-23,1011.1,5.0,7.0,NNE,29.7,25.2,Yes,77.0,3.7,80.0,1008.3,Yes,19.0,NNW,41.0,32.0
Darwin,26.2,5.4,NNW,30.6,11.0,2013-03-24,1010.3,8.0,7.0,ENE,25.9,23.3,Yes,86.0,1.3,67.0,1007.2,Yes,11.0,NNE,56.0,30.9
Darwin,26.2,4.8,NE,31.6,20.0,2013-03-25,1009.2,7.0,6.0,SSW,26.8,23.7,Yes,79.0,5.8,61.0,1005.3,Yes,15.0,E,33.0,32.2
Darwin,13.8,6.2,NNE,28.2,20.0,2013-03-26,1007.1,7.0,7.0,NE,26.2,23.9,Yes,84.0,4.0,79.0,1004.0,Yes,9.0,E,33.0,30.3
Darwin,1.8,0.8,N,26.5,11.0,2013-03-27,1006.5,7.0,7.0,SE,26.2,25.0,Yes,89.0,4.0,89.0,1003.1,Yes,13.0,ESE,39.0,30.9
Darwin,61.8,3.4,NNW,27.0,13.0,2013-03-28,1005.9,7.0,7.0,N,26.6,24.2,Yes,89.0,1.3,92.0,1002.8,Yes,9.0,E,28.0,29.1
Darwin,9.2,2.8,WNW,26.7,7.0,2013-03-29,1005.8,7.0,8.0,WNW,26.8,24.9,Yes,94.0,0.2,91.0,1003.1,Yes,9.0,SE,43.0,29.7
Darwin,80.6,3.2,W,29.0,13.0,2013-03-30,1005.9,7.0,8.0,NW,26.6,25.2,Yes,94.0,1.4,81.0,1003.3,Yes,28.0,WNW,43.0,31.5
Darwin,3.2,2.8,WNW,30.4,19.0,2013-03-31,1007.0,6.0,6.0,W,29.3,25.6,Yes,80.0,7.0,72.0,1004.5,Yes,24.0,WNW,39.0,31.6
Darwin,5.0,4.4,N,31.9,15.0,2013-04-01,1010.1,7.0,7.0,NNE,28.5,26.8,Yes,85.0,3.5,64.0,1007.4,Yes,13.0,N,41.0,32.4
Darwin,92.6,,NNE,29.1,13.0,2013-04-02,1011.1,8.0,7.0,E,24.2,23.6,Yes,95.0,0.2,75.0,1008.1,Yes,19.0,NE,50.0,29.7
Darwin,1.2,4.0,ENE,32.2,15.0,2013-04-03,1010.5,7.0,7.0,ENE,27.6,23.9,No,77.0,9.3,48.0,1006.8,Yes,24.0,E,33.0,33.0
Darwin,0.0,4.8,E,32.8,24.0,2013-04-04,1010.1,3.0,3.0,E,26.5,23.8,No,75.0,11.3,52.0,1006.6,No,22.0,ESE,37.0,33.3
Darwin,0.0,7.4,ENE,31.7,28.0,2013-04-05,1010.3,5.0,6.0,E,29.0,26.1,No,72.0,10.6,58.0,1007.8,No,28.0,E,41.0,33.1
Darwin,0.0,7.4,E,31.6,20.0,2013-04-06,1009.9,7.0,8.0,E,29.0,26.6,No,71.0,4.8,55.0,1007.0,No,20.0,ESE,37.0,32.3
Darwin,0.0,6.2,E,32.8,20.0,2013-04-07,1009.0,3.0,2.0,ENE,28.3,25.7,No,70.0,10.8,45.0,1006.4,No,24.0,ESE,39.0,33.2
Darwin,0.0,6.4,E,33.3,17.0,2013-04-08,1009.8,4.0,6.0,E,29.0,25.4,No,66.0,10.7,39.0,1006.9,No,31.0,E,44.0,34.1
Darwin,0.0,6.8,E,34.4,13.0,2013-04-09,1011.0,7.0,7.0,E,28.8,25.9,No,70.0,8.5,38.0,1007.2,No,22.0,ESE,41.0,34.4
Darwin,0.0,6.4,SE,34.7,11.0,2013-04-10,1009.0,7.0,6.0,SSE,28.9,25.6,No,72.0,10.1,32.0,1005.5,No,19.0,SSE,33.0,35.2
Darwin,0.0,6.6,S,33.8,17.0,2013-04-11,1008.9,4.0,2.0,SE,27.7,23.6,No,50.0,11.0,24.0,1005.8,No,20.0,SE,33.0,34.3
Darwin,0.0,9.2,SE,33.0,19.0,2013-04-12,1010.8,2.0,6.0,ESE,27.7,22.8,No,42.0,11.5,24.0,1007.6,No,11.0,SE,31.0,33.7
Darwin,0.0,7.4,SSE,33.6,6.0,2013-04-13,1012.1,5.0,4.0,SSW,28.9,19.4,No,47.0,11.5,22.0,1008.0,No,13.0,WNW,31.0,33.7
Darwin,0.0,8.0,WNW,32.2,11.0,2013-04-14,1011.0,2.0,3.0,WNW,28.3,22.3,No,64.0,11.2,41.0,1007.2,No,26.0,S,31.0,34.2
Darwin,0.0,6.8,NNW,31.6,9.0,2013-04-15,1009.2,4.0,5.0,NNW,29.2,26.0,No,63.0,8.5,53.0,1005.9,No,17.0,SSE,26.0,33.3
Darwin,0.0,6.6,WNW,31.0,13.0,2013-04-16,1010.4,2.0,7.0,WNW,29.9,26.2,No,67.0,10.5,65.0,1006.9,No,28.0,WSW,35.0,34.2
Darwin,0.0,6.4,NNW,33.4,7.0,2013-04-17,1010.8,1.0,2.0,NNW,29.8,25.1,No,75.0,10.9,54.0,1007.6,No,19.0,SSW,28.0,35.4
Darwin,0.6,6.8,ENE,33.7,17.0,2013-04-18,1011.4,6.0,1.0,E,27.9,23.1,No,75.0,10.0,38.0,1007.4,No,22.0,E,52.0,34.5
Darwin,0.0,8.0,E,33.8,20.0,2013-04-19,1012.1,1.0,1.0,ENE,29.2,24.9,No,66.0,11.3,40.0,1008.6,No,17.0,E,37.0,34.5
Darwin,0.0,7.8,NW,34.5,7.0,2013-04-20,1012.3,3.0,5.0,WNW,29.7,24.0,No,70.0,11.4,38.0,1008.8,No,15.0,S,26.0,35.2
Darwin,0.0,4.2,N,32.4,11.0,2013-04-21,1012.4,6.0,6.0,WNW,30.3,24.6,No,72.0,11.4,62.0,1008.2,No,19.0,N,26.0,33.4
Darwin,0.0,7.6,NW,32.7,9.0,2013-04-22,1011.6,2.0,1.0,WNW,29.3,24.9,Yes,76.0,10.9,56.0,1008.3,No,24.0,SSW,31.0,33.5
Darwin,2.2,5.6,WNW,32.3,9.0,2013-04-23,1012.1,4.0,2.0,NW,29.4,25.5,No,81.0,10.9,62.0,1008.7,Yes,24.0,N,33.0,33.1
Darwin,0.0,5.6,E,32.9,15.0,2013-04-24,1013.9,5.0,2.0,ENE,29.4,25.9,No,72.0,11.4,36.0,1009.7,No,20.0,NNE,37.0,33.7
Darwin,0.0,7.0,ENE,34.1,19.0,2013-04-25,1013.4,2.0,3.0,E,29.0,24.0,No,62.0,11.2,31.0,1010.4,No,24.0,E,43.0,34.8
Darwin,0.0,8.6,ESE,33.4,19.0,2013-04-26,1013.8,7.0,7.0,E,26.4,23.2,No,51.0,10.9,25.0,1010.8,No,28.0,ESE,44.0,34.1
Darwin,0.0,7.8,ENE,33.5,24.0,2013-04-27,1013.3,2.0,2.0,E,27.4,22.4,No,54.0,11.2,32.0,1009.8,No,17.0,E,44.0,34.0
Darwin,0.0,7.6,NW,32.3,13.0,2013-04-28,1013.7,3.0,2.0,ESE,28.4,23.3,No,71.0,11.0,53.0,1009.9,No,20.0,E,41.0,33.8
Darwin,0.0,4.6,WNW,30.5,7.0,2013-04-29,1014.4,6.0,6.0,SE,25.8,24.3,No,86.0,8.0,62.0,1010.6,No,19.0,NE,31.0,33.4
Darwin,0.0,6.4,E,33.2,9.0,2013-04-30,1013.6,2.0,2.0,SE,28.6,23.1,No,54.0,11.1,27.0,1009.5,No,20.0,ESE,39.0,33.6
Darwin,0.0,6.2,ENE,32.8,13.0,2013-05-01,1011.9,2.0,2.0,ENE,28.6,22.6,No,66.0,11.2,35.0,1008.3,No,22.0,E,35.0,33.9
Darwin,0.0,6.8,NE,33.6,9.0,2013-05-02,1010.5,1.0,3.0,ENE,30.0,24.3,No,62.0,11.1,40.0,1007.5,No,19.0,SE,39.0,35.2
Darwin,0.0,7.2,E,34.3,17.0,2013-05-03,1011.7,6.0,4.0,ESE,29.4,25.7,No,63.0,9.9,38.0,1008.1,No,28.0,ESE,46.0,35.1
Darwin,0.0,7.2,ENE,32.6,22.0,2013-05-04,1013.2,7.0,7.0,ENE,28.7,25.1,No,67.0,7.0,48.0,1010.1,No,26.0,E,46.0,34.4
Darwin,0.0,8.0,ESE,33.3,20.0,2013-05-05,1012.9,5.0,4.0,E,28.5,24.9,No,62.0,10.6,41.0,1008.9,No,15.0,ESE,39.0,34.2
Darwin,0.0,7.2,ENE,34.3,28.0,2013-05-06,1011.2,2.0,3.0,E,29.0,25.4,No,66.0,10.9,42.0,1007.3,No,17.0,ENE,41.0,34.7
Darwin,0.0,5.6,E,33.3,17.0,2013-05-07,1010.8,1.0,5.0,E,28.9,23.8,No,64.0,10.2,37.0,1007.8,No,22.0,ENE,35.0,33.7
Darwin,0.0,8.0,NE,32.2,20.0,2013-05-08,1011.6,0.0,1.0,E,26.8,22.7,No,58.0,11.2,35.0,1008.2,No,26.0,E,41.0,33.1
Darwin,0.0,7.4,ESE,33.4,19.0,2013-05-09,1012.8,2.0,7.0,,27.9,24.1,No,65.0,9.9,35.0,1008.5,No,17.0,SE,,34.1
Darwin,0.0,7.0,NE,31.8,11.0,2013-05-10,1012.4,7.0,7.0,ENE,26.1,23.9,No,84.0,6.8,52.0,1008.9,No,19.0,ENE,31.0,33.5
Darwin,0.0,5.4,NE,33.6,26.0,2013-05-11,1012.3,2.0,3.0,E,28.1,24.5,No,66.0,11.0,44.0,1008.0,No,20.0,E,39.0,34.3
Darwin,0.0,5.8,E,33.3,22.0,2013-05-12,1012.1,2.0,3.0,ENE,28.4,24.7,No,72.0,11.0,39.0,1009.9,No,13.0,E,33.0,34.1
Darwin,0.0,6.6,N,31.8,15.0,2013-05-13,1012.8,3.0,7.0,ENE,28.1,24.4,No,74.0,9.4,57.0,1008.9,No,15.0,E,28.0,33.7
Darwin,0.0,5.0,ENE,31.4,24.0,2013-05-14,1010.5,5.0,4.0,E,26.5,23.7,No,56.0,9.2,48.0,1007.5,No,22.0,ESE,41.0,33.3
Darwin,0.6,5.0,NE,31.6,22.0,2013-05-15,1010.8,7.0,7.0,NNE,27.2,23.9,No,70.0,10.5,52.0,1007.7,No,15.0,E,33.0,33.0
Darwin,0.0,6.8,NE,32.2,19.0,2013-05-16,1011.6,7.0,7.0,ENE,28.1,25.5,No,80.0,6.0,56.0,1009.2,No,20.0,ENE,41.0,33.1
Darwin,0.0,6.8,ENE,30.9,17.0,2013-05-17,1012.7,6.0,8.0,E,27.6,25.3,Yes,71.0,5.8,60.0,1009.8,No,20.0,SE,41.0,31.6
Darwin,8.2,5.2,ENE,32.1,19.0,2013-05-18,1012.9,7.0,7.0,E,28.2,24.6,Yes,70.0,7.0,57.0,1009.2,Yes,17.0,ESE,44.0,33.4
Darwin,1.6,4.8,NE,30.1,26.0,2013-05-19,1012.4,7.0,7.0,NE,28.1,25.6,No,74.0,7.0,70.0,1009.7,Yes,17.0,ENE,44.0,32.2
Darwin,0.0,4.2,ENE,31.7,22.0,2013-05-20,1011.8,7.0,3.0,ENE,27.1,25.4,No,78.0,10.4,51.0,1009.8,No,33.0,ENE,48.0,32.3
Darwin,0.0,7.2,NE,32.9,17.0,2013-05-21,1012.7,6.0,5.0,E,28.1,24.0,No,77.0,9.8,46.0,1009.1,No,17.0,ENE,37.0,33.7
Darwin,0.0,5.6,NNE,32.0,20.0,2013-05-22,1012.0,5.0,6.0,NNE,29.0,25.5,No,76.0,8.1,57.0,1009.1,No,20.0,ENE,35.0,34.0
Darwin,0.0,5.2,NNW,31.3,13.0,2013-05-23,1012.9,7.0,6.0,SSE,27.6,24.9,Yes,75.0,8.4,64.0,1009.0,No,17.0,SE,39.0,32.4
Darwin,21.2,6.4,ESE,29.2,24.0,2013-05-24,1013.0,3.0,1.0,ESE,25.7,23.0,No,74.0,10.8,37.0,1010.2,Yes,22.0,ESE,50.0,29.6
Darwin,0.0,10.6,E,26.9,28.0,2013-05-25,1015.3,2.0,2.0,ESE,20.9,17.9,No,42.0,9.2,31.0,1011.9,No,17.0,ESE,48.0,27.4
Darwin,0.0,5.6,ENE,28.6,22.0,2013-05-26,1014.3,7.0,2.0,ESE,21.1,18.5,No,67.0,9.6,38.0,1011.2,No,20.0,ESE,44.0,29.6
Darwin,0.0,5.0,ENE,28.8,26.0,2013-05-27,1013.0,7.0,7.0,ESE,22.9,21.0,No,73.0,3.0,53.0,1010.8,No,17.0,E,35.0,29.6
Darwin,0.0,3.0,ESE,30.8,24.0,2013-05-28,1013.5,7.0,7.0,E,25.4,22.6,No,66.0,8.9,48.0,1010.6,No,15.0,E,39.0,31.1
Darwin,0.0,5.8,NE,28.6,28.0,2013-05-29,1013.3,7.0,7.0,E,26.9,23.0,No,77.0,3.8,64.0,1010.4,No,17.0,E,43.0,29.5
Darwin,0.0,3.6,E,30.8,24.0,2013-05-30,1014.0,6.0,6.0,E,25.3,21.5,No,67.0,11.0,33.0,1009.7,No,19.0,E,39.0,31.4
Darwin,0.0,7.8,ENE,32.2,30.0,2013-05-31,1012.8,4.0,5.0,ESE,26.3,23.6,No,65.0,9.7,44.0,1009.2,No,17.0,ESE,43.0,32.4
Darwin,0.4,5.8,E,31.6,24.0,2013-06-01,1013.0,1.0,1.0,ENE,26.2,23.7,No,68.0,11.2,41.0,1008.5,No,24.0,E,43.0,32.1
Darwin,0.0,6.6,E,32.3,22.0,2013-06-02,1012.4,3.0,6.0,ESE,26.7,22.6,No,64.0,11.0,29.0,1008.0,No,30.0,E,46.0,32.9
Darwin,0.0,7.0,E,30.5,19.0,2013-06-03,1012.4,2.0,5.0,ESE,25.7,22.0,No,55.0,10.9,38.0,1008.8,No,30.0,ESE,48.0,31.3
Darwin,0.0,9.0,ENE,30.0,28.0,2013-06-04,1013.5,1.0,1.0,E,24.4,20.7,No,48.0,11.1,40.0,1008.9,No,20.0,E,44.0,30.8
Darwin,0.0,6.6,NE,30.8,24.0,2013-06-05,1012.7,1.0,3.0,E,25.2,21.0,No,62.0,10.2,43.0,1008.8,No,26.0,E,44.0,32.0
Darwin,0.0,5.8,ENE,31.4,26.0,2013-06-06,1012.5,7.0,7.0,E,26.1,23.3,No,67.0,9.4,47.0,1009.7,No,20.0,E,41.0,32.2
Darwin,0.0,6.8,ENE,32.1,28.0,2013-06-07,1012.6,2.0,5.0,ESE,26.8,24.5,No,61.0,9.8,44.0,1009.9,No,20.0,ESE,48.0,32.9
Darwin,0.0,7.4,ENE,31.2,24.0,2013-06-08,1012.6,1.0,1.0,E,26.2,22.9,No,54.0,10.9,40.0,1009.9,No,30.0,ESE,57.0,31.6
Darwin,0.0,6.2,ENE,31.2,20.0,2013-06-09,1011.9,2.0,5.0,SE,24.8,22.3,No,58.0,10.9,36.0,1008.2,No,20.0,ESE,44.0,31.8
Darwin,0.0,6.4,ENE,30.9,17.0,2013-06-10,1011.0,7.0,7.0,ENE,25.5,22.4,No,69.0,6.6,49.0,1008.0,No,17.0,E,31.0,32.2
Darwin,0.0,5.2,E,32.4,20.0,2013-06-11,1011.2,2.0,2.0,ENE,27.1,23.2,No,70.0,11.0,37.0,1007.8,No,19.0,ENE,41.0,33.3
Darwin,0.0,6.6,NW,30.0,9.0,2013-06-12,1010.5,5.0,6.0,NNW,26.9,21.8,No,75.0,10.6,59.0,1006.8,No,17.0,E,28.0,32.8
Darwin,0.0,5.2,SE,32.8,15.0,2013-06-13,1010.0,5.0,4.0,ESE,26.3,22.2,No,65.0,11.2,30.0,1006.5,No,22.0,ESE,41.0,33.4
Darwin,0.0,8.0,ESE,30.9,17.0,2013-06-14,1010.7,6.0,7.0,E,25.2,22.1,No,56.0,9.8,32.0,1007.7,No,20.0,ESE,44.0,31.9
Darwin,0.0,6.8,SE,30.1,30.0,2013-06-15,1013.0,7.0,6.0,SE,23.9,20.5,No,37.0,10.7,22.0,1009.2,No,17.0,ESE,46.0,31.1
Darwin,0.0,8.4,E,29.7,20.0,2013-06-16,1012.2,4.0,7.0,ESE,21.2,18.3,No,39.0,10.8,22.0,1008.5,No,13.0,SE,35.0,30.9
Darwin,0.0,6.6,NNW,29.8,15.0,2013-06-17,1011.2,4.0,4.0,E,21.1,16.8,No,43.0,10.9,43.0,1007.6,No,17.0,SE,26.0,30.6
Darwin,0.0,4.4,E,30.7,24.0,2013-06-18,1011.6,4.0,2.0,E,23.9,20.2,No,55.0,10.8,31.0,1007.9,No,20.0,E,41.0,31.2
Darwin,0.0,5.4,ENE,30.6,20.0,2013-06-19,1012.4,7.0,6.0,ENE,24.0,21.1,No,60.0,3.9,36.0,1009.5,No,28.0,ESE,39.0,31.3
Darwin,0.2,6.2,E,29.9,19.0,2013-06-20,1013.2,6.0,7.0,E,25.7,22.2,No,55.0,3.3,30.0,1010.4,No,20.0,E,43.0,31.2
Darwin,0.0,10.0,E,30.2,17.0,2013-06-21,1014.5,7.0,7.0,ESE,23.0,22.2,No,30.0,4.5,19.0,1011.4,No,26.0,SE,52.0,30.9
Darwin,0.0,9.2,E,28.9,24.0,2013-06-22,1014.4,7.0,7.0,ESE,24.1,21.8,No,36.0,0.1,31.0,1012.2,No,24.0,SE,39.0,29.6
Darwin,0.0,6.8,ENE,31.0,33.0,2013-06-23,1015.1,7.0,6.0,E,24.6,23.9,No,36.0,7.7,28.0,1011.9,No,22.0,ESE,48.0,32.1
Darwin,0.0,7.0,ENE,31.0,26.0,2013-06-24,1015.3,1.0,1.0,E,24.2,21.3,No,52.0,10.9,31.0,1011.9,No,20.0,E,52.0,32.0
Darwin,0.0,6.6,E,31.9,24.0,2013-06-25,1015.3,1.0,4.0,E,25.1,20.3,No,45.0,10.8,28.0,1011.5,No,13.0,E,44.0,32.7
Darwin,0.0,7.2,N,30.5,13.0,2013-06-26,1014.4,6.0,1.0,N,25.7,20.1,No,72.0,10.6,58.0,1009.4,No,22.0,ESE,31.0,32.6
Darwin,0.0,6.4,NNW,29.7,9.0,2013-06-27,1013.2,1.0,4.0,NNW,26.2,21.2,No,74.0,9.7,60.0,1009.3,No,19.0,NE,30.0,30.7
Darwin,0.0,5.0,NW,29.3,15.0,2013-06-28,1013.4,2.0,3.0,NNW,26.2,21.1,No,71.0,10.8,54.0,1010.3,No,20.0,E,31.0,32.9
Darwin,0.0,6.6,ENE,31.6,17.0,2013-06-29,1015.0,6.0,7.0,ENE,23.3,20.7,No,74.0,5.6,21.0,1011.9,No,30.0,ESE,41.0,32.3
Darwin,0.0,7.2,E,30.0,35.0,2013-06-30,1017.0,1.0,1.0,ESE,23.8,20.4,No,33.0,11.0,21.0,1012.7,No,35.0,SE,56.0,31.1
Darwin,0.0,8.8,SE,28.1,26.0,2013-07-01,1016.2,1.0,1.0,ESE,22.2,18.5,No,30.0,11.1,17.0,1012.2,No,24.0,SE,48.0,28.5
Darwin,0.0,8.6,ESE,26.6,20.0,2013-07-02,1017.5,4.0,1.0,ESE,18.4,16.4,No,37.0,10.8,30.0,1012.6,No,20.0,SE,48.0,27.4
Darwin,0.0,7.6,ENE,29.0,19.0,2013-07-03,1015.7,6.0,1.0,ESE,21.0,18.0,No,59.0,9.8,35.0,1011.5,No,15.0,SE,41.0,29.3
Darwin,0.0,5.2,W,29.0,15.0,2013-07-04,1013.8,6.0,6.0,ENE,23.0,19.6,No,54.0,7.1,47.0,1009.5,No,15.0,E,35.0,30.6
Darwin,0.0,6.4,N,30.7,17.0,2013-07-05,1012.8,1.0,2.0,E,23.4,19.6,No,62.0,10.8,39.0,1009.7,No,15.0,SE,37.0,31.1
Darwin,0.0,4.0,E,32.2,13.0,2013-07-06,1013.9,1.0,3.0,ESE,25.5,20.0,No,72.0,9.8,32.0,1010.2,No,20.0,E,39.0,32.6
Darwin,0.0,7.8,E,32.0,24.0,2013-07-07,1013.8,6.0,7.0,ESE,26.8,23.9,No,45.0,7.1,42.0,1010.7,No,28.0,ESE,46.0,33.5
Darwin,0.0,7.2,E,33.5,22.0,2013-07-08,1014.2,2.0,6.0,E,26.1,23.7,No,57.0,7.6,39.0,1010.4,No,26.0,SE,48.0,33.7
Darwin,0.0,5.6,ENE,31.4,30.0,2013-07-09,1013.8,1.0,3.0,E,27.1,25.3,No,53.0,10.3,39.0,1010.1,No,28.0,ESE,57.0,32.6
Darwin,0.0,7.8,E,32.1,33.0,2013-07-10,1013.3,5.0,1.0,ESE,25.1,22.2,No,59.0,10.9,25.0,1009.4,No,28.0,E,50.0,33.0
Darwin,0.0,9.0,E,31.7,22.0,2013-07-11,1013.7,1.0,2.0,E,25.1,22.5,No,49.0,10.9,41.0,1010.1,No,26.0,ESE,50.0,32.4
Darwin,0.0,8.0,ENE,31.8,30.0,2013-07-12,1013.6,7.0,6.0,,25.7,23.6,No,61.0,10.0,40.0,1010.2,No,24.0,ESE,,32.4
Darwin,0.0,5.6,W,31.1,15.0,2013-07-13,1014.0,7.0,7.0,ESE,25.2,22.0,No,69.0,4.4,42.0,1010.3,No,9.0,SE,35.0,31.7
Darwin,0.0,5.4,E,31.6,31.0,2013-07-14,1014.0,1.0,2.0,ESE,24.6,20.5,No,60.0,11.2,37.0,1010.2,No,28.0,E,50.0,32.3
Darwin,0.0,7.8,E,31.7,24.0,2013-07-15,1014.8,1.0,1.0,E,24.4,20.5,No,58.0,11.2,22.0,1010.5,No,20.0,E,56.0,32.2
Darwin,0.0,8.0,E,32.1,26.0,2013-07-16,1014.1,1.0,1.0,E,24.3,20.0,No,56.0,11.2,20.0,1009.7,No,26.0,E,56.0,32.7
Darwin,0.0,7.8,ESE,30.8,13.0,2013-07-17,1013.6,6.0,6.0,E,24.7,18.8,No,68.0,11.1,24.0,1009.0,No,20.0,SE,39.0,32.2
Darwin,0.0,7.4,N,29.3,11.0,2013-07-18,1013.6,7.0,7.0,N,24.8,19.4,No,58.0,9.9,47.0,1009.5,No,24.0,SE,41.0,30.6
Darwin,0.0,7.2,N,29.0,17.0,2013-07-19,1013.1,6.0,6.0,N,24.9,18.9,No,73.0,10.9,57.0,1009.2,No,24.0,E,35.0,32.0
Darwin,0.0,5.8,NW,29.7,9.0,2013-07-20,1012.7,1.0,2.0,NNW,25.3,19.8,No,85.0,11.1,43.0,1007.8,No,20.0,NNE,31.0,31.3
Darwin,0.0,5.0,NE,30.4,13.0,2013-07-21,1012.4,7.0,3.0,E,24.7,19.9,No,63.0,7.6,37.0,1009.5,No,24.0,ESE,41.0,31.5
Darwin,0.0,5.2,ENE,32.6,22.0,2013-07-22,1014.9,1.0,3.0,E,25.3,22.2,No,49.0,10.8,27.0,1011.9,No,24.0,ESE,44.0,33.0
Darwin,0.0,10.4,SE,31.2,28.0,2013-07-23,1017.3,2.0,0.0,E,24.1,20.3,No,29.0,11.0,19.0,1013.7,No,33.0,ESE,50.0,31.9
Darwin,0.0,11.4,SE,28.6,33.0,2013-07-24,1017.5,1.0,0.0,SE,21.2,19.4,No,17.0,11.2,12.0,1013.3,No,22.0,SE,48.0,29.8
Darwin,0.0,9.0,SSE,29.2,24.0,2013-07-25,1016.7,1.0,1.0,ESE,20.8,17.0,No,24.0,11.2,15.0,1012.6,No,22.0,SE,50.0,30.3
Darwin,0.0,10.2,WNW,29.5,19.0,2013-07-26,1015.9,0.0,1.0,ESE,20.1,17.3,No,30.0,11.2,22.0,1012.2,No,13.0,SE,35.0,30.6
Darwin,0.0,7.4,NW,28.7,11.0,2013-07-27,1015.5,4.0,1.0,NW,23.3,17.6,No,41.0,10.4,45.0,1011.8,No,19.0,ESE,31.0,31.0
Darwin,0.0,5.8,NW,29.4,11.0,2013-07-28,1014.6,7.0,7.0,NNW,23.1,18.9,No,52.0,7.8,42.0,1011.2,No,17.0,SSE,24.0,30.5
Darwin,0.0,4.4,NNW,29.6,13.0,2013-07-29,1014.7,7.0,7.0,ESE,24.4,17.6,No,68.0,10.1,44.0,1010.2,No,20.0,NE,37.0,32.3
Darwin,0.0,4.4,ENE,32.0,11.0,2013-07-30,1013.1,6.0,7.0,ENE,24.1,18.5,No,59.0,10.9,19.0,1009.1,No,26.0,ESE,50.0,33.0
Darwin,0.0,8.0,ESE,30.7,20.0,2013-07-31,1014.1,7.0,6.0,SSE,24.1,18.5,No,46.0,9.4,19.0,1009.8,No,19.0,E,39.0,31.6
Darwin,0.0,6.6,NNW,30.4,11.0,2013-08-01,1013.7,3.0,1.0,ESE,23.9,16.4,No,46.0,11.1,28.0,1009.6,No,20.0,E,37.0,31.9
