Humidity3pm,WindGustDir,MaxTempF,Pressure9am,Date,WindDir3pm,Cloud3pm,Temp3pmF,WindSpeed9am,RainTomorrow,Rainfall,Pressure3pm,WindGustSpeed,Location,Sunshine,MinTempF,Evaporation,Cloud9am,Temp9amF,WindDir9am,Humidity9am,WindSpeed3pm,RainToday
41.0,N,68.54,1022.9,2013-10-04,N,6.0,67.46,13.0,No,0.0,1017.3,54.0,MelbourneAirport,11.2,39.38,3.2,3.0,54.68,N,58.0,33.0,No
30.0,N,76.82,1010.6,2013-10-05,N,1.0,75.92,52.0,No,0.0,1006.6,80.0,MelbourneAirport,5.8,53.6,7.4,7.0,55.04,N,56.0,41.0,No
62.0,SW,63.32,1009.3,2013-10-06,SW,7.0,60.08,7.0,Yes,0.0,1008.1,46.0,MelbourneAirport,3.2,52.52,3.8,7.0,56.66,SSW,63.0,30.0,No
45.0,SSW,62.42,1015.3,2013-10-07,SSW,2.0,60.62,15.0,No,3.2,1013.4,28.0,MelbourneAirport,7.5,41.9,3.4,7.0,49.1,WSW,83.0,13.0,Yes
50.0,WSW,69.08,1017.8,2013-10-08,S,1.0,66.2,17.0,No,0.2,1016.7,28.0,MelbourneAirport,10.3,47.48,3.0,1.0,55.4,W,71.0,7.0,No
39.0,N,78.44,1012.6,2013-10-09,N,7.0,73.94,54.0,No,0.0,1008.2,81.0,MelbourneAirport,8.0,51.08,6.6,4.0,60.62,N,55.0,48.0,No
96.0,N,62.24,1003.5,2013-10-10,S,8.0,56.120000000000005,9.0,Yes,0.0,1007.7,56.0,MelbourneAirport,0.9,55.4,10.2,7.0,60.980000000000004,SW,75.0,7.0,No
37.0,WNW,67.1,1015.8,2013-10-11,W,4.0,65.66,22.0,No,4.6,1014.8,43.0,MelbourneAirport,10.3,45.14,0.8,3.0,54.14,W,64.0,26.0,Yes
29.0,N,75.92,1012.8,2013-10-12,NNW,1.0,74.48,33.0,No,0.0,1007.4,59.0,MelbourneAirport,12.2,47.66,4.8,0.0,57.379999999999995,N,60.0,31.0,No
53.0,SSW,61.519999999999996,1002.5,2013-10-13,SW,6.0,59.9,6.0,Yes,0.0,1003.8,67.0,MelbourneAirport,2.9,46.94,8.4,7.0,55.94,W,79.0,35.0,No
81.0,WSW,57.56,1019.2,2013-10-14,S,7.0,51.26,30.0,Yes,2.2,1019.9,48.0,MelbourneAirport,8.1,41.0,2.6,5.0,48.92,WSW,70.0,11.0,Yes
40.0,NNW,66.2,1021.8,2013-10-15,NNW,6.0,61.88,19.0,No,2.2,1018.4,48.0,MelbourneAirport,11.8,43.34,2.8,1.0,53.42,NNW,63.0,28.0,Yes
12.0,NNW,80.42,1009.0,2013-10-16,NNW,7.0,78.98,52.0,Yes,0.0,1002.5,74.0,MelbourneAirport,5.3,52.16,6.6,7.0,54.68,N,47.0,50.0,No
44.0,WSW,58.64,1005.5,2013-10-17,W,3.0,53.6,35.0,No,1.6,1011.6,94.0,MelbourneAirport,10.8,47.84,9.0,1.0,53.06,W,55.0,50.0,Yes
28.0,N,70.16,1023.3,2013-10-18,N,1.0,67.82,26.0,No,0.8,1022.0,61.0,MelbourneAirport,12.7,39.56,7.6,1.0,51.98,N,58.0,39.0,No
19.0,N,77.54,1023.1,2013-10-19,NNE,2.0,76.1,39.0,No,0.0,1019.6,63.0,MelbourneAirport,12.6,51.8,10.0,2.0,62.959999999999994,N,30.0,33.0,No
11.0,N,90.86,1013.0,2013-10-20,NNW,6.0,86.36,35.0,No,0.0,1010.0,80.0,MelbourneAirport,7.8,58.1,11.2,5.0,68.54,N,34.0,39.0,No
91.0,SSW,62.6,1015.1,2013-10-21,S,8.0,57.02,15.0,No,0.0,1015.5,46.0,MelbourneAirport,0.0,55.04,9.6,8.0,57.56,SSW,89.0,26.0,No
86.0,ENE,62.059999999999995,1014.1,2013-10-22,SSW,8.0,58.459999999999994,2.0,Yes,0.2,1008.7,39.0,MelbourneAirport,0.0,51.8,1.2,8.0,53.6,W,85.0,13.0,No
94.0,SW,59.36,1006.6,2013-10-23,SSW,8.0,53.96,44.0,Yes,15.4,1011.6,69.0,MelbourneAirport,3.2,52.879999999999995,2.4,7.0,52.879999999999995,WSW,96.0,15.0,Yes
45.0,SW,58.459999999999994,1018.4,2013-10-24,SW,6.0,55.04,43.0,No,4.0,1020.5,67.0,MelbourneAirport,9.5,42.260000000000005,2.4,1.0,46.94,WSW,66.0,28.0,Yes
56.0,W,59.9,1024.5,2013-10-25,WNW,7.0,57.379999999999995,20.0,No,0.2,1022.4,44.0,MelbourneAirport,3.6,40.28,3.4,7.0,50.9,WNW,65.0,24.0,No
51.0,WSW,61.519999999999996,1024.5,2013-10-26,WSW,7.0,60.26,19.0,No,1.0,1023.7,39.0,MelbourneAirport,3.9,44.78,3.2,7.0,53.06,WSW,68.0,24.0,No
52.0,SSE,62.059999999999995,1024.6,2013-10-27,SSE,7.0,60.440000000000005,9.0,No,0.0,1022.5,24.0,MelbourneAirport,3.6,44.6,2.8,7.0,52.7,SW,75.0,9.0,No
70.0,SSW,64.04,1016.0,2013-10-28,SE,7.0,62.059999999999995,2.0,Yes,0.0,1013.3,37.0,MelbourneAirport,3.6,49.28,3.8,7.0,52.34,S,87.0,9.0,No
55.0,S,61.16,1017.5,2013-10-29,S,5.0,57.74,22.0,No,2.0,1018.6,56.0,MelbourneAirport,5.7,50.0,2.4,7.0,52.879999999999995,S,69.0,30.0,Yes
49.0,SW,63.68,1022.4,2013-10-30,SW,6.0,61.34,19.0,No,0.0,1021.3,35.0,MelbourneAirport,2.3,50.36,3.8,7.0,53.42,SW,62.0,17.0,No
47.0,S,62.42,1024.5,2013-10-31,S,1.0,60.980000000000004,19.0,No,0.2,1023.5,33.0,MelbourneAirport,6.9,49.46,3.0,7.0,51.98,SSW,89.0,19.0,No
39.0,SSE,74.3,1022.0,2013-11-01,ESE,7.0,73.22,7.0,No,0.0,1018.2,30.0,MelbourneAirport,11.1,42.620000000000005,4.6,5.0,55.22,NNE,72.0,9.0,No
30.0,W,80.78,1016.2,2013-11-02,S,3.0,78.62,11.0,No,0.0,1013.0,35.0,MelbourneAirport,11.4,49.46,4.6,1.0,65.3,SW,52.0,11.0,No
78.0,SW,61.519999999999996,1017.5,2013-11-03,SSW,7.0,54.32,35.0,Yes,0.4,1021.2,61.0,MelbourneAirport,9.0,52.16,6.8,7.0,55.4,SW,54.0,35.0,No
42.0,SSE,62.42,1028.9,2013-11-04,S,4.0,59.36,20.0,No,2.8,1029.4,46.0,MelbourneAirport,12.0,43.7,4.8,4.0,53.96,SSW,61.0,28.0,Yes
30.0,NNE,77.36,1028.0,2013-11-05,N,1.0,74.84,9.0,No,0.0,1023.2,31.0,MelbourneAirport,12.4,41.72,5.6,1.0,53.78,E,70.0,15.0,No
17.0,N,85.28,1018.5,2013-11-06,N,0.0,84.2,31.0,No,0.0,1014.1,57.0,MelbourneAirport,11.2,50.72,8.0,0.0,67.82,N,31.0,37.0,No
72.0,N,74.84,1009.9,2013-11-07,SSE,7.0,64.58,41.0,No,0.0,1011.3,56.0,MelbourneAirport,0.4,62.959999999999994,14.2,7.0,70.88,N,26.0,28.0,No
93.0,WSW,64.94,1007.2,2013-11-08,ENE,7.0,59.36,7.0,Yes,0.0,1005.1,54.0,MelbourneAirport,0.9,55.04,3.6,8.0,57.02,NNW,89.0,22.0,No
55.0,SSW,59.18,1014.6,2013-11-09,S,7.0,56.66,30.0,Yes,2.8,1017.2,50.0,MelbourneAirport,4.2,48.56,1.8,6.0,53.96,SW,70.0,30.0,Yes
55.0,S,61.34,1022.5,2013-11-10,S,7.0,58.28,13.0,No,8.4,1021.4,50.0,MelbourneAirport,6.9,43.879999999999995,3.4,7.0,50.54,SSW,90.0,30.0,Yes
49.0,SE,63.86,1023.9,2013-11-11,ESE,7.0,62.24,17.0,No,0.0,1021.3,52.0,MelbourneAirport,5.3,42.260000000000005,5.8,3.0,55.94,SE,59.0,33.0,No
94.0,SE,61.16,1017.4,2013-11-12,S,8.0,56.84,30.0,Yes,1.0,1015.3,48.0,MelbourneAirport,0.3,51.08,3.8,7.0,57.56,SE,71.0,19.0,No
87.0,W,57.379999999999995,1013.5,2013-11-13,WSW,8.0,53.6,28.0,Yes,20.6,1013.7,48.0,MelbourneAirport,0.0,48.2,3.6,8.0,51.44,W,87.0,26.0,Yes
56.0,WSW,63.32,1017.5,2013-11-14,SSW,7.0,58.82,26.0,No,5.2,1017.6,43.0,MelbourneAirport,3.1,51.08,2.6,7.0,54.14,SW,72.0,19.0,Yes
49.0,S,63.5,1020.0,2013-11-15,S,5.0,63.32,17.0,No,0.0,1019.3,44.0,MelbourneAirport,7.6,47.3,3.4,7.0,55.22,SSW,75.0,28.0,No
62.0,SSW,63.86,1019.4,2013-11-16,S,5.0,62.78,19.0,No,0.0,1018.1,37.0,MelbourneAirport,3.6,45.14,4.4,7.0,55.94,SSE,68.0,24.0,No
56.0,SSE,67.28,1019.5,2013-11-17,SSE,2.0,66.38,17.0,No,0.0,1018.2,31.0,MelbourneAirport,13.1,46.58,4.2,4.0,54.32,SSW,81.0,17.0,No
36.0,SE,80.06,1016.4,2013-11-18,WNW,1.0,78.08,11.0,No,0.0,1011.7,33.0,MelbourneAirport,11.4,50.18,4.6,1.0,57.56,N,78.0,9.0,No
23.0,N,86.53999999999999,1008.7,2013-11-19,NNW,7.0,85.28,43.0,No,0.0,1007.0,61.0,MelbourneAirport,12.2,56.84,8.0,7.0,71.42,N,37.0,20.0,No
62.0,W,63.32,1012.9,2013-11-20,S,8.0,60.26,26.0,No,0.0,1010.8,39.0,MelbourneAirport,0.5,55.76,8.4,8.0,57.2,SSE,71.0,24.0,No
32.0,NW,75.38,1008.5,2013-11-21,NW,3.0,73.04,9.0,No,0.2,1006.8,52.0,MelbourneAirport,10.3,50.54,3.4,7.0,60.26,WNW,78.0,20.0,No
43.0,SW,69.8,1009.0,2013-11-22,W,4.0,69.08,19.0,No,0.0,1007.0,41.0,MelbourneAirport,9.5,53.24,6.2,7.0,57.92,WSW,67.0,24.0,No
74.0,WSW,66.2,1007.4,2013-11-23,SW,7.0,58.82,19.0,Yes,0.0,1006.7,54.0,MelbourneAirport,5.3,49.1,5.4,7.0,57.92,WSW,79.0,24.0,No
60.0,S,66.02,1010.3,2013-11-24,S,7.0,62.959999999999994,24.0,No,5.8,1011.0,50.0,MelbourneAirport,4.8,51.44,4.4,7.0,53.24,WSW,94.0,28.0,Yes
42.0,SSE,71.06,1014.8,2013-11-25,SSE,1.0,70.16,13.0,No,0.2,1012.8,44.0,MelbourneAirport,12.0,53.24,3.8,7.0,59.0,S,68.0,26.0,No
28.0,N,81.86,1015.1,2013-11-26,SSW,7.0,80.6,30.0,No,0.0,1013.1,44.0,MelbourneAirport,10.8,44.42,6.8,7.0,68.72,N,44.0,9.0,No
23.0,NNW,90.14,1014.0,2013-11-27,N,7.0,88.52,19.0,No,0.0,1011.2,48.0,MelbourneAirport,9.5,54.14,6.6,7.0,75.2,N,37.0,22.0,No
74.0,N,76.1,1005.0,2013-11-28,W,8.0,63.68,26.0,Yes,0.0,1007.5,61.0,MelbourneAirport,0.0,69.25999999999999,13.0,7.0,75.56,W,24.0,7.0,No
49.0,SSW,60.980000000000004,1013.9,2013-11-29,SSW,7.0,58.1,24.0,No,8.4,1016.7,50.0,MelbourneAirport,2.4,50.18,2.4,7.0,55.94,S,80.0,28.0,Yes
49.0,SSE,68.0,1021.8,2013-11-30,SSE,1.0,65.48,24.0,No,1.0,1020.6,35.0,MelbourneAirport,10.3,50.36,3.0,7.0,55.04,S,74.0,17.0,No
24.0,N,87.26,1020.3,2013-12-01,N,7.0,84.38000000000001,30.0,No,0.0,1017.3,56.0,MelbourneAirport,10.3,45.68,6.6,7.0,67.28,N,46.0,26.0,No
16.0,N,95.9,1016.3,2013-12-02,N,5.0,93.74,39.0,No,0.0,1012.1,57.0,MelbourneAirport,10.1,66.56,12.0,1.0,77.36,N,26.0,33.0,No
61.0,S,80.42,1010.0,2013-12-03,S,5.0,72.5,11.0,Yes,0.0,1008.2,37.0,MelbourneAirport,7.1,53.96,12.0,1.0,67.82,WSW,67.0,19.0,No
76.0,SW,68.9,1000.8,2013-12-04,SW,8.0,58.82,17.0,Yes,6.0,1001.9,50.0,MelbourneAirport,1.7,61.16,5.6,8.0,67.82,N,77.0,26.0,Yes
82.0,SSW,60.440000000000005,1001.5,2013-12-05,SW,7.0,49.46,31.0,Yes,5.2,1004.3,59.0,MelbourneAirport,4.9,47.48,4.4,7.0,53.78,WSW,58.0,22.0,Yes
44.0,S,63.86,1017.2,2013-12-06,S,7.0,62.6,22.0,No,14.0,1017.9,39.0,MelbourneAirport,8.9,43.16,2.0,3.0,54.5,WSW,58.0,19.0,Yes
33.0,WSW,78.8,1021.1,2013-12-07,W,2.0,73.75999999999999,9.0,No,0.0,1018.2,35.0,MelbourneAirport,12.6,46.4,4.0,2.0,60.62,N,55.0,15.0,No
35.0,N,82.22,1011.3,2013-12-08,N,7.0,76.82,56.0,No,0.0,1007.7,74.0,MelbourneAirport,2.6,54.5,7.8,7.0,72.68,N,35.0,24.0,No
93.0,SW,67.28,1006.0,2013-12-09,SW,8.0,57.2,9.0,Yes,0.0,1003.9,43.0,MelbourneAirport,1.7,57.74,5.8,8.0,59.36,ESE,88.0,20.0,No
38.0,WNW,68.36,1007.4,2013-12-10,W,5.0,65.3,31.0,No,7.4,1007.7,61.0,MelbourneAirport,8.9,51.44,4.2,5.0,57.02,W,49.0,37.0,Yes
82.0,SW,70.52,1009.3,2013-12-11,WSW,5.0,59.36,31.0,Yes,0.0,1009.8,61.0,MelbourneAirport,7.3,52.16,5.8,6.0,60.440000000000005,WNW,52.0,28.0,No
35.0,SE,75.38,1013.0,2013-12-12,WSW,2.0,71.42,19.0,No,2.2,1010.8,39.0,MelbourneAirport,12.8,46.04,4.4,7.0,58.28,W,59.0,19.0,Yes
42.0,WSW,75.92,1013.8,2013-12-13,SW,7.0,75.56,17.0,No,0.0,1013.0,39.0,MelbourneAirport,5.2,55.94,7.2,7.0,62.24,WSW,67.0,20.0,No
42.0,SSE,66.02,1020.1,2013-12-14,SSE,5.0,65.12,17.0,No,0.0,1019.3,44.0,MelbourneAirport,8.9,53.24,5.0,8.0,56.66,SSW,60.0,22.0,No
50.0,SSE,69.25999999999999,1021.2,2013-12-15,S,7.0,67.64,9.0,No,0.0,1019.8,48.0,MelbourneAirport,8.4,52.879999999999995,6.2,6.0,58.1,SW,68.0,20.0,No
55.0,S,69.98,1021.8,2013-12-16,S,6.0,68.18,13.0,No,0.0,1020.1,35.0,MelbourneAirport,8.9,56.3,5.0,7.0,58.64,SE,74.0,15.0,No
54.0,S,72.86,1021.8,2013-12-17,S,2.0,70.16,9.0,No,0.0,1020.6,33.0,MelbourneAirport,9.5,55.94,5.8,7.0,59.18,SE,80.0,13.0,No
47.0,S,85.64,1022.5,2013-12-18,S,1.0,78.62,7.0,No,0.0,1018.8,30.0,MelbourneAirport,9.8,54.86,5.6,8.0,57.56,SSW,88.0,19.0,No
15.0,N,102.74,1013.7,2013-12-19,NW,7.0,98.78,43.0,No,0.0,1011.8,54.0,MelbourneAirport,11.5,57.56,7.6,7.0,85.46000000000001,N,30.0,22.0,No
59.0,S,80.06,1012.8,2013-12-20,S,6.0,72.5,13.0,No,0.0,1014.0,56.0,MelbourneAirport,11.1,65.84,13.2,2.0,73.94,SW,55.0,31.0,No
69.0,SSE,68.54,1017.0,2013-12-21,SW,8.0,66.56,17.0,No,0.0,1013.1,30.0,MelbourneAirport,0.0,57.56,8.4,8.0,59.36,S,81.0,15.0,No
51.0,NNW,83.48,1008.3,2013-12-22,NNW,8.0,79.34,9.0,No,0.2,1005.7,54.0,MelbourneAirport,0.0,59.0,1.6,8.0,66.38,NE,88.0,19.0,No
73.0,WSW,62.42,1011.4,2013-12-23,S,8.0,60.440000000000005,19.0,No,0.0,1014.0,37.0,MelbourneAirport,0.5,56.120000000000005,3.4,8.0,56.120000000000005,SW,97.0,20.0,No
39.0,SSE,73.4,1020.1,2013-12-24,SSE,1.0,69.8,15.0,No,0.8,1017.8,33.0,MelbourneAirport,12.4,46.4,2.0,4.0,59.9,S,53.0,13.0,No
16.0,NNW,88.88000000000001,1015.0,2013-12-25,NW,3.0,86.0,4.0,No,0.0,1011.2,43.0,MelbourneAirport,12.7,48.56,6.8,7.0,66.38,ENE,60.0,20.0,No
28.0,N,83.3,1009.6,2013-12-26,SSE,3.0,80.06,31.0,No,0.0,1008.9,54.0,MelbourneAirport,9.2,60.62,11.6,7.0,71.96,N,29.0,13.0,No
50.0,S,75.92,1014.5,2013-12-27,S,5.0,69.44,17.0,No,0.0,1012.3,35.0,MelbourneAirport,9.1,57.2,7.6,8.0,61.16,SW,76.0,15.0,No
13.0,NNW,98.96000000000001,1004.8,2013-12-28,N,6.0,93.38000000000001,46.0,No,0.0,999.5,72.0,MelbourneAirport,12.4,51.44,5.4,1.0,75.74000000000001,N,41.0,39.0,No
37.0,SSE,67.82,1017.0,2013-12-29,SSE,2.0,66.02,22.0,No,0.0,1017.3,52.0,MelbourneAirport,13.2,49.64,14.4,6.0,60.440000000000005,SSW,48.0,30.0,No
36.0,SE,70.16,1016.7,2013-12-30,SSE,1.0,67.1,7.0,No,0.0,1014.7,37.0,MelbourneAirport,13.7,45.5,7.4,1.0,57.379999999999995,S,64.0,19.0,No
38.0,SE,78.08,1016.3,2013-12-31,ESE,5.0,71.78,15.0,No,0.0,1015.2,31.0,MelbourneAirport,13.5,46.58,7.0,3.0,61.7,SW,59.0,15.0,No
33.0,N,77.18,1010.3,2014-01-01,N,8.0,73.4,43.0,Yes,0.0,1003.7,80.0,MelbourneAirport,0.0,55.04,10.6,8.0,71.06,N,30.0,35.0,No
43.0,SE,74.48,1009.0,2014-01-02,SE,7.0,73.22,26.0,No,1.6,1007.5,39.0,MelbourneAirport,8.9,54.14,5.8,7.0,60.08,SW,63.0,17.0,Yes
54.0,SW,74.48,1003.8,2014-01-03,S,1.0,68.36,9.0,No,0.0,1002.4,56.0,MelbourneAirport,10.5,56.84,6.2,5.0,62.059999999999995,NNE,66.0,33.0,No
38.0,WSW,69.98,1007.0,2014-01-04,W,7.0,65.66,33.0,No,0.0,1007.2,50.0,MelbourneAirport,3.8,51.26,7.8,7.0,58.82,W,60.0,26.0,No
24.0,SW,80.96,1006.6,2014-01-05,NW,4.0,75.56,26.0,No,0.0,1001.9,78.0,MelbourneAirport,12.0,47.84,5.8,1.0,63.14,NNW,48.0,46.0,No
30.0,SW,67.82,1015.4,2014-01-06,SW,6.0,64.94,33.0,No,0.4,1017.7,57.0,MelbourneAirport,5.3,51.98,11.2,7.0,58.459999999999994,SW,51.0,37.0,No
52.0,SSE,66.38,1024.0,2014-01-07,S,7.0,61.519999999999996,28.0,No,0.0,1023.1,54.0,MelbourneAirport,7.0,52.879999999999995,6.6,7.0,56.48,S,54.0,35.0,No
30.0,SSE,81.14,1022.6,2014-01-08,SE,6.0,77.36,6.0,No,0.0,1018.7,48.0,MelbourneAirport,12.5,45.86,5.0,4.0,57.74,WSW,65.0,24.0,No
23.0,NNW,90.32,1020.4,2014-01-09,N,3.0,89.24,4.0,No,0.0,1016.6,48.0,MelbourneAirport,11.3,53.78,8.0,4.0,65.48,W,64.0,30.0,No
22.0,N,94.82,1018.0,2014-01-10,N,3.0,92.11999999999999,43.0,No,0.0,1015.5,61.0,MelbourneAirport,10.8,64.94,12.8,3.0,75.38,N,47.0,26.0,No
56.0,S,73.58,1019.5,2014-01-11,SE,2.0,70.52,13.0,No,0.0,1018.9,35.0,MelbourneAirport,6.7,62.42,12.2,8.0,63.32,S,79.0,17.0,No
42.0,S,76.28,1022.2,2014-01-12,S,1.0,74.12,19.0,No,0.0,1020.2,35.0,MelbourneAirport,8.5,59.18,5.4,7.0,61.88,S,69.0,19.0,No
33.0,SSE,94.28,1018.3,2014-01-13,SSE,0.0,89.06,9.0,No,0.0,1014.4,31.0,MelbourneAirport,11.6,54.86,6.4,1.0,62.059999999999995,N,77.0,17.0,No
14.0,WNW,110.3,1013.2,2014-01-14,N,1.0,107.06,52.0,No,0.0,1010.8,72.0,MelbourneAirport,12.4,61.88,10.2,0.0,89.78,N,23.0,31.0,No
14.0,WNW,109.22,1014.5,2014-01-15,WNW,6.0,106.52,26.0,No,0.0,1013.6,70.0,MelbourneAirport,8.6,82.58,22.8,7.0,94.82,N,22.0,11.0,No
12.0,N,109.58000000000001,1015.1,2014-01-16,SE,4.0,107.6,19.0,No,0.0,1011.6,39.0,MelbourneAirport,9.1,74.66,13.0,2.0,93.38000000000001,N,26.0,11.0,No
9.0,N,111.02,1009.1,2014-01-17,NNW,1.0,108.68,44.0,No,0.0,1005.8,61.0,MelbourneAirport,10.2,75.38,17.4,1.0,94.28,N,11.0,24.0,No
59.0,S,78.25999999999999,1012.4,2014-01-18,S,7.0,72.5,13.0,No,0.0,1013.5,41.0,MelbourneAirport,3.4,68.0,16.0,7.0,70.88,SSE,69.0,31.0,No
48.0,S,73.58,1014.9,2014-01-19,S,4.0,70.7,26.0,No,0.0,1012.6,46.0,MelbourneAirport,8.9,59.36,6.6,7.0,61.7,S,56.0,30.0,No
53.0,S,76.46,1011.6,2014-01-20,S,4.0,73.75999999999999,24.0,No,0.0,1010.4,46.0,MelbourneAirport,4.7,60.62,7.8,7.0,66.2,SSE,72.0,31.0,No
44.0,SSE,72.68,1013.2,2014-01-21,SSE,5.0,69.44,20.0,No,0.0,1013.5,48.0,MelbourneAirport,6.3,60.440000000000005,7.4,8.0,60.8,SSW,68.0,24.0,No
36.0,SSE,74.12,1020.9,2014-01-22,S,0.0,72.32,31.0,No,0.2,1020.4,41.0,MelbourneAirport,11.5,57.379999999999995,7.2,6.0,61.519999999999996,SSE,59.0,24.0,No
28.0,N,92.66,1020.3,2014-01-23,S,1.0,88.52,9.0,Yes,0.0,1014.0,46.0,MelbourneAirport,12.5,50.36,7.4,0.0,60.980000000000004,WSW,66.0,26.0,No
67.0,SSE,73.04,1009.7,2014-01-24,S,5.0,70.88,13.0,Yes,1.8,1009.5,43.0,MelbourneAirport,4.1,60.980000000000004,8.4,8.0,65.12,W,88.0,24.0,Yes
37.0,SSE,68.54,1019.2,2014-01-25,S,6.0,65.66,20.0,No,4.4,1020.2,50.0,MelbourneAirport,9.2,54.5,4.8,7.0,60.440000000000005,SSW,56.0,28.0,Yes
30.0,SSE,82.75999999999999,1023.5,2014-01-26,SSE,0.0,78.8,17.0,No,0.0,1019.6,30.0,MelbourneAirport,13.5,48.92,6.8,1.0,60.26,ESE,60.0,17.0,No
20.0,N,95.9,1018.3,2014-01-27,N,1.0,93.91999999999999,52.0,No,0.0,1015.9,69.0,MelbourneAirport,13.4,60.26,8.0,1.0,74.3,N,40.0,26.0,No
13.0,N,107.78,1013.4,2014-01-28,NNW,1.0,103.46000000000001,46.0,No,0.0,1008.6,70.0,MelbourneAirport,12.9,74.12,20.0,0.0,83.66,N,25.0,31.0,No
46.0,SSW,74.66,1018.3,2014-01-29,S,1.0,71.96,26.0,No,0.0,1017.6,46.0,MelbourneAirport,7.7,63.5,16.8,7.0,64.04,SSE,70.0,30.0,No
34.0,S,87.98,1016.3,2014-01-30,SSE,1.0,86.36,9.0,No,0.0,1013.1,31.0,MelbourneAirport,10.5,55.22,6.8,8.0,63.5,WNW,76.0,17.0,No
51.0,S,82.58,1014.3,2014-01-31,S,0.0,79.7,13.0,No,0.0,1013.0,35.0,MelbourneAirport,10.8,61.34,7.2,7.0,67.64,S,76.0,19.0,No
34.0,W,92.66,1011.7,2014-02-01,S,0.0,90.86,7.0,No,0.0,1009.0,28.0,MelbourneAirport,10.8,64.04,8.0,8.0,67.82,SW,78.0,17.0,No
16.0,SE,104.9,1010.9,2014-02-02,SSE,1.0,101.11999999999999,7.0,No,0.0,1007.5,31.0,MelbourneAirport,12.4,56.48,8.8,0.0,75.02,NNE,51.0,13.0,No
60.0,SW,99.5,1007.0,2014-02-03,S,7.0,75.02,30.0,No,0.0,1012.1,57.0,MelbourneAirport,1.6,73.75999999999999,14.2,7.0,90.5,NNW,22.0,35.0,No
44.0,SE,77.0,1022.2,2014-02-04,S,1.0,73.22,33.0,No,0.6,1019.9,59.0,MelbourneAirport,12.0,56.66,7.6,3.0,64.04,SSE,55.0,41.0,No
25.0,SE,87.61999999999999,1021.2,2014-02-05,SE,1.0,84.38000000000001,7.0,No,0.0,1017.1,39.0,MelbourneAirport,12.8,51.08,9.4,0.0,62.24,ESE,56.0,28.0,No
19.0,N,95.53999999999999,1015.1,2014-02-06,NNE,3.0,93.02,50.0,No,0.0,1011.4,67.0,MelbourneAirport,11.9,57.56,10.4,6.0,73.4,N,33.0,31.0,No
36.0,N,100.22,1010.3,2014-02-07,SSE,7.0,86.72,46.0,No,0.0,1009.5,65.0,MelbourneAirport,10.5,73.22,15.4,4.0,80.42,N,29.0,31.0,No
7.0,SE,107.96000000000001,1012.9,2014-02-08,NW,1.0,104.18,7.0,No,0.0,1008.3,44.0,MelbourneAirport,12.5,57.56,12.6,4.0,68.36,SSW,76.0,26.0,No
32.0,WNW,106.16,1007.3,2014-02-09,S,3.0,83.3,39.0,No,0.0,1011.8,81.0,MelbourneAirport,11.8,67.64,18.4,5.0,88.7,N,15.0,37.0,No
42.0,SSE,74.66,1020.5,2014-02-10,SSW,1.0,72.68,28.0,No,0.0,1018.3,41.0,MelbourneAirport,12.7,54.5,13.8,3.0,62.42,SSE,57.0,30.0,No
38.0,SSE,81.14,1015.8,2014-02-11,SW,6.0,79.34,17.0,No,0.0,1013.8,31.0,MelbourneAirport,8.5,53.42,8.2,7.0,61.519999999999996,SSW,72.0,15.0,No
47.0,S,82.58,1014.1,2014-02-12,S,8.0,80.6,15.0,No,0.0,1014.5,33.0,MelbourneAirport,5.3,58.82,6.4,7.0,65.48,W,83.0,17.0,No
45.0,S,79.52,1013.1,2014-02-13,SE,8.0,78.62,7.0,No,0.0,1010.8,24.0,MelbourneAirport,0.0,63.86,4.8,8.0,68.9,WSW,76.0,13.0,No
45.0,S,80.6,1006.7,2014-02-14,SSE,8.0,79.52,7.0,No,0.0,1003.6,26.0,MelbourneAirport,0.0,64.04,4.0,7.0,70.52,SW,67.0,13.0,No
51.0,SSW,82.75999999999999,998.0,2014-02-15,SE,7.0,81.5,13.0,Yes,0.0,994.8,37.0,MelbourneAirport,1.8,66.74000000000001,4.0,7.0,72.68,N,71.0,11.0,No
49.0,S,73.22,1007.8,2014-02-16,S,4.0,70.88,26.0,No,4.8,1009.6,50.0,MelbourneAirport,6.4,59.72,2.6,8.0,59.9,SSW,91.0,30.0,Yes
34.0,S,78.25999999999999,1014.1,2014-02-17,SSE,7.0,76.64,7.0,No,0.2,1011.3,37.0,MelbourneAirport,12.2,54.68,6.0,6.0,61.519999999999996,NNE,63.0,15.0,No
23.0,NNW,89.41999999999999,1009.9,2014-02-18,SE,5.0,86.9,9.0,No,0.0,1004.0,41.0,MelbourneAirport,12.1,52.7,5.6,1.0,62.059999999999995,WNW,77.0,11.0,No
32.0,W,78.25999999999999,999.2,2014-02-19,WSW,6.0,74.84,13.0,Yes,0.0,996.9,67.0,MelbourneAirport,9.3,59.9,7.2,4.0,64.22,NW,71.0,17.0,No
38.0,W,68.36,1009.3,2014-02-20,W,5.0,65.48,28.0,No,7.8,1011.6,63.0,MelbourneAirport,11.4,50.0,7.0,2.0,57.02,W,62.0,37.0,Yes
45.0,SSE,69.08,1020.4,2014-02-21,S,7.0,65.66,22.0,No,0.0,1021.6,52.0,MelbourneAirport,4.9,50.72,6.8,7.0,56.66,WSW,67.0,24.0,No
