wind speed 3 pm,rain tomorrow,min temp f,sunshine,temp 9 am f,date,wind dir 9 am,pressure 9 am,cloud 3 pm,humidity 3 pm,humidity 9 am,evaporation,rain today,wind gust speed,wind gust dir,cloud 9 am,temp 3 pm f,max temp f,pressure 3 pm,location,wind speed 9 am,wind dir 3 pm,rainfall
15.0,No,53.96,13.1,61.16,2012-11-09,SE,1023.7,0.0,23.0,49.0,13.0,No,61.0,SSE,0.0,75.38,78.44,1020.7,Woomera,30.0,SE,0.0
11.0,No,54.14,13.2,66.92,2012-11-10,E,1023.9,1.0,10.0,25.0,12.0,No,41.0,SE,2.0,81.14,84.38000000000001,1019.9,Woomera,26.0,ENE,0.0
33.0,No,59.36,13.2,75.74000000000001,2012-11-11,NE,1019.3,1.0,2.0,8.0,11.8,No,56.0,N,0.0,91.22,93.56,1014.6,Woomera,37.0,N,0.0
11.0,No,63.14,11.5,68.0,2012-11-12,S,1019.8,0.0,25.0,53.0,15.4,No,52.0,SSE,3.0,84.2,86.18,1018.2,Woomera,30.0,SE,0.0
11.0,No,60.08,11.1,63.5,2012-11-13,SE,1020.0,0.0,16.0,41.0,15.4,No,48.0,SSE,1.0,82.75999999999999,86.18,1017.8,Woomera,30.0,WSW,0.0
30.0,No,59.9,10.6,69.25999999999999,2012-11-14,SE,1017.2,,9.0,35.0,10.8,No,41.0,W,2.0,90.32,94.46000000000001,1013.7,Woomera,15.0,W,0.0
43.0,No,66.02,11.4,68.54,2012-11-15,SSE,1012.4,5.0,19.0,35.0,12.0,No,65.0,SSE,5.0,75.38,79.52,1010.7,Woomera,28.0,SSE,0.0
30.0,No,57.74,4.4,64.58,2012-11-16,S,1013.4,1.0,20.0,50.0,13.6,No,50.0,SSE,0.0,81.86,83.66,1011.9,Woomera,31.0,S,0.0
20.0,No,57.379999999999995,13.0,64.04,2012-11-17,SE,1016.3,1.0,14.0,46.0,12.0,No,50.0,SW,6.0,81.68,84.74,1013.8,Woomera,24.0,S,0.0
19.0,No,56.3,13.2,65.12,2012-11-18,SE,1017.1,0.0,11.0,41.0,13.6,No,41.0,SSE,0.0,84.02,86.18,1014.5,Woomera,24.0,W,0.0
15.0,No,59.18,13.0,74.48,2012-11-19,ENE,1016.0,2.0,5.0,17.0,12.0,No,41.0,NNE,0.0,90.86,93.38000000000001,1013.4,Woomera,24.0,WSW,0.0
30.0,No,71.42,12.7,82.94,2012-11-20,NNE,1013.9,1.0,2.0,5.0,16.0,No,59.0,N,0.0,98.78,101.66,1010.7,Woomera,41.0,NNW,0.0
30.0,No,61.519999999999996,12.5,64.58,2012-11-21,S,1016.9,1.0,22.0,52.0,16.0,No,54.0,S,3.0,82.58,86.53999999999999,1015.8,Woomera,39.0,S,0.0
11.0,No,55.22,11.8,66.2,2012-11-22,SE,1018.1,0.0,9.0,36.0,15.8,No,43.0,SSE,0.0,87.26,89.96000000000001,1015.0,Woomera,28.0,SE,0.0
11.0,No,65.48,9.7,77.18,2012-11-23,NE,1014.6,4.0,5.0,18.0,12.0,No,54.0,WNW,6.0,96.8,98.6,1011.4,Woomera,20.0,NNW,0.0
24.0,No,74.3,7.6,81.86,2012-11-24,ESE,1014.1,2.0,11.0,23.0,12.0,No,57.0,WSW,6.0,101.11999999999999,104.18,1010.4,Woomera,4.0,W,0.0
20.0,No,70.16,10.5,80.6,2012-11-25,ESE,1013.1,3.0,8.0,39.0,16.0,No,54.0,SE,3.0,106.16,108.68,1009.7,Woomera,22.0,WNW,0.0
28.0,No,78.08,11.0,92.66,2012-11-26,NE,1008.3,7.0,13.0,15.0,16.6,No,63.0,ENE,3.0,99.14,103.82,1006.9,Woomera,31.0,WSW,0.0
24.0,No,72.32,7.2,77.0,2012-11-27,S,1010.0,3.0,15.0,46.0,15.8,No,39.0,SSW,1.0,96.26,98.78,1009.4,Woomera,24.0,SW,0.0
17.0,No,69.08,10.4,79.7,2012-11-28,ESE,1011.3,0.0,3.0,41.0,16.0,No,37.0,WSW,0.0,101.48,103.82,1007.7,Woomera,20.0,WNW,0.0
22.0,Yes,79.88,10.7,91.94,2012-11-29,WNW,1007.1,3.0,24.0,16.0,16.6,No,57.0,W,5.0,95.72,104.9,1006.3,Woomera,24.0,WSW,0.0
37.0,No,76.82,4.4,82.58,2012-11-30,N,1010.0,7.0,26.0,57.0,14.8,Yes,102.0,WNW,6.0,99.14,103.46000000000001,1006.7,Woomera,28.0,NNW,3.4
26.0,No,70.7,,82.58,2013-01-01,ESE,1014.5,0.0,3.0,17.0,42.2,No,54.0,SE,0.0,103.28,104.72,1012.1,Woomera,20.0,SSW,0.0
15.0,No,71.06,13.5,82.04,2013-01-02,ESE,1014.2,0.0,6.0,20.0,16.8,No,35.0,WSW,0.0,100.76,102.91999999999999,1011.9,Woomera,24.0,SW,0.0
11.0,No,73.22,,89.06,2013-01-03,NE,1011.9,0.0,4.0,12.0,16.0,No,37.0,ENE,0.0,104.0,107.41999999999999,1007.8,Woomera,26.0,W,0.0
20.0,No,75.02,,95.53999999999999,2013-01-04,N,1005.8,,1.0,4.0,,No,41.0,NW,,112.64,114.98,1002.7,Woomera,20.0,NNW,0.0
31.0,No,72.86,,77.36,2013-01-05,S,1010.3,,10.0,46.0,,No,69.0,SSE,,102.91999999999999,107.06,1010.3,Woomera,28.0,S,0.0
28.0,No,68.54,,78.98,2013-01-06,SSE,1016.2,,8.0,39.0,,No,57.0,S,,106.7,112.64,1012.9,Woomera,28.0,SSE,0.0
13.0,No,76.28,,89.24,2013-01-07,ESE,1013.8,1.0,9.0,22.0,82.4,No,74.0,SE,0.0,111.2,113.53999999999999,1009.4,Woomera,17.0,ENE,0.0
30.0,No,79.16,13.1,83.66,2013-01-08,SSE,1009.0,0.0,5.0,17.0,16.8,No,61.0,SSW,2.0,106.7,108.68,1005.2,Woomera,19.0,SSW,0.8
20.0,No,62.78,13.4,66.56,2013-01-09,SSE,1009.3,0.0,21.0,47.0,20.0,No,48.0,SSE,0.0,81.86,86.72,1006.6,Woomera,31.0,S,0.0
19.0,No,61.34,13.3,73.58,2013-01-10,E,1006.8,0.0,7.0,30.0,16.0,No,46.0,SE,0.0,93.74,98.6,1003.9,Woomera,24.0,NNE,0.0
20.0,No,,12.9,88.7,2013-01-11,N,1004.8,1.0,1.0,7.0,20.8,No,52.0,SSE,0.0,105.98,110.11999999999999,1004.4,Woomera,28.0,WNW,0.0
24.0,No,69.08,12.7,74.48,2013-01-12,S,1010.6,2.0,11.0,56.0,17.8,No,54.0,SSE,3.0,99.86,101.48,1008.6,Woomera,43.0,S,0.0
46.0,No,67.46,12.1,72.68,2013-01-13,SSE,1011.7,6.0,27.0,54.0,18.2,No,65.0,S,2.0,81.32,88.88000000000001,1012.2,Woomera,28.0,S,0.0
22.0,No,60.440000000000005,7.1,66.56,2013-01-14,ESE,1016.6,2.0,11.0,44.0,13.0,No,50.0,SSE,5.0,87.08000000000001,91.4,1013.6,Woomera,28.0,SE,0.0
15.0,No,66.2,13.0,78.08,2013-01-15,E,1014.2,1.0,6.0,17.0,13.0,No,33.0,ENE,2.0,95.0,97.34,,Woomera,24.0,SSE,0.0
17.0,No,70.16,12.8,83.66,2013-01-16,ESE,1010.9,1.0,2.0,16.0,14.8,No,35.0,E,1.0,101.66,104.72,1008.4,Woomera,22.0,SE,0.0
26.0,No,78.98,12.2,95.0,2013-01-17,N,1005.9,2.0,15.0,21.0,17.2,No,50.0,N,0.0,108.32,110.48,1002.8,Woomera,24.0,N,0.0
31.0,Yes,73.22,11.3,76.1,2013-01-18,S,1007.6,3.0,23.0,47.0,22.4,No,65.0,SW,1.0,89.41999999999999,93.38000000000001,1006.9,Woomera,39.0,S,0.0
24.0,No,64.4,8.7,67.82,2013-01-19,S,1013.1,2.0,16.0,48.0,15.2,Yes,50.0,SSE,4.0,85.46000000000001,90.14,1010.7,Woomera,35.0,SE,3.4
19.0,No,63.14,13.1,71.42,2013-01-20,SE,1012.5,1.0,15.0,40.0,14.4,No,50.0,SSE,1.0,93.2,97.34,1009.5,Woomera,26.0,SW,0.2
22.0,No,68.0,13.3,76.46,2013-01-21,SSE,1010.0,0.0,7.0,41.0,12.0,No,43.0,SSE,0.0,98.6,101.84,1007.4,Woomera,17.0,SW,0.0
30.0,No,66.92,13.3,72.68,2013-01-22,SSE,1012.1,0.0,5.0,45.0,18.2,No,57.0,SSE,0.0,92.84,97.7,1010.0,Woomera,28.0,S,0.0
17.0,No,66.02,13.3,73.75999999999999,2013-01-23,SSE,1014.1,0.0,10.0,45.0,15.0,No,52.0,SSE,0.0,92.3,97.16,1010.9,Woomera,22.0,SSE,0.0
17.0,No,67.46,12.2,81.32,2013-01-24,E,1009.8,0.0,4.0,25.0,16.4,No,69.0,SSW,0.0,101.48,106.52,1004.9,Woomera,22.0,NNE,0.0
35.0,No,71.78,12.5,71.96,2013-01-25,SSW,1012.2,1.0,21.0,61.0,25.6,No,63.0,SSW,4.0,84.2,85.64,1011.7,Woomera,41.0,S,0.0
30.0,No,59.9,12.9,64.04,2013-01-26,SSE,1015.8,0.0,21.0,50.0,16.8,No,61.0,S,0.0,80.42,85.46000000000001,1013.4,Woomera,37.0,S,0.0
31.0,No,60.26,13.1,65.66,2013-01-27,SSE,1015.1,0.0,21.0,60.0,16.8,No,50.0,SSW,1.0,81.68,85.82,1012.1,Woomera,30.0,SSW,0.0
28.0,No,60.62,13.2,66.02,2013-01-28,SSW,1014.4,1.0,29.0,52.0,16.4,No,59.0,S,0.0,81.68,84.91999999999999,1011.5,Woomera,26.0,SSW,0.0
22.0,No,57.379999999999995,13.1,62.059999999999995,2013-01-29,SSE,1017.4,0.0,26.0,49.0,15.4,No,54.0,SSW,0.0,74.84,80.06,1015.5,Woomera,28.0,SSW,0.0
19.0,No,56.84,12.9,65.84,2013-01-30,SSE,1017.5,0.0,21.0,46.0,13.4,No,37.0,S,0.0,79.88,86.36,1014.3,Woomera,20.0,SW,0.0
35.0,No,61.16,13.2,67.46,2013-01-31,SSW,1014.9,3.0,35.0,55.0,12.0,No,59.0,SSW,0.0,79.7,82.58,1012.9,Woomera,20.0,SW,0.0
24.0,No,58.28,12.1,64.4,2013-03-01,SE,1017.5,3.0,16.0,51.0,12.0,No,43.0,SE,3.0,79.7,83.84,1015.1,Woomera,30.0,SE,0.0
24.0,No,63.86,11.3,71.78,2013-03-02,ESE,1016.0,0.0,22.0,46.0,14.0,No,46.0,ENE,1.0,87.8,90.5,1013.0,Woomera,22.0,ESE,0.0
28.0,No,66.2,11.7,74.48,2013-03-03,ESE,1013.0,1.0,29.0,37.0,14.2,No,59.0,E,0.0,87.61999999999999,91.4,1009.5,Woomera,22.0,ENE,0.0
31.0,No,68.0,11.6,76.64,2013-03-04,E,1011.6,7.0,33.0,57.0,16.0,No,46.0,E,1.0,88.7,91.94,1009.1,Woomera,20.0,ENE,0.0
26.0,No,72.68,8.7,78.8,2013-03-05,NE,1011.9,3.0,32.0,57.0,15.0,No,56.0,ESE,1.0,90.14,93.02,1009.3,Woomera,26.0,E,0.0
11.0,No,72.32,7.2,76.64,2013-03-06,E,1011.5,5.0,40.0,63.0,10.6,No,43.0,NE,4.0,89.41999999999999,93.74,1009.3,Woomera,24.0,E,0.0
28.0,No,74.48,11.0,81.86,2013-03-07,ENE,1012.5,7.0,36.0,56.0,10.0,No,43.0,NE,1.0,90.86,96.61999999999999,1010.0,Woomera,22.0,NE,0.0
22.0,Yes,80.06,10.0,83.48,2013-03-08,NE,1012.9,6.0,27.0,42.0,14.2,No,59.0,WSW,3.0,95.53999999999999,99.32,1010.0,Woomera,30.0,NNE,0.0
11.0,No,71.06,7.9,76.64,2013-03-09,ESE,1013.1,3.0,27.0,77.0,11.2,Yes,26.0,N,1.0,93.2,96.26,1011.4,Woomera,15.0,N,5.0
13.0,No,72.86,11.0,78.98,2013-03-10,ESE,1014.4,3.0,19.0,65.0,9.0,No,35.0,SSW,1.0,98.6,100.76,1012.0,Woomera,19.0,NW,0.0
19.0,No,75.92,10.6,82.75999999999999,2013-03-11,ENE,1014.2,1.0,,,10.6,No,39.0,ENE,0.0,97.7,100.4,1011.5,Woomera,17.0,NNE,0.0
20.0,No,75.38,11.8,83.12,2013-03-12,NNE,1012.3,0.0,15.0,30.0,16.0,No,61.0,SSW,0.0,97.7,101.48,1008.5,Woomera,22.0,N,0.0
33.0,No,65.12,11.4,66.92,2013-03-13,S,1014.6,0.0,21.0,50.0,15.6,No,50.0,SSW,1.0,79.34,81.86,1013.3,Woomera,33.0,SSW,0.0
24.0,No,59.0,10.5,62.78,2013-03-14,SSE,1017.0,0.0,26.0,55.0,12.0,No,48.0,SE,0.0,77.0,81.32,1014.5,Woomera,28.0,SSE,0.0
7.0,No,59.18,11.3,66.2,2013-03-15,ESE,1017.6,0.0,17.0,54.0,11.6,No,41.0,SSE,0.0,84.56,87.61999999999999,1015.4,Woomera,20.0,W,0.0
26.0,No,63.86,11.1,68.72,2013-03-16,S,1018.3,0.0,30.0,58.0,12.0,No,59.0,SSE,0.0,82.75999999999999,85.1,1017.8,Woomera,20.0,SSW,0.0
20.0,No,56.66,11.3,59.18,2013-03-17,SE,1024.5,,15.0,45.0,14.0,No,50.0,SSE,0.0,71.96,75.2,1021.7,Woomera,33.0,SE,0.0
7.0,No,55.94,11.0,61.519999999999996,2013-03-18,SE,1021.5,0.0,15.0,31.0,11.2,No,37.0,ESE,0.0,76.28,78.44,1018.9,Woomera,26.0,SE,0.0
13.0,No,55.94,11.4,64.22,2013-03-19,ESE,1019.6,0.0,13.0,37.0,7.6,No,28.0,SE,0.0,80.78,84.91999999999999,1017.2,Woomera,15.0,ENE,0.0
26.0,No,57.2,10.9,68.54,2013-03-20,ENE,1015.5,6.0,5.0,14.0,9.8,No,44.0,NNW,0.0,90.14,94.46000000000001,1011.0,Woomera,9.0,NNW,0.0
28.0,No,68.0,,70.16,2013-03-21,WSW,1011.1,0.0,22.0,65.0,16.0,No,54.0,WSW,3.0,76.46,80.24000000000001,1011.1,Woomera,30.0,SSW,0.0
20.0,No,59.72,,59.72,2013-03-22,SSE,1017.0,,29.0,83.0,,No,33.0,WSW,,71.96,75.92,1015.7,Woomera,9.0,WSW,0.0
15.0,No,56.66,,63.32,2013-03-23,ESE,1019.8,,22.0,52.0,,No,33.0,W,,81.5,84.91999999999999,1016.6,Woomera,13.0,WSW,0.0
20.0,No,60.62,,68.0,2013-03-24,SE,1018.7,2.0,15.0,45.0,25.2,No,31.0,W,1.0,87.44,88.7,1016.8,Woomera,7.0,W,0.0
17.0,No,67.64,7.4,70.7,2013-03-25,SSE,1018.7,4.0,25.0,51.0,12.0,No,30.0,SSE,7.0,81.68,86.53999999999999,1015.9,Woomera,13.0,E,0.0
31.0,No,67.82,4.0,77.36,2013-03-26,NE,1012.9,1.0,10.0,21.0,6.8,No,56.0,N,3.0,98.24,100.76,1007.6,Woomera,22.0,N,0.0
28.0,No,77.18,9.7,80.24000000000001,2013-03-27,WSW,1010.0,6.0,75.0,54.0,16.0,No,57.0,W,5.0,71.06,81.86,1011.5,Woomera,37.0,WSW,0.0
24.0,No,58.28,1.3,59.18,2013-03-28,S,1022.9,5.0,47.0,67.0,5.0,No,44.0,SSE,4.0,67.64,75.2,1021.9,Woomera,15.0,S,1.0
11.0,No,54.32,4.7,59.72,2013-03-29,SSE,1023.4,1.0,28.0,70.0,8.0,No,31.0,SSE,1.0,74.48,77.18,1019.9,Woomera,22.0,SSE,0.0
17.0,Yes,59.72,8.4,62.059999999999995,2013-03-30,WSW,1018.8,7.0,80.0,79.0,8.4,No,35.0,SW,7.0,59.36,62.959999999999994,1018.1,Woomera,17.0,SSW,0.2
22.0,No,55.4,3.5,59.36,2013-03-31,SSW,1019.6,4.0,42.0,90.0,2.0,Yes,41.0,SW,0.0,70.88,73.22,1018.8,Woomera,19.0,S,6.8
13.0,No,56.120000000000005,11.0,60.8,2013-04-01,SE,1022.1,2.0,36.0,83.0,4.8,No,30.0,SW,0.0,73.75999999999999,76.28,1020.3,Woomera,15.0,SW,0.0
20.0,No,55.94,10.9,62.42,2013-04-02,SSE,1022.9,2.0,37.0,73.0,6.2,No,37.0,SSW,2.0,73.94,75.56,1020.9,Woomera,20.0,SSW,0.0
13.0,No,59.36,10.7,63.32,2013-04-03,SE,1023.3,4.0,33.0,82.0,6.8,No,41.0,SSE,1.0,79.16,80.42,1021.0,Woomera,22.0,SE,0.0
15.0,No,58.459999999999994,8.3,63.68,2013-04-04,ESE,1024.6,2.0,25.0,37.0,8.8,No,39.0,SE,0.0,78.62,80.78,1022.2,Woomera,20.0,SE,0.0
9.0,No,60.980000000000004,7.3,63.86,2013-04-05,SE,1024.0,6.0,16.0,37.0,10.0,No,30.0,E,6.0,81.86,82.04,1020.9,Woomera,17.0,NE,0.0
19.0,No,63.86,4.7,68.36,2013-04-06,SE,1020.0,1.0,15.0,32.0,8.0,No,37.0,ENE,2.0,88.16,89.41999999999999,1016.8,Woomera,11.0,WSW,0.0
9.0,No,60.8,10.6,74.84,2013-04-07,E,1021.2,1.0,17.0,41.0,14.4,No,26.0,ENE,0.0,87.44,88.88000000000001,1018.4,Woomera,9.0,SSE,0.0
17.0,No,63.86,10.8,73.4,2013-04-08,ESE,1023.4,5.0,20.0,45.0,6.2,No,30.0,SE,1.0,87.08000000000001,88.7,1020.1,Woomera,13.0,SE,0.0
20.0,No,61.519999999999996,10.9,70.7,2013-04-09,SE,1024.0,1.0,18.0,54.0,8.8,No,33.0,SSE,0.0,86.36,88.16,1020.2,Woomera,17.0,SW,0.0
17.0,No,59.18,10.7,71.42,2013-04-10,SE,1021.6,1.0,14.0,47.0,8.0,No,31.0,WSW,0.0,86.53999999999999,88.88000000000001,1018.3,Woomera,15.0,SSE,0.0
11.0,No,60.8,10.6,75.92,2013-04-11,E,1021.3,1.0,12.0,26.0,10.6,No,31.0,ENE,0.0,87.08000000000001,90.14,1018.1,Woomera,17.0,ENE,0.0
13.0,No,63.32,8.5,75.2,2013-04-12,E,1021.1,0.0,11.0,20.0,9.8,No,37.0,ESE,0.0,88.52,90.14,1016.6,Woomera,15.0,NNE,0.0
19.0,No,65.84,8.2,76.1,2013-04-13,N,1017.0,6.0,12.0,21.0,9.0,No,41.0,NW,6.0,88.88000000000001,90.5,1013.7,Woomera,15.0,NW,0.0
11.0,No,66.92,5.5,71.24000000000001,2013-04-14,SSW,1014.6,3.0,39.0,36.0,11.6,No,31.0,SSW,6.0,78.08,79.34,1011.9,Woomera,19.0,SW,0.0
24.0,No,59.36,2.8,65.48,2013-04-15,S,1014.9,1.0,32.0,60.0,7.2,No,41.0,SSW,1.0,75.2,76.64,1012.2,Woomera,26.0,SSW,0.0
9.0,No,56.66,8.2,65.12,2013-04-16,SE,1017.3,3.0,32.0,50.0,7.2,No,31.0,SSE,1.0,75.2,77.0,1014.3,Woomera,20.0,SSW,0.0
13.0,No,59.72,8.8,67.1,2013-04-17,ESE,1016.5,0.0,24.0,43.0,8.0,No,44.0,SE,3.0,77.54,78.8,1014.2,Woomera,15.0,WSW,0.0
9.0,,55.4,,64.58,2013-04-18,ESE,1018.4,3.0,25.0,40.0,6.6,No,41.0,NE,5.0,80.24000000000001,82.04,1016.1,Woomera,22.0,NNW,0.0
13.0,,64.22,,67.64,2013-04-19,E,1021.3,,25.0,41.0,,,41.0,E,7.0,76.82,79.16,1018.7,Woomera,31.0,NNE,
19.0,Yes,56.84,,62.059999999999995,2013-04-20,NNE,1020.0,2.0,13.0,18.0,17.4,,31.0,NNE,6.0,72.5,75.74000000000001,1015.1,Woomera,20.0,NNE,
20.0,No,50.0,5.0,53.06,2013-04-21,NE,1012.6,1.0,32.0,84.0,8.6,Yes,41.0,NNE,8.0,71.78,73.04,1008.6,Woomera,13.0,WNW,9.2
22.0,No,50.18,10.0,58.28,2013-04-22,W,1014.6,1.0,36.0,73.0,4.4,No,33.0,WSW,0.0,71.6,72.32,1013.3,Woomera,9.0,W,0.4
17.0,No,54.86,10.4,63.5,2013-04-23,ESE,1020.0,3.0,45.0,67.0,5.6,No,31.0,SSW,0.0,70.88,72.32,1018.8,Woomera,17.0,SSW,0.0
20.0,No,55.4,8.7,63.32,2013-04-24,SE,1024.2,1.0,31.0,59.0,,No,31.0,SSW,1.0,72.32,73.94,1021.4,Woomera,20.0,SSW,0.0
9.0,No,52.16,10.7,64.94,2013-04-25,E,1026.6,0.0,28.0,50.0,6.2,No,30.0,SSW,0.0,76.82,78.44,1023.6,Woomera,9.0,SW,0.0
11.0,No,54.86,10.2,66.74000000000001,2013-04-26,E,1026.6,0.0,14.0,42.0,4.4,No,20.0,NE,0.0,79.52,80.96,1022.1,Woomera,11.0,ENE,0.0
28.0,No,57.2,10.1,68.72,2013-04-27,N,1020.6,,11.0,25.0,8.0,No,46.0,N,0.0,83.3,85.1,1016.5,Woomera,22.0,NNW,0.0
17.0,No,57.02,8.4,68.0,2013-04-28,N,1018.9,2.0,6.0,17.0,11.6,No,35.0,NNW,2.0,87.26,89.78,1015.9,Woomera,17.0,WNW,0.0
22.0,No,64.94,7.7,66.92,2013-04-29,SSE,1021.8,6.0,42.0,70.0,9.6,No,41.0,SSE,7.0,76.46,79.16,1020.6,Woomera,24.0,SE,0.0
15.0,No,57.02,5.8,65.3,2013-04-30,E,1022.8,5.0,39.0,71.0,9.0,No,37.0,SW,2.0,77.36,80.24000000000001,1020.4,Woomera,20.0,S,0.0
28.0,No,57.92,,63.5,2013-05-01,SSE,1023.5,4.0,30.0,60.0,6.6,No,41.0,SSE,1.0,75.02,75.74000000000001,1021.0,Woomera,30.0,SSE,0.0
15.0,No,53.24,,63.86,2013-05-02,E,1023.8,,23.0,37.0,,No,39.0,NNE,,77.54,78.44,1020.3,Woomera,30.0,NNE,0.0
26.0,No,57.02,7.0,66.02,2013-05-03,N,1021.5,4.0,13.0,16.0,17.2,No,44.0,N,4.0,84.38000000000001,86.0,1017.4,Woomera,30.0,N,0.0
9.0,No,57.56,8.9,68.54,2013-05-04,ESE,1022.8,3.0,15.0,27.0,12.4,No,30.0,N,0.0,86.36,88.52,1019.3,Woomera,9.0,N,0.0
9.0,No,64.04,8.2,70.52,2013-05-05,E,1020.5,7.0,15.0,33.0,6.8,No,30.0,NE,6.0,82.58,83.84,1018.3,Woomera,13.0,NNW,0.0
22.0,No,62.78,2.7,68.0,2013-05-06,N,1019.8,5.0,18.0,31.0,6.6,No,39.0,NNE,5.0,82.04,82.94,1017.2,Woomera,20.0,NNE,0.0
22.0,No,59.18,6.9,69.62,2013-05-07,NNE,1020.9,2.0,8.0,20.0,11.6,No,46.0,NNE,4.0,83.12,85.1,1017.9,Woomera,22.0,NNE,0.0
26.0,No,60.62,9.0,73.04,2013-05-08,NE,1023.1,2.0,10.0,13.0,10.6,No,43.0,NNE,2.0,85.46000000000001,86.9,1019.2,Woomera,24.0,ENE,0.0
28.0,No,59.540000000000006,10.0,71.96,2013-05-09,NNE,1022.8,5.0,23.0,34.0,12.0,No,48.0,NNE,2.0,81.86,85.28,1021.0,Woomera,33.0,N,0.0
26.0,No,60.980000000000004,3.2,69.25999999999999,2013-05-10,NE,1024.0,0.0,20.0,35.0,8.0,No,54.0,NNE,0.0,83.48,85.28,1020.2,Woomera,28.0,N,0.0
30.0,Yes,61.16,9.3,67.28,2013-05-11,NNE,1020.9,7.0,22.0,32.0,12.0,No,54.0,N,3.0,80.96,84.56,1016.8,Woomera,24.0,N,0.0
28.0,No,57.56,6.6,61.16,2013-05-12,WSW,1021.1,1.0,44.0,90.0,6.8,Yes,46.0,SW,4.0,69.44,69.98,1018.8,Woomera,17.0,WSW,3.0
22.0,No,46.76,9.8,53.96,2013-05-13,SSW,1023.3,3.0,37.0,67.0,4.4,No,39.0,SW,0.0,62.42,62.959999999999994,1020.9,Woomera,22.0,SW,0.0
24.0,No,43.879999999999995,7.4,54.68,2013-05-14,WSW,1020.9,2.0,48.0,71.0,3.8,No,35.0,WSW,0.0,63.32,65.84,1017.3,Woomera,22.0,WSW,0.0
19.0,No,48.56,9.1,54.14,2013-05-15,W,1017.7,6.0,55.0,89.0,4.0,No,28.0,W,4.0,63.68,64.75999999999999,1014.9,Woomera,9.0,W,0.0
24.0,No,50.0,9.3,56.84,2013-05-16,SW,1018.6,4.0,41.0,78.0,1.6,No,35.0,SSW,0.0,66.38,68.0,1017.1,Woomera,7.0,SSW,0.0
15.0,No,46.58,2.6,56.84,2013-05-17,SE,1021.6,1.0,39.0,79.0,3.4,No,33.0,S,0.0,66.92,67.64,1019.2,Woomera,9.0,SSW,0.0
15.0,No,47.84,9.8,58.28,2013-05-18,NNE,1021.7,1.0,26.0,54.0,2.6,No,41.0,W,1.0,70.7,72.5,1018.8,Woomera,9.0,W,0.0
15.0,No,46.58,9.7,54.86,2013-05-19,NNE,1021.3,6.0,22.0,49.0,4.0,No,35.0,NNW,5.0,72.68,75.38,1017.1,Woomera,13.0,NNW,0.0
17.0,Yes,53.06,6.7,60.08,2013-05-20,NNE,1018.9,5.0,18.0,36.0,7.8,No,35.0,N,2.0,74.12,76.1,1014.7,Woomera,15.0,NNE,0.0
35.0,Yes,53.6,0.0,53.78,2013-05-21,ENE,1015.2,8.0,95.0,96.0,4.0,Yes,59.0,NE,7.0,53.6,55.76,1008.7,Woomera,26.0,NNE,8.0
35.0,No,53.24,,55.58,2013-05-22,WSW,1008.7,7.0,64.0,97.0,0.4,Yes,52.0,SSW,8.0,61.519999999999996,63.32,1011.0,Woomera,20.0,SSW,5.6
28.0,No,49.64,,53.96,2013-05-23,S,1021.1,1.0,43.0,77.0,,No,56.0,SSW,,64.04,64.4,1021.1,Woomera,28.0,S,0.0
22.0,No,47.3,,52.879999999999995,2013-05-24,S,1028.5,,42.0,81.0,,No,35.0,SSE,,65.48,66.38,1027.0,Woomera,19.0,SSE,0.0
13.0,No,48.02,,52.34,2013-05-25,SE,1030.8,,44.0,94.0,,No,30.0,ESE,1.0,64.04,64.4,1028.5,Woomera,15.0,S,0.0
13.0,No,45.86,,52.34,2013-05-26,E,1031.2,,41.0,75.0,,No,28.0,ESE,,63.32,64.58,1027.5,Woomera,15.0,ENE,0.0
13.0,No,47.48,,52.34,2013-05-27,E,1028.7,3.0,37.0,74.0,16.0,No,30.0,NNE,3.0,64.94,65.84,1024.9,Woomera,9.0,NE,0.0
22.0,No,45.86,8.0,54.32,2013-05-28,ENE,1025.0,0.0,27.0,66.0,3.8,No,39.0,N,2.0,69.25999999999999,70.16,1021.0,Woomera,17.0,N,0.0
13.0,No,49.82,8.4,59.0,2013-05-29,NE,1021.7,,28.0,48.0,3.2,No,28.0,NNE,1.0,72.68,74.3,1018.1,Woomera,20.0,NNE,0.0
28.0,No,58.82,8.4,64.4,2013-05-30,NE,1018.5,2.0,27.0,57.0,5.6,No,50.0,NNW,1.0,79.16,80.96,1014.9,Woomera,20.0,NNW,0.2
15.0,Yes,61.519999999999996,1.2,63.86,2013-05-31,NNE,1017.9,8.0,91.0,72.0,7.0,No,59.0,N,7.0,62.6,66.74000000000001,1017.0,Woomera,22.0,NNW,0.2
31.0,No,55.94,6.5,56.120000000000005,2013-06-01,W,1017.1,6.0,74.0,89.0,5.6,Yes,44.0,SSW,8.0,56.84,57.74,1015.9,Woomera,19.0,W,27.2
30.0,No,51.620000000000005,0.2,55.04,2013-06-02,SSE,1025.5,1.0,50.0,62.0,2.6,No,52.0,SSE,7.0,61.34,62.24,1024.4,Woomera,37.0,S,0.4
15.0,No,44.78,6.7,50.18,2013-06-03,S,1029.9,7.0,54.0,87.0,2.8,No,30.0,SSE,3.0,61.34,61.88,1027.1,Woomera,7.0,SSE,0.0
