WindDir3pm,Temp9amF,Temp3pmF,Date,RainToday,Cloud9am,RainTomorrow,Sunshine,MaxTempF,MinTempF,Rainfall,Location,WindGustDir,Pressure9am,Humidity3pm,Pressure3pm,WindGustSpeed,Cloud3pm,Evaporation,WindSpeed9am,WindSpeed3pm,WindDir9am,Humidity9am
S,70.34,68.0,2012-07-09,No,8.0,Yes,0.0,72.68,68.0,0.0,Townsville,ESE,1019.5,87.0,1016.9,61.0,8.0,6.0,20.0,17.0,SE,70.0
SSW,67.28,70.34,2012-07-10,Yes,8.0,Yes,0.0,71.6,65.12,89.8,Townsville,ESE,1017.5,87.0,1015.4,54.0,8.0,,17.0,17.0,SSW,96.0
ESE,71.06,73.94,2012-07-11,Yes,6.0,Yes,4.0,76.28,66.56,8.8,Townsville,ESE,1018.9,68.0,1015.1,50.0,7.0,1.4,30.0,26.0,ESE,66.0
NE,72.14,75.92,2012-07-12,Yes,7.0,No,1.7,78.98,68.36,2.8,Townsville,NE,1016.5,84.0,1013.1,28.0,7.0,2.4,7.0,13.0,S,89.0
ENE,71.42,77.36,2012-07-13,No,7.0,Yes,2.4,78.25999999999999,69.44,0.2,Townsville,ENE,1016.3,77.0,1013.0,20.0,7.0,1.6,2.0,15.0,SW,90.0
ENE,73.22,78.25999999999999,2012-07-14,Yes,8.0,Yes,2.6,78.8,70.88,1.6,Townsville,ENE,1015.3,85.0,1012.7,22.0,7.0,1.6,11.0,17.0,ENE,98.0
SSW,64.04,68.9,2012-07-15,Yes,8.0,No,0.0,69.98,64.04,1.4,Townsville,SSW,1019.6,69.0,1017.0,50.0,8.0,1.8,30.0,33.0,SW,74.0
ENE,64.75999999999999,69.08,2012-07-16,No,7.0,No,0.0,70.34,62.24,1.0,Townsville,SSW,1021.4,56.0,1018.3,35.0,7.0,3.2,19.0,7.0,SSW,56.0
SSE,68.72,73.58,2012-07-17,No,7.0,No,1.2,76.64,64.58,0.0,Townsville,SE,1019.5,77.0,1016.0,28.0,6.0,3.8,9.0,11.0,SSW,68.0
ENE,72.68,75.38,2012-07-18,No,7.0,No,8.5,77.0,68.0,0.0,Townsville,NE,1017.4,71.0,1013.1,26.0,3.0,3.4,4.0,19.0,E,78.0
S,70.88,77.54,2012-07-19,No,7.0,No,5.4,78.44,65.12,0.0,Townsville,S,1016.6,59.0,1013.3,39.0,5.0,2.4,11.0,20.0,ESE,82.0
SSE,66.92,73.04,2012-07-20,No,1.0,No,10.9,74.48,57.92,0.0,Townsville,S,1020.0,47.0,1016.3,35.0,1.0,3.2,2.0,15.0,SSW,51.0
NE,62.959999999999994,70.88,2012-07-21,No,2.0,No,10.9,72.5,50.72,0.0,Townsville,SSW,1021.2,44.0,1017.6,30.0,1.0,7.2,11.0,15.0,SSW,38.0
NE,66.56,75.2,2012-07-22,No,1.0,No,10.9,77.18,53.06,0.0,Townsville,E,1019.7,49.0,1015.9,31.0,1.0,4.6,9.0,17.0,SW,52.0
ENE,67.64,72.5,2012-07-23,No,1.0,No,10.7,75.2,58.1,0.0,Townsville,ENE,1020.5,61.0,1016.6,39.0,3.0,5.4,11.0,30.0,SE,60.0
ENE,67.28,73.58,2012-07-24,No,1.0,No,10.7,75.38,55.4,0.0,Townsville,ENE,1021.5,54.0,1017.5,33.0,1.0,5.0,7.0,24.0,S,59.0
NE,69.08,73.04,2012-07-25,No,1.0,No,10.2,75.2,59.18,0.0,Townsville,SE,1020.5,64.0,1017.3,31.0,2.0,4.4,19.0,22.0,SE,68.0
ENE,68.72,73.04,2012-07-26,No,1.0,No,9.9,75.74000000000001,58.82,0.0,Townsville,ENE,1017.9,74.0,1014.4,33.0,3.0,5.4,11.0,24.0,SE,79.0
N,68.0,77.54,2012-07-27,No,7.0,No,9.8,78.62,59.0,0.0,Townsville,SSW,1016.8,54.0,1012.8,48.0,4.0,3.6,15.0,13.0,WSW,89.0
S,64.22,72.86,2012-07-28,No,5.0,No,11.1,73.4,57.92,0.0,Townsville,SSW,1021.3,22.0,1017.5,54.0,1.0,8.0,26.0,17.0,SSW,30.0
NE,64.04,69.25999999999999,2012-07-29,No,2.0,No,11.0,71.6,50.18,0.0,Townsville,E,1021.7,42.0,1018.3,35.0,1.0,7.4,7.0,22.0,SSE,44.0
NE,61.88,71.96,2012-07-30,No,0.0,No,10.9,73.4,48.02,0.0,Townsville,ENE,1020.4,30.0,1016.6,35.0,1.0,4.0,7.0,19.0,S,62.0
ENE,64.75999999999999,71.6,2012-07-31,No,6.0,No,10.2,74.48,48.379999999999995,0.0,Townsville,NE,1020.7,56.0,1016.4,35.0,4.0,5.4,0.0,28.0,,68.0
ENE,64.04,70.88,2012-08-01,No,6.0,No,10.0,73.04,51.26,0.0,Townsville,ENE,1021.5,42.0,1017.1,33.0,2.0,3.2,0.0,26.0,,61.0
ENE,64.75999999999999,71.42,2012-08-02,No,1.0,No,11.2,74.66,50.36,0.0,Townsville,ENE,1021.9,48.0,1017.8,35.0,1.0,7.4,9.0,24.0,SSE,63.0
ENE,65.84,72.5,2012-08-03,No,1.0,No,10.6,74.66,50.54,0.0,Townsville,NE,1020.4,49.0,1017.7,31.0,,4.6,7.0,22.0,SSE,64.0
NNE,64.04,73.75999999999999,2012-08-04,No,0.0,No,10.2,74.48,50.36,0.0,Townsville,NNE,1020.5,47.0,1017.0,26.0,1.0,4.6,0.0,17.0,,76.0
NE,65.3,74.12,2012-08-05,No,1.0,No,10.2,75.02,50.36,0.0,Townsville,E,1021.1,48.0,1017.2,24.0,1.0,4.6,0.0,17.0,,77.0
NE,66.74000000000001,74.12,2012-08-06,No,3.0,No,10.1,76.46,52.7,0.0,Townsville,NNE,1021.9,62.0,1018.3,28.0,3.0,6.0,0.0,17.0,,74.0
ENE,66.38,75.02,2012-08-07,No,1.0,No,9.7,76.46,51.98,0.0,Townsville,ENE,1023.0,42.0,1020.5,33.0,1.0,2.4,0.0,24.0,,81.0
ENE,67.82,75.02,2012-08-08,No,0.0,No,10.7,77.36,51.08,0.0,Townsville,NE,1023.1,51.0,1019.7,31.0,1.0,7.2,0.0,24.0,,65.0
NNE,68.36,75.56,2012-08-09,No,0.0,No,10.5,77.54,52.879999999999995,0.0,Townsville,NE,1021.5,30.0,1016.9,28.0,3.0,4.6,7.0,19.0,S,61.0
S,66.74000000000001,79.7,2012-08-10,No,0.0,No,10.7,80.96,50.0,0.0,Townsville,SSW,1018.7,18.0,1015.7,43.0,0.0,5.4,6.0,31.0,N,65.0
S,63.86,71.96,2012-08-11,No,0.0,No,11.0,73.04,53.96,0.0,Townsville,SSW,1022.6,13.0,1017.5,37.0,0.0,8.4,19.0,19.0,S,17.0
NE,63.32,71.06,2012-08-12,No,0.0,No,11.0,73.22,43.519999999999996,0.0,Townsville,ENE,1021.5,18.0,1017.4,35.0,0.0,4.6,11.0,22.0,S,32.0
ENE,64.75999999999999,72.68,2012-08-13,No,1.0,No,11.0,75.92,44.96,0.0,Townsville,ENE,1022.4,32.0,1019.0,35.0,,8.0,7.0,28.0,NW,55.0
E,65.48,75.92,2012-08-14,No,1.0,No,10.8,75.92,47.120000000000005,0.0,Townsville,E,1022.9,40.0,1020.1,43.0,,6.4,7.0,24.0,SW,49.0
ENE,68.18,74.66,2012-08-15,No,0.0,No,10.7,77.72,51.26,0.0,Townsville,NE,1021.7,60.0,1018.0,35.0,,4.6,9.0,28.0,S,53.0
ENE,70.34,75.2,2012-08-16,No,1.0,No,10.3,78.44,58.64,0.0,Townsville,ENE,1020.2,63.0,1015.5,33.0,,5.0,11.0,24.0,SE,73.0
ENE,69.62,76.1,2012-08-17,No,6.0,No,9.8,79.16,58.82,0.0,Townsville,NE,1018.2,66.0,1013.9,30.0,3.0,6.0,11.0,22.0,SE,82.0
NE,72.32,77.36,2012-08-18,No,3.0,No,10.2,81.14,60.980000000000004,0.0,Townsville,NE,1018.7,68.0,1014.2,28.0,2.0,3.8,11.0,20.0,SW,77.0
NE,70.88,73.4,2012-08-19,No,7.0,Yes,2.7,76.46,59.0,0.0,Townsville,ESE,1019.6,55.0,1017.6,30.0,7.0,4.0,6.0,13.0,E,71.0
NE,66.2,70.16,2012-08-20,Yes,4.0,No,2.0,72.14,61.519999999999996,1.4,Townsville,ESE,1020.5,67.0,1016.6,31.0,7.0,4.6,15.0,20.0,SE,75.0
ESE,68.9,75.02,2012-08-21,No,8.0,No,1.3,75.92,64.58,0.0,Townsville,ESE,1019.7,67.0,1015.9,31.0,6.0,3.0,15.0,22.0,SE,74.0
ENE,73.22,75.2,2012-08-22,No,6.0,No,6.3,81.5,67.46,0.0,Townsville,ENE,1018.4,78.0,1015.6,35.0,6.0,2.8,13.0,28.0,SE,79.0
ENE,77.0,78.25999999999999,2012-08-23,No,4.0,No,10.6,81.68,71.06,0.0,Townsville,NE,1019.0,72.0,1016.0,31.0,1.0,4.1,19.0,22.0,E,76.0
ENE,77.36,77.9,2012-08-24,No,6.0,No,8.8,82.22,69.44,0.0,Townsville,ENE,1018.9,74.0,1016.9,35.0,2.0,5.8,7.0,24.0,ENE,73.0
ENE,76.82,78.98,2012-08-25,No,1.0,No,10.0,81.5,64.75999999999999,0.0,Townsville,ENE,1018.7,63.0,1015.0,31.0,1.0,5.0,2.0,20.0,SSE,71.0
NNE,73.4,79.16,2012-08-26,No,7.0,No,6.2,84.2,68.0,0.0,Townsville,NE,1018.1,54.0,1014.2,24.0,7.0,7.4,11.0,17.0,SE,76.0
ENE,75.02,80.42,2012-08-27,No,1.0,No,10.6,82.4,62.24,0.0,Townsville,ENE,1017.9,54.0,1014.7,31.0,,2.6,11.0,26.0,SSW,51.0
ENE,75.56,79.16,2012-08-28,No,4.0,No,10.3,81.68,68.0,0.0,Townsville,E,1020.2,58.0,1017.2,43.0,4.0,5.4,28.0,30.0,ESE,67.0
ENE,75.56,78.25999999999999,2012-08-29,No,5.0,No,10.7,81.86,66.38,0.0,Townsville,ENE,1020.6,60.0,1016.7,41.0,4.0,7.4,20.0,30.0,ESE,71.0
ENE,76.82,77.36,2012-08-30,No,2.0,No,10.4,80.42,67.28,0.0,Townsville,ENE,1019.0,51.0,1015.3,33.0,2.0,7.0,20.0,22.0,ENE,55.0
ENE,74.84,77.9,2012-08-31,No,2.0,No,10.7,80.6,59.72,0.0,Townsville,NE,1017.0,61.0,1013.6,31.0,1.0,6.6,6.0,20.0,SSW,65.0
ENE,75.2,77.0,2012-09-01,No,2.0,No,11.0,82.75999999999999,63.68,0.0,Townsville,ENE,1018.4,58.0,1015.3,39.0,1.0,6.0,6.0,30.0,S,63.0
ENE,72.5,75.38,2012-09-02,No,1.0,No,11.1,79.16,61.7,0.0,Townsville,NE,1020.2,49.0,1017.0,43.0,1.0,7.4,15.0,31.0,SE,60.0
ENE,71.6,77.18,2012-09-03,No,1.0,No,11.1,80.42,55.76,0.0,Townsville,ENE,1020.7,49.0,1016.2,41.0,2.0,8.0,13.0,31.0,SE,53.0
ENE,72.86,76.46,2012-09-04,No,1.0,No,10.8,79.88,61.16,0.0,Townsville,ENE,1020.7,53.0,1017.6,46.0,3.0,8.1,13.0,33.0,SE,59.0
ENE,74.3,77.18,2012-09-05,No,1.0,No,10.5,80.96,59.72,0.0,Townsville,ENE,1020.6,51.0,1016.8,43.0,2.0,7.2,20.0,30.0,E,50.0
ENE,71.96,77.54,2012-09-06,No,7.0,No,8.4,82.94,57.2,0.0,Townsville,NE,1018.4,57.0,1014.7,37.0,7.0,7.6,13.0,30.0,SE,62.0
ENE,73.94,79.34,2012-09-07,No,7.0,No,7.7,82.94,61.88,0.0,Townsville,ENE,1018.5,42.0,1013.8,30.0,6.0,6.8,9.0,22.0,SSE,63.0
NE,76.82,78.98,2012-09-08,No,3.0,No,9.5,83.84,60.980000000000004,0.0,Townsville,ENE,1017.3,66.0,1014.5,37.0,3.0,6.2,0.0,28.0,,66.0
ENE,74.12,78.25999999999999,2012-09-09,No,2.0,No,10.5,81.86,62.24,0.0,Townsville,ENE,1019.7,36.0,1015.8,43.0,1.0,6.2,13.0,35.0,SE,47.0
ESE,69.62,76.28,2012-09-10,No,7.0,No,5.6,79.34,63.5,0.0,Townsville,E,1020.7,51.0,1018.4,39.0,7.0,9.0,17.0,24.0,SSE,60.0
ENE,75.38,78.62,2012-09-11,No,3.0,No,10.2,83.66,66.74000000000001,0.0,Townsville,ENE,1021.0,53.0,1017.1,50.0,1.0,8.0,31.0,31.0,ESE,59.0
NE,75.38,78.98,2012-09-12,No,1.0,No,11.1,82.94,58.82,0.0,Townsville,NE,1021.0,54.0,1016.7,41.0,1.0,6.2,13.0,31.0,SSE,55.0
ENE,73.75999999999999,77.9,2012-09-13,No,7.0,No,8.9,81.68,60.440000000000005,0.0,Townsville,ENE,1018.3,63.0,1013.6,39.0,1.0,8.4,19.0,30.0,SE,62.0
ENE,75.02,81.32,2012-09-14,No,3.0,No,11.1,82.94,58.82,0.0,Townsville,ENE,1015.5,54.0,1012.2,31.0,1.0,6.6,9.0,22.0,NW,67.0
ENE,77.72,77.54,2012-09-15,No,3.0,No,8.8,82.22,66.02,0.0,Townsville,ENE,1018.5,61.0,1015.6,39.0,2.0,6.0,20.0,30.0,ESE,56.0
NE,74.84,77.54,2012-09-16,No,2.0,No,10.1,81.5,68.0,0.0,Townsville,ESE,1019.3,49.0,1014.7,37.0,2.0,8.6,20.0,30.0,E,61.0
ENE,75.02,75.92,2012-09-17,No,4.0,No,6.4,80.96,67.1,0.0,Townsville,ENE,1017.1,65.0,1012.6,37.0,7.0,10.0,13.0,24.0,E,61.0
NE,76.64,81.86,2012-09-18,No,2.0,No,10.5,83.84,66.02,0.0,Townsville,NNE,1016.8,49.0,1012.6,33.0,1.0,6.4,19.0,20.0,NE,64.0
NNW,79.16,80.78,2012-09-19,No,5.0,No,11.0,84.02,64.94,0.0,Townsville,NE,1017.8,50.0,1013.8,31.0,1.0,8.0,13.0,20.0,ENE,62.0
NE,78.25999999999999,81.5,2012-09-20,No,2.0,No,11.0,83.12,64.4,0.0,Townsville,ENE,1018.8,54.0,1014.5,30.0,0.0,5.0,17.0,17.0,NE,62.0
NNW,78.62,80.96,2012-09-21,No,2.0,No,10.6,84.38000000000001,62.6,0.0,Townsville,N,1018.7,49.0,1014.8,31.0,0.0,6.0,20.0,15.0,NNE,57.0
N,78.44,82.58,2012-09-22,No,3.0,No,10.2,84.38000000000001,60.8,0.0,Townsville,NE,1017.0,51.0,1012.4,28.0,1.0,7.2,17.0,15.0,NNE,61.0
NE,78.98,83.12,2012-09-23,No,3.0,No,10.7,84.56,66.38,0.0,Townsville,ENE,1014.9,46.0,1010.6,31.0,0.0,5.8,20.0,22.0,NNE,60.0
NNW,78.98,80.42,2012-09-24,No,2.0,No,11.1,83.66,67.28,0.0,Townsville,N,1014.3,56.0,1011.7,30.0,0.0,8.4,13.0,19.0,N,63.0
NNE,79.88,82.22,2012-09-25,No,3.0,No,11.0,84.2,64.4,0.0,Townsville,ENE,1015.5,58.0,1012.4,35.0,3.0,5.6,9.0,15.0,ENE,65.0
ENE,80.06,81.5,2012-09-26,No,5.0,No,10.6,84.74,70.7,0.0,Townsville,ENE,1016.6,57.0,1013.0,37.0,3.0,6.8,15.0,28.0,NE,64.0
ENE,80.78,80.96,2012-09-27,No,2.0,No,10.4,84.56,74.3,0.0,Townsville,E,1018.3,60.0,1014.7,41.0,1.0,9.8,30.0,31.0,ENE,59.0
ENE,79.34,80.6,2012-09-28,No,2.0,No,10.6,83.66,70.34,0.0,Townsville,ENE,1018.8,46.0,1015.0,41.0,1.0,9.0,24.0,30.0,ESE,55.0
ENE,79.52,81.5,2012-09-29,No,1.0,No,11.2,84.2,67.28,0.0,Townsville,ENE,1017.4,48.0,1013.7,35.0,1.0,9.2,20.0,24.0,ENE,44.0
E,77.18,78.25999999999999,2012-09-30,No,6.0,No,2.1,82.94,68.0,0.0,Townsville,NE,1017.4,59.0,1015.6,30.0,7.0,8.2,11.0,17.0,ENE,63.0
NE,78.8,79.52,2012-10-01,No,6.0,No,7.3,85.1,64.58,0.2,Townsville,ENE,1019.6,56.0,1016.7,37.0,5.0,4.2,19.0,24.0,SE,58.0
ENE,78.62,80.96,2012-10-02,No,5.0,No,8.0,85.82,69.98,0.0,Townsville,E,1021.6,57.0,1017.5,50.0,6.0,7.6,28.0,35.0,ESE,53.0
ENE,77.0,80.42,2012-10-03,No,2.0,No,10.3,83.66,68.54,0.0,Townsville,SE,1021.8,48.0,1018.2,54.0,2.0,11.4,35.0,35.0,ESE,53.0
ENE,75.92,80.96,2012-10-04,No,5.0,No,10.3,83.66,60.08,0.0,Townsville,ENE,1020.9,47.0,1016.7,48.0,2.0,10.6,20.0,33.0,SSE,46.0
ENE,74.66,80.78,2012-10-05,No,7.0,No,9.0,83.66,62.6,0.0,Townsville,E,1020.4,48.0,1017.1,48.0,1.0,10.6,30.0,30.0,ESE,54.0
ENE,78.62,80.42,2012-10-06,No,2.0,No,10.7,83.66,65.66,0.0,Townsville,ENE,1019.3,53.0,1015.2,46.0,1.0,10.2,24.0,33.0,SE,55.0
NE,79.7,80.06,2012-10-07,No,2.0,No,11.1,83.66,65.3,0.0,Townsville,NE,1017.7,57.0,1012.4,33.0,1.0,10.0,13.0,20.0,ENE,50.0
N,78.25999999999999,82.4,2012-10-08,No,2.0,No,11.5,85.82,60.08,0.0,Townsville,N,1013.5,46.0,1009.0,30.0,1.0,5.8,13.0,13.0,N,64.0
NNW,77.72,82.4,2012-10-09,No,3.0,No,11.0,85.28,61.7,0.0,Townsville,N,1012.6,55.0,1008.3,33.0,1.0,6.0,15.0,20.0,N,70.0
NNE,80.6,82.4,2012-10-10,No,5.0,No,10.7,85.82,70.7,0.0,Townsville,NNE,1014.0,59.0,1010.7,35.0,1.0,6.0,24.0,20.0,NNE,67.0
SSW,82.22,85.1,2012-10-11,No,7.0,No,5.6,88.7,73.22,0.0,Townsville,SSW,1015.0,31.0,1013.0,52.0,6.0,8.4,11.0,33.0,NW,54.0
SSE,73.04,86.36,2012-10-12,No,6.0,No,9.0,87.61999999999999,69.44,0.0,Townsville,SSW,1019.9,15.0,1014.2,52.0,3.0,11.2,37.0,15.0,SSW,16.0
NE,78.44,79.16,2012-10-13,No,5.0,No,10.9,83.3,58.64,0.0,Townsville,NE,1020.3,41.0,1016.3,41.0,1.0,9.2,22.0,30.0,SE,25.0
ENE,77.72,79.34,2012-10-14,No,1.0,No,11.4,84.2,63.86,0.0,Townsville,ENE,1021.0,49.0,1017.3,46.0,1.0,8.6,11.0,35.0,SSE,38.0
ENE,78.98,80.96,2012-10-15,No,1.0,No,11.3,84.91999999999999,61.7,0.0,Townsville,E,1021.8,42.0,1019.0,52.0,1.0,11.2,20.0,33.0,ESE,37.0
ENE,79.34,81.68,2012-10-16,No,6.0,No,10.9,85.28,61.7,0.0,Townsville,E,1021.1,46.0,1017.5,50.0,2.0,11.6,31.0,30.0,ESE,48.0
ENE,77.54,81.32,2012-10-17,No,6.0,No,11.2,84.56,61.34,0.0,Townsville,ENE,1020.1,44.0,1015.3,44.0,2.0,11.0,13.0,33.0,ESE,53.0
NE,79.7,79.88,2012-10-18,No,2.0,No,11.8,84.38000000000001,64.22,0.0,Townsville,NE,1017.9,56.0,1014.8,37.0,1.0,8.4,9.0,26.0,SSE,49.0
ENE,80.24000000000001,80.6,2012-10-19,No,3.0,No,11.7,85.1,64.22,0.0,Townsville,ENE,1017.5,53.0,1014.8,48.0,1.0,9.4,26.0,31.0,ESE,52.0
ENE,79.7,82.94,2012-10-20,No,5.0,No,11.0,85.64,69.62,0.0,Townsville,ESE,1017.8,44.0,1014.3,41.0,1.0,8.0,26.0,30.0,SE,44.0
ENE,79.7,82.04,2012-10-21,No,2.0,No,11.7,84.91999999999999,66.2,0.0,Townsville,ENE,1016.7,48.0,1012.4,33.0,2.0,10.4,17.0,22.0,ESE,46.0
ENE,79.7,82.22,2012-10-22,No,5.0,No,10.5,86.53999999999999,64.58,0.0,Townsville,NE,1015.4,60.0,1011.4,35.0,6.0,9.2,17.0,22.0,ENE,62.0
ENE,81.32,81.86,2012-10-23,No,7.0,No,6.9,85.46000000000001,67.46,0.0,Townsville,ESE,1013.6,67.0,1011.2,48.0,7.0,8.0,9.0,28.0,SSE,66.0
ENE,80.06,79.52,2012-10-24,No,7.0,No,10.0,84.56,73.94,0.0,Townsville,ENE,1018.0,51.0,1013.6,50.0,5.0,9.4,30.0,35.0,ESE,45.0
NE,81.14,81.68,2012-10-25,No,2.0,No,11.3,84.2,63.14,0.0,Townsville,E,1016.5,44.0,1012.1,44.0,1.0,11.0,28.0,31.0,ESE,43.0
NNE,77.72,81.86,2012-10-26,No,2.0,No,11.6,84.38000000000001,60.26,0.0,Townsville,NE,1013.6,44.0,1009.5,31.0,1.0,9.6,13.0,15.0,NE,59.0
ENE,78.08,83.12,2012-10-27,No,2.0,No,11.7,85.28,61.16,0.0,Townsville,ENE,1010.8,57.0,1008.1,37.0,1.0,7.2,11.0,26.0,NNW,61.0
ENE,79.88,82.94,2012-10-28,No,3.0,No,10.5,85.28,69.98,0.0,Townsville,ESE,1014.9,54.0,1012.4,39.0,4.0,8.0,22.0,28.0,E,60.0
ENE,80.24000000000001,81.86,2012-10-29,No,2.0,No,11.9,85.82,70.7,0.0,Townsville,ESE,1015.7,58.0,1012.2,39.0,1.0,10.4,30.0,28.0,E,60.0
ENE,79.7,82.22,2012-10-30,No,7.0,No,8.7,85.46000000000001,73.04,0.0,Townsville,NE,1014.7,63.0,1012.6,39.0,2.0,9.8,19.0,28.0,ENE,65.0
ENE,81.5,83.3,2012-10-31,No,5.0,No,11.9,87.61999999999999,71.78,0.0,Townsville,NE,1016.6,52.0,1012.5,39.0,1.0,8.0,19.0,28.0,NE,62.0
N,82.58,84.91999999999999,2012-11-01,No,4.0,No,12.1,86.36,73.04,0.0,Townsville,ENE,1016.4,54.0,1011.8,35.0,1.0,10.2,20.0,17.0,E,61.0
N,81.32,84.74,2012-11-02,No,3.0,No,12.1,86.72,68.0,0.0,Townsville,NNE,1012.8,54.0,1009.0,33.0,1.0,8.0,19.0,19.0,NNW,60.0
ENE,82.58,82.75999999999999,2012-11-03,No,4.0,No,11.1,88.16,71.78,0.0,Townsville,NNE,1012.3,62.0,1010.4,37.0,6.0,8.0,15.0,30.0,ENE,62.0
ENE,83.66,84.2,2012-11-04,No,2.0,Yes,10.9,86.9,76.1,0.0,Townsville,ENE,1015.1,55.0,1011.9,39.0,2.0,10.6,24.0,30.0,ENE,56.0
ENE,78.98,82.94,2012-11-05,Yes,7.0,No,9.3,86.9,73.04,2.0,Townsville,E,1016.8,62.0,1012.8,43.0,2.0,12.0,19.0,30.0,SE,79.0
ENE,81.32,82.94,2012-11-06,No,1.0,No,12.0,85.46000000000001,72.86,0.0,Townsville,NE,1016.8,54.0,1012.4,39.0,1.0,7.2,24.0,28.0,ESE,49.0
ENE,81.86,82.75999999999999,2012-11-07,No,3.0,No,12.2,86.36,71.24000000000001,0.0,Townsville,ENE,1014.7,55.0,1011.1,39.0,4.0,10.0,26.0,30.0,E,50.0
NE,84.02,82.75999999999999,2012-11-08,No,4.0,No,12.2,87.26,72.32,0.0,Townsville,ENE,1013.4,46.0,1010.6,41.0,4.0,10.4,26.0,26.0,NE,52.0
ENE,81.68,83.84,2012-11-09,No,5.0,No,12.0,87.8,73.22,0.0,Townsville,ENE,1014.6,44.0,1011.7,37.0,,11.0,24.0,26.0,ENE,53.0
NNW,79.7,78.25999999999999,2012-11-10,No,8.0,No,0.2,83.12,75.56,0.2,Townsville,ENE,1015.2,76.0,1012.5,31.0,8.0,12.2,13.0,7.0,NE,67.0
NE,82.58,84.38000000000001,2012-11-11,No,5.0,Yes,11.1,88.52,67.28,0.6,Townsville,ESE,1015.5,61.0,1012.6,52.0,1.0,2.4,11.0,31.0,SSE,60.0
ENE,82.75999999999999,84.56,2012-11-12,Yes,4.0,No,10.1,87.08000000000001,72.5,4.6,Townsville,ENE,1018.4,51.0,1014.9,50.0,3.0,11.2,33.0,33.0,ESE,53.0
E,80.96,84.91999999999999,2012-11-13,No,6.0,No,7.1,86.9,67.46,0.0,Townsville,E,1017.8,46.0,1014.3,57.0,1.0,11.6,24.0,39.0,SE,47.0
ENE,81.68,83.48,2012-11-14,No,1.0,No,11.5,86.9,64.58,0.0,Townsville,ENE,1017.1,52.0,1013.9,48.0,3.0,9.4,28.0,37.0,ESE,48.0
NE,81.32,82.94,2012-11-15,No,1.0,No,12.2,85.46000000000001,69.08,0.0,Townsville,NE,1016.3,48.0,1012.7,39.0,1.0,11.2,19.0,30.0,ENE,47.0
N,82.22,83.66,2012-11-16,No,6.0,No,12.2,86.18,69.08,0.0,Townsville,N,1013.8,51.0,1010.3,39.0,2.0,9.8,20.0,15.0,ENE,57.0
N,81.14,84.38000000000001,2012-11-17,No,6.0,No,11.2,87.08000000000001,73.94,0.0,Townsville,NNE,1011.6,59.0,1008.2,35.0,3.0,8.0,17.0,22.0,N,66.0
N,80.42,84.91999999999999,2012-11-18,No,6.0,No,8.3,88.7,73.4,0.4,Townsville,NE,1011.4,58.0,1007.6,33.0,3.0,6.8,20.0,22.0,NW,77.0
N,82.75999999999999,87.98,2012-11-19,No,7.0,No,10.0,90.5,78.44,0.0,Townsville,N,1011.8,63.0,1007.4,37.0,1.0,7.6,17.0,22.0,NNW,75.0
ENE,86.72,86.18,2012-11-20,No,3.0,No,11.3,91.22,76.28,0.0,Townsville,ENE,1012.0,66.0,1009.1,41.0,4.0,8.0,19.0,33.0,NNE,58.0
ENE,85.82,86.18,2012-11-21,No,1.0,No,11.3,89.96000000000001,78.25999999999999,0.0,Townsville,ENE,1013.3,58.0,1010.1,39.0,1.0,10.8,19.0,30.0,ENE,57.0
ENE,84.74,88.7,2012-11-22,No,4.0,No,11.2,90.5,77.72,0.0,Townsville,ENE,1013.6,51.0,1009.9,37.0,1.0,11.4,19.0,28.0,ENE,62.0
ENE,83.66,85.82,2012-11-23,No,4.0,No,12.0,88.88000000000001,73.75999999999999,0.0,Townsville,ENE,1015.0,51.0,1012.5,33.0,1.0,11.4,15.0,20.0,NNE,59.0
ENE,81.32,86.72,2012-11-24,No,4.0,No,12.0,89.06,74.84,0.0,Townsville,ENE,1016.4,51.0,1013.6,37.0,1.0,9.6,15.0,28.0,NNE,59.0
ENE,83.48,86.18,2012-11-25,No,2.0,No,11.2,88.52,76.1,0.0,Townsville,ENE,1016.3,47.0,1013.1,39.0,1.0,11.0,19.0,30.0,ENE,57.0
NE,82.4,85.1,2012-11-26,No,6.0,No,9.3,88.52,77.36,0.0,Townsville,NE,1015.2,49.0,1011.9,44.0,1.0,11.0,20.0,31.0,E,57.0
ENE,83.84,83.48,2012-11-27,No,4.0,No,7.6,88.7,73.4,0.0,Townsville,ENE,1014.7,53.0,1012.5,44.0,7.0,11.6,20.0,28.0,ENE,53.0
NE,85.28,85.82,2012-11-28,No,6.0,No,9.0,88.52,74.3,0.0,Townsville,NE,1014.7,51.0,1011.9,39.0,5.0,10.0,26.0,28.0,ENE,50.0
ENE,84.2,85.1,2012-11-29,No,3.0,No,11.8,89.41999999999999,74.3,0.0,Townsville,ENE,1014.2,58.0,1011.0,41.0,3.0,10.4,17.0,28.0,ESE,54.0
NE,84.91999999999999,86.53999999999999,2012-11-30,No,2.0,Yes,11.9,89.96000000000001,75.38,0.0,Townsville,ENE,1015.1,60.0,1012.4,44.0,1.0,10.8,26.0,33.0,ENE,59.0
ENE,86.53999999999999,86.18,2013-01-01,Yes,3.0,No,9.0,90.68,73.04,28.6,Townsville,ENE,1011.5,63.0,1008.7,41.0,2.0,6.0,24.0,31.0,ESE,57.0
