WindGustSpeed,Pressure9am,Temp3pmF,WindGustDir,MaxTempF,MinTempF,Humidity3pm,Date,RainTomorrow,RainToday,Temp9amF,WindDir3pm,Humidity9am,Rainfall,WindSpeed3pm,WindDir9am,Pressure3pm,Location,WindSpeed9am
37.0,1024.4,62.959999999999994,SSE,64.75999999999999,48.56,64.0,2012-09-15,No,No,60.62,S,61.0,0.0,30.0,WSW,1023.2,NorahHead,9.0
46.0,1022.3,63.14,NNE,66.74000000000001,53.24,69.0,2012-09-16,No,No,64.4,NE,65.0,0.0,30.0,NNW,1016.8,NorahHead,9.0
37.0,1018.7,63.68,S,64.22,55.04,81.0,2012-09-17,Yes,No,60.980000000000004,S,85.0,0.0,28.0,SSW,1016.6,NorahHead,24.0
31.0,1018.3,64.22,W,66.56,53.06,75.0,2012-09-18,Yes,Yes,61.88,ENE,71.0,5.4,22.0,,1013.8,NorahHead,0.0
26.0,1016.1,64.58,WNW,67.46,54.32,67.0,2012-09-19,No,Yes,62.6,ESE,69.0,10.0,17.0,S,1014.3,NorahHead,9.0
35.0,1019.4,65.84,NNE,69.08,55.4,74.0,2012-09-20,No,No,63.68,ENE,71.0,0.0,19.0,SSW,1015.0,NorahHead,7.0
33.0,1013.3,67.46,ESE,72.86,58.64,71.0,2012-09-21,No,No,63.86,ESE,82.0,0.0,17.0,NNE,1009.7,NorahHead,17.0
22.0,1016.1,66.38,SSE,68.54,55.58,64.0,2012-09-22,No,No,65.84,SSE,65.0,0.0,19.0,SSE,1013.1,NorahHead,2.0
43.0,1012.1,66.74000000000001,NNE,70.7,55.4,77.0,2012-09-23,No,No,65.84,NE,72.0,0.0,28.0,N,1006.2,NorahHead,13.0
44.0,1013.0,65.12,SSW,68.54,58.459999999999994,57.0,2012-09-24,No,No,64.4,SSE,36.0,0.0,31.0,WSW,1010.4,NorahHead,15.0
33.0,1021.8,63.68,ENE,66.56,54.86,63.0,2012-09-25,No,No,57.02,E,85.0,0.6,13.0,WSW,1020.0,NorahHead,6.0
48.0,1022.6,65.3,NE,70.52,56.84,70.0,2012-09-26,No,No,65.48,NE,70.0,0.0,30.0,NE,1018.9,NorahHead,22.0
44.0,1019.7,66.38,NNE,,55.22,80.0,2012-09-27,,No,63.14,NNE,76.0,0.0,28.0,N,1014.2,NorahHead,7.0
61.0,1011.0,83.66,N,84.56,62.6,37.0,2012-09-28,No,,69.25999999999999,NNW,71.0,,33.0,NNE,1005.3,NorahHead,33.0
57.0,1006.1,74.66,N,77.36,64.4,27.0,2012-09-29,No,No,71.24000000000001,W,65.0,0.6,17.0,NW,1006.4,NorahHead,7.0
31.0,1020.2,63.32,SSE,68.54,47.48,46.0,2012-09-30,No,No,59.72,E,35.0,0.0,20.0,WNW,1017.8,NorahHead,7.0
50.0,1027.8,63.86,SSE,66.38,53.24,57.0,2012-10-01,No,No,62.059999999999995,E,61.0,0.0,13.0,SSW,1025.8,NorahHead,7.0
48.0,1032.8,64.75999999999999,SSE,68.18,54.86,57.0,2012-10-02,No,No,62.24,SE,71.0,1.0,17.0,SSW,1029.6,NorahHead,13.0
35.0,1026.5,67.82,NNE,77.9,50.9,72.0,2012-10-03,No,No,67.28,NE,58.0,0.2,28.0,NNE,1020.7,NorahHead,6.0
30.0,1019.1,75.38,E,85.46000000000001,57.92,54.0,2012-10-04,No,No,77.54,ENE,40.0,0.0,20.0,NW,1013.8,NorahHead,9.0
46.0,1014.5,69.8,SSW,93.91999999999999,62.78,75.0,2012-10-05,No,No,85.1,SSW,27.0,0.0,26.0,WNW,1011.9,NorahHead,6.0
54.0,1018.6,65.66,NE,66.38,62.6,74.0,2012-10-06,No,No,64.4,NE,76.0,0.0,28.0,NE,1013.8,NorahHead,17.0
65.0,1013.9,61.88,SSW,64.04,56.3,58.0,2012-10-07,No,No,60.26,S,53.0,0.0,44.0,SW,1013.6,NorahHead,20.0
43.0,1017.1,62.78,S,66.2,57.379999999999995,62.0,2012-10-08,No,No,63.68,SE,63.0,0.0,17.0,S,1013.7,NorahHead,7.0
57.0,1012.3,64.22,SSE,65.66,56.120000000000005,60.0,2012-10-09,Yes,No,57.92,SSE,76.0,0.0,19.0,SSE,1011.2,NorahHead,24.0
31.0,1011.8,66.38,ESE,72.14,51.44,62.0,2012-10-10,No,Yes,59.72,ESE,68.0,2.2,22.0,WSW,1007.9,NorahHead,9.0
35.0,1006.0,60.980000000000004,SSW,61.7,57.02,80.0,2012-10-11,No,No,58.82,N,90.0,1.0,7.0,SSW,1004.4,NorahHead,11.0
78.0,1007.2,57.02,S,60.440000000000005,48.74,71.0,2012-10-12,Yes,No,54.68,SSW,55.0,0.4,59.0,WNW,1008.9,NorahHead,11.0
37.0,1020.0,63.68,SSE,65.84,47.3,56.0,2012-10-13,Yes,Yes,57.379999999999995,SSE,60.0,3.8,31.0,W,1019.1,NorahHead,7.0
28.0,1025.8,65.48,SSE,67.28,53.78,61.0,2012-10-14,No,Yes,58.64,SE,78.0,1.4,19.0,S,1024.2,NorahHead,7.0
44.0,1025.3,67.82,NNE,75.38,51.08,70.0,2012-10-15,No,No,62.24,NE,70.0,0.2,30.0,NNE,1021.4,NorahHead,6.0
46.0,1019.2,75.92,NNE,88.34,57.2,57.0,2012-10-16,No,No,68.36,ENE,65.0,0.0,20.0,N,1014.6,NorahHead,13.0
44.0,1015.6,67.28,S,70.16,66.92,62.0,2012-10-17,No,No,69.08,SSE,61.0,0.0,26.0,SSW,1016.6,NorahHead,26.0
46.0,1022.8,71.42,NNE,73.04,62.24,58.0,2012-10-18,No,No,64.75999999999999,NE,66.0,0.0,26.0,ENE,1019.8,NorahHead,20.0
35.0,1016.4,73.58,N,80.42,59.36,69.0,2012-10-19,No,No,64.4,ENE,75.0,0.0,19.0,N,1011.8,NorahHead,9.0
48.0,1007.1,71.42,S,91.22,61.16,70.0,2012-10-20,No,No,80.24000000000001,S,42.0,0.0,26.0,NW,1008.3,NorahHead,6.0
57.0,1013.9,68.36,SSW,78.62,58.64,82.0,2012-10-21,No,No,65.66,N,74.0,0.0,4.0,NNW,1010.4,NorahHead,6.0
96.0,1015.2,60.440000000000005,S,69.08,61.34,65.0,2012-10-22,Yes,No,67.46,S,64.0,0.0,65.0,SSE,1017.2,NorahHead,15.0
74.0,1026.9,65.12,S,68.0,56.48,54.0,2012-10-23,No,Yes,62.42,S,53.0,1.2,22.0,SSE,1026.4,NorahHead,35.0
52.0,1024.8,67.28,NNE,74.12,54.68,61.0,2012-10-24,No,No,63.86,NE,61.0,0.0,37.0,,1018.3,NorahHead,0.0
54.0,1013.0,70.52,NE,76.46,55.22,71.0,2012-10-25,No,No,64.75999999999999,NE,71.0,0.0,41.0,N,1006.2,NorahHead,9.0
52.0,1010.3,68.54,SSW,71.96,63.86,67.0,2012-10-26,No,No,66.2,ESE,75.0,0.0,13.0,SSW,1008.0,NorahHead,17.0
43.0,1015.4,65.66,SSE,68.18,57.379999999999995,55.0,2012-10-27,No,No,62.959999999999994,SSE,44.0,0.0,31.0,SSW,1016.4,NorahHead,20.0
44.0,1025.3,66.56,SSE,68.18,60.26,50.0,2012-10-28,No,No,62.6,ESE,64.0,0.0,15.0,SE,1024.5,NorahHead,19.0
43.0,1024.8,71.96,NE,75.2,55.94,58.0,2012-10-29,No,No,60.26,NE,80.0,0.0,22.0,,1021.6,NorahHead,0.0
39.0,1019.6,71.96,NNE,77.9,59.36,60.0,2012-10-30,No,No,66.02,NE,72.0,0.0,22.0,SSW,1016.4,NorahHead,6.0
30.0,1016.1,74.66,ENE,79.88,59.36,66.0,2012-10-31,No,No,72.14,ENE,61.0,0.0,20.0,NE,1013.5,NorahHead,4.0
61.0,1008.9,83.12,SSW,89.6,60.440000000000005,39.0,2012-11-01,No,No,69.08,N,74.0,0.0,13.0,NNE,1001.7,NorahHead,9.0
57.0,1014.4,65.12,S,66.38,61.519999999999996,57.0,2012-11-02,No,No,63.32,S,61.0,0.0,33.0,S,1015.2,NorahHead,44.0
35.0,1020.6,65.48,SSE,70.7,60.62,65.0,2012-11-03,No,No,64.4,SE,62.0,0.0,20.0,SE,1019.9,NorahHead,7.0
54.0,1020.2,71.06,NE,77.72,61.16,71.0,2012-11-04,No,No,67.82,NE,72.0,0.2,33.0,SSE,1016.9,NorahHead,4.0
50.0,1018.9,72.32,NE,79.7,61.7,76.0,2012-11-05,No,No,70.16,NE,74.0,0.0,35.0,NNE,1015.0,NorahHead,6.0
70.0,1016.2,70.34,NE,72.5,64.22,77.0,2012-11-06,No,No,69.44,NE,76.0,0.0,48.0,NE,1012.1,NorahHead,17.0
43.0,1013.8,71.42,NE,74.66,65.12,73.0,2012-11-07,Yes,No,69.44,NE,81.0,0.0,19.0,,1010.3,NorahHead,0.0
33.0,1012.2,71.96,S,78.98,64.22,78.0,2012-11-08,Yes,Yes,71.96,SSE,85.0,11.8,17.0,NNW,1011.6,NorahHead,7.0
57.0,1014.3,70.88,S,73.94,64.58,86.0,2012-11-09,No,Yes,70.52,NE,88.0,35.4,6.0,ENE,1012.8,NorahHead,7.0
56.0,1022.0,63.32,S,67.82,62.78,66.0,2012-11-10,No,No,63.14,SSE,72.0,0.2,37.0,SSE,1022.4,NorahHead,39.0
33.0,1028.2,69.08,SSE,71.78,60.8,50.0,2012-11-11,No,No,67.64,SE,51.0,0.0,19.0,SSE,1026.4,NorahHead,20.0
54.0,1025.0,69.44,NE,75.02,55.76,57.0,2012-11-12,No,No,67.82,NE,60.0,0.0,37.0,N,1020.0,NorahHead,30.0
57.0,1019.8,67.1,SSW,68.36,59.9,70.0,2012-11-13,No,No,66.2,S,77.0,0.0,39.0,SSW,1018.2,NorahHead,31.0
33.0,1018.9,63.68,ENE,70.52,63.5,89.0,2012-11-14,No,No,65.3,SE,78.0,0.0,13.0,SE,1017.2,NorahHead,24.0
35.0,1014.7,73.94,NE,78.08,63.32,74.0,2012-11-15,Yes,No,68.54,NE,82.0,0.2,17.0,NNE,1011.1,NorahHead,20.0
48.0,1012.8,62.78,SSE,64.04,63.86,90.0,2012-11-16,Yes,Yes,64.04,S,90.0,1.4,11.0,SW,1010.3,NorahHead,19.0
48.0,1016.1,67.64,SSE,71.6,60.62,56.0,2012-11-17,No,Yes,63.14,ESE,66.0,19.8,13.0,SSE,1015.3,NorahHead,24.0
78.0,1012.9,68.54,SSW,76.64,62.959999999999994,77.0,2012-11-18,No,No,67.46,NE,72.0,0.0,31.0,ENE,1008.7,NorahHead,15.0
57.0,1014.2,64.75999999999999,S,71.78,57.56,54.0,2012-11-19,Yes,No,64.04,S,58.0,0.0,33.0,SSW,1014.4,NorahHead,13.0
70.0,1020.9,69.62,S,70.7,58.82,60.0,2012-11-20,No,Yes,67.64,SSE,70.0,4.0,30.0,S,1021.3,NorahHead,37.0
46.0,1018.4,68.18,NE,73.94,59.0,77.0,2012-11-21,No,No,68.9,NE,67.0,0.0,24.0,NE,1013.0,NorahHead,2.0
70.0,1016.2,66.2,SSW,67.28,62.959999999999994,69.0,2012-11-22,No,No,65.3,S,75.0,0.0,33.0,S,1016.3,NorahHead,35.0
31.0,1019.9,69.08,SSE,71.96,62.959999999999994,63.0,2012-11-23,No,No,66.92,ESE,67.0,0.0,13.0,SSE,1018.4,NorahHead,19.0
28.0,1018.5,74.48,NNE,78.25999999999999,66.02,74.0,2012-11-24,No,No,71.6,ENE,74.0,0.0,11.0,E,1015.1,NorahHead,13.0
22.0,1013.9,75.2,NE,82.58,64.94,80.0,2012-11-25,No,No,73.22,NE,81.0,0.0,13.0,NE,1012.7,NorahHead,6.0
41.0,1015.5,72.86,SSW,77.36,67.1,81.0,2012-11-26,Yes,No,70.7,E,90.0,0.0,4.0,SSW,1012.8,NorahHead,17.0
56.0,1013.5,71.6,S,78.08,67.28,85.0,2012-11-27,Yes,Yes,72.32,S,83.0,1.8,24.0,NNE,1014.4,NorahHead,13.0
31.0,1018.1,74.66,S,75.56,65.12,76.0,2012-11-28,Yes,Yes,69.44,SSE,86.0,6.4,13.0,SSE,1016.2,NorahHead,20.0
37.0,1016.9,80.42,NE,83.48,68.36,72.0,2012-11-29,No,Yes,72.14,NE,87.0,1.6,19.0,S,1014.0,NorahHead,2.0
65.0,1013.8,75.38,NNE,79.7,68.72,83.0,2012-11-30,No,No,73.94,NE,84.0,0.2,24.0,NE,1011.1,NorahHead,15.0
30.0,1012.2,75.2,S,77.72,69.08,76.0,2013-01-01,No,No,70.7,E,87.0,0.0,13.0,S,1009.0,NorahHead,20.0
59.0,1013.4,73.4,SSW,75.74000000000001,68.9,69.0,2013-01-02,No,No,72.5,SSE,76.0,0.0,33.0,SSE,1014.4,NorahHead,31.0
35.0,1018.7,75.2,S,77.36,66.74000000000001,62.0,2013-01-03,No,No,70.7,SE,65.0,0.0,17.0,SSE,1016.8,NorahHead,13.0
44.0,1016.8,77.0,NE,82.22,68.54,67.0,2013-01-04,No,No,73.22,NE,72.0,0.0,30.0,NNE,1014.4,NorahHead,26.0
54.0,1016.3,75.92,NE,84.02,68.36,74.0,2013-01-05,No,No,73.22,NE,74.0,0.0,31.0,NNE,1014.8,NorahHead,15.0
28.0,1020.9,79.88,NNE,83.3,68.0,66.0,2013-01-06,No,No,74.66,ENE,77.0,0.0,15.0,NNE,1019.6,NorahHead,11.0
39.0,1022.2,78.08,NNE,82.75999999999999,70.52,75.0,2013-01-07,No,No,74.12,ESE,83.0,0.0,17.0,SSW,1018.8,NorahHead,11.0
48.0,1006.7,102.38000000000001,N,104.72,68.9,22.0,2013-01-08,No,No,82.4,NW,58.0,0.0,19.0,,999.7,NorahHead,0.0
56.0,998.3,70.7,S,73.75999999999999,70.16,63.0,2013-01-09,No,No,71.78,SSE,76.0,0.0,33.0,S,1001.6,NorahHead,43.0
28.0,1009.5,75.92,SE,77.9,68.36,67.0,2013-01-10,No,No,73.22,ENE,70.0,0.0,19.0,NE,1009.8,NorahHead,17.0
37.0,1010.7,83.48,N,84.91999999999999,69.44,67.0,2013-01-11,No,No,75.02,N,78.0,0.0,19.0,SSE,1006.3,NorahHead,4.0
50.0,1006.3,77.18,S,94.64,70.52,77.0,2013-01-12,No,No,81.86,S,66.0,0.0,28.0,SE,1005.9,NorahHead,4.0
63.0,1011.6,73.94,S,77.54,69.62,82.0,2013-01-13,Yes,No,72.5,S,79.0,0.0,22.0,SSW,1007.9,NorahHead,13.0
65.0,1014.1,69.08,S,71.06,64.22,62.0,2013-01-14,No,Yes,67.28,S,73.0,11.2,41.0,S,1017.3,NorahHead,52.0
44.0,1019.4,74.84,SSE,79.34,63.32,61.0,2013-01-15,No,No,69.98,E,68.0,1.0,17.0,SW,1016.4,NorahHead,9.0
35.0,1014.8,78.44,NNE,81.14,64.4,69.0,2013-01-16,No,No,73.22,ENE,70.0,0.0,20.0,N,1012.0,NorahHead,9.0
43.0,1012.3,76.46,NE,83.84,70.88,77.0,2013-01-17,No,No,73.75999999999999,NE,87.0,0.0,30.0,S,1008.1,NorahHead,20.0
65.0,1003.7,103.64,SSW,111.2,70.88,26.0,2013-01-18,Yes,No,77.0,N,82.0,0.0,9.0,NNE,998.7,NorahHead,11.0
54.0,1012.6,71.6,SSW,73.75999999999999,70.52,71.0,2013-01-19,Yes,Yes,71.42,S,77.0,3.4,31.0,SSW,1013.2,NorahHead,24.0
37.0,1016.8,69.44,NNE,75.74000000000001,66.38,92.0,2013-01-20,Yes,Yes,69.62,S,89.0,6.4,19.0,SSW,1015.7,NorahHead,11.0
22.0,1015.8,78.44,ENE,80.24000000000001,67.82,66.0,2013-01-21,No,Yes,75.2,ENE,82.0,3.6,13.0,SSW,1013.8,NorahHead,9.0
37.0,1011.0,76.64,N,84.38000000000001,68.72,77.0,2013-01-22,No,No,76.28,NE,78.0,0.0,30.0,N,1007.8,NorahHead,13.0
54.0,1014.6,71.42,SSW,73.04,69.62,83.0,2013-01-23,No,No,70.88,SSW,84.0,1.0,37.0,SSW,1015.0,NorahHead,30.0
44.0,1016.9,75.38,SSW,76.82,69.62,79.0,2013-01-24,No,No,72.68,S,84.0,0.0,26.0,SSW,1015.6,NorahHead,24.0
44.0,1013.0,80.6,NE,81.68,70.52,74.0,2013-01-25,No,No,74.84,ENE,84.0,0.0,19.0,S,1010.9,NorahHead,4.0
48.0,1012.5,77.9,NE,86.0,73.22,82.0,2013-01-26,Yes,No,75.38,NE,86.0,0.0,30.0,NE,1011.1,NorahHead,26.0
43.0,1009.6,71.6,NE,71.96,68.36,95.0,2013-01-27,Yes,Yes,68.54,NNE,95.0,30.6,20.0,SW,1008.2,NorahHead,11.0
70.0,1008.8,71.24000000000001,ENE,71.96,68.18,96.0,2013-01-28,Yes,Yes,71.78,NE,95.0,30.6,41.0,NNE,1007.2,NorahHead,24.0
59.0,1001.5,68.72,S,76.46,68.0,87.0,2013-01-29,Yes,Yes,69.98,SSW,97.0,83.4,39.0,NNE,1004.9,NorahHead,22.0
28.0,1014.6,70.88,S,73.22,67.46,87.0,2013-01-30,No,Yes,70.34,SSW,86.0,6.4,15.0,SSW,1014.5,NorahHead,13.0
48.0,1013.5,75.38,NNE,81.86,69.8,80.0,2013-01-31,Yes,No,72.68,NE,89.0,0.6,28.0,NNE,1008.9,NorahHead,6.0
85.0,1011.9,66.74000000000001,SSE,67.82,63.68,92.0,2013-03-01,Yes,Yes,67.1,SSE,91.0,38.2,59.0,SSE,1014.0,NorahHead,65.0
74.0,1019.6,69.44,S,73.04,63.14,75.0,2013-03-02,Yes,Yes,65.3,SSE,86.0,40.4,50.0,SSE,1019.0,NorahHead,52.0
61.0,1020.5,75.02,SSE,76.1,64.4,65.0,2013-03-03,No,Yes,72.86,SE,68.0,10.8,30.0,ESE,1019.7,NorahHead,37.0
44.0,1021.5,74.3,SE,77.18,69.8,65.0,2013-03-04,No,No,74.12,ENE,59.0,0.0,24.0,E,1020.6,NorahHead,24.0
35.0,1021.4,78.08,NE,80.96,71.42,63.0,2013-03-05,No,No,77.0,NNE,60.0,0.0,26.0,NNE,1019.9,NorahHead,22.0
43.0,1020.6,80.06,N,83.66,69.62,58.0,2013-03-06,No,No,73.58,NE,75.0,0.0,20.0,NNW,1018.6,NorahHead,4.0
44.0,1020.0,78.62,N,82.75999999999999,66.2,61.0,2013-03-07,No,No,73.94,NE,77.0,0.0,30.0,ENE,1017.7,NorahHead,2.0
37.0,1022.1,78.44,NE,83.3,66.92,60.0,2013-03-08,No,No,72.86,ENE,74.0,0.0,19.0,NW,1020.4,NorahHead,2.0
41.0,1021.4,76.46,NE,80.96,69.44,65.0,2013-03-09,No,No,76.28,NE,77.0,0.0,28.0,NNW,1019.3,NorahHead,6.0
33.0,1020.0,77.9,NE,83.48,66.2,64.0,2013-03-10,No,No,72.14,ENE,81.0,0.0,20.0,NW,1017.9,NorahHead,4.0
31.0,1020.4,78.44,ESE,80.06,68.36,64.0,2013-03-11,No,No,72.86,ENE,86.0,0.4,11.0,S,1019.6,NorahHead,2.0
28.0,1020.5,78.08,NNE,79.34,68.18,57.0,2013-03-12,No,No,72.86,E,78.0,0.4,15.0,N,1018.5,NorahHead,2.0
48.0,1014.7,77.54,NNE,81.32,66.2,64.0,2013-03-13,No,No,73.94,NE,73.0,0.2,30.0,N,1011.5,NorahHead,15.0
46.0,1011.8,73.94,SSW,77.54,66.02,79.0,2013-03-14,No,No,72.5,S,77.0,0.0,19.0,S,1011.1,NorahHead,17.0
46.0,1015.4,69.44,SSW,73.22,68.9,93.0,2013-03-15,Yes,No,69.62,SSW,92.0,0.4,26.0,SSW,1015.5,NorahHead,26.0
35.0,1014.1,79.16,NE,82.4,66.56,72.0,2013-03-16,No,Yes,72.86,NE,82.0,13.0,22.0,NNW,1009.2,NorahHead,7.0
76.0,1011.9,69.25999999999999,ENE,69.98,67.28,59.0,2013-03-17,No,No,68.54,E,62.0,0.0,56.0,SSW,1014.5,NorahHead,46.0
61.0,1020.7,70.16,SSE,70.88,57.56,61.0,2013-03-18,No,No,62.42,S,67.0,0.2,26.0,SW,1020.3,NorahHead,11.0
28.0,1023.8,74.66,NE,75.38,59.72,54.0,2013-03-19,No,No,65.48,SE,76.0,0.0,15.0,WSW,1022.9,NorahHead,9.0
46.0,1025.2,75.74000000000001,N,80.6,62.42,60.0,2013-03-20,No,No,68.36,N,78.0,0.0,19.0,SSW,1022.5,NorahHead,6.0
57.0,1019.9,75.74000000000001,NNE,77.18,64.22,70.0,2013-03-21,No,No,70.52,NNE,64.0,0.0,35.0,N,1015.2,NorahHead,26.0
48.0,1014.3,86.18,NW,90.14,70.16,52.0,2013-03-22,No,No,77.0,WSW,64.0,0.0,22.0,WSW,1012.5,NorahHead,13.0
33.0,1016.3,76.28,N,81.32,73.04,79.0,2013-03-23,No,No,78.25999999999999,E,58.0,0.0,15.0,SSW,1013.6,NorahHead,4.0
28.0,1015.8,79.7,N,84.38000000000001,70.7,73.0,2013-03-24,No,No,73.22,N,86.0,0.0,6.0,S,1012.1,NorahHead,6.0
33.0,1017.7,75.38,ESE,75.92,68.72,80.0,2013-03-25,No,No,73.04,ESE,71.0,0.0,20.0,SE,1017.5,NorahHead,17.0
41.0,1019.4,82.04,N,83.66,71.24000000000001,72.0,2013-03-26,No,No,74.48,NE,92.0,0.0,20.0,,1016.6,NorahHead,0.0
44.0,1019.1,77.72,N,83.48,68.9,75.0,2013-03-27,No,No,74.3,NE,79.0,0.0,26.0,WNW,1016.2,NorahHead,13.0
35.0,1017.1,77.9,N,81.5,68.9,75.0,2013-03-28,Yes,No,73.04,NNE,78.0,0.0,24.0,N,1012.6,NorahHead,15.0
46.0,1018.3,69.08,S,70.16,63.32,60.0,2013-03-29,No,Yes,65.12,SE,62.0,5.2,31.0,SSE,1017.4,NorahHead,17.0
37.0,1017.7,74.48,N,76.1,59.72,56.0,2013-03-30,No,No,64.75999999999999,NNE,75.0,0.0,19.0,S,1013.2,NorahHead,9.0
61.0,1011.3,74.12,ESE,74.66,64.04,52.0,2013-03-31,Yes,No,66.2,SE,79.0,0.0,30.0,S,1010.6,NorahHead,6.0
26.0,1017.6,73.58,SSE,75.92,61.16,68.0,2013-04-01,No,Yes,66.2,ESE,82.0,5.2,11.0,SSE,1015.6,NorahHead,17.0
35.0,1015.7,73.22,ESE,75.02,62.059999999999995,55.0,2013-04-02,Yes,No,65.84,SE,79.0,0.0,26.0,SW,1013.7,NorahHead,9.0
70.0,1019.3,67.64,NNE,69.62,62.78,72.0,2013-04-03,Yes,Yes,66.92,E,89.0,4.2,39.0,ESE,1020.5,NorahHead,46.0
46.0,1027.1,70.16,ESE,70.7,60.8,70.0,2013-04-04,Yes,Yes,66.56,E,81.0,14.8,26.0,E,1026.6,NorahHead,24.0
31.0,1029.9,73.22,NNE,74.48,62.78,53.0,2013-04-05,Yes,Yes,69.08,NNE,61.0,3.2,13.0,NE,1028.3,NorahHead,17.0
39.0,1027.6,69.44,ENE,72.32,61.16,71.0,2013-04-06,No,Yes,63.68,E,90.0,4.2,17.0,ESE,1024.7,NorahHead,17.0
24.0,1024.4,71.42,ENE,73.4,59.540000000000006,60.0,2013-04-07,No,No,66.92,NE,80.0,0.0,7.0,SSE,1021.7,NorahHead,6.0
26.0,1024.9,72.5,E,75.02,60.26,65.0,2013-04-08,No,No,67.64,E,78.0,0.2,19.0,SE,1023.3,NorahHead,9.0
28.0,1026.1,70.16,E,74.3,61.34,75.0,2013-04-09,No,No,64.22,E,88.0,0.0,7.0,SSE,1023.9,NorahHead,9.0
26.0,1024.6,72.32,N,73.94,60.26,61.0,2013-04-10,No,No,68.0,NNE,80.0,0.4,15.0,S,1021.6,NorahHead,6.0
31.0,1023.3,74.84,N,79.16,59.540000000000006,62.0,2013-04-11,Yes,No,69.8,N,70.0,0.0,17.0,NW,1021.9,NorahHead,4.0
35.0,1025.8,74.84,N,79.34,63.86,64.0,2013-04-12,No,Yes,66.92,NNE,87.0,3.8,17.0,SSW,1022.9,NorahHead,7.0
35.0,1021.4,73.4,N,80.24000000000001,62.24,66.0,2013-04-13,No,No,69.62,NNE,68.0,0.0,24.0,SW,1016.7,NorahHead,2.0
28.0,1013.9,75.2,NNE,79.52,61.16,67.0,2013-04-14,No,No,72.86,NNE,72.0,0.0,19.0,W,1011.3,NorahHead,6.0
33.0,1010.3,75.38,NE,80.96,62.78,72.0,2013-04-15,Yes,No,69.25999999999999,N,81.0,0.0,9.0,WSW,1007.4,NorahHead,7.0
46.0,1014.7,68.9,ESE,69.44,62.6,77.0,2013-04-16,Yes,Yes,63.32,ESE,91.0,4.4,28.0,S,1012.8,NorahHead,9.0
37.0,1016.2,70.88,E,71.42,59.18,71.0,2013-04-17,No,Yes,65.48,E,79.0,1.4,24.0,SE,1013.5,NorahHead,13.0
37.0,1014.4,72.5,SE,74.84,60.440000000000005,67.0,2013-04-18,No,No,67.28,SE,81.0,0.0,17.0,SW,1011.9,NorahHead,7.0
57.0,1014.3,65.84,SSE,67.28,59.36,46.0,2013-04-19,Yes,No,61.16,S,56.0,0.0,24.0,S,1012.6,NorahHead,20.0
81.0,1012.0,61.34,SE,66.56,56.3,92.0,2013-04-20,Yes,Yes,57.92,SE,93.0,20.0,46.0,SSW,1012.9,NorahHead,17.0
31.0,1015.6,65.48,WSW,66.92,53.96,62.0,2013-04-21,No,Yes,60.08,SSE,70.0,37.8,9.0,SW,1012.8,NorahHead,11.0
30.0,1010.9,75.02,N,75.92,57.2,49.0,2013-04-22,No,No,62.059999999999995,NNW,70.0,0.0,9.0,NW,1007.3,NorahHead,6.0
22.0,1013.1,71.96,WNW,73.4,55.94,53.0,2013-04-23,No,No,64.22,S,62.0,0.0,15.0,WNW,1011.9,NorahHead,9.0
22.0,1018.8,68.54,WSW,70.88,56.120000000000005,49.0,2013-04-24,No,No,62.959999999999994,E,62.0,0.0,7.0,W,1016.1,NorahHead,9.0
24.0,1021.7,68.0,W,70.34,56.120000000000005,49.0,2013-04-25,No,No,61.16,E,62.0,0.0,7.0,W,1019.8,NorahHead,6.0
26.0,1023.0,72.14,NNE,77.0,56.48,54.0,2013-04-26,No,No,66.38,NE,54.0,0.0,13.0,WNW,1019.4,NorahHead,7.0
37.0,1022.0,71.24000000000001,NNE,78.08,58.64,55.0,2013-04-27,No,No,65.66,NE,60.0,0.0,17.0,WNW,1018.1,NorahHead,9.0
24.0,1019.3,80.78,NNW,81.86,59.36,42.0,2013-04-28,No,No,70.88,NNW,57.0,0.0,11.0,NNW,1016.5,NorahHead,9.0
24.0,1022.1,72.68,W,76.28,59.540000000000006,80.0,2013-04-29,No,No,69.98,SSE,65.0,0.0,11.0,S,1021.0,NorahHead,15.0
37.0,1025.0,69.25999999999999,SE,69.8,65.12,82.0,2013-04-30,No,No,68.54,ESE,89.0,0.0,20.0,ESE,1022.0,NorahHead,24.0
52.0,1018.5,77.36,SE,82.22,62.959999999999994,58.0,2013-05-01,No,No,68.72,SSW,83.0,0.0,4.0,W,1013.3,NorahHead,6.0
69.0,1024.7,62.059999999999995,S,64.94,60.26,72.0,2013-05-02,No,No,61.34,SSW,66.0,0.6,28.0,SW,1025.0,NorahHead,22.0
31.0,1026.6,67.1,N,73.04,53.78,60.0,2013-05-03,No,No,60.8,NNE,71.0,0.0,24.0,WSW,1020.4,NorahHead,9.0
65.0,1017.8,72.32,SSE,74.84,57.379999999999995,51.0,2013-05-04,No,No,63.5,S,56.0,0.0,11.0,W,1017.5,NorahHead,6.0
50.0,1024.6,63.32,S,64.22,56.3,59.0,2013-05-05,No,No,60.8,S,63.0,0.0,22.0,SW,1021.8,NorahHead,15.0
41.0,1026.0,63.5,SSE,65.66,53.24,77.0,2013-05-06,Yes,No,60.62,SSE,71.0,0.0,31.0,SW,1024.1,NorahHead,13.0
